Estación: ,C19009,CASILLAS. RAYONES
2003-08-25,5.41,CLIC
2003-08-26,4.43,CLIC
2003-08-27,5.6,CLIC
2003-08-28,5.04,CLIC
2003-08-29,4.62,CLIC
2003-08-30,5.33,CLIC
2003-08-31,4.4,CLIC
2003-09-01,3.9,CLIC
2003-09-02,2.08,CLIC
2003-09-03,3.57,CLIC
2003-09-04,2.69,CLIC
2003-09-05,2.91,CLIC
2003-09-06,2.8,CLIC
2003-09-07,3.61,CLIC
2003-09-08,3.95,CLIC
2003-09-09,4.09,CLIC
2003-09-10,4.64,CLIC
2003-09-11,4.23,CLIC
2003-09-12,3.98,CLIC
2003-09-13,3.68,CLIC
2003-09-14,3.76,CLIC
2003-09-15,1.52,CLIC
2003-09-16,2.64,CLIC
2003-09-17,2.83,CLIC
2003-09-18,2.36,CLIC
2003-09-19,3.43,CLIC
2003-09-20,3.67,CLIC
2003-09-21,2.41,CLIC
2003-09-22,1.09,CLIC
2003-09-23,0.56,CLIC
2003-09-24,2.4,CLIC
2003-09-25,3.32,CLIC
2003-09-26,3.67,CLIC
2003-09-27,4.02,CLIC
2003-09-28,4.76,CLIC
2003-09-29,4.34,CLIC
2003-09-30,3.98,CLIC
2003-10-01,3.09,CLIC
2003-10-02,3.38,CLIC
2003-10-03,2.95,CLIC
2003-10-04,2.42,CLIC
2003-10-05,3.12,CLIC
2003-10-06,3.5,CLIC
2003-10-07,2.94,CLIC
2003-10-08,0.63,CLIC
2003-10-09,3.13,CLIC
2003-10-10,4.52,CLIC
2003-10-11,4.18,CLIC
2003-10-12,0.68,CLIC
2003-10-13,0.64,CLIC
2003-10-14,0.82,CLIC
2003-10-15,3.89,CLIC
2003-10-16,4.95,CLIC
2003-10-17,5.09,CLIC
2003-10-18,4.66,CLIC
2003-10-19,4.97,CLIC
2003-10-20,5.48,CLIC
2003-10-21,4.62,CLIC
2003-10-22,4.04,CLIC
2003-10-23,3.2,CLIC
2003-10-24,5.78,CLIC
2003-10-25,5.39,CLIC
2003-10-26,2.33,CLIC
2003-10-27,4.11,CLIC
2003-10-28,5.88,CLIC
2003-10-29,1.98,CLIC
2003-10-30,1.46,CLIC
2003-10-31,3.48,CLIC
2003-11-01,3.42,CLIC
2003-11-02,4.54,CLIC
2003-11-03,3.23,CLIC
2003-11-04,4.8,CLIC
2003-11-05,4.09,CLIC
2003-11-06,4.5,CLIC
2003-11-07,3.94,CLIC
2003-11-08,4.54,CLIC
2003-11-09,3.16,CLIC
2003-11-10,4.82,CLIC
2003-11-11,3.95,CLIC
2003-11-12,4.6,CLIC
2003-11-13,4.36,CLIC
2003-11-14,3.29,CLIC
2003-11-15,4.2,CLIC
2003-11-16,4.49,CLIC
2003-11-17,4.04,CLIC
2003-11-18,2.21,CLIC
2003-11-19,3.96,CLIC
2003-11-20,3.35,CLIC
2003-11-21,3.1,CLIC
2003-11-22,4.41,CLIC
2003-11-23,3.79,CLIC
2003-11-24,5.15,CLIC
2003-11-25,3.85,CLIC
2003-11-26,3.33,CLIC
2003-11-27,2.79,CLIC
2003-11-28,2.9,CLIC
2003-11-29,3.32,CLIC
2003-11-30,2.72,CLIC
2003-12-01,1.3,CLIC
2003-12-02,2.94,CLIC
2003-12-03,3.07,CLIC
2003-12-04,2.71,CLIC
2003-12-05,2.83,CLIC
2003-12-06,2,CLIC
2003-12-07,4.51,CLIC
2003-12-08,2.44,CLIC
2003-12-09,2.75,CLIC
2003-12-10,3.74,CLIC
2003-12-11,3.05,CLIC
2003-12-12,2.68,CLIC
2003-12-13,3.28,CLIC
2003-12-14,2.4,CLIC
2003-12-15,3.61,CLIC
2003-12-16,3.37,CLIC
2003-12-17,1.27,CLIC
2003-12-18,3.75,CLIC
2003-12-19,3.05,CLIC
2003-12-20,2.51,CLIC
2003-12-21,2.46,CLIC
2003-12-22,2.67,CLIC
2003-12-23,3.43,CLIC
2003-12-24,1.62,CLIC
2003-12-25,3.21,CLIC
2003-12-26,2.72,CLIC
2003-12-27,2.26,CLIC
2003-12-28,2.65,CLIC
2003-12-29,2.95,CLIC
2003-12-30,2.96,CLIC
2003-12-31,3.09,CLIC
2004-01-01,3.33,CLIC
2004-01-02,2.78,CLIC
2004-01-03,2.68,CLIC
2004-01-04,3.54,CLIC
2004-01-05,3.02,CLIC
2004-01-06,2.37,CLIC
2004-01-07,2.88,CLIC
2004-01-08,3.76,CLIC
2004-01-09,3.03,CLIC
2004-01-10,2.94,CLIC
2004-01-11,3.52,CLIC
2004-01-12,2.92,CLIC
2004-01-13,3.11,CLIC
2004-01-14,2.59,CLIC
2004-01-15,2.58,CLIC
2004-01-16,3.87,CLIC
2004-01-17,3.97,CLIC
2004-01-18,2.75,CLIC
2004-01-19,3.2,CLIC
2004-01-20,2.28,CLIC
2004-01-21,3.83,CLIC
2004-01-22,2.44,CLIC
2004-01-23,3.05,CLIC
2004-01-24,0.44,CLIC
2004-01-25,2.07,CLIC
2004-01-26,2.94,CLIC
2004-01-27,2.39,CLIC
2004-01-28,3.27,CLIC
2004-01-29,2.76,CLIC
2004-01-30,2.78,CLIC
2004-01-31,3.39,CLIC
2004-02-01,3.19,CLIC
2004-02-02,3.49,CLIC
2004-02-03,2.6,CLIC
2004-02-04,3.11,CLIC
2004-02-05,2.95,CLIC
2004-02-06,2.34,CLIC
2004-02-07,2.94,CLIC
2004-02-08,2.68,CLIC
2004-02-09,3.35,CLIC
2004-02-10,2.96,CLIC
2004-02-11,3.69,CLIC
2004-02-12,3.14,CLIC
2004-02-13,2.53,CLIC
2004-02-14,3.1,CLIC
2004-02-15,3.07,CLIC
2004-02-16,3.26,CLIC
2004-02-17,2.97,CLIC
2004-02-18,2.4,CLIC
2004-02-19,3.24,CLIC
2004-02-20,3.43,CLIC
2004-02-21,3.04,CLIC
2004-02-22,2.94,CLIC
2004-02-23,3.04,CLIC
2004-02-24,2.61,CLIC
2004-02-25,2.95,CLIC
2004-02-26,3.36,CLIC
2004-02-27,3.04,CLIC
2004-02-28,3.08,CLIC
2004-02-29,2.88,CLIC
2004-03-01,2.86,CLIC
2004-03-02,3.1,CLIC
2004-03-03,3.36,CLIC
2004-03-04,2.83,CLIC
2004-03-05,3.45,CLIC
2004-03-06,2.26,CLIC
2004-03-07,3.7,CLIC
2004-03-08,3.59,CLIC
2004-03-09,3.45,CLIC
2004-03-10,2.92,CLIC
2004-03-11,3.04,CLIC
2004-03-12,2.54,CLIC
2004-03-13,1.53,CLIC
2004-03-14,0.52,CLIC
2004-03-15,4,CLIC
2004-03-16,2.73,CLIC
2004-03-17,3.42,CLIC
2004-03-18,3.17,CLIC
2004-03-19,3.74,CLIC
2004-03-20,3.48,CLIC
2004-03-21,0.26,CLIC
2004-03-22,3.77,CLIC
2004-03-23,3.47,CLIC
2004-03-24,2.94,CLIC
2004-03-25,2.98,CLIC
2004-03-26,3.92,CLIC
2004-03-27,4.36,CLIC
2004-03-28,4.8,CLIC
2004-03-29,3.97,CLIC
2004-03-30,4.07,CLIC
2004-03-31,4.58,CLIC
2004-04-01,3.98,CLIC
2004-04-02,5.5,CLIC
2004-04-03,4.59,CLIC
2004-04-04,3.68,CLIC
2004-04-05,2.71,CLIC
2004-04-06,3.92,CLIC
2004-04-07,3.6,CLIC
2004-04-08,4.48,CLIC
2004-04-09,4.36,CLIC
2004-04-10,3.39,CLIC
2004-04-11,4.66,CLIC
2004-04-12,3.24,CLIC
2004-04-13,3.36,CLIC
2004-04-14,3.1,CLIC
2004-04-15,3.33,CLIC
2004-04-16,3.04,CLIC
2004-04-17,3.03,CLIC
2004-04-18,2.52,CLIC
2004-04-19,5.59,CLIC
2004-04-20,3.61,CLIC
2004-04-21,4.43,CLIC
2004-04-22,3.95,CLIC
2004-04-23,3.48,CLIC
2004-04-24,5.31,CLIC
2004-04-25,4.23,CLIC
2004-04-26,3.18,CLIC
2004-04-27,2.03,CLIC
2004-04-28,1.45,CLIC
2004-04-29,2.06,CLIC
2004-04-30,4.45,CLIC
2004-05-01,3.6,CLIC
2004-05-02,3.43,CLIC
2004-05-03,3.09,CLIC
2004-05-04,2.92,CLIC
2004-05-05,3.51,CLIC
2004-05-06,4.54,CLIC
2004-05-07,4.41,CLIC
2004-05-08,2.73,CLIC
2004-05-09,4.36,CLIC
2004-05-10,3.84,CLIC
2004-05-11,3.92,CLIC
2004-05-12,3.38,CLIC
2004-05-13,4.79,CLIC
2004-05-14,3.96,CLIC
2004-05-15,3.24,CLIC
2004-05-16,4.79,CLIC
2004-05-17,3.67,CLIC
2004-05-18,3.75,CLIC
2004-05-19,3.82,CLIC
2004-05-20,4.2,CLIC
2004-05-21,3.28,CLIC
2004-05-22,5.5,CLIC
2004-05-23,5.17,CLIC
2004-05-24,5.06,CLIC
2004-05-25,4.17,CLIC
2004-05-26,5.42,CLIC
2004-05-27,5.1,CLIC
2004-05-28,5.21,CLIC
2004-05-29,5.03,CLIC
2004-05-30,4.84,CLIC
2004-05-31,4.54,CLIC
2004-06-01,6.4,CLIC
2004-06-02,4.88,CLIC
2004-06-03,5.25,CLIC
2004-06-04,5.03,CLIC
2004-06-05,4.85,CLIC
2004-06-06,6.05,CLIC
2004-06-07,3.7,CLIC
2004-06-08,5.4,CLIC
2004-06-09,5.09,CLIC
2004-06-10,5.42,CLIC
2004-06-11,4.42,CLIC
2004-06-12,6.33,CLIC
2004-06-13,5.45,CLIC
2004-06-14,3.2,CLIC
2004-06-15,6.05,CLIC
2004-06-16,5.5,CLIC
2004-06-17,6.5,CLIC
2004-06-18,6.04,CLIC
2004-06-19,5.94,CLIC
2004-06-20,5.8,CLIC
2004-06-21,1.7,CLIC
2004-06-22,4.6,CLIC
2004-06-23,3.83,CLIC
2004-06-24,2.45,CLIC
2004-06-25,2.13,CLIC
2004-06-26,4.8,CLIC
2004-06-27,5.43,CLIC
2004-06-28,4.1,CLIC
2004-06-29,3.98,CLIC
2004-06-30,1.13,CLIC
2004-07-01,4.9,CLIC
2004-07-02,4.7,CLIC
2004-07-03,2.98,CLIC
2004-07-04,2.61,CLIC
2004-07-05,4.07,CLIC
2004-07-06,4.32,CLIC
2004-07-07,3.41,CLIC
2004-07-08,3.77,CLIC
2004-07-09,4.36,CLIC
2004-07-10,4.06,CLIC
2004-07-11,4.43,CLIC
2004-07-12,3.6,CLIC
2004-07-13,4.04,CLIC
2004-07-14,4.34,CLIC
2004-07-15,4.06,CLIC
2004-07-16,4.89,CLIC
2004-07-17,5.49,CLIC
2004-07-18,5.2,CLIC
2004-07-19,2.18,CLIC
2004-07-20,5.16,CLIC
2004-07-21,1.16,CLIC
2004-07-22,4.81,CLIC
2004-07-23,2.75,CLIC
2004-07-24,5.4,CLIC
2004-07-25,3.9,CLIC
2004-07-26,4.29,CLIC
2004-07-27,2.72,CLIC
2004-07-28,2.99,CLIC
2004-07-29,4.9,CLIC
2004-07-30,3.01,CLIC
2004-07-31,3.23,CLIC
2004-08-01,5,CLIC
2004-08-02,4.02,CLIC
2004-08-03,1.17,CLIC
2004-08-04,2.29,CLIC
2004-08-05,3.34,CLIC
2004-08-06,4.72,CLIC
2004-08-07,2.3,CLIC
2004-08-08,5.15,CLIC
2004-08-09,5.11,CLIC
2004-08-10,1.48,CLIC
2004-08-11,0.98,CLIC
2004-08-12,3.98,CLIC
2004-08-13,4.63,CLIC
2004-08-14,5.76,CLIC
2004-08-15,4.8,CLIC
2004-08-16,2,CLIC
2004-08-17,4.39,CLIC
2004-08-18,5.63,CLIC
2004-08-19,4.54,CLIC
2004-08-20,3.34,CLIC
2004-08-21,5.27,CLIC
2004-08-22,4.34,CLIC
2004-08-23,3.1,CLIC
2004-08-24,3.9,CLIC
2004-08-25,5.6,CLIC
2004-08-26,4.2,CLIC
2004-08-27,5.78,CLIC
2004-08-28,5.02,CLIC
2004-08-29,4.65,CLIC
2004-08-30,5.3,CLIC
2004-08-31,2.14,CLIC
2004-09-01,3.19,CLIC
2004-09-02,1.98,CLIC
2004-09-03,4.39,CLIC
2004-09-04,3.91,CLIC
2004-09-05,4.16,CLIC
2004-09-06,4.16,CLIC
2004-09-07,4.87,CLIC
2004-09-08,2.68,CLIC
2004-09-09,3.23,CLIC
2004-09-10,3.87,CLIC
2004-09-11,3.57,CLIC
2004-09-12,4.06,CLIC
2004-09-13,4.53,CLIC
2004-09-14,3.44,CLIC
2004-09-15,4.22,CLIC
2004-09-16,3.58,CLIC
2004-09-17,4.4,CLIC
2004-09-18,4.35,CLIC
2004-09-19,4.11,CLIC
2004-09-20,3.86,CLIC
2004-09-21,7.58,CLIC
2004-09-22,2.92,CLIC
2004-09-23,2.36,CLIC
2004-09-24,4.31,CLIC
2004-09-25,2.27,CLIC
2004-09-26,0.25,CLIC
2004-09-27,0.34,CLIC
2004-09-28,0.43,CLIC
2004-09-29,0.84,CLIC
2004-09-30,1.25,CLIC
2004-10-01,3.2,CLIC
2004-10-02,2.6,CLIC
2004-10-03,3.4,CLIC
2004-10-04,3.5,CLIC
2004-10-05,2.46,CLIC
2004-10-06,1.26,CLIC
2004-10-07,2.93,CLIC
2004-10-08,4.42,CLIC
2004-10-09,3.58,CLIC
2004-10-10,0.19,CLIC
2004-10-11,2.14,CLIC
2004-10-12,4.09,CLIC
2004-10-13,4.17,CLIC
2004-10-14,3.41,CLIC
2004-10-15,0.86,CLIC
2004-10-16,2.77,CLIC
2004-10-17,3.77,CLIC
2004-10-18,3.84,CLIC
2004-10-19,5.03,CLIC
2004-10-20,5.6,CLIC
2004-10-21,4.4,CLIC
2004-10-22,5.51,CLIC
2004-10-23,5.06,CLIC
2004-10-24,3.45,CLIC
2004-10-25,4.41,CLIC
2004-10-26,4.94,CLIC
2004-10-27,5.06,CLIC
2004-10-28,4.15,CLIC
2004-10-29,4.87,CLIC
2004-10-30,3.46,CLIC
2004-10-31,5.5,CLIC
2004-11-01,3.92,CLIC
2004-11-02,3.78,CLIC
2004-11-03,2.52,CLIC
2004-11-04,3.4,CLIC
2004-11-05,4.41,CLIC
2004-11-06,3.99,CLIC
2004-11-07,3.11,CLIC
2004-11-08,4.15,CLIC
2004-11-09,3.95,CLIC
2004-11-10,4.02,CLIC
2004-11-11,4.39,CLIC
2004-11-12,4.04,CLIC
2004-11-13,3.95,CLIC
2004-11-14,4.98,CLIC
2004-11-15,4.47,CLIC
2004-11-16,1.21,CLIC
2004-11-17,4.35,CLIC
2004-11-18,3.41,CLIC
2004-11-19,4.44,CLIC
2004-11-20,3.54,CLIC
2004-11-21,3.45,CLIC
2004-11-22,3.93,CLIC
2004-11-23,3.81,CLIC
2004-11-24,5.14,CLIC
2004-11-25,3.56,CLIC
2004-11-26,3.61,CLIC
2004-11-27,4.89,CLIC
2004-11-28,3.99,CLIC
2004-11-29,2.84,CLIC
2004-11-30,2.31,CLIC
2004-12-01,1.3,CLIC
2004-12-02,2.38,CLIC
2004-12-03,2.19,CLIC
2004-12-04,4.6,CLIC
2004-12-05,5.75,CLIC
2004-12-06,3.8,CLIC
2004-12-07,2.18,CLIC
2004-12-08,6.64,CLIC
2004-12-09,4.19,CLIC
2004-12-10,3.57,CLIC
2004-12-11,6.8,CLIC
2004-12-12,1.88,CLIC
2004-12-13,3.39,CLIC
2004-12-14,1.94,CLIC
2004-12-15,3.15,CLIC
2004-12-16,3.1,CLIC
2004-12-17,2.9,CLIC
2004-12-18,2.92,CLIC
2004-12-19,1.38,CLIC
2004-12-20,2.3,CLIC
2004-12-21,5.9,CLIC
2004-12-22,2.9,CLIC
2004-12-23,1.01,CLIC
2004-12-24,0.8,CLIC
2004-12-25,1.12,CLIC
2004-12-26,2.13,CLIC
2004-12-27,2.1,CLIC
2004-12-28,3.14,CLIC
2004-12-29,3.8,CLIC
2004-12-30,6.04,CLIC
2004-12-31,3.9,CLIC
2005-01-01,2.96,CLIC
2005-01-02,3.42,CLIC
2005-01-03,2.49,CLIC
2005-01-04,3.22,CLIC
2005-01-05,3.28,CLIC
2005-01-06,2.59,CLIC
2005-01-07,3.36,CLIC
2005-01-08,2.22,CLIC
2005-01-09,3.82,CLIC
2005-01-10,3.21,CLIC
2005-01-11,3.33,CLIC
2005-01-12,4.27,CLIC
2005-01-13,4.31,CLIC
2005-01-14,3.05,CLIC
2005-01-15,2.27,CLIC
2005-01-16,3.67,CLIC
2005-01-17,3.04,CLIC
2005-01-18,2.26,CLIC
2005-01-19,3.31,CLIC
2005-01-20,3.49,CLIC
2005-01-21,4.17,CLIC
2005-01-22,3.53,CLIC
2005-01-23,3.22,CLIC
2005-01-24,2.22,CLIC
2005-01-25,3.54,CLIC
2005-01-26,2.76,CLIC
2005-01-27,0.38,CLIC
2005-01-28,3.7,CLIC
2005-01-29,3.52,CLIC
2005-01-30,2.3,CLIC
2005-01-31,3.27,CLIC
2005-02-01,2.97,CLIC
2005-02-02,3.39,CLIC
2005-02-03,3.07,CLIC
2005-02-04,2.04,CLIC
2005-02-05,1.02,CLIC
2005-02-06,3.05,CLIC
2005-02-07,2.92,CLIC
2005-02-08,3.51,CLIC
2005-02-09,4.05,CLIC
2005-02-10,2.56,CLIC
2005-02-11,2.96,CLIC
2005-02-12,3.45,CLIC
2005-02-13,2.94,CLIC
2005-02-14,2.42,CLIC
2005-02-15,3.61,CLIC
2005-02-16,2.78,CLIC
2005-02-17,3.21,CLIC
2005-02-18,2.35,CLIC
2005-02-19,3.85,CLIC
2005-02-20,3.73,CLIC
2005-02-21,2.44,CLIC
2005-02-22,3.01,CLIC
2005-02-23,4.4,CLIC
2005-02-24,3.25,CLIC
2005-02-25,2.97,CLIC
2005-02-26,1.69,CLIC
2005-02-27,0.41,CLIC
2005-02-28,2.36,CLIC
2005-03-01,3.25,CLIC
2005-03-02,3.28,CLIC
2005-03-03,2.86,CLIC
2005-03-04,2.96,CLIC
2005-03-05,3.21,CLIC
2005-03-06,1.83,CLIC
2005-03-07,0.37,CLIC
2005-03-08,2.89,CLIC
2005-03-09,3.31,CLIC
2005-03-10,3.72,CLIC
2005-03-11,3.52,CLIC
2005-03-12,2.67,CLIC
2005-03-13,5.39,CLIC
2005-03-14,3.54,CLIC
2005-03-15,4.28,CLIC
2005-03-16,4.19,CLIC
2005-03-17,5.43,CLIC
2005-03-18,4.91,CLIC
2005-03-19,4.38,CLIC
2005-03-20,3.85,CLIC
2005-03-21,4.56,CLIC
2005-03-22,4.03,CLIC
2005-03-23,4.19,CLIC
2005-03-24,5.23,CLIC
2005-03-25,5.25,CLIC
2005-03-26,5.26,CLIC
2005-03-27,5.26,CLIC
2005-03-28,4.45,CLIC
2005-03-29,5.62,CLIC
2005-03-30,4.98,CLIC
2005-03-31,4.59,CLIC
2005-04-01,4.95,CLIC
2005-04-02,4.01,CLIC
2005-04-03,3.72,CLIC
2005-04-04,4.06,CLIC
2005-04-05,5.67,CLIC
2005-04-06,4.98,CLIC
2005-04-07,4.28,CLIC
2005-04-08,3.21,CLIC
2005-04-09,5.81,CLIC
2005-04-10,4.36,CLIC
2005-04-11,5.58,CLIC
2005-04-12,5.39,CLIC
2005-04-13,5.43,CLIC
2005-04-14,4.48,CLIC
2005-04-15,5.56,CLIC
2005-04-16,4.47,CLIC
2005-04-17,4.86,CLIC
2005-04-18,5.61,CLIC
2005-04-19,5.14,CLIC
2005-04-20,4.67,CLIC
2005-04-21,4.88,CLIC
2005-04-22,5.23,CLIC
2005-04-23,5.09,CLIC
2005-04-24,0.25,CLIC
2005-04-25,0.45,CLIC
2005-04-26,4.99,CLIC
2005-04-27,5.68,CLIC
2005-04-28,4.73,CLIC
2005-04-29,4.91,CLIC
2005-04-30,5.52,CLIC
2005-05-01,3.93,CLIC
2005-05-02,3.56,CLIC
2005-05-03,4.51,CLIC
2005-05-04,2.55,CLIC
2005-05-05,4.75,CLIC
2005-05-06,3.69,CLIC
2005-05-07,3.73,CLIC
2005-05-08,4.21,CLIC
2005-05-09,3.2,CLIC
2005-05-10,4.53,CLIC
2005-05-11,4.58,CLIC
2005-05-12,5.12,CLIC
2005-05-13,0.15,CLIC
2005-05-14,4.95,CLIC
2005-05-15,4.3,CLIC
2005-05-16,2.5,CLIC
2005-05-17,0.69,CLIC
2005-05-18,3.99,CLIC
2005-05-19,4.07,CLIC
2005-05-20,3.39,CLIC
2005-05-21,4.48,CLIC
2005-05-22,4.19,CLIC
2005-05-23,3.49,CLIC
2005-05-24,4.89,CLIC
2005-05-25,4.43,CLIC
2005-05-26,4.88,CLIC
2005-05-27,4.62,CLIC
2005-05-28,2.55,CLIC
2005-05-29,0.48,CLIC
2005-05-30,5.21,CLIC
2005-05-31,4.57,CLIC
2005-06-01,5.55,CLIC
2005-06-02,4.85,CLIC
2005-06-03,4.75,CLIC
2005-06-04,5.29,CLIC
2005-06-05,5.95,CLIC
2005-06-06,5.27,CLIC
2005-06-07,4.42,CLIC
2005-06-08,5.69,CLIC
2005-06-09,6.38,CLIC
2005-06-10,4.52,CLIC
2005-06-11,6.2,CLIC
2005-06-12,5.1,CLIC
2005-06-13,6.04,CLIC
2005-06-14,5.38,CLIC
2005-06-15,4.51,CLIC
2005-06-16,4.72,CLIC
2005-06-17,4.93,CLIC
2005-06-18,4.58,CLIC
2005-06-19,5.1,CLIC
2005-06-20,5.61,CLIC
2005-06-21,5.13,CLIC
2005-06-22,5.57,CLIC
2005-06-23,4.91,CLIC
2005-06-24,4.64,CLIC
2005-06-25,4.97,CLIC
2005-06-26,6.5,CLIC
2005-06-27,2.02,CLIC
2005-06-28,5.05,CLIC
2005-06-29,6,CLIC
2005-06-30,3.04,CLIC
2005-07-01,6.14,CLIC
2005-07-02,5.64,CLIC
2005-07-03,6.63,CLIC
2005-07-04,6.63,CLIC
2005-07-05,6.7,CLIC
2005-07-06,6.53,CLIC
2005-07-07,5.34,CLIC
2005-07-08,6.44,CLIC
2005-07-09,6.36,CLIC
2005-07-10,0.47,CLIC
2005-07-11,5.28,CLIC
2005-07-12,5,CLIC
2005-07-13,6,CLIC
2005-07-14,6.9,CLIC
2005-07-15,7.33,CLIC
2005-07-16,2.81,CLIC
2005-07-17,4.49,CLIC
2005-07-18,6.17,CLIC
2005-07-19,7.56,CLIC
2005-07-20,5.94,CLIC
2005-07-21,1.2,CLIC
2005-07-22,6.91,CLIC
2005-07-23,3.26,CLIC
2005-07-24,4.11,CLIC
2005-07-25,3.72,CLIC
2005-07-26,0.16,CLIC
2005-07-27,3.32,CLIC
2005-07-28,3.89,CLIC
2005-07-29,2.84,CLIC
2005-07-30,3.62,CLIC
2005-07-31,3.81,CLIC
2005-08-01,0.61,CLIC
2005-08-02,6.6,CLIC
2005-08-03,4,CLIC
2005-08-04,3.06,CLIC
2005-08-05,5.94,CLIC
2005-08-06,3.13,CLIC
2005-08-07,3.3,CLIC
2005-08-08,2.85,CLIC
2005-08-09,3.47,CLIC
2005-08-10,3.07,CLIC
2005-08-11,4.04,CLIC
2005-08-12,3.23,CLIC
2005-08-13,4.02,CLIC
2005-08-14,4.53,CLIC
2005-08-15,4.22,CLIC
2005-08-16,3.71,CLIC
2005-08-17,3.97,CLIC
2005-08-18,2.98,CLIC
2005-08-19,3.23,CLIC
2005-08-20,5.06,CLIC
2005-08-21,3.68,CLIC
2005-08-22,3.63,CLIC
2005-08-23,4.1,CLIC
2005-08-24,5.23,CLIC
2005-08-25,5.52,CLIC
2005-08-26,4.45,CLIC
2005-08-27,5.45,CLIC
2005-08-28,4.71,CLIC
2005-08-29,4.96,CLIC
2005-08-30,2.37,CLIC
2005-08-31,3.87,CLIC
2005-09-01,4.64,CLIC
2005-09-02,4.3,CLIC
2005-09-03,2.55,CLIC
2005-09-04,3.07,CLIC
2005-09-05,3.6,CLIC
2005-09-06,3.77,CLIC
2005-09-07,0.31,CLIC
2005-09-08,0.3,CLIC
2005-09-09,3.54,CLIC
2005-09-10,2.67,CLIC
2005-09-11,3.01,CLIC
2005-09-12,2.98,CLIC
2005-09-13,2.77,CLIC
2005-09-14,3.49,CLIC
2005-09-15,2.94,CLIC
2005-09-16,2.61,CLIC
2005-09-17,4.49,CLIC
2005-09-18,3.58,CLIC
2005-09-19,3.08,CLIC
2005-09-20,4.34,CLIC
2005-09-21,3.85,CLIC
2005-09-22,3.51,CLIC
2005-09-23,4.77,CLIC
2005-09-24,3.84,CLIC
2005-09-25,3.86,CLIC
2005-09-26,4.22,CLIC
2005-09-27,3.46,CLIC
2005-09-28,4.07,CLIC
2005-09-29,5.34,CLIC
2005-09-30,4.43,CLIC
2005-10-01,4.16,CLIC
2005-10-02,4.27,CLIC
2005-10-03,0.83,CLIC
2005-10-04,2.91,CLIC
2005-10-05,3.04,CLIC
2005-10-06,3.75,CLIC
2005-10-07,2.9,CLIC
2005-10-08,0.36,CLIC
2005-10-09,3.09,CLIC
2005-10-10,2.71,CLIC
2005-10-11,3.97,CLIC
2005-10-12,1.08,CLIC
2005-10-13,1.2,CLIC
2005-10-14,2.82,CLIC
2005-10-15,3.67,CLIC
2005-10-16,2.64,CLIC
2005-10-17,3.39,CLIC
2005-10-18,2.47,CLIC
2005-10-19,1.1,CLIC
2005-10-20,3.45,CLIC
2005-10-21,2.94,CLIC
2005-10-22,2.83,CLIC
2005-10-23,3.27,CLIC
2005-10-24,2.94,CLIC
2005-10-25,3.26,CLIC
2005-10-26,2.54,CLIC
2005-10-27,2.58,CLIC
2005-10-28,2.85,CLIC
2005-10-29,3.11,CLIC
2005-10-30,2.95,CLIC
2005-10-31,2.97,CLIC
2005-11-01,3.36,CLIC
2005-11-02,2.87,CLIC
2005-11-03,3.12,CLIC
2005-11-04,2.47,CLIC
2005-11-05,3.45,CLIC
2005-11-06,2.76,CLIC
2005-11-07,2.74,CLIC
2005-11-08,2.9,CLIC
2005-11-09,3.57,CLIC
2005-11-10,2.73,CLIC
2005-11-11,1.31,CLIC
2005-11-12,3.35,CLIC
2005-11-13,2.72,CLIC
2005-11-14,3.93,CLIC
2005-11-15,2.1,CLIC
2005-11-16,1.95,CLIC
2005-11-17,2.7,CLIC
2005-11-18,3.34,CLIC
2005-11-19,1.03,CLIC
2005-11-20,1.83,CLIC
2005-11-21,2.7,CLIC
2005-11-22,3.21,CLIC
2005-11-23,3.52,CLIC
2005-11-24,4.31,CLIC
2005-11-25,1.44,CLIC
2005-11-26,3.68,CLIC
2005-11-27,3.97,CLIC
2005-11-28,2.5,CLIC
2005-11-29,3.18,CLIC
2005-11-30,2.86,CLIC
2005-12-01,2.7,CLIC
2005-12-02,2.67,CLIC
2005-12-03,2.72,CLIC
2005-12-04,3.3,CLIC
2005-12-05,3.16,CLIC
2005-12-06,2.08,CLIC
2005-12-07,3.78,CLIC
2005-12-08,1.46,CLIC
2005-12-09,5.15,CLIC
2005-12-10,2.06,CLIC
2005-12-11,3.45,CLIC
2005-12-12,3.21,CLIC
2005-12-13,2.63,CLIC
2005-12-14,2.94,CLIC
2005-12-15,2.83,CLIC
2005-12-16,3.7,CLIC
2005-12-17,2.98,CLIC
2005-12-18,3.35,CLIC
2005-12-19,2.87,CLIC
2005-12-20,3.07,CLIC
2005-12-21,3.04,CLIC
2005-12-22,2.56,CLIC
2005-12-23,3.56,CLIC
2005-12-24,2.57,CLIC
2005-12-25,3.97,CLIC
2005-12-26,3.54,CLIC
2005-12-27,2.6,CLIC
2005-12-28,5.86,CLIC
2005-12-29,2.89,CLIC
2005-12-30,3.34,CLIC
2005-12-31,3.32,CLIC
2006-01-01,3.34,CLIC
2006-01-02,3.3,CLIC
2006-01-03,3.25,CLIC
2006-01-04,2.83,CLIC
2006-01-05,5.13,CLIC
2006-01-06,4.29,CLIC
2006-01-07,2.41,CLIC
2006-01-08,2.82,CLIC
2006-01-09,4.2,CLIC
2006-01-10,2.85,CLIC
2006-01-11,3.6,CLIC
2006-01-12,1.57,CLIC
2006-01-13,2.25,CLIC
2006-01-14,3.26,CLIC
