Estación: ,C19259,LAS ENRAMADAS II
2013-10-15,3.06,CLIC
2013-10-16,2.64,CLIC
2013-10-17,1.36,CLIC
2013-10-18,0.92,CLIC
2013-10-19,0.81,CLIC
2013-10-20,0.17,CLIC
2013-10-21,0.47,CLIC
2013-10-22,4.6,CLIC
2013-10-23,5.67,CLIC
2013-10-24,3.03,CLIC
2013-10-25,1.62,CLIC
2013-10-26,2.14,CLIC
2013-10-27,0.71,CLIC
2013-10-28,4.11,CLIC
2013-10-29,4.58,CLIC
2013-10-30,2.36,CLIC
2013-10-31,3.53,CLIC
2013-11-01,2.03,CLIC
2013-11-02,4.33,CLIC
2013-11-03,4.22,CLIC
2013-11-04,1.3,CLIC
2013-11-05,2.65,CLIC
2013-11-06,4.14,CLIC
2013-11-07,1.53,CLIC
2013-11-08,3.69,CLIC
2013-11-09,2.08,CLIC
2013-11-10,0.1,CLIC
2013-11-11,2.06,CLIC
2013-11-12,0.79,CLIC
2013-11-13,2.63,CLIC
2013-11-14,0.75,CLIC
2013-11-15,0.75,CLIC
2013-11-16,1.72,CLIC
2013-11-17,3.08,CLIC
2013-11-18,2.68,CLIC
2013-11-19,0.92,CLIC
2013-11-20,1.39,CLIC
2013-11-21,2.11,CLIC
2013-11-22,3.82,CLIC
2013-11-23,0.82,CLIC
2013-11-24,0.38,CLIC
2013-11-25,0.08,CLIC
2013-11-26,2.66,CLIC
2013-11-27,2.07,CLIC
2013-11-28,1.25,CLIC
2013-11-29,0.69,CLIC
2013-11-30,2.19,CLIC
2013-12-01,1.04,CLIC
2014-01-02,2,CLIC
2014-01-03,1.41,CLIC
2014-01-04,1.27,CLIC
2014-01-05,4.56,CLIC
2014-01-06,0.13,CLIC
2014-01-07,0.4,CLIC
2014-01-08,1.05,CLIC
2014-01-09,0.79,CLIC
2014-01-10,2.24,CLIC
2014-01-11,2.64,CLIC
2014-01-12,1.23,CLIC
2014-01-13,5.02,CLIC
2014-01-14,2.68,CLIC
2014-01-15,3.69,CLIC
2014-01-16,1.47,CLIC
2014-01-17,2.6,CLIC
2014-01-18,1.62,CLIC
2014-01-19,1.52,CLIC
2014-01-20,4.37,CLIC
2014-01-21,3.68,CLIC
2014-01-22,3.39,CLIC
2014-01-23,3.86,CLIC
2014-01-24,0.24,CLIC
2014-01-25,1.38,CLIC
2014-01-26,3.49,CLIC
2014-01-27,4.01,CLIC
2014-01-28,2.91,CLIC
2014-01-29,1.5,CLIC
2014-01-30,1.78,CLIC
2014-01-31,3.15,CLIC
2014-02-01,2.68,CLIC
2014-02-02,2.48,CLIC
2014-02-03,2.84,CLIC
2014-02-04,0.54,CLIC
2014-02-05,0.65,CLIC
2014-02-06,0.13,CLIC
2014-02-07,0.54,CLIC
2014-02-08,0.53,CLIC
2014-02-09,0.88,CLIC
2014-02-10,5.68,CLIC
2014-02-11,0.77,CLIC
2014-02-12,2.15,CLIC
2014-02-13,3.03,CLIC
2014-02-14,5.16,CLIC
2014-02-15,3.64,CLIC
2014-02-16,3.16,CLIC
2014-02-17,2.7,CLIC
2014-02-18,2.83,CLIC
2014-02-19,5.21,CLIC
2014-02-20,6.11,CLIC
2014-02-21,4.15,CLIC
2014-02-22,1.61,CLIC
2014-02-23,2.77,CLIC
2014-02-24,1.24,CLIC
2014-02-25,2.82,CLIC
2014-02-26,1.91,CLIC
2014-02-27,1.42,CLIC
2014-02-28,3.01,CLIC
2014-03-01,4.83,CLIC
2014-03-02,5.62,CLIC
2014-03-03,1.13,CLIC
2014-03-04,0.81,CLIC
2014-03-05,2.83,CLIC
2014-03-06,2.12,CLIC
2014-03-07,1.41,CLIC
2014-03-08,4.83,CLIC
2014-03-09,2.08,CLIC
2014-03-10,0.62,CLIC
2014-03-11,2.76,CLIC
2014-03-12,6.81,CLIC
2014-03-13,3.36,CLIC
2014-03-14,2.95,CLIC
2014-03-15,3.71,CLIC
2014-03-16,8.08,CLIC
2014-03-17,5.22,CLIC
2014-03-18,4.89,CLIC
2014-03-19,3.98,CLIC
2014-03-20,1.02,CLIC
2014-03-21,1.82,CLIC
2014-03-22,2.84,CLIC
2014-03-23,4.41,CLIC
2014-03-24,1.68,CLIC
2014-03-25,1.89,CLIC
2014-03-26,0.84,CLIC
2014-03-27,3.58,CLIC
2014-03-28,4.42,CLIC
2014-03-29,4.79,CLIC
2014-03-30,3.5,CLIC
2014-03-31,4.86,CLIC
2014-04-01,3.83,CLIC
2014-04-02,6.83,CLIC
2014-04-03,5.73,CLIC
2014-04-04,6.03,CLIC
2014-04-05,3.23,CLIC
2014-04-06,1.62,CLIC
2014-04-07,6.38,CLIC
2014-04-08,4.89,CLIC
2014-04-09,4.62,CLIC
2014-04-10,7.41,CLIC
2014-04-11,4.97,CLIC
2014-04-12,6.16,CLIC
2014-04-13,3.85,CLIC
2014-04-14,7.91,CLIC
2014-04-15,6.18,CLIC
2014-04-16,4.47,CLIC
2014-04-17,2.56,CLIC
2014-04-18,2.75,CLIC
2014-04-19,1.4,CLIC
2014-04-20,2.54,CLIC
2014-04-21,0.25,CLIC
2014-04-22,3.95,CLIC
2014-04-23,5.58,CLIC
2014-04-24,7.08,CLIC
2014-04-25,2.16,CLIC
2014-04-26,7.38,CLIC
2014-04-27,19.04,CLIC
2014-04-28,0,CLIC
2014-04-29,10.08,CLIC
2014-04-30,6.53,CLIC
2014-05-01,4.09,CLIC
2014-05-02,6.02,CLIC
2014-05-03,6.94,CLIC
2014-05-04,7.16,CLIC
2014-05-05,7.4,CLIC
2014-05-06,6.01,CLIC
2014-05-07,4.77,CLIC
2014-05-08,4.15,CLIC
2014-05-09,7.71,CLIC
2014-05-10,6.14,CLIC
2014-05-11,3.83,CLIC
2014-05-12,7.88,CLIC
2014-05-13,2.86,CLIC
2014-05-14,7.75,CLIC
2014-05-15,5.17,CLIC
2014-05-16,5.88,CLIC
2014-05-17,6.09,CLIC
2014-05-18,7.02,CLIC
2014-05-19,5.35,CLIC
2014-05-20,6.11,CLIC
2014-05-21,6.77,CLIC
2014-05-22,4.93,CLIC
2014-05-23,2.19,CLIC
2014-05-24,6.98,CLIC
2014-05-25,2.12,CLIC
2014-05-26,3.76,CLIC
2014-05-27,5.69,CLIC
2014-05-28,6.28,CLIC
2014-05-29,6.44,CLIC
2014-05-30,6.88,CLIC
2014-05-31,7.74,CLIC
2014-06-01,7.74,CLIC
2014-06-02,7.98,CLIC
2014-06-03,7.96,CLIC
2014-06-04,6.9,CLIC
2014-06-05,7.16,CLIC
2014-06-06,7.89,CLIC
2014-06-07,6.08,CLIC
2014-06-08,3.7,CLIC
2014-06-09,6.14,CLIC
2014-06-10,6.05,CLIC
2014-06-11,9.28,CLIC
2014-06-12,8.8,CLIC
2014-06-13,7.83,CLIC
2014-06-14,9.49,CLIC
2014-06-18,3.67,CLIC
2014-06-19,5.69,CLIC
2014-06-20,3.19,CLIC
2014-06-21,7.42,CLIC
2014-06-22,3.65,CLIC
2014-06-23,5.72,CLIC
2014-06-24,4.97,CLIC
2014-06-25,4.33,CLIC
2014-06-26,5.36,CLIC
2014-06-27,4.52,CLIC
2014-06-28,9.21,CLIC
2014-06-29,8.61,CLIC
2014-06-30,12.07,CLIC
2014-07-01,7.79,CLIC
2014-07-02,7.02,CLIC
2014-07-03,8.35,CLIC
2014-07-04,5.73,CLIC
2014-07-05,8.12,CLIC
2014-07-06,8.82,CLIC
2014-07-07,7.06,CLIC
2014-07-08,3.9,CLIC
2014-07-09,4.25,CLIC
2014-07-10,1.53,CLIC
2014-07-11,4.35,CLIC
2014-07-12,7.83,CLIC
2014-07-13,7.57,CLIC
2014-07-14,6.94,CLIC
2014-07-15,9.3,CLIC
2014-07-16,7.97,CLIC
2014-07-17,5.94,CLIC
2014-07-18,6.07,CLIC
2014-07-19,3.57,CLIC
2014-07-20,8.12,CLIC
2014-07-21,7.86,CLIC
2014-07-22,9.02,CLIC
2014-07-23,6.74,CLIC
2014-07-24,8.93,CLIC
2014-07-25,7.49,CLIC
2014-07-26,9.46,CLIC
2014-07-27,9.37,CLIC
2014-07-28,8.92,CLIC
2014-07-29,10.11,CLIC
2014-07-30,8.86,CLIC
2014-07-31,8.89,CLIC
2014-08-01,8.01,CLIC
2014-08-02,4.88,CLIC
2014-08-03,4.57,CLIC
2014-08-04,6.49,CLIC
2014-08-05,4.31,CLIC
2014-08-06,9.02,CLIC
2014-08-07,9.47,CLIC
2014-08-08,3.33,CLIC
2014-08-09,5.83,CLIC
2014-08-10,6.99,CLIC
2014-08-11,7.02,CLIC
2014-08-12,6.29,CLIC
2014-08-13,6.01,CLIC
2014-08-14,6.15,CLIC
2014-08-15,5.58,CLIC
2014-08-16,8.41,CLIC
2014-08-17,9.23,CLIC
2014-08-18,8.22,CLIC
2014-08-19,9.11,CLIC
2014-08-20,6.8,CLIC
2014-08-21,9.67,CLIC
2014-08-22,9.54,CLIC
2014-08-23,8.77,CLIC
2014-08-24,8.57,CLIC
2014-08-25,8.05,CLIC
2014-08-26,7.7,CLIC
2014-08-27,5.6,CLIC
2014-08-28,8.56,CLIC
2014-08-29,5.86,CLIC
2014-08-30,4.01,CLIC
2014-08-31,4.71,CLIC
2014-09-01,6.86,CLIC
2014-09-02,1.1,CLIC
2014-09-03,0.84,CLIC
2014-09-04,1.96,CLIC
2014-09-05,2.63,CLIC
2014-09-06,1.29,CLIC
2014-09-07,5.55,CLIC
2014-09-08,6.62,CLIC
2014-09-09,5.81,CLIC
2014-09-10,6.1,CLIC
2014-09-11,6.13,CLIC
2014-09-12,2.28,CLIC
2014-09-14,2.21,CLIC
2014-09-15,3.01,CLIC
2014-09-16,1.23,CLIC
2014-09-17,5.33,CLIC
2014-09-18,4.31,CLIC
2014-09-19,2.71,CLIC
2014-09-20,0.38,CLIC
2014-09-21,3.67,CLIC
2014-09-22,1.25,CLIC
2014-09-23,2.51,CLIC
2014-09-24,2.27,CLIC
2014-09-25,3.61,CLIC
2014-09-26,1.82,CLIC
2014-09-27,1.66,CLIC
2014-09-28,3.31,CLIC
2014-09-29,3.21,CLIC
2014-09-30,3.8,CLIC
2014-10-01,3.82,CLIC
2014-10-02,3.85,CLIC
2014-10-03,1.93,CLIC
2014-10-04,3.02,CLIC
2014-10-05,2.59,CLIC
2014-10-06,3.67,CLIC
2014-10-07,3.52,CLIC
2014-10-08,5.34,CLIC
2014-10-09,3.61,CLIC
2014-10-10,4.64,CLIC
2014-10-11,4.31,CLIC
2014-10-12,3.42,CLIC
2014-10-13,6.98,CLIC
2014-10-14,3.25,CLIC
2014-10-15,5.45,CLIC
2014-10-16,2.94,CLIC
2014-10-17,4.67,CLIC
2014-10-18,2.27,CLIC
2014-10-19,3.23,CLIC
2014-10-20,1.57,CLIC
2014-10-21,1.81,CLIC
2014-10-22,2.57,CLIC
2014-10-23,0.93,CLIC
2014-10-24,2.78,CLIC
2014-10-25,1.58,CLIC
2014-10-26,4.75,CLIC
2014-10-27,2.37,CLIC
2014-10-28,2.8,CLIC
2014-10-29,4.41,CLIC
2014-10-30,3.29,CLIC
2014-10-31,0.41,CLIC
2014-11-01,3.74,CLIC
2014-11-02,2.24,CLIC
2014-11-03,0.87,CLIC
2014-11-04,0.85,CLIC
2014-11-05,0.5,CLIC
2014-11-06,4.21,CLIC
2014-11-07,1.19,CLIC
2014-11-08,2.1,CLIC
2014-11-09,3.22,CLIC
2014-11-10,2.44,CLIC
2014-11-11,2.13,CLIC
2014-11-12,1.02,CLIC
2014-11-13,1.62,CLIC
2014-11-14,1.25,CLIC
2014-11-15,1.47,CLIC
2014-11-16,3.18,CLIC
2014-11-17,3.45,CLIC
2014-11-18,0.57,CLIC
2014-11-19,0.77,CLIC
2014-11-20,0.44,CLIC
2014-11-21,1.23,CLIC
2014-11-22,2.27,CLIC
2014-11-23,2.37,CLIC
2014-11-24,4.31,CLIC
2014-11-25,1.02,CLIC
2014-11-26,2.67,CLIC
2014-11-27,1.94,CLIC
2014-11-28,1.35,CLIC
2014-11-29,3,CLIC
2014-11-30,0.28,CLIC
2015-01-02,0.32,CLIC
2015-01-03,0.27,CLIC
2015-01-04,1.1,CLIC
2015-01-05,0.69,CLIC
2015-01-06,1.52,CLIC
2015-01-07,1.23,CLIC
2015-01-08,0.92,CLIC
2015-01-09,0.89,CLIC
2015-01-10,0.74,CLIC
2015-01-11,0.8,CLIC
2015-01-12,1.41,CLIC
2015-01-13,0.49,CLIC
2015-01-14,0.28,CLIC
2015-01-15,2,CLIC
2015-01-16,1.26,CLIC
2015-01-17,1.13,CLIC
2015-01-18,1.13,CLIC
2015-01-19,3.29,CLIC
2015-01-20,1.68,CLIC
2015-01-21,1.17,CLIC
2015-01-22,3.28,CLIC
2015-01-23,1.55,CLIC
2015-01-24,0.24,CLIC
2015-01-25,1.82,CLIC
2015-01-26,3.25,CLIC
2015-01-27,3.03,CLIC
2015-01-28,3.55,CLIC
2015-01-29,2.64,CLIC
2015-01-30,1.08,CLIC
2015-01-31,0.56,CLIC
2015-02-01,2.59,CLIC
2015-02-02,0.6,CLIC
2015-02-03,0.23,CLIC
2015-02-04,1.16,CLIC
2015-02-05,0.36,CLIC
2015-02-06,0.41,CLIC
2015-02-07,2.24,CLIC
2015-02-08,3.32,CLIC
2015-02-09,3.62,CLIC
2015-02-10,3.48,CLIC
2015-02-11,4.08,CLIC
2015-02-12,0.61,CLIC
2015-02-13,0.65,CLIC
2015-02-14,0.15,CLIC
2015-02-15,1.49,CLIC
2015-02-16,3.95,CLIC
2015-02-17,1.11,CLIC
2015-02-18,1.89,CLIC
2015-02-19,4.13,CLIC
2015-02-20,4.08,CLIC
2015-02-21,4.42,CLIC
2015-02-22,1.11,CLIC
2015-02-23,1.09,CLIC
2015-02-24,0.82,CLIC
2015-02-25,2.53,CLIC
2015-02-26,4.66,CLIC
2015-02-27,0.72,CLIC
2015-02-28,0.11,CLIC
2015-03-01,0.77,CLIC
2015-03-02,0.18,CLIC
2015-03-03,0.46,CLIC
2015-03-04,3.88,CLIC
2015-03-05,1.8,CLIC
2015-03-06,2.14,CLIC
2015-03-07,3.21,CLIC
2015-03-08,0.65,CLIC
2015-03-09,2.8,CLIC
2015-03-10,1,CLIC
2015-03-11,0.96,CLIC
2015-03-12,2.85,CLIC
2015-03-13,1.05,CLIC
2015-03-14,1.21,CLIC
2015-03-15,0.43,CLIC
2015-03-16,0.63,CLIC
2015-03-17,0.63,CLIC
2015-03-18,0.64,CLIC
2015-03-19,2.34,CLIC
2015-03-20,1.54,CLIC
2015-03-21,1.54,CLIC
2015-03-22,2.65,CLIC
2015-03-23,4.58,CLIC
2015-03-24,4.26,CLIC
2015-03-25,0.83,CLIC
2015-03-26,4.18,CLIC
2015-03-27,3.53,CLIC
2015-03-28,4.87,CLIC
2015-03-29,3.63,CLIC
2015-03-30,4.11,CLIC
2015-03-31,2.45,CLIC
2015-04-01,3.24,CLIC
2015-04-02,5.12,CLIC
2015-04-03,2.59,CLIC
2015-04-04,0.33,CLIC
2015-04-05,3.27,CLIC
2015-04-06,0.93,CLIC
2015-04-07,3.74,CLIC
2015-04-08,2.89,CLIC
2015-04-09,6.08,CLIC
2015-04-10,1.93,CLIC
2015-04-11,2.4,CLIC
2015-04-12,1.9,CLIC
2015-04-13,0.87,CLIC
2015-04-14,1.41,CLIC
2015-04-15,0.52,CLIC
2015-04-16,0.21,CLIC
2015-04-17,1.92,CLIC
2015-04-18,3.34,CLIC
2015-04-19,2.83,CLIC
2015-04-20,3.29,CLIC
2015-04-21,0.09,CLIC
2015-04-22,1.18,CLIC
2015-04-23,1.73,CLIC
2015-04-24,2.87,CLIC
2015-04-25,4.11,CLIC
2015-04-26,3.49,CLIC
2015-04-27,6.46,CLIC
2015-04-28,6.36,CLIC
2015-04-29,3.04,CLIC
2015-04-30,3.71,CLIC
2015-05-01,3.28,CLIC
2015-05-02,3.43,CLIC
2015-05-03,1.85,CLIC
2015-05-04,4.08,CLIC
2015-05-05,0.86,CLIC
2015-05-06,2.44,CLIC
2015-05-07,4.21,CLIC
2015-05-08,0.72,CLIC
2015-05-09,7.57,CLIC
2015-05-10,3.85,CLIC
2015-05-11,2.02,CLIC
2015-05-12,2.64,CLIC
2015-05-13,2.61,CLIC
2015-05-14,1.39,CLIC
2015-05-15,4.88,CLIC
2015-05-16,4.49,CLIC
2015-05-17,3.77,CLIC
2015-05-18,3.9,CLIC
2015-05-19,3.98,CLIC
2015-05-20,3.26,CLIC
2015-05-21,1.04,CLIC
2015-05-22,2.57,CLIC
2015-05-23,6.59,CLIC
2015-05-24,2.92,CLIC
2015-05-25,4.39,CLIC
2015-05-26,3.94,CLIC
2015-05-27,4.75,CLIC
2015-05-28,4.43,CLIC
2015-05-29,4.2,CLIC
2015-05-30,4.1,CLIC
2015-05-31,2.82,CLIC
2015-06-01,7.51,CLIC
2015-06-02,5.2,CLIC
2015-06-03,4.71,CLIC
2015-06-04,5.69,CLIC
2015-06-05,5.66,CLIC
2015-06-06,4.71,CLIC
2015-06-07,5.01,CLIC
2015-06-08,6.03,CLIC
2015-06-09,6.48,CLIC
2015-06-10,6.81,CLIC
2015-06-11,6.89,CLIC
2015-06-12,5.61,CLIC
2015-06-13,7.88,CLIC
2015-06-14,5.11,CLIC
2015-06-15,6.86,CLIC
2015-06-16,4.02,CLIC
2015-06-17,5.33,CLIC
2015-06-18,1.86,CLIC
2015-06-19,2.92,CLIC
2015-06-20,5.68,CLIC
2015-06-21,2.27,CLIC
2015-06-22,2.59,CLIC
2015-06-23,1.54,CLIC
2015-06-24,3.43,CLIC
2015-06-25,3.42,CLIC
2015-06-26,7.46,CLIC
2015-06-27,5.21,CLIC
2015-06-28,4.5,CLIC
2015-06-29,4.51,CLIC
2015-06-30,5.84,CLIC
2015-07-01,1.07,CLIC
2015-07-02,3.44,CLIC
2015-07-03,5.83,CLIC
2015-07-04,5.96,CLIC
2015-07-05,5.27,CLIC
2015-07-06,6.75,CLIC
2015-07-07,8.07,CLIC
2015-07-08,6.86,CLIC
2015-07-09,9.67,CLIC
2015-07-10,6.78,CLIC
2015-07-11,6.27,CLIC
2015-07-12,6.66,CLIC
2015-07-13,8.4,CLIC
2015-07-14,8.54,CLIC
2015-07-15,7.9,CLIC
2015-07-16,6.4,CLIC
2015-07-17,8.36,CLIC
2015-07-18,8.37,CLIC
2015-07-19,9.06,CLIC
2015-07-20,7.56,CLIC
2015-07-21,7.14,CLIC
2015-07-22,9.04,CLIC
2015-07-23,7.84,CLIC
2015-07-24,7.36,CLIC
2015-07-25,7.03,CLIC
2015-07-26,8.78,CLIC
2015-07-27,7.85,CLIC
2015-07-28,9.19,CLIC
2015-07-29,9.23,CLIC
2015-07-30,5.45,CLIC
2015-07-31,8.85,CLIC
2015-08-01,6.53,CLIC
2015-08-02,7.09,CLIC
2015-08-03,6.48,CLIC
2015-08-04,9.26,CLIC
2015-08-05,8.09,CLIC
2015-08-06,9.9,CLIC
2015-08-07,7.22,CLIC
2015-08-08,7.63,CLIC
2015-08-09,10.19,CLIC
2015-08-10,7.83,CLIC
2015-08-11,7.87,CLIC
2015-08-12,5.18,CLIC
2015-08-13,7.08,CLIC
2015-08-14,6.75,CLIC
2015-08-15,7.41,CLIC
2015-08-16,6.31,CLIC
2015-08-17,6.42,CLIC
2015-08-18,7.5,CLIC
2015-08-19,5.38,CLIC
2015-08-20,6.04,CLIC
2015-08-21,3.85,CLIC
2015-08-22,6.36,CLIC
2015-08-23,8.12,CLIC
2015-08-24,10.8,CLIC
2015-08-25,6.01,CLIC
2015-08-26,6.59,CLIC
2015-08-27,6.46,CLIC
2015-08-28,6.93,CLIC
2015-08-29,5.7,CLIC
2015-08-30,5.3,CLIC
2015-08-31,4.43,CLIC
2015-09-01,4.53,CLIC
2015-09-02,4.59,CLIC
2015-09-03,7.46,CLIC
2015-09-04,5.91,CLIC
2015-09-05,6.14,CLIC
2015-09-06,6.85,CLIC
2015-09-07,4.5,CLIC
2015-09-08,7.34,CLIC
2015-09-09,4.59,CLIC
2015-09-10,4.99,CLIC
2015-09-11,5.9,CLIC
2015-09-12,1.04,CLIC
2015-09-13,3.29,CLIC
2015-09-14,1.45,CLIC
2015-09-15,4.85,CLIC
2015-09-16,3.71,CLIC
2015-09-17,4.58,CLIC
2015-09-18,5,CLIC
2015-09-19,4.39,CLIC
2015-09-20,4.26,CLIC
2015-09-21,5.71,CLIC
2015-09-22,4.41,CLIC
2015-09-23,4.21,CLIC
2015-09-24,4.74,CLIC
2015-09-25,4.66,CLIC
2015-09-26,3.72,CLIC
2015-09-27,4.68,CLIC
2015-09-28,5.17,CLIC
2015-09-29,4.37,CLIC
2015-09-30,3.85,CLIC
2015-10-01,5.91,CLIC
2015-10-02,3.58,CLIC
2015-10-03,6.43,CLIC
2015-10-04,3.8,CLIC
2015-10-05,3.05,CLIC
2015-10-06,3.23,CLIC
2015-10-07,3.08,CLIC
2015-10-08,2.85,CLIC
2015-10-09,0.46,CLIC
2015-10-10,3.68,CLIC
2015-10-11,3.28,CLIC
2015-10-12,5.35,CLIC
2015-10-13,4.84,CLIC
2015-10-14,5.17,CLIC
2015-10-15,4.63,CLIC
2015-10-16,5.01,CLIC
2015-10-17,1.02,CLIC
2015-10-18,3.31,CLIC
2015-10-19,4.98,CLIC
2015-10-20,1.8,CLIC
2015-10-21,6.49,CLIC
2015-10-22,3.47,CLIC
2015-10-23,2.05,CLIC
2015-10-24,0.86,CLIC
2015-10-25,5.07,CLIC
2015-10-26,4.73,CLIC
2015-10-27,3.28,CLIC
2015-10-28,3.74,CLIC
2015-10-29,2.89,CLIC
2015-10-30,0.6,CLIC
2015-10-31,5.06,CLIC
2015-11-01,3.15,CLIC
2015-11-02,4,CLIC
2015-11-03,2.61,CLIC
2015-11-04,1.93,CLIC
2015-11-05,5.15,CLIC
2015-11-06,2.11,CLIC
2015-11-07,4.04,CLIC
2015-11-08,0.86,CLIC
2015-11-09,0.83,CLIC
2015-11-10,1.31,CLIC
2015-11-11,2.94,CLIC
2015-11-12,2.62,CLIC
2015-11-13,0.64,CLIC
2015-11-14,1.33,CLIC
2015-11-15,0.51,CLIC
2015-11-16,1.71,CLIC
2015-11-17,3.11,CLIC
2015-11-18,2.64,CLIC
2015-11-19,1.1,CLIC
2015-11-20,2.3,CLIC
2015-11-21,3.87,CLIC
2015-11-22,4.21,CLIC
2015-11-23,1.55,CLIC
2015-11-24,1.09,CLIC
2015-11-25,2.82,CLIC
2015-11-26,2.95,CLIC
2015-11-27,1.63,CLIC
2015-11-28,0.67,CLIC
2015-11-29,0.59,CLIC
2015-11-30,0.11,CLIC
2015-12-01,0.6,CLIC
2015-12-02,1.25,CLIC
2016-01-02,0.22,CLIC
2016-01-03,2.08,CLIC
2016-01-04,0.23,CLIC
2016-01-05,1.72,CLIC
2016-01-06,0.4,CLIC
2016-01-07,0.57,CLIC
2016-01-08,4.08,CLIC
2016-01-09,1.9,CLIC
2016-01-10,2.75,CLIC
2016-01-11,0.83,CLIC
2016-01-12,0.46,CLIC
2016-01-13,0.7,CLIC
2016-01-14,2.1,CLIC
2016-01-15,2.2,CLIC
2016-01-16,9.25,CLIC
2016-01-17,1.62,CLIC
2016-01-18,2.17,CLIC
2016-01-19,2.52,CLIC
2016-01-20,1.67,CLIC
2016-01-21,6.43,CLIC
2016-01-22,3.13,CLIC
2016-01-23,2.67,CLIC
2016-01-24,1.01,CLIC
2016-01-25,4.17,CLIC
2016-01-26,3.13,CLIC
2016-01-27,1.31,CLIC
2016-01-28,2.59,CLIC
2016-01-29,1.8,CLIC
2016-01-30,2.06,CLIC
2016-01-31,6.2,CLIC
2016-02-01,5.15,CLIC
2016-02-02,4.7,CLIC
2016-02-03,6.62,CLIC
2016-02-04,2.26,CLIC
2016-02-05,3.15,CLIC
2016-02-06,4.03,CLIC
2016-02-07,4.04,CLIC
2016-02-08,4.87,CLIC
2016-02-09,4.65,CLIC
2016-02-10,3.58,CLIC
2016-02-11,5.18,CLIC
2016-02-12,3.7,CLIC
2016-02-13,4.55,CLIC
2016-02-14,4.7,CLIC
2016-02-15,6.28,CLIC
2016-02-16,4.41,CLIC
2016-02-17,4.47,CLIC
2016-02-18,7.57,CLIC
2016-02-19,5.02,CLIC
2016-02-20,3.53,CLIC
2016-02-21,3.49,CLIC
2016-02-22,3.64,CLIC
2016-02-23,9.49,CLIC
2016-02-24,5.47,CLIC
2016-02-25,3.68,CLIC
2016-02-26,4.81,CLIC
2016-02-27,0.22,CLIC
2016-02-28,3.22,CLIC
2016-02-29,3.72,CLIC
2016-03-01,5.91,CLIC
2016-03-02,5.05,CLIC
2016-03-03,8.65,CLIC
2016-03-04,5.42,CLIC
2016-03-05,2.56,CLIC
2016-03-06,5.29,CLIC
2016-03-07,5.7,CLIC
2016-03-08,4.01,CLIC
2016-03-09,3.36,CLIC
2016-03-10,3.49,CLIC
2016-03-11,2.69,CLIC
2016-03-12,3.52,CLIC
2016-03-13,6.8,CLIC
2016-03-14,4.84,CLIC
2016-03-15,4.45,CLIC
2016-03-16,1.12,CLIC
2016-03-17,2.77,CLIC
2016-03-18,4.17,CLIC
2016-03-19,3.07,CLIC
2016-03-20,4.18,CLIC
2016-03-21,4.41,CLIC
2016-03-22,5,CLIC
2016-03-23,5.77,CLIC
2016-03-24,9.75,CLIC
2016-03-25,4.71,CLIC
2016-03-26,2.24,CLIC
2016-03-27,4.52,CLIC
2016-03-28,1.82,CLIC
2016-03-29,3.84,CLIC
2016-03-30,4.79,CLIC
2016-03-31,6.43,CLIC
2016-04-01,10.45,CLIC
2016-04-02,1.62,CLIC
2016-04-03,5.64,CLIC
2016-04-04,6.8,CLIC
2016-04-05,5.05,CLIC
2016-04-06,5,CLIC
2016-04-07,5.5,CLIC
2016-04-08,6.32,CLIC
2016-04-09,3.07,CLIC
2016-04-10,5.32,CLIC
2016-04-11,6.82,CLIC
2016-04-12,3.01,CLIC
2016-04-13,1.99,CLIC
2016-04-14,2.88,CLIC
2016-04-15,1.14,CLIC
2016-04-16,5.45,CLIC
2016-04-17,4.78,CLIC
2016-04-18,4.21,CLIC
2016-04-19,1.35,CLIC
2016-04-20,3.97,CLIC
2016-04-21,6.07,CLIC
2016-04-22,5.56,CLIC
2016-04-23,4.2,CLIC
2016-04-24,2.48,CLIC
2016-04-25,6.93,CLIC
2016-04-26,5.51,CLIC
2016-04-27,6.98,CLIC
2016-04-28,5.52,CLIC
2016-04-29,1.8,CLIC
2016-04-30,7.08,CLIC
2016-05-01,4.35,CLIC
2016-05-02,3.21,CLIC
2016-05-03,2.92,CLIC
2016-05-04,4.86,CLIC
2016-05-05,6.86,CLIC
2016-05-06,7.66,CLIC
2016-05-07,3.25,CLIC
2016-05-08,3.45,CLIC
2016-05-09,4.62,CLIC
2016-05-10,6.94,CLIC
2016-05-11,3.25,CLIC
2016-05-12,4.53,CLIC
2016-05-13,8.34,CLIC
2016-05-14,2.36,CLIC
2016-05-15,0.79,CLIC
2016-05-16,5.65,CLIC
2016-05-17,4.64,CLIC
2016-05-18,2.66,CLIC
2016-05-19,5.25,CLIC
2016-05-20,1.45,CLIC
2016-05-21,2.3,CLIC
2016-05-22,4.81,CLIC
2016-05-23,4.87,CLIC
2016-05-24,2.06,CLIC
2016-05-25,12.97,CLIC
2016-05-26,11.72,CLIC
2016-05-27,5.18,CLIC
2016-05-28,2.97,CLIC
2016-05-29,3.65,CLIC
2016-05-30,2.56,CLIC
2016-05-31,5.32,CLIC
2016-06-01,5.13,CLIC
2016-06-02,6.96,CLIC
2016-06-03,2.95,CLIC
2016-06-04,2.94,CLIC
2016-06-05,5.28,CLIC
2016-06-06,5.87,CLIC
2016-06-07,6.3,CLIC
2016-06-08,5.95,CLIC
2016-06-09,3.57,CLIC
2016-06-10,4.94,CLIC
2016-06-11,2.94,CLIC
