Estación: ,C19126,LA LAJA. HUALAHUISES
2005-11-25,1.25,CLIC
2005-11-26,2.5,CLIC
2005-11-27,2.8,CLIC
2005-11-28,2.66,CLIC
2005-11-29,2.34,CLIC
2005-11-30,2.3,CLIC
2005-12-01,2.16,CLIC
2005-12-02,1.79,CLIC
2005-12-03,2.37,CLIC
2005-12-04,2.02,CLIC
2005-12-05,1.56,CLIC
2005-12-06,1.75,CLIC
2005-12-07,0.8,CLIC
2005-12-08,0.72,CLIC
2005-12-09,0.43,CLIC
2005-12-10,0.5,CLIC
2005-12-11,1.1,CLIC
2005-12-12,0.9,CLIC
2005-12-13,1.6,CLIC
2005-12-14,3.15,CLIC
2005-12-15,1.35,CLIC
2005-12-16,1.42,CLIC
2005-12-17,1.91,CLIC
2005-12-18,0.37,CLIC
2005-12-19,0.07,CLIC
2005-12-20,0.33,CLIC
2005-12-21,0.38,CLIC
2005-12-22,1.62,CLIC
2005-12-23,1.93,CLIC
2005-12-24,3.42,CLIC
2005-12-25,2.65,CLIC
2005-12-26,1.9,CLIC
2005-12-27,2.85,CLIC
2005-12-28,3.25,CLIC
2005-12-29,2.78,CLIC
2005-12-30,2.62,CLIC
2005-12-31,2.2,CLIC
2006-01-01,2.67,CLIC
2006-01-02,3.73,CLIC
2006-01-03,3.45,CLIC
2006-01-04,2.93,CLIC
2006-01-05,3.32,CLIC
2006-01-06,2.6,CLIC
2006-01-07,3.05,CLIC
2006-01-08,2.8,CLIC
2006-01-09,3.1,CLIC
2006-01-10,3.25,CLIC
2006-01-11,2.25,CLIC
2006-01-12,2.79,CLIC
2006-01-13,3.21,CLIC
2006-01-14,2.8,CLIC
2006-01-15,2.65,CLIC
2006-01-16,3.59,CLIC
2006-01-17,3.76,CLIC
2006-01-18,2.78,CLIC
2006-01-19,4.62,CLIC
2006-01-20,3.6,CLIC
2006-01-21,2.82,CLIC
2006-01-22,2.18,CLIC
2006-01-23,0.8,CLIC
2006-01-24,2.9,CLIC
2006-01-25,0.65,CLIC
2006-01-26,2.75,CLIC
2006-01-27,3.7,CLIC
2006-01-28,1.27,CLIC
2006-01-29,3.83,CLIC
2006-01-30,5.05,CLIC
2006-01-31,3.52,CLIC
2006-02-01,1.83,CLIC
2006-02-02,4.35,CLIC
2006-02-03,6.35,CLIC
2006-02-04,4.16,CLIC
2006-02-05,4.44,CLIC
2006-02-06,5.8,CLIC
2006-02-07,3.4,CLIC
2006-02-08,3.02,CLIC
2006-02-09,4.18,CLIC
2006-02-10,6.35,CLIC
2006-02-11,2.63,CLIC
2006-02-12,3.34,CLIC
2006-02-13,4.84,CLIC
2006-02-14,3.14,CLIC
2006-02-15,4.5,CLIC
2006-02-16,4.56,CLIC
2006-02-17,3.79,CLIC
2006-02-18,0.22,CLIC
2006-02-19,0.13,CLIC
2006-02-20,0.47,CLIC
2006-02-21,1.13,CLIC
2006-02-22,2.43,CLIC
2006-02-23,1.54,CLIC
2006-02-24,0.23,CLIC
2006-02-25,1.6,CLIC
2006-02-26,0.4,CLIC
2006-02-27,4.18,CLIC
2006-02-28,4.32,CLIC
2006-03-01,5.05,CLIC
2006-03-02,6.05,CLIC
2006-03-03,3.75,CLIC
2006-03-04,5.7,CLIC
2006-03-05,4.72,CLIC
2006-03-06,5.23,CLIC
2006-03-07,6.55,CLIC
2006-03-08,7.6,CLIC
2006-03-09,5.62,CLIC
2006-03-10,6.73,CLIC
2006-03-11,6.85,CLIC
2006-03-12,3.8,CLIC
2006-03-13,5.7,CLIC
2006-03-14,4.77,CLIC
2006-03-15,2.55,CLIC
2006-03-16,4.83,CLIC
2006-03-17,5.37,CLIC
2006-03-18,6.8,CLIC
2006-03-19,8.1,CLIC
2006-03-20,9.26,CLIC
2006-03-21,7.39,CLIC
2006-03-22,0.6,CLIC
2006-03-23,0.35,CLIC
2006-03-24,1.81,CLIC
2006-03-25,3.79,CLIC
2006-03-26,5.75,CLIC
2006-03-27,2.75,CLIC
2006-03-28,2.5,CLIC
2006-03-29,4.22,CLIC
2006-03-30,6.18,CLIC
2006-03-31,5.7,CLIC
2006-04-01,7.69,CLIC
2006-04-02,7.61,CLIC
2006-04-03,7.05,CLIC
2006-04-04,8.25,CLIC
2006-04-05,7.25,CLIC
2006-04-06,6.87,CLIC
2006-04-07,8.73,CLIC
2006-04-08,8.05,CLIC
2006-04-09,6.4,CLIC
2006-04-10,6.35,CLIC
2006-04-11,5.07,CLIC
2006-04-12,7.28,CLIC
2006-04-13,6.93,CLIC
2006-04-14,7.84,CLIC
2006-04-15,7.98,CLIC
2006-04-16,8.3,CLIC
2006-04-17,7.85,CLIC
2006-04-18,8.55,CLIC
2006-04-19,9.53,CLIC
2006-04-20,7.4,CLIC
2006-04-21,0.7,CLIC
2006-04-22,2.4,CLIC
2006-04-23,3.9,CLIC
2006-04-24,4.94,CLIC
2006-04-25,7.66,CLIC
2006-04-26,0.7,CLIC
2006-04-27,2.66,CLIC
2006-04-28,7.78,CLIC
2006-04-29,5.76,CLIC
2006-04-30,8.1,CLIC
2006-05-01,7.9,CLIC
2006-05-02,7.95,CLIC
2006-05-03,6.15,CLIC
2006-05-04,4.94,CLIC
2006-05-05,3.71,CLIC
2006-05-06,6.23,CLIC
2006-05-07,2.82,CLIC
2006-05-08,1.75,CLIC
2006-05-09,4.95,CLIC
2006-05-10,6.1,CLIC
2006-05-11,0,CLIC
2006-05-12,1.72,CLIC
2006-05-13,5.6,CLIC
2006-05-14,6.45,CLIC
2006-05-15,4.52,CLIC
2006-05-16,4.28,CLIC
2006-05-17,0,CLIC
2006-05-21,6.77,CLIC
2006-05-22,6.78,CLIC
2006-05-23,7.95,CLIC
2006-05-24,8.41,CLIC
2006-05-25,8.84,CLIC
2006-05-26,7.2,CLIC
2006-05-27,3.4,CLIC
2006-05-28,6.75,CLIC
2006-05-29,5.68,CLIC
2006-05-30,6.57,CLIC
2006-05-31,3.9,CLIC
2006-06-01,4.1,CLIC
2006-06-02,4.3,CLIC
2006-06-03,4.14,CLIC
2006-06-04,5.96,CLIC
2006-06-05,7.16,CLIC
2006-06-06,7.86,CLIC
2006-06-07,7.62,CLIC
2006-06-08,7.6,CLIC
2006-06-09,8.4,CLIC
2006-06-10,8.16,CLIC
2006-06-11,8.5,CLIC
2006-06-12,8.21,CLIC
2006-06-13,8.06,CLIC
2006-06-14,9.8,CLIC
2006-06-15,9.83,CLIC
2006-06-16,10.28,CLIC
2006-06-17,8.97,CLIC
2006-06-18,7.05,CLIC
2006-06-19,8.93,CLIC
2006-06-20,9.71,CLIC
2006-06-21,9.21,CLIC
2006-06-22,8.5,CLIC
2006-06-23,8.95,CLIC
2006-06-24,9.15,CLIC
2006-06-25,7.7,CLIC
2006-06-26,7.75,CLIC
2006-06-27,5.88,CLIC
2006-06-28,7.52,CLIC
2006-06-29,7.48,CLIC
2006-06-30,7.97,CLIC
2006-07-01,6.75,CLIC
2006-07-02,4.24,CLIC
2006-07-03,6.23,CLIC
2006-07-04,5.43,CLIC
2006-07-05,5.96,CLIC
2006-07-06,3.24,CLIC
2006-07-07,1,CLIC
2006-07-08,5.2,CLIC
2006-07-09,7.8,CLIC
2006-07-10,8.81,CLIC
2006-07-11,8.99,CLIC
2006-07-12,8.4,CLIC
2006-07-13,7.7,CLIC
2006-07-14,8.12,CLIC
2006-07-15,6.93,CLIC
2006-07-16,8.05,CLIC
2006-07-17,8.08,CLIC
2006-07-18,8.12,CLIC
2006-07-19,7.3,CLIC
2006-07-20,7.4,CLIC
2006-07-21,8.92,CLIC
2006-07-22,4.83,CLIC
2006-07-23,6.52,CLIC
2006-07-24,6.73,CLIC
2006-07-25,4.02,CLIC
2006-07-26,3.93,CLIC
2006-07-27,6.4,CLIC
2006-07-28,8.51,CLIC
2006-07-29,9.14,CLIC
2006-07-30,8.8,CLIC
2006-07-31,9.05,CLIC
2006-08-01,7.48,CLIC
2006-08-02,7.07,CLIC
2006-08-03,6.35,CLIC
2006-08-04,4.65,CLIC
2006-08-05,7.1,CLIC
2006-08-06,4.51,CLIC
2006-08-07,4.84,CLIC
2006-08-08,6.63,CLIC
2006-08-09,7.32,CLIC
2006-08-10,8.25,CLIC
2006-08-11,8.82,CLIC
2006-08-12,6.68,CLIC
2006-08-13,6.9,CLIC
2006-08-14,8.05,CLIC
2006-08-15,9.25,CLIC
2006-08-16,8.32,CLIC
2006-08-17,8.88,CLIC
2006-08-18,7.58,CLIC
2006-08-19,6.1,CLIC
2006-08-20,8.3,CLIC
2006-08-21,6.66,CLIC
2006-08-22,6.96,CLIC
2006-08-23,7.78,CLIC
2006-08-24,7.85,CLIC
2006-08-25,8.95,CLIC
2006-08-26,9.3,CLIC
2006-08-27,9.08,CLIC
2006-08-28,9.9,CLIC
2006-08-29,8.55,CLIC
2006-08-30,7.26,CLIC
2006-08-31,8.14,CLIC
2006-09-01,7.3,CLIC
2006-09-02,7.82,CLIC
2006-09-03,7.88,CLIC
2006-09-04,8.07,CLIC
2006-09-05,5.16,CLIC
2006-09-06,2.25,CLIC
2006-09-07,2.07,CLIC
2006-09-08,2.79,CLIC
2006-09-09,3.24,CLIC
2006-09-10,3.3,CLIC
2006-09-11,3.38,CLIC
2006-09-12,2.74,CLIC
2006-09-13,2.1,CLIC
2006-09-14,4.7,CLIC
2006-09-15,4.16,CLIC
2006-09-16,5.32,CLIC
2006-09-17,4.2,CLIC
2006-09-18,0.55,CLIC
2006-09-19,5.32,CLIC
2006-09-20,4.98,CLIC
2006-09-21,5.2,CLIC
2006-09-22,6.7,CLIC
2006-09-23,4.3,CLIC
2006-09-24,3.25,CLIC
2006-09-25,2.19,CLIC
2006-09-26,3.74,CLIC
2006-09-27,3.5,CLIC
2006-09-28,4.84,CLIC
2006-09-29,4.06,CLIC
2006-09-30,4.82,CLIC
2006-10-01,2.58,CLIC
2006-10-02,3.17,CLIC
2006-10-03,4.43,CLIC
2006-10-04,1.52,CLIC
2006-10-05,3.23,CLIC
2006-10-06,2.05,CLIC
2006-10-07,4.15,CLIC
2006-10-08,3.57,CLIC
2006-10-09,3.28,CLIC
2006-10-10,3.94,CLIC
2006-10-11,2.02,CLIC
2006-10-12,1.94,CLIC
2006-10-13,0,CLIC
2006-10-14,1.86,CLIC
2006-10-15,1.74,CLIC
2006-10-16,3.7,CLIC
2006-10-17,3.8,CLIC
2006-10-18,3.85,CLIC
2006-10-19,0.45,CLIC
2006-10-20,1.65,CLIC
2006-10-21,2.17,CLIC
2006-10-22,0.83,CLIC
2006-10-23,0.2,CLIC
2006-10-24,1.7,CLIC
2006-10-25,1.94,CLIC
2006-10-26,3.32,CLIC
2006-10-27,4.04,CLIC
2006-10-28,3.55,CLIC
2006-10-29,3.53,CLIC
2006-10-30,3.4,CLIC
2006-10-31,2.8,CLIC
2006-11-02,0.6,CLIC
2006-11-03,0.52,CLIC
2006-11-04,0.48,CLIC
2006-11-05,1.86,CLIC
2006-11-06,1.78,CLIC
2006-11-07,2.26,CLIC
2006-11-08,2.88,CLIC
2006-11-09,2.12,CLIC
2006-11-10,3.5,CLIC
2006-11-11,0.76,CLIC
2006-11-12,2.39,CLIC
2006-11-13,1.68,CLIC
2006-11-14,2.32,CLIC
2006-11-15,4.51,CLIC
2006-11-16,2.54,CLIC
2006-11-17,2.3,CLIC
2006-11-18,2.8,CLIC
2006-11-19,1.25,CLIC
2006-11-20,2.65,CLIC
2006-11-21,2.46,CLIC
2006-11-22,2.34,CLIC
2006-11-23,2.53,CLIC
2006-11-24,2.63,CLIC
2006-11-25,2.54,CLIC
2006-11-26,2.6,CLIC
2006-11-27,2.68,CLIC
2006-11-28,2.72,CLIC
2006-11-29,2.7,CLIC
2006-11-30,2.94,CLIC
2006-12-01,1.96,CLIC
2006-12-02,1.65,CLIC
2006-12-03,0.39,CLIC
2006-12-04,1.13,CLIC
2006-12-05,1.43,CLIC
2006-12-06,1.75,CLIC
2006-12-07,0.41,CLIC
2006-12-08,0.62,CLIC
2006-12-09,0.4,CLIC
2006-12-10,0.74,CLIC
2006-12-11,1.29,CLIC
2006-12-12,1.09,CLIC
2006-12-13,1.2,CLIC
2006-12-14,0.98,CLIC
2006-12-15,1.92,CLIC
2006-12-16,1.73,CLIC
2006-12-17,1.82,CLIC
2006-12-18,1,CLIC
2006-12-19,0.4,CLIC
2006-12-20,2.56,CLIC
2006-12-21,1.07,CLIC
2006-12-22,1.17,CLIC
2006-12-23,0.5,CLIC
2006-12-24,0.95,CLIC
2006-12-25,2.4,CLIC
2006-12-26,1.9,CLIC
2006-12-27,1.68,CLIC
2006-12-28,2.82,CLIC
2006-12-29,3.13,CLIC
2006-12-30,1.07,CLIC
2006-12-31,1.76,CLIC
2007-01-01,1.81,CLIC
2007-01-02,0.48,CLIC
2007-01-03,0.35,CLIC
2007-01-04,1.67,CLIC
2007-01-05,2.03,CLIC
2007-01-06,1.57,CLIC
2007-01-07,2.18,CLIC
2007-01-08,2.08,CLIC
2007-01-09,2.12,CLIC
2007-01-10,2.45,CLIC
2007-01-11,2.1,CLIC
2007-01-12,2.82,CLIC
2007-01-13,2.19,CLIC
2007-01-14,1.79,CLIC
2007-01-15,0.28,CLIC
2007-01-16,0.08,CLIC
2007-01-17,0.24,CLIC
2007-01-18,0.1,CLIC
2007-01-19,0.2,CLIC
2007-01-20,0.2,CLIC
2007-01-21,1.07,CLIC
2007-01-22,0.14,CLIC
2007-01-23,0.2,CLIC
2007-01-24,0.19,CLIC
2007-01-25,0.12,CLIC
2007-01-26,1.78,CLIC
2007-01-27,2.14,CLIC
2007-01-28,1.26,CLIC
2007-01-29,0.4,CLIC
2007-01-30,1.57,CLIC
2007-01-31,0.35,CLIC
2007-02-01,2.48,CLIC
2007-02-02,1.88,CLIC
2007-02-03,0.17,CLIC
2007-02-04,0.15,CLIC
2007-02-05,0.12,CLIC
2007-02-06,2.11,CLIC
2007-02-07,2.57,CLIC
2007-02-08,2.92,CLIC
2007-02-09,0.72,CLIC
2007-02-10,0.25,CLIC
2007-02-11,0.36,CLIC
2007-02-12,2.52,CLIC
2007-02-13,3.72,CLIC
2007-02-14,0.56,CLIC
2007-02-15,1.09,CLIC
2007-02-16,1.65,CLIC
2007-02-17,4.6,CLIC
2007-02-18,3.1,CLIC
2007-02-19,3.49,CLIC
2007-02-20,3.64,CLIC
2007-02-21,3.85,CLIC
2007-02-22,3.12,CLIC
2007-02-23,3.5,CLIC
2007-02-24,4.2,CLIC
2007-02-25,4.39,CLIC
2007-02-26,4.11,CLIC
2007-02-27,4.1,CLIC
2007-02-28,3.4,CLIC
2007-03-01,3.82,CLIC
2007-03-02,4.47,CLIC
2007-03-03,5.75,CLIC
2007-03-04,1.92,CLIC
2007-03-05,3.68,CLIC
2007-03-06,3.91,CLIC
2007-03-07,3.84,CLIC
2007-03-08,3.65,CLIC
2007-03-09,2.4,CLIC
2007-03-10,4.25,CLIC
2007-03-11,2.45,CLIC
2007-03-12,1.02,CLIC
2007-03-13,1.78,CLIC
2007-03-14,5.4,CLIC
2007-03-15,4.7,CLIC
2007-03-16,1.45,CLIC
2007-03-17,4.56,CLIC
2007-03-18,4.19,CLIC
2007-03-19,3.2,CLIC
2007-03-20,1.46,CLIC
2007-03-21,2.84,CLIC
2007-03-22,4.95,CLIC
2007-03-23,4.75,CLIC
2007-03-24,3.3,CLIC
2007-03-25,4.2,CLIC
2007-03-26,3.04,CLIC
2007-03-27,4.99,CLIC
2007-03-28,6.97,CLIC
2007-03-29,5.1,CLIC
2007-03-30,4.7,CLIC
2007-03-31,4.18,CLIC
2007-04-01,1.98,CLIC
2007-04-02,1.79,CLIC
2007-04-03,3.13,CLIC
2007-04-04,5.38,CLIC
2007-04-05,2.08,CLIC
2007-04-06,0.46,CLIC
2007-04-07,0.4,CLIC
2007-04-08,1.26,CLIC
2007-04-09,2.24,CLIC
2007-04-10,4.6,CLIC
2007-04-11,7.3,CLIC
2007-04-12,5.65,CLIC
2007-04-13,7.44,CLIC
2007-04-14,6.56,CLIC
2007-04-15,5.47,CLIC
2007-04-16,6.2,CLIC
2007-04-17,5.7,CLIC
2007-04-18,6.17,CLIC
2007-04-19,2.96,CLIC
2007-04-20,5.31,CLIC
2007-04-21,2.36,CLIC
2007-04-22,3.55,CLIC
2007-04-23,5.35,CLIC
2007-04-24,1.61,CLIC
2007-04-25,7.69,CLIC
2007-04-26,8.7,CLIC
2007-04-27,1.86,CLIC
2007-04-28,1.64,CLIC
2007-04-29,5.65,CLIC
2007-04-30,6.34,CLIC
2007-05-01,6.96,CLIC
2007-05-02,3.21,CLIC
2007-05-03,1.32,CLIC
2007-05-04,5.17,CLIC
2007-05-05,4.75,CLIC
2007-05-06,4.55,CLIC
2007-05-07,3.8,CLIC
2007-05-08,1.75,CLIC
2007-05-09,1.44,CLIC
2007-05-10,2.5,CLIC
2007-05-11,4.65,CLIC
2007-05-12,5.08,CLIC
2007-05-13,5.45,CLIC
2007-05-14,6.78,CLIC
2007-05-15,4.47,CLIC
2007-05-16,5.13,CLIC
2007-05-17,2.68,CLIC
2007-05-18,0.42,CLIC
2007-05-19,0.22,CLIC
2007-05-20,1.44,CLIC
2007-05-21,3.28,CLIC
2007-05-22,4.38,CLIC
2007-05-23,1.58,CLIC
2007-05-24,3.08,CLIC
2007-05-25,5.66,CLIC
2007-05-26,3.98,CLIC
2007-05-27,3.54,CLIC
2007-05-28,5.58,CLIC
2007-05-29,5.35,CLIC
2007-05-30,5.8,CLIC
2007-05-31,6.58,CLIC
2007-06-01,7.57,CLIC
2007-06-02,3.1,CLIC
2007-06-03,5.9,CLIC
2007-06-04,2.93,CLIC
2007-06-05,6.46,CLIC
2007-06-06,6.38,CLIC
2007-06-07,5.7,CLIC
2007-06-08,4.58,CLIC
2007-06-09,5.91,CLIC
2007-06-10,8.16,CLIC
2007-06-11,8.22,CLIC
2007-06-12,5.95,CLIC
2007-06-13,7.38,CLIC
2007-06-14,7.15,CLIC
2007-06-15,7.75,CLIC
2007-06-16,8.84,CLIC
2007-06-17,5.12,CLIC
2007-06-18,5.4,CLIC
2007-06-19,0,CLIC
2007-06-20,3.14,CLIC
2007-06-21,1.67,CLIC
2007-06-22,3.03,CLIC
2007-06-23,3.4,CLIC
2007-06-24,5.76,CLIC
2007-06-25,5.79,CLIC
2007-06-26,5.7,CLIC
2007-06-27,3.15,CLIC
2007-06-28,3.79,CLIC
2007-06-29,4.31,CLIC
2007-06-30,5.36,CLIC
2007-07-01,3.25,CLIC
2007-07-02,4.09,CLIC
2007-07-03,5.86,CLIC
2007-07-04,2.14,CLIC
2007-07-05,2.5,CLIC
2007-07-06,4.96,CLIC
2007-07-07,4.54,CLIC
2007-07-08,6.3,CLIC
2007-07-09,5.64,CLIC
2007-07-10,5.49,CLIC
2007-07-11,6.63,CLIC
2007-07-12,5.56,CLIC
2007-07-13,7.51,CLIC
2007-07-14,6.72,CLIC
2007-07-15,5.1,CLIC
2007-07-16,2.04,CLIC
2007-07-17,2.22,CLIC
2007-07-18,1.03,CLIC
2007-07-19,1.47,CLIC
2007-07-20,4.29,CLIC
2007-07-21,5.17,CLIC
2007-07-22,2.67,CLIC
2007-07-23,5.59,CLIC
2007-07-24,6.84,CLIC
2007-07-25,2.7,CLIC
2007-07-26,3.03,CLIC
2007-07-27,1.91,CLIC
2007-07-28,4.67,CLIC
2007-07-29,4.45,CLIC
2007-07-30,5.17,CLIC
2007-07-31,5.68,CLIC
2007-08-01,5.9,CLIC
2007-08-02,5.44,CLIC
2007-08-03,3.41,CLIC
2007-08-04,5.43,CLIC
2007-08-05,6.82,CLIC
2007-08-06,7.4,CLIC
2007-08-07,7.32,CLIC
2007-08-08,7.43,CLIC
2007-08-09,6.59,CLIC
2007-08-10,6.9,CLIC
2007-08-11,3.9,CLIC
2007-08-12,6.05,CLIC
2007-08-13,7.09,CLIC
2007-08-14,4.11,CLIC
2007-08-15,5.6,CLIC
2007-08-16,5.68,CLIC
2007-08-17,7.04,CLIC
2007-08-18,7.45,CLIC
2007-08-19,6.95,CLIC
2007-08-20,4.65,CLIC
2007-08-21,3.35,CLIC
2007-08-22,1.08,CLIC
2007-08-23,2.58,CLIC
2007-08-24,5.75,CLIC
2007-08-25,5.15,CLIC
2007-08-26,2.34,CLIC
2007-08-27,0.34,CLIC
2007-08-28,2.71,CLIC
2007-08-29,2.29,CLIC
2007-08-30,3.44,CLIC
2007-08-31,4.94,CLIC
2007-09-01,2.62,CLIC
2007-09-02,0.2,CLIC
2007-09-03,2.86,CLIC
2007-09-04,4.64,CLIC
2007-09-05,4.9,CLIC
2007-09-06,5.38,CLIC
2007-09-07,5.21,CLIC
2007-09-08,5.84,CLIC
2007-09-09,2.25,CLIC
2007-09-10,4.22,CLIC
2007-09-11,4.08,CLIC
2007-09-12,5.2,CLIC
2007-09-13,3.48,CLIC
2007-09-14,3.3,CLIC
2007-09-15,3.64,CLIC
2007-09-16,2.56,CLIC
2007-09-17,4.46,CLIC
2007-09-18,5.08,CLIC
2007-09-19,4.31,CLIC
2007-09-20,4.19,CLIC
2007-09-21,4.44,CLIC
2007-09-22,4.57,CLIC
2007-09-23,4.16,CLIC
2007-09-24,4.1,CLIC
2007-09-25,4.57,CLIC
2007-09-26,4.8,CLIC
2007-09-27,4.84,CLIC
2007-09-28,2.89,CLIC
2007-09-29,3.05,CLIC
2007-09-30,4.05,CLIC
2007-10-01,4.26,CLIC
2007-10-02,4.05,CLIC
2007-10-03,4.04,CLIC
2007-10-04,4.18,CLIC
2007-10-05,4.47,CLIC
2007-10-06,3.91,CLIC
2007-10-07,3.53,CLIC
2007-10-08,3.2,CLIC
2007-10-09,1.11,CLIC
2007-10-10,4.1,CLIC
2007-10-11,3.43,CLIC
2007-10-12,2.97,CLIC
2007-10-13,3.7,CLIC
2007-10-14,3.9,CLIC
2007-10-15,2.38,CLIC
2007-10-16,3.87,CLIC
2007-10-17,4.24,CLIC
2007-10-18,4.11,CLIC
2007-10-19,4.24,CLIC
2007-10-20,4.26,CLIC
2007-10-21,3.85,CLIC
2007-10-22,3.08,CLIC
2007-10-23,4.5,CLIC
2007-10-24,5.06,CLIC
2007-10-25,4.21,CLIC
2007-10-26,3.64,CLIC
2007-10-27,3.71,CLIC
2007-10-28,4.17,CLIC
2007-10-29,3.93,CLIC
2007-10-30,3.34,CLIC
2007-10-31,3.42,CLIC
2007-11-01,3.8,CLIC
2007-11-02,3.38,CLIC
2007-11-03,1.1,CLIC
2007-11-04,2.72,CLIC
2007-11-05,3.08,CLIC
2007-11-06,2.42,CLIC
2007-11-07,1.89,CLIC
2007-11-08,2.79,CLIC
2007-11-09,2.95,CLIC
2007-11-10,3.85,CLIC
2007-11-11,3.26,CLIC
2007-11-12,3.72,CLIC
2007-11-13,3.38,CLIC
2007-11-14,3.62,CLIC
2007-11-15,2.52,CLIC
2007-11-16,2.42,CLIC
2007-11-17,1.69,CLIC
2007-11-18,1.93,CLIC
2007-11-19,2.42,CLIC
2007-11-20,2.72,CLIC
2007-11-21,3.78,CLIC
2007-11-22,3.51,CLIC
2007-11-23,0.39,CLIC
2007-11-24,0.22,CLIC
2007-11-25,1.2,CLIC
2007-11-26,1.58,CLIC
2007-11-27,1.05,CLIC
2007-11-28,1.95,CLIC
2007-11-29,1.4,CLIC
2007-11-30,0.84,CLIC
2007-12-01,3.58,CLIC
2007-12-02,4.55,CLIC
2007-12-03,4.1,CLIC
2007-12-04,2.68,CLIC
2007-12-05,2.35,CLIC
2007-12-06,2.03,CLIC
2007-12-07,2.62,CLIC
2007-12-08,2.85,CLIC
2007-12-09,2.95,CLIC
2007-12-10,2.97,CLIC
2007-12-11,3.53,CLIC
2007-12-12,2.4,CLIC
2007-12-13,0.24,CLIC
2007-12-14,0.11,CLIC
2007-12-15,4.49,CLIC
2007-12-16,2.42,CLIC
2007-12-17,2.2,CLIC
2007-12-18,2.14,CLIC
2007-12-19,3.02,CLIC
2007-12-20,3.56,CLIC
2007-12-21,3.32,CLIC
2007-12-22,3.68,CLIC
2007-12-23,2.12,CLIC
2007-12-24,2.7,CLIC
2007-12-25,2.65,CLIC
2007-12-26,3.31,CLIC
2007-12-27,2.94,CLIC
2007-12-28,2.18,CLIC
2007-12-29,2.57,CLIC
2007-12-30,3.05,CLIC
2007-12-31,2.1,CLIC
2008-01-01,1.95,CLIC
2008-01-02,1.33,CLIC
2008-01-03,2.86,CLIC
2008-01-04,2.61,CLIC
2008-01-05,2.63,CLIC
2008-01-06,3.5,CLIC
2008-01-07,3.78,CLIC
2008-01-08,3.5,CLIC
2008-01-09,3.29,CLIC
2008-01-10,3.51,CLIC
2008-01-11,3.15,CLIC
2008-01-12,4.05,CLIC
2008-01-13,3.14,CLIC
2008-01-14,0.54,CLIC
2008-01-15,0.13,CLIC
2008-01-16,1.79,CLIC
2008-01-17,0.43,CLIC
2008-01-18,0.05,CLIC
2008-01-19,1.58,CLIC
2008-01-20,2.26,CLIC
2008-01-21,2.64,CLIC
2008-01-22,2.19,CLIC
2008-01-23,2.05,CLIC
2008-01-24,0.16,CLIC
2008-01-25,0.44,CLIC
2008-01-26,2.19,CLIC
2008-01-27,2.51,CLIC
2008-01-28,3.1,CLIC
2008-01-29,4.08,CLIC
2008-01-30,1.02,CLIC
2008-01-31,4.21,CLIC
2008-02-01,3.59,CLIC
2008-02-02,3.54,CLIC
2008-02-03,4.26,CLIC
2008-02-04,5.01,CLIC
2008-02-05,8.27,CLIC
2008-02-06,3.95,CLIC
2008-02-07,4.44,CLIC
2008-02-08,4.57,CLIC
2008-02-09,5.08,CLIC
2008-02-10,2.04,CLIC
2008-02-11,4.38,CLIC
2008-02-12,3.92,CLIC
2008-02-13,5.1,CLIC
2008-02-14,4.3,CLIC
2008-02-15,5.6,CLIC
2008-02-16,6.69,CLIC
2008-02-17,4.71,CLIC
2008-02-18,1.14,CLIC
2008-02-19,0.18,CLIC
2008-02-20,1.19,CLIC
2008-02-21,4.57,CLIC
2008-02-22,6.02,CLIC
2008-02-23,5.84,CLIC
2008-02-24,4.86,CLIC
2008-02-25,6.44,CLIC
2008-02-26,7.36,CLIC
2008-02-27,4.59,CLIC
2008-02-28,5.51,CLIC
2008-02-29,4.86,CLIC
2008-03-01,1.72,CLIC
2008-03-02,5.86,CLIC
2008-03-03,7.3,CLIC
2008-03-04,4.65,CLIC
2008-03-05,5.11,CLIC
2008-03-06,8.14,CLIC
2008-03-07,5.22,CLIC
2008-03-08,5.63,CLIC
2008-03-09,6.74,CLIC
2008-03-10,5.97,CLIC
2008-03-11,4.19,CLIC
2008-03-12,5.4,CLIC
2008-03-13,5.84,CLIC
2008-03-14,8.14,CLIC
2008-03-15,9.56,CLIC
2008-03-16,10.1,CLIC
2008-03-17,7.36,CLIC
2008-03-18,6.64,CLIC
2008-03-19,7.45,CLIC
2008-03-20,5.93,CLIC
2008-03-21,5.59,CLIC
2008-03-22,5.83,CLIC
2008-03-23,1.35,CLIC
2008-03-24,3.9,CLIC
2008-03-25,6.11,CLIC
2008-03-26,6.99,CLIC
2008-03-27,6.8,CLIC
2008-03-28,5.22,CLIC
2008-03-29,5.68,CLIC
2008-03-30,3.08,CLIC
2008-03-31,4.89,CLIC
2008-04-01,7.21,CLIC
2008-04-02,5.97,CLIC
2008-04-03,6.25,CLIC
2008-04-04,10.36,CLIC
2008-04-05,7.09,CLIC
2008-04-06,6.78,CLIC
2008-04-15,6.79,CLIC
2008-04-16,7.42,CLIC
2008-04-17,9.32,CLIC
2008-04-18,7.78,CLIC
2008-04-19,7.78,CLIC
2008-04-20,7.59,CLIC
2008-04-21,7.41,CLIC
2008-04-22,5.76,CLIC
2008-04-23,5.87,CLIC
2008-04-24,8.32,CLIC
2008-04-25,2.51,CLIC
2008-04-26,4.45,CLIC
2008-04-29,7.83,CLIC
2008-04-30,7.1,CLIC
