Estación: ,C19147,LAS CRUCITAS. LINARES
2002-01-05,2.41,CLIC
2002-01-06,3,CLIC
2002-01-07,2.42,CLIC
2002-01-08,3.03,CLIC
2002-01-09,2.97,CLIC
2002-01-10,1.63,CLIC
2002-01-11,1.61,CLIC
2002-01-12,3.51,CLIC
2002-01-13,1.13,CLIC
2002-01-14,0.92,CLIC
2002-01-15,3.26,CLIC
2002-01-16,1.46,CLIC
2002-01-17,2.71,CLIC
2002-01-18,4.16,CLIC
2002-01-19,1.92,CLIC
2002-01-20,3.42,CLIC
2002-01-21,2.88,CLIC
2002-01-22,1.57,CLIC
2002-01-23,2.45,CLIC
2002-01-24,4.43,CLIC
2002-01-25,6.07,CLIC
2002-01-26,3.4,CLIC
2002-01-27,2.92,CLIC
2002-01-28,1.63,CLIC
2002-01-29,4.7,CLIC
2002-01-30,3.39,CLIC
2002-01-31,4.07,CLIC
2002-02-01,6.03,CLIC
2002-02-02,1.01,CLIC
2002-02-03,4.07,CLIC
2002-02-04,2.01,CLIC
2002-02-05,1.3,CLIC
2002-02-06,0.35,CLIC
2002-02-07,0.45,CLIC
2002-02-08,1.6,CLIC
2002-02-09,3.11,CLIC
2002-02-10,5.82,CLIC
2002-02-11,3.85,CLIC
2002-02-12,0.29,CLIC
2002-02-13,1.84,CLIC
2002-02-14,2.01,CLIC
2002-02-15,2.23,CLIC
2002-02-16,2.12,CLIC
2002-02-17,4.97,CLIC
2002-02-18,5.22,CLIC
2002-02-19,4.13,CLIC
2002-02-20,5.05,CLIC
2002-02-21,3.48,CLIC
2002-02-22,8.28,CLIC
2002-02-23,4.01,CLIC
2002-02-24,5.5,CLIC
2002-02-25,8.54,CLIC
2002-02-26,5.31,CLIC
2002-02-27,0.76,CLIC
2002-02-28,2.71,CLIC
2002-03-02,3.56,CLIC
2002-03-03,4.5,CLIC
2002-03-04,4.26,CLIC
2002-03-05,2.92,CLIC
2002-03-06,3.94,CLIC
2002-03-07,4.36,CLIC
2002-03-08,3.12,CLIC
2002-03-09,7.95,CLIC
2002-03-10,3.52,CLIC
2002-03-11,1.17,CLIC
2002-03-12,3.31,CLIC
2002-03-13,6.72,CLIC
2002-03-14,7.63,CLIC
2002-03-15,7.93,CLIC
2002-03-16,6.88,CLIC
2002-03-17,5.67,CLIC
2002-03-18,4.46,CLIC
2002-03-19,5.75,CLIC
2002-03-20,8.51,CLIC
2002-03-21,6.46,CLIC
2002-03-22,4.84,CLIC
2002-03-23,3.43,CLIC
2002-03-24,4.76,CLIC
2002-03-25,5.95,CLIC
2002-03-26,8.66,CLIC
2002-03-27,0.84,CLIC
2002-03-28,3.82,CLIC
2002-03-29,6.8,CLIC
2002-03-30,4.78,CLIC
2002-03-31,7.51,CLIC
2002-04-01,8.8,CLIC
2002-04-02,3.33,CLIC
2002-04-03,7.48,CLIC
2002-04-04,0.79,CLIC
2002-04-05,0.97,CLIC
2002-04-06,0.08,CLIC
2002-04-07,1.19,CLIC
2002-04-08,7.04,CLIC
2002-04-09,8.7,CLIC
2002-04-10,4.24,CLIC
2002-04-11,3.58,CLIC
2002-04-12,6.7,CLIC
2002-04-13,8.08,CLIC
2002-04-14,7.16,CLIC
2002-04-15,4.41,CLIC
2002-04-16,2.1,CLIC
2002-04-17,4.56,CLIC
2002-04-18,9.09,CLIC
2002-04-19,7.97,CLIC
2002-04-20,7.91,CLIC
2002-04-21,8.05,CLIC
2002-04-22,8.19,CLIC
2002-04-23,7.75,CLIC
2002-04-24,8.34,CLIC
2002-04-25,7.45,CLIC
2002-04-26,8.21,CLIC
2002-04-27,8.97,CLIC
2002-04-28,10.08,CLIC
2002-04-29,7.73,CLIC
2002-04-30,10.58,CLIC
2002-05-01,10.2,CLIC
2002-05-02,8.78,CLIC
2002-05-03,8.78,CLIC
2002-05-04,10.25,CLIC
2002-05-05,10.44,CLIC
2002-05-06,10.36,CLIC
2002-05-07,10.55,CLIC
2002-05-08,9.75,CLIC
2002-05-09,8.5,CLIC
2002-05-10,8.85,CLIC
2002-05-11,8.18,CLIC
2002-05-12,7.41,CLIC
2002-05-13,6.14,CLIC
2002-05-14,4.05,CLIC
2002-05-15,6.51,CLIC
2002-05-16,5.93,CLIC
2002-05-17,6.85,CLIC
2002-05-18,3.41,CLIC
2002-05-19,2.18,CLIC
2002-05-20,4.42,CLIC
2002-05-21,5.46,CLIC
2002-05-22,6.36,CLIC
2002-05-23,8.32,CLIC
2002-05-24,4.78,CLIC
2002-05-25,4.98,CLIC
2002-05-26,6.58,CLIC
2002-05-27,6.05,CLIC
2002-05-28,6.66,CLIC
2002-05-29,8.01,CLIC
2002-05-30,9.93,CLIC
2002-05-31,4.6,CLIC
2002-06-01,6.06,CLIC
2002-06-02,5.68,CLIC
2002-06-03,4.85,CLIC
2002-06-04,5.33,CLIC
2002-06-05,7.27,CLIC
2002-06-06,1.58,CLIC
2002-06-07,4.05,CLIC
2002-06-08,6.43,CLIC
2002-06-09,6.27,CLIC
2002-06-10,6.14,CLIC
2002-06-11,5.21,CLIC
2002-06-12,6.83,CLIC
2002-06-13,4.21,CLIC
2002-06-14,6.23,CLIC
2002-06-15,8.8,CLIC
2002-06-16,8.81,CLIC
2002-06-17,7.58,CLIC
2002-06-18,6.81,CLIC
2002-06-19,6.31,CLIC
2002-06-20,8.15,CLIC
2002-06-21,6.13,CLIC
2002-06-22,6.19,CLIC
2002-06-23,7.01,CLIC
2002-06-24,5.35,CLIC
2002-06-25,7.64,CLIC
2002-06-26,6.67,CLIC
2002-06-27,7.15,CLIC
2002-06-28,8.4,CLIC
2002-06-29,1.46,CLIC
2002-06-30,0.4,CLIC
2002-07-01,2.06,CLIC
2002-07-02,6.27,CLIC
2002-07-03,4.99,CLIC
2002-07-04,2.79,CLIC
2002-07-05,4.95,CLIC
2002-07-06,4.36,CLIC
2002-07-07,5.45,CLIC
2002-07-08,5.91,CLIC
2002-07-09,3.17,CLIC
2002-07-10,0.78,CLIC
2002-07-11,4.16,CLIC
2002-07-12,5.24,CLIC
2002-07-13,6.26,CLIC
2002-07-14,8.63,CLIC
2002-07-15,4.51,CLIC
2002-07-16,2.98,CLIC
2002-07-17,1.45,CLIC
2002-07-18,5.34,CLIC
2002-07-19,6.93,CLIC
2002-07-20,5.47,CLIC
2002-07-21,5.59,CLIC
2002-07-22,1.93,CLIC
2002-07-23,6.26,CLIC
2002-07-24,6.81,CLIC
2002-07-25,9.17,CLIC
2002-07-26,7.14,CLIC
2002-07-27,7,CLIC
2002-07-28,7.45,CLIC
2002-07-29,8.33,CLIC
2002-07-30,6.96,CLIC
2002-07-31,6.15,CLIC
2002-08-01,7.5,CLIC
2002-08-02,6.58,CLIC
2002-08-03,4.91,CLIC
2002-08-04,3.43,CLIC
2002-08-05,3.05,CLIC
2002-08-06,7.42,CLIC
2002-08-07,6.8,CLIC
2002-08-08,5.16,CLIC
2002-08-09,3.4,CLIC
2002-08-10,3.97,CLIC
2002-08-11,4.13,CLIC
2002-08-12,4.46,CLIC
2002-08-13,5.88,CLIC
2002-08-14,4.39,CLIC
2002-08-15,4.83,CLIC
2002-08-16,7.67,CLIC
2002-08-17,6.92,CLIC
2002-08-18,6.37,CLIC
2002-08-19,6.97,CLIC
2002-08-20,8.03,CLIC
2002-08-21,7.18,CLIC
2002-08-22,7.26,CLIC
2002-08-23,7.84,CLIC
2002-08-24,7.13,CLIC
2002-08-25,6.5,CLIC
2002-08-26,8.41,CLIC
2002-08-27,7.36,CLIC
2002-08-28,8.49,CLIC
2002-08-29,8.96,CLIC
2002-08-30,8.05,CLIC
2002-08-31,5.1,CLIC
2002-09-01,5.1,CLIC
2002-09-02,5.02,CLIC
2002-09-03,4.01,CLIC
2002-09-04,5.54,CLIC
2002-09-05,1.2,CLIC
2002-09-06,5.86,CLIC
2002-09-07,4.56,CLIC
2002-09-08,6.98,CLIC
2002-09-09,0,CLIC
2002-09-10,0,CLIC
2002-09-11,0,CLIC
2002-09-12,3.68,CLIC
2002-09-13,2.76,CLIC
2002-09-14,0,CLIC
2002-09-15,0,CLIC
2002-09-16,0.51,CLIC
2002-09-17,1.91,CLIC
2002-09-18,3.2,CLIC
2002-09-19,3.56,CLIC
2002-09-20,4.06,CLIC
2002-09-21,3.62,CLIC
2002-09-22,4.92,CLIC
2002-09-23,2.91,CLIC
2002-09-24,3.28,CLIC
2002-09-25,5.53,CLIC
2002-09-26,3.49,CLIC
2002-09-27,3.76,CLIC
2002-09-28,3.12,CLIC
2002-09-29,3.24,CLIC
2002-09-30,4.55,CLIC
2002-10-01,2.52,CLIC
2002-10-02,2.7,CLIC
2002-10-03,3.08,CLIC
2002-10-04,3.63,CLIC
2002-10-05,4.88,CLIC
2002-10-06,3.73,CLIC
2002-10-07,3.38,CLIC
2002-10-08,4.4,CLIC
2002-10-09,3.67,CLIC
2002-10-10,3.13,CLIC
2002-10-11,1.77,CLIC
2002-10-12,2.9,CLIC
2002-10-13,0.3,CLIC
2002-10-14,0.6,CLIC
2002-10-15,0.52,CLIC
2002-10-16,0.77,CLIC
2002-10-17,1.33,CLIC
2002-10-18,3.45,CLIC
2002-10-19,3.77,CLIC
2002-10-20,1.27,CLIC
2002-10-21,4.9,CLIC
2002-10-22,2.75,CLIC
2002-10-23,2.5,CLIC
2002-10-24,1.1,CLIC
2002-10-25,0.4,CLIC
2002-10-26,1.15,CLIC
2002-10-27,0.25,CLIC
2002-10-28,0.63,CLIC
2002-10-29,0.19,CLIC
2002-10-30,0,CLIC
2002-10-31,3.58,CLIC
2002-11-01,2.15,CLIC
2002-11-02,2.1,CLIC
2002-11-03,1.57,CLIC
2002-11-04,0.86,CLIC
2002-11-05,1.91,CLIC
2002-11-06,3.67,CLIC
2002-11-07,2.9,CLIC
2002-11-08,1.81,CLIC
2002-11-09,4.2,CLIC
2002-11-10,4.01,CLIC
2002-11-11,3.04,CLIC
2002-11-12,2.45,CLIC
2002-11-13,2.94,CLIC
2002-11-14,2.98,CLIC
2002-11-15,1.27,CLIC
2002-11-16,2.42,CLIC
2002-11-17,2.78,CLIC
2002-11-18,2.8,CLIC
2002-11-19,1.67,CLIC
2002-11-20,2.85,CLIC
2002-11-21,4.16,CLIC
2002-11-22,2.43,CLIC
2002-11-23,3.9,CLIC
2002-11-24,2.3,CLIC
2002-11-25,3.1,CLIC
2002-11-26,0.82,CLIC
2002-11-27,0.2,CLIC
2002-11-28,0.52,CLIC
2002-11-29,0.6,CLIC
2002-11-30,2.36,CLIC
2002-12-01,0.94,CLIC
2002-12-02,1.82,CLIC
2002-12-03,0.42,CLIC
2002-12-04,0.4,CLIC
2002-12-05,1.78,CLIC
2002-12-06,1.13,CLIC
2002-12-07,0.85,CLIC
2002-12-08,0.5,CLIC
2002-12-09,0.92,CLIC
2002-12-10,2.3,CLIC
2002-12-11,1,CLIC
2002-12-12,2.49,CLIC
2002-12-13,1.87,CLIC
2002-12-14,0.61,CLIC
2002-12-15,3.41,CLIC
2002-12-16,4.62,CLIC
2002-12-17,3.14,CLIC
2002-12-18,2.05,CLIC
2002-12-19,2.74,CLIC
2002-12-20,3.18,CLIC
2002-12-21,2.85,CLIC
2002-12-22,1.82,CLIC
2002-12-23,3.38,CLIC
2002-12-24,1.95,CLIC
2002-12-25,1.77,CLIC
2002-12-26,1.78,CLIC
2002-12-27,1.04,CLIC
2002-12-28,1.46,CLIC
2002-12-29,2.42,CLIC
2002-12-30,4.1,CLIC
2002-12-31,2.34,CLIC
2003-01-01,2.34,CLIC
2003-01-02,3,CLIC
2003-01-03,3.67,CLIC
2003-01-04,1.87,CLIC
2003-01-05,2.13,CLIC
2003-01-06,0,CLIC
2003-01-07,0.05,CLIC
2003-01-08,3.23,CLIC
2003-01-09,0.91,CLIC
2003-01-10,0.13,CLIC
2003-01-11,1.43,CLIC
2003-01-12,0.43,CLIC
2003-01-13,0.32,CLIC
2003-01-14,0.6,CLIC
2003-01-15,1.28,CLIC
2003-01-16,1.31,CLIC
2003-01-17,0.1,CLIC
2003-01-18,3.72,CLIC
2003-01-19,1.59,CLIC
2003-01-20,1.85,CLIC
2003-01-21,3.01,CLIC
2003-01-22,3.55,CLIC
2003-01-23,1.15,CLIC
2003-01-24,0.34,CLIC
2003-01-25,0.97,CLIC
2003-01-26,0.68,CLIC
2003-01-27,1.09,CLIC
2003-01-28,2.18,CLIC
2003-01-29,1.6,CLIC
2003-01-30,2.64,CLIC
2003-01-31,1.76,CLIC
2003-02-01,1.83,CLIC
2003-02-02,2.17,CLIC
2003-02-03,5.25,CLIC
2003-02-04,2.18,CLIC
2003-02-05,1.16,CLIC
2003-02-06,3.66,CLIC
2003-02-07,0.88,CLIC
2003-02-08,0.01,CLIC
2003-02-09,0.75,CLIC
2003-02-10,4.2,CLIC
2003-02-11,3.25,CLIC
2003-02-12,2.5,CLIC
2003-02-13,3.78,CLIC
2003-02-14,1.87,CLIC
2003-02-15,2.79,CLIC
2003-02-16,2.81,CLIC
2003-02-17,3.02,CLIC
2003-02-18,3.43,CLIC
2003-02-19,1.99,CLIC
2003-02-20,1.22,CLIC
2003-02-21,1.97,CLIC
2003-02-22,3.11,CLIC
2003-02-23,5.5,CLIC
2003-02-24,1.83,CLIC
2003-02-25,0.45,CLIC
2003-02-26,0.13,CLIC
2003-02-27,1,CLIC
2003-02-28,2.71,CLIC
2003-03-01,2.71,CLIC
2003-03-02,4.41,CLIC
2003-03-03,2.58,CLIC
2003-03-04,3.6,CLIC
2003-03-05,2.5,CLIC
2003-03-06,2.02,CLIC
2003-03-07,2.33,CLIC
2003-03-08,4.05,CLIC
2003-03-09,4.19,CLIC
2003-03-10,4.62,CLIC
2003-03-11,0.75,CLIC
2003-03-12,1.74,CLIC
2003-03-13,2.68,CLIC
2003-03-14,4.15,CLIC
2003-03-15,5.61,CLIC
2003-03-16,3.1,CLIC
2003-03-17,2.18,CLIC
2003-03-18,7.69,CLIC
2003-03-19,6.06,CLIC
2003-03-20,9.61,CLIC
2003-03-21,4.62,CLIC
2003-03-22,5.54,CLIC
2003-03-23,3.32,CLIC
2003-03-24,5.53,CLIC
2003-03-25,3.05,CLIC
2003-03-26,3.99,CLIC
2003-03-27,5.51,CLIC
2003-03-28,4.9,CLIC
2003-03-29,6.99,CLIC
2003-03-30,1.54,CLIC
2003-03-31,4.03,CLIC
2003-04-01,6.02,CLIC
2003-04-02,4.3,CLIC
2003-04-03,2.89,CLIC
2003-04-04,3.05,CLIC
2003-04-05,5.07,CLIC
2003-04-06,5.48,CLIC
2003-04-07,2.47,CLIC
2003-04-08,3.56,CLIC
2003-04-09,1.26,CLIC
2003-04-10,0.46,CLIC
2003-04-11,2.67,CLIC
2003-04-12,5.24,CLIC
2003-04-13,5.02,CLIC
2003-04-14,4.26,CLIC
2003-04-15,4.64,CLIC
2003-04-16,4.42,CLIC
2003-04-17,4.2,CLIC
2003-04-18,5.63,CLIC
2003-04-19,5.4,CLIC
2003-04-20,3.98,CLIC
2003-04-21,2.07,CLIC
2003-04-22,0.83,CLIC
2003-04-23,1.27,CLIC
2003-04-24,3.65,CLIC
2003-04-25,5.9,CLIC
2003-04-26,5.33,CLIC
2003-04-27,4.18,CLIC
2003-04-28,6.57,CLIC
2003-04-29,3.1,CLIC
2003-04-30,4.17,CLIC
2003-05-01,3.35,CLIC
2003-05-02,6.23,CLIC
2003-05-03,4.38,CLIC
2003-05-04,4.67,CLIC
2003-05-05,7.56,CLIC
2003-05-06,7.74,CLIC
2003-05-07,5.28,CLIC
2003-05-08,8.53,CLIC
2003-05-09,7.72,CLIC
2003-05-10,6.99,CLIC
2003-05-11,5.52,CLIC
2003-05-12,4.35,CLIC
2003-05-13,4.14,CLIC
2003-05-14,7.21,CLIC
2003-05-15,7.94,CLIC
2003-05-16,8.33,CLIC
2003-05-17,7.84,CLIC
2003-05-18,8.65,CLIC
2003-05-19,7.97,CLIC
2003-05-20,7.93,CLIC
2003-05-21,6.71,CLIC
2003-05-22,5.46,CLIC
2003-05-23,3.24,CLIC
2003-05-24,6.54,CLIC
2003-05-25,6.53,CLIC
2003-05-26,6.49,CLIC
2003-05-27,9.14,CLIC
2003-05-28,3.13,CLIC
2003-05-29,0.72,CLIC
2003-05-30,5.53,CLIC
2003-05-31,4.48,CLIC
2003-06-01,5.35,CLIC
2003-06-02,6.24,CLIC
2003-06-03,4.46,CLIC
2003-06-04,9.43,CLIC
2003-06-05,4.49,CLIC
2003-06-06,4.27,CLIC
2003-06-07,2.26,CLIC
2003-06-08,5.28,CLIC
2003-06-09,5.31,CLIC
2003-06-10,5.54,CLIC
2003-06-11,5.1,CLIC
2003-06-12,4.35,CLIC
2003-06-13,5.24,CLIC
2003-06-14,5.31,CLIC
2003-06-15,5.28,CLIC
2003-06-16,6.31,CLIC
2003-06-17,7.34,CLIC
2003-06-18,6.26,CLIC
2003-06-19,4.34,CLIC
2003-06-20,5.41,CLIC
2003-06-21,6.69,CLIC
2003-06-22,6.37,CLIC
2003-06-23,6.22,CLIC
2003-06-24,6.17,CLIC
2003-06-25,7.1,CLIC
2003-06-26,7.85,CLIC
2003-06-27,7.02,CLIC
2003-06-28,5.13,CLIC
2003-06-29,5.12,CLIC
2003-06-30,3.71,CLIC
2003-07-01,7.32,CLIC
2003-07-02,4.9,CLIC
2003-07-03,3.2,CLIC
2003-07-04,3.9,CLIC
2003-07-05,2.6,CLIC
2003-07-06,2.02,CLIC
2003-07-07,1.79,CLIC
2003-07-08,5.17,CLIC
2003-07-09,4.92,CLIC
2003-07-10,6.19,CLIC
2003-07-11,4.81,CLIC
2003-07-12,7.27,CLIC
2003-07-13,6.34,CLIC
2003-07-14,4.34,CLIC
2003-07-15,4.34,CLIC
2003-07-16,9.19,CLIC
2003-07-17,6.02,CLIC
2003-07-18,3.56,CLIC
2003-07-19,7.15,CLIC
2003-07-20,5.56,CLIC
2003-07-21,6.79,CLIC
2003-07-22,3.47,CLIC
2003-07-23,7.74,CLIC
2003-07-24,10.65,CLIC
2003-07-25,6.89,CLIC
2003-07-26,5.64,CLIC
2003-07-27,4.1,CLIC
2003-07-28,3.09,CLIC
2003-07-29,4.14,CLIC
2003-07-30,6.1,CLIC
2003-07-31,4.2,CLIC
2003-08-01,3.94,CLIC
2003-08-02,3.74,CLIC
2003-08-03,2.67,CLIC
2003-08-04,3.05,CLIC
2003-08-05,5.46,CLIC
2003-08-06,3.69,CLIC
2003-08-07,3.95,CLIC
2003-08-08,1.14,CLIC
2003-08-09,7.47,CLIC
2003-08-10,4.26,CLIC
2003-08-11,6,CLIC
2003-08-12,7.88,CLIC
2003-08-13,9.75,CLIC
2003-08-14,5.41,CLIC
2003-08-15,1.06,CLIC
2003-08-16,3.82,CLIC
2003-08-17,2.37,CLIC
2003-08-18,2.36,CLIC
2003-08-19,2.75,CLIC
2003-08-20,2.47,CLIC
2003-08-21,2.97,CLIC
2003-08-22,2.63,CLIC
2003-08-23,2.88,CLIC
2003-08-24,2.23,CLIC
2003-08-25,2.36,CLIC
2003-08-26,2.49,CLIC
2003-08-27,0.32,CLIC
2003-08-28,4.65,CLIC
2003-08-29,2.99,CLIC
2003-08-30,2.73,CLIC
2003-08-31,6.34,CLIC
2003-09-01,6.62,CLIC
2003-09-02,6.16,CLIC
2003-09-03,5.86,CLIC
2003-09-04,4.72,CLIC
2003-09-05,2.04,CLIC
2003-09-06,3.97,CLIC
2003-09-07,5.89,CLIC
2003-09-08,5.31,CLIC
2003-09-09,4.54,CLIC
2003-09-10,6.08,CLIC
2003-09-11,3.53,CLIC
2003-09-12,1.37,CLIC
2003-09-13,2.8,CLIC
2003-09-14,2.22,CLIC
2003-09-15,0,CLIC
2003-09-16,2.99,CLIC
2003-09-17,3.92,CLIC
2003-09-18,0,CLIC
2003-09-19,3.97,CLIC
2003-09-20,3.08,CLIC
2003-09-21,2.19,CLIC
2003-09-22,5.55,CLIC
2003-09-23,0.23,CLIC
2003-09-24,4.99,CLIC
2003-09-25,8.68,CLIC
2003-09-26,9.46,CLIC
2003-09-27,6.61,CLIC
2003-09-28,3.75,CLIC
2003-09-29,2.43,CLIC
2003-09-30,3.58,CLIC
2003-10-01,3.94,CLIC
2003-10-02,3.74,CLIC
2003-10-03,2.67,CLIC
2003-10-04,3.05,CLIC
2003-10-05,5.46,CLIC
2003-10-06,3.69,CLIC
2003-10-07,3.95,CLIC
2003-10-08,1.16,CLIC
2003-10-09,7.45,CLIC
2003-10-10,5.06,CLIC
2003-10-11,6,CLIC
2003-10-12,1.95,CLIC
2003-10-13,7.75,CLIC
2003-10-14,5.4,CLIC
2003-10-15,1.06,CLIC
2003-10-16,3.82,CLIC
2003-10-17,2.37,CLIC
2003-10-18,2.41,CLIC
2003-10-19,2.7,CLIC
2003-10-20,2.47,CLIC
2003-10-21,2.97,CLIC
2003-10-22,2.63,CLIC
2003-10-23,2.88,CLIC
2003-10-24,2.23,CLIC
2003-10-25,0,CLIC
2003-10-26,0,CLIC
2003-10-27,0.32,CLIC
2003-10-28,4.64,CLIC
2003-10-29,2.99,CLIC
2003-10-30,2.73,CLIC
2003-10-31,2.29,CLIC
2003-11-01,2.29,CLIC
2003-11-02,1.66,CLIC
2003-11-03,1.68,CLIC
2003-11-04,3.05,CLIC
2003-11-05,3.78,CLIC
2003-11-06,0.66,CLIC
2003-11-07,3.35,CLIC
2003-11-08,1.17,CLIC
2003-11-09,0.28,CLIC
2003-11-10,0.92,CLIC
2003-11-11,1.08,CLIC
2003-11-12,2.96,CLIC
2003-11-13,2.59,CLIC
2003-11-14,2.9,CLIC
2003-11-15,1.78,CLIC
2003-11-16,1.97,CLIC
2003-11-17,2.27,CLIC
2003-11-18,1.9,CLIC
2003-11-19,3.57,CLIC
2003-11-20,2.35,CLIC
2003-11-21,2.83,CLIC
2003-11-22,2.21,CLIC
2003-11-23,2.73,CLIC
2003-11-24,3.94,CLIC
2003-11-25,1.56,CLIC
2003-11-26,2.91,CLIC
2003-11-27,0.85,CLIC
2003-11-28,4.96,CLIC
2003-11-29,4.74,CLIC
2003-11-30,3.64,CLIC
2003-12-01,2.62,CLIC
2003-12-02,1.9,CLIC
2003-12-03,0.09,CLIC
2003-12-04,1.13,CLIC
2003-12-05,2.8,CLIC
2003-12-06,1.75,CLIC
2003-12-07,1.6,CLIC
2003-12-08,1.81,CLIC
2003-12-09,2.07,CLIC
2003-12-10,3.62,CLIC
2003-12-11,2.63,CLIC
2003-12-12,1.65,CLIC
2003-12-13,2.32,CLIC
2003-12-14,1.79,CLIC
2003-12-15,2.59,CLIC
2003-12-16,2.58,CLIC
2003-12-17,2.83,CLIC
2003-12-18,1.97,CLIC
2003-12-19,2.79,CLIC
2003-12-20,1.51,CLIC
2003-12-21,2.89,CLIC
2003-12-22,2.73,CLIC
2003-12-23,1.63,CLIC
2003-12-24,3.39,CLIC
2003-12-25,2.31,CLIC
2003-12-26,1.65,CLIC
2003-12-27,2.51,CLIC
2003-12-28,2.06,CLIC
2003-12-29,1.27,CLIC
2003-12-30,2.08,CLIC
2003-12-31,2.77,CLIC
2004-01-01,3.71,CLIC
2004-01-02,1.75,CLIC
2004-01-03,2.38,CLIC
2004-01-04,0.55,CLIC
2004-01-05,3.14,CLIC
2004-01-06,2.27,CLIC
2004-01-07,1.01,CLIC
2004-01-08,0.94,CLIC
2004-01-09,0.21,CLIC
2004-01-10,2.12,CLIC
2004-01-11,3.72,CLIC
2004-01-12,0.9,CLIC
2004-01-13,1.98,CLIC
2004-01-14,1.57,CLIC
2004-01-15,0.65,CLIC
2004-01-16,0.25,CLIC
2004-01-17,1.11,CLIC
2004-01-18,2.33,CLIC
2004-01-19,2.33,CLIC
2004-01-20,2.91,CLIC
2004-01-21,2.67,CLIC
2004-01-22,0.85,CLIC
2004-01-23,0.81,CLIC
2004-01-24,0.31,CLIC
2004-01-25,0.23,CLIC
2004-01-26,1.58,CLIC
2004-01-27,3.52,CLIC
2004-01-28,3.68,CLIC
2004-01-29,1.6,CLIC
2004-01-30,1.6,CLIC
2004-01-31,1.6,CLIC
2004-02-01,3.1,CLIC
2004-02-02,4.17,CLIC
2004-02-03,1.5,CLIC
2004-02-04,4.4,CLIC
2004-02-05,2.23,CLIC
2004-02-06,1.7,CLIC
2004-02-07,1.82,CLIC
2004-02-08,3.26,CLIC
2004-02-09,2.51,CLIC
2004-02-10,0.81,CLIC
2004-02-11,1.37,CLIC
2004-02-12,0.86,CLIC
2004-02-13,0.17,CLIC
2004-02-14,1.2,CLIC
2004-02-15,2.33,CLIC
2004-02-16,2.4,CLIC
2004-02-17,3.65,CLIC
2004-02-18,3.09,CLIC
2004-02-19,5.02,CLIC
2004-02-20,5.32,CLIC
2004-02-21,1.47,CLIC
2004-02-22,2.64,CLIC
2004-02-23,5.8,CLIC
2004-02-24,3.14,CLIC
2004-02-25,3.95,CLIC
2004-02-26,4.35,CLIC
2004-02-27,4.41,CLIC
2004-02-28,1.32,CLIC
2004-02-29,5.64,CLIC
2004-03-01,5.64,CLIC
2004-03-02,4.38,CLIC
2004-03-03,2.88,CLIC
2004-03-04,3.69,CLIC
2004-03-05,2.72,CLIC
2004-03-06,5.08,CLIC
2004-03-07,3.25,CLIC
2004-03-08,6.47,CLIC
2004-03-09,1.37,CLIC
2004-03-10,2.98,CLIC
2004-03-11,6.67,CLIC
2004-03-12,0.66,CLIC
2004-03-13,2.58,CLIC
2004-03-14,1.26,CLIC
2004-03-15,7.6,CLIC
2004-03-16,3.6,CLIC
2004-03-17,4.72,CLIC
2004-03-18,4.5,CLIC
2004-03-19,3,CLIC
2004-03-20,2.54,CLIC
2004-03-21,3.21,CLIC
2004-03-22,3.87,CLIC
2004-03-23,3.96,CLIC
2004-03-24,1.38,CLIC
2004-03-25,2.85,CLIC
2004-03-26,2.95,CLIC
2004-03-27,3.25,CLIC
2004-03-28,3.87,CLIC
2004-03-29,4.49,CLIC
2004-03-30,1.66,CLIC
2004-03-31,0.62,CLIC
2004-04-01,6.21,CLIC
2004-04-02,3.31,CLIC
2004-04-03,2.27,CLIC
2004-04-04,2.92,CLIC
2004-04-05,1.57,CLIC
2004-04-06,4.37,CLIC
2004-04-07,2.21,CLIC
2004-04-08,2.23,CLIC
2004-04-09,4.15,CLIC
2004-04-10,4.45,CLIC
2004-04-11,2.35,CLIC
2004-04-12,1.52,CLIC
2004-04-13,4.62,CLIC
2004-04-14,3.51,CLIC
2004-04-15,3.93,CLIC
2004-04-16,2.42,CLIC
2004-04-17,1.78,CLIC
2004-04-18,4.5,CLIC
2004-04-19,5.1,CLIC
2004-04-20,3.56,CLIC
2004-04-21,3.99,CLIC
2004-04-22,4.23,CLIC
2004-04-23,10.25,CLIC
2004-04-24,7.5,CLIC
2004-04-25,0,CLIC
2004-04-26,3.43,CLIC
2004-04-27,1.8,CLIC
2004-04-28,2.73,CLIC
2004-04-29,4.15,CLIC
2004-04-30,4.83,CLIC
2004-05-01,3.48,CLIC
2004-05-02,2.61,CLIC
2004-05-03,5.77,CLIC
2004-05-04,4.8,CLIC
2004-05-05,4.19,CLIC
2004-05-06,1.75,CLIC
2004-05-07,3.88,CLIC
2004-05-08,4.5,CLIC
2004-05-09,3.61,CLIC
2004-05-10,3.33,CLIC
2004-05-11,3.44,CLIC
2004-05-12,1.79,CLIC
2004-05-13,2.54,CLIC
2004-05-14,8.37,CLIC
2004-05-15,2.07,CLIC
2004-05-16,3.82,CLIC
2004-05-17,4.73,CLIC
2004-05-18,4.17,CLIC
2004-05-19,3.07,CLIC
2004-05-20,3.21,CLIC
2004-05-21,2.82,CLIC
2004-05-22,2.71,CLIC
2004-05-23,3.79,CLIC
2004-05-24,4.34,CLIC
2004-05-25,4.78,CLIC
2004-05-26,5.08,CLIC
2004-05-27,5.06,CLIC
2004-05-28,3.63,CLIC
2004-05-29,5.21,CLIC
