Estación: ,C19106,LA POMONA. LINARES
1983-10-18,4.8,CLIC
1983-10-19,5.6,CLIC
1983-10-20,6.1,CLIC
1983-10-21,1,CLIC
1983-10-22,3.9,CLIC
1983-10-23,4.6,CLIC
1983-10-24,4.3,CLIC
1983-10-25,3.7,CLIC
1983-10-26,3.4,CLIC
1983-10-27,3.7,CLIC
1983-10-28,2.6,CLIC
1983-10-29,4.2,CLIC
1983-10-30,1.7,CLIC
1983-10-31,3.9,CLIC
1983-12-01,0.8,CLIC
1983-12-02,1.4,CLIC
1983-12-03,2.2,CLIC
1983-12-04,2.6,CLIC
1983-12-05,2.6,CLIC
1983-12-06,1.1,CLIC
1983-12-07,2.1,CLIC
1983-12-08,3.1,CLIC
1983-12-09,4.4,CLIC
1983-12-10,1.4,CLIC
1983-12-11,3.1,CLIC
1983-12-12,4.5,CLIC
1983-12-13,4.6,CLIC
1983-12-14,1.9,CLIC
1983-12-15,1.9,CLIC
1983-12-16,2.1,CLIC
1983-12-17,0.2,CLIC
1983-12-18,2,CLIC
1983-12-19,2.1,CLIC
1983-12-20,4,CLIC
1983-12-21,2.7,CLIC
1983-12-22,0.6,CLIC
1983-12-23,1.3,CLIC
1983-12-24,0.5,CLIC
1983-12-25,1.1,CLIC
1983-12-26,0.8,CLIC
1983-12-27,2.2,CLIC
1983-12-28,3.1,CLIC
1983-12-29,1.9,CLIC
1983-12-30,1.6,CLIC
1983-12-31,2.5,CLIC
1998-01-01,3.41,CLIC
1998-01-02,2.1,CLIC
1998-01-03,6.36,CLIC
1998-01-04,3.41,CLIC
1998-01-05,4.07,CLIC
1998-01-06,2,CLIC
1998-01-07,4.06,CLIC
1998-01-08,3.93,CLIC
1998-01-09,2.85,CLIC
1998-01-10,3.07,CLIC
1998-01-11,3.62,CLIC
1998-01-12,2.95,CLIC
1998-01-13,4.71,CLIC
1998-01-14,2.7,CLIC
1998-01-15,2.64,CLIC
1998-01-16,4.07,CLIC
1998-01-17,2.88,CLIC
1998-01-18,2.67,CLIC
1998-01-19,3.82,CLIC
1998-01-20,3.39,CLIC
1998-01-21,4.96,CLIC
1998-01-22,3.35,CLIC
1998-01-23,3.24,CLIC
1998-01-24,3.28,CLIC
1998-01-25,3.51,CLIC
1998-01-26,4.39,CLIC
1998-01-27,7.08,CLIC
1998-01-28,2.74,CLIC
1998-01-29,5.74,CLIC
1998-01-30,4.24,CLIC
1998-01-31,5.41,CLIC
1998-02-01,2.36,CLIC
1998-02-02,5.86,CLIC
1998-02-03,3.22,CLIC
1998-02-04,3.65,CLIC
1998-02-05,4.43,CLIC
1998-02-06,4.04,CLIC
1998-02-07,2.6,CLIC
1998-02-08,3.37,CLIC
1998-02-09,5.58,CLIC
1998-02-10,5.36,CLIC
1998-02-11,7.71,CLIC
1998-02-12,3.81,CLIC
1998-02-13,3.79,CLIC
1998-02-14,3.82,CLIC
1998-02-15,3.18,CLIC
1998-02-16,3.15,CLIC
1998-02-17,5.36,CLIC
1998-02-18,5.2,CLIC
1998-02-19,6.25,CLIC
1998-02-20,6.73,CLIC
1998-02-21,4.51,CLIC
1998-02-22,5.9,CLIC
1998-02-23,6.33,CLIC
1998-02-24,7.48,CLIC
1998-02-25,9.66,CLIC
1998-02-26,8.27,CLIC
1998-02-27,5.37,CLIC
1998-02-28,6.99,CLIC
1998-03-01,4.37,CLIC
1998-03-02,1.4,CLIC
1998-03-03,1.13,CLIC
1998-03-04,6.48,CLIC
1998-03-05,6.01,CLIC
1998-03-06,3.73,CLIC
1998-03-07,8.78,CLIC
1998-03-08,7.6,CLIC
1998-03-09,6.25,CLIC
1998-03-10,1.88,CLIC
1998-03-11,0.52,CLIC
1998-03-12,2.33,CLIC
1998-03-13,0.36,CLIC
1998-03-14,5.48,CLIC
1998-03-15,3.89,CLIC
1998-03-16,7.99,CLIC
1998-03-17,7.58,CLIC
1998-03-18,6.77,CLIC
1998-03-19,7.03,CLIC
1998-03-20,4.91,CLIC
1998-03-21,4.83,CLIC
1998-03-22,7.18,CLIC
1998-03-23,6.3,CLIC
1998-03-24,8.45,CLIC
1998-03-25,7.5,CLIC
1998-03-26,10.56,CLIC
1998-03-27,8.1,CLIC
1998-03-28,7.94,CLIC
1998-03-29,8.35,CLIC
1998-03-30,8.9,CLIC
1998-03-31,11.47,CLIC
1998-04-01,8.14,CLIC
1998-04-02,5.94,CLIC
1998-04-03,6.03,CLIC
1998-04-04,4.35,CLIC
1998-04-05,9.24,CLIC
1998-04-06,9.24,CLIC
1998-04-07,6.35,CLIC
1998-04-08,5.86,CLIC
1998-04-09,10.71,CLIC
1998-04-10,9.87,CLIC
1998-04-11,9.4,CLIC
1998-04-12,7.77,CLIC
1998-04-13,8.14,CLIC
1998-04-14,9.51,CLIC
1998-04-15,9.27,CLIC
1998-04-16,9.16,CLIC
1998-04-17,6.32,CLIC
1998-04-18,6.65,CLIC
1998-04-19,7,CLIC
1998-04-20,8.32,CLIC
1998-04-21,4.26,CLIC
1998-04-22,4.77,CLIC
1998-04-23,5.92,CLIC
1998-04-24,9.26,CLIC
1998-04-25,5.48,CLIC
1998-04-26,11.93,CLIC
1998-04-27,5.83,CLIC
1998-04-28,4.55,CLIC
1998-04-29,9.31,CLIC
1998-04-30,6.96,CLIC
1998-05-01,8.56,CLIC
1998-05-02,10.09,CLIC
1998-05-03,12.74,CLIC
1998-05-04,7.21,CLIC
1998-05-05,7.6,CLIC
1998-05-06,9.78,CLIC
1998-05-07,10.4,CLIC
1998-05-08,9.89,CLIC
1998-05-09,10.14,CLIC
1998-05-10,14.62,CLIC
1998-05-11,11.1,CLIC
1998-05-12,6.8,CLIC
1998-05-13,7.13,CLIC
1998-05-14,7.17,CLIC
1998-05-15,6.45,CLIC
1998-05-16,8.44,CLIC
1998-05-17,9.01,CLIC
1998-05-18,10.13,CLIC
1998-05-19,9.69,CLIC
1998-05-20,9.7,CLIC
1998-05-21,9.89,CLIC
1998-05-22,9.38,CLIC
1998-05-23,9.75,CLIC
1998-05-24,6.04,CLIC
1998-05-25,9.46,CLIC
1998-05-26,7.62,CLIC
1998-05-27,7.08,CLIC
1998-05-28,7.02,CLIC
1998-05-29,11.75,CLIC
1998-05-30,10.05,CLIC
1998-05-31,8.89,CLIC
1998-06-01,8.91,CLIC
1998-06-02,9.35,CLIC
1998-06-03,12.03,CLIC
1998-06-04,10.27,CLIC
1998-06-05,5.99,CLIC
1998-06-06,2.41,CLIC
1998-06-07,2.88,CLIC
1998-06-08,9.2,CLIC
1998-06-09,9.07,CLIC
1998-06-10,12.73,CLIC
1998-06-11,6.57,CLIC
1998-06-12,15.6,CLIC
1998-06-13,6.77,CLIC
1998-06-14,11.12,CLIC
1998-06-15,11.79,CLIC
1998-06-16,11.27,CLIC
1998-06-17,12.4,CLIC
1998-06-18,11.1,CLIC
1998-06-19,10.79,CLIC
1998-06-20,15.07,CLIC
1998-06-21,12.12,CLIC
1998-06-22,6.82,CLIC
1998-06-23,11.86,CLIC
1998-06-24,12.26,CLIC
1998-06-25,10.28,CLIC
1998-06-26,10.1,CLIC
1998-06-27,9.09,CLIC
1998-06-28,6.39,CLIC
1998-06-29,4.47,CLIC
1998-06-30,1.53,CLIC
1998-08-01,9.9,CLIC
1998-08-02,8.89,CLIC
1998-08-03,11.64,CLIC
1998-08-04,4.65,CLIC
1998-08-05,5.82,CLIC
1998-08-06,13.53,CLIC
1998-08-07,8.07,CLIC
1998-08-08,6.78,CLIC
1998-08-09,5.02,CLIC
1998-08-10,5.21,CLIC
1998-08-11,11.63,CLIC
1998-08-12,8.06,CLIC
1998-08-13,10.15,CLIC
1998-08-14,14.25,CLIC
1998-08-15,5.68,CLIC
1998-08-16,5.92,CLIC
1998-08-17,5.05,CLIC
1998-08-18,11.85,CLIC
1998-08-19,8.12,CLIC
1998-08-20,3.85,CLIC
1998-08-21,5.61,CLIC
1998-08-22,8.52,CLIC
1998-08-23,8.17,CLIC
1998-08-24,7.38,CLIC
1998-08-25,10.5,CLIC
1998-08-26,6.03,CLIC
1998-08-27,8.09,CLIC
1998-08-28,9.02,CLIC
1998-08-29,5.88,CLIC
1998-08-30,6.93,CLIC
1998-08-31,8.05,CLIC
1998-09-01,8.95,CLIC
1998-09-02,6.23,CLIC
1998-09-03,6.97,CLIC
1998-09-04,11.75,CLIC
1998-09-05,0.14,CLIC
1998-09-07,3.95,CLIC
1998-09-08,3.54,CLIC
1998-09-09,2.83,CLIC
1998-09-10,2.43,CLIC
1998-09-11,5.48,CLIC
1998-09-13,3.8,CLIC
1998-09-14,9.03,CLIC
1998-09-15,5.91,CLIC
1998-09-16,0.59,CLIC
1998-09-18,2.79,CLIC
1998-09-19,3.28,CLIC
1998-09-20,8.63,CLIC
1998-09-21,4.32,CLIC
1998-09-22,6.73,CLIC
1998-09-23,0.65,CLIC
1998-09-24,4.89,CLIC
1998-09-25,4.45,CLIC
1998-09-26,4.99,CLIC
1998-09-27,6.62,CLIC
1998-09-28,6.03,CLIC
1998-09-29,8.56,CLIC
1998-09-30,5.31,CLIC
1998-10-01,8.5,CLIC
1998-10-02,6.8,CLIC
1998-10-03,6.44,CLIC
1998-10-04,6.06,CLIC
1998-10-05,6.49,CLIC
1998-10-06,1.72,CLIC
1998-10-07,3.49,CLIC
1998-10-08,5.8,CLIC
1998-10-09,4.65,CLIC
1998-10-10,6.34,CLIC
1998-10-11,6.02,CLIC
1998-10-12,0.18,CLIC
1998-10-13,2,CLIC
1998-10-14,2.35,CLIC
1998-10-15,5.34,CLIC
1998-10-16,6.18,CLIC
1998-10-17,5.62,CLIC
1998-10-18,3.08,CLIC
1998-10-19,0.53,CLIC
1998-10-20,1.53,CLIC
1998-10-21,2.01,CLIC
1998-10-22,1.64,CLIC
1998-10-23,2.07,CLIC
1998-10-24,3.79,CLIC
1998-10-25,3.84,CLIC
1998-10-26,4.52,CLIC
1998-10-27,0.92,CLIC
1998-10-28,3.97,CLIC
1998-10-29,5.01,CLIC
1998-10-30,4.74,CLIC
1998-10-31,4.32,CLIC
1998-11-01,5.06,CLIC
1998-11-02,3.4,CLIC
1998-11-03,0.43,CLIC
1998-11-04,0.32,CLIC
1998-11-05,0.54,CLIC
1998-11-06,0.09,CLIC
1998-11-07,1.66,CLIC
1998-11-08,0.05,CLIC
1998-11-09,2.55,CLIC
1998-11-10,4.15,CLIC
1998-11-11,1.63,CLIC
1998-11-12,3.43,CLIC
1998-11-13,1.36,CLIC
1998-11-14,0.41,CLIC
1998-11-15,3.47,CLIC
1998-11-16,3.1,CLIC
1998-11-17,2.13,CLIC
1998-11-18,4.17,CLIC
1998-11-19,3.22,CLIC
1998-11-20,1.2,CLIC
1998-11-21,0.54,CLIC
1998-11-22,0.85,CLIC
1998-11-23,2.41,CLIC
1998-11-24,1.64,CLIC
1998-11-25,3.96,CLIC
1998-11-26,2.58,CLIC
1998-11-27,3.24,CLIC
1998-11-28,4.18,CLIC
1998-11-29,3.96,CLIC
1998-11-30,4.04,CLIC
1998-12-01,3.83,CLIC
1998-12-02,3.86,CLIC
1998-12-03,3,CLIC
1998-12-04,6.05,CLIC
1998-12-05,1.21,CLIC
1998-12-06,1.48,CLIC
1998-12-07,6.42,CLIC
1998-12-08,2.82,CLIC
1998-12-09,3.95,CLIC
1998-12-10,0.94,CLIC
1998-12-11,0.57,CLIC
1998-12-12,2.28,CLIC
1998-12-13,4.1,CLIC
1998-12-14,3.02,CLIC
1998-12-15,3.61,CLIC
1998-12-16,2.95,CLIC
1998-12-17,0.89,CLIC
1998-12-18,1.3,CLIC
1998-12-19,1.54,CLIC
1998-12-20,3.52,CLIC
1998-12-21,3.03,CLIC
1998-12-22,0.54,CLIC
1998-12-23,0.25,CLIC
1998-12-24,0.35,CLIC
1998-12-25,0.95,CLIC
1998-12-26,2.02,CLIC
1998-12-27,2.82,CLIC
1998-12-28,3.91,CLIC
1998-12-29,3.21,CLIC
1998-12-30,1.92,CLIC
1998-12-31,2.02,CLIC
1999-01-01,2.17,CLIC
1999-01-02,7.73,CLIC
1999-01-03,1,CLIC
1999-01-04,1.81,CLIC
1999-01-05,1.2,CLIC
1999-01-06,3.29,CLIC
1999-01-07,3.51,CLIC
1999-01-08,4.95,CLIC
1999-01-09,0.86,CLIC
1999-01-10,2.35,CLIC
1999-01-11,1.24,CLIC
1999-01-12,3.11,CLIC
1999-01-13,3.83,CLIC
1999-01-14,2.87,CLIC
1999-01-15,2.74,CLIC
1999-01-16,5.81,CLIC
1999-01-17,5.85,CLIC
1999-01-18,5.92,CLIC
1999-01-19,3.01,CLIC
1999-01-20,4.06,CLIC
1999-01-21,4.03,CLIC
1999-01-22,6.36,CLIC
1999-01-23,4.65,CLIC
1999-01-24,4.48,CLIC
1999-01-25,3.64,CLIC
1999-01-26,4.72,CLIC
1999-01-27,5.03,CLIC
1999-01-28,5.45,CLIC
1999-01-29,4.15,CLIC
1999-01-30,4.15,CLIC
1999-01-31,4.04,CLIC
1999-02-01,4.45,CLIC
1999-02-02,4.06,CLIC
1999-02-03,4.06,CLIC
1999-02-04,2.6,CLIC
1999-02-05,5.44,CLIC
1999-02-06,6.03,CLIC
1999-02-07,4.92,CLIC
1999-02-08,4.66,CLIC
1999-02-09,5.04,CLIC
1999-02-10,3.8,CLIC
1999-02-11,10.26,CLIC
1999-02-12,4.88,CLIC
1999-02-13,4.88,CLIC
1999-02-14,7.24,CLIC
1999-02-15,3.11,CLIC
1999-02-16,6.79,CLIC
1999-02-17,4.1,CLIC
1999-02-18,5.32,CLIC
1999-02-19,3.83,CLIC
1999-02-20,7,CLIC
1999-02-21,5.74,CLIC
1999-02-22,4.86,CLIC
1999-02-23,4.75,CLIC
1999-02-24,3.97,CLIC
1999-02-25,5.67,CLIC
1999-02-26,1.99,CLIC
1999-02-27,7.04,CLIC
1999-02-28,4.46,CLIC
1999-03-01,4.18,CLIC
1999-03-02,9.69,CLIC
1999-03-03,6.65,CLIC
1999-03-04,4.52,CLIC
1999-03-05,7.24,CLIC
1999-03-06,4.96,CLIC
1999-03-07,7.09,CLIC
1999-03-08,9.52,CLIC
1999-03-09,4.04,CLIC
1999-03-10,7.86,CLIC
1999-03-11,5.01,CLIC
1999-03-12,7.4,CLIC
1999-03-13,7.9,CLIC
1999-03-14,12.54,CLIC
1999-03-15,3.28,CLIC
1999-03-16,9.06,CLIC
1999-03-17,3.7,CLIC
1999-03-18,5.48,CLIC
1999-03-19,0.38,CLIC
1999-03-20,1.1,CLIC
1999-03-21,2.76,CLIC
1999-03-22,2.97,CLIC
1999-03-23,5.51,CLIC
1999-03-24,4.26,CLIC
1999-03-25,1.27,CLIC
1999-03-26,1.96,CLIC
1999-03-27,6.64,CLIC
1999-03-28,4.42,CLIC
1999-03-29,5.01,CLIC
1999-03-30,4.9,CLIC
1999-03-31,5.57,CLIC
1999-04-01,3.43,CLIC
1999-04-02,6.69,CLIC
1999-04-03,6.2,CLIC
1999-04-04,4.79,CLIC
1999-04-05,6.56,CLIC
1999-04-06,9.45,CLIC
1999-04-07,8.9,CLIC
1999-04-08,8.1,CLIC
1999-04-09,9.05,CLIC
1999-04-10,8.54,CLIC
1999-04-11,6.35,CLIC
1999-04-12,6.18,CLIC
1999-04-13,8.93,CLIC
1999-04-14,9.7,CLIC
1999-04-15,4.08,CLIC
1999-04-16,4,CLIC
1999-04-17,7.14,CLIC
1999-04-18,4.84,CLIC
1999-04-19,10.35,CLIC
1999-04-20,6.81,CLIC
1999-04-21,8.53,CLIC
1999-04-22,12.86,CLIC
1999-04-23,8.34,CLIC
1999-04-24,8.29,CLIC
1999-04-25,5.89,CLIC
1999-04-26,10.4,CLIC
1999-04-27,10,CLIC
1999-04-28,8.13,CLIC
1999-04-29,8.21,CLIC
1999-04-30,0,CLIC
1999-05-01,2.5,CLIC
1999-05-02,4.29,CLIC
1999-05-03,8.16,CLIC
1999-05-04,9.47,CLIC
1999-05-05,9.86,CLIC
1999-05-06,10.11,CLIC
1999-05-07,7.26,CLIC
1999-05-08,9.9,CLIC
1999-05-09,7.93,CLIC
1999-05-10,8.23,CLIC
1999-05-11,8.65,CLIC
1999-05-12,4.35,CLIC
1999-05-13,6.51,CLIC
1999-05-14,7.03,CLIC
1999-05-15,6.8,CLIC
1999-05-16,8.46,CLIC
1999-05-17,6.13,CLIC
1999-05-18,4.51,CLIC
1999-05-19,5.55,CLIC
1999-05-20,9.25,CLIC
1999-05-21,8.55,CLIC
1999-05-22,9.72,CLIC
1999-05-23,10.83,CLIC
1999-05-24,7.9,CLIC
1999-05-25,7.39,CLIC
1999-05-26,6.92,CLIC
1999-05-27,8.87,CLIC
1999-05-28,8.37,CLIC
1999-05-29,6.01,CLIC
1999-05-30,8.3,CLIC
1999-05-31,10.65,CLIC
1999-06-01,8.74,CLIC
1999-06-02,11.58,CLIC
1999-06-03,9.82,CLIC
1999-06-04,9.18,CLIC
1999-06-05,11.68,CLIC
1999-06-06,10.03,CLIC
1999-06-07,13.9,CLIC
1999-06-08,8.05,CLIC
1999-06-09,7.95,CLIC
1999-06-10,7.07,CLIC
1999-06-11,10.03,CLIC
1999-06-12,9.79,CLIC
1999-06-13,10.17,CLIC
1999-06-14,0,CLIC
1999-06-15,5.4,CLIC
1999-06-16,6.73,CLIC
1999-06-17,7.69,CLIC
1999-06-18,4.83,CLIC
1999-06-19,6.62,CLIC
1999-06-20,6.64,CLIC
1999-06-21,4.88,CLIC
1999-06-22,8.01,CLIC
1999-06-23,9.1,CLIC
1999-06-24,7.18,CLIC
1999-06-25,9.55,CLIC
1999-06-26,7.99,CLIC
1999-06-27,7.46,CLIC
1999-06-28,10.61,CLIC
1999-06-29,7.63,CLIC
1999-06-30,9.55,CLIC
1999-07-01,11.56,CLIC
1999-07-02,4.07,CLIC
1999-07-03,0.03,CLIC
1999-07-05,3.91,CLIC
1999-07-06,4.16,CLIC
1999-07-07,7.51,CLIC
1999-07-08,8.76,CLIC
1999-07-09,6.76,CLIC
1999-07-10,4.6,CLIC
1999-07-11,7.55,CLIC
1999-07-12,6.28,CLIC
1999-07-13,7.75,CLIC
1999-07-14,8.73,CLIC
1999-07-15,9.81,CLIC
1999-07-16,6.98,CLIC
1999-07-17,7.17,CLIC
1999-07-18,6.03,CLIC
1999-07-19,8.45,CLIC
1999-07-20,3.73,CLIC
1999-07-21,9.25,CLIC
1999-07-22,7.3,CLIC
1999-07-23,9.04,CLIC
1999-07-24,7.93,CLIC
1999-07-25,7.24,CLIC
1999-07-26,9.03,CLIC
1999-07-27,8.59,CLIC
1999-07-28,9.11,CLIC
1999-07-29,9.91,CLIC
1999-07-30,9.58,CLIC
1999-07-31,6.15,CLIC
1999-08-01,10.79,CLIC
1999-08-02,9.8,CLIC
1999-08-03,10,CLIC
1999-08-04,9.1,CLIC
1999-08-05,15.23,CLIC
1999-08-06,8.9,CLIC
1999-08-07,7.58,CLIC
1999-08-08,9.37,CLIC
1999-08-09,8.41,CLIC
1999-08-10,11.49,CLIC
1999-08-11,10.43,CLIC
1999-08-12,10.89,CLIC
1999-08-13,11.61,CLIC
1999-08-14,13.02,CLIC
1999-08-15,10.44,CLIC
1999-08-16,10.06,CLIC
1999-08-17,7.09,CLIC
1999-08-18,4.59,CLIC
1999-08-19,5.93,CLIC
1999-08-20,6.64,CLIC
1999-08-21,7.71,CLIC
1999-08-22,8.18,CLIC
1999-08-23,8.91,CLIC
1999-08-24,3.7,CLIC
1999-08-25,6.66,CLIC
1999-08-26,6.56,CLIC
1999-08-27,6.08,CLIC
1999-08-28,6.6,CLIC
1999-08-29,8.2,CLIC
1999-08-30,9.1,CLIC
1999-08-31,10.66,CLIC
1999-09-01,10.05,CLIC
1999-09-02,8.34,CLIC
1999-09-03,9.02,CLIC
1999-09-04,1.08,CLIC
1999-09-05,2.89,CLIC
1999-09-06,3.37,CLIC
1999-09-08,3,CLIC
1999-09-09,4,CLIC
1999-09-10,2.96,CLIC
1999-09-11,7.51,CLIC
1999-09-12,7.44,CLIC
1999-09-13,7.13,CLIC
1999-09-14,3.45,CLIC
1999-09-15,8.11,CLIC
1999-09-16,8.2,CLIC
1999-09-17,6.08,CLIC
1999-09-18,4.67,CLIC
1999-09-19,9.84,CLIC
1999-09-20,6.56,CLIC
1999-09-21,8.7,CLIC
1999-09-22,5.05,CLIC
1999-09-23,5.91,CLIC
1999-09-24,7.25,CLIC
1999-09-25,6.02,CLIC
1999-09-26,6.87,CLIC
1999-09-27,5.85,CLIC
1999-09-28,6,CLIC
1999-09-29,3.17,CLIC
1999-09-30,3.52,CLIC
1999-10-01,4.2,CLIC
1999-10-02,5.21,CLIC
1999-10-03,4.8,CLIC
1999-10-04,7.2,CLIC
1999-10-05,4.38,CLIC
1999-10-06,5.03,CLIC
1999-10-07,4.2,CLIC
1999-10-08,8.39,CLIC
1999-10-09,5.77,CLIC
1999-10-10,4.78,CLIC
1999-10-11,6.21,CLIC
1999-10-12,5.33,CLIC
1999-10-13,8.71,CLIC
1999-10-14,4.15,CLIC
1999-10-15,8.72,CLIC
1999-10-16,5.95,CLIC
1999-10-18,1,CLIC
1999-10-19,1.85,CLIC
1999-10-20,1.36,CLIC
1999-10-21,4.05,CLIC
1999-10-22,4.61,CLIC
1999-10-23,4.91,CLIC
1999-10-24,6.01,CLIC
1999-10-25,4.17,CLIC
1999-10-26,4.04,CLIC
1999-10-27,5,CLIC
1999-10-28,5.96,CLIC
1999-10-29,4.9,CLIC
1999-10-30,6.05,CLIC
1999-10-31,6.01,CLIC
1999-11-01,5.04,CLIC
1999-11-02,3.52,CLIC
1999-11-03,5.29,CLIC
1999-11-04,2.69,CLIC
1999-11-05,4.25,CLIC
1999-11-06,5.04,CLIC
1999-11-07,5.76,CLIC
1999-11-08,3.34,CLIC
1999-11-09,4.45,CLIC
1999-11-10,3.55,CLIC
1999-11-11,5.1,CLIC
1999-11-12,3.15,CLIC
1999-11-13,4.55,CLIC
1999-11-14,4.35,CLIC
1999-11-15,5.5,CLIC
1999-11-16,5.25,CLIC
1999-11-17,5,CLIC
1999-11-18,3.13,CLIC
1999-11-19,3.14,CLIC
1999-11-20,5.13,CLIC
1999-11-21,4.1,CLIC
1999-11-22,3.12,CLIC
1999-11-23,3.48,CLIC
1999-11-24,0.79,CLIC
1999-11-25,1.62,CLIC
1999-11-26,2.09,CLIC
1999-11-27,2.09,CLIC
1999-11-28,4.06,CLIC
1999-11-29,4.05,CLIC
1999-11-30,2.2,CLIC
1999-12-01,2.23,CLIC
1999-12-02,5.32,CLIC
1999-12-03,4.75,CLIC
1999-12-04,5.1,CLIC
1999-12-05,3.48,CLIC
1999-12-06,4.84,CLIC
1999-12-07,2.24,CLIC
1999-12-08,3.14,CLIC
1999-12-09,3.8,CLIC
1999-12-10,2.9,CLIC
1999-12-11,2.8,CLIC
1999-12-12,5.1,CLIC
1999-12-13,5.19,CLIC
1999-12-14,3.26,CLIC
1999-12-15,3.2,CLIC
1999-12-16,4.15,CLIC
1999-12-17,2.27,CLIC
1999-12-18,3.1,CLIC
1999-12-19,3.41,CLIC
1999-12-20,4.02,CLIC
1999-12-21,2.11,CLIC
1999-12-22,0.17,CLIC
1999-12-23,0.2,CLIC
1999-12-24,0.15,CLIC
1999-12-25,0.25,CLIC
1999-12-26,0.35,CLIC
1999-12-27,0.33,CLIC
1999-12-28,1.24,CLIC
1999-12-29,1.78,CLIC
1999-12-30,3,CLIC
1999-12-31,4.05,CLIC
2000-01-01,2.86,CLIC
2000-01-02,4.81,CLIC
2000-01-03,4.2,CLIC
2000-01-04,3.74,CLIC
2000-01-05,3.36,CLIC
2000-01-06,3.5,CLIC
2000-01-07,4,CLIC
2000-01-08,3,CLIC
2000-01-09,3.42,CLIC
2000-01-10,4.01,CLIC
2000-01-11,2.96,CLIC
2000-01-12,3.36,CLIC
2000-01-13,3.6,CLIC
2000-01-14,0.83,CLIC
2000-01-15,1,CLIC
2000-01-16,2.88,CLIC
2000-01-17,3.04,CLIC
2000-01-18,4.31,CLIC
2000-01-19,3.75,CLIC
2000-01-20,3.98,CLIC
2000-01-21,4.38,CLIC
2000-01-22,3.95,CLIC
2000-01-23,3.95,CLIC
2000-01-24,4.05,CLIC
2000-01-25,3.93,CLIC
2000-01-26,4.67,CLIC
2000-01-27,4.03,CLIC
2000-01-28,1.82,CLIC
2000-01-29,0.18,CLIC
2000-01-30,0.22,CLIC
2000-01-31,0.89,CLIC
2000-02-01,0.06,CLIC
2000-02-02,0.4,CLIC
2000-02-03,3.47,CLIC
2000-02-04,3.63,CLIC
2000-02-05,3.89,CLIC
2000-02-06,4.74,CLIC
2000-02-07,3.16,CLIC
2000-02-08,5.2,CLIC
2000-02-09,4.42,CLIC
2000-02-10,4.86,CLIC
2000-02-11,7.52,CLIC
2000-02-12,8.89,CLIC
2000-02-13,7.76,CLIC
2000-02-14,4.58,CLIC
2000-02-15,4.72,CLIC
2000-02-16,4.43,CLIC
2000-02-17,4.42,CLIC
2000-02-18,1.58,CLIC
2000-02-19,1.42,CLIC
2000-02-20,0.9,CLIC
2000-02-21,5.05,CLIC
2000-02-22,3.35,CLIC
2000-02-23,4.37,CLIC
2000-02-24,6.05,CLIC
2000-02-25,5.02,CLIC
2000-02-26,7.2,CLIC
2000-02-27,6.46,CLIC
2000-02-28,3.96,CLIC
2000-02-29,8.26,CLIC
2000-03-01,7.06,CLIC
2000-03-02,5.65,CLIC
2000-03-03,6.17,CLIC
2000-03-04,6.29,CLIC
2000-03-05,4.8,CLIC
2000-03-06,4.7,CLIC
2000-03-07,7.15,CLIC
2000-03-08,7.05,CLIC
2000-03-09,5.59,CLIC
2000-03-10,7.31,CLIC
2000-03-11,8.15,CLIC
2000-03-12,7.88,CLIC
2000-03-13,6.07,CLIC
2000-03-14,3.25,CLIC
2000-03-15,4.3,CLIC
2000-03-16,4.3,CLIC
2000-03-17,4.45,CLIC
2000-03-18,4.25,CLIC
2000-03-19,3.75,CLIC
2000-03-20,6.5,CLIC
2000-03-21,5.77,CLIC
2000-03-22,7.84,CLIC
2000-03-23,9.17,CLIC
2000-03-24,6.77,CLIC
2000-03-25,5.98,CLIC
2000-03-26,6.26,CLIC
2000-03-27,5.8,CLIC
2000-03-28,7.02,CLIC
2000-03-29,9.08,CLIC
2000-03-30,7.95,CLIC
2000-03-31,10.1,CLIC
2000-04-01,5.8,CLIC
2000-04-02,4.38,CLIC
2000-04-03,5.87,CLIC
2000-04-04,7.02,CLIC
2000-04-05,8.08,CLIC
2000-04-06,8.77,CLIC
2000-04-07,7.87,CLIC
2000-04-08,3.05,CLIC
2000-04-09,5.84,CLIC
2000-04-10,6.28,CLIC
2000-04-11,7.76,CLIC
2000-04-12,3.8,CLIC
2000-04-13,6.07,CLIC
2000-04-14,7.15,CLIC
2000-04-15,4.8,CLIC
2000-04-16,5.8,CLIC
2000-04-17,4.05,CLIC
2000-04-18,8.32,CLIC
2000-04-19,10.26,CLIC
2000-04-20,4.25,CLIC
2000-04-21,6.26,CLIC
2000-04-22,9.81,CLIC
2000-04-23,8.67,CLIC
2000-04-24,8.88,CLIC
2000-04-25,9.71,CLIC
2000-04-26,5.94,CLIC
2000-04-27,6.44,CLIC
2000-04-28,7.11,CLIC
2000-04-29,5.8,CLIC
2000-04-30,8.96,CLIC
2000-05-01,3.34,CLIC
2000-05-02,3,CLIC
2000-05-03,8.43,CLIC
2000-05-04,9.27,CLIC
2000-05-05,7.94,CLIC
2000-05-06,7.23,CLIC
2000-05-07,7.21,CLIC
2000-05-08,7.53,CLIC
2000-05-09,8.18,CLIC
2000-05-10,6.62,CLIC
2000-05-11,8.8,CLIC
2000-05-12,6.05,CLIC
2000-05-13,0,CLIC
2000-05-14,8.35,CLIC
2000-05-15,8.45,CLIC
2000-05-16,8.9,CLIC
2000-05-17,9.07,CLIC
