Estación: ,C19185,EL CANADA
2002-10-01,7.29,CLIC
2002-10-02,6.4,CLIC
2002-10-03,7.97,CLIC
2002-10-04,8.26,CLIC
2002-10-05,7.16,CLIC
2002-10-06,6.61,CLIC
2002-10-07,6.7,CLIC
2002-10-08,6.9,CLIC
2002-10-09,5.29,CLIC
2002-10-10,6.4,CLIC
2002-10-11,7.74,CLIC
2002-10-12,8.3,CLIC
2002-10-13,8.9,CLIC
2002-10-14,8.76,CLIC
2002-10-15,4.8,CLIC
2002-10-16,5.07,CLIC
2002-10-17,2.93,CLIC
2002-10-18,4.34,CLIC
2002-10-19,5.76,CLIC
2002-10-20,3.9,CLIC
2002-10-21,5.5,CLIC
2002-10-22,5.9,CLIC
2002-10-23,5.04,CLIC
2002-10-24,5.96,CLIC
2002-10-25,4.74,CLIC
2002-10-26,3.26,CLIC
2002-10-27,4.69,CLIC
2002-10-28,4.01,CLIC
2002-10-29,3.97,CLIC
2002-10-30,2.93,CLIC
2002-10-31,2.06,CLIC
2002-11-01,0.44,CLIC
2002-11-02,2.3,CLIC
2002-11-03,2.54,CLIC
2002-11-04,2.06,CLIC
2002-11-05,4.34,CLIC
2002-11-06,5.66,CLIC
2002-11-07,5.45,CLIC
2002-11-08,5.05,CLIC
2002-11-09,5.1,CLIC
2002-11-10,6.07,CLIC
2002-11-11,5.33,CLIC
2002-11-12,5.1,CLIC
2002-11-13,5,CLIC
2002-11-14,5.85,CLIC
2002-11-15,5.54,CLIC
2002-11-16,4.01,CLIC
2002-11-17,4.6,CLIC
2002-11-18,5.37,CLIC
2002-11-19,4.93,CLIC
2002-11-20,4.49,CLIC
2002-11-21,5.11,CLIC
2002-11-22,5.16,CLIC
2002-11-23,5.24,CLIC
2002-11-24,5.04,CLIC
2002-11-25,4.65,CLIC
2002-11-26,4.31,CLIC
2002-11-27,4.64,CLIC
2002-11-28,3.1,CLIC
2002-11-29,3.66,CLIC
2002-11-30,4.54,CLIC
2004-01-03,4.33,CLIC
2004-01-04,4.67,CLIC
2004-01-05,2.28,CLIC
2004-01-06,3.75,CLIC
2004-01-07,3.11,CLIC
2004-01-08,3.88,CLIC
2004-01-09,4,CLIC
2004-01-10,3.86,CLIC
2004-01-11,3.32,CLIC
2004-01-12,3.83,CLIC
2004-01-13,3.87,CLIC
2004-01-14,3.95,CLIC
2004-01-15,3.29,CLIC
2004-01-16,3.88,CLIC
2004-01-17,4.02,CLIC
2004-01-18,3.85,CLIC
2004-01-19,3.98,CLIC
2004-01-20,4.05,CLIC
2004-01-21,3.07,CLIC
2004-01-22,1.93,CLIC
2004-01-23,0.7,CLIC
2004-01-24,3.54,CLIC
2004-01-25,3.76,CLIC
2004-01-26,6.07,CLIC
2004-01-27,3.93,CLIC
2004-01-28,3.14,CLIC
2004-01-29,3.8,CLIC
2004-01-30,3.18,CLIC
2004-01-31,4.01,CLIC
2004-02-01,5.8,CLIC
2004-02-02,4.07,CLIC
2004-02-03,3.88,CLIC
2004-02-04,5.71,CLIC
2004-02-05,4.13,CLIC
2004-02-06,4.19,CLIC
2004-02-07,3.6,CLIC
2004-02-08,3.77,CLIC
2004-02-09,5.45,CLIC
2004-02-10,4.05,CLIC
2004-02-11,3.02,CLIC
2004-02-12,2.98,CLIC
2004-02-13,2.09,CLIC
2004-02-14,3.15,CLIC
2004-02-15,4.16,CLIC
2004-02-16,4.73,CLIC
2004-02-17,5.8,CLIC
2004-02-18,3.21,CLIC
2004-02-19,4.21,CLIC
2004-02-20,5.7,CLIC
2004-02-21,2.64,CLIC
2004-02-22,3.56,CLIC
2004-02-23,5.4,CLIC
2004-02-24,4.6,CLIC
2004-02-25,5.34,CLIC
2004-02-26,4.6,CLIC
2004-02-27,3.06,CLIC
2004-02-28,3.14,CLIC
2004-02-29,5.36,CLIC
2004-03-01,6.01,CLIC
2004-03-02,5.49,CLIC
2004-03-03,4.05,CLIC
2004-03-04,5.95,CLIC
2004-03-05,6.16,CLIC
2004-03-06,4.09,CLIC
2004-03-07,5.71,CLIC
2004-03-08,4.13,CLIC
2004-03-09,6.31,CLIC
2004-03-10,5.44,CLIC
2004-03-11,3.08,CLIC
2004-03-12,2.48,CLIC
2004-03-13,2.25,CLIC
2004-03-14,1.16,CLIC
2004-03-15,3.08,CLIC
2004-03-16,5.01,CLIC
2004-03-17,4.5,CLIC
2004-03-18,4.81,CLIC
2004-03-19,3.12,CLIC
2004-03-20,2.27,CLIC
2004-03-21,2.8,CLIC
2004-03-22,2.13,CLIC
2004-03-23,2.58,CLIC
2004-03-24,2.68,CLIC
2004-03-25,3.1,CLIC
2004-03-26,5.24,CLIC
2004-03-27,4.53,CLIC
2004-03-28,1.53,CLIC
2004-03-29,3.5,CLIC
2004-03-30,4.05,CLIC
2004-03-31,5.39,CLIC
2004-04-01,6.01,CLIC
2004-04-02,6.3,CLIC
2004-04-03,5.02,CLIC
2004-04-04,4.97,CLIC
2004-04-05,3.26,CLIC
2004-04-06,5.3,CLIC
2004-04-07,5.56,CLIC
2004-04-08,4.1,CLIC
2004-04-09,5.03,CLIC
2004-04-10,6.65,CLIC
2004-04-11,2.48,CLIC
2004-04-12,4.13,CLIC
2004-04-13,5.79,CLIC
2004-04-14,6.08,CLIC
2004-04-15,7.06,CLIC
2004-04-16,4.7,CLIC
2004-04-17,6.2,CLIC
2004-04-18,5.86,CLIC
2004-04-19,6.01,CLIC
2004-04-20,5.76,CLIC
2004-04-21,6.89,CLIC
2004-04-22,7.8,CLIC
2004-04-23,3.05,CLIC
2004-04-24,3.2,CLIC
2004-04-25,1.5,CLIC
2004-04-26,1.97,CLIC
2004-04-27,2.83,CLIC
2004-04-28,5.1,CLIC
2004-04-29,6.03,CLIC
2004-04-30,7.09,CLIC
2004-05-01,4.98,CLIC
2004-05-02,4.81,CLIC
2004-05-03,6.71,CLIC
2004-05-04,6.18,CLIC
2004-05-05,6.07,CLIC
2004-05-06,8.27,CLIC
2004-05-07,7.09,CLIC
2004-05-08,6.77,CLIC
2004-05-09,6.73,CLIC
2004-05-10,6.96,CLIC
2004-05-11,7.95,CLIC
2004-05-12,8.03,CLIC
2004-05-13,10.16,CLIC
2004-05-14,9.2,CLIC
2004-05-15,5.1,CLIC
2004-05-16,4.98,CLIC
2004-05-17,6.41,CLIC
2004-05-18,7.16,CLIC
2004-05-19,7.16,CLIC
2004-05-20,6.9,CLIC
2004-05-21,5.01,CLIC
2004-05-22,6.05,CLIC
2004-05-23,7.05,CLIC
2004-05-24,6.88,CLIC
2004-05-25,6.97,CLIC
2004-05-26,7.16,CLIC
2004-05-27,8.16,CLIC
2004-05-28,8.16,CLIC
2004-05-29,9.02,CLIC
2004-05-30,8.96,CLIC
2004-05-31,9.15,CLIC
2004-06-01,8.45,CLIC
2004-06-02,7.13,CLIC
2004-06-03,6.21,CLIC
2004-06-04,5.97,CLIC
2004-06-05,7.26,CLIC
2004-06-06,6.6,CLIC
2004-06-07,4.86,CLIC
2004-06-08,6.54,CLIC
2004-06-09,5.96,CLIC
2004-06-10,6.8,CLIC
2004-06-11,7.13,CLIC
2004-06-12,7.85,CLIC
2004-06-13,8.16,CLIC
2004-06-14,8.16,CLIC
2004-06-15,8.71,CLIC
2004-06-16,8.93,CLIC
2004-06-17,7.96,CLIC
2004-06-18,7.81,CLIC
2004-06-19,8.02,CLIC
2004-06-20,7.83,CLIC
2004-06-21,8.29,CLIC
2004-06-22,6.68,CLIC
2004-06-23,6.82,CLIC
2004-06-24,7.69,CLIC
2004-06-25,8.09,CLIC
2004-06-26,7.61,CLIC
2004-06-27,6.6,CLIC
2004-06-28,6.03,CLIC
2004-06-29,5.88,CLIC
2004-06-30,5.24,CLIC
2004-07-01,7.67,CLIC
2004-07-02,7.16,CLIC
2004-07-03,7.21,CLIC
2004-07-04,8.11,CLIC
2004-07-05,7.91,CLIC
2004-07-06,8.86,CLIC
2004-07-07,8.11,CLIC
2004-07-08,8.73,CLIC
2004-07-09,7.96,CLIC
2004-07-10,8.04,CLIC
2004-07-11,6.16,CLIC
2004-07-12,6.61,CLIC
2004-07-13,8.01,CLIC
2004-07-14,8.19,CLIC
2004-07-15,7.14,CLIC
2004-07-16,7.68,CLIC
2004-07-17,8.03,CLIC
2004-07-18,7.62,CLIC
2004-07-19,8.33,CLIC
2004-07-20,9.1,CLIC
2004-07-21,7.15,CLIC
2004-07-22,5.02,CLIC
2004-07-23,6.11,CLIC
2004-07-24,7.14,CLIC
2004-07-25,6.41,CLIC
2004-07-26,6.08,CLIC
2004-07-27,9.16,CLIC
2004-07-28,8.77,CLIC
2004-07-29,6.81,CLIC
2004-07-30,8.73,CLIC
2004-07-31,8.04,CLIC
2004-08-01,8.76,CLIC
2004-08-02,9.11,CLIC
2004-08-03,7.69,CLIC
2004-08-04,8.18,CLIC
2004-08-05,7.91,CLIC
2004-08-06,8.1,CLIC
2004-08-07,9.16,CLIC
2004-08-08,7.65,CLIC
2004-08-09,0.36,CLIC
2004-08-10,5.1,CLIC
2004-08-11,6.61,CLIC
2004-08-12,6.08,CLIC
2004-08-13,6.01,CLIC
2004-08-14,5.07,CLIC
2004-08-15,4.86,CLIC
2004-08-16,5.76,CLIC
2004-08-17,5.81,CLIC
2004-08-18,6.17,CLIC
2004-08-19,7.03,CLIC
2004-08-20,7.08,CLIC
2004-08-21,6.4,CLIC
2004-08-22,6.97,CLIC
2004-08-23,7.14,CLIC
2004-08-24,7.93,CLIC
2004-08-25,8.1,CLIC
2004-08-26,8.11,CLIC
2004-08-27,7.83,CLIC
2004-08-28,3.81,CLIC
2004-08-29,5.8,CLIC
2004-08-30,5.1,CLIC
2004-08-31,5.16,CLIC
2004-09-01,0.75,CLIC
2004-09-02,0.7,CLIC
2004-09-03,5.1,CLIC
2004-09-04,5.61,CLIC
2004-09-05,6.3,CLIC
2004-09-06,5.61,CLIC
2004-09-07,4.81,CLIC
2004-09-08,4.05,CLIC
2004-09-09,5.11,CLIC
2004-09-10,5.6,CLIC
2004-09-11,5.89,CLIC
2004-09-12,6.04,CLIC
2004-09-13,6.96,CLIC
2004-09-14,7.13,CLIC
2004-09-15,7.11,CLIC
2004-09-16,7.16,CLIC
2004-09-17,5.33,CLIC
2004-09-18,4.62,CLIC
2004-09-19,5.7,CLIC
2004-09-20,4.71,CLIC
2004-09-21,5.08,CLIC
2004-09-22,5.16,CLIC
2004-09-23,4.97,CLIC
2004-09-24,3.68,CLIC
2004-09-25,5.36,CLIC
2004-09-26,3.97,CLIC
2004-09-27,3.76,CLIC
2004-09-28,4.77,CLIC
2004-09-29,5.06,CLIC
2004-09-30,4.73,CLIC
2004-10-01,5.76,CLIC
2004-10-02,4.1,CLIC
2004-10-03,4.76,CLIC
2004-10-04,5.11,CLIC
2004-10-05,4.16,CLIC
2004-10-06,5.03,CLIC
2004-10-07,5.13,CLIC
2004-10-08,5.16,CLIC
2004-10-09,4.08,CLIC
2004-10-10,4.19,CLIC
2004-10-11,5.06,CLIC
2004-10-12,5.14,CLIC
2004-10-13,5.13,CLIC
2004-10-14,3.76,CLIC
2004-10-15,5.18,CLIC
2004-10-16,5.01,CLIC
2004-10-17,6.04,CLIC
2004-10-18,7.86,CLIC
2004-10-19,6.91,CLIC
2004-10-20,7.81,CLIC
2004-10-21,5.61,CLIC
2004-10-22,6.83,CLIC
2004-10-23,6.44,CLIC
2004-10-24,6.6,CLIC
2004-10-25,5.43,CLIC
2004-10-26,5.09,CLIC
2004-10-27,5.6,CLIC
2004-10-28,5.12,CLIC
2004-10-29,5.04,CLIC
2004-10-30,5.63,CLIC
2004-10-31,4.7,CLIC
2004-11-01,4.05,CLIC
2004-11-02,4.19,CLIC
2004-11-03,3.66,CLIC
2004-11-04,5.16,CLIC
2004-11-05,5.7,CLIC
2004-11-06,5.33,CLIC
2004-11-07,7.81,CLIC
2004-11-08,5.87,CLIC
2004-11-09,5.66,CLIC
2004-11-10,6.4,CLIC
2004-11-11,5.1,CLIC
2004-11-12,4.4,CLIC
2004-11-13,3.1,CLIC
2004-11-14,2.77,CLIC
2004-11-15,2.14,CLIC
2004-11-16,2.88,CLIC
2004-11-17,3.76,CLIC
2004-11-18,5.12,CLIC
2004-11-19,4.77,CLIC
2004-11-20,5.06,CLIC
2004-11-21,5.06,CLIC
2004-11-22,5.74,CLIC
2004-11-23,6.06,CLIC
2004-11-24,3.88,CLIC
2004-11-25,5.05,CLIC
2004-11-26,4.01,CLIC
2004-11-27,4.05,CLIC
2004-11-28,4.8,CLIC
2004-11-29,4.1,CLIC
2004-11-30,3.3,CLIC
2005-01-03,7.75,CLIC
2005-01-04,6.2,CLIC
2005-01-05,5.6,CLIC
2005-01-06,4.07,CLIC
2005-01-07,4.27,CLIC
2005-01-08,5.66,CLIC
2005-01-09,4.06,CLIC
2005-01-10,5.88,CLIC
2005-01-11,7.15,CLIC
2005-01-12,6.22,CLIC
2005-01-13,4.16,CLIC
2005-01-14,4.07,CLIC
2005-01-15,4.71,CLIC
2005-01-16,5.86,CLIC
2005-01-17,3.05,CLIC
2005-01-18,2.55,CLIC
2005-01-19,3.73,CLIC
2005-01-20,4.06,CLIC
2005-01-21,5.06,CLIC
2005-01-22,3.88,CLIC
2005-01-23,3.76,CLIC
2005-01-24,3.79,CLIC
2005-01-25,4.81,CLIC
2005-01-26,5.08,CLIC
2005-01-27,4.88,CLIC
2005-01-28,4.73,CLIC
2005-01-29,1.6,CLIC
2005-01-30,2.59,CLIC
2005-01-31,2.21,CLIC
2005-02-01,2.07,CLIC
2005-02-02,0.06,CLIC
2005-02-03,2.01,CLIC
2005-02-04,1.81,CLIC
2005-02-05,3.7,CLIC
2005-02-06,3.55,CLIC
2005-02-07,4.75,CLIC
2005-02-08,4.07,CLIC
2005-02-09,3.14,CLIC
2005-02-10,2.21,CLIC
2005-02-11,2.06,CLIC
2005-02-12,3.16,CLIC
2005-02-13,6.25,CLIC
2005-02-14,5.97,CLIC
2005-02-15,6.63,CLIC
2005-02-16,5.06,CLIC
2005-02-17,2.96,CLIC
2005-02-18,2.03,CLIC
2005-02-19,2.11,CLIC
2005-02-20,3.96,CLIC
2005-02-21,3.88,CLIC
2005-02-22,4.25,CLIC
2005-02-23,6.1,CLIC
2005-02-24,5.66,CLIC
2005-02-25,2.37,CLIC
2005-02-26,2.68,CLIC
2005-02-27,3.83,CLIC
2005-02-28,5.22,CLIC
2005-03-01,5.4,CLIC
2005-03-02,3.03,CLIC
2005-03-03,4.01,CLIC
2005-03-04,4.1,CLIC
2005-03-05,3.44,CLIC
2005-03-06,2.91,CLIC
2005-03-07,5.06,CLIC
2005-03-08,2.15,CLIC
2005-03-09,5.8,CLIC
2005-03-10,6.14,CLIC
2005-03-11,5.66,CLIC
2005-03-12,6.42,CLIC
2005-03-13,8.83,CLIC
2005-03-14,5.06,CLIC
2005-03-15,2.94,CLIC
2005-03-16,4.99,CLIC
2005-03-17,5.01,CLIC
2005-03-18,6.05,CLIC
2005-03-19,5.73,CLIC
2005-03-20,6.25,CLIC
2005-03-21,8.44,CLIC
2005-03-22,5.82,CLIC
2005-03-23,7.6,CLIC
2005-03-24,6.43,CLIC
2005-03-25,7.19,CLIC
2005-03-26,7.45,CLIC
2005-03-27,4.4,CLIC
2005-03-28,5.43,CLIC
2005-03-29,6.07,CLIC
2005-03-30,8.76,CLIC
2005-03-31,7.74,CLIC
2005-04-01,5.45,CLIC
2005-04-02,4.05,CLIC
2005-04-03,4.33,CLIC
2005-04-04,5.67,CLIC
2005-04-05,8.85,CLIC
2005-04-06,8.16,CLIC
2005-04-07,6.89,CLIC
2005-04-08,6.16,CLIC
2005-04-09,7.08,CLIC
2005-04-10,6.7,CLIC
2005-04-11,6.06,CLIC
2005-04-12,5.93,CLIC
2005-04-13,6.03,CLIC
2005-04-14,6.87,CLIC
2005-04-15,5.16,CLIC
2005-04-16,4.15,CLIC
2005-04-17,4.11,CLIC
2005-04-18,4.21,CLIC
2005-04-19,5.3,CLIC
2005-04-20,5.87,CLIC
2005-04-21,6.16,CLIC
2005-04-22,7.88,CLIC
2005-04-23,4.01,CLIC
2005-04-24,4.1,CLIC
2005-04-25,5.15,CLIC
2005-04-26,5.75,CLIC
2005-04-27,4.95,CLIC
2005-04-28,7.04,CLIC
2005-04-29,9.01,CLIC
2005-04-30,4.99,CLIC
2005-05-01,5.01,CLIC
2005-05-02,2.5,CLIC
2005-05-03,1.16,CLIC
2005-05-04,2.29,CLIC
2005-05-05,1.25,CLIC
2005-05-06,2.44,CLIC
2005-05-07,5.66,CLIC
2005-05-08,7.64,CLIC
2005-05-09,6.86,CLIC
2005-05-10,6.74,CLIC
2005-05-11,4.61,CLIC
2005-05-12,5.18,CLIC
2005-05-13,5.1,CLIC
2005-05-14,5.88,CLIC
2005-05-15,3.17,CLIC
2005-05-16,3.3,CLIC
2005-05-17,5.71,CLIC
2005-05-18,6.05,CLIC
2005-05-19,7.15,CLIC
2005-05-20,6.88,CLIC
2005-05-21,5.71,CLIC
2005-05-22,4.05,CLIC
2005-05-23,4.17,CLIC
2005-05-24,8.02,CLIC
2005-05-25,9.17,CLIC
2005-05-26,6.88,CLIC
2005-05-27,5.97,CLIC
2005-05-28,4.88,CLIC
2005-05-29,7.96,CLIC
2005-05-30,8.66,CLIC
2005-05-31,8.75,CLIC
2005-06-01,8.74,CLIC
2005-06-02,7.58,CLIC
2005-06-03,7.69,CLIC
2005-06-04,6.97,CLIC
2005-06-05,6.56,CLIC
2005-06-06,7.44,CLIC
2005-06-07,7.61,CLIC
2005-06-08,8.6,CLIC
2005-06-09,8.11,CLIC
2005-06-10,8.19,CLIC
2005-06-11,7.44,CLIC
2005-06-12,6.58,CLIC
2005-06-13,7.88,CLIC
2005-06-14,7.91,CLIC
2005-06-15,7.63,CLIC
2005-06-16,9.05,CLIC
2005-06-17,9.05,CLIC
2005-06-18,9.17,CLIC
2005-06-19,6.81,CLIC
2005-06-20,6.47,CLIC
2005-06-21,6.57,CLIC
2005-06-22,6.81,CLIC
2005-06-23,7.02,CLIC
2005-06-24,6.92,CLIC
2005-06-25,8.19,CLIC
2005-06-26,8.97,CLIC
2005-06-27,9.93,CLIC
2005-06-28,9.77,CLIC
2005-06-29,8.93,CLIC
2005-06-30,9.15,CLIC
2005-08-01,6.31,CLIC
2005-08-02,5.45,CLIC
2005-08-03,6.03,CLIC
2005-08-04,7.48,CLIC
2005-08-05,6.16,CLIC
2005-08-06,7.18,CLIC
2005-08-07,7.71,CLIC
2005-08-08,7.21,CLIC
2005-08-09,7.16,CLIC
2005-08-10,7.83,CLIC
2005-08-11,7.15,CLIC
2005-08-12,7.26,CLIC
2005-08-13,7.14,CLIC
2005-08-14,7.93,CLIC
2005-08-15,6.95,CLIC
2005-08-16,7.32,CLIC
2005-08-17,7.22,CLIC
2005-08-18,7.01,CLIC
2005-08-19,7.21,CLIC
2005-08-20,8.16,CLIC
2005-08-21,7.14,CLIC
2005-08-22,7.45,CLIC
2005-08-23,7.88,CLIC
2005-08-24,7.45,CLIC
2005-08-25,8.02,CLIC
2005-08-26,8.16,CLIC
2005-08-27,8.5,CLIC
2005-08-28,8.27,CLIC
2005-08-29,8.36,CLIC
2005-08-30,9.05,CLIC
2005-08-31,8.91,CLIC
2005-09-01,5.16,CLIC
2005-09-02,5.8,CLIC
2005-09-03,5.04,CLIC
2005-09-04,6.19,CLIC
2005-09-05,6.11,CLIC
2005-09-06,6.71,CLIC
2005-09-07,4.16,CLIC
2005-09-08,5.25,CLIC
2005-09-09,4.91,CLIC
2005-09-10,5.98,CLIC
2005-09-11,4.19,CLIC
2005-09-12,6.1,CLIC
2005-09-13,6.93,CLIC
2005-09-14,7.11,CLIC
2005-09-15,7.62,CLIC
2005-09-16,7.1,CLIC
2005-09-17,7.31,CLIC
2005-09-18,6.98,CLIC
2005-09-19,7.01,CLIC
2005-09-20,6.76,CLIC
2005-09-21,6.5,CLIC
2005-09-22,7.15,CLIC
2005-09-23,8.19,CLIC
2005-09-24,8.21,CLIC
2005-09-25,7.83,CLIC
2005-09-26,7.73,CLIC
2005-09-27,7.96,CLIC
2005-09-28,8.03,CLIC
2005-09-29,8.14,CLIC
2005-09-30,7.12,CLIC
2005-10-01,6.96,CLIC
2005-10-02,5.85,CLIC
2005-10-03,5.21,CLIC
2005-10-04,4.98,CLIC
2005-10-05,3.55,CLIC
2005-10-06,4.16,CLIC
2005-10-07,3.76,CLIC
2005-10-08,4.66,CLIC
2005-10-09,5.04,CLIC
2005-10-10,6.31,CLIC
2005-10-11,5.11,CLIC
2005-10-12,4.2,CLIC
2005-10-13,1.26,CLIC
2005-10-14,0.55,CLIC
2005-10-15,8.45,CLIC
2005-10-16,5.21,CLIC
2005-10-17,5.11,CLIC
2005-10-18,5.11,CLIC
2005-10-19,5.98,CLIC
2005-10-20,5.98,CLIC
2005-10-21,6.01,CLIC
2005-10-22,5.96,CLIC
2005-10-23,3.88,CLIC
2005-10-24,3.11,CLIC
2005-10-25,4.75,CLIC
2005-10-26,4.75,CLIC
2005-10-27,3.88,CLIC
2005-10-28,1,CLIC
2005-10-29,1.97,CLIC
2005-10-30,4.91,CLIC
2005-10-31,5.08,CLIC
2005-11-01,4.11,CLIC
2005-11-02,3.86,CLIC
2005-11-03,4.19,CLIC
2005-11-04,5.75,CLIC
2005-11-05,6.41,CLIC
2005-11-06,6.16,CLIC
2005-11-07,6.22,CLIC
2005-11-08,6.13,CLIC
2005-11-09,6.11,CLIC
2005-11-10,6.18,CLIC
2005-11-11,6.77,CLIC
2005-11-12,7.44,CLIC
2005-11-13,5.94,CLIC
2005-11-14,6.18,CLIC
2005-11-15,4.1,CLIC
2005-11-16,4.21,CLIC
2005-11-17,1.68,CLIC
2005-11-18,5.36,CLIC
2005-11-19,4.51,CLIC
2005-11-20,4.29,CLIC
2005-11-21,5.6,CLIC
2005-11-22,5.71,CLIC
2005-11-23,5.91,CLIC
2005-11-24,5.87,CLIC
2005-11-25,6.2,CLIC
2005-11-26,6.36,CLIC
2005-11-27,4.25,CLIC
2005-11-28,4.15,CLIC
2005-11-29,4.4,CLIC
2005-11-30,6.77,CLIC
2005-12-01,6.77,CLIC
2005-12-02,5.96,CLIC
2005-12-03,5.96,CLIC
2005-12-04,6.03,CLIC
2006-07-05,5.3,CLIC
2006-07-06,2.8,CLIC
2006-07-07,7.98,CLIC
2006-07-08,4.96,CLIC
2006-07-09,5.1,CLIC
2006-07-10,11.61,CLIC
2006-07-11,7.7,CLIC
2006-07-12,8.95,CLIC
2006-07-13,8.75,CLIC
2006-07-14,5.92,CLIC
2006-07-15,6.6,CLIC
2006-07-16,7.19,CLIC
2006-07-17,7.29,CLIC
2006-07-18,8,CLIC
2006-07-19,8.53,CLIC
2006-07-20,5.71,CLIC
2006-07-21,11.63,CLIC
2006-07-22,7.39,CLIC
2006-07-23,3.01,CLIC
2006-07-24,9.27,CLIC
2006-07-25,8.41,CLIC
2006-07-26,9.91,CLIC
2006-07-27,8.04,CLIC
2006-07-28,8.05,CLIC
2006-07-29,8.15,CLIC
2006-07-30,1.15,CLIC
2006-07-31,11.3,CLIC
2006-08-01,10.41,CLIC
2006-08-02,8.45,CLIC
2006-08-03,9.94,CLIC
2006-08-04,6.76,CLIC
2006-08-05,8.17,CLIC
2006-08-06,8.9,CLIC
2006-08-07,4.06,CLIC
2006-08-08,5.6,CLIC
2006-08-09,7.99,CLIC
2006-08-10,10.34,CLIC
2006-08-11,9.01,CLIC
2006-08-12,5.5,CLIC
2006-08-13,6.13,CLIC
2006-08-14,5.57,CLIC
2006-08-15,7.4,CLIC
2006-08-16,8.24,CLIC
2006-08-17,6.41,CLIC
2006-08-18,8.38,CLIC
2006-08-19,5.67,CLIC
2006-08-20,6.74,CLIC
2006-08-21,6.41,CLIC
2006-08-22,7.06,CLIC
2006-08-23,7.84,CLIC
2006-08-24,9.8,CLIC
2006-08-25,4.36,CLIC
2006-08-26,4.84,CLIC
2006-08-27,9.85,CLIC
2006-08-28,9.11,CLIC
2006-08-29,8.74,CLIC
2006-08-30,8,CLIC
2006-08-31,8.04,CLIC
2006-09-01,3.66,CLIC
2006-09-02,3.44,CLIC
2006-09-03,7.81,CLIC
2006-09-04,7.29,CLIC
2006-09-05,6.08,CLIC
2006-09-06,6.18,CLIC
2006-09-07,4.5,CLIC
2006-09-08,5.61,CLIC
2006-09-09,10,CLIC
2006-09-10,7.98,CLIC
2006-09-11,4.11,CLIC
2006-09-12,5.16,CLIC
2006-09-13,4.54,CLIC
2006-09-14,6.06,CLIC
2006-09-15,5.88,CLIC
2006-09-16,7.18,CLIC
2006-09-17,5.92,CLIC
2006-09-18,6.28,CLIC
2006-09-19,5.28,CLIC
2006-09-20,5.41,CLIC
2006-09-21,8.21,CLIC
2006-09-22,9.44,CLIC
2006-09-23,6.41,CLIC
2006-09-24,2.76,CLIC
2006-09-25,5.14,CLIC
2006-09-26,6.06,CLIC
2006-09-27,6.48,CLIC
2006-09-28,6.81,CLIC
2006-09-29,5.49,CLIC
2006-09-30,6.11,CLIC
2006-10-01,0.38,CLIC
2006-10-02,5.66,CLIC
2006-10-03,5.81,CLIC
2006-10-04,5.43,CLIC
2006-10-05,6.41,CLIC
2006-10-06,6.11,CLIC
2006-10-07,5.96,CLIC
2006-10-08,6.17,CLIC
2006-10-09,6.84,CLIC
2006-10-10,8.44,CLIC
2006-10-11,7.18,CLIC
2006-10-12,6.96,CLIC
2006-10-13,3.15,CLIC
2006-10-14,2.94,CLIC
2006-10-15,3.78,CLIC
2006-10-16,4.08,CLIC
2006-10-17,6.94,CLIC
2006-10-18,7.08,CLIC
2006-10-19,5.16,CLIC
2006-10-20,3.87,CLIC
2006-10-21,4.66,CLIC
2006-10-22,3.21,CLIC
2006-10-23,2.86,CLIC
2006-10-24,3.4,CLIC
2006-10-25,5.78,CLIC
2006-10-26,0.44,CLIC
2006-10-27,5.4,CLIC
2006-10-28,5.53,CLIC
2006-10-29,5.98,CLIC
2006-10-30,6.11,CLIC
2006-10-31,5.03,CLIC
2006-11-01,3.86,CLIC
2006-11-02,2.91,CLIC
2006-11-03,2.05,CLIC
2006-11-04,0.1,CLIC
2006-11-05,4.15,CLIC
2006-11-06,5.55,CLIC
2006-11-07,5.93,CLIC
2006-11-08,6.18,CLIC
2006-11-09,5.43,CLIC
2006-11-10,6.46,CLIC
2006-11-11,4.05,CLIC
2006-11-12,4.95,CLIC
2006-11-13,3.45,CLIC
2006-11-14,5.67,CLIC
2006-11-15,7.16,CLIC
2006-11-16,6.4,CLIC
2006-11-17,5.61,CLIC
2006-11-18,5.64,CLIC
2006-11-19,4.88,CLIC
2006-11-20,4.75,CLIC
2006-11-21,4.17,CLIC
2006-11-22,5.35,CLIC
2006-11-23,4.6,CLIC
2006-11-24,5.11,CLIC
2006-11-25,5.9,CLIC
2006-11-26,4.08,CLIC
2006-11-27,4.92,CLIC
2006-11-28,6.1,CLIC
2006-11-29,6.76,CLIC
2006-11-30,6.14,CLIC
2007-01-03,1.25,CLIC
2007-01-04,5.45,CLIC
2007-01-05,6.7,CLIC
2007-01-06,4.7,CLIC
2007-01-07,2.77,CLIC
2007-01-08,5.03,CLIC
2007-01-09,4.71,CLIC
2007-01-10,4.71,CLIC
2007-01-11,4.16,CLIC
2007-01-12,5.01,CLIC
2007-01-13,3.01,CLIC
2007-01-14,4.07,CLIC
2007-01-15,3.04,CLIC
2007-01-16,2.1,CLIC
2007-01-17,2.5,CLIC
2007-01-18,1.15,CLIC
2007-01-19,2,CLIC
2007-01-20,3.03,CLIC
2007-01-21,5.1,CLIC
2007-01-22,8.18,CLIC
2007-01-23,3.12,CLIC
2007-01-24,1.75,CLIC
2007-01-25,8,CLIC
2007-01-26,4.05,CLIC
2007-01-27,4.85,CLIC
2007-01-28,5.2,CLIC
