Estación: ,C19029,LA ARENA. PESQUERIA
1982-05-06,3.1,CLIC
1982-05-07,4.6,CLIC
1982-05-08,2.8,CLIC
1982-05-09,3.1,CLIC
1982-05-10,3.3,CLIC
1982-05-11,5.5,CLIC
1982-05-12,4.1,CLIC
1982-05-13,3.7,CLIC
1982-05-14,4.6,CLIC
1982-05-15,5.2,CLIC
1982-05-16,4.9,CLIC
1982-05-17,4.7,CLIC
1982-05-18,3.4,CLIC
1982-05-19,5,CLIC
1982-05-20,4.9,CLIC
1982-05-21,3.7,CLIC
1982-05-22,1.7,CLIC
1982-05-23,1.5,CLIC
1982-05-24,4,CLIC
1982-05-25,1.8,CLIC
1982-05-26,4,CLIC
1982-05-27,5.7,CLIC
1982-05-28,7.2,CLIC
1982-05-29,9.3,CLIC
1982-05-30,7.7,CLIC
1982-05-31,5.1,CLIC
1982-06-01,8.3,CLIC
1982-06-02,5.8,CLIC
1982-06-03,8.2,CLIC
1982-06-04,9.1,CLIC
1982-06-05,9.4,CLIC
1982-06-06,9.5,CLIC
1982-06-07,9.6,CLIC
1982-06-08,6.2,CLIC
1982-06-09,8.6,CLIC
1982-06-10,9,CLIC
1982-06-11,10.2,CLIC
1982-06-12,4,CLIC
1982-06-13,6.4,CLIC
1982-06-14,10.1,CLIC
1982-06-15,10.1,CLIC
1982-06-16,6.2,CLIC
1982-06-17,10,CLIC
1982-06-18,7.9,CLIC
1982-06-19,9.1,CLIC
1982-06-20,7.1,CLIC
1982-06-21,9.6,CLIC
1982-06-22,9.2,CLIC
1982-06-23,11.5,CLIC
1982-06-24,11.3,CLIC
1982-06-25,9.6,CLIC
1982-06-26,7.9,CLIC
1982-06-27,16.3,CLIC
1982-06-28,12.5,CLIC
1982-06-29,12,CLIC
1982-06-30,13.9,CLIC
1982-07-01,11,CLIC
1982-07-02,5.5,CLIC
1982-07-03,5.5,CLIC
1982-07-04,7.6,CLIC
1982-07-05,6.9,CLIC
1982-07-06,5,CLIC
1982-07-07,5.8,CLIC
1982-07-08,9.7,CLIC
1982-07-09,11,CLIC
1982-07-10,11.4,CLIC
1982-07-11,11.1,CLIC
1982-07-12,11.3,CLIC
1982-07-13,10.5,CLIC
1982-07-14,8.2,CLIC
1982-07-15,8.9,CLIC
1982-07-16,8.8,CLIC
1982-07-17,4.8,CLIC
1982-07-18,7.9,CLIC
1982-07-19,11.3,CLIC
1982-07-20,12.9,CLIC
1982-07-21,11.5,CLIC
1982-07-22,10.2,CLIC
1982-07-23,10.9,CLIC
1982-07-24,11.1,CLIC
1982-07-25,12,CLIC
1982-07-26,11.7,CLIC
1982-07-27,12.6,CLIC
1982-07-28,11.6,CLIC
1982-07-29,12.7,CLIC
1982-07-30,8,CLIC
1982-07-31,8.6,CLIC
1982-08-01,11.9,CLIC
1982-08-02,8.9,CLIC
1982-08-03,10.5,CLIC
1982-08-04,13.4,CLIC
1982-08-05,11.7,CLIC
1982-08-06,10,CLIC
1982-08-07,7.8,CLIC
1982-08-08,2.4,CLIC
1982-08-09,3.5,CLIC
1982-08-10,8.9,CLIC
1982-08-11,10.4,CLIC
1982-08-12,13.1,CLIC
1982-08-13,10.2,CLIC
1982-08-14,10.1,CLIC
1982-08-15,9.7,CLIC
1982-08-16,11.7,CLIC
1982-08-17,8.9,CLIC
1982-08-18,9.9,CLIC
1982-08-19,8.8,CLIC
1982-08-20,7.7,CLIC
1982-08-21,8.3,CLIC
1982-08-22,8.8,CLIC
1982-08-23,10.6,CLIC
1982-08-24,12.9,CLIC
1982-08-25,9.8,CLIC
1982-08-26,9.2,CLIC
1982-08-27,10.1,CLIC
1982-08-28,10.5,CLIC
1982-08-29,8.8,CLIC
1982-08-30,9.7,CLIC
1982-08-31,9.9,CLIC
1982-09-01,10.5,CLIC
1982-09-02,9,CLIC
1982-09-03,6.4,CLIC
1982-09-04,4.4,CLIC
1982-09-05,8.1,CLIC
1982-09-06,5.4,CLIC
1982-09-07,9.5,CLIC
1982-09-08,6.8,CLIC
1982-09-09,7.3,CLIC
1982-09-10,6,CLIC
1982-09-11,10.2,CLIC
1982-09-12,7,CLIC
1982-09-13,9.5,CLIC
1982-09-14,2.5,CLIC
1982-09-15,6.2,CLIC
1982-09-16,7.5,CLIC
1982-09-17,7.1,CLIC
1982-09-18,8,CLIC
1982-09-19,6.6,CLIC
1982-09-20,10.9,CLIC
1982-09-22,4.9,CLIC
1982-09-23,4.4,CLIC
1982-09-24,4.9,CLIC
1982-09-25,6,CLIC
1982-09-26,9.2,CLIC
1982-09-27,9.3,CLIC
1982-09-28,5.8,CLIC
1982-09-29,4.4,CLIC
1982-09-30,7.9,CLIC
1982-10-01,11.5,CLIC
1982-10-02,8.2,CLIC
1982-10-03,6.1,CLIC
1982-10-04,6.8,CLIC
1982-10-05,4,CLIC
1982-10-06,6.2,CLIC
1982-10-07,1.8,CLIC
1982-10-08,4.8,CLIC
1982-10-09,3.9,CLIC
1982-10-10,1.1,CLIC
1982-10-11,3.3,CLIC
1982-10-12,1.2,CLIC
1982-10-13,2.5,CLIC
1982-10-14,1.5,CLIC
1982-10-15,3.8,CLIC
1982-10-16,2.6,CLIC
1982-10-17,5,CLIC
1982-10-18,4.7,CLIC
1982-10-19,5.3,CLIC
1982-10-20,4.6,CLIC
1982-10-21,1.7,CLIC
1982-10-22,2.1,CLIC
1982-10-23,2.7,CLIC
1982-10-24,1.5,CLIC
1982-10-25,2.5,CLIC
1982-10-26,2.1,CLIC
1982-10-27,6.5,CLIC
1982-10-28,4.1,CLIC
1982-10-29,4.5,CLIC
1982-10-30,4.2,CLIC
1982-10-31,5.8,CLIC
1982-11-01,5.3,CLIC
1982-11-02,3.2,CLIC
1982-11-03,4.1,CLIC
1982-11-04,3,CLIC
1982-11-05,3.9,CLIC
1982-11-06,3.4,CLIC
1982-11-07,6.2,CLIC
1982-11-08,3.1,CLIC
1982-11-09,4.1,CLIC
1982-11-10,5.3,CLIC
1982-11-11,5.1,CLIC
1982-11-12,5.9,CLIC
1982-11-13,6.4,CLIC
1982-11-14,6,CLIC
1982-11-15,5.2,CLIC
1982-11-16,3.7,CLIC
1982-11-17,2.3,CLIC
1982-11-18,3.4,CLIC
1982-11-19,2.3,CLIC
1982-11-20,3.1,CLIC
1982-11-21,4.4,CLIC
1982-11-22,2.3,CLIC
1982-11-23,3.1,CLIC
1982-11-24,3.7,CLIC
1982-11-25,2.2,CLIC
1982-11-26,1,CLIC
1982-11-27,2.3,CLIC
1982-11-28,1.8,CLIC
1982-11-29,2.7,CLIC
1982-11-30,2.1,CLIC
1982-12-01,2.1,CLIC
1982-12-02,2.7,CLIC
1982-12-03,0.4,CLIC
1982-12-04,6.7,CLIC
1982-12-05,1.5,CLIC
1982-12-06,2.8,CLIC
1982-12-07,2.9,CLIC
1982-12-08,1.6,CLIC
1982-12-09,0.4,CLIC
1982-12-10,1.1,CLIC
1982-12-11,2.1,CLIC
1982-12-12,1.8,CLIC
1982-12-13,2.5,CLIC
1982-12-14,1.4,CLIC
1982-12-15,2.9,CLIC
1982-12-16,2.8,CLIC
1982-12-17,2.3,CLIC
1982-12-18,2.7,CLIC
1982-12-19,4.6,CLIC
1982-12-20,1.3,CLIC
1982-12-21,2.6,CLIC
1982-12-22,1.8,CLIC
1982-12-23,2.8,CLIC
1982-12-24,7,CLIC
1982-12-25,5,CLIC
1982-12-26,5.2,CLIC
1982-12-27,2.7,CLIC
1982-12-28,1.8,CLIC
1982-12-29,1.4,CLIC
1982-12-30,0.7,CLIC
1982-12-31,0.9,CLIC
1983-01-01,0.2,CLIC
1983-01-02,0.9,CLIC
1983-01-03,1.1,CLIC
1983-01-04,2,CLIC
1983-01-05,2,CLIC
1983-01-06,1.2,CLIC
1983-01-07,2.8,CLIC
1983-01-08,3,CLIC
1983-01-09,1.7,CLIC
1983-01-10,2.7,CLIC
1983-01-11,1.8,CLIC
1983-01-12,3.1,CLIC
1983-01-13,2.5,CLIC
1983-01-14,1.4,CLIC
1983-01-15,0.3,CLIC
1983-01-16,0.8,CLIC
1983-01-17,1.2,CLIC
1983-01-18,0.6,CLIC
1983-01-19,0.2,CLIC
1983-01-20,0.5,CLIC
1983-01-21,1.5,CLIC
1983-01-22,0.9,CLIC
1983-01-23,2.1,CLIC
1983-01-24,4,CLIC
1983-01-25,3.8,CLIC
1983-01-26,3.1,CLIC
1983-01-27,3.8,CLIC
1983-01-28,3.6,CLIC
1983-01-29,5.6,CLIC
1983-01-30,2.9,CLIC
1983-01-31,4,CLIC
1983-02-01,5.2,CLIC
1983-02-02,5.8,CLIC
1983-02-03,1.7,CLIC
1983-02-04,0.1,CLIC
1983-02-05,1.8,CLIC
1983-02-06,1.5,CLIC
1983-02-07,2.3,CLIC
1983-02-08,4.1,CLIC
1983-02-09,6.5,CLIC
1983-02-10,5.6,CLIC
1983-02-11,0.8,CLIC
1983-02-12,2.4,CLIC
1983-02-13,3.7,CLIC
1983-02-14,4.2,CLIC
1983-02-15,6.8,CLIC
1983-02-16,4.7,CLIC
1983-02-17,4.2,CLIC
1983-02-18,4.6,CLIC
1983-02-19,4.2,CLIC
1983-02-20,5.4,CLIC
1983-02-21,7.1,CLIC
1983-02-22,4.8,CLIC
1983-02-23,3.6,CLIC
1983-02-24,3,CLIC
1983-02-25,0.1,CLIC
1983-02-26,3,CLIC
1983-02-27,1.7,CLIC
1983-02-28,4.7,CLIC
1983-03-01,4.3,CLIC
1983-03-02,4.3,CLIC
1983-03-03,5.1,CLIC
1983-03-04,9.9,CLIC
1983-03-05,10,CLIC
1983-03-06,8.2,CLIC
1983-03-07,6.9,CLIC
1983-03-08,5.4,CLIC
1983-03-09,4.6,CLIC
1983-03-10,3.2,CLIC
1983-03-11,7,CLIC
1983-03-12,0.3,CLIC
1983-03-13,2.8,CLIC
1983-03-14,3.8,CLIC
1983-03-15,6.9,CLIC
1983-03-16,6.1,CLIC
1983-03-17,5.2,CLIC
1983-03-18,4.3,CLIC
1983-03-19,6.6,CLIC
1983-03-20,6.6,CLIC
1983-03-21,2.6,CLIC
1983-03-22,0.7,CLIC
1983-03-23,5.3,CLIC
1983-03-24,6.3,CLIC
1983-03-25,7.9,CLIC
1983-03-26,7.2,CLIC
1983-03-27,9.2,CLIC
1983-03-28,3,CLIC
1983-03-29,3.3,CLIC
1983-03-30,5.3,CLIC
1983-03-31,8.2,CLIC
1983-04-01,13.3,CLIC
1983-04-02,5.5,CLIC
1983-04-03,7.6,CLIC
1983-04-04,7.9,CLIC
1983-04-05,8.7,CLIC
1983-04-06,3,CLIC
1983-04-07,7.8,CLIC
1983-04-08,5.3,CLIC
1983-04-09,5.9,CLIC
1983-04-10,7.3,CLIC
1983-04-11,8.2,CLIC
1983-04-12,9.4,CLIC
1983-04-13,12.7,CLIC
1983-04-14,9.3,CLIC
1983-04-15,7,CLIC
1983-04-16,7.3,CLIC
1983-04-17,8.7,CLIC
1983-04-18,6.5,CLIC
1983-04-19,10.5,CLIC
1983-04-20,10.1,CLIC
1983-04-21,7.8,CLIC
1983-04-22,12,CLIC
1983-04-23,11.8,CLIC
1983-04-24,8.6,CLIC
1983-04-25,5.3,CLIC
1983-04-26,7.4,CLIC
1983-04-27,5.4,CLIC
1983-04-28,8.6,CLIC
1983-04-29,6.9,CLIC
1983-04-30,9,CLIC
1983-05-01,9.5,CLIC
1983-05-02,17.6,CLIC
1983-05-03,9.6,CLIC
1983-05-04,13.8,CLIC
1983-05-05,9.2,CLIC
1983-05-06,12.7,CLIC
1983-05-07,4.3,CLIC
1983-05-08,3.8,CLIC
1983-05-09,5.8,CLIC
1983-05-10,7.7,CLIC
1983-05-11,8.6,CLIC
1983-05-12,7.7,CLIC
1983-05-13,7.7,CLIC
1983-05-14,8.6,CLIC
1983-05-15,9.8,CLIC
1983-05-16,8,CLIC
1983-05-17,6.7,CLIC
1983-05-18,4.7,CLIC
1983-05-19,6.8,CLIC
1983-05-20,11.8,CLIC
1983-05-21,11,CLIC
1983-05-22,5.3,CLIC
1983-05-23,4.6,CLIC
1983-05-24,6.7,CLIC
1983-05-25,4.1,CLIC
1983-05-26,1.6,CLIC
1983-05-29,0.4,CLIC
1983-05-30,6.3,CLIC
1983-05-31,6.6,CLIC
1983-06-01,7.2,CLIC
1983-06-02,7,CLIC
1983-06-03,4.3,CLIC
1983-06-04,5.9,CLIC
1983-06-05,5,CLIC
1983-06-06,6.5,CLIC
1983-06-07,2.5,CLIC
1983-06-08,5.2,CLIC
1983-06-09,7.1,CLIC
1983-06-10,8.6,CLIC
1983-06-11,8.5,CLIC
1983-06-12,4.3,CLIC
1983-06-13,6.4,CLIC
1983-06-14,4.1,CLIC
1983-06-15,7.1,CLIC
1983-06-16,4.6,CLIC
1983-06-17,6.8,CLIC
1983-06-18,7,CLIC
1983-06-19,6.9,CLIC
1983-06-20,6.7,CLIC
1983-06-21,4.8,CLIC
1983-06-22,7.8,CLIC
1983-06-23,6.3,CLIC
1983-06-24,6.4,CLIC
1983-06-25,4.1,CLIC
1983-06-26,6,CLIC
1983-06-27,5.4,CLIC
1983-06-28,6,CLIC
1983-06-29,6.2,CLIC
1983-06-30,7.3,CLIC
1983-07-01,5.6,CLIC
1983-07-02,7.5,CLIC
1983-07-03,7.8,CLIC
1983-07-04,7.9,CLIC
1983-07-05,4.9,CLIC
1983-07-06,6.7,CLIC
1983-07-07,9.2,CLIC
1983-07-08,9.5,CLIC
1983-07-09,7,CLIC
1983-07-10,7,CLIC
1983-07-11,6.2,CLIC
1983-07-12,4,CLIC
1983-07-13,7.2,CLIC
1983-07-14,10.8,CLIC
1983-07-15,6.4,CLIC
1983-07-16,7.1,CLIC
1983-07-17,6,CLIC
1983-07-18,3,CLIC
1983-07-19,3.2,CLIC
1983-07-20,5.1,CLIC
1983-07-21,6.1,CLIC
1983-07-22,7.7,CLIC
1983-07-23,8.2,CLIC
1983-07-24,8.8,CLIC
1983-07-25,9.2,CLIC
1983-07-26,10.6,CLIC
1983-07-27,9.1,CLIC
1983-07-28,6.9,CLIC
1983-07-29,9.3,CLIC
1983-07-30,5.6,CLIC
1983-07-31,9,CLIC
1983-08-01,5.2,CLIC
1983-08-02,5.1,CLIC
1983-08-03,7.9,CLIC
1983-08-04,6.6,CLIC
1983-08-05,3.5,CLIC
1983-08-06,3.5,CLIC
1983-08-07,8.9,CLIC
1983-08-08,8.8,CLIC
1983-08-09,6.1,CLIC
1983-08-10,9.3,CLIC
1983-08-11,8.1,CLIC
1983-08-12,8,CLIC
1983-08-13,9,CLIC
1983-08-14,5.9,CLIC
1983-08-15,7.3,CLIC
1983-08-16,7.5,CLIC
1983-08-17,4.7,CLIC
1983-08-18,7.9,CLIC
1983-08-19,9,CLIC
1983-08-20,8.7,CLIC
1983-08-21,10.6,CLIC
1983-08-22,10,CLIC
1983-08-23,14.5,CLIC
1983-08-24,6.3,CLIC
1983-08-25,7.9,CLIC
1983-08-26,8.1,CLIC
1983-08-27,6.7,CLIC
1983-08-28,5.6,CLIC
1983-08-29,6,CLIC
1983-08-30,3.2,CLIC
1983-08-31,6.4,CLIC
1983-09-01,8.4,CLIC
1983-09-02,5.1,CLIC
1983-09-03,6.6,CLIC
1983-09-04,6.9,CLIC
1983-09-05,3,CLIC
1983-09-06,7.9,CLIC
1983-09-07,8.6,CLIC
1983-09-08,4.3,CLIC
1983-09-09,3.9,CLIC
1983-09-10,4.4,CLIC
1983-09-12,1.2,CLIC
1983-09-13,1.9,CLIC
1983-09-14,0.6,CLIC
1983-09-15,4.4,CLIC
1983-09-16,4.4,CLIC
1983-09-17,5.1,CLIC
1983-09-18,5.2,CLIC
1983-09-19,2.5,CLIC
1983-09-20,7.7,CLIC
1983-09-21,0.9,CLIC
1983-09-22,2.2,CLIC
1983-09-23,4.7,CLIC
1983-09-24,3.2,CLIC
1983-09-25,2.3,CLIC
1983-09-26,4.9,CLIC
1983-09-27,4.5,CLIC
1983-09-28,1.7,CLIC
1983-09-29,2.6,CLIC
1983-09-30,2,CLIC
1983-10-01,1.6,CLIC
1983-10-02,4.5,CLIC
1983-10-03,4.9,CLIC
1983-10-04,3.1,CLIC
1983-10-05,3.5,CLIC
1983-10-06,6.6,CLIC
1983-10-07,4.3,CLIC
1983-10-08,4.4,CLIC
1983-10-09,4.6,CLIC
1983-10-10,3.1,CLIC
1983-10-11,5.3,CLIC
1983-10-12,2.5,CLIC
1983-10-13,5.8,CLIC
1983-10-14,3.4,CLIC
1983-10-15,4.2,CLIC
1983-10-16,1.8,CLIC
1983-10-17,3.2,CLIC
1983-10-18,4.9,CLIC
1983-10-19,4.2,CLIC
1983-10-20,5.4,CLIC
1983-10-21,1.7,CLIC
1983-10-22,2.6,CLIC
1983-10-23,3.7,CLIC
1983-10-24,3.2,CLIC
1983-10-25,3.1,CLIC
1983-10-26,3.4,CLIC
1983-10-27,2.8,CLIC
1983-10-28,2.2,CLIC
1983-10-29,2.8,CLIC
1983-10-30,1.4,CLIC
1983-10-31,4,CLIC
1983-11-01,1.2,CLIC
1983-11-02,4.1,CLIC
1983-11-03,2.1,CLIC
1983-11-04,2.4,CLIC
1983-11-05,4.8,CLIC
1983-11-06,2.9,CLIC
1983-11-07,3.7,CLIC
1983-11-08,0.2,CLIC
1983-11-09,9.2,CLIC
1983-11-10,2.8,CLIC
1983-11-11,3.8,CLIC
1983-11-12,3.3,CLIC
1983-11-13,4.8,CLIC
1983-11-14,6.1,CLIC
1983-11-15,4.2,CLIC
1983-11-16,3.9,CLIC
1983-11-17,3.9,CLIC
1983-11-18,3.2,CLIC
1983-11-19,8.4,CLIC
1983-11-20,3.8,CLIC
1983-11-21,3.1,CLIC
1983-11-22,4.9,CLIC
1983-11-23,2.6,CLIC
1983-11-24,4.6,CLIC
1983-11-25,2.4,CLIC
1983-11-26,5.2,CLIC
1983-11-27,3.8,CLIC
1983-11-28,1.4,CLIC
1983-11-29,0.8,CLIC
1983-11-30,4.3,CLIC
1983-12-01,0.5,CLIC
1983-12-02,0.9,CLIC
1983-12-03,2.2,CLIC
1983-12-04,2.9,CLIC
1983-12-05,5.8,CLIC
1983-12-06,4.7,CLIC
1983-12-07,3.1,CLIC
1983-12-08,1.7,CLIC
1983-12-09,3.6,CLIC
1983-12-10,4.7,CLIC
1983-12-11,3.7,CLIC
1983-12-12,3.9,CLIC
1983-12-13,6.5,CLIC
1983-12-14,2.2,CLIC
1983-12-15,3.1,CLIC
1983-12-16,4,CLIC
1983-12-17,1.3,CLIC
1983-12-18,1.3,CLIC
1983-12-19,0.7,CLIC
1983-12-20,3.4,CLIC
1983-12-21,1,CLIC
1983-12-22,0.1,CLIC
1983-12-28,0.3,CLIC
1983-12-29,1,CLIC
1983-12-30,0.3,CLIC
1983-12-31,3.2,CLIC
1984-01-01,1.92,CLIC
1984-01-02,1.19,CLIC
1984-01-03,0.68,CLIC
1984-01-04,0.07,CLIC
1984-01-05,1.38,CLIC
1984-01-06,1.43,CLIC
1984-01-07,1.12,CLIC
1984-01-08,1.62,CLIC
1984-01-09,5.83,CLIC
1984-01-10,2.6,CLIC
1984-01-11,3.47,CLIC
1984-01-12,3.08,CLIC
1984-01-13,4.4,CLIC
1984-01-14,0.25,CLIC
1984-01-15,2.21,CLIC
1984-01-16,0.14,CLIC
1984-01-17,0.83,CLIC
1984-01-18,0.11,CLIC
1984-01-19,0.6,CLIC
1984-01-20,0.21,CLIC
1984-01-21,0.34,CLIC
1984-01-22,0.56,CLIC
1984-01-23,2.97,CLIC
1984-01-24,0.22,CLIC
1984-01-25,0.89,CLIC
1984-01-26,0.12,CLIC
1984-01-27,2.84,CLIC
1984-01-28,2.22,CLIC
1984-01-29,2.29,CLIC
1984-01-30,1.95,CLIC
1984-01-31,0.83,CLIC
1984-02-01,1.33,CLIC
1984-02-02,2.52,CLIC
1984-02-03,3.34,CLIC
1984-02-04,3.65,CLIC
1984-02-05,0.48,CLIC
1984-02-06,1.26,CLIC
1984-02-07,3.74,CLIC
1984-02-08,2.06,CLIC
1984-02-09,4.34,CLIC
1984-02-10,4.28,CLIC
1984-02-11,5.09,CLIC
1984-02-12,8.93,CLIC
1984-02-13,4.15,CLIC
1984-02-14,7.78,CLIC
1984-02-15,4.32,CLIC
1984-02-16,5.8,CLIC
1984-02-17,6.87,CLIC
1984-02-18,8.55,CLIC
1984-02-19,1.58,CLIC
1984-02-20,1.71,CLIC
1984-02-21,5.27,CLIC
1984-02-22,4.31,CLIC
1984-02-23,4.68,CLIC
1984-02-24,6.15,CLIC
1984-02-25,4.38,CLIC
1984-02-26,11.38,CLIC
1984-02-27,6.8,CLIC
1984-02-28,5.79,CLIC
1984-02-29,3.69,CLIC
1984-03-01,4.49,CLIC
1984-03-02,4.84,CLIC
1984-03-03,4.7,CLIC
1984-03-04,4.34,CLIC
1984-03-05,5.93,CLIC
1984-03-06,5.21,CLIC
1984-03-07,4.99,CLIC
1984-03-08,3.49,CLIC
1984-03-09,3.45,CLIC
1984-03-10,2.5,CLIC
1984-03-11,2.05,CLIC
1984-03-12,7.82,CLIC
1984-03-13,5.55,CLIC
1984-03-14,2.35,CLIC
1984-03-15,5.63,CLIC
1984-03-16,5.62,CLIC
1984-03-17,3.98,CLIC
1984-03-18,6.53,CLIC
1984-03-19,11.17,CLIC
1984-03-20,4.92,CLIC
1984-03-21,7.05,CLIC
1984-03-22,4.71,CLIC
1984-03-23,6.74,CLIC
1984-03-24,7.33,CLIC
1984-03-25,4.19,CLIC
1984-03-26,9.19,CLIC
1984-03-27,15.24,CLIC
1984-03-28,8.13,CLIC
1984-03-29,7.74,CLIC
1984-03-30,4.26,CLIC
1984-03-31,7.38,CLIC
1984-04-01,2.95,CLIC
1984-04-02,9.43,CLIC
1984-04-03,8.65,CLIC
1984-04-04,7.18,CLIC
1984-04-05,4.97,CLIC
1984-04-06,4.97,CLIC
1984-04-07,8.92,CLIC
1984-04-08,9.89,CLIC
1984-04-09,8.37,CLIC
1984-04-10,10.24,CLIC
1984-04-11,10.66,CLIC
1984-04-12,9.33,CLIC
1984-04-13,7.67,CLIC
1984-04-14,6.35,CLIC
1984-04-15,6.98,CLIC
1984-04-16,8.06,CLIC
1984-04-17,5.13,CLIC
1984-04-18,7.46,CLIC
1984-04-19,9.88,CLIC
1984-04-20,9.28,CLIC
1984-04-21,11.58,CLIC
1984-04-22,7.94,CLIC
1984-04-23,8.94,CLIC
1984-04-24,7.28,CLIC
1984-04-25,8.75,CLIC
1984-04-26,10.35,CLIC
1984-04-27,11.46,CLIC
1984-04-28,8.96,CLIC
1984-04-29,9.29,CLIC
1984-04-30,3.76,CLIC
1984-05-01,3.58,CLIC
1984-05-02,8.3,CLIC
1984-05-03,11.6,CLIC
1984-05-04,10.95,CLIC
1984-05-05,9.14,CLIC
1984-05-06,11.02,CLIC
1984-05-07,12.06,CLIC
1984-05-08,6.86,CLIC
1984-05-09,7.41,CLIC
1984-05-10,6.17,CLIC
1984-05-11,2.09,CLIC
1984-05-12,9.94,CLIC
1984-05-13,4.19,CLIC
1984-05-14,5.61,CLIC
1984-05-15,1.22,CLIC
1984-05-16,1.6,CLIC
1984-05-17,9.13,CLIC
1984-05-18,3.18,CLIC
1984-05-19,4.04,CLIC
1984-05-20,4.19,CLIC
1984-05-21,6.11,CLIC
1984-05-22,8.37,CLIC
1984-05-23,6.25,CLIC
1984-05-24,5.73,CLIC
1984-05-25,7.55,CLIC
1984-05-26,5.12,CLIC
1984-05-27,7.76,CLIC
1984-05-28,7.03,CLIC
1984-05-29,4.21,CLIC
1984-05-30,6.46,CLIC
1984-05-31,5.53,CLIC
1984-06-01,7.37,CLIC
1984-06-02,6.89,CLIC
1984-06-03,5.88,CLIC
1984-06-04,6.45,CLIC
1984-06-05,4.64,CLIC
1984-06-06,4.58,CLIC
1984-06-07,9.32,CLIC
1984-06-08,5.42,CLIC
1984-06-09,7.6,CLIC
1984-06-10,5.11,CLIC
1984-06-11,6.41,CLIC
1984-06-12,6.9,CLIC
1984-06-13,10.58,CLIC
1984-06-14,0.62,CLIC
1984-06-15,7.2,CLIC
1984-06-16,7.25,CLIC
1984-06-17,9.6,CLIC
1984-06-18,6.94,CLIC
1984-06-19,5.3,CLIC
1984-06-20,3.8,CLIC
1984-06-21,7.76,CLIC
1984-06-22,6.44,CLIC
1984-06-23,9.59,CLIC
1984-06-24,8.9,CLIC
1984-06-25,8.28,CLIC
1984-06-26,10.26,CLIC
1984-06-27,9.15,CLIC
1984-06-28,9.89,CLIC
1984-06-29,5.46,CLIC
1984-06-30,6.4,CLIC
1984-07-01,6.87,CLIC
1984-07-02,4.47,CLIC
1984-07-03,4.08,CLIC
1984-07-04,7.24,CLIC
1984-07-05,8.97,CLIC
1984-07-06,8.14,CLIC
1984-07-07,8.5,CLIC
1984-07-08,11.92,CLIC
1984-07-09,8,CLIC
1984-07-10,4.7,CLIC
1984-07-11,2.44,CLIC
1984-07-12,2.78,CLIC
1984-07-13,8.58,CLIC
1984-07-14,7.05,CLIC
1984-07-15,6.77,CLIC
1984-07-16,6.04,CLIC
1984-07-17,9.11,CLIC
1984-07-18,8,CLIC
1984-07-19,10.11,CLIC
1984-07-20,9.36,CLIC
1984-07-21,7.87,CLIC
1984-07-22,5.27,CLIC
1984-07-23,6.46,CLIC
1984-07-24,5.85,CLIC
1984-07-25,7.18,CLIC
1984-07-26,7.89,CLIC
1984-07-27,8.63,CLIC
1984-07-28,4.22,CLIC
1984-07-29,6.15,CLIC
1984-07-30,2.17,CLIC
1984-07-31,8.47,CLIC
1984-08-01,8.06,CLIC
1984-08-02,7.4,CLIC
1984-08-03,12.02,CLIC
1984-08-04,5.63,CLIC
1984-08-05,11.41,CLIC
1984-08-06,11.5,CLIC
1984-08-07,11.4,CLIC
1984-08-08,6.54,CLIC
1984-08-09,6.86,CLIC
1984-08-10,11.3,CLIC
1984-08-11,9.96,CLIC
1984-08-12,7.57,CLIC
1984-08-13,10.3,CLIC
1984-08-14,5.29,CLIC
1984-08-15,5.3,CLIC
1984-08-16,3.64,CLIC
1984-08-17,6.18,CLIC
1984-08-18,6.08,CLIC
1984-08-19,8.97,CLIC
1984-08-20,9.55,CLIC
1984-08-21,5.69,CLIC
1984-08-22,8.98,CLIC
1984-08-23,4.3,CLIC
1984-08-24,8.66,CLIC
1984-08-25,8.21,CLIC
1984-08-26,10.81,CLIC
1984-08-27,9.44,CLIC
1984-08-28,9.8,CLIC
1984-08-29,3.92,CLIC
1984-08-30,13.53,CLIC
1984-08-31,8.74,CLIC
1984-09-01,4.47,CLIC
1984-09-02,6.74,CLIC
1984-09-03,0.51,CLIC
1984-09-04,0.9,CLIC
1984-09-05,0.57,CLIC
1984-09-06,1.73,CLIC
1984-09-07,0.09,CLIC
1984-09-08,1.91,CLIC
1984-09-09,4.28,CLIC
1984-09-10,4.34,CLIC
1984-09-11,6.35,CLIC
1984-09-12,6.89,CLIC
1984-09-13,3.13,CLIC
1984-09-14,9.87,CLIC
1984-09-15,8.86,CLIC
1984-09-16,0.87,CLIC
1984-09-17,2.1,CLIC
1984-09-18,4.7,CLIC
1984-09-19,3.29,CLIC
1984-09-20,6.54,CLIC
1984-09-21,4.49,CLIC
1984-09-22,6.06,CLIC
1984-09-23,6.05,CLIC
1984-09-24,5.33,CLIC
1984-09-25,5.79,CLIC
1984-09-26,4.89,CLIC
1984-09-27,2.33,CLIC
1984-09-28,6.89,CLIC
1984-09-29,0.82,CLIC
1984-09-30,1.69,CLIC
1984-10-01,0.71,CLIC
1984-10-02,1.26,CLIC
1984-10-03,1.21,CLIC
1984-10-04,2.23,CLIC
1984-10-05,1.77,CLIC
1984-10-06,2.97,CLIC
1984-10-07,3.77,CLIC
1984-10-08,3.48,CLIC
1984-10-09,2.97,CLIC
1984-10-10,3.72,CLIC
1984-10-11,2.06,CLIC
