Estación: ,C19096,LA HUASTECA.STA.CATARINA
1996-11-04,2.58,CLIC
1996-11-05,2.31,CLIC
1996-11-06,3.38,CLIC
1996-11-07,5.07,CLIC
1996-11-08,4.02,CLIC
1996-11-09,2.95,CLIC
1996-11-10,3.11,CLIC
1996-11-11,2.36,CLIC
1996-11-12,1.69,CLIC
1996-11-13,1.99,CLIC
1996-11-14,1.96,CLIC
1996-11-15,1.04,CLIC
1996-11-16,2.01,CLIC
1996-11-17,1.75,CLIC
1996-11-18,1.97,CLIC
1996-11-19,2.97,CLIC
1996-11-20,5.36,CLIC
1996-11-21,2.96,CLIC
1996-11-22,2.86,CLIC
1996-11-23,3.23,CLIC
1996-11-24,2.52,CLIC
1996-11-25,2.77,CLIC
1996-11-26,2.14,CLIC
1996-11-27,2.77,CLIC
1996-11-28,1.93,CLIC
1996-11-29,2.05,CLIC
1996-11-30,1.33,CLIC
1996-12-01,2.73,CLIC
1996-12-02,1.96,CLIC
1996-12-03,1.43,CLIC
1996-12-04,2.35,CLIC
1996-12-05,3.08,CLIC
1996-12-06,3.23,CLIC
1996-12-07,3.45,CLIC
1996-12-08,2.94,CLIC
1996-12-09,3.38,CLIC
1996-12-10,3.19,CLIC
1996-12-11,3.04,CLIC
1996-12-12,3.41,CLIC
1996-12-13,2.15,CLIC
1996-12-14,3.15,CLIC
1996-12-15,0.86,CLIC
1996-12-16,1.41,CLIC
1996-12-17,5.95,CLIC
1996-12-18,2.78,CLIC
1996-12-19,1.66,CLIC
1996-12-20,2.43,CLIC
1996-12-21,3.22,CLIC
1996-12-22,4.05,CLIC
1996-12-23,4.75,CLIC
1996-12-24,2.85,CLIC
1996-12-25,0.78,CLIC
1996-12-26,3.11,CLIC
1996-12-27,2.92,CLIC
1996-12-28,3.08,CLIC
1996-12-29,3.09,CLIC
1996-12-30,1.64,CLIC
1996-12-31,3.42,CLIC
1997-01-01,2.92,CLIC
1997-01-02,2.88,CLIC
1997-01-03,4.76,CLIC
1997-01-04,4.82,CLIC
1997-01-05,3.26,CLIC
1997-01-06,4.24,CLIC
1997-01-07,1.2,CLIC
1997-01-08,0.9,CLIC
1997-01-09,2.1,CLIC
1997-01-10,2.63,CLIC
1997-01-11,2.6,CLIC
1997-01-12,1.77,CLIC
1997-01-13,0.88,CLIC
1997-01-14,0.4,CLIC
1997-01-15,1.9,CLIC
1997-01-16,4.62,CLIC
1997-01-17,0.92,CLIC
1997-01-18,0.89,CLIC
1997-01-19,1.84,CLIC
1997-01-20,2.07,CLIC
1997-01-21,2.41,CLIC
1997-01-22,3.98,CLIC
1997-01-23,2.81,CLIC
1997-01-24,5.87,CLIC
1997-01-25,3.27,CLIC
1997-01-26,3.58,CLIC
1997-01-27,4.74,CLIC
1997-01-28,3.34,CLIC
1997-01-29,2.7,CLIC
1997-01-30,4.26,CLIC
1997-01-31,3.23,CLIC
1997-02-01,0.94,CLIC
1997-02-02,4.06,CLIC
1997-02-03,3.23,CLIC
1997-02-04,2.44,CLIC
1997-02-05,1.76,CLIC
1997-02-06,3.37,CLIC
1997-02-07,5.19,CLIC
1997-02-08,1,CLIC
1997-02-09,2.92,CLIC
1997-02-10,2.37,CLIC
1997-02-11,0.81,CLIC
1997-02-12,4.05,CLIC
1997-02-13,1.31,CLIC
1997-02-14,4.4,CLIC
1997-02-15,3.46,CLIC
1997-02-16,4.99,CLIC
1997-02-17,5.6,CLIC
1997-02-18,7.9,CLIC
1997-02-19,5.38,CLIC
1997-02-20,6.53,CLIC
1997-02-21,8.44,CLIC
1997-02-22,1.88,CLIC
1997-02-23,3.84,CLIC
1997-02-24,4.65,CLIC
1997-02-25,1.64,CLIC
1997-02-26,2.37,CLIC
1997-02-27,3.8,CLIC
1997-02-28,2.7,CLIC
1997-03-15,0.32,CLIC
1997-03-16,1.85,CLIC
1997-03-17,0.25,CLIC
1997-03-18,3.38,CLIC
1997-03-19,12.24,CLIC
1997-03-20,3.02,CLIC
1997-03-21,2.95,CLIC
1997-03-22,2.39,CLIC
1997-03-23,4.57,CLIC
1997-03-24,4.92,CLIC
1997-03-25,5.15,CLIC
1997-03-26,4.61,CLIC
1997-03-27,3.33,CLIC
1997-03-28,3.78,CLIC
1997-03-29,4.48,CLIC
1997-03-30,4.56,CLIC
1997-03-31,3.53,CLIC
1997-04-01,3.6,CLIC
1997-04-02,1.46,CLIC
1997-04-03,2.85,CLIC
1997-04-04,8.23,CLIC
1997-04-05,6.81,CLIC
1997-04-06,7.25,CLIC
1997-04-07,2.9,CLIC
1997-04-08,3.1,CLIC
1997-04-09,1.12,CLIC
1997-04-10,2.2,CLIC
1997-04-11,2.1,CLIC
1997-04-12,0.9,CLIC
1997-04-13,1,CLIC
1997-04-14,2.7,CLIC
1997-04-15,3.1,CLIC
1997-04-16,3.4,CLIC
1997-04-17,2.8,CLIC
1997-04-18,2.2,CLIC
1997-04-19,1.9,CLIC
1997-04-20,2.68,CLIC
1997-04-21,1.12,CLIC
1997-04-22,9.38,CLIC
1997-04-23,3.6,CLIC
1997-04-24,6.33,CLIC
1997-04-25,7.1,CLIC
1997-04-26,8.96,CLIC
1997-04-27,2.87,CLIC
1997-04-28,5.95,CLIC
1997-04-29,7.04,CLIC
1997-04-30,7.69,CLIC
1997-05-01,5.29,CLIC
1997-05-02,8.32,CLIC
1997-05-03,4.64,CLIC
1997-05-04,9.81,CLIC
1997-05-05,6.91,CLIC
1997-05-06,4.43,CLIC
1997-05-07,5.64,CLIC
1997-05-08,3.36,CLIC
1997-05-09,3.9,CLIC
1997-05-10,3.06,CLIC
1997-05-11,3.65,CLIC
1997-05-12,4.17,CLIC
1997-05-13,4.43,CLIC
1997-05-14,4.49,CLIC
1997-05-15,3.24,CLIC
1997-05-16,3.75,CLIC
1997-05-17,4.72,CLIC
1997-05-18,6.15,CLIC
1997-05-19,3.88,CLIC
1997-05-20,6.13,CLIC
1997-05-21,4.44,CLIC
1997-05-22,2.95,CLIC
1997-05-23,6.76,CLIC
1997-05-24,6.26,CLIC
1997-05-25,9.44,CLIC
1997-05-26,7.69,CLIC
1997-05-27,5,CLIC
1997-05-28,7.11,CLIC
1997-05-29,4.68,CLIC
1997-05-30,3.8,CLIC
1997-05-31,3.08,CLIC
1997-06-01,8.9,CLIC
1997-06-02,9.6,CLIC
1997-06-03,12.28,CLIC
1997-06-04,5.84,CLIC
1997-06-05,7.75,CLIC
1997-06-06,6.72,CLIC
1997-06-07,5.25,CLIC
1997-06-08,5.4,CLIC
1997-06-09,7.02,CLIC
1997-06-10,7.4,CLIC
1997-06-11,8.64,CLIC
1997-06-12,8.37,CLIC
1997-06-13,8.77,CLIC
1997-06-14,6.88,CLIC
1997-06-15,7.47,CLIC
1997-06-16,7.65,CLIC
1997-06-17,6.1,CLIC
1997-06-18,8.03,CLIC
1997-06-19,6.2,CLIC
1997-06-20,3.75,CLIC
1997-06-21,3.11,CLIC
1997-06-22,5.62,CLIC
1997-06-23,5.5,CLIC
1997-06-24,5.57,CLIC
1997-06-25,5.33,CLIC
1997-06-26,5.59,CLIC
1997-06-27,6.46,CLIC
1997-06-28,6.14,CLIC
1997-06-29,7.75,CLIC
1997-06-30,9.29,CLIC
1997-07-01,9.83,CLIC
1997-07-02,7.96,CLIC
1997-07-03,7.67,CLIC
1997-07-04,8.44,CLIC
1997-07-05,8.72,CLIC
1997-07-06,8.07,CLIC
1997-07-07,6.9,CLIC
1997-07-08,6.21,CLIC
1997-07-09,5.94,CLIC
1997-07-10,9.04,CLIC
1997-07-11,5.91,CLIC
1997-07-12,10.3,CLIC
1997-07-13,5.16,CLIC
1997-07-14,10.8,CLIC
1997-07-15,7.73,CLIC
1997-07-16,8.3,CLIC
1997-07-17,8.72,CLIC
1997-07-18,8.28,CLIC
1997-07-19,5.92,CLIC
1997-07-20,5.95,CLIC
1997-07-21,1,CLIC
1997-07-22,4.33,CLIC
1997-07-23,8.43,CLIC
1997-07-24,7.72,CLIC
1997-07-25,7.69,CLIC
1997-07-26,7.2,CLIC
1997-07-27,8.45,CLIC
1997-07-28,8.28,CLIC
1997-07-29,8.3,CLIC
1997-07-30,6.33,CLIC
1997-07-31,7.6,CLIC
1997-08-01,4.03,CLIC
1997-08-02,4.06,CLIC
1997-08-03,7.03,CLIC
1997-08-04,4.53,CLIC
1997-08-05,6.78,CLIC
1997-08-06,7.26,CLIC
1997-08-07,7.66,CLIC
1997-08-08,7.63,CLIC
1997-08-09,9.26,CLIC
1997-08-10,8.1,CLIC
1997-08-11,8.59,CLIC
1997-08-12,9.19,CLIC
1997-08-13,8.29,CLIC
1997-08-14,5.62,CLIC
1997-08-15,2.7,CLIC
1997-08-16,6,CLIC
1997-08-17,9.38,CLIC
1997-08-18,7.8,CLIC
1997-08-19,5.57,CLIC
1997-08-20,6.57,CLIC
1997-08-21,8.63,CLIC
1997-08-22,7.99,CLIC
1997-08-23,8.38,CLIC
1997-08-24,5.56,CLIC
1997-08-25,6.09,CLIC
1997-08-26,3.68,CLIC
1997-08-27,5.54,CLIC
1997-08-28,8.05,CLIC
1997-08-29,6.58,CLIC
1997-08-30,5.6,CLIC
1997-08-31,7.2,CLIC
1997-09-01,5.85,CLIC
1997-09-02,6.05,CLIC
1997-09-03,5.69,CLIC
1997-09-04,2.53,CLIC
1997-09-05,3.98,CLIC
1997-09-06,2.58,CLIC
1997-09-07,3.99,CLIC
1997-09-08,5.13,CLIC
1997-09-09,6.05,CLIC
1997-09-10,5.2,CLIC
1997-09-11,4.67,CLIC
1997-09-12,7.06,CLIC
1997-09-13,5.06,CLIC
1997-09-14,4.79,CLIC
1997-09-15,8.37,CLIC
1997-09-16,1.52,CLIC
1997-09-17,6.84,CLIC
1997-09-18,4.24,CLIC
1997-09-19,5.3,CLIC
1997-09-20,3.91,CLIC
1997-09-21,2.21,CLIC
1997-09-22,2.16,CLIC
1997-09-23,3.2,CLIC
1997-09-24,1.7,CLIC
1997-09-25,2.24,CLIC
1997-09-26,3.93,CLIC
1997-09-27,4.19,CLIC
1997-09-28,4.66,CLIC
1997-09-29,4.37,CLIC
1997-09-30,3.75,CLIC
1997-10-01,1.73,CLIC
1997-10-02,4.3,CLIC
1997-10-03,3.53,CLIC
1997-10-04,4.65,CLIC
1997-10-05,1.3,CLIC
1997-10-06,1.57,CLIC
1997-10-07,2.06,CLIC
1997-10-08,2.73,CLIC
1997-10-09,4,CLIC
1997-10-10,3.45,CLIC
1997-10-11,0.94,CLIC
1997-10-12,1,CLIC
1997-10-13,3.88,CLIC
1997-10-14,2.89,CLIC
1997-10-15,2.24,CLIC
1997-10-16,2.81,CLIC
1997-10-17,0.91,CLIC
1997-10-18,4.71,CLIC
1997-10-19,4.54,CLIC
1997-10-20,3.53,CLIC
1997-10-21,2.17,CLIC
1997-10-22,3.27,CLIC
1997-10-23,3.95,CLIC
1997-10-24,3,CLIC
1997-10-25,4.15,CLIC
1997-10-26,3.41,CLIC
1997-10-27,2.6,CLIC
1997-10-28,2.42,CLIC
1997-10-29,0.18,CLIC
1997-10-30,1.97,CLIC
1997-10-31,2.19,CLIC
1997-11-01,8.23,CLIC
1997-11-02,3.23,CLIC
1997-11-03,3.13,CLIC
1997-11-04,2.04,CLIC
1997-11-05,2.96,CLIC
1997-11-06,1.22,CLIC
1997-11-07,1.65,CLIC
1997-11-08,0.91,CLIC
1997-11-09,3.03,CLIC
1997-11-10,1.56,CLIC
1997-11-11,3.58,CLIC
1997-11-12,2.97,CLIC
1997-11-13,2.93,CLIC
1997-11-14,2.57,CLIC
1997-11-15,2.61,CLIC
1997-11-16,3,CLIC
1997-11-17,0.15,CLIC
1997-11-18,2.3,CLIC
1997-11-19,2.69,CLIC
1997-11-20,3.61,CLIC
1997-11-21,2.39,CLIC
1997-11-22,3.4,CLIC
1997-11-23,2.16,CLIC
1997-11-24,0.72,CLIC
1997-11-25,2.53,CLIC
1997-11-26,3.2,CLIC
1997-11-27,4.27,CLIC
1997-11-28,3,CLIC
1997-11-29,2.92,CLIC
1997-11-30,3.08,CLIC
1997-12-01,1.13,CLIC
1997-12-02,3.06,CLIC
1997-12-03,2.28,CLIC
1997-12-04,0.27,CLIC
1997-12-05,3.5,CLIC
1997-12-06,1,CLIC
1997-12-07,3.04,CLIC
1997-12-08,2.66,CLIC
1997-12-09,2.19,CLIC
1997-12-10,2.31,CLIC
1997-12-11,0.26,CLIC
1997-12-12,0.8,CLIC
1997-12-13,1.82,CLIC
1997-12-14,2.09,CLIC
1997-12-15,3.17,CLIC
1997-12-16,1.34,CLIC
1997-12-17,2.14,CLIC
1997-12-18,2.34,CLIC
1997-12-19,2.95,CLIC
1997-12-20,2.07,CLIC
1997-12-21,2.06,CLIC
1997-12-22,1.73,CLIC
1997-12-23,3.02,CLIC
1997-12-24,1.79,CLIC
1997-12-25,2.55,CLIC
1997-12-26,0.56,CLIC
1997-12-27,3.18,CLIC
1997-12-28,2.43,CLIC
1997-12-29,3.3,CLIC
1997-12-30,0.04,CLIC
1997-12-31,3.98,CLIC
1998-01-01,0.29,CLIC
1998-01-02,2.44,CLIC
1998-01-03,1.65,CLIC
1998-01-04,2.46,CLIC
1998-01-05,2.54,CLIC
1998-01-06,5.38,CLIC
1998-01-07,2.41,CLIC
1998-01-08,2.76,CLIC
1998-01-09,4.88,CLIC
1998-01-10,1.49,CLIC
1998-01-11,4.54,CLIC
1998-01-12,1.52,CLIC
1998-01-13,4.58,CLIC
1998-01-14,2.13,CLIC
1998-01-15,3.03,CLIC
1998-01-16,5.54,CLIC
1998-01-17,2.25,CLIC
1998-01-18,0.15,CLIC
1998-01-19,2.82,CLIC
1998-01-20,6.04,CLIC
1998-01-21,3.86,CLIC
1998-01-22,0.31,CLIC
1998-01-23,3.36,CLIC
1998-01-24,1.67,CLIC
1998-01-25,3.95,CLIC
1998-01-26,4.39,CLIC
1998-01-27,4.53,CLIC
1998-01-28,4.05,CLIC
1998-01-29,4.34,CLIC
1998-01-30,3.89,CLIC
1998-01-31,4.12,CLIC
1998-02-01,2.81,CLIC
1998-02-02,5.59,CLIC
1998-02-03,3.99,CLIC
1998-02-04,4.69,CLIC
1998-02-05,3.85,CLIC
1998-02-06,3.88,CLIC
1998-02-07,2.87,CLIC
1998-02-08,5.84,CLIC
1998-02-09,5.58,CLIC
1998-02-10,8.83,CLIC
1998-02-11,6.26,CLIC
1998-02-12,5.11,CLIC
1998-02-13,2.93,CLIC
1998-02-14,0.1,CLIC
1998-02-15,3.65,CLIC
1998-02-16,6.11,CLIC
1998-02-17,6.21,CLIC
1998-02-18,4.94,CLIC
1998-02-19,5.08,CLIC
1998-02-20,4.77,CLIC
1998-02-21,0.75,CLIC
1998-02-22,4.81,CLIC
1998-02-23,9.18,CLIC
1998-02-24,5.82,CLIC
1998-02-25,10.13,CLIC
1998-02-26,6.24,CLIC
1998-02-27,5.77,CLIC
1998-02-28,5.18,CLIC
1998-03-01,3.27,CLIC
1998-03-02,5.34,CLIC
1998-03-03,1.63,CLIC
1998-03-04,6.49,CLIC
1998-03-05,5.84,CLIC
1998-03-06,2.03,CLIC
1998-03-07,10.08,CLIC
1998-03-08,8.07,CLIC
1998-03-09,4.83,CLIC
1998-03-10,4.14,CLIC
1998-03-11,0.94,CLIC
1998-03-12,0.71,CLIC
1998-03-13,3.02,CLIC
1998-03-14,4.59,CLIC
1998-03-15,4.92,CLIC
1998-03-16,7.56,CLIC
1998-03-17,0.55,CLIC
1998-03-18,7.28,CLIC
1998-03-19,5.52,CLIC
1998-03-20,7.19,CLIC
1998-03-21,5.18,CLIC
1998-03-22,4.73,CLIC
1998-03-23,5.85,CLIC
1998-03-24,0.88,CLIC
1998-03-25,5.41,CLIC
1998-03-26,5.14,CLIC
1998-03-27,6.39,CLIC
1998-03-28,8.19,CLIC
1998-03-29,7.54,CLIC
1998-03-30,10.45,CLIC
1998-03-31,6.66,CLIC
1998-04-01,7.24,CLIC
1998-04-02,7.08,CLIC
1998-04-03,6.52,CLIC
1998-04-04,5.57,CLIC
1998-04-05,0.39,CLIC
1998-04-06,6.85,CLIC
1998-04-07,7.02,CLIC
1998-04-08,7.12,CLIC
1998-04-09,10.06,CLIC
1998-04-10,0.54,CLIC
1998-04-11,8.26,CLIC
1998-04-12,0.63,CLIC
1998-04-13,0.89,CLIC
1998-04-14,7.68,CLIC
1998-04-15,11.28,CLIC
1998-04-16,9.04,CLIC
1998-04-17,5.58,CLIC
1998-04-18,6.33,CLIC
1998-04-19,6.21,CLIC
1998-04-20,7.73,CLIC
1998-04-21,3.24,CLIC
1998-04-22,3.79,CLIC
1998-04-23,5.23,CLIC
1998-04-24,7.66,CLIC
1998-04-25,9.87,CLIC
1998-04-26,7.66,CLIC
1998-04-27,6.37,CLIC
1998-04-28,2.67,CLIC
1998-04-29,3.56,CLIC
1998-04-30,5.85,CLIC
1998-05-01,7.42,CLIC
1998-05-02,6.99,CLIC
1998-05-03,11.68,CLIC
1998-05-04,6.71,CLIC
1998-05-05,8.16,CLIC
1998-05-06,11.44,CLIC
1998-05-07,9.28,CLIC
1998-05-08,10.62,CLIC
1998-05-09,7.96,CLIC
1998-05-10,10.64,CLIC
1998-05-11,8.39,CLIC
1998-05-12,9.31,CLIC
1998-05-13,0.69,CLIC
1998-05-14,6.04,CLIC
1998-05-15,0.59,CLIC
1998-05-16,6.42,CLIC
1998-05-17,7.34,CLIC
1998-05-18,0.86,CLIC
1998-05-19,9.43,CLIC
1998-05-20,8.99,CLIC
1998-05-21,10.68,CLIC
1998-05-22,10.15,CLIC
1998-05-23,7.91,CLIC
1998-05-24,8.05,CLIC
1998-05-25,0.45,CLIC
1998-05-26,4.01,CLIC
1998-05-27,9.29,CLIC
1998-05-28,9.03,CLIC
1998-05-29,8.78,CLIC
1998-05-30,8.86,CLIC
1998-05-31,10.01,CLIC
1998-06-01,10.77,CLIC
1998-06-02,8.55,CLIC
1998-06-03,10.52,CLIC
1998-06-04,6.56,CLIC
1998-06-05,11.31,CLIC
1998-06-06,4.25,CLIC
1998-06-07,6.08,CLIC
1998-06-08,4.77,CLIC
1998-06-09,0.37,CLIC
1998-06-10,10.35,CLIC
1998-06-11,1.98,CLIC
1998-06-12,7.26,CLIC
1998-06-13,6.27,CLIC
1998-06-14,7.71,CLIC
1998-06-15,0.64,CLIC
1998-06-16,5.73,CLIC
1998-06-17,8.81,CLIC
1998-06-18,8.18,CLIC
1998-06-19,9.01,CLIC
1998-06-20,8.46,CLIC
1998-06-21,10.25,CLIC
1998-06-22,9.28,CLIC
1998-06-23,0.86,CLIC
1998-06-24,7.16,CLIC
1998-06-25,7.96,CLIC
1998-06-26,9.34,CLIC
1998-06-27,7.22,CLIC
1998-06-28,6.37,CLIC
1998-06-29,7.13,CLIC
1998-06-30,5.85,CLIC
1998-07-01,5.62,CLIC
1998-07-02,8.37,CLIC
1998-07-03,3.95,CLIC
1998-07-04,3.86,CLIC
1998-07-05,8.37,CLIC
1998-07-06,9.62,CLIC
1998-07-07,8.95,CLIC
1998-07-08,10.45,CLIC
1998-07-09,7.81,CLIC
1998-07-10,10.44,CLIC
1998-07-11,1,CLIC
1998-07-12,9.89,CLIC
1998-07-13,9.84,CLIC
1998-07-14,5.05,CLIC
1998-07-15,4.78,CLIC
1998-07-16,8.36,CLIC
1998-07-17,8.05,CLIC
1998-07-18,8.76,CLIC
1998-07-19,7.72,CLIC
1998-07-20,5.71,CLIC
1998-07-21,7.43,CLIC
1998-07-22,10.33,CLIC
1998-07-23,7.37,CLIC
1998-07-24,8.41,CLIC
1998-07-25,11.06,CLIC
1998-07-26,8.08,CLIC
1998-07-27,9.76,CLIC
1998-07-28,9.57,CLIC
1998-07-29,4.22,CLIC
1998-07-30,1,CLIC
1998-07-31,11.01,CLIC
1998-08-01,8.23,CLIC
1998-08-02,9.93,CLIC
1998-08-03,10.22,CLIC
1998-08-04,8.74,CLIC
1998-08-05,3.22,CLIC
1998-08-06,4.71,CLIC
1998-08-07,3.65,CLIC
1998-08-08,3.3,CLIC
1998-08-09,5.85,CLIC
1998-08-10,5.75,CLIC
1998-08-11,7.56,CLIC
1998-08-12,8.14,CLIC
1998-08-13,8.13,CLIC
1998-08-14,8.81,CLIC
1998-08-15,0.2,CLIC
1998-08-16,0.7,CLIC
1998-08-17,1.42,CLIC
1998-08-18,4.66,CLIC
1998-08-19,4.96,CLIC
1998-08-20,3.93,CLIC
1998-08-21,12.8,CLIC
1998-08-22,3.73,CLIC
1998-08-23,4.24,CLIC
1998-08-24,4.88,CLIC
1998-08-25,4.49,CLIC
1998-08-26,5.64,CLIC
1998-08-27,4.86,CLIC
1998-08-28,7.61,CLIC
1998-08-29,0.84,CLIC
1998-08-30,4.36,CLIC
1998-08-31,4.65,CLIC
1998-09-01,2.37,CLIC
1998-09-02,3.87,CLIC
1998-09-03,3.38,CLIC
1998-09-04,6.7,CLIC
1998-09-05,3.81,CLIC
1998-09-06,2.42,CLIC
1998-09-07,5.56,CLIC
1998-09-08,3.32,CLIC
1998-09-09,6.78,CLIC
1998-09-10,4.08,CLIC
1998-09-11,4.7,CLIC
1998-09-12,3.58,CLIC
1998-09-13,4.44,CLIC
1998-09-14,3.58,CLIC
1998-09-15,5.48,CLIC
1998-09-16,0.31,CLIC
1998-09-17,2.96,CLIC
1998-09-18,1.58,CLIC
1998-09-19,1.41,CLIC
1998-09-20,5.39,CLIC
1998-09-21,4.01,CLIC
1998-09-22,3.35,CLIC
1998-09-23,5.49,CLIC
1998-09-24,2.44,CLIC
1998-09-25,4.46,CLIC
1998-09-26,3.6,CLIC
1998-09-27,2.94,CLIC
1998-09-28,5.66,CLIC
1998-09-29,3.94,CLIC
1998-09-30,3.62,CLIC
1998-10-01,1.63,CLIC
1998-10-02,1.2,CLIC
1998-10-03,0.1,CLIC
1998-10-04,9.6,CLIC
1998-10-05,3.38,CLIC
1998-10-06,3.13,CLIC
1998-10-07,4.55,CLIC
1998-10-08,4.29,CLIC
1998-10-09,3.02,CLIC
1998-10-10,4.13,CLIC
1998-10-11,4.27,CLIC
1998-10-12,0.47,CLIC
1998-10-13,2.74,CLIC
1998-10-14,3.76,CLIC
1998-10-15,3.7,CLIC
1998-10-16,2.2,CLIC
1998-10-17,2.58,CLIC
1998-10-18,1.22,CLIC
1998-10-19,1.3,CLIC
1998-10-20,1.2,CLIC
1998-10-21,4.47,CLIC
1998-10-22,0.6,CLIC
1998-10-23,2.43,CLIC
1998-10-24,3.39,CLIC
1998-10-25,2.61,CLIC
1998-10-26,1.78,CLIC
1998-10-27,2.75,CLIC
1998-10-28,2.82,CLIC
1998-10-29,3.05,CLIC
1998-10-30,2.43,CLIC
1998-10-31,1.96,CLIC
1998-11-01,3.76,CLIC
1998-11-02,1.55,CLIC
1998-11-03,1.71,CLIC
1998-11-04,1.92,CLIC
1998-11-05,2.36,CLIC
1998-11-06,1.18,CLIC
1998-11-07,2.23,CLIC
1998-11-08,1.77,CLIC
1998-11-09,2.74,CLIC
1998-11-10,3.27,CLIC
1998-11-11,2.04,CLIC
1998-11-12,0.78,CLIC
1998-11-13,0.92,CLIC
1998-11-14,2.58,CLIC
1998-11-15,1.26,CLIC
1998-11-16,3.74,CLIC
1998-11-17,1.96,CLIC
1998-11-18,1.94,CLIC
1998-11-19,1.7,CLIC
1998-11-20,1.96,CLIC
1998-11-21,0.92,CLIC
1998-11-22,0.87,CLIC
1998-11-23,1.29,CLIC
1998-11-24,2.06,CLIC
1998-11-25,3.29,CLIC
1998-11-26,0.82,CLIC
1998-11-27,2.02,CLIC
1998-11-28,3.52,CLIC
1998-11-29,1.64,CLIC
1998-11-30,2.93,CLIC
2000-12-01,2.69,CLIC
2000-12-02,0.44,CLIC
2000-12-03,0.57,CLIC
2000-12-04,1.01,CLIC
2000-12-05,0.71,CLIC
2000-12-06,3.06,CLIC
2000-12-07,1.51,CLIC
2000-12-08,1.72,CLIC
2000-12-09,1.32,CLIC
2000-12-10,1.95,CLIC
2000-12-11,2.09,CLIC
2000-12-12,1.01,CLIC
2000-12-13,0.96,CLIC
2000-12-14,0.32,CLIC
2000-12-15,2.41,CLIC
2000-12-16,2.91,CLIC
2000-12-17,2.1,CLIC
2000-12-18,3.3,CLIC
2000-12-19,1.9,CLIC
2000-12-20,1.89,CLIC
2000-12-21,2.77,CLIC
2000-12-22,1.84,CLIC
2000-12-23,1.62,CLIC
2000-12-24,0.21,CLIC
2000-12-25,0.99,CLIC
2000-12-26,2.47,CLIC
2000-12-27,0.47,CLIC
2000-12-28,1.81,CLIC
2000-12-29,1.78,CLIC
2000-12-30,1.45,CLIC
2000-12-31,1.33,CLIC
2001-01-01,0.9,CLIC
2001-01-02,0.72,CLIC
2001-01-03,0.55,CLIC
2001-01-04,0.95,CLIC
2001-01-05,2.57,CLIC
2001-01-06,4.47,CLIC
2001-01-07,3.96,CLIC
2001-01-08,3.03,CLIC
2001-01-09,0.85,CLIC
2001-01-10,2.14,CLIC
2001-01-11,1.56,CLIC
2001-01-12,2.37,CLIC
2001-01-13,2.25,CLIC
2001-01-14,1.33,CLIC
2001-01-15,2.39,CLIC
2001-01-16,2.2,CLIC
2001-01-17,1.75,CLIC
2001-01-18,1.36,CLIC
2001-01-19,1.78,CLIC
2001-01-20,2.43,CLIC
2001-01-21,3.55,CLIC
2001-01-22,2.13,CLIC
2001-01-23,0.44,CLIC
2001-01-24,1.04,CLIC
2001-01-25,2.27,CLIC
2001-01-26,1.26,CLIC
2001-01-27,1.58,CLIC
2001-01-28,1.69,CLIC
2001-01-29,3.53,CLIC
2001-01-30,6.06,CLIC
2001-01-31,0.97,CLIC
2001-02-01,0.89,CLIC
2001-02-02,0.62,CLIC
2001-02-03,0.19,CLIC
2001-02-04,2.62,CLIC
2001-02-05,3.71,CLIC
2001-02-06,3.6,CLIC
2001-02-07,2.71,CLIC
2001-02-08,2.34,CLIC
2001-02-09,4.25,CLIC
2001-02-10,0.4,CLIC
2001-02-11,3.86,CLIC
2001-02-12,0.54,CLIC
2001-02-13,2.23,CLIC
2001-02-14,1.37,CLIC
2001-02-15,4.86,CLIC
2001-02-16,5.37,CLIC
2001-02-17,2.51,CLIC
2001-02-18,2.93,CLIC
2001-02-19,2.52,CLIC
2001-02-20,4.6,CLIC
2001-02-21,2.88,CLIC
2001-02-22,2.19,CLIC
2001-02-23,3.35,CLIC
2001-02-24,6.16,CLIC
2001-02-25,3.97,CLIC
2001-02-26,4.52,CLIC
2001-02-27,2.73,CLIC
2001-02-28,0.41,CLIC
2001-03-01,1.17,CLIC
2001-03-02,1.58,CLIC
2001-03-03,3.66,CLIC
2001-03-04,3.32,CLIC
2001-03-05,5.35,CLIC
2001-03-06,2.05,CLIC
2001-03-07,2.7,CLIC
2001-03-08,3.76,CLIC
2001-03-09,5.35,CLIC
2001-03-10,3.22,CLIC
2001-03-11,2.76,CLIC
2001-03-12,5.43,CLIC
2001-03-13,3.39,CLIC
2001-03-14,6.28,CLIC
2001-03-15,6.3,CLIC
2001-03-16,2.99,CLIC
2001-03-17,3.82,CLIC
2001-03-18,0.92,CLIC
2001-03-19,1.81,CLIC
2001-03-20,3.86,CLIC
2001-03-21,4.73,CLIC
2001-03-22,5.42,CLIC
2001-03-23,4.57,CLIC
2001-03-24,3.65,CLIC
2001-03-25,1.01,CLIC
2001-03-26,0.22,CLIC
2001-03-27,2.65,CLIC
2001-03-28,4.1,CLIC
2001-03-29,4.79,CLIC
2001-03-30,3.41,CLIC
2001-03-31,5.35,CLIC
2001-04-01,4.05,CLIC
2001-04-02,6.65,CLIC
2001-04-03,4.55,CLIC
2001-04-04,4.07,CLIC
2001-04-05,3.78,CLIC
2001-04-06,3.85,CLIC
2001-04-07,3.4,CLIC
2001-04-08,5.04,CLIC
2001-04-09,4.41,CLIC
2001-04-10,6.25,CLIC
