Estación: ,C19098,GENERAL TREVIÑO. GRAL.T.
1981-08-25,5.3,CLIC
1981-08-26,5.8,CLIC
1981-08-27,5.7,CLIC
1981-08-28,1.6,CLIC
1981-08-29,2.2,CLIC
1981-08-30,4.7,CLIC
1981-08-31,6.1,CLIC
1981-09-01,4.8,CLIC
1981-09-02,6.5,CLIC
1981-09-03,4.8,CLIC
1981-09-04,4.9,CLIC
1981-09-05,4.3,CLIC
1981-09-06,5.9,CLIC
1981-09-07,5.6,CLIC
1981-09-08,6.4,CLIC
1981-09-09,7,CLIC
1981-09-10,7,CLIC
1981-09-11,4.5,CLIC
1981-09-12,7.6,CLIC
1981-09-13,4.9,CLIC
1981-09-14,5.6,CLIC
1981-09-15,6.3,CLIC
1981-09-17,6.8,CLIC
1981-09-18,7.4,CLIC
1981-09-19,7.4,CLIC
1981-09-20,7.1,CLIC
1981-09-21,6.2,CLIC
1981-09-22,7,CLIC
1981-09-23,8,CLIC
1981-09-24,7.3,CLIC
1981-09-25,7.8,CLIC
1981-09-26,6.4,CLIC
1981-09-27,7.6,CLIC
1981-09-28,6.3,CLIC
1981-09-29,5,CLIC
1981-09-30,6,CLIC
1981-10-01,6,CLIC
1981-10-02,7,CLIC
1981-10-03,7.4,CLIC
1981-10-04,7.6,CLIC
1981-10-05,5.7,CLIC
1981-10-06,5.9,CLIC
1981-10-07,7.3,CLIC
1981-10-08,6.9,CLIC
1981-10-09,6.1,CLIC
1981-10-10,5.6,CLIC
1981-10-11,6.1,CLIC
1981-10-12,8.1,CLIC
1981-10-13,6.7,CLIC
1981-10-14,6.8,CLIC
1981-10-15,5.8,CLIC
1981-10-16,6.1,CLIC
1981-10-17,6.5,CLIC
1981-10-18,7.2,CLIC
1981-10-19,7,CLIC
1981-10-20,6.5,CLIC
1981-10-21,7,CLIC
1981-10-22,6.3,CLIC
1981-10-23,6.1,CLIC
1981-10-24,5.7,CLIC
1981-10-25,6.4,CLIC
1981-10-26,6.7,CLIC
1981-10-27,6.5,CLIC
1981-10-28,5.6,CLIC
1981-10-29,6.3,CLIC
1981-10-30,7.4,CLIC
1981-10-31,5.9,CLIC
1981-11-01,4.7,CLIC
1981-11-02,5.1,CLIC
1981-11-03,6.5,CLIC
1981-11-04,5.7,CLIC
1981-11-05,5.9,CLIC
1981-11-06,4.5,CLIC
1981-11-07,5.7,CLIC
1981-11-08,6.7,CLIC
1981-11-09,5.1,CLIC
1981-11-10,4.2,CLIC
1981-11-11,6.8,CLIC
1981-11-12,5.4,CLIC
1981-11-13,3.6,CLIC
1981-11-14,5.1,CLIC
1981-11-15,4.6,CLIC
1981-11-16,5.2,CLIC
1981-11-17,5.7,CLIC
1981-11-18,5.1,CLIC
1981-11-19,5.1,CLIC
1981-11-20,4.8,CLIC
1981-11-21,6.6,CLIC
1981-11-22,6.1,CLIC
1981-11-23,5.6,CLIC
1981-11-24,6.4,CLIC
1981-11-25,5.4,CLIC
1981-11-26,5.1,CLIC
1981-11-27,6.9,CLIC
1981-11-28,5.2,CLIC
1981-11-29,6.5,CLIC
1981-11-30,5.5,CLIC
1981-12-01,3.5,CLIC
1981-12-02,3,CLIC
1981-12-03,3.2,CLIC
1981-12-04,2.5,CLIC
1981-12-05,2.5,CLIC
1981-12-06,1.8,CLIC
1981-12-07,1.5,CLIC
1981-12-08,2.9,CLIC
1981-12-09,1.4,CLIC
1981-12-10,3.3,CLIC
1981-12-11,3,CLIC
1981-12-12,2.1,CLIC
1981-12-13,2.8,CLIC
1981-12-14,3,CLIC
1981-12-15,2.8,CLIC
1981-12-16,3.8,CLIC
1981-12-17,2.9,CLIC
1981-12-18,3,CLIC
1981-12-19,1.6,CLIC
1981-12-20,2.2,CLIC
1981-12-21,3.3,CLIC
1981-12-22,5.4,CLIC
1981-12-23,5,CLIC
1981-12-24,2.7,CLIC
1981-12-25,3.8,CLIC
1981-12-26,1.7,CLIC
1981-12-27,4,CLIC
1981-12-28,4.3,CLIC
1981-12-29,2.6,CLIC
1981-12-30,2.5,CLIC
1981-12-31,3.2,CLIC
1982-01-01,2.1,CLIC
1982-01-02,3,CLIC
1982-01-03,4.8,CLIC
1982-01-04,3,CLIC
1982-01-05,2.2,CLIC
1982-01-06,4.7,CLIC
1982-01-07,2.3,CLIC
1982-01-08,1.9,CLIC
1982-01-09,3.1,CLIC
1982-01-10,3.6,CLIC
1982-01-11,2.5,CLIC
1982-01-12,4.9,CLIC
1982-01-13,4.9,CLIC
1982-01-14,3,CLIC
1982-01-15,1.3,CLIC
1982-01-16,1.6,CLIC
1982-01-17,1.5,CLIC
1982-01-18,7.2,CLIC
1982-01-19,4.8,CLIC
1982-01-20,3.7,CLIC
1982-01-21,7.2,CLIC
1982-01-22,4.4,CLIC
1982-01-23,3.2,CLIC
1982-01-24,2.7,CLIC
1982-01-25,3.8,CLIC
1982-01-26,9.6,CLIC
1982-01-27,5.1,CLIC
1982-01-28,5.1,CLIC
1982-01-29,5.3,CLIC
1982-01-30,5.3,CLIC
1982-01-31,4.4,CLIC
1982-02-01,7.2,CLIC
1982-02-02,6,CLIC
1982-02-03,6,CLIC
1982-02-04,5,CLIC
1982-02-05,3.5,CLIC
1982-02-06,5.2,CLIC
1982-02-07,4.6,CLIC
1982-02-08,6,CLIC
1982-02-09,5.4,CLIC
1982-02-10,5.4,CLIC
1982-02-11,4,CLIC
1982-02-12,6.1,CLIC
1982-02-13,3.8,CLIC
1982-02-14,3.3,CLIC
1982-02-15,3.7,CLIC
1982-02-16,2.8,CLIC
1982-02-17,5.6,CLIC
1982-02-18,3.6,CLIC
1982-02-19,2.9,CLIC
1982-02-20,4.7,CLIC
1982-02-21,1.9,CLIC
1982-02-22,6,CLIC
1982-02-23,4.3,CLIC
1982-02-24,4.5,CLIC
1982-02-25,3.4,CLIC
1982-02-26,2.3,CLIC
1982-02-27,4.4,CLIC
1982-02-28,3.9,CLIC
1982-03-01,4.5,CLIC
1982-03-02,4.8,CLIC
1982-03-03,6.1,CLIC
1982-03-04,3.8,CLIC
1982-03-05,3.2,CLIC
1982-03-06,3.4,CLIC
1982-03-07,4.7,CLIC
1982-03-08,4.9,CLIC
1982-03-09,5.7,CLIC
1982-03-10,4.7,CLIC
1982-03-11,6.7,CLIC
1982-03-12,7.8,CLIC
1982-03-13,6.4,CLIC
1982-03-14,7.1,CLIC
1982-03-15,6,CLIC
1982-03-16,6.3,CLIC
1982-03-17,4.9,CLIC
1982-03-18,8.2,CLIC
1982-03-19,7.8,CLIC
1982-03-20,7.5,CLIC
1982-03-21,6.6,CLIC
1982-03-22,0.7,CLIC
1982-03-23,2.4,CLIC
1982-03-24,2.2,CLIC
1982-03-25,2.5,CLIC
1982-03-26,3.8,CLIC
1982-03-27,2.7,CLIC
1982-03-28,0.9,CLIC
1982-03-29,2.7,CLIC
1982-03-30,1.5,CLIC
1982-03-31,3.8,CLIC
1982-04-01,1,CLIC
1982-04-02,11.1,CLIC
1982-04-03,6,CLIC
1982-04-04,5.1,CLIC
1982-04-05,4.5,CLIC
1982-04-06,2.5,CLIC
1982-04-07,5.3,CLIC
1982-04-08,6.8,CLIC
1982-04-09,6.7,CLIC
1982-04-10,3.3,CLIC
1982-04-11,4.1,CLIC
1982-04-12,6.8,CLIC
1982-04-13,7,CLIC
1982-04-14,7,CLIC
1982-04-15,8.1,CLIC
1982-04-16,6.8,CLIC
1982-04-17,3.9,CLIC
1982-04-18,3.1,CLIC
1982-04-19,4.8,CLIC
1982-04-20,6.1,CLIC
1982-04-21,4.3,CLIC
1982-04-22,4.6,CLIC
1982-04-23,5.2,CLIC
1982-04-24,1.9,CLIC
1982-04-25,2.7,CLIC
1982-04-26,5.6,CLIC
1982-04-27,8.6,CLIC
1982-04-28,3.7,CLIC
1982-04-29,1.4,CLIC
1982-05-01,5.4,CLIC
1982-05-02,1.2,CLIC
1982-05-03,3.1,CLIC
1982-05-04,1.2,CLIC
1982-05-05,2.1,CLIC
1982-05-06,5.8,CLIC
1982-05-07,5.5,CLIC
1982-05-08,5.3,CLIC
1982-05-09,3.9,CLIC
1982-05-10,4.5,CLIC
1982-05-11,3.5,CLIC
1982-05-12,2.4,CLIC
1982-05-13,6.6,CLIC
1982-05-14,6.4,CLIC
1982-05-15,6.6,CLIC
1982-05-16,6.7,CLIC
1982-05-17,5.7,CLIC
1982-05-18,6.3,CLIC
1982-05-19,5.8,CLIC
1982-05-20,7.2,CLIC
1982-05-21,5.5,CLIC
1982-05-22,5.4,CLIC
1982-05-23,4.5,CLIC
1982-05-24,7.2,CLIC
1982-05-25,5.4,CLIC
1982-05-26,5.9,CLIC
1982-05-27,6.7,CLIC
1982-05-28,5.4,CLIC
1982-05-29,8.3,CLIC
1982-05-30,6.9,CLIC
1982-05-31,7,CLIC
1982-06-01,8.2,CLIC
1982-06-02,9.9,CLIC
1982-06-03,7.1,CLIC
1982-06-04,7.3,CLIC
1982-06-05,3.4,CLIC
1982-06-06,10.5,CLIC
1982-06-07,7.4,CLIC
1982-06-08,8.1,CLIC
1982-06-09,8.1,CLIC
1982-06-10,6.4,CLIC
1982-06-11,10,CLIC
1982-06-12,3,CLIC
1982-06-13,5.7,CLIC
1982-06-14,8,CLIC
1982-06-15,8.5,CLIC
1982-06-16,7.5,CLIC
1982-06-17,8.8,CLIC
1982-06-18,9,CLIC
1982-06-19,4.7,CLIC
1982-06-20,9.3,CLIC
1982-06-21,9.2,CLIC
1982-06-22,8.9,CLIC
1982-06-23,7.4,CLIC
1982-06-24,9.3,CLIC
1982-06-25,9.5,CLIC
1982-06-26,10.5,CLIC
1982-06-27,10.3,CLIC
1982-06-28,5.4,CLIC
1982-06-29,10.5,CLIC
1982-06-30,10,CLIC
1982-07-01,8.5,CLIC
1982-07-02,9.2,CLIC
1982-07-03,9.4,CLIC
1982-07-04,10,CLIC
1982-07-05,7.7,CLIC
1982-07-06,7.9,CLIC
1982-07-07,7.2,CLIC
1982-07-08,9.4,CLIC
1982-07-09,10.6,CLIC
1982-07-10,10.6,CLIC
1982-07-11,8.2,CLIC
1982-07-12,11.8,CLIC
1982-07-13,10.5,CLIC
1982-07-14,10.6,CLIC
1982-07-15,7,CLIC
1982-07-16,10.1,CLIC
1982-07-17,14.7,CLIC
1982-07-18,13.1,CLIC
1982-07-19,7.4,CLIC
1982-07-20,8.6,CLIC
1982-07-21,8,CLIC
1982-07-22,8.5,CLIC
1982-07-23,9.5,CLIC
1982-07-24,10.4,CLIC
1982-07-25,10.3,CLIC
1982-07-26,11.1,CLIC
1982-07-27,11.2,CLIC
1982-07-28,10.5,CLIC
1982-07-29,10.6,CLIC
1982-07-30,4.6,CLIC
1982-07-31,9.9,CLIC
1982-09-01,8.3,CLIC
1982-09-02,9.5,CLIC
1982-09-04,5.4,CLIC
1982-09-05,6.7,CLIC
1982-09-06,7.1,CLIC
1982-09-07,5.4,CLIC
1982-09-08,6.7,CLIC
1982-09-09,7.3,CLIC
1982-09-10,7.1,CLIC
1982-09-11,8.2,CLIC
1982-09-12,7.1,CLIC
1982-09-13,9.4,CLIC
1982-09-14,5.3,CLIC
1982-09-15,5,CLIC
1982-09-16,3.7,CLIC
1982-09-17,3.2,CLIC
1982-09-18,6.6,CLIC
1982-09-19,7.5,CLIC
1982-09-20,7.2,CLIC
1982-09-21,2.5,CLIC
1982-09-22,5.2,CLIC
1982-09-23,5.3,CLIC
1982-09-24,5.1,CLIC
1982-09-25,4.2,CLIC
1982-09-26,8.9,CLIC
1982-09-27,8.1,CLIC
1982-09-28,5.9,CLIC
1982-09-29,8.6,CLIC
1982-09-30,5.8,CLIC
1982-10-01,5.9,CLIC
1982-10-02,4.9,CLIC
1982-10-03,6,CLIC
1982-10-04,8,CLIC
1982-10-05,5.4,CLIC
1982-10-06,6.6,CLIC
1982-10-07,7.5,CLIC
1982-10-08,6.6,CLIC
1982-10-09,7,CLIC
1982-10-10,7,CLIC
1982-10-11,6.5,CLIC
1982-10-12,7.5,CLIC
1982-10-13,5.5,CLIC
1982-10-14,7.5,CLIC
1982-10-15,6.4,CLIC
1982-10-16,4.6,CLIC
1982-10-17,5.1,CLIC
1982-10-18,5.1,CLIC
1982-10-19,4,CLIC
1982-10-20,6.9,CLIC
1982-10-21,3.9,CLIC
1982-10-22,5.9,CLIC
1982-10-23,4.7,CLIC
1982-10-24,7.9,CLIC
1982-10-25,7.6,CLIC
1982-10-26,5.4,CLIC
1982-10-27,5.2,CLIC
1982-10-28,6.7,CLIC
1982-10-29,6.3,CLIC
1982-10-30,8.7,CLIC
1982-10-31,4.5,CLIC
1982-11-01,2.6,CLIC
1982-11-02,4.4,CLIC
1982-11-03,4.1,CLIC
1982-11-04,2.2,CLIC
1982-11-05,2.9,CLIC
1982-11-06,4.2,CLIC
1982-11-07,3.2,CLIC
1982-11-08,3.5,CLIC
1982-11-09,3.9,CLIC
1982-11-10,4.9,CLIC
1982-11-11,5.8,CLIC
1982-11-12,7,CLIC
1982-11-13,3.3,CLIC
1982-11-14,5.4,CLIC
1982-11-15,4.1,CLIC
1982-11-16,1.7,CLIC
1982-11-17,1.6,CLIC
1982-11-18,5.4,CLIC
1982-11-19,3.1,CLIC
1982-11-20,4.9,CLIC
1982-11-21,3.4,CLIC
1982-11-22,5.6,CLIC
1982-11-23,3.9,CLIC
1982-11-24,1.7,CLIC
1982-11-25,2.8,CLIC
1982-11-26,1.6,CLIC
1982-11-27,2.1,CLIC
1982-11-28,3.8,CLIC
1982-11-29,3.4,CLIC
1982-11-30,4.7,CLIC
1982-12-01,4.9,CLIC
1982-12-02,3.7,CLIC
1982-12-03,3.9,CLIC
1982-12-04,2.5,CLIC
1982-12-05,2,CLIC
1982-12-06,1.8,CLIC
1982-12-07,2.4,CLIC
1982-12-08,5.2,CLIC
1982-12-09,4.3,CLIC
1982-12-10,3.8,CLIC
1982-12-11,5.8,CLIC
1982-12-12,7.4,CLIC
1982-12-13,2.2,CLIC
1982-12-14,2.6,CLIC
1982-12-15,2.8,CLIC
1982-12-16,2.8,CLIC
1982-12-17,2.5,CLIC
1982-12-18,1.9,CLIC
1982-12-19,3.4,CLIC
1982-12-20,2.3,CLIC
1982-12-21,2.3,CLIC
1982-12-22,1.7,CLIC
1982-12-23,3.4,CLIC
1982-12-24,5.1,CLIC
1982-12-25,3.3,CLIC
1982-12-26,1.9,CLIC
1982-12-27,1.3,CLIC
1982-12-28,1.3,CLIC
1982-12-29,1,CLIC
1982-12-30,1.9,CLIC
1982-12-31,1.9,CLIC
1983-01-01,1,CLIC
1983-01-02,1.1,CLIC
1983-01-03,0.7,CLIC
1983-01-04,0.6,CLIC
1983-01-05,0.6,CLIC
1983-01-06,4.8,CLIC
1983-01-07,0.2,CLIC
1983-01-08,0.9,CLIC
1983-01-09,0.6,CLIC
1983-01-10,2.2,CLIC
1983-01-11,1.4,CLIC
1983-01-12,2.3,CLIC
1983-01-13,2.1,CLIC
1983-01-14,0.3,CLIC
1983-01-15,1.9,CLIC
1983-01-16,1.1,CLIC
1983-01-17,0.5,CLIC
1983-01-18,0.8,CLIC
1983-01-19,1.1,CLIC
1983-01-20,0.2,CLIC
1983-01-21,0.8,CLIC
1983-01-22,2,CLIC
1983-01-23,2,CLIC
1983-01-24,2.9,CLIC
1983-01-25,2.7,CLIC
1983-01-26,4.7,CLIC
1983-01-27,3.1,CLIC
1983-01-28,3.3,CLIC
1983-01-29,3.5,CLIC
1983-01-30,1.5,CLIC
1983-01-31,2.7,CLIC
1983-02-01,2.5,CLIC
1983-02-02,3.1,CLIC
1983-02-03,1.2,CLIC
1983-02-04,1.5,CLIC
1983-02-05,1.5,CLIC
1983-02-06,3.5,CLIC
1983-02-07,1.3,CLIC
1983-02-08,1.5,CLIC
1983-02-09,4.6,CLIC
1983-02-10,3.1,CLIC
1983-02-11,0.3,CLIC
1983-02-12,3,CLIC
1983-02-13,3.3,CLIC
1983-02-14,2.9,CLIC
1983-02-15,3.5,CLIC
1983-02-16,3.4,CLIC
1983-02-17,3.2,CLIC
1983-02-18,3.6,CLIC
1983-02-19,5.6,CLIC
1983-02-20,7,CLIC
1983-02-21,4,CLIC
1983-02-22,2.8,CLIC
1983-02-23,2.8,CLIC
1983-02-25,2.7,CLIC
1983-02-26,2.3,CLIC
1983-02-27,1.6,CLIC
1983-02-28,4.2,CLIC
1983-03-01,4.5,CLIC
1983-03-02,2.8,CLIC
1983-03-03,6.5,CLIC
1983-03-04,7.2,CLIC
1983-03-05,8.1,CLIC
1983-03-06,6.9,CLIC
1983-03-07,6,CLIC
1983-03-08,4.6,CLIC
1983-03-09,1.4,CLIC
1983-03-10,3.7,CLIC
1983-03-11,4.7,CLIC
1983-03-12,2,CLIC
1983-03-13,0.9,CLIC
1983-03-14,2.1,CLIC
1983-03-15,4.9,CLIC
1983-03-16,8.1,CLIC
1983-03-17,6.6,CLIC
1983-03-18,5.2,CLIC
1983-03-19,6.4,CLIC
1983-03-20,6.6,CLIC
1983-03-21,4.1,CLIC
1983-03-22,1,CLIC
1983-03-23,4.6,CLIC
1983-03-24,6.4,CLIC
1983-03-25,5.9,CLIC
1983-03-26,7.1,CLIC
1983-03-27,6.2,CLIC
1983-03-28,4,CLIC
1983-03-29,5.1,CLIC
1983-03-30,5.2,CLIC
1983-03-31,6.4,CLIC
1983-04-01,7.9,CLIC
1983-04-02,6.4,CLIC
1983-04-03,6.6,CLIC
1983-04-04,8.3,CLIC
1983-04-05,6.8,CLIC
1983-04-06,7.3,CLIC
1983-04-07,5.4,CLIC
1983-04-08,4.1,CLIC
1983-04-09,5.3,CLIC
1983-04-10,7.9,CLIC
1983-04-11,7.2,CLIC
1983-04-12,2.6,CLIC
1983-04-13,4.7,CLIC
1983-04-14,2.7,CLIC
1983-04-15,4.8,CLIC
1983-04-16,3.6,CLIC
1983-04-17,4,CLIC
1983-04-18,7.1,CLIC
1983-04-19,7.2,CLIC
1983-04-20,8.7,CLIC
1983-04-21,5.4,CLIC
1983-04-22,8.2,CLIC
1983-04-23,9,CLIC
1983-04-24,6,CLIC
1983-04-25,6.1,CLIC
1983-04-26,6,CLIC
1983-04-27,4.9,CLIC
1983-04-28,8.1,CLIC
1983-04-29,5.9,CLIC
1983-04-30,7,CLIC
1983-05-01,9.4,CLIC
1983-05-02,13.7,CLIC
1983-05-03,8.6,CLIC
1983-05-04,8.3,CLIC
1983-05-05,7.2,CLIC
1983-05-06,5.4,CLIC
1983-05-07,5.4,CLIC
1983-05-08,4.6,CLIC
1983-05-09,2,CLIC
1983-05-10,5.9,CLIC
1983-05-11,6.8,CLIC
1983-05-12,6.4,CLIC
1983-05-13,7.3,CLIC
1983-05-14,8.6,CLIC
1983-05-15,4.8,CLIC
1983-05-16,7.7,CLIC
1983-05-17,8,CLIC
1983-05-18,2.3,CLIC
1983-05-19,3.4,CLIC
1983-05-20,8,CLIC
1983-05-21,5.8,CLIC
1983-05-22,3.6,CLIC
1983-05-23,3.6,CLIC
1983-05-24,6.2,CLIC
1983-05-28,4.7,CLIC
1983-05-29,6.4,CLIC
1983-05-30,6.2,CLIC
1983-05-31,6.1,CLIC
1983-06-01,4.6,CLIC
1983-06-02,4.9,CLIC
1983-06-03,5.6,CLIC
1983-06-04,5.2,CLIC
1983-06-05,6.1,CLIC
1983-06-06,4.6,CLIC
1983-06-07,3.7,CLIC
1983-06-08,6.5,CLIC
1983-06-09,7.2,CLIC
1983-06-10,8.6,CLIC
1983-06-11,7,CLIC
1983-06-12,1.2,CLIC
1983-06-13,2.8,CLIC
1983-06-14,5.2,CLIC
1983-06-15,4.2,CLIC
1983-06-16,4.7,CLIC
1983-06-17,5.6,CLIC
1983-06-18,7.9,CLIC
1983-06-19,8.1,CLIC
1983-06-20,7.7,CLIC
1983-06-21,8.3,CLIC
1983-06-22,7.5,CLIC
1983-06-23,5.5,CLIC
1983-06-24,6.7,CLIC
1983-06-25,6.9,CLIC
1983-06-26,8.5,CLIC
1983-06-27,9,CLIC
1983-06-28,6.5,CLIC
1983-06-29,6.7,CLIC
1983-06-30,9.5,CLIC
1983-07-01,8.3,CLIC
1983-07-02,7.6,CLIC
1983-07-03,7.5,CLIC
1983-07-04,7.5,CLIC
1983-07-05,5.2,CLIC
1983-07-06,8,CLIC
1983-07-07,8.3,CLIC
1983-07-08,5.8,CLIC
1983-07-09,3.9,CLIC
1983-07-10,5.8,CLIC
1983-07-11,5.7,CLIC
1983-07-12,2.1,CLIC
1983-07-13,5.6,CLIC
1983-07-14,7.7,CLIC
1983-07-15,7.5,CLIC
1983-07-16,7.5,CLIC
1983-07-17,4.9,CLIC
1983-07-18,3.8,CLIC
1983-07-19,2,CLIC
1983-07-20,5.3,CLIC
1983-07-21,7.1,CLIC
1983-07-22,8.8,CLIC
1983-07-23,8.1,CLIC
1983-07-24,9.5,CLIC
1983-07-25,9.7,CLIC
1983-07-26,9.5,CLIC
1983-07-27,8,CLIC
1983-07-28,5,CLIC
1983-07-29,8.4,CLIC
1983-07-30,5.9,CLIC
1983-07-31,6.1,CLIC
1983-08-01,5.2,CLIC
1983-08-02,7.4,CLIC
1983-08-03,8.1,CLIC
1983-08-04,5.6,CLIC
1983-08-05,4,CLIC
1983-08-06,2,CLIC
1983-08-07,6.2,CLIC
1983-08-08,6.7,CLIC
1983-08-09,7.6,CLIC
1983-08-10,7.6,CLIC
1983-08-11,8.3,CLIC
1983-08-12,7,CLIC
1983-08-13,7.9,CLIC
1983-08-14,9.1,CLIC
1983-08-15,5.7,CLIC
1983-08-16,7.2,CLIC
1983-08-17,9.7,CLIC
1983-08-18,2.8,CLIC
1983-08-19,7.2,CLIC
1983-08-20,8.4,CLIC
1983-08-21,8.3,CLIC
1983-08-22,10.9,CLIC
1983-08-23,8.6,CLIC
1983-08-24,8.8,CLIC
1983-08-25,7.9,CLIC
1983-08-26,7.2,CLIC
1983-08-27,12.3,CLIC
1983-08-28,3.8,CLIC
1983-08-29,4.1,CLIC
1983-08-30,2.7,CLIC
1983-08-31,7,CLIC
1983-09-01,5.3,CLIC
1983-09-02,4.3,CLIC
1983-09-03,6.8,CLIC
1983-09-04,7.7,CLIC
1983-09-05,5.7,CLIC
1983-09-06,4.7,CLIC
1983-09-07,8.6,CLIC
1983-09-08,4.8,CLIC
1983-09-09,4.4,CLIC
1983-09-10,4.2,CLIC
1983-09-11,3.7,CLIC
1983-09-12,4.3,CLIC
1983-09-13,2.4,CLIC
1983-09-14,4.1,CLIC
1983-09-15,2.8,CLIC
1983-09-16,3.6,CLIC
1983-09-17,3.2,CLIC
1983-09-18,5.4,CLIC
1983-09-19,3.9,CLIC
1983-09-20,10.2,CLIC
1983-09-21,3.9,CLIC
1983-09-22,3.7,CLIC
1983-09-23,4.1,CLIC
1983-09-24,4.2,CLIC
1983-09-25,3.7,CLIC
1983-09-26,3.1,CLIC
1983-09-27,3.5,CLIC
1983-09-28,3,CLIC
1983-09-29,3.5,CLIC
1983-09-30,3.8,CLIC
1983-10-01,4.7,CLIC
1983-10-02,5.3,CLIC
1983-10-03,5.3,CLIC
1983-10-04,5.3,CLIC
1983-10-05,3.9,CLIC
1983-10-06,6.2,CLIC
1983-10-07,5.3,CLIC
1983-10-09,2.2,CLIC
1983-10-10,3.5,CLIC
1983-10-11,4,CLIC
1983-10-12,2.7,CLIC
1983-10-13,4.6,CLIC
1983-10-14,2.3,CLIC
1983-10-15,4.2,CLIC
1983-10-16,1,CLIC
1983-10-17,2.9,CLIC
1983-10-18,4.9,CLIC
1983-10-19,5.2,CLIC
1983-10-20,4.8,CLIC
1983-10-21,3,CLIC
1983-10-22,2.5,CLIC
1983-10-23,3.5,CLIC
1983-10-24,4.9,CLIC
1983-10-25,3.6,CLIC
1983-10-26,4.3,CLIC
1983-10-27,3,CLIC
1983-10-28,2.9,CLIC
1983-10-29,3.1,CLIC
1983-10-30,2.2,CLIC
1983-10-31,2.7,CLIC
1983-11-01,3.6,CLIC
1983-11-02,3.4,CLIC
1983-11-03,3.2,CLIC
1983-11-04,2.7,CLIC
1983-11-05,2.7,CLIC
1983-11-06,2.1,CLIC
1983-11-07,4.6,CLIC
1983-11-08,2.3,CLIC
1983-11-09,7.6,CLIC
1983-11-10,3.7,CLIC
1983-11-11,2.8,CLIC
1983-11-12,3.7,CLIC
1983-11-13,2.9,CLIC
1983-11-14,4.8,CLIC
1983-11-15,3.9,CLIC
1983-11-16,4.1,CLIC
1983-11-17,2.3,CLIC
1983-11-18,4.3,CLIC
1983-11-19,6,CLIC
1983-11-20,3.7,CLIC
1983-11-21,3,CLIC
1983-11-22,4.9,CLIC
1983-11-23,4.7,CLIC
1983-11-24,3.2,CLIC
1983-11-25,3,CLIC
1983-11-26,6.8,CLIC
1983-11-27,5.3,CLIC
1983-11-28,3,CLIC
1983-11-29,1.7,CLIC
1983-11-30,1.7,CLIC
1983-12-01,1,CLIC
1983-12-02,1.1,CLIC
1983-12-03,3.2,CLIC
1983-12-04,3.5,CLIC
1983-12-05,4.9,CLIC
1983-12-06,3.2,CLIC
1983-12-07,3.4,CLIC
1983-12-08,1.9,CLIC
1983-12-09,2.5,CLIC
1983-12-10,2.7,CLIC
1983-12-11,5.3,CLIC
1983-12-12,3.8,CLIC
1983-12-13,4.1,CLIC
1983-12-14,1.9,CLIC
1983-12-15,1.6,CLIC
1983-12-16,2.6,CLIC
1983-12-17,1.8,CLIC
1983-12-18,2.4,CLIC
1983-12-19,0.2,CLIC
1983-12-20,0.5,CLIC
1983-12-21,1.2,CLIC
1983-12-22,1.4,CLIC
