Estación: ,C19121,GATOS GUEROS. LINARES
2006-09-12,8.42,CLIC
2006-09-13,6.74,CLIC
2006-09-14,5.05,CLIC
2006-09-15,5.65,CLIC
2006-09-16,7.07,CLIC
2006-09-17,6.88,CLIC
2006-09-18,5.42,CLIC
2006-09-19,2.63,CLIC
2006-09-20,8.07,CLIC
2006-09-21,5.16,CLIC
2006-09-22,4.34,CLIC
2006-09-23,3.52,CLIC
2006-09-24,2.41,CLIC
2006-09-25,1.85,CLIC
2006-09-26,1.29,CLIC
2006-09-27,6.53,CLIC
2006-09-28,5.08,CLIC
2006-09-29,6.38,CLIC
2006-09-30,7.53,CLIC
2006-10-01,6.61,CLIC
2006-10-02,3.36,CLIC
2006-10-03,2.11,CLIC
2006-10-04,4.89,CLIC
2006-10-05,3.33,CLIC
2006-10-06,0.2,CLIC
2006-10-07,5.71,CLIC
2006-10-08,4.5,CLIC
2006-10-09,2.08,CLIC
2006-10-10,1.84,CLIC
2006-10-11,1.59,CLIC
2006-10-12,4.82,CLIC
2006-10-13,4.66,CLIC
2006-10-14,4.5,CLIC
2006-10-15,2.55,CLIC
2006-10-16,5.54,CLIC
2006-10-17,3.91,CLIC
2006-10-18,2.84,CLIC
2006-10-19,4.45,CLIC
2006-10-20,2.82,CLIC
2006-10-21,1.18,CLIC
2006-10-22,1.52,CLIC
2006-10-23,2.85,CLIC
2006-10-24,3.8999,CLIC
2006-10-25,3.38,CLIC
2006-10-26,4.55,CLIC
2006-10-27,5.72,CLIC
2006-10-28,6.33,CLIC
2006-10-29,5.49,CLIC
2006-10-30,7.19,CLIC
2006-10-31,8.88,CLIC
2006-11-01,6.39,CLIC
2006-11-02,7.35,CLIC
2006-11-03,5.43,CLIC
2006-11-04,3.5,CLIC
2006-11-05,3.49,CLIC
2006-11-06,3.5,CLIC
2006-11-07,3.48,CLIC
2006-11-08,1.65,CLIC
2006-11-09,3.16,CLIC
2006-11-10,7.59,CLIC
2006-11-11,4.5,CLIC
2006-11-12,2.7,CLIC
2006-11-13,4.13,CLIC
2006-11-14,4.25,CLIC
2006-11-15,1.61,CLIC
2006-11-16,5.37,CLIC
2006-11-17,5.06,CLIC
2006-11-18,3.2,CLIC
2006-11-19,4.6,CLIC
2006-11-20,3.6,CLIC
2006-11-21,6.3,CLIC
2006-11-22,4.8,CLIC
2006-11-23,3.6,CLIC
2006-11-24,4.95,CLIC
2006-11-25,5.75,CLIC
2006-11-26,5.95,CLIC
2006-11-27,6.06,CLIC
2006-11-28,6.08,CLIC
2006-11-29,7.94,CLIC
2006-11-30,7.01,CLIC
2006-12-01,1.4,CLIC
2006-12-02,2.15,CLIC
2006-12-03,1.05,CLIC
2006-12-04,0.8,CLIC
2006-12-05,0.5,CLIC
2006-12-06,0.1,CLIC
2006-12-07,0.18,CLIC
2006-12-08,1.14,CLIC
2006-12-09,2,CLIC
2006-12-10,0.45,CLIC
2006-12-11,1.9299,CLIC
2006-12-12,1.12,CLIC
2006-12-13,1.72,CLIC
2006-12-14,1.2,CLIC
2006-12-15,0.84,CLIC
2006-12-16,3.24,CLIC
2006-12-17,5.93,CLIC
2006-12-18,0.75,CLIC
2006-12-19,6.53,CLIC
2006-12-20,0.43,CLIC
2006-12-21,0.8,CLIC
2006-12-22,0.49,CLIC
2006-12-23,0.61,CLIC
2006-12-24,0.33,CLIC
2006-12-25,1.45,CLIC
2006-12-26,1.1,CLIC
2006-12-27,3.98,CLIC
2006-12-28,2.53,CLIC
2006-12-29,2.9,CLIC
2006-12-30,3.14,CLIC
2006-12-31,3.1,CLIC
2007-01-01,5.9,CLIC
2007-01-02,1.75,CLIC
2007-01-03,3.95,CLIC
2007-01-04,3.41,CLIC
2007-01-05,2.43,CLIC
2007-01-06,2.47,CLIC
2007-01-07,0.96,CLIC
2007-01-08,0.9,CLIC
2007-01-09,5.4,CLIC
2007-01-10,1.3,CLIC
2007-01-11,1.3,CLIC
2007-01-12,1.8,CLIC
2007-01-13,1.9,CLIC
2007-01-14,2.65,CLIC
2007-01-15,3.7,CLIC
2007-01-16,0.5,CLIC
2007-01-17,0.9,CLIC
2007-01-18,0.8,CLIC
2007-01-19,0.8,CLIC
2007-01-20,0.9,CLIC
2007-01-21,0.7,CLIC
2007-01-22,5.5,CLIC
2007-01-23,4.2,CLIC
2007-01-24,2.8,CLIC
2007-01-25,0.95,CLIC
2007-01-26,1.8,CLIC
2007-01-27,1.45,CLIC
2007-01-28,2.85,CLIC
2007-01-29,1.7,CLIC
2007-01-30,2.66,CLIC
2007-01-31,3.04,CLIC
2007-02-01,2.87,CLIC
2007-02-02,2.45,CLIC
2007-02-03,0.52,CLIC
2007-02-04,0.73,CLIC
2007-02-05,1.9,CLIC
2007-02-06,2.63,CLIC
2007-02-07,4.6,CLIC
2007-02-08,4.56,CLIC
2007-02-09,4.44,CLIC
2007-02-10,0.33,CLIC
2007-02-11,0.25,CLIC
2007-02-12,4.83,CLIC
2007-02-13,2.39,CLIC
2007-02-14,0.53,CLIC
2007-02-15,0.35,CLIC
2007-02-16,0.91,CLIC
2007-02-17,0.8,CLIC
2007-02-18,0.78,CLIC
2007-02-19,0.85,CLIC
2007-02-20,3.8,CLIC
2007-02-21,3.9,CLIC
2007-02-22,3.65,CLIC
2007-02-23,4.75,CLIC
2007-02-24,5.65,CLIC
2007-02-25,5.4,CLIC
2007-02-26,5.33,CLIC
2007-02-27,5.01,CLIC
2007-02-28,3.93,CLIC
2007-03-01,3.9,CLIC
2007-03-02,2.88,CLIC
2007-03-03,1.22,CLIC
2007-03-04,0.18,CLIC
2007-03-05,0.82,CLIC
2007-03-06,2.95,CLIC
2007-03-07,2.51,CLIC
2007-03-08,3.34,CLIC
2007-03-09,3.1,CLIC
2007-03-10,2.6,CLIC
2007-03-11,6.68,CLIC
2007-03-12,5.6,CLIC
2007-03-13,0.67,CLIC
2007-03-14,7.02,CLIC
2007-03-15,3.96,CLIC
2007-03-16,3.9,CLIC
2007-03-17,4.94,CLIC
2007-03-18,6.57,CLIC
2007-03-19,7.98,CLIC
2007-03-20,3.01,CLIC
2007-03-21,4.55,CLIC
2007-03-22,7.06,CLIC
2007-03-23,4.6,CLIC
2007-03-24,5.5,CLIC
2007-03-25,5.8,CLIC
2007-03-26,6.15,CLIC
2007-03-27,5.98,CLIC
2007-03-28,5.25,CLIC
2007-03-29,7.75,CLIC
2007-03-30,4.95,CLIC
2007-03-31,5.4,CLIC
2007-04-01,4,CLIC
2007-04-02,4.1,CLIC
2007-04-03,4.48,CLIC
2007-04-04,2.16,CLIC
2007-04-05,2.5,CLIC
2007-04-06,0.26,CLIC
2007-04-07,0.55,CLIC
2007-04-08,0.13,CLIC
2007-04-09,0.38,CLIC
2007-04-10,5.1,CLIC
2007-04-11,4.68,CLIC
2007-04-12,7.8,CLIC
2007-04-13,10.84,CLIC
2007-04-14,7.18,CLIC
2007-04-15,4.26,CLIC
2007-04-16,5.78,CLIC
2007-04-17,4.6,CLIC
2007-04-18,7.05,CLIC
2007-04-19,6.85,CLIC
2007-04-20,5.28,CLIC
2007-04-21,6.05,CLIC
2007-04-22,8.18,CLIC
2007-04-23,7.4,CLIC
2007-04-24,3.33,CLIC
2007-04-25,6.17,CLIC
2007-04-26,5.87,CLIC
2007-04-27,7.14,CLIC
2007-04-28,9.3,CLIC
2007-04-29,6.9,CLIC
2007-04-30,9.25,CLIC
2007-05-01,7.02,CLIC
2007-05-02,8.5,CLIC
2007-05-03,7.8,CLIC
2007-05-04,7.95,CLIC
2007-05-05,6.45,CLIC
2007-05-06,6.64,CLIC
2007-05-07,6.1,CLIC
2007-05-08,5.7,CLIC
2007-05-09,7.85,CLIC
2007-05-10,6.38,CLIC
2007-05-11,3.55,CLIC
2007-05-12,9.07,CLIC
2007-05-13,5.02,CLIC
2007-05-14,8.1,CLIC
2007-05-15,8.88,CLIC
2007-05-16,4.93,CLIC
2007-05-17,6.94,CLIC
2007-05-18,5.55,CLIC
2007-05-19,2.24,CLIC
2007-05-20,3.26,CLIC
2007-05-21,5.1,CLIC
2007-05-22,4.8,CLIC
2007-05-23,5.13,CLIC
2007-05-24,2.39,CLIC
2007-05-25,4.7,CLIC
2007-05-26,3.75,CLIC
2007-05-27,4.45,CLIC
2007-05-28,7.78,CLIC
2007-05-29,3.11,CLIC
2007-05-30,5.06,CLIC
2007-05-31,6.14,CLIC
2007-06-01,5.5,CLIC
2007-06-02,11.18,CLIC
2007-06-03,6.35,CLIC
2007-06-04,8.17,CLIC
2007-06-05,8.95,CLIC
2007-06-06,9.5,CLIC
2007-06-07,6.99,CLIC
2007-06-08,8.81,CLIC
2007-06-09,5.9,CLIC
2007-06-10,6.7,CLIC
2007-06-11,6.5,CLIC
2007-06-12,7.7,CLIC
2007-06-13,9.8,CLIC
2007-06-14,13.03,CLIC
2007-06-15,5.7,CLIC
2007-06-16,7.3,CLIC
2007-06-17,10.5,CLIC
2007-06-18,5.9,CLIC
2007-06-19,7.14,CLIC
2007-06-20,6.33,CLIC
2007-06-21,5.4,CLIC
2007-06-22,5.33,CLIC
2007-06-23,8.93,CLIC
2007-06-24,6.75,CLIC
2007-06-25,8.97,CLIC
2007-06-26,7.6,CLIC
2007-06-27,10.3,CLIC
2007-06-28,6.89,CLIC
2007-06-29,3.11,CLIC
2007-06-30,6.91,CLIC
2007-07-01,5.68,CLIC
2007-07-02,4.98,CLIC
2007-07-03,3.5,CLIC
2007-07-04,7.09,CLIC
2007-07-05,13.09,CLIC
2007-07-06,8.75,CLIC
2007-07-07,7.8,CLIC
2007-07-08,4.5,CLIC
2007-07-09,6.55,CLIC
2007-07-10,11.05,CLIC
2007-07-11,9.79,CLIC
2007-07-12,8.21,CLIC
2007-07-13,6.71,CLIC
2007-07-14,9.49,CLIC
2007-07-15,10.7,CLIC
2007-07-16,8.7,CLIC
2007-07-17,4.36,CLIC
2007-07-18,2.83,CLIC
2007-07-19,3.75,CLIC
2007-07-20,2.8,CLIC
2007-07-21,6.85,CLIC
2007-07-22,7.83,CLIC
2007-07-23,9.32,CLIC
2007-07-24,8.8,CLIC
2007-07-25,9.92,CLIC
2007-07-26,8.18,CLIC
2007-07-27,10.65,CLIC
2007-07-28,8.4,CLIC
2007-07-29,8.9,CLIC
2007-07-30,8.6,CLIC
2007-07-31,11.25,CLIC
2007-08-01,7.15,CLIC
2007-08-02,7.1,CLIC
2007-08-03,8.1,CLIC
2007-08-04,4.1,CLIC
2007-08-05,4.2,CLIC
2007-08-06,8.6,CLIC
2007-08-07,5.46,CLIC
2007-08-08,8.51,CLIC
2007-08-09,9.75,CLIC
2007-08-10,8.2,CLIC
2007-08-11,5.2,CLIC
2007-08-12,6.4,CLIC
2007-08-13,9.7,CLIC
2007-08-14,8.03,CLIC
2007-08-15,7.7,CLIC
2007-08-16,7.8,CLIC
2007-08-17,9.75,CLIC
2007-08-18,8.85,CLIC
2007-08-19,9.15,CLIC
2007-08-20,8.45,CLIC
2007-08-21,8.71,CLIC
2007-08-22,9.45,CLIC
2007-08-23,6.78,CLIC
2007-08-24,5.15,CLIC
2007-08-25,8.13,CLIC
2007-08-26,7.29,CLIC
2007-08-27,5.8,CLIC
2007-08-28,5.98,CLIC
2007-08-29,6.8,CLIC
2007-08-30,5.73,CLIC
2007-08-31,6.18,CLIC
2007-09-01,7.85,CLIC
2007-09-02,8.01,CLIC
2007-09-03,5.5,CLIC
2007-09-04,4.95,CLIC
2007-09-05,7.6,CLIC
2007-09-06,5.27,CLIC
2007-09-07,8.93,CLIC
2007-09-08,7.7,CLIC
2007-09-09,6.14,CLIC
2007-09-10,5.83,CLIC
2007-09-11,7.85,CLIC
2007-09-12,3.81,CLIC
2007-09-13,7.33,CLIC
2007-09-14,8.85,CLIC
2007-09-15,7.9,CLIC
2007-09-16,7.75,CLIC
2007-09-17,6.8,CLIC
2007-09-18,7.63,CLIC
2007-09-19,7.47,CLIC
2007-09-20,8.75,CLIC
2007-09-21,8.6,CLIC
2007-09-22,8.85,CLIC
2007-09-23,7.75,CLIC
2007-09-24,7.89,CLIC
2007-09-25,8.7,CLIC
2007-09-26,7.83,CLIC
2007-09-27,7.95,CLIC
2007-09-28,6.58,CLIC
2007-09-29,6,CLIC
2007-09-30,7.65,CLIC
2007-10-01,8.5,CLIC
2007-10-02,6.95,CLIC
2007-10-03,6.7,CLIC
2007-10-04,5.59,CLIC
2007-10-05,3.48,CLIC
2007-10-06,5.33,CLIC
2007-10-07,6.73,CLIC
2007-10-08,4.8,CLIC
2007-10-09,5.81,CLIC
2007-10-10,5.11,CLIC
2007-10-11,4.59,CLIC
2007-10-12,3.15,CLIC
2007-10-13,3.05,CLIC
2007-10-14,5.25,CLIC
2007-10-15,4.93,CLIC
2007-10-16,6.7,CLIC
2007-10-17,3.25,CLIC
2007-10-18,10.2,CLIC
2007-10-19,6.45,CLIC
2007-10-20,4.28,CLIC
2007-10-21,5,CLIC
2007-10-22,4.3,CLIC
2007-10-23,4.4,CLIC
2007-10-24,6.9,CLIC
2007-10-25,7.2,CLIC
2007-10-26,3.6,CLIC
2007-10-27,7.39,CLIC
2007-10-28,6.9,CLIC
2007-10-29,4.2,CLIC
2007-10-30,4.8,CLIC
2007-10-31,6.9,CLIC
2007-11-01,5.5,CLIC
2007-11-02,3.7,CLIC
2007-11-03,4.6,CLIC
2007-11-04,3.9,CLIC
2007-11-05,2.8,CLIC
2007-11-06,3.45,CLIC
2007-11-07,5.4,CLIC
2007-11-08,3.2,CLIC
2007-11-09,2.3,CLIC
2007-11-10,4.9,CLIC
2007-11-11,7.4,CLIC
2007-11-12,4.3,CLIC
2007-11-13,2.2,CLIC
2007-11-14,3.8,CLIC
2007-11-15,3.75,CLIC
2007-11-16,4.5,CLIC
2007-11-17,4.25,CLIC
2007-11-18,2.2,CLIC
2007-11-19,3.6,CLIC
2007-11-20,5.75,CLIC
2007-11-21,5.6,CLIC
2007-11-22,5.85,CLIC
2007-11-23,1.2,CLIC
2007-11-24,0.28,CLIC
2007-11-25,1.1,CLIC
2007-11-26,0.91,CLIC
2007-11-27,2.8,CLIC
2007-11-28,2.75,CLIC
2007-11-29,4.85,CLIC
2007-11-30,5.85,CLIC
2007-12-01,5.85,CLIC
2007-12-02,3.6,CLIC
2007-12-03,6.85,CLIC
2007-12-04,4.95,CLIC
2007-12-05,5.3,CLIC
2007-12-06,3.1,CLIC
2007-12-07,8.6,CLIC
2007-12-08,1.1,CLIC
2007-12-09,2.7,CLIC
2007-12-10,3.09,CLIC
2007-12-11,4.1,CLIC
2007-12-12,5.8,CLIC
2007-12-13,0.88,CLIC
2007-12-14,2.32,CLIC
2007-12-15,3.9,CLIC
2007-12-16,1.31,CLIC
2007-12-17,1.6,CLIC
2007-12-18,1.92,CLIC
2007-12-19,1.85,CLIC
2007-12-20,2.95,CLIC
2007-12-21,5.9,CLIC
2007-12-22,4.05,CLIC
2007-12-23,3.45,CLIC
2007-12-24,2.85,CLIC
2007-12-25,3.65,CLIC
2007-12-26,1.1,CLIC
2007-12-27,2.6,CLIC
2007-12-28,1.8,CLIC
2007-12-29,2.1,CLIC
2007-12-30,2.2,CLIC
2007-12-31,2.55,CLIC
2008-01-01,1.7,CLIC
2008-01-02,0.95,CLIC
2008-01-03,1.43,CLIC
2008-01-04,1.03,CLIC
2008-01-05,1.88,CLIC
2008-01-06,3.75,CLIC
2008-01-07,4.95,CLIC
2008-01-08,5.42,CLIC
2008-01-09,4.9,CLIC
2008-01-10,3.7,CLIC
2008-01-11,3.4,CLIC
2008-01-12,3.1,CLIC
2008-01-13,2.8,CLIC
2008-01-14,0.31,CLIC
2008-01-15,0.16,CLIC
2008-01-16,0.18,CLIC
2008-01-17,1.63,CLIC
2008-01-18,0.83,CLIC
2008-01-19,1.95,CLIC
2008-01-20,0.85,CLIC
2008-01-21,2.99,CLIC
2008-01-22,2.65,CLIC
2008-01-23,1.25,CLIC
2008-01-24,0.9,CLIC
2008-01-25,1.35,CLIC
2008-01-26,1.41,CLIC
2008-01-27,2.9,CLIC
2008-01-28,2.5,CLIC
2008-01-29,6.82,CLIC
2008-01-30,1.4,CLIC
2008-01-31,2.2,CLIC
2008-02-01,1.27,CLIC
2008-02-02,2.8,CLIC
2008-02-03,3.1,CLIC
2008-02-04,3.8,CLIC
2008-02-05,6.85,CLIC
2008-02-06,3.6,CLIC
2008-02-07,2.15,CLIC
2008-02-08,3.95,CLIC
2008-02-09,2.75,CLIC
2008-02-10,3.1,CLIC
2008-02-11,4.4,CLIC
2008-02-12,5.3,CLIC
2008-02-13,3.1,CLIC
2008-02-14,4.68,CLIC
2008-02-15,2.85,CLIC
2008-02-16,4.35,CLIC
2008-02-17,3.95,CLIC
2008-02-18,1,CLIC
2008-02-19,0.56,CLIC
2008-02-20,0.8,CLIC
2008-02-21,5,CLIC
2008-02-22,4.8,CLIC
2008-02-23,2.3,CLIC
2008-02-24,7.38,CLIC
2008-02-25,5.6,CLIC
2008-02-26,4.55,CLIC
2008-02-27,3.93,CLIC
2008-02-28,5.48,CLIC
2008-02-29,5.81,CLIC
2008-03-01,2.59,CLIC
2008-03-02,3.01,CLIC
2008-03-03,6.44,CLIC
2008-03-04,4.75,CLIC
2008-03-05,2.93,CLIC
2008-03-06,4.9,CLIC
2008-03-07,3.85,CLIC
2008-03-08,1.75,CLIC
2008-03-09,4.77,CLIC
2008-03-10,1.46,CLIC
2008-03-11,3.56,CLIC
2008-03-12,3.54,CLIC
2008-03-13,6.7,CLIC
2008-03-14,4.85,CLIC
2008-03-15,4.9,CLIC
2008-03-16,7.95,CLIC
2008-03-17,10.8,CLIC
2008-03-18,9.6,CLIC
2008-03-19,9.19,CLIC
2008-03-20,6.9,CLIC
2008-03-21,4.85,CLIC
2008-03-22,6.65,CLIC
2008-03-23,2.8,CLIC
2008-03-24,7.3,CLIC
2008-03-25,7,CLIC
2008-03-26,9.8,CLIC
2008-03-27,6.3,CLIC
2008-03-28,7.4,CLIC
2008-03-29,8.29,CLIC
2008-03-30,3.89,CLIC
2008-03-31,2.91,CLIC
2008-04-01,4.66,CLIC
2008-04-02,6.5,CLIC
2008-04-03,9.9,CLIC
2008-04-04,8.6,CLIC
2008-04-05,6.9,CLIC
2008-04-06,7.85,CLIC
2008-04-07,8.22,CLIC
2008-04-08,11.18,CLIC
2008-04-09,6.4,CLIC
2008-04-10,7.8,CLIC
2008-04-11,9.5,CLIC
2008-04-12,6.3,CLIC
2008-04-13,8.45,CLIC
2008-04-14,3.65,CLIC
2008-04-15,5.95,CLIC
2008-04-16,5.18,CLIC
2008-04-17,10.32,CLIC
2008-04-18,7.7,CLIC
2008-04-19,7,CLIC
2008-04-20,8.4,CLIC
2008-04-21,2.6,CLIC
2008-04-22,13.9,CLIC
2008-04-23,10.2,CLIC
2008-04-24,4.29,CLIC
2008-04-25,8.5,CLIC
2008-04-26,4.3,CLIC
2008-04-27,0,CLIC
2008-04-28,3.9,CLIC
2008-04-29,6.8,CLIC
2008-04-30,6.95,CLIC
2008-05-01,6.85,CLIC
2008-05-02,7.1,CLIC
2008-05-03,8,CLIC
2008-05-04,6.7,CLIC
2008-05-05,5.85,CLIC
2008-05-06,8.85,CLIC
2008-05-07,6.9,CLIC
2008-05-08,6.88,CLIC
2008-05-09,8.27,CLIC
2008-05-10,10.1,CLIC
2008-05-11,9.7,CLIC
2008-05-12,7.95,CLIC
2008-05-13,4.23,CLIC
2008-05-14,9.9,CLIC
2008-05-15,9.04,CLIC
2008-05-16,6.85,CLIC
2008-05-17,1.45,CLIC
2008-05-18,4.8,CLIC
2008-05-19,7.37,CLIC
2008-05-20,3.03,CLIC
2008-05-21,8.38,CLIC
2008-05-22,8.91,CLIC
2008-05-23,6.31,CLIC
2008-05-24,7.09,CLIC
2008-05-25,10.31,CLIC
2008-05-26,0.1,CLIC
2008-05-27,10.12,CLIC
2008-05-28,7.13,CLIC
2008-05-29,9.5,CLIC
2008-05-30,8.13,CLIC
2008-05-31,7.45,CLIC
2008-06-01,9.73,CLIC
2008-06-02,10,CLIC
2008-06-03,8.7,CLIC
2008-06-04,7.23,CLIC
2008-06-05,9.9,CLIC
2008-06-06,3.85,CLIC
2008-06-07,2.85,CLIC
2008-06-08,4.65,CLIC
2008-06-09,7.1,CLIC
2008-06-10,11.35,CLIC
2008-06-11,10.4,CLIC
2008-06-12,7.2,CLIC
2008-06-13,11.19,CLIC
2008-06-14,11.11,CLIC
2008-06-15,6.3,CLIC
2008-06-16,7.9,CLIC
2008-06-17,6.1,CLIC
2008-06-18,8.16,CLIC
2008-06-19,8.6,CLIC
2008-06-20,11.2,CLIC
2008-06-21,8.9,CLIC
2008-06-22,7.6,CLIC
2008-06-23,8.25,CLIC
2008-06-24,6.75,CLIC
2008-06-25,9.8,CLIC
2008-06-26,7,CLIC
2008-06-27,7.45,CLIC
2008-06-28,8.7,CLIC
2008-06-29,9.9,CLIC
2008-06-30,4.83,CLIC
2008-07-01,5.38,CLIC
2008-07-02,4.14,CLIC
2008-07-03,4.3,CLIC
2008-07-04,5.1,CLIC
2008-07-05,4.73,CLIC
2008-07-06,4.73,CLIC
2008-07-07,4.33,CLIC
2008-07-08,4.1,CLIC
2008-07-09,3.25,CLIC
2008-07-10,3.08,CLIC
2008-07-11,7.15,CLIC
2008-07-12,6.87,CLIC
2008-07-13,7.85,CLIC
2008-07-14,9.65,CLIC
2008-07-15,7.6,CLIC
2008-07-16,10.3,CLIC
2008-07-17,5.9,CLIC
2008-07-18,4.1,CLIC
2008-07-19,7.6,CLIC
2008-07-20,4.18,CLIC
2008-07-21,3.81,CLIC
2008-07-22,6.23,CLIC
2008-07-23,2.48,CLIC
2008-07-24,5.72,CLIC
2008-07-25,8.9,CLIC
2008-07-26,9.2,CLIC
2008-07-27,8.9,CLIC
2008-07-28,8.5,CLIC
2008-07-29,4.69,CLIC
2008-07-30,8.11,CLIC
2008-07-31,6.2,CLIC
2008-08-01,6.2,CLIC
2008-08-02,7.1,CLIC
2008-08-03,7.5,CLIC
2008-08-04,8.5,CLIC
2008-08-05,4.6,CLIC
2008-08-06,4.2,CLIC
2008-08-07,6.45,CLIC
2008-08-08,5.4,CLIC
2008-08-09,3.7,CLIC
2008-08-10,4.65,CLIC
2008-08-11,9,CLIC
2008-08-12,9.7,CLIC
2008-08-13,8.9,CLIC
2008-08-14,8.75,CLIC
2008-08-15,7.95,CLIC
2008-08-16,8.95,CLIC
2008-08-17,6.43,CLIC
2008-08-18,5.7,CLIC
2008-08-19,8.55,CLIC
2008-08-20,7.4,CLIC
2008-08-21,7.7,CLIC
2008-08-22,6.85,CLIC
2008-08-23,4.55,CLIC
2008-08-24,6.7,CLIC
2008-08-25,6.9,CLIC
2008-08-26,7.7,CLIC
2008-08-27,3.75,CLIC
2008-08-28,4.87,CLIC
2008-08-29,2.5,CLIC
2008-08-30,5.3,CLIC
2008-08-31,4.71,CLIC
2008-09-01,4.7,CLIC
2008-09-02,3.6,CLIC
2008-09-03,8.3,CLIC
2008-09-04,6.1,CLIC
2008-09-05,4.2,CLIC
2008-09-06,4,CLIC
2008-09-07,3.8,CLIC
2008-09-08,5.38,CLIC
2008-09-09,8.12,CLIC
2008-09-10,2.8,CLIC
2008-09-11,1.37,CLIC
2008-09-12,1.9,CLIC
2008-09-16,4.4,CLIC
2008-09-17,9.4,CLIC
2008-09-18,7.8,CLIC
2008-09-19,8.8,CLIC
2008-09-20,8.8,CLIC
2008-09-21,7.8,CLIC
2008-09-22,10,CLIC
2008-09-26,5.1,CLIC
2008-09-27,6.6,CLIC
2008-09-28,3.6,CLIC
2008-09-29,5.5,CLIC
2008-09-30,4.4,CLIC
2008-10-01,4.8,CLIC
2008-10-02,4.8,CLIC
2008-10-03,5.5,CLIC
2008-10-04,5.8,CLIC
2008-10-05,6.85,CLIC
2008-10-06,5.8,CLIC
2008-10-07,1.5,CLIC
2008-10-08,3.45,CLIC
2008-10-09,3.05,CLIC
2008-10-10,4.05,CLIC
2008-10-11,5.75,CLIC
2008-10-12,4.8,CLIC
2008-10-13,5.7,CLIC
2008-10-14,6.75,CLIC
2008-10-15,1.99,CLIC
2008-10-16,2.76,CLIC
2008-10-17,1.38,CLIC
2008-10-18,3.85,CLIC
2008-10-19,4.2,CLIC
2008-10-20,6.75,CLIC
2008-10-21,9.9,CLIC
2008-10-22,7.8,CLIC
2008-10-23,6.6,CLIC
2008-10-24,4.95,CLIC
2008-10-25,5.85,CLIC
2008-10-26,4.7,CLIC
2008-10-27,3.85,CLIC
2008-10-28,5.65,CLIC
2008-10-29,6.9,CLIC
2008-10-30,3.8,CLIC
2008-10-31,4.8,CLIC
2008-11-01,4.8,CLIC
2008-11-02,7.8,CLIC
2008-11-03,6.7,CLIC
2008-11-04,4.68,CLIC
2008-11-05,3.32,CLIC
2008-11-06,4.2,CLIC
2008-11-07,3.6,CLIC
2008-11-08,5.9,CLIC
2008-11-09,5.3,CLIC
2008-11-10,7.95,CLIC
2008-11-11,6.75,CLIC
2008-11-12,6.7,CLIC
2008-11-13,5.5,CLIC
2008-11-14,6.8,CLIC
2008-11-15,4.85,CLIC
2008-11-16,2.95,CLIC
2008-11-17,1.95,CLIC
2008-11-18,3.65,CLIC
2008-11-19,4.85,CLIC
2008-11-20,4.85,CLIC
2008-11-21,6.9,CLIC
2008-11-22,3.76,CLIC
2008-11-23,4.84,CLIC
2008-11-24,5.95,CLIC
2008-11-25,5.48,CLIC
2008-11-26,5,CLIC
2008-11-27,5.75,CLIC
2008-11-28,4.75,CLIC
2008-11-29,3.95,CLIC
2008-11-30,3.9,CLIC
2009-01-01,2.8,CLIC
2009-01-02,3.75,CLIC
2009-01-03,2.5,CLIC
2009-01-04,3.95,CLIC
2009-01-05,3.15,CLIC
2009-01-06,3.99,CLIC
2009-01-07,3.14,CLIC
2009-01-08,4.52,CLIC
2009-01-09,3.9,CLIC
2009-01-10,4.3,CLIC
2009-01-11,4.11,CLIC
2009-01-12,4.69,CLIC
2009-01-13,2.3,CLIC
2009-01-14,2,CLIC
2009-01-15,2.4,CLIC
2009-01-16,1.5,CLIC
2009-01-17,1.9,CLIC
2009-01-18,1.85,CLIC
2009-01-19,2.8,CLIC
2009-01-20,4.85,CLIC
2009-01-21,2.9,CLIC
2009-01-22,3.9,CLIC
2009-01-23,2.9,CLIC
2009-01-24,5.8,CLIC
2009-01-25,1.9,CLIC
2009-01-26,5.6,CLIC
2009-01-27,5.3,CLIC
2009-01-28,3.6,CLIC
2009-01-29,1.4,CLIC
2009-01-30,3.1,CLIC
2009-01-31,1.87,CLIC
2009-02-01,2.46,CLIC
2009-02-02,4.08,CLIC
2009-02-03,4.82,CLIC
2009-02-04,4.85,CLIC
2009-02-05,5.75,CLIC
2009-02-06,6.75,CLIC
2009-02-07,6.45,CLIC
2009-02-08,3.15,CLIC
2009-02-09,4.95,CLIC
2009-02-10,6.7,CLIC
2009-02-11,5,CLIC
2009-02-12,2.1,CLIC
2009-02-13,2.55,CLIC
2009-02-14,5.35,CLIC
2009-02-15,0.8,CLIC
2009-02-16,2,CLIC
2009-02-17,2.1,CLIC
2009-02-18,0.9,CLIC
2009-02-19,5.2,CLIC
2009-02-20,3.6,CLIC
2009-02-21,2.9,CLIC
2009-02-22,6.5,CLIC
2009-02-23,3.89,CLIC
2009-02-24,3.86,CLIC
2009-02-25,4.7,CLIC
2009-02-26,4.84,CLIC
2009-02-27,4.91,CLIC
2009-02-28,3.99,CLIC
2009-03-01,4.3,CLIC
2009-03-02,6.45,CLIC
2009-03-03,7.15,CLIC
2009-03-04,4.55,CLIC
2009-03-05,4.8,CLIC
2009-03-06,4.8,CLIC
2009-03-07,5.8,CLIC
2009-03-08,4.9,CLIC
2009-03-09,9.3,CLIC
2009-03-10,4.2,CLIC
2009-03-11,2,CLIC
