Estación: ,C19112,BENITEZ. LINARES
1999-07-13,6.46,CLIC
1999-07-14,10.35,CLIC
1999-07-15,8.6,CLIC
1999-07-16,8.48,CLIC
1999-07-17,6.98,CLIC
1999-07-18,1.16,CLIC
1999-07-19,6.69,CLIC
1999-07-20,7.86,CLIC
1999-07-21,7.47,CLIC
1999-07-22,9.29,CLIC
1999-07-23,9.45,CLIC
1999-07-24,8.09,CLIC
1999-07-25,7.27,CLIC
1999-07-26,9.11,CLIC
1999-07-27,7.34,CLIC
1999-07-28,12.2,CLIC
1999-07-29,9.52,CLIC
1999-07-30,9.21,CLIC
1999-07-31,10.19,CLIC
1999-08-01,10.19,CLIC
1999-08-02,9.99,CLIC
1999-08-03,9.97,CLIC
1999-08-04,7.47,CLIC
1999-08-05,10.26,CLIC
1999-08-06,8.69,CLIC
1999-08-07,8.72,CLIC
1999-08-08,8.78,CLIC
1999-08-09,9.39,CLIC
1999-08-10,10.88,CLIC
1999-08-11,10.64,CLIC
1999-08-12,12.57,CLIC
1999-08-13,11.66,CLIC
1999-08-14,11.44,CLIC
1999-08-15,11.29,CLIC
1999-08-16,10.24,CLIC
1999-08-17,8.81,CLIC
1999-08-18,6.16,CLIC
1999-08-19,7.9,CLIC
1999-08-20,8.45,CLIC
1999-08-21,7.11,CLIC
1999-08-22,7.98,CLIC
1999-08-23,7.2,CLIC
1999-08-24,7.26,CLIC
1999-08-25,6.83,CLIC
1999-08-26,8.24,CLIC
1999-08-27,9.9,CLIC
1999-08-28,10.41,CLIC
1999-08-29,7.82,CLIC
1999-08-30,7.17,CLIC
1999-08-31,9.17,CLIC
1999-09-01,9.62,CLIC
1999-09-02,9.45,CLIC
1999-09-03,8.93,CLIC
1999-09-04,9.39,CLIC
1999-09-05,10.22,CLIC
1999-09-06,7.27,CLIC
1999-09-07,3.05,CLIC
1999-09-09,3,CLIC
1999-09-10,3.04,CLIC
1999-09-11,7.64,CLIC
1999-09-12,5.7,CLIC
1999-09-13,5.95,CLIC
1999-09-14,5.98,CLIC
1999-09-15,4.12,CLIC
1999-09-16,6.23,CLIC
1999-09-17,5.86,CLIC
1999-09-18,5.39,CLIC
1999-09-19,7.71,CLIC
1999-09-20,4.6,CLIC
1999-09-21,7.36,CLIC
1999-09-22,6.82,CLIC
1999-09-23,1.66,CLIC
1999-09-24,4.99,CLIC
1999-09-25,4.82,CLIC
1999-09-26,6.89,CLIC
1999-09-27,6.05,CLIC
1999-09-28,7,CLIC
1999-09-29,6.24,CLIC
1999-09-30,3.67,CLIC
1999-10-01,2.66,CLIC
1999-10-02,4.69,CLIC
1999-10-03,6.87,CLIC
1999-10-05,3.67,CLIC
1999-10-06,3.61,CLIC
1999-10-07,6.43,CLIC
1999-10-08,4.04,CLIC
1999-10-09,4.64,CLIC
1999-10-10,6.52,CLIC
1999-10-11,3.63,CLIC
1999-10-12,3.02,CLIC
1999-10-13,5.76,CLIC
1999-10-14,4.51,CLIC
1999-10-15,4.81,CLIC
1999-10-16,5.16,CLIC
1999-10-17,7.24,CLIC
1999-10-18,1.3,CLIC
1999-10-19,1.7,CLIC
1999-10-20,3.4,CLIC
1999-10-21,3.5,CLIC
1999-10-22,1.53,CLIC
1999-10-23,4.15,CLIC
1999-10-24,3.75,CLIC
1999-10-25,4.39,CLIC
1999-10-26,4.08,CLIC
1999-10-27,5.24,CLIC
1999-10-28,5.04,CLIC
1999-10-29,6.2,CLIC
1999-10-30,4.07,CLIC
1999-10-31,3.78,CLIC
1999-11-01,5.02,CLIC
1999-11-02,2.35,CLIC
1999-11-03,4.18,CLIC
1999-11-04,4.96,CLIC
1999-11-05,4.67,CLIC
1999-11-06,4.18,CLIC
1999-11-07,3.16,CLIC
1999-11-08,6.37,CLIC
1999-11-09,4.07,CLIC
1999-11-10,4.88,CLIC
1999-11-11,2.62,CLIC
1999-11-12,2.64,CLIC
1999-11-13,3.67,CLIC
1999-11-14,3.97,CLIC
1999-11-15,3.29,CLIC
1999-11-16,3.64,CLIC
1999-11-17,2.41,CLIC
1999-11-18,4.23,CLIC
1999-11-19,4.47,CLIC
1999-11-20,2.29,CLIC
1999-11-21,4.18,CLIC
1999-11-22,4.99,CLIC
1999-11-23,4.67,CLIC
1999-11-24,2.95,CLIC
1999-11-25,2.11,CLIC
1999-11-26,2.66,CLIC
1999-11-27,3.87,CLIC
1999-11-28,2.82,CLIC
1999-11-29,2.88,CLIC
1999-11-30,2.87,CLIC
1999-12-01,4.09,CLIC
1999-12-02,5.22,CLIC
1999-12-03,2.95,CLIC
1999-12-04,4.19,CLIC
1999-12-05,3.47,CLIC
1999-12-06,3.41,CLIC
1999-12-07,3.37,CLIC
1999-12-08,5.05,CLIC
1999-12-09,6.26,CLIC
1999-12-10,3.73,CLIC
1999-12-11,6.11,CLIC
1999-12-12,4.56,CLIC
1999-12-13,3.9,CLIC
1999-12-14,3.36,CLIC
1999-12-15,4.63,CLIC
1999-12-16,1.66,CLIC
1999-12-17,3.21,CLIC
1999-12-18,3.51,CLIC
1999-12-19,6.74,CLIC
1999-12-20,3.41,CLIC
1999-12-21,1.07,CLIC
1999-12-22,0.44,CLIC
1999-12-23,1.21,CLIC
1999-12-24,0.5,CLIC
1999-12-25,0.48,CLIC
1999-12-26,0.67,CLIC
1999-12-27,1.4,CLIC
1999-12-28,2.03,CLIC
1999-12-29,1.88,CLIC
1999-12-30,2.86,CLIC
1999-12-31,2.03,CLIC
2000-01-01,4.19,CLIC
2000-01-02,4.6,CLIC
2000-01-03,6.55,CLIC
2000-01-04,2.46,CLIC
2000-01-05,4.73,CLIC
2000-01-06,1.83,CLIC
2000-01-07,4.33,CLIC
2000-01-08,2.62,CLIC
2000-01-09,1.51,CLIC
2000-01-10,4.76,CLIC
2000-01-11,3.38,CLIC
2000-01-12,4.03,CLIC
2000-01-13,3.82,CLIC
2000-01-14,2.89,CLIC
2000-01-15,1.71,CLIC
2000-01-16,2.73,CLIC
2000-01-17,4.39,CLIC
2000-01-18,4.04,CLIC
2000-01-19,4.6,CLIC
2000-01-20,4.7,CLIC
2000-01-21,3.55,CLIC
2000-01-22,3.77,CLIC
2000-01-23,5.51,CLIC
2000-01-24,3.98,CLIC
2000-01-25,1.83,CLIC
2000-01-26,3.83,CLIC
2000-01-27,5.17,CLIC
2000-01-28,3.36,CLIC
2000-01-29,0.36,CLIC
2000-01-30,1.29,CLIC
2000-01-31,1.51,CLIC
2000-02-01,2.43,CLIC
2000-02-02,1.43,CLIC
2000-02-03,1.79,CLIC
2000-02-04,4.09,CLIC
2000-02-05,3.33,CLIC
2000-02-06,5.24,CLIC
2000-02-07,2.67,CLIC
2000-02-08,4.83,CLIC
2000-02-09,6.17,CLIC
2000-02-10,6.23,CLIC
2000-02-11,5.92,CLIC
2000-02-12,4.07,CLIC
2000-02-13,4.5,CLIC
2000-02-14,7.08,CLIC
2000-02-15,7,CLIC
2000-02-16,6.32,CLIC
2000-02-17,6.1,CLIC
2000-02-18,4.17,CLIC
2000-02-19,2.89,CLIC
2000-02-20,1.05,CLIC
2000-02-21,7.92,CLIC
2000-02-22,6.18,CLIC
2000-02-23,2.35,CLIC
2000-02-24,8.89,CLIC
2000-02-25,7.7,CLIC
2000-02-26,5.5,CLIC
2000-02-27,5.9,CLIC
2000-02-28,7.82,CLIC
2000-02-29,4.63,CLIC
2000-03-01,7.65,CLIC
2000-03-02,8.12,CLIC
2000-03-03,6.36,CLIC
2000-03-04,2.63,CLIC
2000-03-05,5.2,CLIC
2000-03-06,2.68,CLIC
2000-03-07,7.56,CLIC
2000-03-08,4.97,CLIC
2000-03-09,6.83,CLIC
2000-03-10,6.21,CLIC
2000-03-11,2.26,CLIC
2000-03-12,4.46,CLIC
2000-03-13,4.27,CLIC
2000-03-14,5.83,CLIC
2000-03-15,2.2,CLIC
2000-03-16,8.84,CLIC
2000-03-17,3.92,CLIC
2000-03-18,3.42,CLIC
2000-03-19,5.48,CLIC
2000-03-20,7.95,CLIC
2000-03-21,7.67,CLIC
2000-03-22,7.31,CLIC
2000-03-23,6.5,CLIC
2000-03-24,9.37,CLIC
2000-03-25,4.68,CLIC
2000-03-26,7.24,CLIC
2000-03-27,7.73,CLIC
2000-03-28,7.9,CLIC
2000-03-29,10.55,CLIC
2000-03-30,8.62,CLIC
2000-03-31,8.72,CLIC
2000-04-01,5.13,CLIC
2000-04-02,6.16,CLIC
2000-04-03,9.23,CLIC
2000-04-04,7.39,CLIC
2000-04-05,10.1,CLIC
2000-04-06,9.73,CLIC
2000-04-07,9.07,CLIC
2000-04-08,5.78,CLIC
2000-04-09,6.69,CLIC
2000-04-10,9.9,CLIC
2000-04-11,6.81,CLIC
2000-04-12,5.73,CLIC
2000-04-13,2.06,CLIC
2000-04-14,7.92,CLIC
2000-04-15,9.16,CLIC
2000-04-16,2.03,CLIC
2000-04-17,5.87,CLIC
2000-04-18,10.91,CLIC
2000-04-19,12.95,CLIC
2000-04-20,7.53,CLIC
2000-04-21,2.58,CLIC
2000-04-22,10.48,CLIC
2000-04-23,6.27,CLIC
2000-04-24,11.73,CLIC
2000-04-25,10.59,CLIC
2000-04-26,7.3,CLIC
2000-04-27,5.14,CLIC
2000-04-28,8.94,CLIC
2000-04-29,9.02,CLIC
2000-04-30,10.43,CLIC
2000-05-01,11.72,CLIC
2000-05-02,1,CLIC
2000-05-03,5.38,CLIC
2000-05-04,11.07,CLIC
2000-05-05,10.46,CLIC
2000-05-06,5.5,CLIC
2000-05-07,12.18,CLIC
2000-05-08,7.55,CLIC
2000-05-09,9.24,CLIC
2000-05-10,7.06,CLIC
2000-05-11,10.65,CLIC
2000-05-12,9.02,CLIC
2000-05-13,0,CLIC
2000-05-14,6.23,CLIC
2000-05-15,10.05,CLIC
2000-05-16,12.3,CLIC
2000-05-17,13.13,CLIC
2000-05-18,10.31,CLIC
2000-05-19,10.93,CLIC
2000-05-20,5,CLIC
2000-05-21,4.22,CLIC
2000-05-22,7.39,CLIC
2000-05-23,10.37,CLIC
2000-05-24,10.78,CLIC
2000-05-25,10.8,CLIC
2000-05-26,13.89,CLIC
2000-05-27,12.05,CLIC
2000-05-28,10.57,CLIC
2000-05-29,9.01,CLIC
2000-05-30,10.78,CLIC
2000-05-31,9.89,CLIC
2000-06-01,10.46,CLIC
2000-06-02,10.1,CLIC
2000-06-03,12.02,CLIC
2000-06-04,9.97,CLIC
2000-06-05,2.89,CLIC
2000-06-06,3,CLIC
2000-06-07,4.87,CLIC
2000-06-08,6.42,CLIC
2000-06-09,6.77,CLIC
2000-06-10,4.16,CLIC
2000-06-11,4.39,CLIC
2000-06-12,9,CLIC
2000-06-13,9.73,CLIC
2000-06-14,7.94,CLIC
2000-06-15,6.77,CLIC
2000-06-16,10.52,CLIC
2000-06-17,5.88,CLIC
2000-06-18,8.21,CLIC
2000-06-19,11.25,CLIC
2000-06-20,10.15,CLIC
2000-06-21,11.74,CLIC
2000-06-22,10.4,CLIC
2000-06-23,11.9,CLIC
2000-06-24,12.34,CLIC
2000-06-25,9.93,CLIC
2000-06-26,11.16,CLIC
2000-06-27,11.24,CLIC
2000-06-28,12.42,CLIC
2000-06-29,11.58,CLIC
2000-06-30,11.5,CLIC
2000-07-01,11.3,CLIC
2000-07-02,11.88,CLIC
2000-07-03,12.56,CLIC
2000-07-04,10.98,CLIC
2000-07-05,11.56,CLIC
2000-07-06,12.09,CLIC
2000-07-07,11.3,CLIC
2000-07-08,10.9,CLIC
2000-07-09,9.6,CLIC
2000-07-10,12.85,CLIC
2000-07-11,5.65,CLIC
2000-07-12,10.78,CLIC
2000-07-13,11.95,CLIC
2000-07-14,8.59,CLIC
2000-07-15,12.85,CLIC
2000-07-16,9.36,CLIC
2000-07-17,5.81,CLIC
2000-07-18,10.17,CLIC
2000-07-19,12.73,CLIC
2000-07-20,14.08,CLIC
2000-07-21,6,CLIC
2000-07-22,17.14,CLIC
2000-07-23,15.16,CLIC
2000-07-24,9.33,CLIC
2000-07-25,11.13,CLIC
2000-07-26,14.67,CLIC
2000-07-27,14.91,CLIC
2000-07-28,11.86,CLIC
2000-07-29,12.02,CLIC
2000-07-30,8.9,CLIC
2000-07-31,6.58,CLIC
2000-08-01,10.51,CLIC
2000-08-02,8.17,CLIC
2000-08-03,6.71,CLIC
2000-08-04,5.67,CLIC
2000-08-05,8.2,CLIC
2000-08-06,10.62,CLIC
2000-08-07,12.63,CLIC
2000-08-08,7.77,CLIC
2000-08-09,5.85,CLIC
2000-08-10,6.7,CLIC
2000-08-11,8.32,CLIC
2000-08-12,10.9,CLIC
2000-08-13,8.62,CLIC
2000-08-14,9.1,CLIC
2000-08-15,3.91,CLIC
2000-08-16,9.84,CLIC
2000-08-17,9.17,CLIC
2000-08-18,5.93,CLIC
2000-08-19,7.79,CLIC
2000-08-20,8.96,CLIC
2000-08-21,9.3,CLIC
2000-08-22,9.04,CLIC
2000-08-23,8.34,CLIC
2000-08-24,2.29,CLIC
2000-08-25,14.92,CLIC
2000-08-26,8.79,CLIC
2000-08-27,9.67,CLIC
2000-08-28,8.68,CLIC
2000-08-29,8.69,CLIC
2000-08-30,11.58,CLIC
2000-08-31,9.28,CLIC
2000-09-01,9.65,CLIC
2000-09-02,9.17,CLIC
2000-09-03,10,CLIC
2000-09-04,9.8,CLIC
2000-09-05,9.29,CLIC
2000-09-06,9.29,CLIC
2000-09-07,9.24,CLIC
2000-09-08,8.28,CLIC
2000-09-09,7.36,CLIC
2000-09-10,9.19,CLIC
2000-09-11,5.75,CLIC
2000-09-12,9.59,CLIC
2000-09-13,6.94,CLIC
2000-09-14,2.69,CLIC
2000-09-15,10.25,CLIC
2000-09-16,8.06,CLIC
2000-09-17,11.36,CLIC
2000-09-18,5.32,CLIC
2000-09-19,6.69,CLIC
2000-09-20,6.48,CLIC
2000-09-21,7.83,CLIC
2000-09-22,8.07,CLIC
2000-09-23,7.28,CLIC
2000-09-24,0,CLIC
2000-09-25,2.57,CLIC
2000-09-26,3.75,CLIC
2000-09-27,4.73,CLIC
2000-09-28,5.37,CLIC
2000-09-29,5.78,CLIC
2000-09-30,5.07,CLIC
2000-10-01,5.79,CLIC
2000-10-02,5.39,CLIC
2000-10-03,6.69,CLIC
2000-10-04,5.48,CLIC
2000-10-05,5.53,CLIC
2000-10-06,0,CLIC
2000-10-07,0,CLIC
2000-10-08,0.1,CLIC
2000-10-09,1.43,CLIC
2000-10-10,0.29,CLIC
2000-10-11,0.39,CLIC
2000-10-12,0.26,CLIC
2000-10-13,1.03,CLIC
2000-10-14,4.95,CLIC
2000-10-15,3.64,CLIC
2000-10-16,2.45,CLIC
2000-10-17,4.16,CLIC
2000-10-18,3.31,CLIC
2000-10-19,2.78,CLIC
2000-10-20,4.1,CLIC
2000-10-21,3.35,CLIC
2000-10-22,3.16,CLIC
2000-10-23,2.53,CLIC
2000-10-24,4.84,CLIC
2000-10-25,4.82,CLIC
2000-10-26,2.02,CLIC
2000-10-27,5.75,CLIC
2000-10-28,5.59,CLIC
2000-10-29,2.69,CLIC
2000-10-30,4.95,CLIC
2000-10-31,3.67,CLIC
2001-10-01,3.15,CLIC
2001-10-02,6.37,CLIC
2001-10-03,6.18,CLIC
2001-10-04,2.44,CLIC
2001-10-05,5.44,CLIC
2001-10-06,4.68,CLIC
2001-10-07,5.43,CLIC
2001-10-08,4.35,CLIC
2001-10-09,2.89,CLIC
2001-10-10,4.52,CLIC
2001-10-11,7.34,CLIC
2001-10-12,5.7,CLIC
2001-10-13,6.5,CLIC
2001-10-14,5.43,CLIC
2001-10-15,4.42,CLIC
2001-10-16,2.81,CLIC
2001-10-17,4.21,CLIC
2001-10-18,3.43,CLIC
2001-10-19,4.27,CLIC
2001-10-20,6.19,CLIC
2001-10-21,5.19,CLIC
2001-10-22,2.95,CLIC
2001-10-23,3.71,CLIC
2001-10-24,4.78,CLIC
2001-10-25,3.9,CLIC
2001-10-26,4.5,CLIC
2001-10-27,2.46,CLIC
2001-10-28,2.9,CLIC
2001-10-29,3,CLIC
2001-10-30,3.35,CLIC
2001-10-31,3.99,CLIC
2001-11-01,3.65,CLIC
2001-11-02,2.59,CLIC
2001-11-03,1.48,CLIC
2001-11-04,3.77,CLIC
2001-11-05,3.7,CLIC
2001-11-06,4.56,CLIC
2001-11-07,1.34,CLIC
2001-11-08,2.5,CLIC
2001-11-09,3.15,CLIC
2001-11-10,2.3,CLIC
2001-11-11,2.85,CLIC
2001-11-12,3.77,CLIC
2001-11-13,1.1,CLIC
2001-11-14,2.92,CLIC
2001-11-15,2.82,CLIC
2001-11-16,2.68,CLIC
2001-11-17,2.53,CLIC
2001-11-18,1.5,CLIC
2001-11-19,2.45,CLIC
2001-11-20,1.78,CLIC
2001-11-21,1.7,CLIC
2001-11-22,1.74,CLIC
2001-11-23,4.26,CLIC
2001-11-24,2.37,CLIC
2001-11-25,3.75,CLIC
2001-11-26,3.6,CLIC
2001-11-27,5.1,CLIC
2001-11-28,0.9,CLIC
2001-11-29,0.31,CLIC
2001-11-30,1.67,CLIC
2001-12-01,2.96,CLIC
2001-12-02,0.36,CLIC
2001-12-03,1.65,CLIC
2001-12-04,2.35,CLIC
2001-12-05,2.5,CLIC
2001-12-06,3.2,CLIC
2001-12-07,1.79,CLIC
2001-12-08,1.81,CLIC
2001-12-09,0.44,CLIC
2001-12-10,1.82,CLIC
2001-12-11,0.55,CLIC
2001-12-12,1.19,CLIC
2001-12-13,1.59,CLIC
2001-12-14,3.69,CLIC
2001-12-15,1.62,CLIC
2001-12-16,4.15,CLIC
2001-12-17,2.1,CLIC
2001-12-18,2.27,CLIC
2001-12-19,2.23,CLIC
2001-12-20,1.25,CLIC
2001-12-21,3.54,CLIC
2001-12-22,2.5,CLIC
2001-12-23,4.46,CLIC
2001-12-24,2,CLIC
2001-12-25,1,CLIC
2001-12-26,3,CLIC
2001-12-27,3,CLIC
2001-12-28,2.15,CLIC
2001-12-29,4.75,CLIC
2001-12-30,2.27,CLIC
2001-12-31,2.93,CLIC
2002-01-01,1.9,CLIC
2002-01-02,1,CLIC
2002-01-03,1,CLIC
2002-01-04,0.8,CLIC
2002-01-05,1.6,CLIC
2002-01-06,3.24,CLIC
2002-01-07,1.68,CLIC
2002-01-08,2.6,CLIC
2002-01-09,3.63,CLIC
2002-01-10,1.88,CLIC
2002-01-11,5.03,CLIC
2002-01-12,0.38,CLIC
2002-01-13,0.68,CLIC
2002-01-14,3.41,CLIC
2002-01-15,3.62,CLIC
2002-01-16,2.95,CLIC
2002-01-17,1.56,CLIC
2002-01-18,3.51,CLIC
2002-01-19,3.28,CLIC
2002-01-20,4.46,CLIC
2002-01-21,1.43,CLIC
2002-01-22,3,CLIC
2002-01-23,5,CLIC
2002-01-24,10.1,CLIC
2002-01-25,1.4,CLIC
2002-01-26,1.2,CLIC
2002-01-27,5.48,CLIC
2002-01-28,5.46,CLIC
2002-01-29,4.06,CLIC
2002-01-30,6.43,CLIC
2002-01-31,7.54,CLIC
2002-02-01,2.23,CLIC
2002-02-02,4.1,CLIC
2002-02-03,2.88,CLIC
2002-02-04,0.45,CLIC
2002-02-05,0.7,CLIC
2002-02-06,0.85,CLIC
2002-02-07,0.96,CLIC
2002-02-08,3.86,CLIC
2002-02-09,6.62,CLIC
2002-02-10,4.73,CLIC
2002-02-11,2.75,CLIC
2002-02-12,1.05,CLIC
2002-02-13,0.9,CLIC
2002-02-14,2.75,CLIC
2002-02-15,7.07,CLIC
2002-02-16,0.53,CLIC
2002-02-17,4.7,CLIC
2002-02-18,6.2,CLIC
2002-02-19,4.99,CLIC
2002-02-20,5.7,CLIC
2002-02-21,7.69,CLIC
2002-02-22,8.41,CLIC
2002-02-23,6.2,CLIC
2002-02-24,6.3,CLIC
2002-02-25,7.07,CLIC
2002-02-26,3.11,CLIC
2002-02-27,2.71,CLIC
2002-02-28,2.01,CLIC
2002-03-01,8.05,CLIC
2002-03-02,8.26,CLIC
2002-03-03,4.87,CLIC
2002-03-04,2.1,CLIC
2002-03-05,3.73,CLIC
2002-03-06,4.36,CLIC
2002-03-07,6.52,CLIC
2002-03-08,5.89,CLIC
2002-03-09,4.9,CLIC
2002-03-10,2.47,CLIC
2002-03-11,4.22,CLIC
2002-03-12,3.05,CLIC
2002-03-13,9.95,CLIC
2002-03-14,6.79,CLIC
2002-03-15,9.49,CLIC
2002-03-16,3.19,CLIC
2002-03-17,5.5,CLIC
2002-03-18,8.07,CLIC
2002-03-19,11.67,CLIC
2002-03-20,8.02,CLIC
2002-03-21,7.11,CLIC
2002-03-22,5.2,CLIC
2002-03-23,4.8,CLIC
2002-03-24,8.08,CLIC
2002-03-25,10.79,CLIC
2002-03-26,3.22,CLIC
2002-03-27,1.38,CLIC
2002-03-28,5.8,CLIC
2002-03-29,6.38,CLIC
2002-03-30,9.48,CLIC
2002-03-31,10,CLIC
2002-04-01,4.6,CLIC
2002-04-02,8.23,CLIC
2002-04-03,4.37,CLIC
2002-04-04,1.9,CLIC
2002-04-05,1.3,CLIC
2002-04-06,3.2,CLIC
2002-04-07,9.11,CLIC
2002-04-08,10.43,CLIC
2002-04-09,7.99,CLIC
2002-04-10,5.77,CLIC
2002-04-11,7,CLIC
2002-04-12,8,CLIC
2002-04-13,8,CLIC
2002-04-14,6.89,CLIC
2002-04-15,5,CLIC
2002-04-16,4.91,CLIC
2002-04-17,9.56,CLIC
2002-04-18,11.91,CLIC
2002-04-19,7.09,CLIC
2002-04-20,10.9,CLIC
2002-04-21,5.6,CLIC
2002-04-22,11.55,CLIC
2002-04-23,8.73,CLIC
2002-04-24,10.4,CLIC
2002-04-25,9.79,CLIC
2002-04-26,10.07,CLIC
2002-04-27,11.1,CLIC
2002-04-28,11.2,CLIC
2002-04-29,5.84,CLIC
2002-04-30,13.1,CLIC
2002-05-01,10.15,CLIC
2002-05-02,8.97,CLIC
2002-05-03,12.73,CLIC
2002-05-04,10.09,CLIC
2002-05-05,8.61,CLIC
2002-05-06,10.63,CLIC
2002-05-07,10.43,CLIC
2002-05-08,7.87,CLIC
2002-05-09,8.45,CLIC
2002-05-10,8.96,CLIC
2002-05-11,8.92,CLIC
2002-05-12,8.4,CLIC
2002-05-13,8.45,CLIC
2002-05-14,7.1,CLIC
2002-05-15,8.16,CLIC
2002-05-16,10.2,CLIC
2002-05-17,7,CLIC
2002-05-18,3.86,CLIC
2002-05-19,5.69,CLIC
2002-05-20,5.19,CLIC
2002-05-21,4.8,CLIC
2002-05-22,7.99,CLIC
2002-05-23,10.73,CLIC
2002-05-24,5.29,CLIC
2002-05-25,9.91,CLIC
2002-05-26,6.88,CLIC
2002-05-27,8.89,CLIC
2002-05-28,7.07,CLIC
2002-05-29,8.6,CLIC
2002-05-30,11.79,CLIC
2002-05-31,5.15,CLIC
2002-06-01,8.55,CLIC
2002-06-02,8.66,CLIC
2002-06-03,9.38,CLIC
2002-06-04,7.49,CLIC
2002-06-06,4.62,CLIC
2002-06-07,7.33,CLIC
2002-06-08,6.61,CLIC
2002-06-09,8.29,CLIC
2002-06-10,8.92,CLIC
2002-06-11,6.49,CLIC
2002-06-12,8.85,CLIC
2002-06-13,9.26,CLIC
2002-06-14,6.79,CLIC
2002-06-15,14.25,CLIC
2002-06-16,14.11,CLIC
2002-06-17,8.7,CLIC
2002-06-18,9.81,CLIC
2002-06-19,9.1,CLIC
2002-06-20,7.4,CLIC
2002-06-21,9.15,CLIC
2002-06-22,8.38,CLIC
2002-06-23,7.85,CLIC
2002-06-24,9.18,CLIC
2002-06-25,8.35,CLIC
2002-06-26,8.31,CLIC
2002-06-27,9.53,CLIC
2002-06-29,7.3,CLIC
2002-06-30,8.15,CLIC
2002-07-01,5.45,CLIC
2002-07-02,6.2,CLIC
2002-07-03,8.4,CLIC
2002-07-04,8.89,CLIC
2002-07-05,4.79,CLIC
2002-07-06,5.61,CLIC
2002-07-07,6.42,CLIC
2002-07-08,6.96,CLIC
2002-07-09,4.72,CLIC
2002-07-10,5.48,CLIC
2002-07-11,5.21,CLIC
2002-07-12,4.9,CLIC
2002-07-13,11.53,CLIC
2002-07-14,6.66,CLIC
2002-07-15,6.79,CLIC
2002-07-16,7.67,CLIC
2002-07-17,6.52,CLIC
2002-07-18,8.44,CLIC
2002-07-19,8.64,CLIC
2002-07-20,10.51,CLIC
2002-07-21,7.96,CLIC
2002-07-22,6.85,CLIC
2002-07-23,6.96,CLIC
2002-07-24,9.59,CLIC
2002-07-25,9,CLIC
2002-07-26,13.84,CLIC
2002-07-27,6.37,CLIC
2002-07-28,10.2,CLIC
2002-07-29,9.94,CLIC
2002-07-30,11.12,CLIC
2002-07-31,8.93,CLIC
2002-08-01,14.52,CLIC
2002-08-02,8.93,CLIC
2002-08-03,14.27,CLIC
2002-08-04,8.64,CLIC
2002-08-05,6.81,CLIC
2002-08-06,9.4,CLIC
2002-08-07,10.1,CLIC
2002-08-08,9.95,CLIC
2002-08-09,8.4,CLIC
2002-08-10,10.6,CLIC
2002-08-11,9.75,CLIC
2002-08-12,8.39,CLIC
2002-08-13,10.19,CLIC
2002-08-14,8.61,CLIC
2002-08-15,9.79,CLIC
2002-08-16,8.23,CLIC
2002-08-17,12.58,CLIC
2002-08-18,10.18,CLIC
2002-08-19,8.9,CLIC
2002-08-20,9.3,CLIC
2002-08-21,9.79,CLIC
2002-08-22,9.72,CLIC
2002-08-23,8.31,CLIC
2002-08-24,8.43,CLIC
2002-08-25,10.28,CLIC
2002-08-26,10.26,CLIC
2002-08-27,14.79,CLIC
2002-08-28,8.65,CLIC
2002-08-29,9.75,CLIC
2002-08-30,10.15,CLIC
2002-08-31,7.09,CLIC
2002-09-01,8.71,CLIC
2002-09-02,6.85,CLIC
2002-09-03,6.95,CLIC
2002-09-04,6.37,CLIC
2002-09-05,5.67,CLIC
2002-09-06,5.39,CLIC
2002-09-07,6.83,CLIC
2002-09-08,11.3,CLIC
2002-09-09,6.32,CLIC
2002-09-10,6.55,CLIC
2002-09-11,0,CLIC
2002-09-12,1.18,CLIC
2002-09-13,2.48,CLIC
2002-09-14,3.78,CLIC
2002-09-15,2.95,CLIC
2002-09-16,3.63,CLIC
2002-09-17,5.84,CLIC
2002-09-18,3.24,CLIC
2002-09-19,4.73,CLIC
2002-09-20,4.92,CLIC
2002-09-21,4.48,CLIC
2002-09-22,7.15,CLIC
2002-09-23,3.62,CLIC
2002-09-24,6.45,CLIC
2002-09-25,5.47,CLIC
2002-09-26,6.56,CLIC
2002-09-27,4.16,CLIC
2002-09-28,2.49,CLIC
2002-09-29,7.73,CLIC
2002-09-30,4.87,CLIC
2002-10-01,5,CLIC
2002-10-02,4.23,CLIC
2002-10-03,4.7,CLIC
2002-10-04,2.89,CLIC
2002-10-05,7.35,CLIC
2002-10-06,5.84,CLIC
2002-10-07,5.12,CLIC
2002-10-08,6.56,CLIC
2002-10-09,4.83,CLIC
2002-10-10,4.2,CLIC
2002-10-11,5.53,CLIC
2002-10-12,2.57,CLIC
2002-10-13,2.24,CLIC
2002-10-14,1.01,CLIC
2002-10-15,1.4,CLIC
2002-10-16,1.22,CLIC
2002-10-17,7.07,CLIC
2002-10-18,5.46,CLIC
2002-10-19,6.86,CLIC
2002-10-20,2.32,CLIC
2002-10-21,4.25,CLIC
2002-10-22,3.38,CLIC
2002-10-23,5.26,CLIC
2002-10-24,3.56,CLIC
2002-10-25,2.7,CLIC
2002-10-26,2.19,CLIC
2002-10-27,1.99,CLIC
2002-10-28,1.24,CLIC
2002-10-29,1.72,CLIC
2002-10-30,1.1,CLIC
2002-10-31,1.36,CLIC
2002-11-01,1.45,CLIC
2002-11-02,1.13,CLIC
2002-11-03,0.8,CLIC
2002-11-04,0.85,CLIC
2002-11-05,1.2,CLIC
2002-11-06,1.51,CLIC
2002-11-07,2.81,CLIC
2002-11-08,2,CLIC
