Estación: ,C19155,LA POZA. GALEANA
2001-02-01,0.9,CLIC
2001-02-02,2.03,CLIC
2001-02-03,8,CLIC
2001-02-04,8.3,CLIC
2001-02-05,12.81,CLIC
2001-02-06,1.84,CLIC
2001-02-07,1.1,CLIC
2001-02-08,3.91,CLIC
2001-02-09,1.88,CLIC
2001-02-10,2.83,CLIC
2001-02-11,1.93,CLIC
2001-02-12,4.4,CLIC
2001-02-13,3.04,CLIC
2001-02-14,2,CLIC
2001-02-15,1.64,CLIC
2001-02-16,0.16,CLIC
2001-02-17,4.82,CLIC
2001-02-18,1.08,CLIC
2001-02-19,2.1,CLIC
2001-02-20,2.5,CLIC
2001-02-21,1,CLIC
2001-02-22,5.26,CLIC
2001-02-23,2.74,CLIC
2001-02-24,3.2,CLIC
2001-02-25,4.1,CLIC
2001-02-26,2.8,CLIC
2001-02-27,4.17,CLIC
2001-02-28,10.6,CLIC
2001-03-01,7.98,CLIC
2001-03-02,3.53,CLIC
2001-03-03,10.98,CLIC
2001-03-04,15.38,CLIC
2001-03-05,10.76,CLIC
2001-03-06,8,CLIC
2001-03-07,9.45,CLIC
2001-03-08,6.85,CLIC
2001-03-09,9.9,CLIC
2001-03-10,2.97,CLIC
2001-03-11,4.4,CLIC
2001-03-12,4.84,CLIC
2001-03-13,5.3,CLIC
2001-03-14,1.03,CLIC
2001-03-15,3.47,CLIC
2001-05-01,0.87,CLIC
2001-05-02,3.08,CLIC
2001-05-03,0.1,CLIC
2001-05-04,8.14,CLIC
2001-05-05,3.55,CLIC
2001-05-06,4.35,CLIC
2001-05-07,12.15,CLIC
2001-05-08,0.1,CLIC
2001-05-09,5,CLIC
2001-05-10,5.61,CLIC
2001-05-11,3.23,CLIC
2001-05-12,1.6,CLIC
2001-05-13,7.5,CLIC
2001-05-14,1.11,CLIC
2001-05-15,0.89,CLIC
2001-05-16,1.2,CLIC
2001-05-17,10.7,CLIC
2001-05-18,2.1,CLIC
2001-05-19,0.15,CLIC
2001-05-20,0.95,CLIC
2001-05-21,0.9,CLIC
2001-05-22,2.11,CLIC
2001-05-23,1.96,CLIC
2001-05-24,4.7,CLIC
2001-05-25,2.1,CLIC
2001-05-26,1.8,CLIC
2001-05-27,9.9,CLIC
2001-05-28,1.1,CLIC
2001-05-29,1.2,CLIC
2001-05-30,13.52,CLIC
2001-05-31,5.38,CLIC
2001-06-01,11.26,CLIC
2001-06-02,0.18,CLIC
2001-06-04,4.8,CLIC
2001-06-06,4.99,CLIC
2001-06-07,11.72,CLIC
2001-06-08,3.37,CLIC
2001-06-09,2.07,CLIC
2001-06-11,13.49,CLIC
2001-06-15,4.71,CLIC
2001-06-16,1.7,CLIC
2001-06-17,12.14,CLIC
2001-06-18,10.3,CLIC
2001-06-19,6.15,CLIC
2001-06-20,14.23,CLIC
2001-06-22,6.14,CLIC
2001-06-23,0.8,CLIC
2001-06-24,4.5,CLIC
2001-06-26,2.88,CLIC
2001-06-27,2.02,CLIC
2001-06-28,11.8,CLIC
2001-06-29,3.79,CLIC
2001-06-30,6.55,CLIC
2001-07-01,13.89,CLIC
2001-07-03,3.83,CLIC
2001-07-04,7.25,CLIC
2001-07-05,1.58,CLIC
2001-07-06,6.85,CLIC
2001-07-07,6.11,CLIC
2001-07-08,5.44,CLIC
2001-07-09,3.1,CLIC
2001-07-10,12.04,CLIC
2001-07-12,5.03,CLIC
2001-07-13,10.07,CLIC
2001-07-14,2.75,CLIC
2001-07-15,12.02,CLIC
2001-07-16,3.6,CLIC
2001-07-17,10.24,CLIC
2001-07-18,6.55,CLIC
2001-07-19,8.21,CLIC
2001-07-20,8.69,CLIC
2001-07-21,2.64,CLIC
2001-07-22,0.8,CLIC
2001-07-23,1.1,CLIC
2001-07-24,7.9,CLIC
2001-07-25,2.99,CLIC
2001-07-26,15.98,CLIC
2001-07-27,4.23,CLIC
2001-08-03,5.03,CLIC
2001-08-04,4.92,CLIC
2001-08-05,1.01,CLIC
2001-08-06,4.62,CLIC
2001-08-07,6.84,CLIC
2001-08-08,2.35,CLIC
2001-08-09,9.19,CLIC
2001-08-10,4.44,CLIC
2001-08-11,1.25,CLIC
2001-08-12,2.31,CLIC
2001-08-13,1.9,CLIC
2001-08-14,14.9,CLIC
2001-08-15,10.13,CLIC
2001-08-16,2.07,CLIC
2001-08-17,2.8,CLIC
2001-08-18,2.1,CLIC
2001-08-24,2.3,CLIC
2001-08-25,1.9,CLIC
2001-08-26,11.04,CLIC
2001-08-28,13.94,CLIC
2001-08-30,2.8,CLIC
2001-09-01,15.2,CLIC
2001-09-02,9.5,CLIC
2001-09-03,8.29,CLIC
2001-09-07,7.54,CLIC
2001-09-13,9.02,CLIC
2001-09-14,6,CLIC
2001-09-15,7.18,CLIC
2001-09-16,11.9,CLIC
2001-09-17,2.2,CLIC
2001-09-18,2.34,CLIC
2001-09-21,7.32,CLIC
2001-09-22,0.69,CLIC
2001-09-23,10.48,CLIC
2001-09-25,4.4,CLIC
2001-09-26,0.61,CLIC
2001-09-27,2.15,CLIC
2001-09-28,5.63,CLIC
2001-09-29,1.32,CLIC
2001-09-30,3.1,CLIC
2001-10-01,1.1,CLIC
2001-10-02,1.6,CLIC
2001-10-03,3.75,CLIC
2001-10-04,4.95,CLIC
2001-10-05,4.7,CLIC
2001-10-06,5.63,CLIC
2001-10-07,1.87,CLIC
2001-10-08,2.4,CLIC
2001-10-09,3.2,CLIC
2001-10-10,8.9,CLIC
2001-10-13,5.74,CLIC
2001-10-14,11.54,CLIC
2001-10-16,2.05,CLIC
2001-10-18,7.02,CLIC
2001-10-19,2.23,CLIC
2001-10-20,5.5,CLIC
2001-10-21,2.64,CLIC
2001-10-22,3.35,CLIC
2001-10-23,2.77,CLIC
2001-10-24,2.33,CLIC
2001-10-25,2.8,CLIC
2001-10-26,14.13,CLIC
2001-10-27,4.21,CLIC
2001-10-28,0.5,CLIC
2001-10-29,2.8,CLIC
2001-10-30,3.33,CLIC
2001-10-31,5.08,CLIC
2001-11-01,4.1,CLIC
2001-11-02,2.8,CLIC
2001-11-04,2.25,CLIC
2001-11-05,4.58,CLIC
2001-11-06,1.58,CLIC
2001-11-07,2.29,CLIC
2001-11-08,2,CLIC
2001-11-09,0.27,CLIC
2001-11-10,1.45,CLIC
2001-11-11,2.22,CLIC
2001-11-12,2.36,CLIC
2001-11-13,9.29,CLIC
2001-11-15,2.49,CLIC
2001-11-16,3.11,CLIC
2001-11-17,1.83,CLIC
2001-11-18,2.7,CLIC
2001-12-03,3.4,CLIC
2001-12-05,1.97,CLIC
2001-12-06,6.72,CLIC
2001-12-07,2.54,CLIC
2001-12-08,4.25,CLIC
2001-12-09,0.72,CLIC
2001-12-10,0.18,CLIC
2001-12-11,5.64,CLIC
2001-12-12,3.92,CLIC
2001-12-13,5.02,CLIC
2001-12-15,4.98,CLIC
2001-12-16,4.97,CLIC
2001-12-17,2.17,CLIC
2001-12-18,4.48,CLIC
2001-12-19,3.55,CLIC
2001-12-20,1.18,CLIC
2001-12-21,5.36,CLIC
2001-12-22,0.63,CLIC
2001-12-23,1.33,CLIC
2001-12-24,4.7,CLIC
2001-12-25,14.9,CLIC
2001-12-26,5.11,CLIC
2001-12-27,0.8,CLIC
2001-12-28,4.24,CLIC
2001-12-29,14.51,CLIC
2001-12-30,4.65,CLIC
2001-12-31,0.7,CLIC
2002-01-01,4.9,CLIC
2002-01-02,2.8,CLIC
2002-01-03,1.1,CLIC
2002-01-04,0.6,CLIC
2002-01-05,1.1,CLIC
2002-01-06,2.21,CLIC
2002-01-07,1.89,CLIC
2002-01-08,4.5,CLIC
2002-01-09,4.97,CLIC
2002-01-10,8.96,CLIC
2002-01-11,2.22,CLIC
2002-01-12,3.54,CLIC
2002-01-13,1.27,CLIC
2002-01-14,6.02,CLIC
2002-01-15,0.71,CLIC
2002-01-16,6.56,CLIC
2002-01-17,1.52,CLIC
2002-01-18,6.39,CLIC
2002-01-19,2.13,CLIC
2002-01-20,6.4,CLIC
2002-01-21,5.3,CLIC
2002-01-22,9.55,CLIC
2002-01-23,5.6,CLIC
2002-01-24,4.98,CLIC
2002-01-25,15.03,CLIC
2002-01-26,6.71,CLIC
2002-01-27,5.19,CLIC
2002-01-28,5.26,CLIC
2002-01-29,9.79,CLIC
2002-01-30,10.07,CLIC
2002-01-31,6.04,CLIC
2002-02-01,4.8,CLIC
2002-02-02,2.85,CLIC
2002-02-03,6.73,CLIC
2002-02-04,4.75,CLIC
2002-02-05,8.01,CLIC
2002-02-06,5.35,CLIC
2002-02-07,9.06,CLIC
2002-02-08,2.94,CLIC
2002-02-09,12.23,CLIC
2002-02-10,4.19,CLIC
2002-02-11,10.03,CLIC
2002-02-12,6.57,CLIC
2002-02-13,4.15,CLIC
2002-02-14,4.15,CLIC
2002-02-15,3.02,CLIC
2002-02-16,3.04,CLIC
2002-02-17,5.45,CLIC
2002-02-18,4.64,CLIC
2002-02-19,9.9,CLIC
2002-02-20,4.9,CLIC
2002-02-21,10.4,CLIC
2002-02-22,4.89,CLIC
2002-02-23,10.29,CLIC
2002-02-24,9.69,CLIC
2002-02-25,14.02,CLIC
2002-02-26,5.82,CLIC
2002-02-27,5.86,CLIC
2002-02-28,5.11,CLIC
2002-03-01,9.77,CLIC
2002-03-02,3.23,CLIC
2002-03-03,7.89,CLIC
2002-03-04,12.21,CLIC
2002-03-05,9.83,CLIC
2002-03-06,5.04,CLIC
2002-03-07,5.03,CLIC
2002-03-08,9.94,CLIC
2002-03-09,9.61,CLIC
2002-03-10,5.34,CLIC
2002-03-11,4.62,CLIC
2002-03-12,9.15,CLIC
2002-03-13,12.14,CLIC
2002-03-14,15.79,CLIC
2002-03-15,6.29,CLIC
2002-03-16,4.04,CLIC
2002-03-17,5.07,CLIC
2002-03-18,4.03,CLIC
2002-03-19,10.96,CLIC
2002-03-20,4.94,CLIC
2002-03-21,7.02,CLIC
2002-03-22,5.85,CLIC
2002-03-23,11.03,CLIC
2002-03-24,1.64,CLIC
2002-03-25,8.97,CLIC
2002-03-26,8.11,CLIC
2002-03-27,12.02,CLIC
2002-03-28,8.08,CLIC
2002-03-29,11.08,CLIC
2002-03-30,11.06,CLIC
2002-03-31,12.08,CLIC
2002-04-01,10.61,CLIC
2002-04-02,9.41,CLIC
2002-04-03,11.02,CLIC
2002-04-04,8.96,CLIC
2002-04-05,5.02,CLIC
2002-04-06,9.25,CLIC
2002-04-07,10.81,CLIC
2002-04-08,10.96,CLIC
2002-04-09,6.03,CLIC
2002-04-10,9.81,CLIC
2002-04-11,4.65,CLIC
2002-04-12,7.92,CLIC
2002-04-13,12.07,CLIC
2002-04-14,8.02,CLIC
2002-04-15,7.95,CLIC
2002-04-16,5.96,CLIC
2002-04-17,8.93,CLIC
2002-04-18,6.06,CLIC
2002-04-19,5.85,CLIC
2002-04-20,9.63,CLIC
2002-04-21,10.46,CLIC
2002-04-22,9.09,CLIC
2002-04-23,11.07,CLIC
2002-04-24,10.91,CLIC
2002-04-25,13.99,CLIC
2002-04-26,12.3,CLIC
2002-04-27,2.49,CLIC
2002-04-28,2.43,CLIC
2002-04-29,10.06,CLIC
2002-04-30,11.02,CLIC
2002-05-01,8.23,CLIC
2002-05-02,10.15,CLIC
2002-05-03,7.13,CLIC
2002-05-04,8.29,CLIC
2002-05-05,9.65,CLIC
2002-05-06,9.89,CLIC
2002-05-07,9.08,CLIC
2002-05-08,7.04,CLIC
2002-05-09,13.83,CLIC
2002-05-10,9.05,CLIC
2002-05-11,9.06,CLIC
2002-05-12,12.1,CLIC
2002-05-13,9.94,CLIC
2002-05-14,9.32,CLIC
2002-05-15,4.3,CLIC
2002-05-16,16.35,CLIC
2002-05-17,11.09,CLIC
2002-05-18,4.86,CLIC
2002-05-19,15.03,CLIC
2002-05-20,9.96,CLIC
2002-05-21,10.03,CLIC
2002-05-22,9.08,CLIC
2002-05-23,10.89,CLIC
2002-05-24,10.04,CLIC
2002-05-25,8.01,CLIC
2002-05-26,11.94,CLIC
2002-05-27,8.87,CLIC
2002-05-28,8.79,CLIC
2002-05-29,10.03,CLIC
2002-05-30,9.23,CLIC
2002-05-31,6.09,CLIC
2002-06-01,9.55,CLIC
2002-06-02,13.06,CLIC
2002-06-03,9.09,CLIC
2002-06-04,7.02,CLIC
2002-06-05,8.03,CLIC
2002-06-06,3.47,CLIC
2002-06-07,13.54,CLIC
2002-06-08,11.95,CLIC
2002-06-09,9.82,CLIC
2002-06-10,4.89,CLIC
2002-06-11,14.81,CLIC
2002-06-12,10.03,CLIC
2002-06-13,10.11,CLIC
2002-06-14,11.94,CLIC
2002-06-15,11.98,CLIC
2002-06-16,4.78,CLIC
2002-06-17,4.3,CLIC
2002-06-18,11.14,CLIC
2002-06-19,11.09,CLIC
2002-06-20,8.54,CLIC
2002-06-21,14.03,CLIC
2002-06-22,14.01,CLIC
2002-06-23,7.98,CLIC
2002-06-24,5.07,CLIC
2002-06-25,10.94,CLIC
2002-06-26,12.01,CLIC
2002-06-27,6.97,CLIC
2002-06-28,5.95,CLIC
2002-06-29,5.08,CLIC
2002-06-30,11.69,CLIC
2004-05-01,9.98,CLIC
2004-05-02,9.96,CLIC
2004-05-03,11.96,CLIC
2004-05-04,12.05,CLIC
2004-05-07,8.94,CLIC
2004-05-08,16.91,CLIC
2004-05-10,12.98,CLIC
2004-05-11,8.07,CLIC
2004-05-12,5.11,CLIC
2004-05-13,14.94,CLIC
2004-05-14,16.96,CLIC
2004-05-16,4.94,CLIC
2004-05-17,10.05,CLIC
2004-05-18,4.97,CLIC
2004-05-19,10.39,CLIC
2004-05-20,3.32,CLIC
2004-05-21,5.05,CLIC
2004-05-22,10.14,CLIC
2004-05-23,10.34,CLIC
2004-05-24,15.04,CLIC
2004-05-25,8.03,CLIC
2004-05-26,11.96,CLIC
2004-05-27,9.03,CLIC
2004-05-28,13.05,CLIC
2004-05-29,4.98,CLIC
2004-05-30,2.96,CLIC
2004-05-31,2.95,CLIC
2004-06-05,12.61,CLIC
2004-06-06,5.07,CLIC
2004-06-07,10.05,CLIC
2004-06-08,10.07,CLIC
2004-06-10,5.97,CLIC
2004-06-11,10.04,CLIC
2004-06-15,2.96,CLIC
2004-06-16,8.91,CLIC
2004-06-17,5.06,CLIC
2004-06-20,12.12,CLIC
2004-06-21,10.06,CLIC
2004-06-25,6.05,CLIC
2004-06-26,5.65,CLIC
2004-06-27,9.95,CLIC
2004-06-29,14.02,CLIC
2004-06-30,11.98,CLIC
2004-07-01,5.02,CLIC
2004-07-03,10.04,CLIC
2004-07-06,12.02,CLIC
2004-07-07,12.04,CLIC
2004-07-10,10.02,CLIC
2004-07-12,5.95,CLIC
2004-07-13,11.03,CLIC
2004-07-17,2.11,CLIC
2004-07-19,5.07,CLIC
2004-07-20,2.01,CLIC
2004-07-21,10.86,CLIC
2004-07-22,11.03,CLIC
2004-07-24,15.17,CLIC
2004-07-25,12.09,CLIC
2004-07-26,7.93,CLIC
2004-07-27,2.97,CLIC
2004-07-28,3.02,CLIC
2004-07-30,5.71,CLIC
2004-07-31,10.14,CLIC
2004-08-01,2.14,CLIC
2004-08-06,16.02,CLIC
2004-08-09,15.15,CLIC
2004-08-10,13.04,CLIC
2004-08-11,3.07,CLIC
2004-08-12,10.22,CLIC
2004-08-16,12.1,CLIC
2004-08-17,13.15,CLIC
2004-08-18,15.02,CLIC
2004-08-19,6.25,CLIC
2004-08-20,13.07,CLIC
2004-08-21,9.03,CLIC
2004-08-22,12.04,CLIC
2004-08-23,11.01,CLIC
2004-08-25,4.02,CLIC
2004-08-26,5.02,CLIC
2004-08-27,1.06,CLIC
2004-08-28,8.06,CLIC
2004-08-29,8.13,CLIC
2004-08-30,9.05,CLIC
2004-09-09,4.04,CLIC
2004-09-13,4.99,CLIC
2004-09-14,11.03,CLIC
2004-09-15,10.97,CLIC
2004-09-16,8.02,CLIC
2004-09-18,13.04,CLIC
2004-09-20,4.97,CLIC
2004-09-21,5.06,CLIC
2004-09-22,12.23,CLIC
2004-09-24,8.21,CLIC
2004-09-25,13.12,CLIC
2004-09-27,10.11,CLIC
2004-09-29,7.11,CLIC
2004-09-30,12.01,CLIC
2004-10-01,2.04,CLIC
2004-10-02,2.08,CLIC
2004-10-03,10.04,CLIC
2004-10-04,15.11,CLIC
2004-10-05,7.03,CLIC
2004-10-06,7.21,CLIC
2004-10-07,5.12,CLIC
2004-10-08,1.03,CLIC
2004-10-09,5.11,CLIC
2004-10-10,12.02,CLIC
2004-10-11,3.02,CLIC
2004-10-12,5.02,CLIC
2004-10-13,7.02,CLIC
2004-10-14,5.03,CLIC
2004-10-15,10.28,CLIC
2004-10-17,3.59,CLIC
2004-10-18,7.51,CLIC
2004-10-20,2.99,CLIC
2004-10-23,1.11,CLIC
2004-10-24,3.17,CLIC
2004-10-25,2.13,CLIC
2004-10-26,9.04,CLIC
2004-10-27,12.12,CLIC
2004-10-28,5.99,CLIC
2004-10-29,5.03,CLIC
2004-10-30,4.02,CLIC
2004-10-31,2.02,CLIC
2004-11-01,6.11,CLIC
2004-11-03,6.87,CLIC
2004-11-04,2.07,CLIC
2004-11-05,5.05,CLIC
2004-11-09,9.1,CLIC
2004-11-10,1.11,CLIC
2004-11-11,6.05,CLIC
2004-11-12,2.07,CLIC
2004-11-17,6.97,CLIC
2004-11-19,3.03,CLIC
2004-11-21,3.02,CLIC
2004-11-26,2.21,CLIC
2004-11-27,5.05,CLIC
2004-11-28,1.09,CLIC
2004-11-30,3.29,CLIC
2004-12-04,6.05,CLIC
2004-12-06,5.11,CLIC
2004-12-07,5.11,CLIC
2004-12-16,5.04,CLIC
2004-12-17,3.12,CLIC
2004-12-18,4.11,CLIC
2004-12-19,2.02,CLIC
2004-12-22,7.03,CLIC
2004-12-27,4.01,CLIC
2004-12-28,2.05,CLIC
2004-12-29,6.11,CLIC
2005-01-01,1.11,CLIC
2005-01-02,3.39,CLIC
2005-01-03,2.11,CLIC
2005-01-08,11.02,CLIC
2005-01-11,6.02,CLIC
2005-01-13,2.01,CLIC
2005-01-15,2,CLIC
2005-01-18,2.02,CLIC
2005-01-20,1.02,CLIC
2005-01-21,5.01,CLIC
2005-01-22,2.03,CLIC
2005-01-24,2.01,CLIC
2005-01-26,6.11,CLIC
2005-01-28,4.01,CLIC
2005-02-01,11.01,CLIC
2005-02-02,5.05,CLIC
2005-02-03,8.11,CLIC
2005-02-04,1.11,CLIC
2005-02-05,4.01,CLIC
2005-02-08,4.02,CLIC
2005-02-11,2.12,CLIC
2005-02-12,3.08,CLIC
2005-02-13,11.01,CLIC
2005-02-14,3.02,CLIC
2005-02-15,5.12,CLIC
2005-02-16,11.11,CLIC
2005-02-17,4.12,CLIC
2005-02-20,2.02,CLIC
2005-02-21,11.12,CLIC
2005-02-22,2.01,CLIC
2005-02-23,2.01,CLIC
2005-02-24,1.01,CLIC
2005-02-25,1.01,CLIC
2005-02-26,1.02,CLIC
2005-02-28,4.97,CLIC
2005-04-04,12.21,CLIC
2005-04-05,11.25,CLIC
2005-04-06,11.11,CLIC
2005-04-08,5.45,CLIC
2005-04-09,2.4,CLIC
2005-04-10,5.33,CLIC
2005-04-11,10.21,CLIC
2005-04-12,2.33,CLIC
2005-04-13,4.25,CLIC
2005-04-14,11.14,CLIC
2005-04-15,3.01,CLIC
2005-04-16,1.05,CLIC
2005-04-18,5.98,CLIC
2005-04-19,1.03,CLIC
2005-04-20,1.12,CLIC
2005-04-22,1.02,CLIC
2005-04-23,3.02,CLIC
2005-04-27,2.03,CLIC
2005-04-28,3,CLIC
2005-04-30,1.01,CLIC
2005-05-01,10.03,CLIC
2005-05-02,2.01,CLIC
2005-05-03,11.08,CLIC
2005-05-04,1.06,CLIC
2005-05-05,2.12,CLIC
2005-05-07,9.14,CLIC
2005-05-08,3.08,CLIC
2005-05-09,1.01,CLIC
2005-05-10,5.12,CLIC
2005-05-11,10.02,CLIC
2005-05-12,7.14,CLIC
2005-05-13,8.63,CLIC
2005-05-23,1.55,CLIC
2005-05-27,6.15,CLIC
2005-05-28,8.29,CLIC
2005-05-31,9.14,CLIC
2005-06-01,12.13,CLIC
2005-06-03,3.02,CLIC
2005-06-04,5.16,CLIC
2005-06-05,10.51,CLIC
2005-06-06,2.03,CLIC
2005-06-07,2.06,CLIC
2005-06-09,2.99,CLIC
2005-06-10,12.14,CLIC
2005-06-13,7.51,CLIC
2005-06-15,11.34,CLIC
2005-06-16,2.29,CLIC
2005-06-18,12.31,CLIC
2005-06-20,10.03,CLIC
2005-06-23,10.46,CLIC
2005-06-25,13.61,CLIC
2005-06-26,12.62,CLIC
2005-06-27,10.91,CLIC
2005-06-29,5.02,CLIC
2005-06-30,1.03,CLIC
2005-07-01,7.04,CLIC
2005-07-02,8.11,CLIC
2005-07-03,12.11,CLIC
2005-07-06,9.18,CLIC
2005-07-08,8.04,CLIC
2005-07-09,8.13,CLIC
2005-07-11,4.1,CLIC
2005-07-12,5.24,CLIC
2005-07-13,7.16,CLIC
2005-07-14,16.32,CLIC
2005-07-17,5.25,CLIC
2005-07-18,1.11,CLIC
2005-07-19,4.01,CLIC
2005-07-20,1.1,CLIC
2005-07-23,5.62,CLIC
2005-07-27,5.59,CLIC
2010-12-01,1.06,CLIC
2010-12-02,1.89,CLIC
2010-12-03,3.02,CLIC
2010-12-04,1.98,CLIC
2010-12-05,3.1,CLIC
2010-12-06,1.96,CLIC
2010-12-07,5.14,CLIC
2010-12-08,4.02,CLIC
2010-12-09,2.06,CLIC
2010-12-10,1.96,CLIC
2010-12-11,3.03,CLIC
2010-12-12,3.06,CLIC
2010-12-13,2.69,CLIC
2010-12-14,3.87,CLIC
2010-12-15,3.48,CLIC
2010-12-16,4.67,CLIC
2010-12-17,3.25,CLIC
2010-12-18,5.55,CLIC
2010-12-19,4.6,CLIC
2010-12-20,4.7,CLIC
2010-12-21,3.01,CLIC
2010-12-22,2.89,CLIC
2010-12-23,3.24,CLIC
2010-12-24,2.92,CLIC
2010-12-25,2.07,CLIC
2010-12-26,3.01,CLIC
2010-12-27,2.51,CLIC
2010-12-28,1.9,CLIC
2010-12-29,2.12,CLIC
2010-12-30,3.06,CLIC
2010-12-31,2.08,CLIC
2013-01-01,3.29,CLIC
2013-01-02,3.07,CLIC
2013-01-03,4.99,CLIC
2013-01-04,1.11,CLIC
2013-01-05,2.09,CLIC
2013-01-06,1.71,CLIC
2013-01-07,3.38,CLIC
2013-01-08,3.99,CLIC
2013-01-09,2.6,CLIC
2013-01-10,4.01,CLIC
2013-01-11,3.01,CLIC
2013-01-12,3.13,CLIC
2013-01-13,1.94,CLIC
2013-01-14,2.93,CLIC
2013-01-15,2.18,CLIC
2013-01-16,0.93,CLIC
2013-01-17,2.07,CLIC
2013-01-18,1.02,CLIC
2013-01-19,2.07,CLIC
2013-01-20,0.99,CLIC
2013-01-21,1.62,CLIC
2013-01-22,3.95,CLIC
2013-01-23,0.82,CLIC
2013-01-24,1.23,CLIC
2013-01-25,2.03,CLIC
2013-01-26,1.02,CLIC
2013-01-27,2.98,CLIC
2013-01-28,2.03,CLIC
2013-01-29,1.05,CLIC
2013-01-30,0.98,CLIC
2013-01-31,3.05,CLIC
