Estación: ,C19144,CIENEGUILLAS Y CRUCITAS
1999-10-03,3.34,CLIC
1999-10-04,3.14,CLIC
1999-10-05,3.55,CLIC
1999-10-06,3.65,CLIC
1999-10-07,3.51,CLIC
1999-10-08,3.39,CLIC
1999-10-09,3.31,CLIC
1999-10-10,3.47,CLIC
1999-10-11,3.3,CLIC
1999-10-12,3.32,CLIC
1999-10-13,3.39,CLIC
1999-10-14,3.84,CLIC
1999-10-15,2.96,CLIC
1999-10-16,2.75,CLIC
1999-10-17,1.18,CLIC
1999-10-18,3.52,CLIC
1999-10-19,3.51,CLIC
1999-10-20,3.49,CLIC
1999-10-21,3.38,CLIC
1999-10-22,3.49,CLIC
1999-10-23,3.3,CLIC
1999-10-24,3.27,CLIC
1999-10-25,3.31,CLIC
1999-10-26,3.34,CLIC
1999-10-27,3.36,CLIC
1999-10-28,3.39,CLIC
1999-10-29,5.35,CLIC
1999-10-30,3.3,CLIC
1999-10-31,3.38,CLIC
2000-01-01,3.37,CLIC
2000-01-02,3.41,CLIC
2000-01-03,3.33,CLIC
2000-01-04,3.47,CLIC
2000-01-05,3.32,CLIC
2000-01-06,1.96,CLIC
2000-01-07,1.7,CLIC
2000-01-08,1.3,CLIC
2000-01-09,1.5,CLIC
2000-01-10,1.33,CLIC
2000-01-11,1.4,CLIC
2000-01-12,3.59,CLIC
2000-01-13,3.32,CLIC
2000-01-14,3.18,CLIC
2000-01-15,3.41,CLIC
2000-01-16,3.33,CLIC
2000-01-17,3.55,CLIC
2000-01-18,3.38,CLIC
2000-01-19,3.35,CLIC
2000-01-20,3.3,CLIC
2000-01-21,3.33,CLIC
2000-01-22,3.58,CLIC
2000-01-23,3.41,CLIC
2000-01-24,3.38,CLIC
2000-01-25,3.39,CLIC
2000-01-26,3.38,CLIC
2000-01-27,3.42,CLIC
2000-01-28,3.43,CLIC
2000-01-29,3.57,CLIC
2000-01-30,3.14,CLIC
2000-01-31,3.42,CLIC
2000-03-01,3.88,CLIC
2000-03-02,3.34,CLIC
2000-03-03,3.43,CLIC
2000-03-04,3.31,CLIC
2000-03-05,3.32,CLIC
2000-03-06,3.41,CLIC
2000-03-07,3.31,CLIC
2000-03-08,3.41,CLIC
2000-03-09,3.41,CLIC
2000-03-10,3.49,CLIC
2000-03-11,3.49,CLIC
2000-03-12,3.51,CLIC
2000-03-13,3.57,CLIC
2000-03-14,3.41,CLIC
2000-03-15,3.59,CLIC
2000-03-16,3.43,CLIC
2000-03-17,3.51,CLIC
2000-03-18,3.46,CLIC
2000-03-19,3.38,CLIC
2000-03-20,3.33,CLIC
2000-03-21,3.37,CLIC
2000-03-22,3.8,CLIC
2000-03-23,4.45,CLIC
2000-03-24,3.7,CLIC
2000-03-25,3.75,CLIC
2000-03-26,3.96,CLIC
2000-03-27,4.15,CLIC
2000-03-28,4.45,CLIC
2000-03-29,4.3,CLIC
2000-03-30,3.5,CLIC
2000-03-31,3.48,CLIC
2000-04-01,3.96,CLIC
2000-04-02,3.37,CLIC
2000-04-03,3.52,CLIC
2000-04-04,3.53,CLIC
2000-04-05,3.46,CLIC
2000-04-06,3.37,CLIC
2000-04-07,3.46,CLIC
2000-04-08,3.5,CLIC
2000-04-09,3.51,CLIC
2000-04-10,3.44,CLIC
2000-04-11,3.45,CLIC
2000-04-12,3.39,CLIC
2000-04-13,3.4,CLIC
2000-04-14,3.45,CLIC
2000-04-15,3.46,CLIC
2000-04-16,3.42,CLIC
2000-04-17,4.47,CLIC
2000-04-18,3.52,CLIC
2000-04-19,3.6,CLIC
2000-04-20,3.95,CLIC
2000-04-21,3.73,CLIC
2000-04-22,3.51,CLIC
2000-04-23,4.95,CLIC
2000-04-24,3.9,CLIC
2000-04-25,3.14,CLIC
2000-04-26,2.18,CLIC
2000-04-27,2.1,CLIC
2000-04-28,2.6,CLIC
2000-04-29,3.03,CLIC
2000-04-30,3.13,CLIC
2000-05-01,4.2,CLIC
2000-05-02,5.8,CLIC
2000-05-03,3.59,CLIC
2000-05-04,3.39,CLIC
2000-05-05,2.96,CLIC
2000-05-06,0.89,CLIC
2000-05-07,3.32,CLIC
2000-05-08,3.57,CLIC
2000-05-09,3.36,CLIC
2000-05-10,3.73,CLIC
2000-05-11,3.31,CLIC
2000-05-12,3.51,CLIC
2000-05-13,3.34,CLIC
2000-05-14,3.48,CLIC
2000-05-15,3.44,CLIC
2000-05-16,3.34,CLIC
2000-05-17,3.41,CLIC
2000-05-18,3.38,CLIC
2000-05-19,3.39,CLIC
2000-05-20,3.42,CLIC
2000-05-21,3.36,CLIC
2000-05-22,2.9,CLIC
2000-05-23,3.42,CLIC
2000-05-24,3.47,CLIC
2000-05-25,3.33,CLIC
2000-05-26,3.49,CLIC
2000-05-27,4.73,CLIC
2000-05-28,3.36,CLIC
2000-05-29,3.4,CLIC
2000-05-30,3.41,CLIC
2000-05-31,3.39,CLIC
2000-06-01,2.96,CLIC
2000-06-02,3.41,CLIC
2000-06-03,2.4,CLIC
2000-06-04,3.7,CLIC
2000-06-05,2.76,CLIC
2000-06-06,2.9,CLIC
2000-06-07,1.7,CLIC
2000-06-08,1.96,CLIC
2000-06-09,2.4,CLIC
2000-06-10,3.99,CLIC
2000-06-11,2.7,CLIC
2000-06-12,2.15,CLIC
2000-06-13,3.7,CLIC
2000-06-14,2.3,CLIC
2000-06-15,2.35,CLIC
2000-06-16,2.4,CLIC
2000-06-17,2.73,CLIC
2000-06-18,2.33,CLIC
2000-06-19,2.45,CLIC
2000-06-20,3.48,CLIC
2000-06-21,3.41,CLIC
2000-06-22,3.49,CLIC
2000-06-23,3.53,CLIC
2000-06-24,3.28,CLIC
2000-06-25,3.51,CLIC
2000-06-26,3.39,CLIC
2000-06-27,3.32,CLIC
2000-06-28,3.49,CLIC
2000-06-29,3.38,CLIC
2000-06-30,3.59,CLIC
2000-07-01,1.6,CLIC
2000-07-02,3.41,CLIC
2000-07-03,2.6,CLIC
2000-07-04,0.9,CLIC
2000-07-05,3.35,CLIC
2000-07-06,3.47,CLIC
2000-07-07,2.58,CLIC
2000-07-08,3.37,CLIC
2000-07-09,3.55,CLIC
2000-07-10,3.42,CLIC
2000-07-11,3.58,CLIC
2000-07-12,3.34,CLIC
2000-07-13,3.5,CLIC
2000-07-14,3.38,CLIC
2000-07-15,3.52,CLIC
2000-07-16,3.44,CLIC
2000-07-17,3.45,CLIC
2000-07-18,3.45,CLIC
2000-07-19,3.35,CLIC
2000-07-20,3.49,CLIC
2000-07-21,3.51,CLIC
2000-07-22,3.5,CLIC
2000-07-23,2.58,CLIC
2000-07-24,3.39,CLIC
2000-07-25,3.32,CLIC
2000-07-26,3.48,CLIC
2000-07-27,3.32,CLIC
2000-07-28,3.38,CLIC
2000-07-29,3.4,CLIC
2000-07-30,2,CLIC
2000-07-31,3.42,CLIC
2000-08-01,3.46,CLIC
2000-08-02,3.34,CLIC
2000-08-03,3.48,CLIC
2000-08-04,3.3,CLIC
2000-08-05,3.42,CLIC
2000-08-06,2.09,CLIC
2000-08-07,3.44,CLIC
2000-08-08,3.45,CLIC
2000-08-09,3.42,CLIC
2000-08-10,3.42,CLIC
2000-08-11,3.45,CLIC
2000-08-12,3.31,CLIC
2000-08-13,3.38,CLIC
2000-08-14,2.79,CLIC
2000-08-15,3.35,CLIC
2000-08-16,3.35,CLIC
2000-08-17,3.33,CLIC
2000-08-18,3.31,CLIC
2000-08-19,3.43,CLIC
2000-08-20,0.76,CLIC
2000-08-21,0.49,CLIC
2000-08-22,1.51,CLIC
2000-08-23,3.29,CLIC
2000-08-24,3.43,CLIC
2000-08-25,3.39,CLIC
2000-08-26,3.4,CLIC
2000-08-27,3.43,CLIC
2000-08-28,3.36,CLIC
2000-08-29,3.33,CLIC
2000-08-30,3.38,CLIC
2000-08-31,3.48,CLIC
2000-09-01,3.35,CLIC
2000-09-02,3.37,CLIC
2000-09-03,3.38,CLIC
2000-09-04,3.4,CLIC
2000-09-05,3.31,CLIC
2000-09-06,3.37,CLIC
2000-09-07,2.91,CLIC
2000-09-08,2.4,CLIC
2000-09-09,3.47,CLIC
2000-09-10,0.63,CLIC
2000-09-11,3.38,CLIC
2000-09-12,3.36,CLIC
2000-09-13,3.45,CLIC
2000-09-14,3.41,CLIC
2000-09-15,3.44,CLIC
2000-09-16,3.36,CLIC
2000-09-17,3.37,CLIC
2000-09-18,3.33,CLIC
2000-09-19,3.39,CLIC
2000-09-20,3.38,CLIC
2000-09-21,2.37,CLIC
2000-09-22,3.37,CLIC
2000-09-23,3.38,CLIC
2000-09-24,3.45,CLIC
2000-09-25,3.43,CLIC
2000-09-26,3.33,CLIC
2000-09-27,3.49,CLIC
2000-09-28,3.35,CLIC
2000-09-29,3.45,CLIC
2000-09-30,3.39,CLIC
2000-10-01,3.42,CLIC
2000-10-02,3.38,CLIC
2000-10-03,3.49,CLIC
2000-10-04,2.3,CLIC
2000-10-05,3.15,CLIC
2000-10-06,0.91,CLIC
2000-10-07,1.1,CLIC
2000-10-08,3.39,CLIC
2000-10-09,3.41,CLIC
2000-10-10,3.39,CLIC
2000-10-11,3.39,CLIC
2000-10-12,3.39,CLIC
2000-10-13,3.36,CLIC
2000-10-14,3.44,CLIC
2000-10-15,1.99,CLIC
2000-10-16,3.34,CLIC
2000-10-17,1.69,CLIC
2000-10-18,3.41,CLIC
2000-10-19,3.39,CLIC
2000-10-20,3.38,CLIC
2000-10-21,1.93,CLIC
2000-10-22,1.29,CLIC
2000-10-23,3.31,CLIC
2000-10-24,0.69,CLIC
2000-10-25,1.3,CLIC
2000-10-26,3.32,CLIC
2000-10-27,3.39,CLIC
2000-10-28,3.35,CLIC
2000-10-29,3.34,CLIC
2000-10-30,3.41,CLIC
2000-10-31,3.33,CLIC
2000-11-01,3.34,CLIC
2000-11-02,0.43,CLIC
2000-11-03,1.11,CLIC
2000-11-04,3.39,CLIC
2000-11-05,3.38,CLIC
2000-11-06,3.32,CLIC
2000-11-07,3.45,CLIC
2000-11-08,3.32,CLIC
2000-11-09,3.33,CLIC
2000-11-10,3.33,CLIC
2000-11-11,3.35,CLIC
2000-11-12,3.33,CLIC
2000-11-13,3.4,CLIC
2000-11-14,3.38,CLIC
2000-11-15,3.31,CLIC
2000-11-16,3.35,CLIC
2000-11-17,3.34,CLIC
2000-11-18,2.5,CLIC
2000-11-19,2.1,CLIC
2000-11-20,3.3,CLIC
2000-11-21,2.6,CLIC
2000-11-22,1,CLIC
2000-11-23,2.79,CLIC
2000-11-24,3.32,CLIC
2000-11-25,3.21,CLIC
2000-11-26,1.1,CLIC
2000-11-27,2.15,CLIC
2000-11-28,0.8,CLIC
2000-11-29,0.75,CLIC
2000-11-30,0.9,CLIC
2000-12-02,0.91,CLIC
2000-12-03,1.39,CLIC
2000-12-04,1.41,CLIC
2000-12-05,3.31,CLIC
2000-12-06,3.31,CLIC
2000-12-07,2.78,CLIC
2000-12-08,2.3,CLIC
2000-12-09,1.6,CLIC
2000-12-10,3.06,CLIC
2000-12-11,3.5,CLIC
2000-12-12,5.54,CLIC
2000-12-13,4.07,CLIC
2000-12-14,3.37,CLIC
2000-12-15,3.75,CLIC
2000-12-16,4.91,CLIC
2000-12-17,2.23,CLIC
2000-12-18,3.25,CLIC
2000-12-19,2.28,CLIC
2000-12-20,2.44,CLIC
2000-12-21,1.8,CLIC
2000-12-22,4.12,CLIC
2000-12-23,2.69,CLIC
2000-12-24,2.54,CLIC
2000-12-25,3.49,CLIC
2000-12-26,1.84,CLIC
2000-12-27,1.13,CLIC
2000-12-29,2.23,CLIC
2000-12-30,2.41,CLIC
2000-12-31,0.52,CLIC
2001-01-03,2.46,CLIC
2001-01-04,0.53,CLIC
2001-01-05,2.16,CLIC
2001-01-06,3.57,CLIC
2001-01-19,2.48,CLIC
2001-01-20,3.11,CLIC
2001-01-21,3.6,CLIC
2001-01-22,3.7,CLIC
2001-01-23,2.95,CLIC
2001-01-24,2.95,CLIC
2001-01-25,2.24,CLIC
2001-01-26,3.58,CLIC
2001-01-27,4.8,CLIC
2001-01-28,4.7,CLIC
2001-01-29,5.77,CLIC
2001-01-30,4.99,CLIC
2001-01-31,3.32,CLIC
2001-02-04,1.04,CLIC
2001-02-05,0.36,CLIC
2001-02-08,5.28,CLIC
2001-02-09,3.64,CLIC
2001-02-10,2.94,CLIC
2001-02-11,2.53,CLIC
2001-02-12,3.35,CLIC
2001-02-13,3.94,CLIC
2001-02-14,3.83,CLIC
2001-02-15,3.9,CLIC
2001-02-16,7.05,CLIC
2001-02-17,5.12,CLIC
2001-03-04,1.99,CLIC
2001-03-05,2.89,CLIC
2001-03-08,4.09,CLIC
2001-03-09,5.28,CLIC
2001-03-10,6.62,CLIC
2001-03-11,5.98,CLIC
2001-03-12,5.33,CLIC
2001-03-13,6.73,CLIC
2001-03-14,6.19,CLIC
2001-03-15,9.02,CLIC
2001-03-16,5.83,CLIC
2001-03-17,4.83,CLIC
2001-03-18,4.9,CLIC
2001-03-19,3.94,CLIC
2001-03-20,4.3,CLIC
2001-03-21,4.6,CLIC
2001-03-22,0.4,CLIC
2001-04-02,3.66,CLIC
2001-04-03,3.85,CLIC
2001-04-04,3.72,CLIC
2001-04-05,8.06,CLIC
2001-04-06,8.65,CLIC
2001-04-07,7.48,CLIC
2001-04-08,6.69,CLIC
2001-04-09,10.27,CLIC
2001-04-10,8.62,CLIC
2001-04-11,5.13,CLIC
2001-04-12,5,CLIC
2001-04-13,1.86,CLIC
2001-04-21,7.92,CLIC
2001-04-22,2.63,CLIC
2001-04-23,7.05,CLIC
2001-04-25,4.35,CLIC
2001-04-29,2.95,CLIC
2001-04-30,0.83,CLIC
2001-05-02,4.99,CLIC
2001-05-03,1.8,CLIC
2001-05-05,4.05,CLIC
2001-05-06,7.28,CLIC
2001-05-07,5.18,CLIC
2001-05-08,1.15,CLIC
2001-05-09,6.29,CLIC
2001-05-10,3.78,CLIC
2001-05-11,4.63,CLIC
2001-05-12,4.04,CLIC
2001-05-13,5,CLIC
2001-05-14,5.06,CLIC
2001-05-16,5.32,CLIC
2001-05-17,4.99,CLIC
2001-05-18,4.11,CLIC
2001-06-05,3,CLIC
2001-06-06,3.89,CLIC
2001-06-07,6.56,CLIC
2001-06-09,7.73,CLIC
2001-06-10,3.16,CLIC
2001-06-11,4.53,CLIC
2001-06-12,4.53,CLIC
2001-06-15,4.59,CLIC
2001-06-16,5.45,CLIC
2001-06-17,5.15,CLIC
2001-06-18,5.55,CLIC
2001-06-19,4.89,CLIC
2001-06-20,4.09,CLIC
2001-06-24,2.67,CLIC
2001-06-27,2.75,CLIC
2001-06-28,0.38,CLIC
2001-06-29,4.42,CLIC
2001-06-30,0.57,CLIC
2001-07-01,1.42,CLIC
2001-07-02,0.29,CLIC
2001-07-04,2.03,CLIC
2001-07-05,3.51,CLIC
2001-07-06,6.44,CLIC
2001-07-07,2.56,CLIC
2001-07-08,2.85,CLIC
2001-07-09,4.26,CLIC
2001-07-10,4.92,CLIC
2001-07-11,6.48,CLIC
2001-07-12,4.39,CLIC
2001-07-13,6.23,CLIC
2001-07-14,4.91,CLIC
2001-07-15,7.03,CLIC
2001-07-16,5.91,CLIC
2001-07-17,5.13,CLIC
2001-07-18,4.52,CLIC
2001-07-22,4.87,CLIC
2001-07-23,5.96,CLIC
2001-07-24,5.45,CLIC
2001-07-29,3.56,CLIC
2001-08-02,4.74,CLIC
2001-08-05,6.63,CLIC
2001-08-06,4.75,CLIC
2001-08-07,4.2,CLIC
2001-08-08,5.03,CLIC
2001-08-09,2.66,CLIC
2001-08-10,4.62,CLIC
2001-08-11,4.79,CLIC
2001-08-12,2.58,CLIC
2001-08-13,3.77,CLIC
2001-08-14,6.71,CLIC
2001-08-15,5.82,CLIC
2001-08-16,3.07,CLIC
2001-08-17,5.96,CLIC
2001-08-18,4.88,CLIC
2001-08-19,1.94,CLIC
2001-08-20,1.05,CLIC
2001-08-23,3.6,CLIC
2001-08-24,5.87,CLIC
2001-08-25,4.4,CLIC
2001-08-26,4.67,CLIC
2001-08-27,4.68,CLIC
2001-08-28,3.71,CLIC
2001-08-29,3.11,CLIC
2001-09-01,3.9,CLIC
2001-09-03,3.31,CLIC
2001-09-05,2.65,CLIC
2001-09-09,1.41,CLIC
2001-09-13,0.99,CLIC
2001-09-14,2.6,CLIC
2001-09-15,3.9,CLIC
2001-09-16,4.58,CLIC
2001-09-17,4.68,CLIC
2001-09-18,4.56,CLIC
2001-09-19,2.86,CLIC
2001-09-22,1.27,CLIC
2001-09-23,3.53,CLIC
2001-09-26,2.14,CLIC
2001-09-27,0.82,CLIC
2001-09-29,4.76,CLIC
2001-09-30,3.54,CLIC
2001-10-02,3.04,CLIC
2001-10-04,0.4,CLIC
2001-10-06,3.14,CLIC
2001-10-08,2.05,CLIC
2001-10-09,3.14,CLIC
2001-10-10,3.05,CLIC
2001-10-11,4.59,CLIC
2001-10-12,2.8,CLIC
2001-10-14,4.75,CLIC
2001-10-15,2.25,CLIC
2001-10-16,4.17,CLIC
2001-10-17,1.66,CLIC
2001-10-18,2.86,CLIC
2001-10-19,1.27,CLIC
2001-10-20,4.79,CLIC
2001-10-21,2.92,CLIC
2001-10-22,3.38,CLIC
2001-10-23,4.4,CLIC
2001-10-24,3.46,CLIC
2001-11-02,3.59,CLIC
2001-11-04,3.19,CLIC
2001-11-05,3.16,CLIC
2001-11-06,4.13,CLIC
2001-11-07,1.87,CLIC
2001-11-08,2.84,CLIC
2001-11-09,1.63,CLIC
2001-11-10,1.36,CLIC
2001-11-11,3.03,CLIC
2001-11-12,4.2,CLIC
2001-11-13,1.64,CLIC
2001-11-14,2.64,CLIC
2001-11-15,3.04,CLIC
2001-11-16,2.58,CLIC
2001-11-17,2.59,CLIC
2001-11-18,6.05,CLIC
2001-11-19,3.86,CLIC
2001-11-20,2,CLIC
2001-11-21,1.59,CLIC
2001-11-22,1.89,CLIC
2001-11-23,1.3,CLIC
2001-11-24,3.9,CLIC
2001-11-25,2.81,CLIC
2001-11-26,2.42,CLIC
2001-11-27,3.56,CLIC
2001-11-28,3.53,CLIC
2001-11-29,5.67,CLIC
2001-11-30,2.7,CLIC
2001-12-02,3.87,CLIC
2001-12-03,1.92,CLIC
2001-12-04,2.7,CLIC
2001-12-05,2.24,CLIC
2001-12-06,2.02,CLIC
2001-12-07,2.11,CLIC
2001-12-08,3.17,CLIC
2001-12-09,0.45,CLIC
2001-12-10,0.49,CLIC
2001-12-11,1.21,CLIC
2001-12-12,2.17,CLIC
2001-12-13,1.82,CLIC
2001-12-14,3.43,CLIC
2001-12-15,3.76,CLIC
2001-12-16,2.12,CLIC
2001-12-17,2.01,CLIC
2001-12-18,4.94,CLIC
2001-12-19,3.51,CLIC
2001-12-20,2.17,CLIC
2001-12-21,2.06,CLIC
2001-12-22,1.94,CLIC
2001-12-23,1.78,CLIC
2001-12-24,2.76,CLIC
2001-12-25,1.13,CLIC
2001-12-26,1.62,CLIC
2001-12-27,1.26,CLIC
2001-12-28,4.21,CLIC
2001-12-29,3.22,CLIC
2001-12-30,1.88,CLIC
2001-12-31,3.43,CLIC
2002-01-01,2.86,CLIC
2002-01-02,2.86,CLIC
2002-01-03,1.9,CLIC
2002-01-04,1.46,CLIC
2002-01-05,4.38,CLIC
2002-01-06,1.3,CLIC
2002-01-07,2.74,CLIC
2002-01-08,2.44,CLIC
2002-01-09,3.38,CLIC
2002-01-10,3.37,CLIC
2002-01-11,2.93,CLIC
2002-01-12,1.94,CLIC
2002-01-13,2.73,CLIC
2002-01-14,2.28,CLIC
2002-01-15,2.15,CLIC
2002-01-16,2.22,CLIC
2002-01-17,3.13,CLIC
2002-01-18,3.18,CLIC
2002-01-19,2.31,CLIC
2002-01-20,3.28,CLIC
2002-01-21,3.03,CLIC
2002-01-22,3.22,CLIC
2002-01-23,3.15,CLIC
2002-01-26,1.14,CLIC
2002-01-27,2,CLIC
2002-01-28,3.58,CLIC
2002-01-29,1.99,CLIC
2002-01-30,3.79,CLIC
2002-01-31,5.37,CLIC
2002-02-01,2.9,CLIC
2002-02-02,3.37,CLIC
2002-02-03,3.68,CLIC
2002-02-04,3.33,CLIC
2002-02-05,3.77,CLIC
2002-02-06,3.01,CLIC
2002-02-07,1.54,CLIC
2002-02-08,1.44,CLIC
2002-02-09,0.98,CLIC
2002-02-10,1.53,CLIC
2002-02-11,0.97,CLIC
2002-02-12,3.42,CLIC
2002-02-13,1.12,CLIC
2002-02-14,2.88,CLIC
2002-02-15,1.46,CLIC
2002-02-16,2.92,CLIC
2002-02-17,1.34,CLIC
2002-02-18,2.56,CLIC
2002-02-19,4.01,CLIC
2002-02-20,5.18,CLIC
2002-02-21,3.04,CLIC
2002-02-22,4.32,CLIC
2002-02-23,1.42,CLIC
2002-02-24,4.86,CLIC
2002-02-25,4.38,CLIC
2002-02-26,6.04,CLIC
2002-02-27,3.65,CLIC
2002-02-28,3.53,CLIC
2002-03-01,3.09,CLIC
2002-03-02,6.02,CLIC
2002-03-03,6.89,CLIC
2002-03-04,5.37,CLIC
2002-03-05,2.62,CLIC
2002-03-09,7.91,CLIC
2002-03-10,5.74,CLIC
2002-03-11,2.72,CLIC
2002-03-12,4.88,CLIC
2002-03-13,5.21,CLIC
2002-03-14,5.77,CLIC
2002-03-15,7.15,CLIC
2002-03-16,6.05,CLIC
2002-03-17,6.83,CLIC
2002-03-18,4.35,CLIC
2002-03-19,7.08,CLIC
2002-03-20,7.2,CLIC
2002-03-21,4.38,CLIC
2002-03-22,4.56,CLIC
2002-03-23,3.16,CLIC
2002-04-03,9.95,CLIC
2002-04-04,5.24,CLIC
2002-04-05,2.19,CLIC
2002-04-06,4.8,CLIC
2002-04-07,1.94,CLIC
2002-04-08,7.51,CLIC
2002-04-09,7.18,CLIC
2002-04-10,5.88,CLIC
2002-04-11,2.59,CLIC
2002-04-12,6.24,CLIC
2002-04-13,7.42,CLIC
2002-04-14,3.64,CLIC
2002-04-15,5.84,CLIC
2002-04-16,4.9,CLIC
2002-04-17,4.21,CLIC
2002-04-18,5.78,CLIC
2002-04-19,6.61,CLIC
2002-04-20,6.08,CLIC
2002-04-21,7.49,CLIC
2002-04-22,6.13,CLIC
2002-04-23,5.4,CLIC
2002-04-24,6.37,CLIC
2002-04-25,5.13,CLIC
2002-04-26,6.8,CLIC
2002-04-30,5.76,CLIC
2002-05-01,5.95,CLIC
2002-05-02,5.2,CLIC
2002-05-03,7.8,CLIC
2002-05-04,6,CLIC
2002-05-05,5.24,CLIC
2002-05-06,8.94,CLIC
2002-05-07,11.64,CLIC
2002-05-08,5.12,CLIC
2002-05-09,1.44,CLIC
2002-05-10,4.99,CLIC
2002-05-11,4.5,CLIC
2002-05-12,1.41,CLIC
2002-05-16,3.89,CLIC
2002-05-17,5,CLIC
2002-05-18,6.54,CLIC
2002-05-19,7.56,CLIC
2002-05-20,3.33,CLIC
2002-05-21,1.25,CLIC
2002-05-22,3.57,CLIC
2002-05-23,4.97,CLIC
2002-05-24,6.71,CLIC
2002-05-25,5.36,CLIC
2002-05-26,0.37,CLIC
2002-05-27,2.15,CLIC
2002-05-28,3,CLIC
2002-05-29,4.57,CLIC
2002-05-30,5.66,CLIC
2002-05-31,4.58,CLIC
2002-06-01,5.09,CLIC
2002-06-02,4.12,CLIC
2002-06-03,3.25,CLIC
2002-06-04,4.36,CLIC
2002-06-05,5.66,CLIC
2002-06-06,3.84,CLIC
2002-06-07,5.47,CLIC
2002-06-08,7.33,CLIC
2002-06-09,3.94,CLIC
2002-06-10,3.14,CLIC
2002-06-15,5.85,CLIC
2002-06-16,5.57,CLIC
2002-06-17,11.55,CLIC
2002-06-18,8.43,CLIC
2002-06-19,8.03,CLIC
2002-06-20,6.05,CLIC
2002-06-21,4.21,CLIC
2002-06-22,1.66,CLIC
2002-06-23,6.34,CLIC
2002-06-24,5.95,CLIC
2002-06-25,5.23,CLIC
2002-06-26,4.49,CLIC
2002-06-27,3.23,CLIC
2002-06-28,5.32,CLIC
2002-06-29,3.32,CLIC
2002-06-30,8.3,CLIC
2002-07-01,3.94,CLIC
2002-07-02,3.94,CLIC
2002-07-03,4.1,CLIC
2002-07-04,5.81,CLIC
2002-07-05,1.05,CLIC
2002-07-06,5.46,CLIC
2002-07-07,1.38,CLIC
2002-07-08,5.42,CLIC
2002-07-09,0.98,CLIC
2002-07-11,2.4,CLIC
2002-07-12,4.85,CLIC
2002-07-13,0.44,CLIC
2002-07-14,5.12,CLIC
2002-07-15,3.38,CLIC
2002-07-16,4.81,CLIC
2002-07-18,1.05,CLIC
2002-07-19,1.85,CLIC
2002-07-20,4,CLIC
2002-07-21,5.3,CLIC
2002-07-22,3.69,CLIC
2002-07-23,3,CLIC
2002-07-24,5.48,CLIC
2002-07-25,5.12,CLIC
2002-07-26,6.21,CLIC
2002-07-27,2.27,CLIC
2002-07-28,4.81,CLIC
2002-07-29,2.98,CLIC
2002-07-30,3.95,CLIC
2002-07-31,4.55,CLIC
2002-08-01,4.64,CLIC
2002-08-02,4.64,CLIC
2002-08-03,3.94,CLIC
2002-08-04,3.77,CLIC
2002-08-05,1.99,CLIC
2002-08-06,2.5,CLIC
2002-08-07,4.73,CLIC
2002-08-08,5.19,CLIC
2002-08-09,4.57,CLIC
2002-08-10,2.21,CLIC
2002-08-11,2.71,CLIC
2002-08-12,5.98,CLIC
2002-08-13,3.19,CLIC
2002-08-14,3.75,CLIC
2002-08-15,3.1,CLIC
2002-08-16,2.99,CLIC
2002-08-17,3.09,CLIC
2002-08-18,5.95,CLIC
2002-08-19,4.15,CLIC
2002-08-20,2.51,CLIC
2002-08-21,2.62,CLIC
2002-08-22,4.91,CLIC
2002-08-23,4.1,CLIC
2002-08-24,1.65,CLIC
2002-09-03,4,CLIC
2002-09-04,6.22,CLIC
2002-09-05,1.59,CLIC
2002-09-06,5.18,CLIC
2002-09-07,4.07,CLIC
2002-09-08,1.51,CLIC
2002-09-09,4.36,CLIC
2002-09-10,3.63,CLIC
2002-09-11,5.38,CLIC
2002-09-12,9.76,CLIC
2002-09-13,6.4,CLIC
2002-09-14,3.2,CLIC
2002-09-16,9.8,CLIC
2002-09-17,5,CLIC
2002-09-20,6.4,CLIC
2002-09-21,3.52,CLIC
2002-09-22,7.33,CLIC
2002-09-23,5.89,CLIC
2002-09-25,5.67,CLIC
2002-09-26,4.78,CLIC
2002-09-27,3.22,CLIC
2002-09-28,3.94,CLIC
2002-09-29,3.08,CLIC
2002-09-30,4.39,CLIC
2002-10-02,4.2,CLIC
2002-10-03,1.34,CLIC
2002-10-04,2.77,CLIC
2002-10-05,5.25,CLIC
2002-10-06,2.95,CLIC
2002-10-07,4.43,CLIC
2002-10-08,3.77,CLIC
2002-10-09,2.61,CLIC
2002-10-10,0.13,CLIC
2002-10-11,3.04,CLIC
2002-10-12,2.6,CLIC
2002-10-13,2.71,CLIC
2002-10-14,2.58,CLIC
2002-10-15,1.57,CLIC
2002-10-16,4.29,CLIC
2002-10-17,3.7,CLIC
2002-10-27,3.91,CLIC
2002-10-28,1.61,CLIC
2002-10-29,1.85,CLIC
2002-10-30,2.39,CLIC
2002-10-31,3.59,CLIC
2002-11-01,1.57,CLIC
2002-11-02,1.43,CLIC
2002-11-03,1.99,CLIC
2002-11-04,1.41,CLIC
2002-11-05,12.61,CLIC
2002-11-06,3.11,CLIC
2002-11-07,3.68,CLIC
2002-11-08,1.31,CLIC
2002-11-09,1.77,CLIC
2002-11-10,3.54,CLIC
2002-11-11,4.7,CLIC
2002-11-12,2.42,CLIC
2002-11-13,0.74,CLIC
2002-11-14,2.84,CLIC
2002-11-15,2.88,CLIC
2002-11-16,1.81,CLIC
2002-11-17,0.99,CLIC
2002-11-18,3.1,CLIC
2002-11-19,4.46,CLIC
2002-11-20,2.95,CLIC
