Estación: ,C19083,EJIDO ACUÑA. DR. ARROYO
1982-01-17,4.8,CLIC
1982-01-18,5.5,CLIC
1982-01-19,5.9,CLIC
1982-01-20,4.7,CLIC
1982-01-21,5.2,CLIC
1982-01-22,4.6,CLIC
1982-01-23,5.6,CLIC
1982-01-24,4.9,CLIC
1982-01-25,5.1,CLIC
1982-01-26,5.7,CLIC
1982-01-27,5.2,CLIC
1982-01-28,4.3,CLIC
1982-01-29,6.1,CLIC
1982-01-30,5.1,CLIC
1982-01-31,4.6,CLIC
1982-02-01,4.1,CLIC
1982-02-02,2.9,CLIC
1982-02-03,5.1,CLIC
1982-02-04,3.2,CLIC
1982-02-05,3.8,CLIC
1982-02-06,3.1,CLIC
1982-02-07,3.2,CLIC
1982-02-08,4.6,CLIC
1982-02-09,3.3,CLIC
1982-02-10,4.3,CLIC
1982-02-11,3.7,CLIC
1982-02-12,4.3,CLIC
1982-02-13,4.3,CLIC
1982-02-14,3.6,CLIC
1982-02-15,3.1,CLIC
1982-02-16,4.4,CLIC
1982-02-17,3,CLIC
1982-02-18,4.7,CLIC
1982-02-19,3,CLIC
1982-02-20,4.7,CLIC
1982-02-21,3.8,CLIC
1982-02-22,4.7,CLIC
1982-02-23,3.7,CLIC
1982-02-24,3.9,CLIC
1982-02-25,4.4,CLIC
1982-02-26,3.7,CLIC
1982-02-27,4.1,CLIC
1982-02-28,3.8,CLIC
1982-03-01,4.6,CLIC
1982-03-02,4.3,CLIC
1982-03-03,4.8,CLIC
1982-03-04,4.8,CLIC
1982-03-05,5.9,CLIC
1982-03-06,3.4,CLIC
1982-03-07,6.5,CLIC
1982-03-08,5.7,CLIC
1982-03-09,6.2,CLIC
1982-03-10,5.7,CLIC
1982-03-11,6.4,CLIC
1982-03-12,6.4,CLIC
1982-03-13,6.5,CLIC
1982-03-14,6.5,CLIC
1982-03-15,6.7,CLIC
1982-03-16,6.8,CLIC
1982-03-17,6.6,CLIC
1982-03-18,5.4,CLIC
1982-03-19,3.8,CLIC
1982-03-20,6.2,CLIC
1982-03-21,7.2,CLIC
1982-03-22,5.2,CLIC
1982-03-23,4.9,CLIC
1982-03-24,5.1,CLIC
1982-03-25,4.8,CLIC
1982-03-26,6.7,CLIC
1982-03-27,5.8,CLIC
1982-03-28,6.6,CLIC
1982-03-29,6.8,CLIC
1982-03-30,8.2,CLIC
1982-03-31,6.3,CLIC
1982-04-01,7.1,CLIC
1982-04-02,7.4,CLIC
1982-04-03,6.7,CLIC
1982-04-04,7,CLIC
1982-04-05,7.2,CLIC
1982-04-06,6.7,CLIC
1982-04-07,6.3,CLIC
1982-04-08,8.6,CLIC
1982-04-09,7.7,CLIC
1982-04-10,8,CLIC
1982-04-11,6.7,CLIC
1982-04-12,6.5,CLIC
1982-04-13,8,CLIC
1982-04-14,9.2,CLIC
1982-04-15,8.2,CLIC
1982-04-16,7.8,CLIC
1982-04-17,7.7,CLIC
1982-04-18,8.1,CLIC
1982-04-19,6.8,CLIC
1982-04-20,7.7,CLIC
1982-04-21,7.1,CLIC
1982-04-22,6,CLIC
1982-04-23,7.1,CLIC
1982-04-24,6.6,CLIC
1982-04-25,6.6,CLIC
1982-04-26,6.4,CLIC
1982-04-27,6.4,CLIC
1982-04-28,7.2,CLIC
1982-04-29,7.1,CLIC
1982-04-30,8,CLIC
