Estación: ,C19261,LA CIENEGA
2005-11-15,1.24,CLIC
2005-11-16,1.61,CLIC
2005-11-17,0.97,CLIC
2005-11-18,2.07,CLIC
2005-11-19,1.06,CLIC
2005-11-20,0.92,CLIC
2005-11-21,1.28,CLIC
2005-11-22,3.72,CLIC
2005-11-23,3.06,CLIC
2005-11-24,2.94,CLIC
2005-11-25,1.03,CLIC
2005-11-26,2.98,CLIC
2005-11-27,4.07,CLIC
2005-11-28,2.12,CLIC
2005-11-29,3.02,CLIC
2005-11-30,2.02,CLIC
2005-12-01,2.14,CLIC
2005-12-02,1.86,CLIC
2005-12-03,3.73,CLIC
2005-12-04,2.57,CLIC
2005-12-05,3.7,CLIC
2005-12-06,1.78,CLIC
2005-12-07,0.96,CLIC
2005-12-08,1.05,CLIC
2005-12-09,0.21,CLIC
2005-12-10,0.89,CLIC
2005-12-11,1.01,CLIC
2005-12-12,1.76,CLIC
2005-12-13,0.44,CLIC
2005-12-14,2.04,CLIC
2005-12-15,2.73,CLIC
2005-12-16,1.03,CLIC
2005-12-17,0.52,CLIC
2005-12-18,0.58,CLIC
2005-12-19,0.78,CLIC
2005-12-20,0.42,CLIC
2005-12-21,0.8,CLIC
2005-12-22,0.55,CLIC
2005-12-23,1.33,CLIC
2005-12-24,4.65,CLIC
2005-12-25,2.16,CLIC
2005-12-26,2.31,CLIC
2005-12-27,3.7,CLIC
2005-12-28,3.33,CLIC
2005-12-29,3.5,CLIC
2005-12-30,3.2,CLIC
2005-12-31,1.97,CLIC
2006-01-01,2.09,CLIC
2006-01-02,3.6,CLIC
2006-01-03,4.36,CLIC
2006-01-04,2.1,CLIC
2006-01-05,3.02,CLIC
2006-01-06,2.99,CLIC
2006-01-07,2.16,CLIC
2006-01-08,3.98,CLIC
2006-01-09,2.01,CLIC
2006-01-10,3.59,CLIC
2006-01-11,1.87,CLIC
2006-01-12,2.93,CLIC
2006-01-13,3.35,CLIC
2006-01-14,2.65,CLIC
2006-01-15,2.47,CLIC
2006-01-16,6.74,CLIC
2006-01-17,5.09,CLIC
2006-01-18,4.16,CLIC
2006-01-19,2.84,CLIC
2006-01-20,2.8,CLIC
2006-01-21,3.23,CLIC
2006-01-22,0.92,CLIC
2006-01-23,2.03,CLIC
2006-01-24,2.19,CLIC
2006-01-25,1.67,CLIC
2006-01-26,2.08,CLIC
2006-01-27,2.27,CLIC
2006-01-28,2.81,CLIC
2006-01-29,2.89,CLIC
2006-01-30,2.29,CLIC
2006-01-31,3.42,CLIC
2006-02-01,5.03,CLIC
2006-02-02,5.42,CLIC
2006-02-03,6.05,CLIC
2006-02-04,4.65,CLIC
2006-02-05,4.09,CLIC
2006-02-06,5.93,CLIC
2006-02-07,5.92,CLIC
2006-02-08,1.25,CLIC
2006-02-09,3,CLIC
2006-02-10,6.72,CLIC
2006-02-11,3.17,CLIC
2006-02-12,3.06,CLIC
2006-02-13,4.86,CLIC
2006-02-14,3.38,CLIC
2006-02-15,6.45,CLIC
2006-02-16,3.15,CLIC
2006-02-17,1.21,CLIC
2006-02-18,3.41,CLIC
2006-02-19,2.6,CLIC
2006-02-20,4.2,CLIC
2006-02-21,4.7,CLIC
2006-02-22,3.83,CLIC
2006-02-23,5.05,CLIC
2006-02-24,3.8,CLIC
2006-02-25,2.46,CLIC
2006-02-26,1.05,CLIC
2006-02-27,2,CLIC
2006-02-28,3.26,CLIC
2006-03-01,3.02,CLIC
2006-03-02,5.43,CLIC
2006-03-03,4.1,CLIC
2006-03-04,2.4,CLIC
2006-03-05,1.4,CLIC
2006-03-06,4.69,CLIC
2006-03-07,2.61,CLIC
2006-03-08,6.25,CLIC
2006-03-09,5.79,CLIC
2006-03-10,5.35,CLIC
2006-03-11,5.51,CLIC
2006-03-12,5.39,CLIC
2006-03-13,7.93,CLIC
2006-03-14,3.27,CLIC
2006-03-15,3.59,CLIC
2006-03-16,0.42,CLIC
2006-03-17,1.95,CLIC
2006-03-18,3.71,CLIC
2006-03-19,4.16,CLIC
2006-03-20,7.11,CLIC
2006-03-21,7.26,CLIC
2006-03-22,6.3,CLIC
2006-03-23,4.88,CLIC
2006-03-24,3.2,CLIC
2006-03-25,2.96,CLIC
2006-03-26,3.06,CLIC
2006-03-27,4.07,CLIC
2006-03-28,4.23,CLIC
2006-03-29,2.88,CLIC
2006-03-30,3.78,CLIC
2006-03-31,3.02,CLIC
2006-04-01,4.88,CLIC
2006-04-02,2.03,CLIC
2006-04-03,2.31,CLIC
2006-04-04,5.88,CLIC
2006-04-05,6.12,CLIC
2006-04-06,3.62,CLIC
2006-04-07,10.78,CLIC
2006-04-08,6.4,CLIC
2006-04-09,5.98,CLIC
2006-04-10,4.84,CLIC
2006-04-11,2.4,CLIC
2006-04-12,4.08,CLIC
2006-04-13,4.1,CLIC
2006-04-14,5.11,CLIC
2006-04-15,6.47,CLIC
2006-04-16,8.42,CLIC
2006-04-17,6.84,CLIC
2006-04-18,5.86,CLIC
2006-04-19,5.12,CLIC
2006-04-20,5.91,CLIC
2006-04-21,0.96,CLIC
2006-04-22,0.71,CLIC
2006-04-23,1.49,CLIC
2006-04-24,4.21,CLIC
2006-04-25,4.32,CLIC
2006-04-26,2.48,CLIC
2006-04-27,1.5,CLIC
2006-04-28,1.4,CLIC
2006-04-29,5.7,CLIC
2006-04-30,7.1,CLIC
2006-05-01,6.02,CLIC
2006-05-02,6.68,CLIC
2006-05-03,4.89,CLIC
2006-05-04,2.41,CLIC
2006-05-05,2.01,CLIC
2006-05-06,5.69,CLIC
2006-05-07,3.1,CLIC
2006-05-08,1.26,CLIC
2006-05-09,4.8,CLIC
2006-05-10,5.35,CLIC
2006-05-11,2.74,CLIC
2006-05-12,3.8,CLIC
2006-05-13,5.99,CLIC
2006-05-14,4.56,CLIC
2006-05-15,4.74,CLIC
2006-05-16,5.06,CLIC
2006-05-17,3.7,CLIC
2006-05-18,5.8,CLIC
2006-05-19,4.69,CLIC
2006-05-20,8.22,CLIC
2006-05-21,6.14,CLIC
2006-05-22,8.35,CLIC
2006-05-23,7.53,CLIC
2006-05-24,8.87,CLIC
2006-05-25,9.03,CLIC
2006-05-26,7.39,CLIC
2006-05-27,3.98,CLIC
2006-05-28,5,CLIC
2006-05-29,5.72,CLIC
2006-05-30,5.88,CLIC
2006-05-31,4.9,CLIC
2006-06-01,1.2,CLIC
2006-06-02,6.2,CLIC
2006-06-03,3.9,CLIC
2006-06-04,7.3,CLIC
2006-06-05,6.72,CLIC
2006-06-06,8.91,CLIC
2006-06-07,6.97,CLIC
2006-06-08,10.02,CLIC
2006-06-09,8.25,CLIC
2006-06-10,6.95,CLIC
2006-06-11,8.85,CLIC
2006-06-12,8.07,CLIC
2006-06-13,8.06,CLIC
2006-06-14,8.46,CLIC
2006-06-15,9.25,CLIC
2006-06-16,8.14,CLIC
2006-06-17,7.85,CLIC
2006-06-18,6.3,CLIC
2006-06-19,6.58,CLIC
2006-06-20,8.04,CLIC
2006-06-21,7.02,CLIC
2006-06-22,7.2,CLIC
2006-06-23,6.83,CLIC
2006-06-24,6.21,CLIC
2006-06-25,7.7,CLIC
2006-06-26,4.98,CLIC
2006-06-27,6.18,CLIC
2006-06-28,8.72,CLIC
2006-06-29,5.91,CLIC
2006-06-30,5.36,CLIC
2006-07-01,4.41,CLIC
2006-07-02,3.49,CLIC
2006-07-03,5.1,CLIC
2006-07-04,4.99,CLIC
2006-07-05,1.77,CLIC
2006-07-06,2.06,CLIC
2006-07-07,3.19,CLIC
2006-07-08,3.01,CLIC
2006-07-09,3.71,CLIC
2006-07-10,7.05,CLIC
2006-07-11,6.27,CLIC
2006-07-12,6.75,CLIC
2006-07-13,7.14,CLIC
2006-07-14,4.51,CLIC
2006-07-15,5.35,CLIC
2006-07-16,8.15,CLIC
2006-07-17,8.1,CLIC
2006-07-18,6.89,CLIC
2006-07-19,7.91,CLIC
2006-07-20,6.1,CLIC
2006-07-21,6.11,CLIC
2006-07-22,8.03,CLIC
2006-07-23,9.52,CLIC
2006-07-24,6.01,CLIC
2006-07-25,5.76,CLIC
2006-07-26,2.63,CLIC
2006-07-27,5.6,CLIC
2006-07-28,6.43,CLIC
2006-07-29,7.03,CLIC
2006-07-30,9.35,CLIC
2006-07-31,6.06,CLIC
2006-08-01,5.69,CLIC
2006-08-02,4.29,CLIC
2006-08-03,2.33,CLIC
2006-08-04,4.9,CLIC
2006-08-05,4.12,CLIC
2006-08-06,2.43,CLIC
2006-08-07,3.07,CLIC
2006-08-08,2.83,CLIC
2006-08-09,4.34,CLIC
2006-08-10,4.23,CLIC
2006-08-11,1.02,CLIC
2006-08-12,3.87,CLIC
2006-08-13,3.3,CLIC
2006-08-14,8.53,CLIC
2006-08-15,8.17,CLIC
2006-08-16,6.67,CLIC
2006-08-17,7.55,CLIC
2006-08-18,8.66,CLIC
2006-08-19,3.52,CLIC
2006-08-20,2.21,CLIC
2006-08-21,6.64,CLIC
2006-08-22,4.55,CLIC
2006-08-23,5.62,CLIC
2006-08-24,4.46,CLIC
2006-08-25,6.02,CLIC
2006-08-26,7.45,CLIC
2006-08-27,5.31,CLIC
2006-08-28,6.54,CLIC
2006-08-29,7,CLIC
2006-08-30,5.4,CLIC
2006-08-31,7.48,CLIC
2006-09-01,5.91,CLIC
2006-09-02,7.97,CLIC
2006-09-03,7.94,CLIC
2006-09-04,7.11,CLIC
2006-09-05,4.99,CLIC
2006-09-06,3,CLIC
2006-09-07,3.99,CLIC
2006-09-08,6.19,CLIC
2006-09-09,8.02,CLIC
2006-09-10,7.84,CLIC
2006-09-11,7.92,CLIC
2006-09-12,7.48,CLIC
2006-09-14,7.67,CLIC
2006-09-15,7.09,CLIC
2006-09-16,6.19,CLIC
2006-09-17,7.79,CLIC
2006-09-18,6.21,CLIC
2006-09-19,6.77,CLIC
2006-09-20,8.06,CLIC
2006-09-21,6.06,CLIC
2006-09-22,7.11,CLIC
2006-09-23,6.89,CLIC
2006-09-25,2.11,CLIC
2006-09-26,5.49,CLIC
2006-09-27,5.21,CLIC
2006-09-28,2.96,CLIC
2006-09-29,3.1,CLIC
2006-09-30,4.91,CLIC
2006-10-01,2.12,CLIC
2006-10-02,1.5,CLIC
2006-10-03,2.7,CLIC
2006-10-04,2.73,CLIC
2006-10-05,3.9,CLIC
2006-10-06,4.22,CLIC
2006-10-07,3.67,CLIC
2006-10-08,2.28,CLIC
2006-10-09,2.1,CLIC
2006-10-10,1.98,CLIC
2006-10-11,2.12,CLIC
2006-10-12,1.55,CLIC
2006-10-13,2.46,CLIC
2006-10-14,4.34,CLIC
2006-10-15,4.09,CLIC
2006-10-16,2.24,CLIC
2006-10-17,2.12,CLIC
2006-10-18,2.85,CLIC
2006-10-19,4.02,CLIC
2006-10-20,4.94,CLIC
2006-10-21,3.93,CLIC
2006-10-22,4.37,CLIC
2006-10-23,4.73,CLIC
2006-10-24,6.48,CLIC
2006-10-25,3.76,CLIC
2006-10-26,7.03,CLIC
2006-10-27,3.85,CLIC
2006-10-28,5.26,CLIC
2006-10-29,4.22,CLIC
2006-10-30,6.52,CLIC
2006-10-31,3.48,CLIC
2006-11-01,3.88,CLIC
2006-11-02,4.02,CLIC
2006-11-03,2.96,CLIC
2006-11-04,4.99,CLIC
2006-11-05,3.99,CLIC
2006-11-06,3.03,CLIC
2006-11-07,2.94,CLIC
2006-11-08,3.47,CLIC
2006-11-09,4.36,CLIC
2006-11-10,3.07,CLIC
2006-11-11,4.17,CLIC
2006-11-12,2.86,CLIC
2006-11-13,3.07,CLIC
2006-11-14,2.02,CLIC
2006-11-15,2.02,CLIC
2006-11-16,1.89,CLIC
2006-11-17,2.12,CLIC
2006-11-18,2.98,CLIC
2006-11-19,4.04,CLIC
2006-11-20,2.66,CLIC
2006-11-21,3.36,CLIC
2006-11-22,3.76,CLIC
2006-11-23,3.76,CLIC
2006-11-24,3.58,CLIC
2006-11-25,4.27,CLIC
2006-11-26,6.96,CLIC
2006-11-27,3.83,CLIC
2006-11-28,3.22,CLIC
2006-11-29,6.72,CLIC
2006-11-30,2.62,CLIC
2006-12-01,0.69,CLIC
2006-12-02,0.71,CLIC
2006-12-03,0.8,CLIC
2006-12-04,0.7,CLIC
2006-12-05,0.1,CLIC
2006-12-06,0.99,CLIC
2006-12-07,0.75,CLIC
2006-12-08,0.86,CLIC
2006-12-09,1.62,CLIC
2006-12-10,1.9,CLIC
2006-12-11,1.1,CLIC
2006-12-12,0.6,CLIC
2006-12-13,2.24,CLIC
2006-12-14,0.9,CLIC
2006-12-15,0.76,CLIC
2006-12-16,2.38,CLIC
2006-12-17,1.66,CLIC
2006-12-18,0.5,CLIC
2006-12-19,0.86,CLIC
2006-12-20,4.21,CLIC
2006-12-21,0.88,CLIC
2006-12-22,1.35,CLIC
2006-12-23,2.79,CLIC
2006-12-24,1.76,CLIC
2006-12-25,1.49,CLIC
2006-12-26,1.7,CLIC
2006-12-27,1.82,CLIC
2006-12-28,1.27,CLIC
2006-12-29,0.63,CLIC
2006-12-30,0.2,CLIC
2006-12-31,0.54,CLIC
2007-12-01,2.55,CLIC
2007-12-02,4,CLIC
2007-12-03,2.45,CLIC
2007-12-04,3.4,CLIC
2007-12-05,2.25,CLIC
2007-12-06,0.3,CLIC
2007-12-07,1.32,CLIC
2007-12-08,3.03,CLIC
2007-12-09,1.55,CLIC
2007-12-10,2.42,CLIC
2007-12-11,1.68,CLIC
2007-12-12,0.64,CLIC
2007-12-13,1.96,CLIC
2007-12-14,0.76,CLIC
2007-12-15,5.16,CLIC
2007-12-16,4.06,CLIC
2007-12-17,1.91,CLIC
2007-12-18,2.12,CLIC
2007-12-19,0.64,CLIC
2007-12-20,5.45,CLIC
2007-12-21,3.6,CLIC
2007-12-22,5.59,CLIC
2007-12-23,1.61,CLIC
2007-12-24,2.2,CLIC
2007-12-25,4.6,CLIC
2007-12-26,0.8,CLIC
2007-12-27,5.9,CLIC
2007-12-28,1.5,CLIC
2007-12-29,4.16,CLIC
2007-12-30,6.14,CLIC
2007-12-31,2.2,CLIC
2019-12-30,1784.5,CLIC
