Estación: ,C19032,LA CARBONERA. GALEANA
1988-02-19,4.63,CLIC
1988-02-20,4.27,CLIC
1988-02-21,3.74,CLIC
1988-02-22,4.51,CLIC
1988-02-23,4.07,CLIC
1988-02-24,4.47,CLIC
1988-02-25,2.31,CLIC
1988-02-26,4.54,CLIC
1988-02-27,5.95,CLIC
1988-02-28,5.13,CLIC
1988-02-29,5.18,CLIC
1988-03-01,4.87,CLIC
1988-03-02,2.9,CLIC
1988-03-03,3.45,CLIC
1988-03-04,3.44,CLIC
1988-03-05,4.38,CLIC
1988-03-06,5.05,CLIC
1988-03-07,4.13,CLIC
1988-03-08,4.62,CLIC
1988-03-09,6.87,CLIC
1988-03-10,6.35,CLIC
1988-03-11,5.59,CLIC
1988-03-12,9.59,CLIC
1988-03-13,10.26,CLIC
1988-03-14,8.92,CLIC
1988-03-15,6.11,CLIC
1988-03-16,7.81,CLIC
1988-03-17,6.59,CLIC
1988-03-18,7.21,CLIC
1988-03-19,6.46,CLIC
1988-03-20,4.49,CLIC
1988-03-21,5.43,CLIC
1988-03-22,6.08,CLIC
1988-03-23,6.28,CLIC
1988-03-24,6.79,CLIC
1988-03-25,7.01,CLIC
1988-03-26,6.4,CLIC
1988-03-27,7.1,CLIC
1988-03-28,4.3,CLIC
1988-03-29,6.05,CLIC
1988-03-30,5.15,CLIC
1988-03-31,4.3,CLIC
1988-04-01,8.4,CLIC
1988-04-02,7.3,CLIC
1988-04-03,6.88,CLIC
1988-04-04,7.54,CLIC
1988-04-05,6.03,CLIC
1988-04-06,5.45,CLIC
1988-04-07,4.5,CLIC
1988-04-08,3.3,CLIC
1988-04-09,3.3,CLIC
1988-04-10,0.8,CLIC
1988-04-11,7.3,CLIC
1988-04-12,3.5,CLIC
1988-04-13,5.11,CLIC
1988-04-14,5.28,CLIC
1988-04-15,6.51,CLIC
1988-04-16,3.68,CLIC
1988-04-17,7.34,CLIC
1988-04-18,10.25,CLIC
1988-04-19,8.86,CLIC
1988-04-20,6.97,CLIC
1988-04-21,6.9,CLIC
1988-04-22,8.9,CLIC
1988-04-23,9.1,CLIC
1988-04-24,7.8,CLIC
1988-04-25,10,CLIC
1988-04-26,7.95,CLIC
1988-04-27,6.85,CLIC
1988-04-28,7.55,CLIC
1988-04-29,5.45,CLIC
1988-04-30,5.5,CLIC
1988-06-01,6.64,CLIC
1988-06-02,7.2,CLIC
1988-06-03,6.29,CLIC
1988-06-04,6.95,CLIC
1988-06-05,4.72,CLIC
1988-06-06,6.19,CLIC
1988-06-07,5.14,CLIC
1988-06-08,8.69,CLIC
1988-06-09,8.42,CLIC
1988-06-10,8.19,CLIC
1988-06-11,4.44,CLIC
1988-06-12,7.62,CLIC
1988-06-13,8.06,CLIC
1988-06-14,10.4,CLIC
1988-06-15,6.68,CLIC
1988-06-16,4.65,CLIC
1988-06-17,5.69,CLIC
1988-06-18,5.94,CLIC
1988-06-19,4.76,CLIC
1988-06-20,2.99,CLIC
1988-06-21,7.14,CLIC
1988-06-22,4.62,CLIC
1988-06-23,5.19,CLIC
1988-06-24,5.91,CLIC
1988-06-25,3.12,CLIC
1988-06-26,4.02,CLIC
1988-06-27,4.44,CLIC
1988-06-28,4.15,CLIC
1988-06-29,6.06,CLIC
1988-06-30,6.65,CLIC
1988-07-01,6.44,CLIC
1988-07-02,3.41,CLIC
1988-07-03,2.18,CLIC
1988-07-04,3.61,CLIC
1988-07-05,3.01,CLIC
1988-07-06,3.54,CLIC
1988-07-07,4.19,CLIC
1988-07-08,5.16,CLIC
1988-07-09,3.22,CLIC
1988-07-10,6.64,CLIC
1988-07-11,4.62,CLIC
1988-07-12,4.21,CLIC
1988-07-13,4.82,CLIC
1988-07-14,5.87,CLIC
1988-07-15,7.15,CLIC
1988-07-16,6.51,CLIC
1988-07-17,6.77,CLIC
1988-07-18,3.77,CLIC
1988-07-19,6.37,CLIC
1988-07-20,4.73,CLIC
1988-07-21,4.12,CLIC
1988-07-22,4.41,CLIC
1988-07-23,4.6,CLIC
1988-07-24,7.6,CLIC
1988-07-25,4.9,CLIC
1988-07-26,3.34,CLIC
1988-07-27,3.92,CLIC
1988-07-28,4.09,CLIC
1988-07-29,4.21,CLIC
1988-07-30,3.84,CLIC
1988-07-31,4.24,CLIC
1988-08-01,4.66,CLIC
1988-08-02,5.2,CLIC
1988-08-03,4.9,CLIC
1988-08-04,5.35,CLIC
1988-08-05,5.9,CLIC
1988-08-06,4.5,CLIC
1988-08-07,5.74,CLIC
1988-08-08,7.17,CLIC
1988-08-09,7.37,CLIC
1988-08-10,7.1,CLIC
1988-08-11,6.71,CLIC
1988-08-12,6.83,CLIC
1988-08-13,7.99,CLIC
1988-08-14,6.98,CLIC
1988-08-15,5.27,CLIC
1988-08-16,5.59,CLIC
1988-08-17,3.84,CLIC
1988-08-18,3.21,CLIC
1988-08-19,4.05,CLIC
1988-08-20,3.9,CLIC
1988-08-21,5.01,CLIC
1988-08-22,4.77,CLIC
1988-08-23,5.56,CLIC
1988-08-24,6.12,CLIC
1988-08-25,8.54,CLIC
1988-08-26,7.18,CLIC
1988-08-27,6.97,CLIC
1988-08-28,4.56,CLIC
1988-08-29,5.53,CLIC
1988-08-30,4.67,CLIC
1988-08-31,4.62,CLIC
1988-09-01,3.99,CLIC
1988-09-02,5.21,CLIC
1988-09-03,4.74,CLIC
1988-09-04,5.35,CLIC
1988-09-05,4.22,CLIC
1988-09-06,4.41,CLIC
1988-09-07,4.7,CLIC
1988-09-08,6,CLIC
1988-09-09,6.6,CLIC
1988-09-10,5.7,CLIC
1988-09-11,6.07,CLIC
1988-09-12,6.81,CLIC
1988-09-13,4.97,CLIC
1988-09-14,7.39,CLIC
1988-09-15,5.42,CLIC
1988-09-16,6.36,CLIC
1988-09-17,5.3,CLIC
1988-09-18,5.12,CLIC
1988-09-19,5.08,CLIC
1988-09-20,5.26,CLIC
1988-09-21,4.99,CLIC
1988-09-22,4.98,CLIC
1988-09-23,4.67,CLIC
1988-09-24,5.67,CLIC
1988-09-25,6.47,CLIC
1988-09-26,5.54,CLIC
1988-09-27,5.24,CLIC
1988-09-28,6.23,CLIC
1988-09-29,5.41,CLIC
1988-09-30,3.67,CLIC
1988-10-01,3.24,CLIC
1988-10-02,3.83,CLIC
1988-10-03,4.8,CLIC
1988-10-04,4.97,CLIC
1988-10-05,4.78,CLIC
1988-10-06,5.58,CLIC
1988-10-07,3.25,CLIC
1988-10-08,5.7,CLIC
1988-10-09,3.44,CLIC
1988-10-10,4.23,CLIC
1988-10-11,5.97,CLIC
1988-10-12,3.64,CLIC
1988-10-13,3.78,CLIC
1988-10-14,3.9,CLIC
1988-10-15,5.28,CLIC
1988-10-16,2.48,CLIC
1988-10-17,3.74,CLIC
1988-10-18,4.75,CLIC
1988-10-19,6.15,CLIC
1988-10-20,3.13,CLIC
1988-10-21,4.32,CLIC
1988-10-22,4.35,CLIC
1988-10-23,4.42,CLIC
1988-10-24,5.87,CLIC
1988-10-25,4.11,CLIC
1988-10-26,3.92,CLIC
1988-10-27,4.04,CLIC
1988-10-28,4.61,CLIC
1988-10-29,3.39,CLIC
1988-10-30,4,CLIC
1988-10-31,4.1,CLIC
