Estación: ,C19004,APODACA. APODACA
1986-02-22,0,CLIC
1986-02-23,0,CLIC
1986-02-24,0,CLIC
1986-02-25,0,CLIC
1986-02-26,0,CLIC
1986-02-27,0,CLIC
1986-02-28,0,CLIC
1986-03-01,0,CLIC
1986-03-02,0,CLIC
1986-03-03,0,CLIC
1986-03-04,0,CLIC
1986-03-05,0,CLIC
1986-03-06,0,CLIC
1986-03-07,0,CLIC
1986-03-08,0,CLIC
1986-03-09,0,CLIC
1986-03-10,0,CLIC
1986-03-11,0,CLIC
1986-03-12,0,CLIC
1986-03-13,0,CLIC
1986-03-14,0,CLIC
1986-03-15,0,CLIC
1986-03-16,0,CLIC
1986-03-17,0,CLIC
1986-03-18,0,CLIC
1986-03-19,0,CLIC
1986-03-20,0,CLIC
1986-03-21,0,CLIC
1986-03-22,0,CLIC
1986-03-23,0,CLIC
1986-03-24,0,CLIC
1986-03-25,0,CLIC
1986-03-26,0,CLIC
1986-03-27,0,CLIC
1986-03-28,0,CLIC
1986-03-29,0,CLIC
1986-03-30,0,CLIC
1986-03-31,0,CLIC
1986-04-01,0,CLIC
1986-04-02,0,CLIC
1986-04-03,0,CLIC
1986-04-04,0,CLIC
1986-04-05,0,CLIC
1986-04-06,1.5,CLIC
1986-04-07,0,CLIC
1986-04-08,0,CLIC
1986-04-09,0,CLIC
1986-04-10,0,CLIC
1986-04-11,0,CLIC
1986-04-12,0,CLIC
1986-04-13,0,CLIC
1986-04-14,0,CLIC
1986-04-15,0,CLIC
1986-04-16,25.8,CLIC
1986-04-17,1,CLIC
1986-04-18,0,CLIC
1986-04-19,0,CLIC
1986-04-20,0,CLIC
1986-04-21,0,CLIC
1986-04-22,0,CLIC
1986-04-23,0,CLIC
1986-04-24,0,CLIC
1986-04-25,0,CLIC
1986-04-26,0,CLIC
1986-04-27,0,CLIC
1986-04-28,0,CLIC
1986-04-29,0,CLIC
1986-04-30,26,CLIC
1986-05-01,0,CLIC
1986-05-02,0,CLIC
1986-05-03,0,CLIC
1986-05-04,0,CLIC
1986-05-05,0,CLIC
1986-05-06,0,CLIC
1986-05-07,0,CLIC
1986-05-08,2.5,CLIC
1986-05-09,0,CLIC
1986-05-10,0,CLIC
1986-05-11,0,CLIC
1986-05-12,0,CLIC
1986-05-13,0,CLIC
1986-05-14,0,CLIC
1986-05-15,0,CLIC
1986-05-16,3,CLIC
1986-05-17,0,CLIC
1986-05-18,0,CLIC
1986-05-19,0,CLIC
1986-05-20,0,CLIC
1986-05-21,0,CLIC
1986-05-22,0,CLIC
1986-05-23,0,CLIC
1986-05-24,0,CLIC
1986-05-25,0,CLIC
1986-05-26,1.5,CLIC
1986-05-27,0,CLIC
1986-05-28,0,CLIC
1986-05-29,57.5,CLIC
1986-05-30,47,CLIC
1986-05-31,6,CLIC
1986-06-01,2.5,CLIC
1986-06-02,18.5,CLIC
1986-06-03,38.5,CLIC
1986-06-04,0,CLIC
1986-06-05,0,CLIC
1986-06-06,0,CLIC
1986-06-07,0,CLIC
1986-06-08,0,CLIC
1986-06-09,0,CLIC
1986-06-10,0,CLIC
1986-06-11,0,CLIC
1986-06-12,10.5,CLIC
1986-06-13,8.5,CLIC
1986-06-14,10.5,CLIC
1986-06-15,1,CLIC
1986-06-16,0,CLIC
1986-06-17,0,CLIC
1986-06-18,0,CLIC
1986-06-19,0,CLIC
1986-06-20,0,CLIC
1986-06-21,2.5,CLIC
1986-06-22,7.5,CLIC
1986-06-23,16.5,CLIC
1986-06-24,1,CLIC
1986-06-25,2.5,CLIC
1986-06-26,0,CLIC
1986-06-27,0,CLIC
1986-06-28,0,CLIC
1986-06-29,0,CLIC
1986-07-01,0,CLIC
1986-07-02,0,CLIC
1986-07-03,0,CLIC
1986-07-04,0,CLIC
1986-07-05,0,CLIC
1986-07-06,0,CLIC
1986-07-07,0,CLIC
1986-07-08,0,CLIC
1986-07-09,0,CLIC
1986-07-10,0,CLIC
1986-07-11,0,CLIC
1986-07-12,0,CLIC
1986-07-13,0,CLIC
1986-07-14,3.5,CLIC
1986-07-15,0,CLIC
1986-07-16,0,CLIC
1986-07-17,0,CLIC
1986-07-18,0,CLIC
1986-07-19,0,CLIC
1986-07-20,0,CLIC
1986-07-21,0,CLIC
1986-07-22,0,CLIC
1986-07-23,0,CLIC
1986-07-24,0,CLIC
1986-07-25,0,CLIC
1986-07-26,0,CLIC
1986-07-27,0,CLIC
1986-07-28,0,CLIC
1986-07-29,0,CLIC
1986-07-30,0,CLIC
1986-07-31,0,CLIC
1986-08-01,0,CLIC
1986-08-02,0,CLIC
1986-08-03,0,CLIC
1986-08-04,0,CLIC
1986-08-05,0,CLIC
1986-08-06,0,CLIC
1986-08-07,0,CLIC
1986-08-08,0,CLIC
1986-08-09,0,CLIC
1986-08-10,0,CLIC
1986-08-11,0,CLIC
1986-08-12,0,CLIC
1986-08-13,0,CLIC
1986-08-14,0,CLIC
1986-08-15,0,CLIC
1986-08-16,0,CLIC
1986-08-17,0,CLIC
1986-08-18,0,CLIC
1986-08-19,0,CLIC
1986-08-20,0,CLIC
1986-08-21,0,CLIC
1986-08-22,0,CLIC
1986-08-23,0,CLIC
1986-08-24,1,CLIC
1986-08-25,0,CLIC
1986-08-26,0,CLIC
1986-08-27,0,CLIC
1986-08-28,0,CLIC
1986-08-29,0,CLIC
1986-08-30,7.5,CLIC
1986-08-31,0,CLIC
1986-09-01,0,CLIC
1986-09-02,0,CLIC
1986-09-03,27,CLIC
1986-09-04,17.5,CLIC
1986-09-05,0,CLIC
1986-09-06,19,CLIC
1986-09-07,26.5,CLIC
1986-09-08,57,CLIC
1986-09-09,1,CLIC
1986-09-10,0,CLIC
1986-09-11,0,CLIC
1986-09-12,0,CLIC
1986-09-13,0,CLIC
1986-09-14,0,CLIC
1986-09-15,0,CLIC
1986-09-16,0,CLIC
1986-09-17,0,CLIC
1986-09-18,0,CLIC
1986-09-19,0,CLIC
1986-09-20,0,CLIC
1986-09-21,0,CLIC
1986-09-22,0,CLIC
1986-09-23,0,CLIC
1986-09-24,0,CLIC
1986-09-25,0,CLIC
1986-09-26,0,CLIC
1986-09-27,0,CLIC
1986-09-28,0,CLIC
1986-09-29,0,CLIC
1986-09-30,0,CLIC
1986-10-01,0,CLIC
1986-10-02,0,CLIC
1986-10-03,0,CLIC
1986-10-04,0,CLIC
1986-10-05,0,CLIC
1986-10-06,0,CLIC
1986-10-07,4,CLIC
1986-10-08,0,CLIC
1986-10-09,11.5,CLIC
1986-10-10,0,CLIC
1986-10-11,3,CLIC
1986-10-12,1,CLIC
1986-10-13,0,CLIC
1986-10-14,0,CLIC
1986-10-15,0,CLIC
1986-10-16,0,CLIC
1986-10-17,0,CLIC
1986-10-18,0,CLIC
1986-10-19,0,CLIC
1986-10-20,4.5,CLIC
1986-10-21,10,CLIC
1986-10-22,3,CLIC
1986-10-23,14,CLIC
1986-10-24,1.5,CLIC
1986-10-25,0,CLIC
1986-10-26,0,CLIC
1986-10-27,0,CLIC
1986-10-28,0,CLIC
1986-10-29,0,CLIC
1986-10-30,0,CLIC
1986-10-31,0,CLIC
1986-11-01,53,CLIC
1986-11-02,4.5,CLIC
1986-11-03,2.5,CLIC
1986-11-04,3,CLIC
1986-11-05,4,CLIC
1986-11-06,1,CLIC
1986-11-07,0,CLIC
1986-11-08,0,CLIC
1986-11-09,0.4,CLIC
1986-11-10,0.1,CLIC
1986-11-11,0,CLIC
1986-11-12,3.5,CLIC
1986-11-13,0,CLIC
1986-11-14,0,CLIC
1986-11-15,0,CLIC
1986-11-16,0,CLIC
1986-11-17,0,CLIC
1986-11-18,0,CLIC
1986-11-19,0,CLIC
1986-11-20,0,CLIC
1986-11-21,0,CLIC
1986-11-22,0,CLIC
1986-11-23,0,CLIC
1986-11-24,0,CLIC
1986-11-25,0,CLIC
1986-11-26,0,CLIC
1986-11-27,0,CLIC
1986-11-28,0,CLIC
1986-11-29,0,CLIC
1986-11-30,0,CLIC
1986-12-01,0,CLIC
1986-12-02,0,CLIC
1986-12-03,0,CLIC
1986-12-04,8.5,CLIC
1986-12-05,2.5,CLIC
1986-12-06,0,CLIC
1986-12-07,0,CLIC
1986-12-08,0,CLIC
1986-12-09,53.5,CLIC
1986-12-10,2,CLIC
1986-12-11,0,CLIC
1986-12-12,0,CLIC
1986-12-13,0,CLIC
1986-12-14,1.5,CLIC
1986-12-15,0,CLIC
1986-12-16,1,CLIC
1986-12-17,0,CLIC
1986-12-18,0,CLIC
1986-12-19,0,CLIC
1986-12-20,0,CLIC
1986-12-21,10.5,CLIC
1986-12-22,0,CLIC
1986-12-23,0,CLIC
1986-12-24,0,CLIC
1986-12-25,13,CLIC
1986-12-26,0,CLIC
1986-12-27,1,CLIC
1986-12-28,5,CLIC
1986-12-29,22,CLIC
1986-12-30,7,CLIC
1986-12-31,0,CLIC
1987-01-01,0,CLIC
1987-01-02,0,CLIC
1987-01-03,0,CLIC
1987-01-04,0,CLIC
1987-01-05,0,CLIC
1987-01-06,0,CLIC
1987-01-07,0,CLIC
1987-01-08,0,CLIC
1987-01-09,0,CLIC
1987-01-10,0,CLIC
1987-01-11,0,CLIC
1987-01-12,10,CLIC
1987-01-13,3.5,CLIC
1987-01-14,0,CLIC
1987-01-15,0,CLIC
1987-01-16,0,CLIC
1987-01-17,0,CLIC
1987-01-18,0,CLIC
1987-01-19,0,CLIC
1987-01-20,14.5,CLIC
1987-01-21,0,CLIC
1987-01-22,0,CLIC
1987-01-23,0,CLIC
1987-01-24,0,CLIC
1987-01-25,0,CLIC
1987-01-26,0,CLIC
1987-01-27,0,CLIC
1987-01-28,0,CLIC
1987-01-29,0,CLIC
1987-01-30,0,CLIC
1987-01-31,0,CLIC
1987-02-01,0,CLIC
1987-02-02,0,CLIC
1987-02-03,0,CLIC
1987-02-04,0,CLIC
1987-02-05,0,CLIC
1987-02-06,0,CLIC
1987-02-07,0,CLIC
1987-02-08,0,CLIC
1987-02-09,0,CLIC
1987-02-10,0,CLIC
1987-02-11,0,CLIC
1987-02-12,0,CLIC
1987-02-13,0,CLIC
1987-02-14,0,CLIC
1987-02-15,0,CLIC
1987-02-16,0,CLIC
1987-02-17,0,CLIC
1987-02-18,8.5,CLIC
1987-02-19,0,CLIC
1987-02-20,0,CLIC
1987-02-21,0,CLIC
1987-02-22,0,CLIC
1987-02-23,0,CLIC
1987-02-24,1.5,CLIC
1987-02-25,16.5,CLIC
1987-02-26,0,CLIC
1987-02-27,0,CLIC
1987-02-28,0,CLIC
1987-03-01,0,CLIC
1987-03-02,0,CLIC
1987-03-03,0,CLIC
1987-03-04,0,CLIC
1987-03-05,0,CLIC
1987-03-06,0,CLIC
1987-03-07,0,CLIC
1987-03-08,0,CLIC
1987-03-09,1,CLIC
1987-03-10,21.5,CLIC
1987-03-11,0,CLIC
1987-03-12,0,CLIC
1987-03-13,0,CLIC
1987-03-14,0,CLIC
1987-03-15,0,CLIC
1987-03-16,0,CLIC
1987-03-17,0,CLIC
1987-03-18,0,CLIC
1987-03-19,1,CLIC
1987-03-20,0,CLIC
1987-03-21,5.5,CLIC
1987-03-22,0,CLIC
1987-03-23,0,CLIC
1987-03-24,0,CLIC
1987-03-25,0,CLIC
1987-03-26,0,CLIC
1987-03-27,0,CLIC
1987-03-28,0,CLIC
1987-03-29,0,CLIC
1987-03-30,0,CLIC
1987-03-31,0,CLIC
1987-04-01,0,CLIC
1987-04-02,0,CLIC
1987-04-03,0,CLIC
1987-04-04,2.5,CLIC
1987-04-05,0,CLIC
1987-04-06,1,CLIC
1987-04-07,0,CLIC
1987-04-08,0,CLIC
1987-04-09,0,CLIC
1987-04-10,0,CLIC
1987-04-11,0,CLIC
1987-04-12,0,CLIC
1987-04-13,0,CLIC
1987-04-14,0,CLIC
1987-04-15,0,CLIC
1987-04-16,0,CLIC
1987-04-17,0,CLIC
1987-04-18,0,CLIC
1987-04-19,0,CLIC
1987-04-20,25.5,CLIC
1987-04-21,0,CLIC
1987-04-22,12.5,CLIC
1987-04-23,6.5,CLIC
1987-04-24,0,CLIC
1987-04-25,0,CLIC
1987-04-26,0,CLIC
1987-04-27,0,CLIC
1987-04-28,0,CLIC
1987-04-29,0,CLIC
1987-04-30,0,CLIC
1987-05-01,0,CLIC
1987-05-02,0,CLIC
1987-05-03,0,CLIC
1987-05-04,6.5,CLIC
1987-05-05,10.5,CLIC
1987-05-06,2.5,CLIC
1987-05-07,0,CLIC
1987-05-08,0,CLIC
1987-05-09,1.5,CLIC
1987-05-10,1,CLIC
1987-05-11,0,CLIC
1987-05-12,0,CLIC
1987-05-13,0,CLIC
1987-05-14,0,CLIC
1987-05-15,0,CLIC
1987-05-16,0,CLIC
1987-05-17,0,CLIC
1987-05-18,6.5,CLIC
1987-05-19,0,CLIC
1987-05-20,0,CLIC
1987-05-21,0,CLIC
1987-05-22,0,CLIC
1987-05-23,0,CLIC
1987-05-24,0,CLIC
1987-05-25,0,CLIC
1987-05-26,0,CLIC
1987-05-27,0,CLIC
1987-05-28,0,CLIC
1987-05-29,0,CLIC
1987-05-30,0,CLIC
1987-05-31,0,CLIC
1987-06-01,2.5,CLIC
1987-06-02,0,CLIC
1987-06-03,0,CLIC
1987-06-04,6.5,CLIC
1987-06-05,7.5,CLIC
1987-06-06,3,CLIC
1987-06-07,4.5,CLIC
1987-06-08,6,CLIC
1987-06-09,2.5,CLIC
1987-06-10,0,CLIC
1987-06-11,0,CLIC
1987-06-12,0,CLIC
1987-06-13,0,CLIC
1987-06-14,31,CLIC
1987-06-15,0,CLIC
1987-06-16,0,CLIC
1987-06-17,0,CLIC
1987-06-18,0,CLIC
1987-06-19,0,CLIC
1987-06-20,0,CLIC
1987-06-21,0,CLIC
1987-06-22,0,CLIC
1987-06-23,0,CLIC
1987-06-24,0,CLIC
1987-06-25,0,CLIC
1987-06-26,12.5,CLIC
1987-06-27,0,CLIC
1987-06-28,0,CLIC
1987-06-29,0,CLIC
1987-06-30,0,CLIC
1987-07-01,0,CLIC
1987-07-02,0,CLIC
1987-07-03,0,CLIC
1987-07-04,0,CLIC
1987-07-05,0,CLIC
1987-07-06,0,CLIC
1987-07-07,22,CLIC
1987-07-08,0,CLIC
1987-07-09,0,CLIC
1987-07-10,0,CLIC
1987-07-11,0,CLIC
1987-07-12,0,CLIC
1987-07-13,0,CLIC
1987-07-14,0,CLIC
1987-07-15,0,CLIC
1987-07-16,0,CLIC
1987-07-17,0,CLIC
1987-07-18,0,CLIC
1987-07-19,0,CLIC
1987-07-20,0,CLIC
1987-07-21,0,CLIC
1987-07-22,0,CLIC
1987-07-23,0,CLIC
1987-07-24,7.5,CLIC
1987-07-25,0,CLIC
1987-07-26,7.5,CLIC
1987-07-27,52.5,CLIC
1987-07-28,0,CLIC
1987-07-29,0,CLIC
1987-07-30,0,CLIC
1987-07-31,0,CLIC
1987-08-01,0,CLIC
1987-08-02,0,CLIC
1987-08-03,0,CLIC
1987-08-04,0,CLIC
1987-08-05,0,CLIC
1987-08-06,0,CLIC
1987-08-07,0,CLIC
1987-08-08,0,CLIC
1987-08-09,0,CLIC
1987-08-10,0,CLIC
1987-08-11,0,CLIC
1987-08-12,0,CLIC
1987-08-13,0,CLIC
1987-08-14,0,CLIC
1987-08-15,0,CLIC
1987-08-16,0,CLIC
1987-08-17,0,CLIC
1987-08-18,0,CLIC
1987-08-19,0,CLIC
1987-08-20,0,CLIC
1987-08-21,0,CLIC
1987-08-22,0,CLIC
1987-08-23,0,CLIC
1987-08-24,0,CLIC
1987-08-25,0,CLIC
1987-08-26,0,CLIC
1987-08-27,0,CLIC
1987-08-28,0,CLIC
1987-08-29,41.5,CLIC
1987-08-30,7.5,CLIC
1987-09-01,5.5,CLIC
1987-09-02,15.5,CLIC
1987-09-03,0,CLIC
1987-09-04,0,CLIC
1987-09-05,0,CLIC
1987-09-06,0,CLIC
1987-09-07,0,CLIC
1987-09-08,0,CLIC
1987-09-09,0,CLIC
1987-09-10,0,CLIC
1987-09-11,0,CLIC
1987-09-12,0,CLIC
1987-09-13,0,CLIC
1987-09-14,0,CLIC
1987-09-15,0,CLIC
1987-09-16,0,CLIC
1987-09-17,0,CLIC
1987-09-18,0,CLIC
1987-09-19,0,CLIC
1987-09-20,11,CLIC
1987-09-21,28.5,CLIC
1987-09-22,0,CLIC
1987-09-23,0,CLIC
1987-09-24,0,CLIC
1987-09-25,0,CLIC
1987-09-26,0,CLIC
1987-09-27,0,CLIC
1987-09-28,0,CLIC
1987-09-29,45,CLIC
1987-09-30,0,CLIC
1987-10-01,0,CLIC
1987-10-02,0,CLIC
1987-10-03,0,CLIC
1987-10-04,0,CLIC
1987-10-05,0,CLIC
1987-10-06,0,CLIC
1987-10-07,0,CLIC
1987-10-08,0,CLIC
1987-10-09,0,CLIC
1987-10-10,0,CLIC
1987-10-11,0,CLIC
1987-10-12,0,CLIC
1987-10-13,0,CLIC
1987-10-14,0,CLIC
1987-10-15,0,CLIC
1987-10-16,0,CLIC
1987-10-17,0,CLIC
1987-10-18,0,CLIC
1987-10-19,0,CLIC
1987-10-20,34.5,CLIC
1987-10-21,7.5,CLIC
1987-10-22,0,CLIC
1987-10-23,0,CLIC
1987-10-24,0,CLIC
1987-10-25,0,CLIC
1987-10-26,0,CLIC
1987-10-27,0,CLIC
1987-10-28,0,CLIC
1987-10-29,0,CLIC
1987-10-30,0,CLIC
1987-10-31,0,CLIC
1987-11-01,0,CLIC
1987-11-02,0,CLIC
1987-11-03,0,CLIC
1987-11-04,0,CLIC
1987-11-05,0,CLIC
1987-11-06,0,CLIC
1987-11-07,0,CLIC
1987-11-08,2.5,CLIC
1987-11-09,0,CLIC
1987-11-10,0,CLIC
1987-11-11,0,CLIC
1987-11-12,0,CLIC
1987-11-13,0,CLIC
1987-11-14,0,CLIC
1987-11-15,0,CLIC
1987-11-16,0,CLIC
1987-11-17,0,CLIC
1987-11-18,0,CLIC
1987-11-19,0,CLIC
1987-11-20,0,CLIC
1987-11-21,0,CLIC
1987-11-22,0,CLIC
1987-11-23,0,CLIC
1987-11-24,0,CLIC
1987-11-25,4,CLIC
1987-11-26,3,CLIC
1987-11-27,0,CLIC
1987-11-28,0,CLIC
1987-11-29,1.5,CLIC
1987-11-30,0,CLIC
1987-12-01,0,CLIC
1987-12-02,0,CLIC
1987-12-03,0,CLIC
1987-12-04,0,CLIC
1987-12-05,0,CLIC
1987-12-06,0,CLIC
1987-12-07,0,CLIC
1987-12-08,0,CLIC
1987-12-09,0,CLIC
1987-12-10,0,CLIC
1987-12-11,0,CLIC
1987-12-12,0,CLIC
1987-12-13,0,CLIC
1987-12-14,0,CLIC
1987-12-15,0,CLIC
1987-12-16,0,CLIC
1987-12-17,1.5,CLIC
1987-12-18,1.5,CLIC
1987-12-19,0,CLIC
1987-12-20,0,CLIC
1987-12-21,0,CLIC
1987-12-22,0,CLIC
1987-12-23,0,CLIC
1987-12-24,0,CLIC
1987-12-25,0,CLIC
1987-12-26,0,CLIC
1987-12-27,0,CLIC
1987-12-28,0,CLIC
1987-12-29,0,CLIC
1987-12-30,0,CLIC
1987-12-31,0,CLIC
1988-01-01,5.5,CLIC
1988-01-02,0,CLIC
1988-01-03,0,CLIC
1988-01-04,1,CLIC
1988-01-05,1.5,CLIC
1988-01-06,0,CLIC
1988-01-07,2.5,CLIC
1988-01-08,0,CLIC
1988-01-09,1,CLIC
1988-01-10,0,CLIC
1988-01-11,0,CLIC
1988-01-12,0,CLIC
1988-01-13,0,CLIC
1988-01-14,0,CLIC
1988-01-15,7.5,CLIC
1988-01-16,0,CLIC
1988-01-17,0,CLIC
1988-01-18,0,CLIC
1988-01-19,0,CLIC
1988-01-20,12,CLIC
1988-01-21,0,CLIC
1988-01-22,0,CLIC
1988-01-23,0,CLIC
1988-01-24,0,CLIC
1988-01-25,0,CLIC
1988-01-26,0,CLIC
1988-01-27,0,CLIC
1988-01-28,0,CLIC
1988-01-29,0,CLIC
1988-01-30,0,CLIC
1988-01-31,0,CLIC
1988-02-01,0,CLIC
1988-02-02,4.5,CLIC
1988-02-03,2.5,CLIC
1988-02-04,1.5,CLIC
1988-02-05,3,CLIC
1988-02-06,7,CLIC
1988-02-07,0,CLIC
1988-02-08,0,CLIC
1988-02-09,0,CLIC
1988-02-10,0,CLIC
1988-02-11,0,CLIC
1988-02-12,0,CLIC
1988-02-13,0,CLIC
1988-02-14,0,CLIC
1988-02-15,0,CLIC
1988-02-16,0,CLIC
1988-02-17,0,CLIC
1988-02-18,0,CLIC
1988-02-19,0,CLIC
1988-02-20,0,CLIC
1988-02-21,0,CLIC
1988-02-22,0,CLIC
1988-02-23,0,CLIC
1988-02-24,0,CLIC
1988-02-25,12.5,CLIC
1988-02-26,1,CLIC
1988-02-27,0,CLIC
1988-02-28,0,CLIC
1988-02-29,0,CLIC
1988-03-01,0,CLIC
1988-03-02,0,CLIC
1988-03-03,0,CLIC
1988-03-04,0,CLIC
1988-03-05,0,CLIC
1988-03-06,0,CLIC
1988-03-07,0,CLIC
1988-03-08,0,CLIC
1988-03-09,0,CLIC
1988-03-10,0,CLIC
1988-03-11,0,CLIC
1988-03-12,0,CLIC
1988-03-13,0,CLIC
1988-03-14,0,CLIC
1988-03-15,8,CLIC
1988-03-16,3,CLIC
1988-03-17,0,CLIC
1988-03-18,0,CLIC
1988-03-19,0,CLIC
1988-03-20,0,CLIC
1988-03-21,0,CLIC
1988-03-22,0,CLIC
1988-03-23,0,CLIC
1988-03-24,0,CLIC
1988-03-25,0,CLIC
1988-03-26,0,CLIC
1988-03-27,0,CLIC
1988-03-28,0,CLIC
1988-03-29,0,CLIC
1988-03-30,0,CLIC
1988-03-31,0,CLIC
1988-04-01,0,CLIC
1988-04-02,0,CLIC
1988-04-03,0,CLIC
1988-04-04,0,CLIC
1988-04-05,9.5,CLIC
1988-04-06,4.5,CLIC
1988-04-07,1,CLIC
1988-04-08,0,CLIC
1988-04-09,0,CLIC
1988-04-10,6,CLIC
1988-04-11,0,CLIC
1988-04-12,0,CLIC
1988-04-13,0,CLIC
1988-04-14,0,CLIC
1988-04-15,0,CLIC
1988-04-16,0,CLIC
1988-04-17,0,CLIC
1988-04-18,0,CLIC
1988-04-19,0,CLIC
1988-04-20,0,CLIC
1988-04-21,0,CLIC
1988-04-22,0,CLIC
1988-04-23,0,CLIC
1988-04-24,0,CLIC
1988-04-25,0,CLIC
1988-04-26,0,CLIC
1988-04-27,1,CLIC
1988-04-28,0,CLIC
1988-04-29,0,CLIC
1988-04-30,0,CLIC
1988-05-01,1.5,CLIC
1988-05-02,0,CLIC
1988-05-03,0,CLIC
1988-05-04,0,CLIC
1988-05-05,0,CLIC
1988-05-06,0,CLIC
1988-05-07,0,CLIC
1988-05-08,0,CLIC
1988-05-09,0,CLIC
1988-05-10,0,CLIC
1988-05-11,71,CLIC
1988-05-12,0,CLIC
1988-05-13,0,CLIC
1988-05-14,0,CLIC
1988-05-15,0,CLIC
1988-05-16,0,CLIC
1988-05-17,0,CLIC
1988-05-18,0,CLIC
1988-05-19,0,CLIC
1988-05-20,0,CLIC
1988-05-21,0,CLIC
1988-05-22,0,CLIC
1988-05-23,0,CLIC
1988-05-24,3,CLIC
1988-05-25,36,CLIC
1988-05-26,0,CLIC
1988-05-27,0,CLIC
1988-05-28,0,CLIC
1988-05-29,0,CLIC
1988-05-30,0,CLIC
1988-05-31,0,CLIC
1988-06-01,4.5,CLIC
1988-06-02,0,CLIC
1988-06-03,0,CLIC
1988-06-04,0,CLIC
1988-06-05,0,CLIC
1988-06-06,0,CLIC
1988-06-07,0,CLIC
1988-06-08,0,CLIC
1988-06-09,0,CLIC
1988-06-10,12,CLIC
1988-06-11,0,CLIC
1988-06-12,2.5,CLIC
1988-06-13,68.5,CLIC
1988-06-14,80,CLIC
1988-06-15,0,CLIC
1988-06-16,0,CLIC
1988-06-17,4.5,CLIC
1988-06-18,0,CLIC
1988-06-19,0,CLIC
1988-06-20,0,CLIC
1988-06-21,0,CLIC
1988-06-22,0,CLIC
1988-06-23,0,CLIC
1988-06-24,0,CLIC
1988-06-25,0,CLIC
1988-06-26,0,CLIC
1988-06-27,0,CLIC
1988-06-28,0,CLIC
1988-06-29,0,CLIC
1988-06-30,0,CLIC
1988-07-01,0,CLIC
1988-07-02,0,CLIC
1988-07-03,0,CLIC
1988-07-04,0,CLIC
1988-07-05,0,CLIC
1988-07-06,0,CLIC
1988-07-07,0,CLIC
1988-07-08,0,CLIC
1988-07-09,0,CLIC
1988-07-10,0,CLIC
1988-07-11,0,CLIC
1988-07-12,0,CLIC
1988-07-13,0,CLIC
1988-07-14,0,CLIC
1988-07-15,0,CLIC
1988-07-16,0,CLIC
1988-07-17,0,CLIC
1988-07-18,0,CLIC
1988-07-19,0,CLIC
1988-07-20,6,CLIC
1988-07-21,0,CLIC
1988-07-22,0,CLIC
1988-07-23,0,CLIC
1988-07-24,0,CLIC
1988-07-25,0,CLIC
1988-07-26,0,CLIC
1988-07-27,0,CLIC
1988-07-28,15.5,CLIC
1988-07-29,0,CLIC
1988-07-30,0,CLIC
1988-08-01,1,CLIC
1988-08-02,0,CLIC
1988-08-03,0,CLIC
1988-08-04,0,CLIC
1988-08-05,0,CLIC
1988-08-06,0,CLIC
1988-08-07,4,CLIC
1988-08-08,0,CLIC
1988-08-09,0,CLIC
1988-08-10,0,CLIC
1988-08-11,0,CLIC
1988-08-12,0,CLIC
1988-08-13,0,CLIC
1988-08-14,1,CLIC
1988-08-15,8,CLIC
1988-08-16,8.5,CLIC
1988-08-17,21.5,CLIC
1988-08-18,63,CLIC
1988-08-19,2,CLIC
1988-08-20,0,CLIC
1988-08-21,6,CLIC
1988-08-22,5.5,CLIC
1988-08-23,0,CLIC
1988-08-24,0,CLIC
1988-08-25,0,CLIC
1988-08-26,0,CLIC
1988-08-27,0,CLIC
1988-08-28,11,CLIC
1988-08-29,46,CLIC
1988-08-30,15.5,CLIC
1988-08-31,0,CLIC
1988-09-01,0,CLIC
1988-09-02,0,CLIC
1988-09-03,4.5,CLIC
1988-09-04,0,CLIC
1988-09-05,9,CLIC
1988-09-06,0,CLIC
1988-09-07,0,CLIC
1988-09-08,0,CLIC
1988-09-09,0,CLIC
1988-09-10,0,CLIC
1988-09-11,0,CLIC
1988-09-12,0,CLIC
1988-09-13,0,CLIC
1988-09-14,0,CLIC
1988-09-15,18.5,CLIC
1988-09-16,253,CLIC
1988-09-17,6.8,CLIC
1988-09-18,2.5,CLIC
1988-09-19,0,CLIC
1988-09-20,0,CLIC
1988-09-21,0,CLIC
1988-09-22,0,CLIC
1988-09-23,0,CLIC
1988-09-24,0,CLIC
1988-09-25,0,CLIC
1988-09-26,0,CLIC
1988-09-27,0,CLIC
1988-09-28,0,CLIC
1988-09-29,0,CLIC
1988-09-30,0,CLIC
1988-10-01,0,CLIC
1988-10-02,0,CLIC
1988-10-03,0,CLIC
1988-10-04,0,CLIC
1988-10-05,0,CLIC
1988-10-06,0,CLIC
1988-10-07,0,CLIC
1988-10-08,0,CLIC
1988-10-09,0,CLIC
1988-10-10,0,CLIC
1988-10-11,0,CLIC
1988-10-12,0,CLIC
1988-10-13,0,CLIC
1988-10-14,0,CLIC
1988-10-15,0,CLIC
1988-10-16,0,CLIC
1988-10-17,0,CLIC
1988-10-18,0,CLIC
1988-10-19,0,CLIC
1988-10-20,0,CLIC
1988-10-21,1,CLIC
1988-10-22,0,CLIC
1988-10-23,0,CLIC
1988-10-24,0,CLIC
1988-10-25,0,CLIC
1988-10-26,0,CLIC
1988-10-27,0,CLIC
1988-10-28,25,CLIC
1988-10-29,0,CLIC
1988-10-30,0,CLIC
1988-10-31,0,CLIC
1988-11-01,0,CLIC
1988-11-02,0,CLIC
1988-11-03,0,CLIC
1988-11-04,0,CLIC
1988-11-05,0,CLIC
