Estación: ,C19034,LINARES. LINARES (SMN)
1934-06-27,8.3,CLIC
1934-06-28,8.1,CLIC
1934-06-29,6.9,CLIC
1934-06-30,4.2,CLIC
1934-07-01,6.1,CLIC
1934-07-02,6.8,CLIC
1934-07-03,5.8,CLIC
1934-07-04,4.9,CLIC
1934-07-05,6.9,CLIC
1934-07-06,6.4,CLIC
1934-07-07,5.8,CLIC
1934-07-08,9.1,CLIC
1934-07-09,7.2,CLIC
1934-07-10,4,CLIC
1934-07-11,6.2,CLIC
1934-07-12,5.7,CLIC
1934-07-13,4.1,CLIC
1934-07-14,5.7,CLIC
1934-07-15,6.8,CLIC
1934-07-16,4.2,CLIC
1934-07-17,6.7,CLIC
1934-07-18,6,CLIC
1934-07-19,2.4,CLIC
1934-07-20,5.2,CLIC
1934-07-21,2.9,CLIC
1934-07-22,4.4,CLIC
1934-07-23,5.8,CLIC
1934-07-24,5.5,CLIC
1934-07-25,5,CLIC
1934-07-26,5.9,CLIC
1934-07-27,6.7,CLIC
1934-07-28,6.3,CLIC
1934-07-29,2.4,CLIC
1934-07-30,5.2,CLIC
1934-07-31,4.8,CLIC
1934-08-01,4.7,CLIC
1934-08-02,5.7,CLIC
1934-08-03,7.9,CLIC
1934-08-04,7.4,CLIC
1934-08-05,6.7,CLIC
1934-08-06,7.4,CLIC
1934-08-07,6.7,CLIC
1934-08-08,6.1,CLIC
1934-08-09,5.8,CLIC
1934-08-10,6.5,CLIC
1934-08-11,4.1,CLIC
1934-08-12,2.9,CLIC
1934-08-13,7.1,CLIC
1934-08-14,7,CLIC
1934-08-15,7.2,CLIC
1934-08-16,5.5,CLIC
1934-08-17,4.1,CLIC
1934-08-18,6.7,CLIC
1934-08-19,8.1,CLIC
1934-08-20,7.6,CLIC
1934-08-21,8.9,CLIC
1934-08-22,8.3,CLIC
1934-08-23,7.8,CLIC
1934-08-24,8.1,CLIC
1934-08-25,4.4,CLIC
1934-08-26,4.3,CLIC
1934-08-27,6.9,CLIC
1934-08-28,6.3,CLIC
1934-08-29,5.7,CLIC
1934-08-30,7.7,CLIC
1934-08-31,8.9,CLIC
1934-09-01,1.5,CLIC
1934-09-02,4.3,CLIC
1934-09-03,4.7,CLIC
1934-09-04,2.3,CLIC
1934-09-05,4.6,CLIC
1934-09-06,5,CLIC
1934-09-07,6,CLIC
1934-09-08,5,CLIC
1934-09-09,4.9,CLIC
1934-09-10,4.3,CLIC
1934-09-11,4.4,CLIC
1934-09-12,2.3,CLIC
1934-09-13,4.3,CLIC
1934-09-14,4.5,CLIC
1934-09-15,4,CLIC
1934-09-16,3.8,CLIC
1934-09-17,4.7,CLIC
1934-09-18,3.4,CLIC
1934-09-19,3.2,CLIC
1934-09-20,4.4,CLIC
1934-09-21,4.6,CLIC
1934-09-22,4.4,CLIC
1934-09-23,5.9,CLIC
1934-09-24,6.8,CLIC
1934-09-25,5.9,CLIC
1934-09-26,4.5,CLIC
1934-09-27,4.7,CLIC
1934-09-28,3.9,CLIC
1934-09-29,2,CLIC
1934-09-30,2.5,CLIC
1934-10-01,4.2,CLIC
1934-10-02,3.7,CLIC
1934-10-03,4.4,CLIC
1934-10-04,4.9,CLIC
1934-10-05,5.3,CLIC
1934-10-06,4.1,CLIC
1934-10-07,5.8,CLIC
1934-10-08,4.9,CLIC
1934-10-09,5,CLIC
1934-10-10,3.1,CLIC
1934-10-11,2.4,CLIC
1934-10-12,1.4,CLIC
1934-10-13,2.8,CLIC
1934-10-14,3.8,CLIC
1934-10-15,4.9,CLIC
1934-10-16,2.7,CLIC
1934-10-17,2.2,CLIC
1934-10-18,4.9,CLIC
1934-10-19,4.9,CLIC
1934-10-20,5.2,CLIC
1934-10-21,5.6,CLIC
1934-10-22,5.4,CLIC
1934-10-23,4.3,CLIC
1934-10-24,3.6,CLIC
1934-10-25,4.7,CLIC
1934-10-26,3.7,CLIC
1934-10-27,4.8,CLIC
1934-10-28,4.7,CLIC
1934-10-29,2.9,CLIC
1934-10-30,4.6,CLIC
1934-10-31,3.9,CLIC
1934-11-01,10.3,CLIC
1934-11-03,5.5,CLIC
1934-11-04,4.1,CLIC
1934-11-05,4.4,CLIC
1934-11-06,3.3,CLIC
1934-11-08,2.3,CLIC
1934-11-09,3.5,CLIC
1934-11-10,4,CLIC
1934-11-11,2.9,CLIC
1934-11-12,3.8,CLIC
1934-11-13,3.1,CLIC
1934-11-14,3.3,CLIC
1934-11-15,2.9,CLIC
1934-11-16,3,CLIC
1934-11-17,4.9,CLIC
1934-11-18,4.2,CLIC
1934-11-19,1.9,CLIC
1934-11-20,5.6,CLIC
1934-11-21,3.5,CLIC
1934-11-22,3.9,CLIC
1934-11-23,3.4,CLIC
1934-11-24,3.2,CLIC
1934-11-25,3.1,CLIC
1934-11-26,5.6,CLIC
1934-11-27,5.2,CLIC
1934-11-28,3.4,CLIC
1934-11-29,2.8,CLIC
1934-11-30,1,CLIC
1934-12-01,0.8,CLIC
1934-12-02,1,CLIC
1934-12-03,1,CLIC
1934-12-04,2.6,CLIC
1934-12-05,0.3,CLIC
1934-12-06,1.8,CLIC
1934-12-07,0.6,CLIC
1934-12-08,1.4,CLIC
1934-12-09,1.8,CLIC
1934-12-10,3.2,CLIC
1934-12-11,2.1,CLIC
1934-12-12,2.4,CLIC
1934-12-13,2.1,CLIC
1934-12-14,2.5,CLIC
1934-12-15,3.1,CLIC
1934-12-16,3.2,CLIC
1934-12-17,2.5,CLIC
1934-12-18,4.9,CLIC
1934-12-19,3.1,CLIC
1934-12-20,1.5,CLIC
1934-12-21,2.3,CLIC
1934-12-22,2.5,CLIC
1934-12-23,2.2,CLIC
1934-12-24,2.1,CLIC
1934-12-25,3.4,CLIC
1934-12-26,1.7,CLIC
1934-12-27,4.1,CLIC
1934-12-28,2.9,CLIC
1934-12-29,1.9,CLIC
1934-12-30,2.2,CLIC
1934-12-31,3,CLIC
1935-01-01,3.5,CLIC
1935-01-02,2.1,CLIC
1935-01-03,4,CLIC
1935-01-04,0.9,CLIC
1935-01-05,0.6,CLIC
1935-01-06,1.5,CLIC
1935-01-07,2.9,CLIC
1935-01-08,3.6,CLIC
1935-01-09,3.3,CLIC
1935-01-10,3.7,CLIC
1935-01-11,3.8,CLIC
1935-01-12,4.5,CLIC
1935-01-13,3.6,CLIC
1935-01-14,3.2,CLIC
1935-01-15,2.2,CLIC
1935-01-16,4.5,CLIC
1935-01-17,1.7,CLIC
1935-01-18,3.5,CLIC
1935-01-19,2.3,CLIC
1935-01-20,3.7,CLIC
1935-01-21,3,CLIC
1935-01-22,2.9,CLIC
1935-01-23,3.9,CLIC
1935-01-24,2.9,CLIC
1935-01-25,2.3,CLIC
1935-01-26,3.4,CLIC
1935-01-27,3.2,CLIC
1935-01-28,3.1,CLIC
1935-01-29,3.1,CLIC
1935-01-30,1.6,CLIC
1935-01-31,1.9,CLIC
1935-02-01,2.2,CLIC
1935-02-02,2.7,CLIC
1935-02-03,2.6,CLIC
1935-02-04,2.1,CLIC
1935-02-05,4.4,CLIC
1935-02-06,1,CLIC
1935-02-07,4.3,CLIC
1935-02-08,4.1,CLIC
1935-02-09,3.9,CLIC
1935-02-10,2.8,CLIC
1935-02-12,1,CLIC
1935-02-13,0.7,CLIC
1935-02-14,3.4,CLIC
1935-02-15,5.7,CLIC
1935-02-16,4.8,CLIC
1935-02-17,2.3,CLIC
1935-02-18,4.1,CLIC
1935-02-19,5.2,CLIC
1935-02-20,5.5,CLIC
1935-02-21,6.3,CLIC
1935-02-22,5.2,CLIC
1935-02-23,6.4,CLIC
1935-02-24,6.1,CLIC
1935-02-25,5,CLIC
1935-02-26,3.8,CLIC
1935-02-27,4.1,CLIC
1935-02-28,4.3,CLIC
1935-03-01,5.8,CLIC
1935-03-02,6.2,CLIC
1935-03-03,6.8,CLIC
1935-03-04,5.7,CLIC
1935-03-05,5.5,CLIC
1935-03-06,6,CLIC
1935-03-07,2.5,CLIC
1935-03-08,8.5,CLIC
1935-03-09,5.2,CLIC
1935-03-10,5.6,CLIC
1935-03-11,6.1,CLIC
1935-03-12,5.2,CLIC
1935-03-13,5.5,CLIC
1935-03-14,5.6,CLIC
1935-03-15,5.3,CLIC
1935-03-16,4.5,CLIC
1935-03-17,1.7,CLIC
1935-03-18,1.3,CLIC
1935-03-19,5.6,CLIC
1935-03-20,6.2,CLIC
1935-03-21,5.6,CLIC
1935-03-22,3.9,CLIC
1935-03-23,6.5,CLIC
1935-03-24,6.6,CLIC
1935-03-25,7.2,CLIC
1935-03-26,7.7,CLIC
1935-03-27,5.2,CLIC
1935-03-28,3.6,CLIC
1935-03-29,5.4,CLIC
1935-03-30,2.5,CLIC
1935-03-31,6.9,CLIC
1935-04-01,5.3,CLIC
1935-04-02,3.1,CLIC
1935-04-03,6.4,CLIC
1935-04-04,6.7,CLIC
1935-04-05,6.2,CLIC
1935-04-06,2.4,CLIC
1935-04-07,2,CLIC
1935-04-08,2.9,CLIC
1935-04-09,3.6,CLIC
1935-04-11,6.7,CLIC
1935-04-12,5.6,CLIC
1935-04-13,6.3,CLIC
1935-04-14,7.5,CLIC
1935-04-15,5.9,CLIC
1935-04-17,5,CLIC
1935-04-18,5.9,CLIC
1935-04-19,4,CLIC
1935-04-20,6.4,CLIC
1935-04-21,5.2,CLIC
1935-04-22,1.4,CLIC
1935-04-23,4.5,CLIC
1935-04-24,5.5,CLIC
1935-04-25,6.6,CLIC
1935-04-26,3.2,CLIC
1935-04-27,2.4,CLIC
1935-04-28,5.2,CLIC
1935-04-29,8.3,CLIC
1935-04-30,6.4,CLIC
1935-05-01,7.4,CLIC
1935-05-02,4,CLIC
1935-05-03,4,CLIC
1935-05-04,2.6,CLIC
1935-05-05,2.3,CLIC
1935-05-06,7,CLIC
1935-05-07,7.7,CLIC
1935-05-08,5.2,CLIC
1935-05-09,6.3,CLIC
1935-05-10,5.3,CLIC
1935-05-11,8.1,CLIC
1935-05-12,6.1,CLIC
1935-05-13,8.2,CLIC
1935-05-14,10.4,CLIC
1935-05-15,4.4,CLIC
1935-05-16,4.7,CLIC
1935-05-17,5.9,CLIC
1935-05-18,7.9,CLIC
1935-05-19,9,CLIC
1935-05-20,6.7,CLIC
1935-05-21,3.5,CLIC
1935-05-22,13.1,CLIC
1935-05-23,4,CLIC
1935-05-24,6.1,CLIC
1935-05-25,3.9,CLIC
1935-05-26,2.8,CLIC
1935-05-27,2.5,CLIC
1935-05-28,2.3,CLIC
1935-05-29,8.1,CLIC
1935-05-30,2.5,CLIC
1935-05-31,4.6,CLIC
1935-06-01,6,CLIC
1935-06-02,8.3,CLIC
1935-06-03,6.1,CLIC
1935-06-04,5.4,CLIC
1935-06-05,5.6,CLIC
1935-06-06,4.2,CLIC
1935-06-07,10.1,CLIC
1935-06-08,3.5,CLIC
1935-06-09,3.8,CLIC
1935-06-10,2.4,CLIC
1935-06-11,5.6,CLIC
1935-06-12,1.7,CLIC
1935-06-13,1.9,CLIC
1935-06-14,7,CLIC
1935-06-15,4.5,CLIC
1935-06-16,4.9,CLIC
1935-06-17,4,CLIC
1935-06-18,7.1,CLIC
1935-06-19,4.7,CLIC
1935-06-20,7.1,CLIC
1935-06-21,7.8,CLIC
1935-06-22,6.3,CLIC
1935-06-23,8.4,CLIC
1935-06-24,4.3,CLIC
1935-06-25,4.1,CLIC
1935-06-26,5.2,CLIC
1935-06-27,6.6,CLIC
1935-06-28,4.2,CLIC
1935-06-29,5.3,CLIC
1935-07-01,5.6,CLIC
1935-07-02,6.2,CLIC
1935-07-03,7.8,CLIC
1935-07-04,7.8,CLIC
1935-07-05,4.2,CLIC
1935-07-06,5.3,CLIC
1935-07-07,5.9,CLIC
1935-07-08,6.6,CLIC
1935-07-09,7.6,CLIC
1935-07-10,6,CLIC
1935-07-11,6.9,CLIC
1935-07-12,5.2,CLIC
1935-07-13,6.6,CLIC
1935-07-14,2.6,CLIC
1935-07-15,4,CLIC
1935-07-16,4.8,CLIC
1935-07-17,5.4,CLIC
1935-07-18,4.1,CLIC
1935-07-19,4,CLIC
1935-07-20,5.4,CLIC
1935-07-21,5.2,CLIC
1935-07-22,8.9,CLIC
1935-07-23,1.8,CLIC
1935-07-24,1.2,CLIC
1935-07-25,4.1,CLIC
1935-07-26,3.3,CLIC
1935-07-27,4.6,CLIC
1935-07-28,4.2,CLIC
1935-07-29,5.6,CLIC
1935-07-30,4.4,CLIC
1935-07-31,6.9,CLIC
1935-08-01,6.9,CLIC
1935-08-02,8.1,CLIC
1935-08-03,9.3,CLIC
1935-08-04,8.5,CLIC
1935-08-05,8.1,CLIC
1935-08-06,7.1,CLIC
1935-08-07,6.2,CLIC
1935-08-08,7.4,CLIC
1935-08-09,7,CLIC
1935-08-10,6,CLIC
1935-08-11,6.1,CLIC
1935-08-12,5.9,CLIC
1935-08-13,6.2,CLIC
1935-08-14,6.8,CLIC
1935-08-15,7,CLIC
1935-08-16,6.6,CLIC
1935-08-17,7.4,CLIC
1935-08-18,5.6,CLIC
1935-08-19,6.2,CLIC
1935-08-20,2.6,CLIC
1935-08-21,5.9,CLIC
1935-08-22,6.1,CLIC
1935-08-23,6.8,CLIC
1935-08-24,7.2,CLIC
1935-08-25,4.8,CLIC
1935-08-26,3.4,CLIC
1935-08-27,5,CLIC
1935-08-28,2.6,CLIC
1935-08-29,2.5,CLIC
1935-08-30,7.8,CLIC
1935-08-31,7.8,CLIC
1935-09-01,13.9,CLIC
1935-09-02,10.1,CLIC
1935-09-03,7.3,CLIC
1935-09-04,7.6,CLIC
1935-09-05,1.1,CLIC
1935-09-06,3.9,CLIC
1935-09-07,5.5,CLIC
1935-09-08,7.3,CLIC
1935-09-09,11.3,CLIC
1935-09-10,3.2,CLIC
1935-09-11,3.3,CLIC
1935-09-12,3.8,CLIC
1935-09-13,3.6,CLIC
1935-09-14,4.7,CLIC
1935-09-15,4.7,CLIC
1935-09-16,2.1,CLIC
1935-09-17,6.3,CLIC
1935-09-18,2.5,CLIC
1935-09-19,4.3,CLIC
1935-09-20,0.3,CLIC
1935-09-21,0.6,CLIC
1935-09-22,0.6,CLIC
1935-09-23,1.3,CLIC
1935-09-24,1.8,CLIC
1935-09-25,2,CLIC
1935-09-26,3.6,CLIC
1935-09-27,3,CLIC
1935-09-28,1.8,CLIC
1935-09-29,4.4,CLIC
1935-09-30,13,CLIC
1935-10-01,4.1,CLIC
1935-10-02,4.4,CLIC
1935-10-03,4.1,CLIC
1935-10-04,4.8,CLIC
1935-10-05,4.6,CLIC
1935-10-06,3.4,CLIC
1935-10-07,4,CLIC
1935-10-08,4.6,CLIC
1935-10-09,3.7,CLIC
1935-10-10,3.9,CLIC
1935-10-11,3.3,CLIC
1935-10-12,3,CLIC
1935-10-13,3.4,CLIC
1935-10-14,3.6,CLIC
1935-10-15,4.4,CLIC
1935-10-16,4.8,CLIC
1935-10-17,6.8,CLIC
1935-10-18,1.4,CLIC
1935-10-19,4.7,CLIC
1935-10-20,3.2,CLIC
1935-10-21,2.6,CLIC
1935-10-23,10,CLIC
1935-10-24,1.6,CLIC
1935-10-25,0.9,CLIC
1935-10-26,0.4,CLIC
1935-10-27,3.2,CLIC
1935-10-28,3,CLIC
1935-10-29,2.4,CLIC
1935-10-30,7.6,CLIC
1935-10-31,3.3,CLIC
1935-11-01,0.9,CLIC
1935-11-02,0.3,CLIC
1935-11-03,1.3,CLIC
1935-11-04,1.7,CLIC
1935-11-05,1.4,CLIC
1935-11-06,1.2,CLIC
1935-11-07,1.2,CLIC
1935-11-08,3.2,CLIC
1935-11-09,5.1,CLIC
1935-11-10,3.5,CLIC
1935-11-11,3,CLIC
1935-11-12,2.3,CLIC
1935-11-13,2.1,CLIC
1935-11-14,2.8,CLIC
1935-11-15,9.7,CLIC
1935-11-16,0.2,CLIC
1935-11-17,1.3,CLIC
1935-11-19,1,CLIC
1935-11-20,1.6,CLIC
1935-11-21,1.3,CLIC
1935-11-22,3,CLIC
1935-11-23,4.3,CLIC
1935-11-25,2.3,CLIC
1935-11-26,3.6,CLIC
1935-11-27,2.8,CLIC
1935-11-28,2.5,CLIC
1935-11-29,2.2,CLIC
1935-11-30,2.6,CLIC
1935-12-01,4.8,CLIC
1935-12-02,0.8,CLIC
1935-12-03,0.7,CLIC
1935-12-04,0.9,CLIC
1935-12-05,1,CLIC
1935-12-06,2,CLIC
1935-12-07,1.3,CLIC
1935-12-08,1,CLIC
1935-12-09,0.1,CLIC
1935-12-10,0.2,CLIC
1935-12-11,2.3,CLIC
1935-12-12,2,CLIC
1935-12-13,1.6,CLIC
1935-12-14,2.1,CLIC
1935-12-15,2.1,CLIC
1935-12-16,3.9,CLIC
1935-12-17,2.1,CLIC
1935-12-18,0.3,CLIC
1935-12-20,0.7,CLIC
1935-12-21,0.3,CLIC
1935-12-22,1.9,CLIC
1935-12-23,0.6,CLIC
1935-12-24,2.2,CLIC
1935-12-25,1.1,CLIC
1935-12-26,0.6,CLIC
1935-12-27,0.3,CLIC
1935-12-28,1.5,CLIC
1935-12-29,2.7,CLIC
1935-12-30,2.6,CLIC
1935-12-31,1,CLIC
1936-01-01,0.8,CLIC
1936-01-02,1.4,CLIC
1936-01-03,1.6,CLIC
1936-01-04,1.4,CLIC
1936-01-05,1,CLIC
1936-01-06,1.7,CLIC
1936-01-07,2.3,CLIC
1936-01-08,2,CLIC
1936-01-09,1.1,CLIC
1936-01-10,3.9,CLIC
1936-01-11,3.7,CLIC
1936-01-12,2.3,CLIC
1936-01-13,2.3,CLIC
1936-01-14,1.7,CLIC
1936-01-15,3.5,CLIC
1936-01-16,2.6,CLIC
1936-01-17,4.4,CLIC
1936-01-18,4.9,CLIC
1936-01-19,2.2,CLIC
1936-01-20,2.3,CLIC
1936-01-21,2.7,CLIC
1936-01-22,3.1,CLIC
1936-01-23,3,CLIC
1936-01-24,3.4,CLIC
1936-01-25,1.7,CLIC
1936-01-26,1.4,CLIC
1936-01-27,0.4,CLIC
1936-01-28,1,CLIC
1936-01-29,0.7,CLIC
1936-01-30,0.6,CLIC
1936-01-31,0.7,CLIC
1936-02-01,2.4,CLIC
1936-02-02,1.8,CLIC
1936-02-03,3.3,CLIC
1936-02-04,2.8,CLIC
1936-02-05,3.1,CLIC
1936-02-06,1.5,CLIC
1936-02-07,1,CLIC
1936-02-08,1.7,CLIC
1936-02-09,2.8,CLIC
1936-02-10,0.4,CLIC
1936-02-11,1,CLIC
1936-02-12,2.7,CLIC
1936-02-13,4.9,CLIC
1936-02-14,1.4,CLIC
1936-02-15,3.1,CLIC
1936-02-16,5.9,CLIC
1936-02-17,3.2,CLIC
1936-02-18,2.2,CLIC
1936-02-19,1.4,CLIC
1936-02-20,2.7,CLIC
1936-02-21,4.8,CLIC
1936-02-22,4.9,CLIC
1936-02-23,4,CLIC
1936-02-24,3.9,CLIC
1936-02-25,4.8,CLIC
1936-02-26,5.8,CLIC
1936-02-27,1.6,CLIC
1936-02-28,0.8,CLIC
1936-02-29,2.2,CLIC
1936-03-01,1,CLIC
1936-03-02,1.8,CLIC
1936-03-03,1.2,CLIC
1936-03-04,1.3,CLIC
1936-03-05,0.6,CLIC
1936-03-06,2.5,CLIC
1936-03-07,0.8,CLIC
1936-03-08,7.1,CLIC
1936-03-09,4.8,CLIC
1936-03-10,3.2,CLIC
1936-03-11,3.6,CLIC
1936-03-12,1.6,CLIC
1936-03-13,3.2,CLIC
1936-03-14,6.1,CLIC
1936-03-15,3.2,CLIC
1936-03-16,4.6,CLIC
1936-03-17,5.6,CLIC
1936-03-18,4.8,CLIC
1936-03-19,6.5,CLIC
1936-03-20,7.1,CLIC
1936-03-21,4.7,CLIC
1936-03-22,4.2,CLIC
1936-03-23,7.4,CLIC
1936-03-24,6.5,CLIC
1936-03-25,5.7,CLIC
1936-03-26,5.3,CLIC
1936-03-27,7.1,CLIC
1936-03-28,6.6,CLIC
1936-03-29,6.4,CLIC
1936-03-30,6.9,CLIC
1936-03-31,3.6,CLIC
1936-04-01,7.5,CLIC
1936-04-02,6.5,CLIC
1936-04-03,6.5,CLIC
1936-04-04,6.1,CLIC
1936-04-05,7.6,CLIC
1936-04-06,6.6,CLIC
1936-04-07,5.6,CLIC
1936-04-08,4.4,CLIC
1936-04-09,5.8,CLIC
1936-04-10,11.6,CLIC
1936-04-11,7.6,CLIC
1936-04-12,6.3,CLIC
1936-04-13,3.4,CLIC
1936-04-14,3,CLIC
1936-04-15,2.5,CLIC
1936-04-16,0.8,CLIC
1936-04-17,3.7,CLIC
1936-04-18,3.1,CLIC
1936-04-19,2.9,CLIC
1936-04-20,2.2,CLIC
1936-04-21,1.9,CLIC
1936-04-22,1.4,CLIC
1936-04-23,2.1,CLIC
1936-04-24,3.6,CLIC
1936-04-25,2.8,CLIC
1936-04-26,3.5,CLIC
1936-04-27,4,CLIC
1936-04-28,4.6,CLIC
1936-04-29,3.8,CLIC
1936-04-30,5.2,CLIC
1936-05-01,3.8,CLIC
1936-05-02,5.1,CLIC
1936-05-03,4.9,CLIC
1936-05-04,5.5,CLIC
1936-05-05,4.7,CLIC
1936-05-06,6.4,CLIC
1936-05-07,6.3,CLIC
1936-05-08,5.2,CLIC
1936-05-09,8.2,CLIC
1936-05-10,1.6,CLIC
1936-05-11,3.2,CLIC
1936-05-12,1.3,CLIC
1936-05-13,1.5,CLIC
1936-05-14,2.1,CLIC
1936-05-15,4.8,CLIC
1936-05-16,6.7,CLIC
1936-05-17,3.4,CLIC
1936-05-18,4.3,CLIC
1936-05-19,5.1,CLIC
1936-05-20,9.7,CLIC
1936-05-21,3.1,CLIC
1936-05-22,2.4,CLIC
1936-05-23,3.3,CLIC
1936-05-24,0.6,CLIC
1936-05-25,0.4,CLIC
1936-05-26,9.3,CLIC
1936-05-27,5.1,CLIC
1936-05-28,3.9,CLIC
1936-05-29,2.3,CLIC
1936-05-30,3.8,CLIC
1936-05-31,2.8,CLIC
1936-06-01,4.5,CLIC
1936-06-02,6.9,CLIC
1936-06-03,8.1,CLIC
1936-06-04,7.2,CLIC
1936-06-05,6,CLIC
1936-06-06,8.3,CLIC
1936-06-07,7.1,CLIC
1936-06-08,8.4,CLIC
1936-06-09,7.3,CLIC
1936-06-10,4.7,CLIC
1936-06-11,6,CLIC
1936-06-12,8.2,CLIC
1936-06-13,6.1,CLIC
1936-06-14,3.1,CLIC
1936-06-15,4.7,CLIC
1936-06-16,6,CLIC
1936-06-17,7.6,CLIC
1936-06-18,7,CLIC
1936-06-19,5.6,CLIC
1936-06-20,6.8,CLIC
1936-06-21,5.5,CLIC
1936-06-22,6.2,CLIC
1936-06-23,4.5,CLIC
1936-06-24,6.1,CLIC
1936-06-25,4.3,CLIC
1936-06-26,6.8,CLIC
1936-06-27,6.2,CLIC
1936-06-28,8.8,CLIC
1936-06-29,7.1,CLIC
1936-06-30,5.7,CLIC
1936-07-01,7.1,CLIC
1936-07-02,6.4,CLIC
1936-07-03,4.2,CLIC
1936-07-04,7.6,CLIC
1936-07-05,7.8,CLIC
1936-07-06,8.1,CLIC
1936-07-07,1.9,CLIC
1936-07-08,5.7,CLIC
1936-07-09,4.2,CLIC
1936-07-10,6.1,CLIC
1936-07-11,1.5,CLIC
1936-07-12,0.9,CLIC
1936-07-13,1.7,CLIC
1936-07-14,0.3,CLIC
1936-07-15,5.9,CLIC
1936-07-16,4.1,CLIC
1936-07-17,7.8,CLIC
1936-07-18,9,CLIC
1936-07-19,8.7,CLIC
1936-07-20,5.7,CLIC
1936-07-21,4.8,CLIC
1936-07-22,5.5,CLIC
1936-07-23,5.9,CLIC
1936-07-24,6.8,CLIC
1936-07-25,6.7,CLIC
1936-07-26,7,CLIC
1936-07-27,8,CLIC
1936-07-28,5.9,CLIC
1936-07-29,5,CLIC
1936-07-30,4.5,CLIC
1936-07-31,6,CLIC
1936-08-01,6.8,CLIC
1936-08-02,6,CLIC
1936-08-03,5.6,CLIC
1936-08-04,5.4,CLIC
1936-08-05,4,CLIC
1936-08-06,6,CLIC
1936-08-07,5.9,CLIC
1936-08-08,7.7,CLIC
1936-08-09,4.5,CLIC
1936-08-10,6.8,CLIC
1936-08-11,7.3,CLIC
1936-08-12,3.7,CLIC
1936-08-13,5.9,CLIC
1936-08-14,7.7,CLIC
1936-08-15,6,CLIC
1936-08-16,5.8,CLIC
1936-08-17,4.8,CLIC
1936-08-18,2.4,CLIC
1936-08-19,1,CLIC
1936-08-20,0.3,CLIC
1936-08-21,3.9,CLIC
1936-08-22,5.2,CLIC
1936-08-23,8,CLIC
1936-08-24,2.6,CLIC
1936-08-25,6,CLIC
1936-08-26,5.3,CLIC
1936-08-27,4.5,CLIC
1936-08-28,3.6,CLIC
1936-08-29,4.4,CLIC
1936-08-30,2.6,CLIC
1936-08-31,1.8,CLIC
1936-09-01,3.2,CLIC
1936-09-02,2.9,CLIC
1936-09-03,4,CLIC
1936-09-04,3.5,CLIC
1936-09-05,4.6,CLIC
1936-09-06,4.9,CLIC
1936-09-07,4.1,CLIC
1936-09-08,5.7,CLIC
1936-09-09,5.2,CLIC
1936-09-10,5.4,CLIC
1936-09-11,5.1,CLIC
1936-09-12,4.4,CLIC
1936-09-13,3.7,CLIC
1936-09-14,4.1,CLIC
1936-09-15,3.1,CLIC
1936-09-16,3.4,CLIC
1936-09-17,2.2,CLIC
1936-09-18,1.9,CLIC
1936-09-19,3.2,CLIC
1936-09-20,3.5,CLIC
1936-09-21,2.7,CLIC
1936-09-22,5.1,CLIC
1936-09-23,5.1,CLIC
1936-09-24,5.3,CLIC
1936-09-25,4.3,CLIC
1936-09-26,5.6,CLIC
1936-09-27,2.4,CLIC
1936-09-28,1.6,CLIC
1936-09-29,2.2,CLIC
1936-09-30,0.6,CLIC
1936-10-01,1.7,CLIC
1936-10-02,2.3,CLIC
1936-10-03,3.4,CLIC
1936-10-04,4.2,CLIC
1936-10-05,4.6,CLIC
1936-10-06,2.8,CLIC
1936-10-07,2.1,CLIC
1936-10-08,2.8,CLIC
1936-10-09,3.6,CLIC
1936-10-10,4.3,CLIC
1936-10-11,3.6,CLIC
1936-10-12,3.3,CLIC
1936-10-13,3.1,CLIC
1936-10-14,3.3,CLIC
1936-10-15,5.7,CLIC
1936-10-16,4.9,CLIC
1936-10-17,4.9,CLIC
1936-10-18,5.6,CLIC
1936-10-19,4.7,CLIC
1936-10-20,4.5,CLIC
1936-10-21,4.3,CLIC
1936-10-22,3.9,CLIC
1936-10-23,3.4,CLIC
1936-10-24,3.2,CLIC
1936-10-25,2.8,CLIC
1936-10-26,2.2,CLIC
1936-10-27,1.6,CLIC
1936-10-28,1.6,CLIC
1936-10-29,0.6,CLIC
1936-10-30,1,CLIC
1936-10-31,1.3,CLIC
1936-11-01,3.2,CLIC
1936-11-02,3.8,CLIC
1936-11-03,7,CLIC
1936-11-04,3.5,CLIC
1936-11-05,2.4,CLIC
1936-11-06,2.5,CLIC
1936-11-07,2,CLIC
1936-11-08,1.6,CLIC
1936-11-09,3.4,CLIC
1936-11-10,3.2,CLIC
1936-11-11,2.8,CLIC
1936-11-12,1.3,CLIC
1936-11-13,0.9,CLIC
1936-11-14,0.4,CLIC
1936-11-15,0.2,CLIC
1936-11-16,1.2,CLIC
1936-11-17,0.2,CLIC
1936-11-18,0.7,CLIC
1936-11-19,9.3,CLIC
1936-11-20,1,CLIC
1936-11-21,1.2,CLIC
1936-11-22,0.3,CLIC
1936-11-23,0.6,CLIC
1936-11-24,1.4,CLIC
1936-11-25,1.1,CLIC
1936-11-26,1.9,CLIC
1936-11-27,1.8,CLIC
1936-11-28,1.9,CLIC
1936-11-29,1,CLIC
1936-11-30,0.3,CLIC
1936-12-01,1.2,CLIC
1936-12-02,1.6,CLIC
1936-12-03,2.1,CLIC
1936-12-04,0.4,CLIC
1936-12-05,1.3,CLIC
1936-12-06,2.7,CLIC
