Estación: ,C19173,LOS PALMITOS. CADEREYTA
2003-06-07,4.4,CLIC
2003-06-08,6.39,CLIC
2003-06-09,5.46,CLIC
2003-06-10,2.87,CLIC
2003-06-11,4.43,CLIC
2003-06-12,6.85,CLIC
2003-06-13,5.35,CLIC
2003-06-14,6.55,CLIC
2003-06-15,3.74,CLIC
2003-06-16,2.62,CLIC
2003-06-17,7.76,CLIC
2003-06-18,11.37,CLIC
2003-06-19,2.45,CLIC
2003-06-20,4.64,CLIC
2003-06-21,5.54,CLIC
2003-06-22,5.98,CLIC
2003-06-23,6.62,CLIC
2003-06-24,5.33,CLIC
2003-06-25,8.2,CLIC
2003-06-26,11.94,CLIC
2003-06-27,6.92,CLIC
2003-06-28,7.88,CLIC
2003-06-29,85.73,CLIC
2003-06-30,1.77,CLIC
2003-07-01,3.9,CLIC
2003-07-02,3.01,CLIC
2003-07-03,4.52,CLIC
2003-07-04,2.98,CLIC
2003-07-05,4.57,CLIC
2003-07-06,4.2,CLIC
2003-07-07,4.91,CLIC
2003-07-08,1.84,CLIC
2003-07-09,4.81,CLIC
2003-07-10,7.02,CLIC
2003-07-11,5.64,CLIC
2003-07-12,7.7,CLIC
2003-07-13,7.45,CLIC
2003-07-14,8.51,CLIC
2003-07-15,10.37,CLIC
2003-07-16,5.24,CLIC
2003-07-17,6.13,CLIC
2003-07-18,5.28,CLIC
2003-07-19,4.7,CLIC
2003-07-20,7.15,CLIC
2003-07-21,6.2,CLIC
2003-07-22,7.17,CLIC
2003-07-23,7.13,CLIC
2003-07-24,5.8,CLIC
2003-07-25,7.95,CLIC
2003-07-26,6.86,CLIC
2003-07-27,5.82,CLIC
2003-07-28,4.54,CLIC
2003-07-29,5.16,CLIC
2003-07-30,6.24,CLIC
2003-07-31,6.5,CLIC
2003-08-01,7.99,CLIC
2003-08-02,8.98,CLIC
2003-08-03,6.98,CLIC
2003-08-04,8.71,CLIC
2003-08-05,6.62,CLIC
2003-08-06,8.3,CLIC
2003-08-07,8.35,CLIC
2003-08-08,10.55,CLIC
2003-08-09,9.9,CLIC
2003-08-10,7.64,CLIC
2003-08-11,8.25,CLIC
2003-08-12,7.59,CLIC
2003-08-13,4.79,CLIC
2003-08-14,3.71,CLIC
2003-08-15,3.4,CLIC
2003-08-16,4.07,CLIC
2003-08-17,4.03,CLIC
2003-08-18,7.05,CLIC
2003-08-19,6.37,CLIC
2003-08-20,3.61,CLIC
2003-08-21,6.44,CLIC
2003-08-22,6.63,CLIC
2003-08-23,5.01,CLIC
2003-08-24,4.18,CLIC
2003-08-25,4.41,CLIC
2003-08-26,5.96,CLIC
2003-08-27,7.08,CLIC
2003-08-28,6.46,CLIC
2003-08-29,5.81,CLIC
2003-08-30,6.19,CLIC
2003-08-31,8.32,CLIC
2003-09-01,144.2,CLIC
2003-09-02,57.79,CLIC
2003-09-03,7.16,CLIC
2003-09-04,146.95,CLIC
2003-09-05,99.3,CLIC
2003-09-06,3.44,CLIC
2003-09-07,5.56,CLIC
2003-09-08,4.54,CLIC
2003-09-09,4.95,CLIC
2003-09-10,2.44,CLIC
2003-09-11,2.36,CLIC
2003-09-12,2.26,CLIC
2003-09-13,3.65,CLIC
2003-09-14,4.69,CLIC
2003-09-15,1.16,CLIC
2003-09-16,3.27,CLIC
2003-09-17,4.2,CLIC
2003-09-18,9.43,CLIC
2003-09-19,124.2,CLIC
2003-09-20,74.3,CLIC
2003-09-21,1.1,CLIC
2003-09-22,0.79,CLIC
2003-09-23,1.28,CLIC
2003-09-24,1.12,CLIC
2003-09-25,134.91,CLIC
2003-09-26,89.85,CLIC
2003-09-27,2.49,CLIC
2003-09-28,3.44,CLIC
2003-09-29,3.28,CLIC
2003-09-30,2.63,CLIC
2003-10-01,4.42,CLIC
2003-10-02,2.9,CLIC
2003-10-03,1.01,CLIC
2003-10-04,2.17,CLIC
2003-10-05,2.75,CLIC
2003-10-06,2.07,CLIC
2003-10-07,3.33,CLIC
2003-10-08,1.76,CLIC
2003-10-09,1.56,CLIC
2003-10-10,1.75,CLIC
2003-10-11,8.8,CLIC
2003-10-12,98,CLIC
2003-10-13,48.2,CLIC
2003-10-14,7.09,CLIC
2003-10-15,2.81,CLIC
2003-10-16,3.22,CLIC
2003-10-17,4.37,CLIC
2003-10-18,2.76,CLIC
2003-10-19,3.51,CLIC
2003-10-20,3.21,CLIC
2003-10-21,3.53,CLIC
2003-10-22,4,CLIC
2003-10-23,3.82,CLIC
2003-10-24,2.87,CLIC
2003-10-25,3.06,CLIC
2003-10-26,3.74,CLIC
2003-10-27,1.57,CLIC
2003-10-28,1.86,CLIC
2003-10-29,2.78,CLIC
2003-10-30,3.65,CLIC
2003-10-31,2.2,CLIC
2003-11-01,1.45,CLIC
2003-11-02,1.51,CLIC
2003-11-03,1.68,CLIC
2003-11-04,2.51,CLIC
2003-11-05,0.86,CLIC
2003-11-06,1.57,CLIC
2003-11-07,2.04,CLIC
2003-11-08,0.34,CLIC
2003-11-09,0.03,CLIC
2003-11-10,0.74,CLIC
2003-11-11,3.18,CLIC
2003-11-12,2.11,CLIC
2003-11-13,1.38,CLIC
2003-11-14,1.02,CLIC
2003-11-15,1.61,CLIC
2003-11-16,0.84,CLIC
2003-11-17,1.98,CLIC
2003-11-18,3.91,CLIC
2003-11-19,2.14,CLIC
2003-11-20,2.85,CLIC
2003-11-21,1.95,CLIC
2003-11-22,3.27,CLIC
2003-11-23,3.91,CLIC
2003-11-24,2.6,CLIC
2003-11-25,1.45,CLIC
2003-11-26,1.38,CLIC
2003-11-27,5.22,CLIC
2003-11-28,3.75,CLIC
2003-11-29,3.37,CLIC
2003-11-30,2.84,CLIC
2003-12-01,1.13,CLIC
2003-12-02,0.05,CLIC
2003-12-03,2.16,CLIC
2003-12-04,2.2,CLIC
2003-12-05,1.02,CLIC
2003-12-06,0.97,CLIC
2003-12-07,0.9,CLIC
2003-12-08,2.23,CLIC
2003-12-09,4.43,CLIC
2003-12-10,2.07,CLIC
2003-12-11,29.6,CLIC
2003-12-17,4.77,CLIC
2003-12-18,2.63,CLIC
2003-12-19,2.2,CLIC
2003-12-20,2.65,CLIC
2003-12-21,2.1,CLIC
2003-12-22,1.95,CLIC
2003-12-23,3.05,CLIC
2003-12-24,1.8,CLIC
2003-12-25,2.05,CLIC
2003-12-26,2.07,CLIC
2003-12-27,1.83,CLIC
2003-12-28,2.51,CLIC
2003-12-29,5.09,CLIC
2003-12-30,2.9,CLIC
2003-12-31,2.33,CLIC
2004-01-01,0.77,CLIC
2004-01-02,1.6,CLIC
2004-01-03,1.98,CLIC
2004-01-04,2.66,CLIC
2004-01-05,3.36,CLIC
2004-01-06,1.9,CLIC
2004-01-07,1.6,CLIC
2004-01-08,0.75,CLIC
2004-01-09,3.27,CLIC
2004-01-10,2.41,CLIC
2004-01-11,0.82,CLIC
2004-01-12,1.66,CLIC
2004-01-13,1.47,CLIC
2004-01-14,1.02,CLIC
2004-01-15,0.3,CLIC
2004-01-16,0.47,CLIC
2004-01-17,3.23,CLIC
2004-01-18,1.53,CLIC
2004-01-19,4.47,CLIC
2004-01-20,1.74,CLIC
2004-01-21,1.23,CLIC
2004-01-22,0.43,CLIC
2004-01-23,1.1,CLIC
2004-01-24,4.28,CLIC
2004-01-25,1.7,CLIC
2004-01-26,3.19,CLIC
2004-01-27,1.33,CLIC
2004-01-28,0.85,CLIC
2004-01-29,0.17,CLIC
2004-01-30,3.48,CLIC
2004-01-31,2.98,CLIC
2004-02-01,3.42,CLIC
2004-02-02,4.32,CLIC
2004-02-03,1.38,CLIC
2004-02-04,1.7,CLIC
2004-02-05,3.43,CLIC
2004-02-06,1.75,CLIC
2004-02-07,1.82,CLIC
2004-02-08,2.4,CLIC
2004-02-09,2.58,CLIC
2004-02-10,0.72,CLIC
2004-02-11,0.53,CLIC
2004-02-12,1.38,CLIC
2004-02-13,0.69,CLIC
2004-02-14,2.01,CLIC
2004-02-15,2.65,CLIC
2004-02-16,3.74,CLIC
2004-02-17,4.04,CLIC
2004-02-18,3.86,CLIC
2004-02-19,3.9,CLIC
2004-02-20,2.8,CLIC
2004-02-21,1.92,CLIC
2004-02-22,2.03,CLIC
2004-02-23,5.35,CLIC
2004-02-24,3.25,CLIC
2004-02-25,2.37,CLIC
2004-02-26,5.25,CLIC
2004-02-27,3.61,CLIC
2004-02-28,1.78,CLIC
2004-02-29,4.35,CLIC
2004-03-01,4.04,CLIC
2004-03-02,0.87,CLIC
2004-03-03,2.18,CLIC
2004-03-04,2.55,CLIC
2004-03-05,5.6,CLIC
2004-03-06,4.85,CLIC
2004-03-07,5.35,CLIC
2004-03-08,5.08,CLIC
2004-03-09,3.97,CLIC
2004-03-10,5.85,CLIC
2004-03-11,0.33,CLIC
2004-03-12,2.1,CLIC
2004-03-13,1.85,CLIC
2004-03-14,3.07,CLIC
2004-03-15,0.49,CLIC
2004-03-16,4.51,CLIC
2004-03-17,1.39,CLIC
2004-03-18,2.84,CLIC
2004-03-19,1.22,CLIC
2004-03-20,3.54,CLIC
2004-03-21,3.3,CLIC
2004-03-22,2.65,CLIC
2004-03-23,1.75,CLIC
2004-03-24,4.06,CLIC
2004-03-25,4.02,CLIC
2004-03-26,1.51,CLIC
2004-03-27,1.9,CLIC
2004-03-28,1.62,CLIC
2004-03-30,3.59,CLIC
2004-03-31,1.54,CLIC
2004-04-01,3.67,CLIC
2004-04-02,9.9,CLIC
2004-04-03,1.45,CLIC
2004-04-04,3.9,CLIC
2004-04-05,0.26,CLIC
2004-04-06,3.5,CLIC
2004-04-07,4.01,CLIC
2004-04-08,4.8,CLIC
2004-04-09,1.57,CLIC
2004-04-10,3.41,CLIC
2004-04-11,3.92,CLIC
2004-04-12,2.92,CLIC
2004-04-13,4.39,CLIC
2004-04-14,5.67,CLIC
2004-04-15,4.17,CLIC
2004-04-16,2.5,CLIC
2004-04-17,3.36,CLIC
2004-04-18,2.85,CLIC
2004-04-19,4.95,CLIC
2004-04-20,3.29,CLIC
2004-04-21,3.9,CLIC
2004-04-22,3.75,CLIC
2004-04-23,2.82,CLIC
2004-04-24,4.7,CLIC
2004-04-26,7.98,CLIC
2004-04-27,1.2,CLIC
2004-04-28,0.25,CLIC
2004-04-29,4.71,CLIC
2004-04-30,4.68,CLIC
2004-05-01,0.73,CLIC
2004-05-02,6.01,CLIC
2004-05-03,5.82,CLIC
2004-05-04,6.4,CLIC
2004-05-05,4.41,CLIC
2004-05-06,2.88,CLIC
2004-05-07,2.38,CLIC
2004-05-08,6.35,CLIC
2004-05-09,3.6,CLIC
2004-05-10,5.3,CLIC
2004-05-11,4.7,CLIC
2004-05-12,5,CLIC
2004-05-13,5.8,CLIC
2004-05-14,6.68,CLIC
2004-05-15,3.84,CLIC
2004-05-16,1.8,CLIC
2004-05-17,2.99,CLIC
2004-05-18,6.54,CLIC
2004-05-19,5.95,CLIC
2004-05-20,4.74,CLIC
2004-05-21,4.17,CLIC
2004-05-22,4.09,CLIC
2004-05-23,9.73,CLIC
2004-05-24,6.83,CLIC
2004-05-25,7.3,CLIC
2004-05-26,5.89,CLIC
2004-05-27,5.51,CLIC
2004-05-28,6.58,CLIC
2004-05-29,5.07,CLIC
2004-05-30,5.95,CLIC
2004-05-31,6.6,CLIC
2004-06-01,5.3,CLIC
2004-06-02,9.45,CLIC
2004-06-03,11.49,CLIC
2004-06-04,3.54,CLIC
2004-06-05,8.62,CLIC
2004-06-06,6.78,CLIC
2004-06-07,0.91,CLIC
2004-06-08,4.73,CLIC
2004-06-09,3.97,CLIC
2004-06-10,5.41,CLIC
2004-06-11,4.41,CLIC
2004-06-12,6.69,CLIC
2004-06-13,6.56,CLIC
2004-06-14,7.82,CLIC
2004-06-15,7,CLIC
2004-06-16,8.02,CLIC
2004-06-17,7.94,CLIC
2004-06-18,9.74,CLIC
2004-06-19,9.88,CLIC
2004-06-20,7.38,CLIC
2004-06-21,5.16,CLIC
2004-06-22,4.52,CLIC
2004-06-23,5.08,CLIC
2004-06-24,3.88,CLIC
2004-06-25,9.72,CLIC
2004-06-26,2.87,CLIC
2004-06-27,8.01,CLIC
2004-06-28,1.57,CLIC
2004-06-29,5.25,CLIC
2004-06-30,3.68,CLIC
2004-07-01,7.62,CLIC
2004-07-02,6.06,CLIC
2004-07-03,5.26,CLIC
2004-07-04,8.19,CLIC
2004-07-05,6.42,CLIC
2004-07-06,7.47,CLIC
2004-07-07,5.97,CLIC
2004-07-08,7.08,CLIC
2004-07-09,6.51,CLIC
2004-07-10,7.04,CLIC
2004-07-11,3.7,CLIC
2004-07-12,5.43,CLIC
2004-07-13,9.47,CLIC
2004-07-14,7.93,CLIC
2004-07-15,8.65,CLIC
2004-07-16,7.9,CLIC
2004-07-17,7.52,CLIC
2004-07-18,7.99,CLIC
2004-07-19,10.14,CLIC
2004-07-20,9.66,CLIC
2004-07-21,6.61,CLIC
2004-07-22,4.05,CLIC
2004-07-23,3.01,CLIC
2004-07-24,6.87,CLIC
2004-07-25,8.07,CLIC
2004-07-26,6.12,CLIC
2004-07-27,7.46,CLIC
2004-07-28,5.8,CLIC
2004-07-29,7.53,CLIC
2004-07-30,6.17,CLIC
2004-07-31,7.9,CLIC
2004-08-01,7.12,CLIC
2004-08-02,1.08,CLIC
2004-08-03,3.3,CLIC
2004-08-04,5.1,CLIC
2004-08-05,1.6,CLIC
2004-08-06,1.2,CLIC
2004-08-07,1.6,CLIC
2004-08-08,1.2,CLIC
2004-08-09,0.4,CLIC
2004-08-10,0.8,CLIC
2004-08-11,0.7,CLIC
2004-08-12,3.5,CLIC
2004-08-13,8.7,CLIC
2004-08-14,7,CLIC
2004-08-15,5.9,CLIC
2004-08-16,4.51,CLIC
2004-08-17,6.56,CLIC
2004-08-18,5.76,CLIC
2004-08-19,7.21,CLIC
2004-08-20,7.23,CLIC
2004-08-21,4.53,CLIC
2004-08-22,4.43,CLIC
2004-08-23,5.84,CLIC
2004-08-24,6.56,CLIC
2004-08-25,9.74,CLIC
2004-08-26,8.7,CLIC
2004-08-27,5.1,CLIC
2004-08-28,4.6,CLIC
2004-08-29,5.7,CLIC
2004-08-30,12.68,CLIC
2004-08-31,6.92,CLIC
2004-09-01,5.3,CLIC
2004-09-04,7.24,CLIC
2004-09-05,3.77,CLIC
2004-09-06,2.87,CLIC
2004-09-07,3.87,CLIC
2004-09-08,7.09,CLIC
2004-09-09,4.64,CLIC
2004-09-10,6.43,CLIC
2004-09-11,3.57,CLIC
2004-09-12,5.68,CLIC
2004-09-13,6.65,CLIC
2004-09-14,4.78,CLIC
2004-09-15,4.8,CLIC
2004-09-16,4.52,CLIC
2004-09-17,3.2,CLIC
2004-09-18,3.3,CLIC
2004-09-19,4.37,CLIC
2004-09-21,1.67,CLIC
2004-09-22,1.73,CLIC
2004-09-23,5.35,CLIC
2004-09-24,3.09,CLIC
2004-09-25,2.89,CLIC
2004-09-26,3.27,CLIC
2004-09-27,4.02,CLIC
2004-09-28,2.98,CLIC
2004-09-29,2.48,CLIC
2004-09-30,4.55,CLIC
2004-10-01,3.1,CLIC
2004-10-02,2.89,CLIC
2004-10-03,4.66,CLIC
2004-10-04,6.12,CLIC
2004-10-05,4.11,CLIC
2004-10-06,3.64,CLIC
2004-10-07,3.16,CLIC
2004-10-08,3.94,CLIC
2004-10-09,2.59,CLIC
2004-10-10,3.22,CLIC
2004-10-11,4.52,CLIC
2004-10-12,2.69,CLIC
2004-10-13,2.75,CLIC
2004-10-14,3.13,CLIC
2004-10-15,1.95,CLIC
2004-10-16,4.78,CLIC
2004-10-17,4.7,CLIC
2004-10-18,3.4,CLIC
2004-10-19,4,CLIC
2004-10-20,4.65,CLIC
2004-10-21,3.93,CLIC
2004-10-22,5.36,CLIC
2004-10-23,2.05,CLIC
2004-10-24,3.54,CLIC
2004-10-25,3.11,CLIC
2004-10-26,0,CLIC
2004-10-27,4.11,CLIC
2004-10-28,7.74,CLIC
2004-10-29,2.14,CLIC
2004-10-30,2.68,CLIC
2004-10-31,4.5,CLIC
2004-11-01,4.66,CLIC
2004-11-02,5.27,CLIC
2004-11-03,3.28,CLIC
2004-11-04,0.4,CLIC
2004-11-05,0.82,CLIC
2004-11-06,9.01,CLIC
2004-11-07,3.04,CLIC
2004-11-08,2.96,CLIC
2004-11-09,3.38,CLIC
2004-11-10,1.64,CLIC
2004-11-11,3.96,CLIC
2004-11-12,3.68,CLIC
2004-11-13,0.74,CLIC
2004-11-14,0.65,CLIC
2004-11-15,0.05,CLIC
2004-11-16,0.67,CLIC
2004-11-17,0.5,CLIC
2004-11-18,0.63,CLIC
2004-11-19,0.1,CLIC
2004-11-20,0.4,CLIC
2004-11-21,0.1,CLIC
2004-11-22,2.17,CLIC
2004-11-23,2.56,CLIC
2004-11-24,3.87,CLIC
2004-11-25,3.31,CLIC
2004-11-26,2.12,CLIC
2004-11-27,2.53,CLIC
2004-11-28,3.46,CLIC
2004-11-29,3.88,CLIC
2004-11-30,2.29,CLIC
2004-12-01,1.31,CLIC
2004-12-02,0.71,CLIC
2004-12-03,0.67,CLIC
2004-12-04,0.02,CLIC
2004-12-05,0.92,CLIC
2004-12-06,0.88,CLIC
2004-12-07,3.36,CLIC
2004-12-08,0.66,CLIC
2004-12-09,2.5,CLIC
2004-12-10,5.07,CLIC
2004-12-11,4.95,CLIC
2004-12-12,2.74,CLIC
2004-12-13,6.09,CLIC
2004-12-14,2.14,CLIC
2004-12-15,2.91,CLIC
2004-12-16,2.47,CLIC
2004-12-17,2.59,CLIC
2004-12-18,1.31,CLIC
2004-12-19,2.62,CLIC
2004-12-20,2.58,CLIC
2004-12-21,4,CLIC
2004-12-22,2.74,CLIC
2004-12-23,0.63,CLIC
2004-12-24,2.13,CLIC
2004-12-25,2.13,CLIC
2004-12-26,2.21,CLIC
2004-12-27,1.43,CLIC
2004-12-28,3.61,CLIC
2004-12-29,2.57,CLIC
2004-12-30,1.02,CLIC
2004-12-31,1.85,CLIC
2005-01-01,3.4,CLIC
2005-01-02,2.08,CLIC
2005-01-03,1.47,CLIC
2005-01-04,3.01,CLIC
2005-01-05,6.04,CLIC
2005-01-06,1.35,CLIC
2005-01-07,0.93,CLIC
2005-01-08,1.3,CLIC
2005-01-09,0.8,CLIC
2005-01-10,0.49,CLIC
2005-01-11,3.71,CLIC
2005-01-12,5.08,CLIC
2005-01-13,3.17,CLIC
2005-01-14,3.15,CLIC
2005-01-15,2.62,CLIC
2005-01-16,1.38,CLIC
2005-01-17,3.23,CLIC
2005-01-18,0.37,CLIC
2005-01-19,1.07,CLIC
2005-01-20,1.21,CLIC
2005-01-21,3.63,CLIC
2005-01-22,1.81,CLIC
2005-01-23,1.68,CLIC
2005-01-24,1.81,CLIC
2005-01-25,2.69,CLIC
2005-01-26,1.92,CLIC
2005-01-27,1.32,CLIC
2005-01-28,1.46,CLIC
2005-01-29,1.32,CLIC
2005-01-30,0.33,CLIC
2005-01-31,0.53,CLIC
2005-02-01,0.22,CLIC
2005-02-02,0.53,CLIC
2005-02-03,0.95,CLIC
2005-02-04,0.02,CLIC
2005-02-05,0.8,CLIC
2005-02-06,1.76,CLIC
2005-02-07,1.83,CLIC
2005-02-08,1.93,CLIC
2005-02-09,2.61,CLIC
2005-02-10,2.24,CLIC
2005-02-11,0.91,CLIC
2005-02-12,1.02,CLIC
2005-02-13,2.4,CLIC
2005-02-14,3.57,CLIC
2005-02-15,1.94,CLIC
2005-02-16,2.74,CLIC
2005-02-17,1.25,CLIC
2005-02-18,1.89,CLIC
2005-02-19,0.51,CLIC
2005-02-20,1.25,CLIC
2005-02-21,1.71,CLIC
2005-02-22,2.14,CLIC
2005-02-23,4.2,CLIC
2005-02-24,3.88,CLIC
2005-02-25,0.64,CLIC
2005-02-26,0.22,CLIC
2005-02-27,2.64,CLIC
2005-02-28,4.41,CLIC
2005-03-01,3.11,CLIC
2005-03-02,0.12,CLIC
2005-03-03,4.21,CLIC
2005-03-04,1.82,CLIC
2005-03-05,1.19,CLIC
2005-03-06,0.34,CLIC
2005-03-07,3.6,CLIC
2005-03-08,2.97,CLIC
2005-03-09,3.47,CLIC
2005-03-10,4.07,CLIC
2005-03-11,2.83,CLIC
2005-03-12,3.3,CLIC
2005-03-13,3.52,CLIC
2005-03-14,2.22,CLIC
2005-03-15,5.11,CLIC
2005-03-16,3.3,CLIC
2005-03-17,4.03,CLIC
2005-03-18,4.17,CLIC
2005-03-19,3.5,CLIC
2005-03-20,4.48,CLIC
2005-03-21,5.72,CLIC
2005-03-22,5.48,CLIC
2005-03-23,5.92,CLIC
2005-03-24,3.41,CLIC
2005-03-25,4.56,CLIC
2005-03-26,6.93,CLIC
2005-03-27,4.98,CLIC
2005-03-28,5.35,CLIC
2005-03-29,4.7,CLIC
2005-03-30,5.52,CLIC
2005-03-31,8.68,CLIC
2005-04-01,6.03,CLIC
2005-04-02,5.77,CLIC
2005-04-03,4.08,CLIC
2005-04-04,5.51,CLIC
2005-04-05,8.17,CLIC
2005-04-06,7.07,CLIC
2005-04-07,5.77,CLIC
2005-04-08,5.68,CLIC
2005-04-09,4.82,CLIC
2005-04-10,3.44,CLIC
2005-04-11,8.3,CLIC
2005-04-12,7.56,CLIC
2005-04-13,7.2,CLIC
2005-04-14,7.58,CLIC
2005-04-15,4.65,CLIC
2005-04-16,3.19,CLIC
2005-04-17,2.63,CLIC
2005-04-18,2.7,CLIC
2005-04-19,4.51,CLIC
2005-04-20,5.54,CLIC
2005-04-21,3.58,CLIC
2005-04-22,6.7,CLIC
2005-04-23,3,CLIC
2005-04-24,1.58,CLIC
2005-04-25,5.37,CLIC
2005-04-26,6.7,CLIC
2005-04-27,6.87,CLIC
2005-04-28,4.09,CLIC
2005-04-29,9.71,CLIC
2005-04-30,5.46,CLIC
2005-05-01,2.04,CLIC
2005-05-02,2.18,CLIC
2005-05-03,1.67,CLIC
2005-05-04,3.24,CLIC
2005-05-05,0.46,CLIC
2005-05-06,0.5,CLIC
2005-05-07,3.72,CLIC
2005-05-08,6.93,CLIC
2005-05-09,3.82,CLIC
2005-05-10,4.21,CLIC
2005-05-11,4.22,CLIC
2005-05-12,4.18,CLIC
2005-05-13,5.65,CLIC
2005-05-14,2.45,CLIC
2005-05-15,2.67,CLIC
2005-05-16,3.52,CLIC
2005-05-17,4.06,CLIC
2005-05-18,7.87,CLIC
2005-05-19,5.15,CLIC
2005-05-20,4.5,CLIC
2005-05-21,7.01,CLIC
2005-05-22,7.58,CLIC
2005-05-23,6.47,CLIC
2005-05-24,6.87,CLIC
2005-05-25,6.72,CLIC
2005-05-26,5.23,CLIC
2005-05-27,3.89,CLIC
2005-05-28,6.44,CLIC
2005-05-29,7.49,CLIC
2005-05-30,6.83,CLIC
2005-05-31,7.15,CLIC
2005-06-01,5.15,CLIC
2005-06-02,6.63,CLIC
2005-06-03,6.81,CLIC
2005-06-04,5.13,CLIC
2005-06-05,5.56,CLIC
2005-06-06,1.87,CLIC
2005-06-07,3.93,CLIC
2005-06-08,7.68,CLIC
2005-06-09,9.72,CLIC
2005-06-10,4.62,CLIC
2005-06-11,1.55,CLIC
2005-06-12,5.2,CLIC
2005-06-13,5.3,CLIC
2005-06-14,7.3,CLIC
2005-06-15,8.73,CLIC
2005-06-16,8.12,CLIC
2005-06-17,8.85,CLIC
2005-06-18,10.23,CLIC
2005-06-19,6.84,CLIC
2005-06-20,13.26,CLIC
2005-06-21,3.95,CLIC
2005-06-22,7.47,CLIC
2005-06-23,8.68,CLIC
2005-06-24,8.8,CLIC
2005-06-25,9.25,CLIC
2005-06-26,4.41,CLIC
2005-06-27,7.66,CLIC
2005-06-28,8.95,CLIC
2005-06-29,9.05,CLIC
2005-06-30,6.9,CLIC
2005-07-01,10.2,CLIC
2005-07-02,9.6,CLIC
2005-07-03,9.3,CLIC
2005-07-04,10.93,CLIC
2005-07-05,8.48,CLIC
2005-07-06,10.42,CLIC
2005-07-07,10.37,CLIC
2005-07-08,9.95,CLIC
2005-07-09,9.82,CLIC
2005-07-10,7.63,CLIC
2005-07-11,9.47,CLIC
2005-07-12,4.38,CLIC
2005-07-13,9.27,CLIC
2005-07-14,8.88,CLIC
2005-07-15,5.75,CLIC
2005-07-16,3.1,CLIC
2005-07-17,7.08,CLIC
2005-07-18,9.12,CLIC
2005-07-19,6.6,CLIC
2005-07-21,1.43,CLIC
2005-07-22,5.05,CLIC
2005-07-23,6.94,CLIC
2005-07-24,4.53,CLIC
2005-07-25,1.05,CLIC
2005-07-26,3.48,CLIC
2005-07-27,6.12,CLIC
2005-07-28,6.2,CLIC
2005-07-29,5.98,CLIC
2005-07-30,7.62,CLIC
2005-07-31,5.37,CLIC
2005-08-01,4.03,CLIC
2005-08-02,4.95,CLIC
2005-08-03,3.85,CLIC
2005-08-04,1.52,CLIC
2005-08-05,4.99,CLIC
2005-08-06,5.21,CLIC
2005-08-07,6.34,CLIC
2005-08-08,4.37,CLIC
2005-08-09,6.14,CLIC
2005-08-10,4.13,CLIC
2005-08-11,6.6,CLIC
2005-08-12,5.03,CLIC
2005-08-13,6.21,CLIC
2005-08-14,5.86,CLIC
2005-08-15,6,CLIC
2005-08-16,5.48,CLIC
2005-08-17,8.32,CLIC
2005-08-18,5.77,CLIC
2005-08-19,7.11,CLIC
2005-08-20,9.27,CLIC
2005-08-21,7.25,CLIC
2005-08-22,6.4,CLIC
2005-08-23,7.15,CLIC
2005-08-24,8.48,CLIC
2005-08-25,10.97,CLIC
2005-08-26,1.96,CLIC
2005-08-27,7.58,CLIC
2005-08-28,4.54,CLIC
2005-08-29,5.41,CLIC
2005-08-30,4.45,CLIC
2005-08-31,7.39,CLIC
2005-09-01,9.91,CLIC
2005-09-03,4.71,CLIC
2005-09-04,4.29,CLIC
2005-09-05,4.5,CLIC
2005-09-06,4.81,CLIC
2005-09-07,2.97,CLIC
2005-09-08,3.89,CLIC
2005-09-09,2.73,CLIC
2005-09-10,2.96,CLIC
2005-09-11,5.13,CLIC
2005-09-12,2.86,CLIC
2005-09-13,6.24,CLIC
2005-09-14,4.61,CLIC
2005-09-15,6.22,CLIC
2005-09-16,5.01,CLIC
2005-09-17,5.04,CLIC
2005-09-18,5.56,CLIC
2005-09-19,6.72,CLIC
2005-09-20,4.7,CLIC
2005-09-21,6.92,CLIC
2005-09-22,6.92,CLIC
2005-09-23,6.25,CLIC
2005-09-24,7.04,CLIC
2005-09-25,6.99,CLIC
2005-09-26,6.48,CLIC
2005-09-27,6.01,CLIC
2005-09-28,7.67,CLIC
2005-09-29,7.84,CLIC
2005-09-30,4.15,CLIC
2005-10-01,6.74,CLIC
2005-10-02,6.46,CLIC
2005-10-03,2.8,CLIC
2005-10-05,4.37,CLIC
2005-10-06,6.52,CLIC
2005-10-07,2.55,CLIC
2005-10-08,0.56,CLIC
2005-10-09,3.95,CLIC
2005-10-10,4.2,CLIC
2005-10-12,4.4,CLIC
2005-10-14,0.5,CLIC
2005-10-15,1.59,CLIC
2005-10-16,2.08,CLIC
2005-10-17,2.33,CLIC
2005-10-18,3.7,CLIC
2005-10-19,3.1,CLIC
2005-10-20,4.29,CLIC
2005-10-21,1.2,CLIC
2005-10-22,3.41,CLIC
2005-10-23,1.37,CLIC
2005-10-24,0.65,CLIC
2005-10-25,3.68,CLIC
2005-10-26,2.45,CLIC
2005-10-27,1.29,CLIC
2005-10-28,1.4,CLIC
2005-10-29,0.12,CLIC
2005-10-30,1.18,CLIC
2005-10-31,4.51,CLIC
2005-11-01,3.71,CLIC
2005-11-02,3.34,CLIC
2005-11-03,3.4,CLIC
2005-11-04,2.7,CLIC
2005-11-05,3.36,CLIC
2005-11-06,2.84,CLIC
2005-11-07,3.4,CLIC
2005-11-08,2.92,CLIC
2005-11-09,2.31,CLIC
2005-11-10,3.02,CLIC
2005-11-11,3.15,CLIC
