Estación: ,C19162,VISTA HERMOSA. LINARES
2000-08-09,7.01,CLIC
2000-08-10,8.06,CLIC
2000-08-11,7.48,CLIC
2000-08-12,7.46,CLIC
2000-08-13,6.96,CLIC
2000-08-14,7.38,CLIC
2000-08-15,2.45,CLIC
2000-08-16,3.3,CLIC
2000-08-17,7.4,CLIC
2000-08-18,6.96,CLIC
2000-08-19,7.75,CLIC
2000-08-20,7.1,CLIC
2000-08-21,8.8,CLIC
2000-08-22,6.46,CLIC
2000-08-23,8.4,CLIC
2000-08-24,7.1,CLIC
2000-08-25,8.16,CLIC
2000-08-26,7.45,CLIC
2000-08-27,8.43,CLIC
2000-08-28,7.4,CLIC
2000-08-29,6.36,CLIC
2000-08-30,9.45,CLIC
2000-08-31,8.6,CLIC
2000-09-01,8.76,CLIC
2000-09-02,8.9,CLIC
2000-09-03,9.33,CLIC
2000-09-04,8.35,CLIC
2000-09-05,8.49,CLIC
2000-09-06,6.23,CLIC
2000-09-07,7.2,CLIC
2000-09-08,7.26,CLIC
2000-09-09,6.36,CLIC
2000-09-10,6.95,CLIC
2000-09-11,7.7,CLIC
2000-09-12,8.63,CLIC
2000-09-13,8.9,CLIC
2000-09-14,5.95,CLIC
2000-09-15,4.43,CLIC
2000-09-16,4.93,CLIC
2000-09-17,6.98,CLIC
2000-09-18,5.28,CLIC
2000-09-19,6.93,CLIC
2000-09-20,6.73,CLIC
2000-09-21,5.9,CLIC
2000-09-22,6.29,CLIC
2000-09-23,6.96,CLIC
2000-09-24,4.05,CLIC
2000-09-25,4.9,CLIC
2000-09-26,4.43,CLIC
2000-09-27,4.2,CLIC
2000-09-28,4.96,CLIC
2000-09-29,6.96,CLIC
2000-09-30,5.45,CLIC
2000-10-01,5.38,CLIC
2000-10-02,5.29,CLIC
2000-10-03,5.8,CLIC
2000-10-04,6.69,CLIC
2000-10-05,5.13,CLIC
2000-10-07,2.9,CLIC
2000-10-08,3.36,CLIC
2000-10-09,1.4,CLIC
2000-10-10,1.1,CLIC
2000-10-11,0.15,CLIC
2000-10-12,0.4,CLIC
2000-10-13,1.92,CLIC
2000-10-14,1.48,CLIC
2000-10-15,0.43,CLIC
2000-10-16,6.09,CLIC
2000-10-17,2.98,CLIC
2000-10-18,1,CLIC
2000-10-19,2.63,CLIC
2000-10-20,2.82,CLIC
2000-10-21,3.52,CLIC
2000-10-22,1.08,CLIC
2000-10-23,5.46,CLIC
2000-10-24,3.76,CLIC
2000-10-25,4.82,CLIC
2000-10-26,2.16,CLIC
2000-10-27,1.98,CLIC
2000-10-28,2.46,CLIC
2000-10-29,1.68,CLIC
2000-10-30,1.48,CLIC
2000-10-31,3.15,CLIC
2000-11-01,2.75,CLIC
2000-11-02,2.49,CLIC
2000-11-03,1.89,CLIC
2000-11-04,1.45,CLIC
2000-11-05,1.8,CLIC
2000-11-06,1.6,CLIC
2000-11-07,4.06,CLIC
2000-11-08,1.69,CLIC
2000-11-09,1.41,CLIC
2000-11-10,1.26,CLIC
2000-11-11,2.02,CLIC
2000-11-12,1.08,CLIC
2000-11-13,0.98,CLIC
2000-11-14,2.25,CLIC
2000-11-15,1.15,CLIC
2000-11-16,5.16,CLIC
2000-11-17,0.86,CLIC
2000-11-18,2.08,CLIC
2000-11-19,1.1,CLIC
2000-11-20,1.4,CLIC
2000-11-21,1.75,CLIC
2000-11-22,1.63,CLIC
2000-11-23,2.07,CLIC
2000-11-24,2.45,CLIC
2000-11-25,1.58,CLIC
2000-11-26,2.44,CLIC
2000-11-27,1.96,CLIC
2000-11-28,1.47,CLIC
2000-11-29,2.53,CLIC
2000-11-30,1.04,CLIC
2000-12-01,0.93,CLIC
2000-12-02,1.11,CLIC
2000-12-03,0.84,CLIC
2000-12-04,1.2,CLIC
2000-12-05,1.25,CLIC
2000-12-06,1.57,CLIC
2000-12-07,1.91,CLIC
2000-12-08,1.07,CLIC
2000-12-09,1.6,CLIC
2000-12-10,2.48,CLIC
2000-12-11,0.87,CLIC
2000-12-12,0.95,CLIC
2000-12-13,0.3,CLIC
2000-12-14,0.96,CLIC
2000-12-15,0.89,CLIC
2000-12-16,0.71,CLIC
2000-12-17,0.54,CLIC
2000-12-18,0.9,CLIC
2000-12-19,1.4,CLIC
2000-12-20,2.05,CLIC
2000-12-21,1.28,CLIC
2000-12-22,2.83,CLIC
2000-12-23,0.46,CLIC
2000-12-24,0.48,CLIC
2000-12-25,0.45,CLIC
2000-12-26,0.4,CLIC
2000-12-27,0.7,CLIC
2000-12-28,0.45,CLIC
2000-12-29,0.6,CLIC
2000-12-30,0.1,CLIC
2000-12-31,0.04,CLIC
2001-01-01,1.76,CLIC
2001-01-02,0.88,CLIC
2001-01-03,0.1,CLIC
2001-01-04,0.5,CLIC
2001-01-05,1.44,CLIC
2001-01-06,1.83,CLIC
2001-01-07,0.55,CLIC
2001-01-08,1.68,CLIC
2001-01-09,1.66,CLIC
2001-01-10,5.24,CLIC
2001-01-11,2.54,CLIC
2001-01-12,3.9,CLIC
2001-01-13,2.11,CLIC
2001-01-14,0.8,CLIC
2001-01-15,0.57,CLIC
2001-01-16,2,CLIC
2001-01-17,1.06,CLIC
2001-01-18,0.72,CLIC
2001-01-19,1.3,CLIC
2001-01-20,1.68,CLIC
2001-01-21,1.02,CLIC
2001-01-22,2.66,CLIC
2001-01-23,1.94,CLIC
2001-01-24,1.16,CLIC
2001-01-25,2.89,CLIC
2001-01-26,2.46,CLIC
2001-01-27,1.05,CLIC
2001-01-28,5.6,CLIC
2001-01-29,1.98,CLIC
2001-01-30,1.26,CLIC
2001-01-31,0.75,CLIC
2001-02-01,0.87,CLIC
2001-02-02,1.58,CLIC
2001-02-03,0.8,CLIC
2001-02-04,3.78,CLIC
2001-02-05,3.57,CLIC
2001-02-06,1.67,CLIC
2001-02-07,2.62,CLIC
2001-02-08,2.17,CLIC
2001-02-09,5.33,CLIC
2001-02-10,0.7,CLIC
2001-02-11,0.3,CLIC
2001-02-12,1.84,CLIC
2001-02-13,2.56,CLIC
2001-02-14,4.91,CLIC
2001-02-15,5.59,CLIC
2001-02-16,4.68,CLIC
2001-02-17,0.99,CLIC
2001-02-18,3.95,CLIC
2001-02-19,3.26,CLIC
2001-02-20,3.27,CLIC
2001-02-21,4.95,CLIC
2001-02-22,2.95,CLIC
2001-02-23,2.25,CLIC
2001-02-24,8.23,CLIC
2001-02-25,4.42,CLIC
2001-02-26,5.05,CLIC
2001-02-27,2.08,CLIC
2001-02-28,3.96,CLIC
2001-03-01,0.34,CLIC
2001-03-02,0.9,CLIC
2001-03-03,2.02,CLIC
2001-03-04,5.28,CLIC
2001-03-05,4.37,CLIC
2001-03-06,1.87,CLIC
2001-03-07,2.98,CLIC
2001-03-08,1.9,CLIC
2001-03-09,1.7,CLIC
2001-03-10,3.32,CLIC
2001-03-11,4.93,CLIC
2001-03-12,5.84,CLIC
2001-03-13,4.91,CLIC
2001-03-14,2.64,CLIC
2001-03-15,4.71,CLIC
2001-03-16,4.22,CLIC
2001-03-17,1.08,CLIC
2001-03-18,0.8,CLIC
2001-03-19,0.6,CLIC
2001-03-20,3.46,CLIC
2001-03-21,3.94,CLIC
2001-03-22,4.1,CLIC
2001-03-23,6.38,CLIC
2001-03-24,0.92,CLIC
2001-03-25,0.5,CLIC
2001-03-26,0.15,CLIC
2001-03-27,1.52,CLIC
2001-03-28,0.83,CLIC
2001-03-29,6.1,CLIC
2001-03-30,3.72,CLIC
2001-03-31,4.46,CLIC
2001-04-01,6.8,CLIC
2001-04-02,6.12,CLIC
2001-04-03,5.77,CLIC
2001-04-04,5.85,CLIC
2001-04-05,5.23,CLIC
2001-04-06,5.17,CLIC
2001-04-07,2.02,CLIC
2001-04-08,7.26,CLIC
2001-04-09,6.98,CLIC
2001-04-10,5.82,CLIC
2001-04-11,4.48,CLIC
2001-04-12,7.6,CLIC
2001-04-13,3.7,CLIC
2001-04-14,6.05,CLIC
2001-04-15,6.62,CLIC
2001-04-16,7.55,CLIC
2001-04-17,2.04,CLIC
2001-04-18,4.04,CLIC
2001-04-19,5.8,CLIC
2001-04-20,5.58,CLIC
2001-04-21,6.36,CLIC
2001-04-22,5.16,CLIC
2001-04-23,5.03,CLIC
2001-04-24,1.03,CLIC
2001-04-25,1.12,CLIC
2001-04-26,0.77,CLIC
2001-04-27,0.55,CLIC
2001-04-28,3.57,CLIC
2001-04-29,1.03,CLIC
2001-04-30,4.95,CLIC
2001-05-01,2.95,CLIC
2001-05-02,2.44,CLIC
2001-05-03,0.46,CLIC
2001-05-04,3.88,CLIC
2001-05-05,2.52,CLIC
2001-05-06,2.77,CLIC
2001-05-07,1.83,CLIC
2001-05-08,6.27,CLIC
2001-05-09,8.28,CLIC
2001-05-10,5.5,CLIC
2001-05-11,0.57,CLIC
2001-05-12,2.38,CLIC
2001-05-13,6.15,CLIC
2001-05-14,6.92,CLIC
2001-05-15,6.57,CLIC
2001-05-16,6.21,CLIC
2001-05-17,4.85,CLIC
2001-05-18,5.34,CLIC
2001-05-19,4.81,CLIC
2001-05-20,4.25,CLIC
2001-05-21,1.1,CLIC
2001-05-22,1.4,CLIC
2001-05-23,5.35,CLIC
2001-05-24,6.21,CLIC
2001-05-25,4.62,CLIC
2001-05-26,4.42,CLIC
2001-05-27,5.92,CLIC
2001-05-28,8.18,CLIC
2001-05-29,6.96,CLIC
2001-05-30,7.37,CLIC
2001-05-31,6.35,CLIC
2001-06-01,5.39,CLIC
2001-06-02,8.63,CLIC
2001-06-03,8.01,CLIC
2001-06-04,8.4,CLIC
2001-06-05,4.5,CLIC
2001-06-06,7.82,CLIC
2001-06-07,5.78,CLIC
2001-06-08,7.07,CLIC
2001-06-09,3.88,CLIC
2001-06-10,8.29,CLIC
2001-06-11,8.14,CLIC
2001-06-12,9.1,CLIC
2001-06-13,5.05,CLIC
2001-06-14,8.98,CLIC
2001-06-15,8.37,CLIC
2001-06-16,6.07,CLIC
2001-06-17,9.29,CLIC
2001-06-18,5.76,CLIC
2001-06-19,8.83,CLIC
2001-06-20,7.75,CLIC
2001-06-21,7.04,CLIC
2001-06-22,8.78,CLIC
2001-06-23,4.48,CLIC
2001-06-24,10.7,CLIC
2001-06-25,4.38,CLIC
2001-06-26,6.2,CLIC
2001-06-27,6.18,CLIC
2001-06-28,2.2,CLIC
2001-06-29,6.19,CLIC
2001-06-30,4.75,CLIC
2001-07-01,8.72,CLIC
2001-07-02,9.88,CLIC
2001-07-03,8.76,CLIC
2001-07-04,8.23,CLIC
2001-07-05,10.21,CLIC
2001-07-06,10.12,CLIC
2001-07-07,6.78,CLIC
2001-07-08,7.98,CLIC
2001-07-09,8.89,CLIC
2001-07-10,7.39,CLIC
2001-07-11,2.98,CLIC
2001-07-12,7.56,CLIC
2001-07-13,6.95,CLIC
2001-07-14,7.85,CLIC
2001-07-15,3.35,CLIC
2001-07-16,5.36,CLIC
2001-07-17,10.02,CLIC
2001-07-18,9.48,CLIC
2001-07-19,10.04,CLIC
2001-07-20,8.72,CLIC
2001-07-21,5.52,CLIC
2001-07-22,5.72,CLIC
2001-07-23,4.89,CLIC
2001-07-24,4.83,CLIC
2001-07-25,5.24,CLIC
2001-07-26,5.84,CLIC
2001-07-27,8.84,CLIC
2001-07-28,7.89,CLIC
2001-07-29,8.26,CLIC
2001-07-30,8.47,CLIC
2001-07-31,9.48,CLIC
2001-08-01,7.15,CLIC
2001-08-02,3.02,CLIC
2001-08-03,6.06,CLIC
2001-08-04,5.5,CLIC
2001-08-05,6.27,CLIC
2001-08-06,6.22,CLIC
2001-08-07,5.88,CLIC
2001-08-08,10.08,CLIC
2001-08-09,9.92,CLIC
2001-08-10,5.85,CLIC
2001-08-11,4.63,CLIC
2001-08-12,5.14,CLIC
2001-08-13,8.12,CLIC
2001-08-14,5.54,CLIC
2001-08-15,6.86,CLIC
2001-08-16,9.68,CLIC
2001-08-17,5.08,CLIC
2001-08-18,8.65,CLIC
2001-08-19,6.16,CLIC
2001-08-20,7.15,CLIC
2001-08-21,6.12,CLIC
2001-08-22,6.86,CLIC
2001-08-23,5.95,CLIC
2001-08-24,4.88,CLIC
2001-08-25,6.3,CLIC
2001-08-26,5.97,CLIC
2001-08-27,5.58,CLIC
2001-08-28,2.18,CLIC
2001-08-29,2.86,CLIC
2001-08-30,3.91,CLIC
2001-08-31,5.57,CLIC
2001-09-01,4.65,CLIC
2001-09-02,5.39,CLIC
2001-09-03,5.39,CLIC
2001-09-04,5.55,CLIC
2001-09-05,5.63,CLIC
2001-09-06,6.54,CLIC
2001-09-07,5.37,CLIC
2001-09-09,5.95,CLIC
2001-09-10,4.2,CLIC
2001-09-11,3.15,CLIC
2001-09-12,3.85,CLIC
2001-09-13,4.83,CLIC
2001-09-14,5.95,CLIC
2001-09-15,6.65,CLIC
2001-09-16,12.89,CLIC
2001-09-17,9.16,CLIC
2001-09-18,7.13,CLIC
2001-09-19,1.4,CLIC
2001-09-20,2.68,CLIC
2001-09-21,2.45,CLIC
2001-09-22,4.18,CLIC
2001-09-24,2.1,CLIC
2001-09-25,2.82,CLIC
2001-09-26,4.84,CLIC
2001-09-27,3.52,CLIC
2001-09-28,7.19,CLIC
2001-09-29,3.18,CLIC
2001-09-30,2.65,CLIC
2001-10-01,6.18,CLIC
2001-10-02,8.4,CLIC
2001-10-03,4.49,CLIC
2001-10-04,3.03,CLIC
2001-10-05,3.05,CLIC
2001-10-06,3.09,CLIC
2001-10-07,0.96,CLIC
2001-10-08,5.07,CLIC
2001-10-09,1.92,CLIC
2001-10-10,3.76,CLIC
2001-10-11,4.64,CLIC
2001-10-12,1.23,CLIC
2001-10-13,3.17,CLIC
2001-10-14,4.76,CLIC
2001-10-15,3.14,CLIC
2001-10-16,0.93,CLIC
2001-10-17,2.73,CLIC
2001-10-18,4.44,CLIC
2001-10-19,6.08,CLIC
2001-10-20,5.8,CLIC
2001-10-21,4.88,CLIC
2001-10-22,3.63,CLIC
2001-10-23,4.48,CLIC
2001-10-24,2.82,CLIC
2001-10-25,2.38,CLIC
2001-10-26,1.75,CLIC
2001-10-27,3.86,CLIC
2001-10-28,2.86,CLIC
2001-10-29,2.36,CLIC
2001-10-30,3.56,CLIC
2001-10-31,3.88,CLIC
2001-11-01,2.76,CLIC
2001-11-02,1.42,CLIC
2001-11-03,1.9,CLIC
2001-11-04,2.23,CLIC
2001-11-05,0.75,CLIC
2001-11-06,2.8,CLIC
2001-11-07,2.25,CLIC
2001-11-08,4.09,CLIC
2001-11-09,1.89,CLIC
2001-11-10,3.17,CLIC
2001-11-11,4.08,CLIC
2001-11-12,3.59,CLIC
2001-11-13,5.15,CLIC
2001-11-14,3.03,CLIC
2001-11-15,4.74,CLIC
2001-11-16,1.31,CLIC
2001-11-17,1.11,CLIC
2001-11-18,2.07,CLIC
2001-11-19,0,CLIC
2001-11-20,0.35,CLIC
2001-11-21,2,CLIC
2001-11-22,2.63,CLIC
2001-11-23,2.97,CLIC
2001-11-24,3.7,CLIC
2001-11-25,3.24,CLIC
2001-11-26,4.11,CLIC
2001-11-27,3.21,CLIC
2001-11-28,0.14,CLIC
2001-11-29,1.82,CLIC
2001-11-30,2.9,CLIC
2001-12-01,1.8,CLIC
2001-12-02,3.22,CLIC
2001-12-03,1.67,CLIC
2001-12-04,2.82,CLIC
2001-12-05,1.34,CLIC
2001-12-06,2.45,CLIC
2001-12-07,3.36,CLIC
2001-12-08,0.98,CLIC
2001-12-09,2.02,CLIC
2001-12-10,1.53,CLIC
2001-12-11,2.5,CLIC
2001-12-12,0.56,CLIC
2001-12-13,2.11,CLIC
2001-12-14,1.85,CLIC
2001-12-15,2.03,CLIC
2001-12-16,3.48,CLIC
2001-12-17,1.83,CLIC
2001-12-18,3.14,CLIC
2001-12-19,0.64,CLIC
2001-12-20,1.86,CLIC
2001-12-21,2.93,CLIC
2001-12-22,1.82,CLIC
2001-12-23,3.02,CLIC
2001-12-24,1.95,CLIC
2001-12-25,1.14,CLIC
2001-12-26,3.08,CLIC
2001-12-27,0.72,CLIC
2001-12-28,2.94,CLIC
2001-12-29,1.91,CLIC
2001-12-30,3.27,CLIC
2001-12-31,2.76,CLIC
2002-01-01,1.51,CLIC
2002-01-02,0.66,CLIC
2002-01-03,3.04,CLIC
2002-01-04,0.7,CLIC
2002-01-05,3.81,CLIC
2002-01-06,2.58,CLIC
2002-01-07,1.43,CLIC
2002-01-08,0.94,CLIC
2002-01-09,0.74,CLIC
2002-01-10,2.08,CLIC
2002-01-11,1.47,CLIC
2002-01-12,1.61,CLIC
2002-01-13,1.54,CLIC
2002-01-14,2.4,CLIC
2002-01-15,2.94,CLIC
2002-01-16,1.99,CLIC
2002-01-17,5.08,CLIC
2002-01-18,3.73,CLIC
2002-01-19,3.86,CLIC
2002-01-20,1.25,CLIC
2002-01-21,3.03,CLIC
2002-01-22,3.36,CLIC
2002-01-23,4,CLIC
2002-01-24,3.43,CLIC
2002-01-25,2.02,CLIC
2002-01-26,2.74,CLIC
2002-01-27,4.29,CLIC
2002-01-28,2.02,CLIC
2002-01-29,5.34,CLIC
2002-01-30,2.81,CLIC
2002-01-31,1.71,CLIC
2002-02-01,2.47,CLIC
2002-02-02,3.35,CLIC
2002-02-03,2.24,CLIC
2002-02-04,0.59,CLIC
2002-02-05,0.16,CLIC
2002-02-06,0.22,CLIC
2002-02-07,3.58,CLIC
2002-02-08,1.45,CLIC
2002-02-09,2.61,CLIC
2002-02-10,2.79,CLIC
2002-02-11,1.73,CLIC
2002-02-12,1.04,CLIC
2002-02-13,2.8,CLIC
2002-02-14,1.72,CLIC
2002-02-15,1.51,CLIC
2002-02-16,2.41,CLIC
2002-02-17,2.31,CLIC
2002-02-18,1.95,CLIC
2002-02-19,2.48,CLIC
2002-02-20,3.5,CLIC
2002-02-21,3.39,CLIC
2002-02-22,2.5,CLIC
2002-02-23,3.16,CLIC
2002-02-24,2.78,CLIC
2002-02-25,1.94,CLIC
2002-02-26,1.03,CLIC
2002-02-27,1.52,CLIC
2002-02-28,2.27,CLIC
2002-03-01,2.11,CLIC
2002-03-02,1.48,CLIC
2002-03-03,1.96,CLIC
2002-03-04,2.85,CLIC
2002-03-05,1.23,CLIC
2002-03-06,1.88,CLIC
2002-03-07,5.31,CLIC
2002-03-08,5.07,CLIC
2002-03-09,2.08,CLIC
2002-03-10,4.91,CLIC
2002-03-11,4.95,CLIC
2002-03-12,4.83,CLIC
2002-03-13,5.21,CLIC
2002-03-14,9.66,CLIC
2002-03-15,5.6,CLIC
2002-03-16,5.46,CLIC
2002-03-17,2.92,CLIC
2002-03-18,6.74,CLIC
2002-03-19,5.3,CLIC
2002-03-20,3.6,CLIC
2002-03-21,3,CLIC
2002-03-22,1.73,CLIC
2002-03-23,8.9,CLIC
2002-03-24,5.09,CLIC
2002-03-25,4.46,CLIC
2002-03-26,2.7,CLIC
2002-03-27,3.02,CLIC
2002-03-28,3.1,CLIC
2002-03-29,3.59,CLIC
2002-03-30,4.08,CLIC
2002-03-31,4.13,CLIC
2002-04-01,4.88,CLIC
2002-04-02,2.2,CLIC
2002-04-03,3.21,CLIC
2002-04-04,1.44,CLIC
2002-04-05,1.23,CLIC
2002-04-06,2.41,CLIC
2002-04-07,6.97,CLIC
2002-04-08,8.7,CLIC
2002-04-09,2.66,CLIC
2002-04-10,5.44,CLIC
2002-04-11,6.89,CLIC
2002-04-12,6.46,CLIC
2002-04-13,8.93,CLIC
2002-04-14,5.61,CLIC
2002-04-15,4.36,CLIC
2002-04-16,6.74,CLIC
2002-04-17,9.49,CLIC
2002-04-18,10.24,CLIC
2002-04-19,7.2,CLIC
2002-04-20,6.48,CLIC
2002-04-21,6.5,CLIC
2002-04-22,5.9,CLIC
2002-04-23,5.48,CLIC
2002-04-24,3.62,CLIC
2002-04-25,7.59,CLIC
2002-04-26,7.96,CLIC
2002-04-27,7.9,CLIC
2002-04-28,6.72,CLIC
2002-04-29,11,CLIC
2002-04-30,11.62,CLIC
2002-05-01,6.56,CLIC
2002-05-02,5.45,CLIC
2002-05-03,4.48,CLIC
2002-05-04,5.95,CLIC
2002-05-05,4.97,CLIC
2002-05-06,8.96,CLIC
2002-05-07,12.09,CLIC
2002-05-08,9.51,CLIC
2002-05-09,4.92,CLIC
2002-05-10,8.52,CLIC
2002-05-11,9.25,CLIC
2002-05-12,11.53,CLIC
2002-05-13,2.58,CLIC
2002-05-14,8.45,CLIC
2002-05-15,6.24,CLIC
2002-05-16,4.81,CLIC
2002-05-17,6.02,CLIC
2002-05-18,8.02,CLIC
2002-05-19,4.6,CLIC
2002-05-20,8.24,CLIC
2002-05-21,5.08,CLIC
2002-05-22,5.7,CLIC
2002-05-23,6.25,CLIC
2002-05-24,5.94,CLIC
2002-05-25,8.12,CLIC
2002-05-26,7.71,CLIC
2002-05-27,7.36,CLIC
2002-05-28,4.39,CLIC
2002-05-29,7.83,CLIC
2002-05-30,7.66,CLIC
2002-05-31,6.02,CLIC
2002-06-01,5.02,CLIC
2002-06-02,3.76,CLIC
2002-06-03,4.77,CLIC
2002-06-04,6.06,CLIC
2002-06-05,3.89,CLIC
2002-06-06,7.53,CLIC
2002-06-07,7.73,CLIC
2002-06-08,7.9,CLIC
2002-06-09,4.9,CLIC
2002-06-10,5.12,CLIC
2002-06-11,6.05,CLIC
2002-06-12,4.91,CLIC
2002-06-13,7.78,CLIC
2002-06-14,5.16,CLIC
2002-06-15,5.2,CLIC
2002-06-16,8.59,CLIC
2002-06-17,5.06,CLIC
2002-06-18,7.12,CLIC
2002-06-19,8.54,CLIC
2002-06-20,8.66,CLIC
2002-06-21,6.47,CLIC
2002-06-22,4.5,CLIC
2002-06-23,5.02,CLIC
2002-06-24,7.18,CLIC
2002-06-25,6.79,CLIC
2002-06-26,5.17,CLIC
2002-06-27,7.8,CLIC
2002-06-28,8.69,CLIC
2002-06-29,5.9,CLIC
2002-06-30,4.48,CLIC
2002-07-01,6.15,CLIC
2002-07-02,7.14,CLIC
2002-07-03,5.2,CLIC
2002-07-04,6.55,CLIC
2002-07-05,7.91,CLIC
2002-07-06,5.88,CLIC
2002-07-07,5.29,CLIC
2002-07-08,4.88,CLIC
2002-07-09,1.8,CLIC
2002-07-10,4.37,CLIC
2002-07-11,4.89,CLIC
2002-07-12,5.69,CLIC
2002-07-13,1.95,CLIC
2002-07-14,2.65,CLIC
2002-07-15,6.87,CLIC
2002-07-16,6.88,CLIC
2002-07-17,4.98,CLIC
2002-07-18,4.86,CLIC
2002-07-19,4.2,CLIC
2002-07-20,5.71,CLIC
2002-07-21,5.28,CLIC
2002-07-22,6.27,CLIC
2002-07-23,5.06,CLIC
2002-07-24,3.74,CLIC
2002-07-25,5.02,CLIC
2002-07-26,3.76,CLIC
2002-07-27,4.89,CLIC
2002-07-28,4.18,CLIC
2002-07-29,7.03,CLIC
2002-07-30,4.75,CLIC
2002-07-31,6.31,CLIC
2002-08-01,3.58,CLIC
2002-08-02,3.42,CLIC
2002-08-03,6.85,CLIC
2002-08-04,5.87,CLIC
2002-08-05,4.56,CLIC
2002-08-06,5.65,CLIC
2002-08-07,5.85,CLIC
2002-08-08,5.57,CLIC
2002-08-09,6.99,CLIC
2002-08-10,8.48,CLIC
2002-08-11,6.41,CLIC
2002-08-12,6.62,CLIC
2002-08-13,5.32,CLIC
2002-08-14,6.3,CLIC
2002-08-15,4.63,CLIC
2002-08-16,5.07,CLIC
2002-08-17,6.05,CLIC
2002-08-18,1.94,CLIC
2002-08-19,0.21,CLIC
2002-08-20,3.91,CLIC
2002-08-21,5.19,CLIC
2002-08-22,7.79,CLIC
2002-08-23,4.76,CLIC
2002-08-24,7.38,CLIC
2002-08-25,3.8,CLIC
2002-08-26,4.64,CLIC
2002-08-27,6.56,CLIC
2002-08-28,6.91,CLIC
2002-08-29,5.52,CLIC
2002-08-30,4.32,CLIC
2002-08-31,6.24,CLIC
2002-09-01,5.71,CLIC
2002-09-02,4.61,CLIC
2002-09-03,4.32,CLIC
2002-09-04,4.79,CLIC
2002-09-05,5.46,CLIC
2002-09-06,5.32,CLIC
2002-09-07,5.01,CLIC
2002-09-08,6.27,CLIC
2002-09-09,2.79,CLIC
2002-09-10,3.36,CLIC
2002-09-11,0.9,CLIC
2002-09-12,4.65,CLIC
2002-09-13,6.89,CLIC
2002-09-14,6.45,CLIC
2002-09-15,4.88,CLIC
2002-09-16,5.3,CLIC
2002-09-17,4.75,CLIC
2002-09-18,5.15,CLIC
2002-09-19,4.98,CLIC
2002-09-20,3.61,CLIC
2002-09-21,5.85,CLIC
2002-09-22,3.89,CLIC
2002-09-23,6.77,CLIC
2002-09-24,4.81,CLIC
2002-09-25,6.69,CLIC
2002-09-26,7.28,CLIC
2002-09-27,5.04,CLIC
2002-09-28,6.08,CLIC
2002-09-29,5.34,CLIC
2002-09-30,5.43,CLIC
2002-10-01,6.61,CLIC
2002-10-02,7.63,CLIC
2002-10-03,5.57,CLIC
2002-10-04,5.85,CLIC
2002-10-05,4.35,CLIC
2002-10-06,8.04,CLIC
2002-10-07,6.07,CLIC
2002-10-08,6.87,CLIC
2002-10-09,8.54,CLIC
2002-10-10,5.91,CLIC
2002-10-11,5.72,CLIC
2002-10-12,5.48,CLIC
2002-10-13,5.99,CLIC
2002-10-14,2.83,CLIC
2002-10-15,5.21,CLIC
2002-10-16,3.26,CLIC
2002-10-17,5.54,CLIC
2002-10-18,5.48,CLIC
2002-10-19,5.92,CLIC
2002-10-20,5.03,CLIC
2002-10-21,6.49,CLIC
2002-10-22,3.79,CLIC
2002-10-23,2.96,CLIC
2002-10-24,1.18,CLIC
2002-10-25,0.45,CLIC
2002-10-26,1.12,CLIC
2002-10-27,0.99,CLIC
2002-10-28,2.01,CLIC
2002-10-29,1.35,CLIC
2002-10-30,3.12,CLIC
2002-10-31,2.13,CLIC
2002-11-01,2.75,CLIC
2002-11-02,2.45,CLIC
2002-11-03,2.35,CLIC
2002-11-04,4.05,CLIC
2002-11-05,4.78,CLIC
2002-11-06,4.27,CLIC
2002-11-07,3.7,CLIC
2002-11-08,3.1,CLIC
2002-11-09,3.25,CLIC
2002-11-10,1.49,CLIC
2002-11-11,3.37,CLIC
2002-11-12,3.01,CLIC
2002-11-13,2.96,CLIC
2002-11-14,3.1,CLIC
2002-11-15,2.12,CLIC
2002-11-16,1.82,CLIC
2002-11-17,2.92,CLIC
2002-11-18,2.76,CLIC
2002-11-19,3.3,CLIC
2002-11-20,3.2,CLIC
2002-11-21,5.52,CLIC
2002-11-22,4.38,CLIC
2002-11-23,1.36,CLIC
2002-11-24,2.64,CLIC
2002-11-25,1.55,CLIC
2002-11-26,2.55,CLIC
2002-11-27,0.9,CLIC
2002-11-28,0.38,CLIC
2002-11-29,1.58,CLIC
2002-11-30,1.98,CLIC
2002-12-01,1.44,CLIC
2002-12-02,2.1,CLIC
2002-12-03,1.35,CLIC
2002-12-04,0.14,CLIC
2002-12-05,2.03,CLIC
2002-12-06,2.95,CLIC
2002-12-07,1.88,CLIC
2002-12-08,3.08,CLIC
2002-12-09,2.37,CLIC
2002-12-10,3.29,CLIC
2002-12-11,2.53,CLIC
2002-12-12,2.34,CLIC
2002-12-13,1.67,CLIC
2002-12-14,1.61,CLIC
2002-12-15,1.81,CLIC
2002-12-16,3.32,CLIC
2002-12-17,1.1,CLIC
2002-12-18,1.85,CLIC
2002-12-19,1.08,CLIC
2002-12-20,2.02,CLIC
2002-12-21,2.68,CLIC
2002-12-22,2.51,CLIC
2002-12-23,2.7,CLIC
2002-12-24,2.16,CLIC
2002-12-25,1.23,CLIC
2002-12-26,2.01,CLIC
2002-12-27,2.66,CLIC
2002-12-28,2.73,CLIC
2002-12-29,2.77,CLIC
2002-12-30,2.54,CLIC
2002-12-31,1.94,CLIC
2003-01-01,1.94,CLIC
2003-01-02,2.13,CLIC
