Estación: ,C19264,DR. COSS
2014-09-10,5.8,CLIC
2014-09-11,8.19,CLIC
2014-09-12,2.11,CLIC
2014-09-13,6.6,CLIC
2014-09-14,3,CLIC
2014-09-15,2.3,CLIC
2014-09-16,4,CLIC
2014-09-17,4.8,CLIC
2014-09-18,4.4,CLIC
2014-09-19,6.2,CLIC
2014-09-20,6.8,CLIC
2014-09-21,4,CLIC
2014-09-22,5,CLIC
2014-09-23,3.2,CLIC
2014-09-24,4.5,CLIC
2014-09-25,4.3,CLIC
2014-09-26,4.3,CLIC
2014-09-27,3.55,CLIC
2014-09-28,2.5,CLIC
2014-09-29,5.15,CLIC
2014-09-30,3.5,CLIC
2014-10-01,5.5,CLIC
2014-10-02,4.72,CLIC
2014-10-03,2.13,CLIC
2014-10-04,1.4,CLIC
2014-10-05,6.55,CLIC
2014-10-06,1.9,CLIC
2014-10-07,5.5,CLIC
2014-10-08,5.3,CLIC
2014-10-09,5.15,CLIC
2014-10-10,5.15,CLIC
2014-10-11,3.45,CLIC
2014-10-12,4.7,CLIC
2014-10-13,4.6,CLIC
2014-10-14,4.8,CLIC
2014-10-15,5.35,CLIC
2014-10-16,2.65,CLIC
2014-10-17,1.65,CLIC
2014-10-18,3.2,CLIC
2014-10-19,3.85,CLIC
2014-10-20,1.75,CLIC
2014-10-21,0.8,CLIC
2014-10-22,1.5,CLIC
2014-10-23,2.45,CLIC
2014-10-24,2,CLIC
2014-10-25,5.45,CLIC
2014-10-26,3.4,CLIC
2014-10-27,4.35,CLIC
2014-10-28,2.45,CLIC
2014-10-29,3.75,CLIC
2014-10-30,3.95,CLIC
2014-10-31,0.6,CLIC
2014-11-01,3.24,CLIC
2014-11-02,4.31,CLIC
2014-11-03,0.05,CLIC
2014-11-04,3.36,CLIC
2014-11-05,3.19,CLIC
2014-11-06,6.25,CLIC
2014-11-07,0.8,CLIC
2014-11-08,3.5,CLIC
2014-11-09,2.55,CLIC
2014-11-10,0.95,CLIC
2014-11-11,7.2,CLIC
2014-11-12,0.75,CLIC
2014-11-13,1.85,CLIC
2014-11-14,0.6,CLIC
2014-11-15,5.7,CLIC
2014-11-16,0.9,CLIC
2014-11-17,3.05,CLIC
2014-11-18,0.45,CLIC
2014-11-19,1,CLIC
2014-11-20,2.1,CLIC
2014-11-21,2,CLIC
2014-11-22,2.2,CLIC
2014-11-23,3.6,CLIC
2014-11-24,2.5,CLIC
2014-11-25,2.75,CLIC
2014-11-26,0.95,CLIC
2014-11-27,1,CLIC
2014-11-28,2.1,CLIC
2014-11-29,1.35,CLIC
2014-11-30,1.15,CLIC
2014-12-01,2.1,CLIC
2014-12-02,1,CLIC
2014-12-03,1.35,CLIC
2014-12-04,0.75,CLIC
2014-12-05,0.7,CLIC
2014-12-06,0.45,CLIC
2014-12-07,0.65,CLIC
2014-12-08,0.4,CLIC
2014-12-09,0.2,CLIC
2014-12-10,0.1,CLIC
2014-12-11,0.2,CLIC
2014-12-12,0.9,CLIC
2014-12-13,1.8,CLIC
2014-12-14,0.95,CLIC
2014-12-15,1.91,CLIC
2014-12-16,2.7,CLIC
2014-12-17,0.44,CLIC
2014-12-18,0.1,CLIC
2014-12-19,0.85,CLIC
2014-12-20,0.15,CLIC
2014-12-21,0.7,CLIC
2014-12-22,1.54,CLIC
2014-12-23,2.76,CLIC
2014-12-24,2.95,CLIC
2014-12-25,0.85,CLIC
2014-12-26,1.1,CLIC
2014-12-27,2.05,CLIC
2014-12-28,1.85,CLIC
2014-12-29,0.9,CLIC
2014-12-30,0.1,CLIC
2014-12-31,1.8,CLIC
2015-01-01,0.13,CLIC
2015-01-02,0.75,CLIC
2015-01-03,0.22,CLIC
2015-01-04,0.6,CLIC
2015-01-05,1.05,CLIC
2015-01-06,0.55,CLIC
2015-01-07,0.55,CLIC
2015-01-08,2,CLIC
2015-01-09,0.34,CLIC
2015-01-10,1.06,CLIC
2015-01-11,1.1,CLIC
2015-01-12,0.8,CLIC
2015-01-13,0.2,CLIC
2015-01-14,0.7,CLIC
2015-01-15,0.95,CLIC
2015-01-16,1.15,CLIC
2015-01-17,0.85,CLIC
2015-01-18,2,CLIC
2015-01-19,1.3,CLIC
2015-01-20,1.66,CLIC
2015-01-21,1.34,CLIC
2015-01-22,3.7,CLIC
2015-01-23,1.2,CLIC
2015-01-24,1.1,CLIC
2015-01-25,1.7,CLIC
2015-01-26,2.8,CLIC
2015-01-27,1.28,CLIC
2015-01-28,2.09,CLIC
2015-01-29,2.18,CLIC
2015-01-30,2.95,CLIC
2015-01-31,1,CLIC
2015-02-01,0.6,CLIC
2015-02-02,0.8,CLIC
2015-02-03,1,CLIC
2015-02-04,1.9,CLIC
2015-02-05,0.2,CLIC
2015-02-06,0.15,CLIC
2015-02-07,0.25,CLIC
2015-02-08,4.3,CLIC
2015-02-09,2.75,CLIC
2015-02-10,4.15,CLIC
2015-02-11,4.1,CLIC
2015-02-12,1.9,CLIC
2015-02-13,0.9,CLIC
2015-02-14,2.1,CLIC
2015-02-15,1.65,CLIC
2015-02-16,1.55,CLIC
2015-02-17,3.7,CLIC
2015-02-18,3.64,CLIC
2015-02-19,1.56,CLIC
2015-02-20,4.15,CLIC
2015-02-21,3.45,CLIC
2015-02-22,2.54,CLIC
2015-02-23,0.66,CLIC
2015-02-24,0.4,CLIC
2015-02-25,2.5,CLIC
2015-02-26,2.8,CLIC
2015-02-27,1.35,CLIC
2015-02-28,2.05,CLIC
2015-03-01,1.88,CLIC
2015-03-02,1.27,CLIC
2015-03-03,1.35,CLIC
2015-03-04,3.1,CLIC
2015-03-05,1.5,CLIC
2015-03-06,1.9,CLIC
2015-03-07,1.4,CLIC
2015-03-08,1.9,CLIC
2015-03-09,0.6,CLIC
2015-03-10,3.1,CLIC
2015-03-11,1.75,CLIC
2015-03-12,2.05,CLIC
2015-03-13,1.2,CLIC
2015-03-14,0.9,CLIC
2015-03-15,1.2,CLIC
2015-03-16,1.01,CLIC
2015-03-17,2.86,CLIC
2015-03-18,1.63,CLIC
2015-03-19,0.6,CLIC
2015-03-20,2.2,CLIC
2015-03-21,1.1,CLIC
2015-03-22,2.15,CLIC
2015-03-23,4.95,CLIC
2015-03-24,4.5,CLIC
2015-03-25,1.9,CLIC
2015-03-26,4.4,CLIC
2015-03-27,4.65,CLIC
2015-03-28,4.95,CLIC
2015-03-29,6,CLIC
2015-03-30,5.95,CLIC
2015-03-31,2.02,CLIC
2015-04-01,8.33,CLIC
2015-04-02,0.7,CLIC
2015-04-03,2.9,CLIC
2015-04-04,1.3,CLIC
2015-04-05,2.9,CLIC
2015-04-06,1.4,CLIC
2015-04-07,6.3,CLIC
2015-04-08,0.8,CLIC
2015-04-09,6.7,CLIC
2015-04-10,1.9,CLIC
2015-04-11,5.1,CLIC
2015-04-12,3.16,CLIC
2015-04-13,3.11,CLIC
2015-04-14,3.33,CLIC
2015-04-15,1.1,CLIC
2015-04-16,2.4,CLIC
2015-04-17,3.3,CLIC
2015-04-18,3.6,CLIC
2015-04-19,2.95,CLIC
2015-04-20,2.95,CLIC
2015-04-21,0.55,CLIC
2015-04-22,0.6,CLIC
2015-04-23,4.76,CLIC
2015-04-24,5.76,CLIC
2015-04-25,3.29,CLIC
2015-04-26,5.05,CLIC
2015-04-27,8.9,CLIC
2015-04-28,6.5,CLIC
2015-04-29,5.3,CLIC
2015-04-30,6.05,CLIC
2015-05-01,5.85,CLIC
2015-05-02,3.85,CLIC
2015-05-03,3.8,CLIC
2015-05-04,1.65,CLIC
2015-05-05,5.4,CLIC
2015-05-06,2.15,CLIC
2015-05-07,4.75,CLIC
2015-05-08,3.2,CLIC
2015-05-09,6.66,CLIC
2015-05-10,4.94,CLIC
2015-05-11,1.47,CLIC
2015-05-12,4.88,CLIC
2015-05-13,4.12,CLIC
2015-05-14,2.85,CLIC
2015-05-15,4.15,CLIC
2015-05-16,6.15,CLIC
2015-05-17,2.9,CLIC
2015-05-18,6.45,CLIC
2015-05-19,3.75,CLIC
2015-05-20,4.05,CLIC
2015-05-21,1.25,CLIC
2015-05-22,5.1,CLIC
2015-05-23,1.43,CLIC
2015-05-24,3.17,CLIC
2015-05-25,2.2,CLIC
2015-05-26,1.2,CLIC
2015-05-27,7.7,CLIC
2015-05-28,3.85,CLIC
2015-05-29,4.3,CLIC
2015-05-30,0.8,CLIC
2015-05-31,2.01,CLIC
2015-06-01,5.24,CLIC
2015-06-02,2.84,CLIC
2015-06-03,6.12,CLIC
2015-06-04,3.8,CLIC
2015-06-05,7.19,CLIC
2015-06-06,4.51,CLIC
2015-06-07,7.92,CLIC
2015-06-08,6.45,CLIC
2015-06-09,8.72,CLIC
2015-06-10,3.92,CLIC
2015-06-11,4.59,CLIC
2015-06-12,4.61,CLIC
2015-06-13,6.33,CLIC
2015-06-14,6.22,CLIC
2015-06-15,8.8,CLIC
2015-06-16,4.29,CLIC
2015-06-17,7.06,CLIC
2015-06-18,1,CLIC
2015-06-19,5.7,CLIC
2015-06-20,8.1,CLIC
2015-06-21,2.5,CLIC
2015-06-22,2.05,CLIC
2015-06-23,4.69,CLIC
2015-06-24,2.96,CLIC
2015-06-25,8.25,CLIC
2015-06-26,9.24,CLIC
2015-06-27,4.1,CLIC
2015-06-28,5.05,CLIC
2015-06-29,6.26,CLIC
2015-06-30,1.5,CLIC
2015-07-01,6.34,CLIC
2015-07-02,6.81,CLIC
2015-07-03,5.3,CLIC
2015-07-04,9.15,CLIC
2015-07-05,3.45,CLIC
2015-07-06,7.3,CLIC
2015-07-07,6.95,CLIC
2015-07-08,7.5,CLIC
2015-07-09,-0.85,CLIC
2015-07-10,18.2,CLIC
2015-07-11,8.25,CLIC
2015-07-12,9.13,CLIC
2015-07-13,7.37,CLIC
2015-07-14,7.26,CLIC
2015-07-15,9.84,CLIC
2015-07-16,7.95,CLIC
2015-07-17,7.98,CLIC
2015-07-18,8.72,CLIC
2015-07-19,8.75,CLIC
2015-07-20,9.9,CLIC
2015-07-21,6.3,CLIC
2015-07-22,8.7,CLIC
2015-07-23,10.42,CLIC
2015-07-24,5.61,CLIC
2015-07-25,8.11,CLIC
2015-07-26,10.36,CLIC
2015-07-27,6.7,CLIC
2015-07-28,8.79,CLIC
2015-07-29,8.61,CLIC
2015-07-30,8.9,CLIC
2015-07-31,4.68,CLIC
2015-08-01,8.62,CLIC
2015-08-02,6.25,CLIC
2015-08-03,7.55,CLIC
2015-08-04,8.8,CLIC
2015-08-05,6.8,CLIC
2015-08-06,10.5,CLIC
2015-08-07,9.25,CLIC
2015-08-08,10.78,CLIC
2015-08-09,6.07,CLIC
2015-08-10,7.8,CLIC
2015-08-11,8.75,CLIC
2015-08-12,6.86,CLIC
2015-08-13,9.7,CLIC
2015-08-14,8.71,CLIC
2015-08-15,7.98,CLIC
2015-08-16,6.95,CLIC
2015-08-17,7.1,CLIC
2015-08-18,8.08,CLIC
2015-08-19,8.02,CLIC
2015-08-20,4.8,CLIC
2015-08-21,10.47,CLIC
2015-08-22,8.73,CLIC
2015-08-23,5.63,CLIC
2015-08-24,7.43,CLIC
2015-08-25,7.24,CLIC
2015-08-26,6.35,CLIC
2015-08-27,9.15,CLIC
2015-08-28,6.93,CLIC
2015-08-29,7.16,CLIC
2015-08-30,6.75,CLIC
2015-08-31,10.68,CLIC
2015-09-01,3.51,CLIC
2015-09-02,4.79,CLIC
2015-09-03,6.9,CLIC
2015-09-04,7.7,CLIC
2015-09-05,7.08,CLIC
2015-09-06,8.69,CLIC
2015-09-07,8.93,CLIC
2015-09-08,9.28,CLIC
2015-09-09,8.02,CLIC
2015-09-10,4.5,CLIC
2015-09-11,8,CLIC
2015-09-12,0.7,CLIC
2015-09-13,6.7,CLIC
2015-09-14,2.25,CLIC
2015-09-15,4.35,CLIC
2015-09-16,2.44,CLIC
2015-09-17,4.91,CLIC
2015-09-18,11.25,CLIC
2015-09-19,2.34,CLIC
2015-09-20,5.4,CLIC
2015-09-21,5.06,CLIC
2015-09-22,5.4,CLIC
2015-09-23,5.4,CLIC
2015-09-24,7.08,CLIC
2015-09-25,2.72,CLIC
2015-09-26,7.5,CLIC
2015-09-27,5.49,CLIC
2015-09-28,4.36,CLIC
2015-09-29,6,CLIC
2015-09-30,5.85,CLIC
2015-10-01,5.7,CLIC
2015-10-02,7.1,CLIC
2015-10-03,7.18,CLIC
2015-10-04,5.12,CLIC
2015-10-05,4.9,CLIC
2015-10-06,5.34,CLIC
2015-10-07,3.03,CLIC
2015-10-08,4.49,CLIC
2015-10-09,1.94,CLIC
2015-10-10,3.2,CLIC
2015-10-11,4.95,CLIC
2015-10-12,4.24,CLIC
2015-10-13,6.62,CLIC
2015-10-14,2.65,CLIC
2015-10-15,4.02,CLIC
2015-10-16,4.32,CLIC
2015-10-17,5.03,CLIC
2015-10-18,3.6,CLIC
2015-10-19,3.27,CLIC
2015-10-20,3.4,CLIC
2015-10-21,3.89,CLIC
2015-10-22,4.56,CLIC
2015-10-23,3.15,CLIC
2015-10-24,6.99,CLIC
2015-10-25,4.89,CLIC
2015-10-26,6.34,CLIC
2015-10-27,5.35,CLIC
2015-10-28,3.69,CLIC
2015-10-29,2.81,CLIC
2015-10-30,2,CLIC
2015-10-31,1.88,CLIC
2015-11-01,2.41,CLIC
2015-11-02,3.3,CLIC
2015-11-03,1.96,CLIC
2015-11-04,3.16,CLIC
2015-11-05,3.28,CLIC
2015-11-06,2.58,CLIC
2015-11-07,1.86,CLIC
2015-11-08,0.5,CLIC
2015-11-09,0.6,CLIC
2015-11-10,3.1,CLIC
2015-11-11,5.34,CLIC
2015-11-12,0.16,CLIC
2015-11-13,0.15,CLIC
2015-11-14,1.6,CLIC
2015-11-15,1.7,CLIC
2015-11-16,1.29,CLIC
2015-11-17,1.43,CLIC
2015-11-18,3.13,CLIC
2015-11-19,0.55,CLIC
2015-11-20,2.25,CLIC
2015-11-21,3.9,CLIC
2015-11-22,2.2,CLIC
2015-11-23,3,CLIC
2015-11-24,0.89,CLIC
2015-11-25,2.31,CLIC
2015-11-26,2.8,CLIC
2015-11-27,1.74,CLIC
2015-11-28,0.91,CLIC
2015-11-29,0.91,CLIC
2015-11-30,1.01,CLIC
2015-12-01,1.23,CLIC
2015-12-02,0.35,CLIC
2015-12-03,1.75,CLIC
2015-12-04,1.73,CLIC
2015-12-05,1.33,CLIC
2015-12-06,1.14,CLIC
2015-12-07,1.84,CLIC
2015-12-08,2.04,CLIC
2015-12-09,1.32,CLIC
2015-12-10,2.1,CLIC
2015-12-11,2.99,CLIC
2015-12-12,0.51,CLIC
2015-12-13,0.89,CLIC
2015-12-14,1.9,CLIC
2015-12-15,4.07,CLIC
2015-12-16,3.74,CLIC
2015-12-17,3.95,CLIC
2015-12-18,1.19,CLIC
2015-12-19,1.16,CLIC
2015-12-20,2.38,CLIC
2015-12-21,0.99,CLIC
2015-12-22,0.78,CLIC
2015-12-23,3.75,CLIC
2015-12-24,1.83,CLIC
2015-12-25,1.18,CLIC
2015-12-26,4.18,CLIC
2015-12-27,3.66,CLIC
2015-12-28,2.05,CLIC
2015-12-29,1.71,CLIC
2015-12-30,1.7,CLIC
2015-12-31,1.95,CLIC
2016-01-01,0.57,CLIC
2016-01-02,0.1,CLIC
2016-01-03,0.73,CLIC
2016-01-04,1.74,CLIC
2016-01-05,0.35,CLIC
2016-01-06,1.68,CLIC
2016-01-07,1.1,CLIC
2016-01-08,0.99,CLIC
2016-01-09,1.9,CLIC
2016-01-10,1.47,CLIC
2016-01-11,0.42,CLIC
2016-01-12,1.05,CLIC
2016-01-13,0.21,CLIC
2016-01-14,0.31,CLIC
2016-01-15,3.08,CLIC
2016-01-16,5.27,CLIC
2016-01-17,1.95,CLIC
2016-01-18,2.95,CLIC
2016-01-19,1.47,CLIC
2016-01-20,1.03,CLIC
2016-01-21,5.65,CLIC
2016-01-22,3.15,CLIC
2016-01-23,0.7,CLIC
2016-01-24,2.18,CLIC
2016-01-25,3.16,CLIC
2016-01-26,0.16,CLIC
2016-01-27,1.8,CLIC
2016-01-28,1.85,CLIC
2016-01-29,2.45,CLIC
2016-01-30,1.9,CLIC
2016-01-31,2.85,CLIC
2016-02-01,4.74,CLIC
2016-02-02,5.45,CLIC
2016-02-03,4.34,CLIC
2016-02-04,1.09,CLIC
2016-02-05,3.07,CLIC
2016-02-06,3.05,CLIC
2016-02-07,2.56,CLIC
2016-02-08,3.85,CLIC
2016-02-09,3.4,CLIC
2016-02-10,3.85,CLIC
2016-02-11,4.6,CLIC
2016-02-12,5.02,CLIC
2016-02-13,4.55,CLIC
2016-02-14,1.69,CLIC
2016-02-15,5.94,CLIC
2016-02-16,4.49,CLIC
2016-02-17,3.61,CLIC
2016-02-18,4.45,CLIC
2016-02-19,4.33,CLIC
2016-02-20,5.22,CLIC
2016-02-21,2.63,CLIC
2016-02-22,3.37,CLIC
2016-02-23,2.64,CLIC
2016-02-24,5.89,CLIC
2016-02-25,6.05,CLIC
2016-02-26,6.06,CLIC
2016-02-27,2.26,CLIC
2016-02-28,3.96,CLIC
2016-02-29,3.07,CLIC
2016-03-01,5.97,CLIC
2016-03-02,2.67,CLIC
2016-03-03,7.66,CLIC
2016-03-04,4.42,CLIC
2016-03-05,2.15,CLIC
2016-03-06,5.29,CLIC
2016-03-07,3.61,CLIC
2016-03-08,7.4,CLIC
2016-03-09,3.84,CLIC
2016-03-10,1.94,CLIC
2016-03-11,1.12,CLIC
2016-03-12,5.45,CLIC
2016-03-13,5.05,CLIC
2016-03-14,4.44,CLIC
2016-03-15,3.41,CLIC
2016-03-16,0.85,CLIC
2016-03-17,2.26,CLIC
2016-03-18,5.24,CLIC
2016-03-19,4.84,CLIC
2016-03-20,4.06,CLIC
2016-03-21,4.7,CLIC
2016-03-22,7.9,CLIC
2016-03-23,6.1,CLIC
2016-03-24,8.3,CLIC
2016-03-25,4.2,CLIC
2016-03-26,1.3,CLIC
2016-03-27,5.25,CLIC
2016-03-28,3.75,CLIC
2016-03-29,1.9,CLIC
2016-03-30,2.35,CLIC
2016-03-31,6.84,CLIC
2016-04-01,8.94,CLIC
2016-04-02,2.82,CLIC
2016-04-03,5.24,CLIC
2016-04-04,7.66,CLIC
2016-04-05,5.1,CLIC
2016-04-06,3.97,CLIC
2016-04-07,4.13,CLIC
2016-04-08,2,CLIC
2016-04-09,2.32,CLIC
2016-04-10,3.08,CLIC
2016-04-11,5.1,CLIC
2016-04-12,1.14,CLIC
2016-04-13,2.5,CLIC
2016-04-14,3.41,CLIC
2016-04-15,3.8,CLIC
2016-04-16,4.69,CLIC
2016-04-26,4.91,CLIC
2016-04-27,5.59,CLIC
2016-04-28,6.38,CLIC
2016-04-29,2.07,CLIC
2016-04-30,4.5,CLIC
2016-05-01,5.1,CLIC
2016-05-02,5.27,CLIC
2016-05-03,1.93,CLIC
2016-05-04,5.5,CLIC
2016-05-05,7.65,CLIC
2016-05-06,6.41,CLIC
2016-05-07,5.09,CLIC
2016-05-08,5.25,CLIC
2016-05-09,4.3,CLIC
2016-05-10,7.1,CLIC
2016-05-11,3.96,CLIC
2016-05-12,3.64,CLIC
2016-05-13,4.9,CLIC
2016-05-14,3.22,CLIC
2016-05-15,2.88,CLIC
2016-05-16,6.01,CLIC
2016-05-17,8.79,CLIC
2016-05-18,3.85,CLIC
2016-05-19,3.65,CLIC
2016-05-20,0.9,CLIC
2016-05-21,2.34,CLIC
2016-05-22,3.86,CLIC
2016-05-23,2.9,CLIC
2016-05-24,7.45,CLIC
2016-05-25,2.6,CLIC
2016-05-26,4.85,CLIC
2016-05-27,5.6,CLIC
2016-05-28,3.35,CLIC
2016-05-29,5,CLIC
2016-05-30,2.35,CLIC
2016-06-03,6.6,CLIC
2016-06-04,8.4,CLIC
2016-06-05,4.35,CLIC
2016-06-06,7.47,CLIC
2016-06-07,8.13,CLIC
2016-06-08,10.15,CLIC
2016-06-09,6.78,CLIC
2016-06-10,5.77,CLIC
2016-06-11,3.23,CLIC
2016-06-12,5.87,CLIC
2016-06-13,8.24,CLIC
2016-06-14,7.51,CLIC
2016-06-15,9.35,CLIC
2016-06-16,7.27,CLIC
2016-06-17,8.31,CLIC
2016-06-18,7.92,CLIC
2016-06-19,5.49,CLIC
2016-06-20,1.81,CLIC
2016-06-21,5.1,CLIC
2016-06-22,10.27,CLIC
2016-06-23,5.43,CLIC
2016-06-24,10,CLIC
2016-06-25,5.3,CLIC
2016-06-26,4.8,CLIC
2016-06-27,7.06,CLIC
2016-06-28,7.64,CLIC
2016-06-29,9.45,CLIC
2016-06-30,6.9,CLIC
2016-07-01,8.52,CLIC
2016-07-02,9.19,CLIC
2016-07-03,8.7,CLIC
2016-07-04,9.56,CLIC
2016-07-05,10.47,CLIC
2016-07-06,9.19,CLIC
2016-07-07,7.97,CLIC
2016-07-08,5.1,CLIC
2016-07-09,10.07,CLIC
2016-07-10,8.93,CLIC
2016-07-11,9.52,CLIC
2016-07-12,10.83,CLIC
2016-07-13,10.05,CLIC
2016-07-14,9.95,CLIC
2016-07-15,10.04,CLIC
2016-07-16,10.86,CLIC
2016-07-17,8.55,CLIC
2016-07-18,8.83,CLIC
2016-07-19,5.52,CLIC
2016-07-20,7.3,CLIC
2016-07-21,4.2,CLIC
2016-07-22,8.15,CLIC
2016-07-23,8.5,CLIC
2016-07-24,9.95,CLIC
2016-07-25,10.33,CLIC
2016-07-26,5.72,CLIC
2016-07-27,7.05,CLIC
2016-07-28,8.35,CLIC
2016-07-29,9.09,CLIC
2016-07-30,7.95,CLIC
2016-07-31,8.56,CLIC
2016-08-01,9.68,CLIC
2016-08-02,9.07,CLIC
2016-08-03,9.85,CLIC
2016-08-04,10,CLIC
2016-08-05,9.33,CLIC
2016-08-06,7.34,CLIC
2016-08-07,9.14,CLIC
2016-08-08,11.09,CLIC
2016-08-09,8.63,CLIC
2016-08-10,9.95,CLIC
2016-08-11,9.19,CLIC
2016-08-12,9.69,CLIC
2016-08-13,6.91,CLIC
2016-08-14,8.03,CLIC
2016-08-15,3.93,CLIC
2016-08-16,6.08,CLIC
2016-08-17,9.21,CLIC
2016-08-18,9.57,CLIC
2016-08-19,8.21,CLIC
2016-08-20,3.77,CLIC
2016-08-21,2.49,CLIC
2016-08-22,8.29,CLIC
2016-08-23,8.55,CLIC
2016-08-24,7.99,CLIC
2016-08-25,6.2,CLIC
2016-08-26,7.01,CLIC
2016-08-27,7.65,CLIC
2016-08-28,5.59,CLIC
2016-08-29,6.16,CLIC
2016-08-30,4.38,CLIC
2016-08-31,2.02,CLIC
2016-09-01,4.1,CLIC
2016-09-02,3.1,CLIC
2016-09-03,3.99,CLIC
2016-09-04,4.21,CLIC
2016-09-05,6.4,CLIC
2016-09-06,5.35,CLIC
2016-09-07,9.15,CLIC
2016-09-08,5.65,CLIC
2016-09-09,6.79,CLIC
2016-09-10,6.2,CLIC
2016-09-11,6.36,CLIC
2016-09-12,5.89,CLIC
2016-09-13,7.01,CLIC
2016-09-14,5.82,CLIC
2016-09-15,7.57,CLIC
2016-09-16,4.28,CLIC
2016-09-17,7.68,CLIC
2016-09-18,5.2,CLIC
2016-09-19,6.48,CLIC
2016-09-20,6.7,CLIC
2016-09-21,7.22,CLIC
2016-09-22,5.25,CLIC
2016-09-23,6.41,CLIC
2016-09-24,5.09,CLIC
2016-09-25,1.78,CLIC
2016-09-26,0.96,CLIC
2016-09-27,5.5,CLIC
2016-09-28,1.4,CLIC
2016-09-29,3.88,CLIC
2016-09-30,5.5,CLIC
2016-10-01,2.02,CLIC
2016-10-02,1.8,CLIC
2016-10-03,3.55,CLIC
2016-10-04,4.05,CLIC
2016-10-05,4.53,CLIC
2016-10-06,5.14,CLIC
2016-10-07,5.48,CLIC
2016-10-08,2.43,CLIC
2016-10-09,5.96,CLIC
2016-10-10,3.06,CLIC
2016-10-11,3.6,CLIC
2016-10-12,4.47,CLIC
2016-10-13,4.48,CLIC
2016-10-14,4.53,CLIC
2016-10-15,4.76,CLIC
2016-10-16,2.9,CLIC
2016-10-17,4.1,CLIC
2016-10-18,4.52,CLIC
2016-10-19,4.77,CLIC
2016-10-20,9.12,CLIC
2016-10-21,4.2,CLIC
2016-10-22,2.83,CLIC
2016-10-23,1.31,CLIC
2016-10-24,3.66,CLIC
2016-10-25,2.45,CLIC
2016-10-26,2.5,CLIC
2016-10-27,3.82,CLIC
2016-10-28,2.08,CLIC
2016-10-29,2.99,CLIC
2016-10-30,1.71,CLIC
2016-10-31,1.3,CLIC
2016-11-01,5.01,CLIC
2016-11-02,3.33,CLIC
2016-11-03,1.9,CLIC
2016-11-04,0.56,CLIC
2016-11-05,2.3,CLIC
2016-11-06,0.85,CLIC
2016-11-07,2.29,CLIC
2016-11-08,0.69,CLIC
2016-11-09,2.82,CLIC
2016-11-10,0.15,CLIC
2016-11-11,1.26,CLIC
2016-11-12,1.04,CLIC
2016-11-13,0.1,CLIC
2016-11-14,0.2,CLIC
2016-11-15,1.93,CLIC
2016-11-16,2.84,CLIC
2016-11-17,1.95,CLIC
2016-11-18,4.82,CLIC
2016-11-19,2.34,CLIC
2016-11-20,2.47,CLIC
2016-11-21,0.85,CLIC
2016-11-22,3.42,CLIC
2016-11-23,1.38,CLIC
2016-11-24,1.84,CLIC
2016-11-25,2.75,CLIC
2016-11-26,0.17,CLIC
2016-11-27,2.88,CLIC
2016-11-28,4.76,CLIC
2016-11-29,2.6,CLIC
2016-11-30,1.77,CLIC
2016-12-01,1.36,CLIC
2016-12-02,1.17,CLIC
2016-12-03,2.96,CLIC
2016-12-04,2.49,CLIC
2016-12-05,4.82,CLIC
2016-12-06,1.5,CLIC
2016-12-07,0.25,CLIC
2016-12-08,1.75,CLIC
2016-12-09,0.6,CLIC
2016-12-10,0.8,CLIC
2016-12-11,2.52,CLIC
2016-12-12,0.23,CLIC
2016-12-13,1.41,CLIC
2016-12-14,0.29,CLIC
2016-12-15,0.42,CLIC
2016-12-16,0.03,CLIC
2016-12-17,1.73,CLIC
2016-12-18,5.32,CLIC
2016-12-19,1.4,CLIC
2016-12-20,0.94,CLIC
2016-12-21,0.41,CLIC
2016-12-22,1.15,CLIC
2016-12-23,1.05,CLIC
2016-12-24,1.37,CLIC
2016-12-25,2.1,CLIC
2016-12-26,1.89,CLIC
2016-12-27,1.13,CLIC
2016-12-28,3.53,CLIC
2016-12-29,2.76,CLIC
2016-12-30,2.02,CLIC
2016-12-31,2.15,CLIC
2017-01-01,0.41,CLIC
2017-01-02,2.2,CLIC
2017-01-03,3.68,CLIC
2017-01-04,3.34,CLIC
2017-01-05,1.28,CLIC
2017-01-06,3.53,CLIC
2017-01-07,2.96,CLIC
2017-01-08,0.39,CLIC
2017-01-09,1.42,CLIC
2017-01-10,4.52,CLIC
2017-01-11,2.58,CLIC
2017-01-12,0.89,CLIC
2017-01-13,2.31,CLIC
2017-01-14,3.14,CLIC
2017-01-15,3.34,CLIC
2017-01-16,1.77,CLIC
2017-01-17,1.4,CLIC
2017-01-18,0.69,CLIC
2017-01-19,0.46,CLIC
2017-01-20,0.8,CLIC
2017-01-21,0.5,CLIC
2017-01-22,10.45,CLIC
2017-01-23,2.98,CLIC
2017-01-24,3.53,CLIC
2017-01-25,4.07,CLIC
2017-01-26,3.22,CLIC
2017-01-27,0.05,CLIC
2017-01-28,1.5,CLIC
2017-01-29,0.2,CLIC
2017-01-30,3.73,CLIC
2017-01-31,1.24,CLIC
2017-02-01,2.28,CLIC
2017-02-02,2.67,CLIC
2017-02-03,0.53,CLIC
2017-02-04,1.69,CLIC
2017-02-05,1.88,CLIC
2017-02-06,2.19,CLIC
2017-02-07,1.81,CLIC
2017-02-08,6.43,CLIC
2017-02-09,0.7,CLIC
2017-02-10,2.2,CLIC
2017-02-11,3.97,CLIC
2017-02-12,5.48,CLIC
2017-02-13,4.65,CLIC
