Estación: ,C19039,LAS ENRAMADAS.
1956-01-06,3.5,CLIC
1956-01-07,3.3,CLIC
1956-01-08,2.5,CLIC
1956-01-09,4.1,CLIC
1956-01-10,5.6,CLIC
1956-01-11,6.7,CLIC
1956-01-12,3.1,CLIC
1956-01-13,3.9,CLIC
1956-01-14,3.3,CLIC
1956-01-15,4.2,CLIC
1956-01-16,5.1,CLIC
1956-01-17,3,CLIC
1956-01-18,3.2,CLIC
1956-01-19,1.9,CLIC
1956-01-20,1.6,CLIC
1956-01-21,2.4,CLIC
1956-01-22,2.2,CLIC
1956-01-23,3.1,CLIC
1956-01-24,3.3,CLIC
1956-01-25,1,CLIC
1956-01-26,3.1,CLIC
1956-01-27,2.5,CLIC
1956-01-28,3.4,CLIC
1956-01-29,4.3,CLIC
1956-01-30,2.5,CLIC
1956-01-31,3.8,CLIC
1956-02-01,2.8,CLIC
1956-02-02,1.2,CLIC
1956-02-03,3,CLIC
1956-02-04,3.1,CLIC
1956-02-05,2.2,CLIC
1956-02-06,3.8,CLIC
1956-02-07,2.9,CLIC
1956-02-08,2.8,CLIC
1956-02-09,2.5,CLIC
1956-02-10,2.9,CLIC
1956-02-11,4.4,CLIC
1956-02-12,3.3,CLIC
1956-02-13,5.3,CLIC
1956-02-14,6.1,CLIC
1956-02-15,7.8,CLIC
1956-02-16,4.1,CLIC
1956-02-17,3.9,CLIC
1956-02-18,4.3,CLIC
1956-02-19,4.7,CLIC
1956-02-20,2.8,CLIC
1956-02-21,2.3,CLIC
1956-02-22,4.2,CLIC
1956-02-23,4,CLIC
1956-02-24,5.9,CLIC
1956-02-25,3.4,CLIC
1956-02-26,3,CLIC
1956-02-27,3.1,CLIC
1956-02-28,3.4,CLIC
1956-02-29,2.4,CLIC
1956-03-01,5.8,CLIC
1956-03-02,5.2,CLIC
1956-03-03,6,CLIC
1956-03-04,6.3,CLIC
1956-03-05,5.3,CLIC
1956-03-06,4.5,CLIC
1956-03-07,8.4,CLIC
1956-03-08,3.1,CLIC
1956-03-09,4.1,CLIC
1956-03-10,5.6,CLIC
1956-03-11,4.8,CLIC
1956-03-12,5.1,CLIC
1956-03-13,2.5,CLIC
1956-03-14,2.8,CLIC
1956-03-15,5.7,CLIC
1956-03-16,6.9,CLIC
1956-03-17,2.9,CLIC
1956-03-18,7.3,CLIC
1956-03-19,3.1,CLIC
1956-03-20,5.1,CLIC
1956-03-21,5.8,CLIC
1956-03-22,5.8,CLIC
1956-03-23,7.8,CLIC
1956-03-24,5.3,CLIC
1956-03-25,5.2,CLIC
1956-03-26,4.9,CLIC
1956-03-27,4.3,CLIC
1956-03-28,6.9,CLIC
1956-03-29,4.3,CLIC
1956-03-30,5,CLIC
1956-03-31,6.5,CLIC
1956-04-01,6.2,CLIC
1956-04-02,6.4,CLIC
1956-04-03,7.2,CLIC
1956-04-04,6.8,CLIC
1956-04-05,9.2,CLIC
1956-04-06,7.7,CLIC
1956-04-07,6.7,CLIC
1956-04-08,4.1,CLIC
1956-04-09,8.9,CLIC
1956-04-10,7,CLIC
1956-04-11,7.8,CLIC
1956-04-12,8,CLIC
1956-04-13,6.2,CLIC
1956-04-14,7.8,CLIC
1956-04-15,6.4,CLIC
1956-04-16,7.7,CLIC
1956-04-17,5.8,CLIC
1956-04-18,7.1,CLIC
1956-04-19,5.6,CLIC
1956-04-20,6.1,CLIC
1956-04-21,5,CLIC
1956-04-22,3.8,CLIC
1956-04-23,4.5,CLIC
1956-04-24,4.7,CLIC
1956-04-25,3.3,CLIC
1956-04-26,5.7,CLIC
1956-04-27,7.2,CLIC
1956-04-28,5.9,CLIC
1956-04-29,4.1,CLIC
1956-04-30,4.9,CLIC
1956-05-01,9.2,CLIC
1956-05-02,6.8,CLIC
1956-05-03,4.2,CLIC
1956-05-04,3.9,CLIC
1956-05-05,7.4,CLIC
1956-05-06,4.6,CLIC
1956-05-07,4.4,CLIC
1956-05-08,5.5,CLIC
1956-05-09,5.2,CLIC
1956-05-10,5.7,CLIC
1956-05-11,6.5,CLIC
1956-05-12,8,CLIC
1956-05-13,5.3,CLIC
1956-05-14,6.5,CLIC
1956-05-15,6.5,CLIC
1956-05-16,4.4,CLIC
1956-05-17,6.6,CLIC
1956-05-18,6.1,CLIC
1956-05-19,6.3,CLIC
1956-05-20,7.8,CLIC
1956-05-21,5.3,CLIC
1956-05-22,5.8,CLIC
1956-05-23,5.4,CLIC
1956-05-24,6.8,CLIC
1956-05-25,5.9,CLIC
1956-05-26,6.2,CLIC
1956-05-27,6.8,CLIC
1956-05-28,5.6,CLIC
1956-05-29,6.6,CLIC
1956-05-30,4.9,CLIC
1956-05-31,6.6,CLIC
1956-06-01,7,CLIC
1956-06-02,6.1,CLIC
1956-06-03,5.9,CLIC
1956-06-04,5.9,CLIC
1956-06-05,4.9,CLIC
1956-06-06,7.2,CLIC
1956-06-07,6.1,CLIC
1956-06-08,6.1,CLIC
1956-06-09,5.1,CLIC
1956-06-10,5.8,CLIC
1956-06-11,4.9,CLIC
1956-06-12,5.9,CLIC
1956-06-13,5.3,CLIC
1956-06-14,6.3,CLIC
1956-06-15,6.9,CLIC
1956-06-16,6.1,CLIC
1956-06-18,10,CLIC
1956-06-19,3.5,CLIC
1956-06-20,5.4,CLIC
1956-06-21,4.4,CLIC
1956-06-22,6.7,CLIC
1956-06-23,4.9,CLIC
1956-06-24,4.9,CLIC
1956-06-25,4.4,CLIC
1956-06-26,6.8,CLIC
1956-06-27,5.2,CLIC
1956-06-28,5.9,CLIC
1956-06-29,6.7,CLIC
1956-06-30,5.6,CLIC
1956-07-01,5.7,CLIC
1956-07-02,5.9,CLIC
1956-07-03,7.1,CLIC
1956-07-04,5.9,CLIC
1956-07-05,5.3,CLIC
1956-07-06,6.7,CLIC
1956-07-07,6.3,CLIC
1956-07-08,5.6,CLIC
1956-07-09,6.3,CLIC
1956-07-10,5.9,CLIC
1956-07-11,7.1,CLIC
1956-07-12,9.8,CLIC
1956-07-13,12,CLIC
1956-07-14,12.3,CLIC
1956-07-15,9.4,CLIC
1956-07-16,9,CLIC
1956-07-17,10.9,CLIC
1956-07-18,9.3,CLIC
1956-07-19,10,CLIC
1956-07-20,8.8,CLIC
1956-07-21,6.9,CLIC
1956-07-22,9.3,CLIC
1956-07-23,7.9,CLIC
1956-07-24,9.1,CLIC
1956-07-25,9,CLIC
1956-07-26,6.9,CLIC
1956-07-27,4.9,CLIC
1956-07-28,7.9,CLIC
1956-07-29,8.1,CLIC
1956-07-30,7.9,CLIC
1956-07-31,7.9,CLIC
1956-08-01,7,CLIC
1956-08-02,8.1,CLIC
1956-08-03,8.3,CLIC
1956-08-04,6.1,CLIC
1956-08-05,6.5,CLIC
1956-08-06,7.5,CLIC
1956-08-07,7.9,CLIC
1956-08-08,7.3,CLIC
1956-08-09,8.1,CLIC
1956-08-10,8.6,CLIC
1956-08-11,7.3,CLIC
1956-08-12,7.3,CLIC
1956-08-13,6.1,CLIC
1956-08-14,8,CLIC
1956-08-15,7.4,CLIC
1956-08-16,8,CLIC
1956-08-17,9.5,CLIC
1956-08-18,5.2,CLIC
1956-08-19,7.7,CLIC
1956-08-20,7.1,CLIC
1956-08-21,9.4,CLIC
1956-08-22,7,CLIC
1956-08-23,8.9,CLIC
1956-08-24,7.5,CLIC
1956-08-25,8,CLIC
1956-08-26,9,CLIC
1956-08-27,7.4,CLIC
1956-08-28,8.1,CLIC
1956-08-29,8.5,CLIC
1956-08-30,9.9,CLIC
1956-08-31,8.1,CLIC
1956-09-01,5.9,CLIC
1956-09-02,6.7,CLIC
1956-09-03,7.2,CLIC
1956-09-04,4.9,CLIC
1956-09-05,5.8,CLIC
1956-09-06,9.3,CLIC
1956-09-07,6.4,CLIC
1956-09-08,6,CLIC
1956-09-09,5.4,CLIC
1956-09-10,5.7,CLIC
1956-09-11,3.9,CLIC
1956-09-12,5.9,CLIC
1956-09-13,4.4,CLIC
1956-09-14,5,CLIC
1956-09-15,7.5,CLIC
1956-09-16,7,CLIC
1956-09-17,5.4,CLIC
1956-09-18,8.5,CLIC
1956-09-19,8,CLIC
1956-09-20,7.4,CLIC
1956-09-21,9.2,CLIC
1956-09-22,8.3,CLIC
1956-09-23,7.8,CLIC
1956-09-24,9.1,CLIC
1956-09-25,7,CLIC
1956-09-26,5.6,CLIC
1956-09-27,4.1,CLIC
1956-09-28,5.5,CLIC
1956-09-29,6.8,CLIC
1956-09-30,2.1,CLIC
1956-10-01,4.1,CLIC
1956-10-02,5.9,CLIC
1956-10-03,5.9,CLIC
1956-10-04,6.5,CLIC
1956-10-05,5.9,CLIC
1956-10-06,6.8,CLIC
1956-10-07,4.3,CLIC
1956-10-08,4.5,CLIC
1956-10-09,6.4,CLIC
1956-10-10,5,CLIC
1956-10-11,7.3,CLIC
1956-10-12,5.9,CLIC
1956-10-13,7.4,CLIC
1956-10-14,5,CLIC
1956-10-15,4.9,CLIC
1956-10-16,4.9,CLIC
1956-10-17,6.2,CLIC
1956-10-18,4.1,CLIC
1956-10-19,4.4,CLIC
1956-10-20,5.5,CLIC
1956-10-21,4.5,CLIC
1956-10-22,3.9,CLIC
1956-10-23,6.8,CLIC
1956-10-24,4.8,CLIC
1956-10-25,6.2,CLIC
1956-10-26,5.9,CLIC
1956-10-27,6.1,CLIC
1956-10-28,5.4,CLIC
1956-10-29,4.9,CLIC
1956-10-30,6.4,CLIC
1956-10-31,5.2,CLIC
1956-11-01,10.5,CLIC
1956-11-02,6.1,CLIC
1956-11-03,4.7,CLIC
1956-11-04,1.8,CLIC
1956-11-05,2.5,CLIC
1956-11-06,1.3,CLIC
1956-11-07,1.8,CLIC
1956-11-08,2.6,CLIC
1956-11-09,1.9,CLIC
1956-11-10,3.5,CLIC
1956-11-11,3.8,CLIC
1956-11-12,2.8,CLIC
1956-11-13,3.4,CLIC
1956-11-14,5.8,CLIC
1956-11-15,4.1,CLIC
1956-11-16,4.8,CLIC
1956-11-17,3,CLIC
1956-11-18,4.1,CLIC
1956-11-19,3.9,CLIC
1956-11-20,4.2,CLIC
1956-11-21,4.1,CLIC
1956-11-22,3.6,CLIC
1956-11-23,2.5,CLIC
1956-11-24,4.9,CLIC
1956-11-25,3.4,CLIC
1956-11-26,3.2,CLIC
1956-11-27,4,CLIC
1956-11-28,3.8,CLIC
1956-11-29,4,CLIC
1956-11-30,3.8,CLIC
1956-12-01,3.2,CLIC
1956-12-02,4.6,CLIC
1956-12-03,4.3,CLIC
1956-12-04,4.9,CLIC
1956-12-05,4,CLIC
1956-12-06,4.4,CLIC
1956-12-07,4.6,CLIC
1956-12-08,3,CLIC
1956-12-09,2.3,CLIC
1956-12-10,3.7,CLIC
1956-12-11,2.9,CLIC
1956-12-12,4,CLIC
1956-12-13,6.3,CLIC
1956-12-14,3.2,CLIC
1956-12-15,3.4,CLIC
1956-12-16,2.9,CLIC
1956-12-17,3.2,CLIC
1956-12-18,2.8,CLIC
1956-12-19,1.4,CLIC
1956-12-20,2.8,CLIC
1956-12-21,2.3,CLIC
1956-12-22,1.8,CLIC
1956-12-23,4.5,CLIC
1956-12-24,3,CLIC
1956-12-25,3,CLIC
1956-12-26,4,CLIC
1956-12-27,3.4,CLIC
1956-12-28,4,CLIC
1956-12-29,3.3,CLIC
1956-12-30,3.4,CLIC
1956-12-31,3.1,CLIC
1957-01-01,3,CLIC
1957-01-02,3.2,CLIC
1957-01-03,4,CLIC
1957-01-04,3.8,CLIC
1957-01-05,4.2,CLIC
1957-01-06,3.2,CLIC
1957-01-07,3.8,CLIC
1957-01-08,3.8,CLIC
1957-01-09,4.9,CLIC
1957-01-10,4.2,CLIC
1957-01-11,3.4,CLIC
1957-01-12,2.2,CLIC
1957-01-13,3.7,CLIC
1957-01-14,3.3,CLIC
1957-01-15,3.7,CLIC
1957-01-16,4,CLIC
1957-01-17,4.2,CLIC
1957-01-18,4.9,CLIC
1957-01-19,3.6,CLIC
1957-01-20,4.2,CLIC
1957-01-21,5.3,CLIC
1957-01-22,4,CLIC
1957-01-23,3.9,CLIC
1957-01-24,4.3,CLIC
1957-01-25,3.8,CLIC
1957-01-26,4.1,CLIC
1957-01-27,3.4,CLIC
1957-01-28,3.1,CLIC
1957-01-29,4.9,CLIC
1957-01-30,3.2,CLIC
1957-01-31,4.7,CLIC
1957-02-01,2.8,CLIC
1957-02-02,4.4,CLIC
1957-02-03,5,CLIC
1957-02-04,3.4,CLIC
1957-02-05,4.6,CLIC
1957-02-06,6.8,CLIC
1957-02-07,4.9,CLIC
1957-02-08,6.2,CLIC
1957-02-09,5.4,CLIC
1957-02-10,6,CLIC
1957-02-11,5.3,CLIC
1957-02-12,6,CLIC
1957-02-13,4,CLIC
1957-02-14,5.2,CLIC
1957-02-15,5,CLIC
1957-02-16,5.4,CLIC
1957-02-17,3.1,CLIC
1957-02-18,1,CLIC
1957-02-19,2.1,CLIC
1957-02-20,2,CLIC
1957-02-21,1.2,CLIC
1957-02-22,3.1,CLIC
1957-02-23,5.9,CLIC
1957-02-24,5.9,CLIC
1957-02-25,5.5,CLIC
1957-02-26,5.2,CLIC
1957-02-27,3.2,CLIC
1957-02-28,5.6,CLIC
1957-03-01,7.7,CLIC
1957-03-02,6.8,CLIC
1957-03-03,4.9,CLIC
1957-03-04,5.7,CLIC
1957-03-05,5.3,CLIC
1957-03-06,5.8,CLIC
1957-03-07,3.5,CLIC
1957-03-08,5.3,CLIC
1957-03-09,4.3,CLIC
1957-03-10,5.7,CLIC
1957-03-11,5.7,CLIC
1957-03-12,5.4,CLIC
1957-03-13,5.4,CLIC
1957-03-14,7.7,CLIC
1957-03-15,6.7,CLIC
1957-03-16,4.2,CLIC
1957-03-17,5.9,CLIC
1957-03-18,5.1,CLIC
1957-03-19,4.9,CLIC
1957-03-20,5.6,CLIC
1957-03-21,4,CLIC
1957-03-22,9.5,CLIC
1957-03-23,8.1,CLIC
1957-03-24,7.6,CLIC
1957-03-25,5.8,CLIC
1957-03-26,7.6,CLIC
1957-03-27,6.7,CLIC
1957-03-28,2.7,CLIC
1957-03-29,5.4,CLIC
1957-03-30,3.6,CLIC
1957-03-31,5.6,CLIC
1957-04-01,9.3,CLIC
1957-04-02,6.5,CLIC
1957-04-03,6.9,CLIC
1957-04-04,5.9,CLIC
1957-04-05,5.4,CLIC
1957-04-06,6.5,CLIC
1957-04-07,5.9,CLIC
1957-04-08,6.3,CLIC
1957-04-09,5.9,CLIC
1957-04-10,3.9,CLIC
1957-04-11,6.2,CLIC
1957-04-12,6.4,CLIC
1957-04-13,7.6,CLIC
1957-04-14,5,CLIC
1957-04-15,6.4,CLIC
1957-04-16,3.1,CLIC
1957-04-17,5.9,CLIC
1957-04-18,3.9,CLIC
1957-04-19,4.9,CLIC
1957-04-20,3.7,CLIC
1957-04-21,9.3,CLIC
1957-04-22,5.5,CLIC
1957-04-23,3.7,CLIC
1957-04-24,6.5,CLIC
1957-04-25,7.1,CLIC
1957-04-26,3.5,CLIC
1957-04-27,6.5,CLIC
1957-04-28,5.9,CLIC
1957-04-29,6.4,CLIC
1957-04-30,5.8,CLIC
1957-05-01,8.9,CLIC
1957-05-02,6.8,CLIC
1957-05-03,5.3,CLIC
1957-05-04,5.9,CLIC
1957-05-05,3.1,CLIC
1957-05-06,2.8,CLIC
1957-05-07,4.2,CLIC
1957-05-08,4.4,CLIC
1957-05-09,6.2,CLIC
1957-05-10,6.5,CLIC
1957-05-11,5,CLIC
1957-05-12,4.9,CLIC
1957-05-13,6,CLIC
1957-05-14,6.1,CLIC
1957-05-15,5.9,CLIC
1957-05-16,6.2,CLIC
1957-05-17,6.3,CLIC
1957-05-18,7.7,CLIC
1957-05-19,7.2,CLIC
1957-05-20,6.8,CLIC
1957-05-21,7.5,CLIC
1957-05-22,8.4,CLIC
1957-05-23,5.6,CLIC
1957-05-24,4.5,CLIC
1957-05-25,3.1,CLIC
1957-05-26,4.4,CLIC
1957-05-27,3.3,CLIC
1957-05-28,4.7,CLIC
1957-05-29,3.8,CLIC
1957-05-30,7.7,CLIC
1957-05-31,5.8,CLIC
1957-06-01,6.3,CLIC
1957-06-02,7.4,CLIC
1957-06-03,7,CLIC
1957-06-04,6.7,CLIC
1957-06-05,6.3,CLIC
1957-06-06,6.6,CLIC
1957-06-07,6.1,CLIC
1957-06-08,5.3,CLIC
1957-06-09,7.5,CLIC
1957-06-10,5.8,CLIC
1957-06-11,5.4,CLIC
1957-06-12,7.7,CLIC
1957-06-13,6.7,CLIC
1957-06-14,6.3,CLIC
1957-06-15,7.1,CLIC
1957-06-16,6,CLIC
1957-06-17,7,CLIC
1957-06-18,6.1,CLIC
1957-06-19,6.5,CLIC
1957-06-20,4.6,CLIC
1957-06-21,5.9,CLIC
1957-06-22,5.2,CLIC
1957-06-23,7.1,CLIC
1957-06-24,6.6,CLIC
1957-06-25,6.4,CLIC
1957-06-26,5.4,CLIC
1957-06-27,8.7,CLIC
1957-06-28,8.7,CLIC
1957-06-29,6.7,CLIC
1957-06-30,5.8,CLIC
1957-07-01,5.8,CLIC
1957-07-02,7.8,CLIC
1957-07-03,6.2,CLIC
1957-07-04,2.3,CLIC
1957-07-05,10.9,CLIC
1957-07-06,10.5,CLIC
1957-07-07,10,CLIC
1957-07-08,10.8,CLIC
1957-07-09,8.6,CLIC
1957-07-10,10.9,CLIC
1957-07-11,10,CLIC
1957-07-12,10.3,CLIC
1957-07-13,8.8,CLIC
1957-07-14,11.9,CLIC
1957-07-15,9.6,CLIC
1957-07-16,8.7,CLIC
1957-07-17,9.1,CLIC
1957-07-18,7.6,CLIC
1957-07-19,9.1,CLIC
1957-07-20,9.6,CLIC
1957-07-21,10.7,CLIC
1957-07-22,12.7,CLIC
1957-07-23,12,CLIC
1957-07-24,9,CLIC
1957-07-25,12.3,CLIC
1957-07-26,9.3,CLIC
1957-07-27,8.4,CLIC
1957-07-28,8.5,CLIC
1957-07-29,10.3,CLIC
1957-07-30,9.6,CLIC
1957-07-31,12,CLIC
1957-08-01,10.3,CLIC
1957-08-02,8.1,CLIC
1957-08-03,9.5,CLIC
1957-08-04,9.5,CLIC
1957-08-05,9.8,CLIC
1957-08-06,9,CLIC
1957-08-07,7.8,CLIC
1957-08-08,8.4,CLIC
1957-08-09,7,CLIC
1957-08-10,6.9,CLIC
1957-08-11,8.4,CLIC
1957-08-12,10,CLIC
1957-08-13,8,CLIC
1957-08-14,8.3,CLIC
1957-08-15,9,CLIC
1957-08-16,11.2,CLIC
1957-08-17,9.1,CLIC
1957-08-18,9.3,CLIC
1957-08-19,9,CLIC
1957-08-20,7.4,CLIC
1957-08-21,5.8,CLIC
1957-08-22,5.8,CLIC
1957-08-23,6,CLIC
1957-08-24,6.9,CLIC
1957-08-25,6.9,CLIC
1957-08-26,5.6,CLIC
1957-08-27,7.9,CLIC
1957-08-28,7,CLIC
1957-08-29,6.8,CLIC
1957-08-30,6.1,CLIC
1957-08-31,7.3,CLIC
1957-09-01,6.6,CLIC
1957-09-02,8.8,CLIC
1957-09-03,8.1,CLIC
1957-09-04,6.1,CLIC
1957-09-05,6.5,CLIC
1957-09-06,7.4,CLIC
1957-09-07,6.3,CLIC
1957-09-08,6.1,CLIC
1957-09-09,5.2,CLIC
1957-09-10,6.8,CLIC
1957-09-11,6.8,CLIC
1957-09-12,7.4,CLIC
1957-09-13,6.8,CLIC
1957-09-14,7.1,CLIC
1957-09-15,6.9,CLIC
1957-09-16,8.5,CLIC
1957-09-17,6.2,CLIC
1957-09-18,7.8,CLIC
1957-09-19,7.8,CLIC
1957-09-20,8.6,CLIC
1957-09-21,7.7,CLIC
1957-09-22,6.9,CLIC
1957-09-23,4.8,CLIC
1957-09-24,4.5,CLIC
1957-09-25,4.8,CLIC
1957-09-26,4.3,CLIC
1957-09-27,6.4,CLIC
1957-09-28,5.8,CLIC
1957-09-29,6.6,CLIC
1957-09-30,6.1,CLIC
1957-10-01,5.7,CLIC
1957-10-02,5.8,CLIC
1957-10-03,6.9,CLIC
1957-10-04,6,CLIC
1957-10-05,5.4,CLIC
1957-10-06,5.9,CLIC
1957-10-07,5.4,CLIC
1957-10-08,7.5,CLIC
1957-10-09,5.2,CLIC
1957-10-10,4.9,CLIC
1957-10-11,5.7,CLIC
1957-10-12,6.8,CLIC
1957-10-13,7.2,CLIC
1957-10-14,7.5,CLIC
1957-10-15,5.2,CLIC
1957-10-16,6.2,CLIC
1957-10-17,6.5,CLIC
1957-10-18,5.8,CLIC
1957-10-19,6.2,CLIC
1957-10-20,5,CLIC
1957-10-21,4.8,CLIC
1957-10-22,6.5,CLIC
1957-10-23,7.2,CLIC
1957-10-24,6.2,CLIC
1957-10-25,5.2,CLIC
1957-10-26,4.9,CLIC
1957-10-27,4.9,CLIC
1957-10-28,4.2,CLIC
1957-10-29,5.9,CLIC
1957-10-30,4.9,CLIC
1957-10-31,6.2,CLIC
1957-11-01,5.9,CLIC
1957-11-02,6,CLIC
1957-11-03,5.8,CLIC
1957-11-04,6.5,CLIC
1957-11-05,7.8,CLIC
1957-11-06,6.3,CLIC
1957-11-07,6.7,CLIC
1957-11-08,6.4,CLIC
1957-11-09,6.4,CLIC
1957-11-10,5.3,CLIC
1957-11-11,4,CLIC
1957-11-12,5.1,CLIC
1957-11-13,5.3,CLIC
1957-11-14,5.9,CLIC
1957-11-15,6.1,CLIC
1957-11-16,7.2,CLIC
1957-11-17,8.6,CLIC
1957-11-18,5.9,CLIC
1957-11-19,5.1,CLIC
1957-11-20,4.7,CLIC
1957-11-21,1.7,CLIC
1957-11-22,0.6,CLIC
1957-11-23,3.9,CLIC
1957-11-24,5.1,CLIC
1957-11-25,5.9,CLIC
1957-11-26,4.8,CLIC
1957-11-27,4.4,CLIC
1957-11-28,5,CLIC
1957-11-29,4.9,CLIC
1957-11-30,5.1,CLIC
1957-12-01,4.1,CLIC
1957-12-02,3.9,CLIC
1957-12-03,5.6,CLIC
1957-12-04,6.4,CLIC
1957-12-05,4.9,CLIC
1957-12-06,4.4,CLIC
1957-12-07,6.6,CLIC
1957-12-08,4.4,CLIC
1957-12-09,2.8,CLIC
1957-12-10,4.2,CLIC
1957-12-11,6.1,CLIC
1957-12-12,4.8,CLIC
1957-12-13,4,CLIC
1957-12-14,4.9,CLIC
1957-12-15,4.2,CLIC
1957-12-16,5.2,CLIC
1957-12-17,5.8,CLIC
1957-12-18,6.5,CLIC
1957-12-19,6.1,CLIC
1957-12-20,5.8,CLIC
1957-12-21,5.1,CLIC
1957-12-22,6.8,CLIC
1957-12-23,5.4,CLIC
1957-12-24,5.9,CLIC
1957-12-25,5.9,CLIC
1957-12-26,5.3,CLIC
1957-12-27,5.6,CLIC
1957-12-28,5.4,CLIC
1957-12-29,5.6,CLIC
1957-12-30,5.8,CLIC
1957-12-31,4.4,CLIC
1958-01-01,5.9,CLIC
1958-01-02,4,CLIC
1958-01-03,5.6,CLIC
1958-01-04,5.5,CLIC
1958-01-05,4.2,CLIC
1958-01-06,5.4,CLIC
1958-01-07,4.4,CLIC
1958-01-08,0.2,CLIC
1958-01-09,0.2,CLIC
1958-01-10,0.2,CLIC
1958-01-11,0.9,CLIC
1958-01-12,4.5,CLIC
1958-01-13,2.5,CLIC
1958-01-14,3.8,CLIC
1958-01-15,3.6,CLIC
1958-01-16,2,CLIC
1958-01-17,1.2,CLIC
1958-01-18,0.6,CLIC
1958-01-19,2.5,CLIC
1958-01-20,3.4,CLIC
1958-01-21,6,CLIC
1958-01-22,5.4,CLIC
1958-01-23,4.6,CLIC
1958-01-24,2.9,CLIC
1958-01-25,5.5,CLIC
1958-01-26,3,CLIC
1958-01-27,3.7,CLIC
1958-01-28,4.9,CLIC
1958-01-29,5.1,CLIC
1958-01-30,5.2,CLIC
1958-01-31,5.8,CLIC
1958-02-01,4.8,CLIC
1958-02-02,4.3,CLIC
1958-02-03,5.1,CLIC
1958-02-04,5.3,CLIC
1958-02-05,4.7,CLIC
1958-02-06,5.2,CLIC
1958-02-07,4.4,CLIC
1958-02-08,5.5,CLIC
1958-02-09,4.1,CLIC
1958-02-10,5.4,CLIC
1958-02-11,4.1,CLIC
1958-02-12,1,CLIC
1958-02-13,2.5,CLIC
1958-02-14,4.1,CLIC
1958-02-15,4.6,CLIC
1958-02-16,3.6,CLIC
1958-02-17,2.3,CLIC
1958-02-18,2.2,CLIC
1958-02-19,3.1,CLIC
1958-02-20,4.9,CLIC
1958-02-21,4.9,CLIC
1958-02-22,3.7,CLIC
1958-02-23,4.9,CLIC
1958-02-24,5.5,CLIC
1958-02-25,4.1,CLIC
1958-02-26,3.4,CLIC
1958-02-27,5.1,CLIC
1958-02-28,4.7,CLIC
1958-03-01,5.1,CLIC
1958-03-02,4.3,CLIC
1958-03-03,5,CLIC
1958-03-04,2.5,CLIC
1958-03-05,2.5,CLIC
1958-03-06,4.9,CLIC
1958-03-07,9,CLIC
1958-03-08,6.9,CLIC
1958-03-09,9.2,CLIC
1958-03-10,7.8,CLIC
1958-03-11,4.7,CLIC
1958-03-12,4.9,CLIC
1958-03-13,4.8,CLIC
1958-03-14,4.4,CLIC
1958-03-15,4.2,CLIC
1958-03-16,5.3,CLIC
1958-03-17,3.5,CLIC
1958-03-18,5.3,CLIC
1958-03-19,3.2,CLIC
1958-03-20,4.3,CLIC
1958-03-21,5.6,CLIC
1958-03-22,4.9,CLIC
1958-03-23,5.2,CLIC
1958-03-24,4,CLIC
1958-03-25,3.2,CLIC
1958-03-26,5.1,CLIC
1958-03-27,5.7,CLIC
1958-03-28,5.2,CLIC
1958-03-29,5.9,CLIC
1958-03-30,5.1,CLIC
1958-03-31,6.8,CLIC
1958-04-01,8.1,CLIC
1958-04-02,9.1,CLIC
1958-04-03,5.7,CLIC
1958-04-04,3.1,CLIC
1958-04-05,5.9,CLIC
1958-04-06,7.3,CLIC
1958-04-07,8.9,CLIC
1958-04-08,7,CLIC
1958-04-09,5.9,CLIC
1958-04-10,6.9,CLIC
1958-04-11,6.9,CLIC
1958-04-12,6.7,CLIC
1958-04-13,6.5,CLIC
1958-04-14,5.9,CLIC
1958-04-15,5.1,CLIC
1958-04-16,8.1,CLIC
1958-04-17,5.9,CLIC
1958-04-18,6.4,CLIC
1958-04-19,8.8,CLIC
1958-04-20,7.8,CLIC
1958-04-21,6.4,CLIC
1958-04-22,9.5,CLIC
1958-04-23,8,CLIC
1958-04-24,9,CLIC
1958-04-25,8,CLIC
1958-04-26,8.6,CLIC
1958-04-27,5.2,CLIC
1958-04-28,4.4,CLIC
1958-04-29,8.2,CLIC
1958-04-30,5,CLIC
1958-05-01,5.4,CLIC
1958-05-02,7,CLIC
1958-05-03,6.1,CLIC
1958-05-04,5.9,CLIC
1958-05-05,5.9,CLIC
1958-05-06,6.1,CLIC
1958-05-07,5.9,CLIC
1958-05-08,7.3,CLIC
1958-05-09,8.8,CLIC
1958-05-10,6.8,CLIC
1958-05-11,7.5,CLIC
1958-05-12,8.1,CLIC
1958-05-13,6,CLIC
1958-05-14,5.9,CLIC
1958-05-15,4.3,CLIC
1958-05-16,5.4,CLIC
1958-05-17,6,CLIC
1958-05-18,5,CLIC
1958-05-19,5.3,CLIC
1958-05-20,6.8,CLIC
1958-05-21,6.1,CLIC
1958-05-22,5.9,CLIC
1958-05-23,6.1,CLIC
1958-05-24,5.2,CLIC
1958-05-25,6.9,CLIC
1958-05-26,6.1,CLIC
1958-05-27,6.9,CLIC
1958-05-28,6.6,CLIC
1958-05-29,6.6,CLIC
1958-05-30,6.3,CLIC
1958-05-31,7.5,CLIC
1958-06-01,7.1,CLIC
1958-06-02,6.5,CLIC
1958-06-03,6.1,CLIC
1958-06-04,6.7,CLIC
1958-06-05,7.1,CLIC
1958-06-06,6.9,CLIC
1958-06-07,7.1,CLIC
1958-06-08,6.2,CLIC
1958-06-09,8.1,CLIC
