Estación: ,C19091,PABLILLO. GALEANA
1991-03-06,8.38,CLIC
1991-03-07,10.37,CLIC
1991-03-08,9.53,CLIC
1991-03-09,6.5,CLIC
1991-03-10,3.1,CLIC
1991-03-11,4.58,CLIC
1991-03-12,8.3,CLIC
1991-03-13,6.64,CLIC
1991-03-14,6.15,CLIC
1991-03-15,5.29,CLIC
1991-03-16,7.38,CLIC
1991-03-17,12.6,CLIC
1991-03-18,6.64,CLIC
1991-03-19,5.27,CLIC
1991-03-20,9.21,CLIC
1991-03-21,7.66,CLIC
1991-03-22,5.98,CLIC
1991-03-23,6.27,CLIC
1991-03-24,6.15,CLIC
1991-03-25,4.53,CLIC
1991-03-26,8.22,CLIC
1991-03-27,9.3,CLIC
1991-03-28,9,CLIC
1991-03-29,9.9,CLIC
1991-03-30,5.5,CLIC
1991-03-31,5.58,CLIC
1991-04-01,1.84,CLIC
1991-04-02,4.28,CLIC
1991-04-03,8.12,CLIC
1991-04-04,6.74,CLIC
1991-04-05,3.6,CLIC
1991-04-06,5.65,CLIC
1991-04-07,2.05,CLIC
1991-04-08,5.73,CLIC
1991-04-09,8.01,CLIC
1991-04-10,4.9,CLIC
1991-04-11,3.25,CLIC
1991-04-12,11.06,CLIC
1991-04-13,9.7,CLIC
1991-04-14,11.13,CLIC
1991-04-15,4.64,CLIC
1991-04-16,5.71,CLIC
1991-04-17,3.49,CLIC
1991-04-18,6.29,CLIC
1991-04-19,8.6,CLIC
1991-04-20,6.13,CLIC
1991-04-21,5.59,CLIC
1991-04-22,6.34,CLIC
1991-04-23,7.69,CLIC
1991-04-24,4.28,CLIC
1991-04-25,7.49,CLIC
1991-04-26,10.46,CLIC
1991-04-27,11.06,CLIC
1991-04-28,13.66,CLIC
1991-04-29,9.88,CLIC
1991-04-30,7.65,CLIC
1991-05-01,7.08,CLIC
1991-05-02,4.43,CLIC
1991-05-03,7.37,CLIC
1991-05-04,9.32,CLIC
1991-05-05,5.74,CLIC
1991-05-06,3.93,CLIC
1991-05-07,0.5,CLIC
1991-05-08,5.7,CLIC
1991-05-09,5.59,CLIC
1991-05-10,3.36,CLIC
1991-05-11,4.22,CLIC
1991-05-12,5.83,CLIC
1991-05-13,4.79,CLIC
1991-05-14,2.21,CLIC
1991-05-15,3.31,CLIC
1991-05-16,6.49,CLIC
1991-05-17,7.22,CLIC
1991-05-18,7.37,CLIC
1991-05-19,6.25,CLIC
1991-05-20,6.21,CLIC
1991-05-21,5.9,CLIC
1991-05-22,6.23,CLIC
1991-05-23,2.8,CLIC
1991-05-24,4.94,CLIC
1991-05-25,2.61,CLIC
1991-05-26,6.99,CLIC
1991-05-27,4.32,CLIC
1991-05-28,6,CLIC
1991-05-29,3.72,CLIC
1991-05-30,6.9,CLIC
1991-05-31,7.78,CLIC
1991-06-01,5.29,CLIC
1991-06-02,3.61,CLIC
1991-06-03,2,CLIC
1991-06-04,6.74,CLIC
1991-06-05,4.41,CLIC
1991-06-06,6.65,CLIC
1991-06-07,5.41,CLIC
1991-06-08,5.18,CLIC
1991-06-09,5.99,CLIC
1991-06-10,3.29,CLIC
1991-06-11,6.48,CLIC
1991-06-12,4.69,CLIC
1991-06-13,6.54,CLIC
1991-06-14,4.99,CLIC
1991-06-15,3.91,CLIC
1991-06-16,3.19,CLIC
1991-06-17,3.22,CLIC
1991-06-18,0.21,CLIC
1991-06-19,5.59,CLIC
1991-06-20,2.69,CLIC
1991-06-21,7.61,CLIC
1991-06-22,6.75,CLIC
1991-06-23,6.13,CLIC
1991-06-24,6.89,CLIC
1991-06-25,10.28,CLIC
1991-06-26,1.6,CLIC
1991-06-27,4.82,CLIC
1991-06-28,6.13,CLIC
1991-06-29,5.8,CLIC
1991-06-30,1.68,CLIC
1991-07-01,3.6,CLIC
1991-07-02,2.99,CLIC
1991-07-03,3.81,CLIC
1991-07-04,4.29,CLIC
1991-07-05,2.54,CLIC
1991-07-06,4.36,CLIC
1991-07-07,4.27,CLIC
1991-07-08,1.9,CLIC
1991-07-09,5.37,CLIC
1991-07-10,0.98,CLIC
1991-07-11,3.29,CLIC
1991-07-12,3.26,CLIC
1991-07-13,4.24,CLIC
1991-07-14,2.33,CLIC
1991-07-15,2.55,CLIC
1991-07-16,1.71,CLIC
1991-07-17,4.57,CLIC
1991-07-18,0.38,CLIC
1991-07-19,4.66,CLIC
1991-07-20,5.49,CLIC
1991-07-21,3.07,CLIC
1991-07-22,0.85,CLIC
1991-07-23,4.22,CLIC
1991-07-24,3.9,CLIC
1991-07-25,2.72,CLIC
1991-07-26,3.4,CLIC
1991-07-27,2.86,CLIC
1991-07-28,6.78,CLIC
1991-07-29,6,CLIC
1991-07-30,5.93,CLIC
1991-07-31,5.28,CLIC
1991-09-01,3.15,CLIC
1991-09-02,2.99,CLIC
1991-09-03,2.86,CLIC
1991-09-04,2.94,CLIC
1991-09-05,2.99,CLIC
1991-09-06,7.69,CLIC
1991-09-07,2.73,CLIC
1991-09-08,2.53,CLIC
1991-09-09,2.65,CLIC
1991-09-10,4.26,CLIC
1991-09-11,2.82,CLIC
1991-09-12,1.74,CLIC
1991-09-13,4.12,CLIC
1991-09-14,1.97,CLIC
1991-09-15,2.65,CLIC
1991-09-16,1.73,CLIC
1991-09-17,1.62,CLIC
1991-09-18,1.82,CLIC
1991-09-19,6.66,CLIC
1991-09-20,2.93,CLIC
1991-09-21,1.21,CLIC
1991-09-22,2.64,CLIC
1991-09-23,2.65,CLIC
1991-09-24,4.13,CLIC
1991-09-25,2.62,CLIC
1991-09-26,5.23,CLIC
1991-09-27,3.57,CLIC
1991-09-28,3.35,CLIC
1991-09-29,4.25,CLIC
1991-09-30,3.1,CLIC
1991-10-01,0.66,CLIC
1991-10-02,0.91,CLIC
1991-10-03,3.25,CLIC
1991-10-04,1.49,CLIC
1991-10-05,3.01,CLIC
1991-10-06,2.68,CLIC
1991-10-07,0.06,CLIC
1991-10-08,0.88,CLIC
1991-10-09,1.92,CLIC
1991-10-10,2.46,CLIC
1991-10-11,1.91,CLIC
1991-10-12,3.77,CLIC
1991-10-13,3.58,CLIC
1991-10-14,5.05,CLIC
1991-10-15,4.67,CLIC
1991-10-16,4.04,CLIC
1991-10-17,4.85,CLIC
1991-10-18,4.26,CLIC
1991-10-19,2.1,CLIC
1991-10-20,1.71,CLIC
1991-10-21,3.42,CLIC
1991-10-22,1.63,CLIC
1991-10-23,4.05,CLIC
1991-10-24,2.99,CLIC
1991-10-25,4.36,CLIC
1991-10-26,4.7,CLIC
1991-10-27,4.51,CLIC
1991-10-28,4.55,CLIC
1991-10-29,5.81,CLIC
1991-10-30,2.79,CLIC
1991-11-01,3.73,CLIC
1991-11-02,0.92,CLIC
1991-11-03,3.4,CLIC
1991-11-04,2.85,CLIC
1991-11-05,3.29,CLIC
1991-11-06,3.65,CLIC
1991-11-07,3.38,CLIC
1991-11-08,2.32,CLIC
1991-11-09,1.57,CLIC
1991-11-10,3.51,CLIC
1991-11-11,3.64,CLIC
1991-11-12,2.16,CLIC
1991-11-13,0.32,CLIC
1991-11-14,2.53,CLIC
1991-11-15,4.17,CLIC
1991-11-16,3.84,CLIC
1991-11-17,3.87,CLIC
1991-11-18,4.97,CLIC
1991-11-19,6.17,CLIC
1991-11-20,3.89,CLIC
1991-11-21,2.16,CLIC
1991-11-22,4.95,CLIC
1991-11-23,3.14,CLIC
1991-11-24,1.98,CLIC
1991-11-25,1.82,CLIC
1991-11-26,3.7,CLIC
1991-11-27,2.68,CLIC
1991-11-28,3.01,CLIC
1991-11-29,5.74,CLIC
1991-11-30,5.67,CLIC
1991-12-01,3.42,CLIC
1991-12-02,7.13,CLIC
1991-12-03,8.05,CLIC
1991-12-04,2.6,CLIC
1991-12-05,2.1,CLIC
1991-12-06,4.42,CLIC
1991-12-07,2.82,CLIC
1991-12-08,2.34,CLIC
1991-12-09,1.42,CLIC
1991-12-10,0.07,CLIC
1991-12-11,3.2,CLIC
1991-12-12,5.52,CLIC
1991-12-13,2.96,CLIC
1991-12-14,3.93,CLIC
1991-12-15,3.7,CLIC
1991-12-16,1.59,CLIC
1991-12-17,0.6,CLIC
1991-12-18,3.49,CLIC
1991-12-19,2.13,CLIC
1991-12-20,0.96,CLIC
1991-12-21,2.41,CLIC
1991-12-22,1.79,CLIC
1991-12-23,4.36,CLIC
1991-12-24,3.7,CLIC
1991-12-25,1.23,CLIC
1991-12-26,4.1,CLIC
1991-12-27,0.79,CLIC
1991-12-28,1.95,CLIC
1991-12-29,2.32,CLIC
1991-12-30,3.94,CLIC
1991-12-31,2.85,CLIC
1992-01-01,1.31,CLIC
1992-01-02,1.51,CLIC
1992-01-03,0.29,CLIC
1992-01-04,0.91,CLIC
1992-01-05,2.9,CLIC
1992-01-06,2.43,CLIC
1992-01-07,5.23,CLIC
1992-01-08,4.09,CLIC
1992-01-09,4.35,CLIC
1992-01-10,3.1,CLIC
1992-01-11,1.2,CLIC
1992-01-12,4.07,CLIC
1992-01-13,6.12,CLIC
1992-01-14,4.87,CLIC
1992-01-15,2.95,CLIC
1992-01-16,2.77,CLIC
1992-01-17,2.58,CLIC
1992-01-18,2.4,CLIC
1992-01-19,2.21,CLIC
1992-01-20,0.26,CLIC
1992-01-21,2.94,CLIC
1992-01-22,3.34,CLIC
1992-01-23,4.61,CLIC
1992-01-24,6.1,CLIC
1992-01-25,3.24,CLIC
1992-01-26,1.46,CLIC
1992-01-27,2.23,CLIC
1992-01-28,1.62,CLIC
1992-01-29,3.42,CLIC
1992-01-30,0.4,CLIC
1992-01-31,2.52,CLIC
1992-02-01,0.57,CLIC
1992-02-02,1.45,CLIC
1992-02-03,2.78,CLIC
1992-02-04,3.45,CLIC
1992-02-05,1.86,CLIC
1992-02-06,3.38,CLIC
1992-02-07,2.37,CLIC
1992-02-08,0.91,CLIC
1992-02-09,0.43,CLIC
1992-02-10,1.23,CLIC
1992-02-11,1.36,CLIC
1992-02-12,4.71,CLIC
1992-02-13,5.65,CLIC
1992-02-14,6.87,CLIC
1992-02-15,5.57,CLIC
1992-02-16,3.2,CLIC
1992-02-17,7.16,CLIC
1992-02-18,2.18,CLIC
1992-02-19,4.02,CLIC
1992-02-20,1.63,CLIC
1992-02-21,1.43,CLIC
1992-02-22,2.88,CLIC
1992-02-23,4.17,CLIC
1992-02-24,4.85,CLIC
1992-02-25,4.46,CLIC
1992-02-26,3.98,CLIC
1992-02-27,1.68,CLIC
1992-02-28,1,CLIC
1992-02-29,2.44,CLIC
1992-03-01,4.12,CLIC
1992-03-02,4.36,CLIC
1992-03-03,3.75,CLIC
1992-03-04,0.04,CLIC
1992-03-05,6.25,CLIC
1992-03-06,5.01,CLIC
1992-03-07,4.92,CLIC
1992-03-08,7.96,CLIC
1992-03-09,7.38,CLIC
1992-03-10,8.32,CLIC
1992-03-11,3.9,CLIC
1992-03-12,2.34,CLIC
1992-03-13,1.44,CLIC
1992-03-14,1.92,CLIC
1992-03-15,4.84,CLIC
1992-03-16,4.64,CLIC
1992-03-17,5.33,CLIC
1992-03-18,3.38,CLIC
1992-03-19,5.87,CLIC
1992-03-20,3.56,CLIC
1992-03-21,3.67,CLIC
1992-03-22,5.22,CLIC
1992-03-23,4.42,CLIC
1992-03-24,2.36,CLIC
1992-03-25,6.03,CLIC
1992-03-26,3.28,CLIC
1992-03-27,2.46,CLIC
1992-03-28,4.44,CLIC
1992-03-29,5.59,CLIC
1992-03-30,6.99,CLIC
1992-03-31,2.89,CLIC
1992-04-01,5.35,CLIC
1992-04-02,4.19,CLIC
1992-04-03,2.55,CLIC
1992-04-04,3.11,CLIC
1992-04-05,5.24,CLIC
1992-04-06,2.06,CLIC
1992-04-07,5.21,CLIC
1992-04-08,5.95,CLIC
1992-04-09,3.25,CLIC
1992-04-10,1.58,CLIC
1992-04-11,5.71,CLIC
1992-04-12,6.74,CLIC
1992-04-13,5.65,CLIC
1992-04-14,5.43,CLIC
1992-04-15,3.38,CLIC
1992-04-16,3.1,CLIC
1992-04-17,2.31,CLIC
1992-04-18,3.72,CLIC
1992-04-19,4.52,CLIC
1992-04-20,4.1,CLIC
1992-04-21,3.83,CLIC
1992-04-22,6.07,CLIC
1992-04-23,6.94,CLIC
1992-04-24,6.63,CLIC
1992-04-25,4.41,CLIC
1992-04-26,3.35,CLIC
1992-04-27,3.95,CLIC
1992-04-28,4.4,CLIC
1992-04-29,6.55,CLIC
1992-04-30,7.59,CLIC
1992-05-01,6.02,CLIC
1992-05-02,5.71,CLIC
1992-05-03,4.37,CLIC
1992-05-04,4.87,CLIC
1992-05-05,3.17,CLIC
1992-05-06,3.11,CLIC
1992-05-07,4.14,CLIC
1992-05-08,3.02,CLIC
1992-05-09,3.61,CLIC
1992-05-10,8.58,CLIC
1992-05-11,2.7,CLIC
1992-05-12,4.2,CLIC
1992-05-13,7.38,CLIC
1992-05-14,2.9,CLIC
1992-05-15,6.73,CLIC
1992-05-16,3.16,CLIC
1992-05-17,6.07,CLIC
1992-05-18,4.59,CLIC
1992-05-19,4.58,CLIC
1992-05-20,5.64,CLIC
1992-05-21,2.73,CLIC
1992-05-22,4.73,CLIC
1992-05-23,5.03,CLIC
1992-05-24,4.29,CLIC
1992-05-25,2.68,CLIC
1992-05-26,6.07,CLIC
1992-05-27,6.72,CLIC
1992-05-28,3.34,CLIC
1992-05-29,2.38,CLIC
1992-05-30,5.28,CLIC
1992-05-31,2.39,CLIC
1992-06-01,8.02,CLIC
1992-06-02,5.49,CLIC
1992-06-03,2.93,CLIC
1992-06-04,4.52,CLIC
1992-06-05,6.23,CLIC
1992-06-06,6.74,CLIC
1992-06-07,6.28,CLIC
1992-06-08,9.05,CLIC
1992-06-09,6.1,CLIC
1992-06-10,5.84,CLIC
1992-06-11,7.07,CLIC
1992-06-12,5.89,CLIC
1992-06-13,7.32,CLIC
1992-06-14,7.79,CLIC
1992-06-15,7.51,CLIC
1992-06-16,8.97,CLIC
1992-06-17,8.16,CLIC
1992-06-18,5.25,CLIC
1992-06-19,6.3,CLIC
1992-06-20,6.99,CLIC
1992-06-21,6.95,CLIC
1992-06-22,7.45,CLIC
1992-06-23,6.28,CLIC
1992-06-24,6.8,CLIC
1992-06-25,6.32,CLIC
1992-06-26,7.51,CLIC
1992-06-27,8.25,CLIC
1992-06-28,7.62,CLIC
1992-06-29,7.01,CLIC
1992-06-30,6.68,CLIC
1992-07-01,7.61,CLIC
1992-07-02,6.71,CLIC
1992-07-03,4.29,CLIC
1992-07-04,3.77,CLIC
1992-07-05,4.62,CLIC
1992-07-06,9.46,CLIC
1992-07-07,8.64,CLIC
1992-07-08,6.42,CLIC
1992-07-09,4.3,CLIC
1992-07-10,5.07,CLIC
1992-07-11,6.31,CLIC
1992-07-12,8.39,CLIC
1992-07-13,2.01,CLIC
1992-07-14,3.83,CLIC
1992-07-15,1.15,CLIC
1992-07-16,8.19,CLIC
1992-07-17,3.7,CLIC
1992-07-18,6.31,CLIC
1992-07-19,8.6,CLIC
1992-07-20,2.52,CLIC
1992-07-21,7.37,CLIC
1992-07-22,5.42,CLIC
1992-07-23,6.77,CLIC
1992-07-24,5.03,CLIC
1992-07-25,6.41,CLIC
1992-07-26,5.49,CLIC
1992-07-27,6.3,CLIC
1992-07-28,7.33,CLIC
1992-07-29,6.1,CLIC
1992-07-30,2.54,CLIC
1992-07-31,5.9,CLIC
1992-08-01,3.45,CLIC
1992-08-02,4.99,CLIC
1992-08-03,4.83,CLIC
1992-08-04,5.92,CLIC
1992-08-05,4.5,CLIC
1992-08-06,4.69,CLIC
1992-08-07,3.1,CLIC
1992-08-08,3.53,CLIC
1992-08-09,6.07,CLIC
1992-08-10,4.76,CLIC
1992-08-11,5.14,CLIC
1992-08-12,7.53,CLIC
1992-08-13,3.96,CLIC
1992-08-14,4.01,CLIC
1992-08-15,3.75,CLIC
1992-08-16,5.21,CLIC
1992-08-17,4.92,CLIC
1992-08-18,5.57,CLIC
1992-08-19,2.42,CLIC
1992-08-20,4.98,CLIC
1992-08-21,3.92,CLIC
1992-08-22,4.9,CLIC
1992-08-23,5.69,CLIC
1992-08-24,4.93,CLIC
1992-08-25,6.1,CLIC
1992-08-26,3.7,CLIC
1992-08-27,5.69,CLIC
1992-08-28,6.19,CLIC
1992-08-29,4.16,CLIC
1992-08-30,3.81,CLIC
1992-08-31,3.15,CLIC
1992-09-01,4.6,CLIC
1992-09-02,4.52,CLIC
1992-09-03,5.96,CLIC
1992-09-04,4.82,CLIC
1992-09-05,5.83,CLIC
1992-09-06,4.51,CLIC
1992-09-07,5.79,CLIC
1992-09-08,4.98,CLIC
1992-09-09,4.18,CLIC
1992-09-10,5.03,CLIC
1992-09-11,3.83,CLIC
1992-09-12,4.23,CLIC
1992-09-13,1.58,CLIC
1992-09-14,0.94,CLIC
1992-09-15,2.99,CLIC
1992-09-16,3.79,CLIC
1992-09-17,4.91,CLIC
1992-09-18,1.49,CLIC
1992-09-19,2.54,CLIC
1992-09-20,4.23,CLIC
1992-09-21,5.28,CLIC
1992-09-22,4.03,CLIC
1992-09-23,2.27,CLIC
1992-09-24,2,CLIC
1992-09-25,2.9,CLIC
1992-09-26,0.77,CLIC
1992-09-27,1.43,CLIC
1992-09-28,1.9,CLIC
1992-09-29,1.73,CLIC
1992-09-30,4.15,CLIC
1992-10-01,4.03,CLIC
1992-10-02,5.41,CLIC
1992-10-03,4.7,CLIC
1992-10-04,4.89,CLIC
1992-10-05,3.2,CLIC
1992-10-06,1.37,CLIC
1992-10-07,2.02,CLIC
1992-10-08,2.1,CLIC
1992-10-09,3.51,CLIC
1992-10-10,0.54,CLIC
1992-10-11,1.89,CLIC
1992-10-12,1.18,CLIC
1992-10-13,3.35,CLIC
1992-10-14,3.48,CLIC
1992-10-15,4.25,CLIC
1992-10-16,2.53,CLIC
1992-10-17,2.54,CLIC
1992-10-18,3.56,CLIC
1992-10-19,1.89,CLIC
1992-10-20,1.33,CLIC
1992-10-21,1.8,CLIC
1992-10-22,2.47,CLIC
1992-10-23,3.78,CLIC
1992-10-24,0.33,CLIC
1992-10-25,4.89,CLIC
1992-10-26,2.18,CLIC
1992-10-27,5.16,CLIC
1992-10-28,2.79,CLIC
1992-10-29,4.11,CLIC
1992-10-30,4.04,CLIC
1992-10-31,1.39,CLIC
1992-11-01,3.43,CLIC
1992-11-02,2.44,CLIC
1992-11-03,3.73,CLIC
1992-11-04,5.34,CLIC
1992-11-05,1.34,CLIC
1992-11-06,3.95,CLIC
1992-11-07,3.4,CLIC
1992-11-08,0.41,CLIC
1992-11-09,4.64,CLIC
1992-11-10,2.88,CLIC
1992-11-11,1.89,CLIC
1992-11-12,4.42,CLIC
1992-11-13,1.18,CLIC
1992-11-14,1.15,CLIC
1992-11-15,0.91,CLIC
1992-11-16,1.84,CLIC
1992-11-17,0.42,CLIC
1992-11-18,4.49,CLIC
1992-11-19,2.39,CLIC
1992-11-20,6.26,CLIC
1992-11-21,8.4,CLIC
1992-11-22,3.82,CLIC
1992-11-23,7.01,CLIC
1992-11-24,5.99,CLIC
1992-11-25,3.19,CLIC
1992-11-26,2.24,CLIC
1992-11-27,0.99,CLIC
1992-11-28,1.68,CLIC
1992-11-29,3.31,CLIC
1992-11-30,3.56,CLIC
1992-12-01,3.99,CLIC
1992-12-02,3,CLIC
1992-12-03,3,CLIC
1992-12-04,4.5,CLIC
1992-12-05,3,CLIC
1992-12-07,3.74,CLIC
1992-12-09,3.56,CLIC
1992-12-10,5.17,CLIC
1992-12-15,2.11,CLIC
1992-12-16,6.7,CLIC
1992-12-17,2.6,CLIC
1992-12-18,3.76,CLIC
1992-12-19,4.93,CLIC
1992-12-20,3.82,CLIC
1992-12-21,2.14,CLIC
1992-12-22,3.86,CLIC
1992-12-23,3.19,CLIC
1992-12-24,4.3,CLIC
1992-12-25,2.48,CLIC
1992-12-26,1.04,CLIC
1992-12-27,2.01,CLIC
1992-12-28,3.17,CLIC
1992-12-29,2.75,CLIC
1992-12-30,3.74,CLIC
1992-12-31,3.04,CLIC
1993-01-01,1.02,CLIC
1993-01-02,2.28,CLIC
1993-01-03,2.36,CLIC
1993-01-04,4.34,CLIC
1993-01-05,4.4,CLIC
1993-01-06,3.91,CLIC
1993-01-07,3.96,CLIC
1993-01-08,4.87,CLIC
1993-01-09,6.97,CLIC
1993-01-10,4.04,CLIC
1993-01-11,1.61,CLIC
1993-01-12,6.6,CLIC
1993-01-13,2.04,CLIC
1993-01-14,3.49,CLIC
1993-01-15,6.12,CLIC
1993-01-16,5.25,CLIC
1993-01-17,4.65,CLIC
1993-01-18,5.09,CLIC
1993-01-19,3.88,CLIC
1993-01-20,6.32,CLIC
1993-01-21,3.65,CLIC
1993-01-22,3.39,CLIC
1993-01-23,3.82,CLIC
1993-01-24,4.73,CLIC
1993-01-25,1.28,CLIC
1993-01-26,4.89,CLIC
1993-01-27,1.38,CLIC
1993-01-28,3.31,CLIC
1993-01-29,0.29,CLIC
1993-01-30,0.73,CLIC
1993-01-31,1.28,CLIC
1993-02-01,1.93,CLIC
1993-02-02,2.6,CLIC
1993-02-03,1.52,CLIC
1993-02-04,4.28,CLIC
1993-02-05,1.81,CLIC
1993-02-06,1.24,CLIC
1993-02-07,0.76,CLIC
1993-02-08,3.64,CLIC
1993-02-09,3.37,CLIC
1993-02-10,4.6,CLIC
1993-02-11,7.5,CLIC
1993-02-12,4.9,CLIC
1993-02-13,4.49,CLIC
1993-02-14,6.29,CLIC
1993-02-15,8.9,CLIC
1993-02-16,11.48,CLIC
1993-02-17,9.34,CLIC
1993-02-18,6.03,CLIC
1993-02-19,4.62,CLIC
1993-02-20,5.43,CLIC
1993-02-21,6.62,CLIC
1993-02-22,5.95,CLIC
1993-02-23,7.05,CLIC
1993-02-24,3.8,CLIC
1993-02-25,11.42,CLIC
1993-02-26,5.78,CLIC
1993-02-27,1.21,CLIC
1993-02-28,6.02,CLIC
1993-03-01,5.32,CLIC
1993-03-02,9.45,CLIC
1993-03-03,4.73,CLIC
1993-03-04,4.43,CLIC
1993-03-05,5.99,CLIC
1993-03-06,3,CLIC
1993-03-07,2.8,CLIC
1993-03-08,3.95,CLIC
1993-03-09,3.25,CLIC
1993-03-10,4.9,CLIC
1993-03-11,6.15,CLIC
1993-03-12,6,CLIC
1993-03-13,5.42,CLIC
1993-03-14,3.54,CLIC
1993-03-15,6.48,CLIC
1993-03-16,6.78,CLIC
1993-03-17,6.99,CLIC
1993-03-18,6.38,CLIC
1993-03-19,8.92,CLIC
1993-03-20,6.97,CLIC
1993-03-21,5.28,CLIC
1993-03-22,7.15,CLIC
1993-03-23,5.8,CLIC
1993-03-24,2.38,CLIC
1993-03-25,5.73,CLIC
1993-03-26,5.28,CLIC
1993-03-27,7.81,CLIC
1993-03-28,7.82,CLIC
1993-03-29,8.16,CLIC
1993-03-30,8.46,CLIC
1993-03-31,8.1,CLIC
1993-04-01,7.94,CLIC
1993-04-02,5.4,CLIC
1993-04-03,5.02,CLIC
1993-04-04,8.05,CLIC
1993-04-05,6.98,CLIC
1993-04-06,6.4,CLIC
1993-04-07,8.65,CLIC
1993-04-08,10.9,CLIC
1993-04-09,8.26,CLIC
1993-04-10,8.18,CLIC
1993-04-11,8.01,CLIC
1993-04-12,8.3,CLIC
1993-04-13,9.05,CLIC
1993-04-14,10.45,CLIC
1993-04-15,9.75,CLIC
1993-04-16,5.93,CLIC
1993-04-17,5.52,CLIC
1993-04-18,8.11,CLIC
1993-04-19,7.99,CLIC
1993-04-20,8.92,CLIC
1993-04-21,6.13,CLIC
1993-04-22,1.05,CLIC
1993-04-23,7.05,CLIC
1993-04-24,9.84,CLIC
1993-04-25,11.44,CLIC
1993-04-26,8.12,CLIC
1993-04-27,6.95,CLIC
1993-04-28,4.13,CLIC
1993-04-29,9.85,CLIC
1993-04-30,5.8,CLIC
1993-06-01,5.85,CLIC
1993-06-02,9.25,CLIC
1993-06-03,9.4,CLIC
1993-06-04,10.22,CLIC
1993-06-05,9.1,CLIC
1993-06-06,8.85,CLIC
1993-06-07,6.88,CLIC
1993-06-08,3.25,CLIC
1993-06-09,2.6,CLIC
1993-06-10,2.1,CLIC
1993-06-11,3.2,CLIC
1993-06-12,4.41,CLIC
1993-06-13,2.64,CLIC
1993-06-14,3.09,CLIC
1993-06-15,1.36,CLIC
1993-06-16,3.28,CLIC
1993-06-17,3.79,CLIC
1993-06-18,5.98,CLIC
1993-06-19,3.61,CLIC
1993-06-20,2.79,CLIC
1993-06-21,3.18,CLIC
1993-06-22,4.15,CLIC
1993-06-23,2.45,CLIC
1993-06-24,4.81,CLIC
1993-06-25,2.84,CLIC
1993-06-26,3.67,CLIC
1993-06-27,2.64,CLIC
1993-06-28,4.25,CLIC
1993-06-29,4.79,CLIC
1993-06-30,6.79,CLIC
1993-07-01,4.84,CLIC
1993-07-02,6.09,CLIC
1993-07-03,4.14,CLIC
1993-07-04,4.13,CLIC
1993-07-05,6.26,CLIC
1993-07-06,6.1,CLIC
1993-07-07,5.55,CLIC
1993-07-08,3.7,CLIC
1993-07-09,1.45,CLIC
1993-07-10,4.05,CLIC
1993-07-11,4.8,CLIC
1993-07-12,2.25,CLIC
1993-07-13,3.99,CLIC
1993-07-14,7.96,CLIC
1993-07-15,7.27,CLIC
1993-07-16,4.58,CLIC
1993-07-17,4.45,CLIC
1993-07-18,7.1,CLIC
1993-07-19,7.08,CLIC
1993-07-20,6.86,CLIC
1993-07-21,3.86,CLIC
1993-07-22,3.92,CLIC
1993-07-23,4.97,CLIC
1993-07-24,4.51,CLIC
1993-07-25,2.5,CLIC
1993-07-26,2.8,CLIC
1993-07-27,3.65,CLIC
1993-07-28,3.55,CLIC
1993-07-29,5,CLIC
1993-07-30,3.54,CLIC
1993-07-31,6,CLIC
1993-08-01,5.55,CLIC
1993-08-02,5.1,CLIC
1993-08-03,9.35,CLIC
1993-08-04,7.45,CLIC
1993-08-05,6.15,CLIC
1993-08-06,6.5,CLIC
1993-08-07,8.2,CLIC
1993-08-08,7.21,CLIC
1993-08-09,6.92,CLIC
1993-08-10,4,CLIC
1993-08-11,5.7,CLIC
1993-08-12,4.78,CLIC
1993-08-13,6.18,CLIC
1993-08-14,6.06,CLIC
1993-08-15,5.17,CLIC
1993-08-16,5.08,CLIC
1993-08-17,6.59,CLIC
1993-08-18,3.45,CLIC
1993-08-19,7.65,CLIC
1993-08-20,7.04,CLIC
1993-08-21,5.94,CLIC
1993-08-22,7.35,CLIC
1993-08-23,6.93,CLIC
1993-08-24,1.92,CLIC
1993-08-25,5.07,CLIC
1993-08-26,6.03,CLIC
1993-08-27,4.15,CLIC
1993-08-28,5.71,CLIC
1993-08-29,5.44,CLIC
1993-08-30,5.95,CLIC
1993-08-31,5.02,CLIC
1993-09-01,4.63,CLIC
1993-09-02,2.49,CLIC
1993-09-03,8.13,CLIC
1993-09-04,5.84,CLIC
1993-09-05,2.77,CLIC
1993-09-06,3.37,CLIC
1993-09-07,3.65,CLIC
1993-09-08,5.85,CLIC
1993-09-09,4.31,CLIC
1993-09-10,3.07,CLIC
1993-09-11,3.57,CLIC
1993-09-12,3.91,CLIC
1993-09-13,6.12,CLIC
1993-09-14,7.05,CLIC
1993-09-15,1.64,CLIC
1993-09-16,4.97,CLIC
1993-09-17,5.02,CLIC
1993-09-18,5.72,CLIC
1993-09-19,2.6,CLIC
1993-09-25,2.55,CLIC
1993-09-26,5.49,CLIC
1993-09-27,0.66,CLIC
1993-09-28,5.6,CLIC
1993-09-29,4.15,CLIC
1993-09-30,3.93,CLIC
1993-10-01,3.93,CLIC
1993-10-02,4.77,CLIC
1993-10-03,4.34,CLIC
1993-10-04,1.78,CLIC
1993-10-05,5.65,CLIC
1993-10-06,3.65,CLIC
1993-10-07,5.05,CLIC
1993-10-08,5.31,CLIC
1993-10-09,2.78,CLIC
