Estación: ,C19067,EL RUSIO. GALEANA
1987-03-25,9.55,CLIC
1987-03-26,8.7,CLIC
1987-03-27,8.6,CLIC
1987-03-28,9.8,CLIC
1987-03-29,7.1,CLIC
1987-03-30,10.7,CLIC
1987-03-31,6.4,CLIC
1987-04-01,5.6,CLIC
1987-04-02,6.8,CLIC
1987-04-03,7.4,CLIC
1987-04-04,4.1,CLIC
1987-04-05,6.1,CLIC
1987-04-06,6.6,CLIC
1987-04-07,5.4,CLIC
1987-04-08,4.79,CLIC
1987-04-09,4.21,CLIC
1987-04-10,8.9,CLIC
1987-04-11,6.8,CLIC
1987-04-12,6.3,CLIC
1987-04-13,5.85,CLIC
1987-04-14,7.05,CLIC
1987-04-15,7.2,CLIC
1987-04-16,6.9,CLIC
1987-04-17,9.6,CLIC
1987-04-18,7.3,CLIC
1987-04-19,8.4,CLIC
1987-04-20,5.15,CLIC
1987-04-21,3.75,CLIC
1987-04-22,4.2,CLIC
1987-04-23,5.75,CLIC
1987-04-24,4.8,CLIC
1987-04-25,4.2,CLIC
1987-04-26,4.7,CLIC
1987-04-27,3.75,CLIC
1987-04-28,5.65,CLIC
1987-04-29,5,CLIC
1987-04-30,7,CLIC
1987-05-01,7,CLIC
1987-05-02,8.4,CLIC
1987-05-03,7.85,CLIC
1987-05-04,7.3,CLIC
1987-05-05,7.9,CLIC
1987-05-06,4.65,CLIC
1987-05-07,3.8,CLIC
1987-05-08,4.35,CLIC
1987-05-09,5.35,CLIC
1987-05-10,5.55,CLIC
1987-05-11,5.6,CLIC
1987-05-12,4.5,CLIC
1987-05-13,4.05,CLIC
1987-05-14,6.3,CLIC
1987-05-15,6.4,CLIC
1987-05-16,4.95,CLIC
1987-05-17,6.35,CLIC
1987-05-18,3.5,CLIC
1987-05-19,5.4,CLIC
1987-05-20,6.35,CLIC
1987-05-21,6.55,CLIC
1987-05-22,6.7,CLIC
1987-05-23,9.33,CLIC
1987-05-24,5.01,CLIC
1987-05-25,7.66,CLIC
1987-05-26,5.8,CLIC
1987-05-27,5.1,CLIC
1987-05-28,4.4,CLIC
1987-05-29,8.6,CLIC
1987-05-30,6.4,CLIC
1987-05-31,6.55,CLIC
1987-06-01,2.4,CLIC
1987-06-02,4.35,CLIC
1987-06-03,4.05,CLIC
1987-06-04,1.25,CLIC
1987-06-05,4.1,CLIC
1987-06-06,4.9,CLIC
1987-06-07,4.3,CLIC
1987-06-08,5.1,CLIC
1987-06-09,3.9,CLIC
1987-06-10,5.2,CLIC
1987-06-11,5.4,CLIC
1987-06-12,5.27,CLIC
1987-06-13,6.6,CLIC
1987-06-14,7.3,CLIC
1987-06-15,5.8,CLIC
1987-06-16,7.4,CLIC
1987-06-17,5.85,CLIC
1987-06-18,7.65,CLIC
1987-06-19,8.3,CLIC
1987-06-20,8.7,CLIC
1987-06-21,8.5,CLIC
1987-06-22,8.44,CLIC
1987-06-23,8.3,CLIC
1987-06-24,10.3,CLIC
1987-06-25,9.45,CLIC
1987-06-26,9.37,CLIC
1987-06-27,8.45,CLIC
1987-06-28,6.1,CLIC
1987-06-29,4.1,CLIC
1987-06-30,6.55,CLIC
1987-07-01,6.55,CLIC
1987-07-02,6.85,CLIC
1987-07-03,5.45,CLIC
1987-07-04,7.9,CLIC
1987-07-05,8.1,CLIC
1987-07-06,8.5,CLIC
1987-07-07,6.85,CLIC
1987-07-08,8.07,CLIC
1987-07-09,5.58,CLIC
1987-07-10,2.5,CLIC
1987-07-11,5.95,CLIC
1987-07-12,7,CLIC
1987-07-13,8,CLIC
1987-07-14,6.5,CLIC
1987-07-15,4.35,CLIC
1987-07-16,5.7,CLIC
1987-07-17,5.1,CLIC
1987-07-18,6,CLIC
1987-07-19,5.35,CLIC
1987-07-20,7.65,CLIC
1987-07-21,7.3,CLIC
1987-07-22,7,CLIC
1987-07-23,5.45,CLIC
1987-07-24,5.55,CLIC
1987-07-25,6,CLIC
1987-07-26,4.2,CLIC
1987-07-27,0.6,CLIC
1987-07-28,0.49,CLIC
1987-07-29,4.14,CLIC
1987-07-30,6.3,CLIC
1987-07-31,6,CLIC
1987-08-01,6.2,CLIC
1987-08-02,5.3,CLIC
1987-08-03,6.7,CLIC
1987-08-04,5.65,CLIC
1987-08-05,9.35,CLIC
1987-08-06,6.9,CLIC
1987-08-07,6.8,CLIC
1987-08-08,7.1,CLIC
1987-08-09,8.05,CLIC
1987-08-10,5.95,CLIC
1987-08-11,6.05,CLIC
1987-08-12,0.15,CLIC
1987-08-13,6.6,CLIC
1987-08-14,6.9,CLIC
1987-08-15,6.9,CLIC
1987-08-16,7.5,CLIC
1987-08-17,7.8,CLIC
1987-08-18,5.9,CLIC
1987-08-19,5.1,CLIC
1987-08-20,7.8,CLIC
1987-08-21,2.17,CLIC
1987-08-22,3.18,CLIC
1987-08-23,6.5,CLIC
1987-08-24,8.15,CLIC
1987-08-25,6.45,CLIC
1987-08-26,4.95,CLIC
1987-08-27,7.07,CLIC
1987-08-28,7.63,CLIC
1987-08-29,6.5,CLIC
1987-08-30,5.65,CLIC
1987-08-31,6,CLIC
1987-09-01,4.3,CLIC
1987-09-02,3.9,CLIC
1987-09-03,5,CLIC
1987-09-04,4.95,CLIC
1987-09-05,5.75,CLIC
1987-09-06,5.2,CLIC
1987-09-07,7.6,CLIC
1987-09-08,6.3,CLIC
1987-09-09,5.9,CLIC
1987-09-10,7.5,CLIC
1987-09-11,7.05,CLIC
1987-09-12,6.85,CLIC
1987-09-13,8,CLIC
1987-09-14,8.44,CLIC
1987-09-15,6.91,CLIC
1987-09-16,6.1,CLIC
1987-09-17,7.55,CLIC
1987-09-18,6.3,CLIC
1987-09-19,3.16,CLIC
1987-09-20,1.38,CLIC
1987-09-21,3.48,CLIC
1987-09-22,4.1,CLIC
1987-09-23,1.22,CLIC
1987-09-24,2.85,CLIC
1987-09-25,4.25,CLIC
1987-09-26,5.2,CLIC
1987-09-27,6.3,CLIC
1987-09-28,2.87,CLIC
1987-09-29,3.86,CLIC
1987-09-30,6.1,CLIC
1987-10-01,4.45,CLIC
1987-10-02,4.4,CLIC
1987-10-03,5.15,CLIC
1987-10-04,6.6,CLIC
1987-10-05,4.92,CLIC
1987-10-06,4.78,CLIC
1987-10-07,6.6,CLIC
1987-10-08,5.9,CLIC
1987-10-09,4.75,CLIC
1987-10-10,4.9,CLIC
1987-10-11,5.2,CLIC
1987-10-12,5.02,CLIC
1987-10-13,5.68,CLIC
1987-10-14,5,CLIC
1987-10-15,4.3,CLIC
1987-10-16,4.7,CLIC
1987-10-17,5.45,CLIC
1987-10-18,5.45,CLIC
1987-10-19,5.1,CLIC
1987-10-20,5.7,CLIC
1987-10-21,5.3,CLIC
1987-10-22,3.85,CLIC
1987-10-23,2.95,CLIC
1987-10-24,5.1,CLIC
1987-10-25,4.25,CLIC
1987-10-26,4.95,CLIC
1987-10-27,5.6,CLIC
1987-10-28,3.7,CLIC
1987-10-29,3.1,CLIC
1987-10-30,5,CLIC
1987-10-31,7.4,CLIC
1987-11-01,5.6,CLIC
1987-11-02,5,CLIC
1987-11-03,4.35,CLIC
1987-11-04,4.8,CLIC
1987-11-05,5.65,CLIC
1987-11-06,4.9,CLIC
1987-11-07,3.75,CLIC
1987-11-08,5.35,CLIC
1987-11-09,1.5,CLIC
1987-11-10,1.45,CLIC
1987-11-11,0.6,CLIC
1987-11-12,4.65,CLIC
1987-11-13,3.35,CLIC
1987-11-14,4.37,CLIC
1987-11-15,5.13,CLIC
1987-11-16,5.3,CLIC
1987-11-17,7.3,CLIC
1987-11-18,4.25,CLIC
1987-11-19,4.25,CLIC
1987-11-20,4.2,CLIC
1987-11-21,3,CLIC
1987-11-22,2.9,CLIC
1987-11-23,5.2,CLIC
1987-11-24,3.5,CLIC
1987-11-25,3.2,CLIC
1987-11-26,3.1,CLIC
1987-11-27,3.9,CLIC
1987-11-28,3.8,CLIC
1987-11-29,2.6,CLIC
1987-11-30,0.5,CLIC
1987-12-01,3.9,CLIC
1987-12-02,3,CLIC
1987-12-03,3.1,CLIC
1987-12-04,5.45,CLIC
1987-12-05,4,CLIC
1987-12-06,4,CLIC
1987-12-07,4.4,CLIC
1987-12-08,3.6,CLIC
1987-12-09,4.4,CLIC
1987-12-10,3.4,CLIC
1987-12-11,4.35,CLIC
1987-12-12,4.25,CLIC
1987-12-13,3.35,CLIC
1987-12-14,5.35,CLIC
1987-12-15,4.3,CLIC
1987-12-16,4,CLIC
1987-12-17,3.1,CLIC
1987-12-18,1.9,CLIC
1987-12-19,1.8,CLIC
1987-12-20,2.8,CLIC
1987-12-21,1.2,CLIC
1987-12-22,0.45,CLIC
1987-12-23,3.45,CLIC
1987-12-24,4.33,CLIC
1987-12-25,4.95,CLIC
1987-12-26,2.75,CLIC
1987-12-27,0.6,CLIC
1987-12-28,1.85,CLIC
1987-12-29,2.55,CLIC
1987-12-30,1.05,CLIC
1987-12-31,1.45,CLIC
1988-01-01,1.38,CLIC
1988-01-02,1.31,CLIC
1988-01-03,0.5,CLIC
1988-01-04,3.1,CLIC
1988-01-05,3.4,CLIC
1988-01-06,3,CLIC
1988-01-07,1.6,CLIC
1988-01-08,4.05,CLIC
1988-01-09,4.35,CLIC
1988-01-10,3.7,CLIC
1988-01-11,3.55,CLIC
1988-01-12,3,CLIC
1988-01-13,4.05,CLIC
1988-01-14,4.25,CLIC
1988-01-15,1.3,CLIC
1988-01-16,4.2,CLIC
1988-01-17,4.25,CLIC
1988-01-18,5.05,CLIC
1988-01-19,7.72,CLIC
1988-01-20,7.03,CLIC
1988-01-21,6.55,CLIC
1988-01-22,2.4,CLIC
1988-01-23,5,CLIC
1988-01-24,1.75,CLIC
1988-01-25,3.65,CLIC
1988-01-26,4.2,CLIC
1988-01-27,2,CLIC
1988-01-28,5,CLIC
1988-01-29,3.2,CLIC
1988-01-30,3.15,CLIC
1988-01-31,3.75,CLIC
1988-02-01,4.7,CLIC
1988-02-02,4.2,CLIC
1988-02-03,6.3,CLIC
1988-02-04,5.7,CLIC
1988-02-05,5.85,CLIC
1988-02-06,5.6,CLIC
1988-02-07,2.35,CLIC
1988-02-08,3.3,CLIC
1988-02-09,2.2,CLIC
1988-02-10,6.2,CLIC
1988-02-11,5.4,CLIC
1988-02-12,4.4,CLIC
1988-02-13,4,CLIC
1988-02-14,3.9,CLIC
1988-02-15,6,CLIC
1988-02-16,5.6,CLIC
1988-02-17,4.5,CLIC
1988-02-18,5.7,CLIC
1988-02-19,5.3,CLIC
1988-02-20,9.5,CLIC
1988-02-21,7,CLIC
1988-02-22,4.45,CLIC
1988-02-23,6,CLIC
1988-02-24,6.75,CLIC
1988-02-25,4.9,CLIC
1988-02-26,5.1,CLIC
1988-02-27,4.48,CLIC
1988-02-28,5.87,CLIC
1988-02-29,3.25,CLIC
1988-03-01,3.7,CLIC
1988-03-02,0.15,CLIC
1988-03-03,0.8,CLIC
1988-03-04,4.13,CLIC
1988-03-05,2.47,CLIC
1988-03-06,5.57,CLIC
1988-03-07,3.78,CLIC
1988-03-08,6.35,CLIC
1988-03-09,4.1,CLIC
1988-03-10,6.65,CLIC
1988-03-11,6.15,CLIC
1988-03-12,8.35,CLIC
1988-03-13,8.47,CLIC
1988-03-14,8.08,CLIC
1988-03-15,6.3,CLIC
1988-03-16,7,CLIC
1988-03-17,7.4,CLIC
1988-03-18,8.6,CLIC
1988-03-19,6,CLIC
1988-03-20,5,CLIC
1988-03-21,6.35,CLIC
1988-03-22,7,CLIC
1988-03-23,7,CLIC
1988-03-24,9.01,CLIC
1988-03-25,8.74,CLIC
1988-03-26,8.25,CLIC
1988-03-27,6.15,CLIC
1988-03-28,7.1,CLIC
1988-03-29,6.7,CLIC
1988-03-30,0.18,CLIC
1988-03-31,7.12,CLIC
1988-04-01,6.5,CLIC
1988-04-02,7.15,CLIC
1988-04-03,6.7,CLIC
1988-04-04,7.91,CLIC
1988-04-05,7.14,CLIC
1988-04-06,6.35,CLIC
1988-04-07,7.16,CLIC
1988-04-08,8.15,CLIC
1988-04-09,3.95,CLIC
1988-04-10,4,CLIC
1988-04-11,0.3,CLIC
1988-04-12,3.9,CLIC
1988-04-13,6.7,CLIC
1988-04-14,6.5,CLIC
1988-04-15,7.43,CLIC
1988-04-16,5.47,CLIC
1988-04-17,9.1,CLIC
1988-04-18,10,CLIC
1988-04-19,8.1,CLIC
1988-04-20,9.4,CLIC
1988-04-21,6.7,CLIC
1988-04-22,8.35,CLIC
1988-04-23,8.3,CLIC
1988-04-24,7.85,CLIC
1988-04-25,8.87,CLIC
1988-04-26,9.4,CLIC
1988-04-27,8.5,CLIC
1988-04-28,8.2,CLIC
1988-04-29,6.7,CLIC
1988-04-30,9.9,CLIC
1988-05-01,9.2,CLIC
1988-05-02,7.8,CLIC
1988-05-03,9.25,CLIC
1988-05-04,5.8,CLIC
1988-05-05,7.7,CLIC
1988-05-06,7,CLIC
1988-05-07,6.7,CLIC
1988-05-08,9.55,CLIC
1988-05-09,7,CLIC
1988-05-10,6.3,CLIC
1988-05-11,6.25,CLIC
1988-05-12,6.2,CLIC
1988-05-13,6.1,CLIC
1988-05-14,7.35,CLIC
1988-05-15,3.25,CLIC
1988-05-16,9.12,CLIC
1988-05-17,6.68,CLIC
1988-05-18,3.65,CLIC
1988-05-19,8,CLIC
1988-05-20,9,CLIC
1988-05-21,9.05,CLIC
1988-05-22,8,CLIC
1988-05-23,8,CLIC
1988-05-24,7.4,CLIC
1988-05-25,2.6,CLIC
1988-05-26,5.1,CLIC
1988-05-27,3.76,CLIC
1988-05-28,5.1,CLIC
1988-05-29,4.65,CLIC
1988-05-30,7.85,CLIC
1988-05-31,9.2,CLIC
1988-06-01,9.9,CLIC
1988-06-02,7.35,CLIC
1988-06-03,7.5,CLIC
1988-06-04,6.7,CLIC
1988-06-05,9.4,CLIC
1988-06-06,7.95,CLIC
1988-06-07,7.45,CLIC
1988-06-08,2.8,CLIC
1988-06-09,9.1,CLIC
1988-06-10,10.1,CLIC
1988-06-11,9,CLIC
1988-06-12,8.4,CLIC
1988-06-13,8.2,CLIC
1988-06-14,8.17,CLIC
1988-06-15,7.43,CLIC
1988-06-16,6.9,CLIC
1988-06-17,8.6,CLIC
1988-06-18,6.63,CLIC
1988-06-19,6.52,CLIC
1988-06-20,8.35,CLIC
1988-06-21,7.4,CLIC
1988-06-22,7,CLIC
1988-06-23,5.2,CLIC
1988-06-24,5.6,CLIC
1988-06-25,3,CLIC
1988-06-26,4.5,CLIC
1988-06-27,5.85,CLIC
1988-06-28,3.65,CLIC
1988-06-29,8.4,CLIC
1988-06-30,7.7,CLIC
1988-07-01,5.7,CLIC
1988-07-02,6.8,CLIC
1988-07-03,5.8,CLIC
1988-07-04,3,CLIC
1988-07-05,0.9,CLIC
1988-07-06,6,CLIC
1988-07-07,4.6,CLIC
1988-07-08,7.2,CLIC
1988-07-09,3.1,CLIC
1988-07-10,5.6,CLIC
1988-07-11,4,CLIC
1988-07-12,1,CLIC
1988-07-13,3.8,CLIC
1988-07-14,7.9,CLIC
1988-07-15,8.45,CLIC
1988-07-16,4.95,CLIC
1988-07-17,6.45,CLIC
1988-07-18,3.15,CLIC
1988-07-19,7.05,CLIC
1988-07-20,8.35,CLIC
1988-07-21,6.55,CLIC
1988-07-22,7.2,CLIC
1988-07-23,5.05,CLIC
1988-07-24,8.15,CLIC
1988-07-25,8.15,CLIC
1988-07-26,8.05,CLIC
1988-07-27,6.55,CLIC
1988-07-28,3.45,CLIC
1988-07-29,3.35,CLIC
1988-07-30,3,CLIC
1988-07-31,3.04,CLIC
1988-08-01,3.04,CLIC
1988-08-02,5.76,CLIC
1988-08-03,6.75,CLIC
1988-08-04,6.25,CLIC
1988-08-05,5.75,CLIC
1988-08-06,9.8,CLIC
1988-08-07,7.82,CLIC
1988-08-08,4.03,CLIC
1988-08-09,10.11,CLIC
1988-08-10,10.24,CLIC
1988-08-11,8.6,CLIC
1988-08-12,8.95,CLIC
1988-08-13,9.1,CLIC
1988-08-14,8.9,CLIC
1988-08-15,7.75,CLIC
1988-08-16,4.5,CLIC
1988-08-17,3.25,CLIC
1988-08-18,2,CLIC
1988-08-19,3,CLIC
1988-08-20,1.85,CLIC
1988-08-21,4.1,CLIC
1988-08-22,2.45,CLIC
1988-08-23,3.45,CLIC
1988-08-24,5.85,CLIC
1988-08-25,6.75,CLIC
1988-08-26,6.45,CLIC
1988-08-27,7.55,CLIC
1988-08-28,5.7,CLIC
1988-08-29,5.1,CLIC
1988-08-30,5,CLIC
1988-08-31,6.45,CLIC
1988-09-01,6.6,CLIC
1988-09-02,6.8,CLIC
1988-09-03,3.1,CLIC
1988-09-04,4.2,CLIC
1988-09-05,4.85,CLIC
1988-09-06,6.15,CLIC
1988-09-07,5,CLIC
1988-09-08,0.3,CLIC
1988-09-09,7.25,CLIC
1988-09-10,7.6,CLIC
1988-09-11,6.75,CLIC
1988-09-12,7.05,CLIC
1988-09-13,5.35,CLIC
1988-09-14,7.25,CLIC
1988-09-15,6.7,CLIC
1988-09-16,7.2,CLIC
1988-09-17,5.1,CLIC
1988-09-18,5,CLIC
1988-09-19,4.15,CLIC
1988-09-20,6.4,CLIC
1988-09-21,6.6,CLIC
1988-09-22,5.75,CLIC
1988-09-23,5.62,CLIC
1988-09-24,5.83,CLIC
1988-09-25,6.06,CLIC
1988-09-26,5.04,CLIC
1988-09-27,7.3,CLIC
1988-09-28,5.75,CLIC
1988-09-29,5,CLIC
1988-09-30,4.9,CLIC
1988-10-01,2.65,CLIC
1988-10-02,5.1,CLIC
1988-10-03,5.8,CLIC
1988-10-04,6.55,CLIC
1988-10-05,5.6,CLIC
1988-10-06,5.95,CLIC
1988-10-07,4.85,CLIC
1988-10-08,5.6,CLIC
1988-10-09,5,CLIC
1988-10-10,5.6,CLIC
1988-10-11,5.5,CLIC
1988-10-12,3.85,CLIC
1988-10-13,1.55,CLIC
1988-10-14,4.15,CLIC
1988-10-15,4.2,CLIC
1988-10-16,4,CLIC
1988-10-17,5.3,CLIC
1988-10-18,4.2,CLIC
1988-10-19,3.8,CLIC
1988-10-20,4.7,CLIC
1988-10-21,4.55,CLIC
1988-10-22,5.3,CLIC
1988-10-23,4.7,CLIC
1988-10-24,6.05,CLIC
1988-10-25,4,CLIC
1988-10-26,3,CLIC
1988-10-27,5.7,CLIC
1988-10-28,3.65,CLIC
1988-10-29,2.08,CLIC
1988-10-30,3.27,CLIC
1988-10-31,3.8,CLIC
1988-11-01,4.6,CLIC
1988-11-02,3.1,CLIC
1988-11-03,4.3,CLIC
1988-11-04,6.2,CLIC
1988-11-05,6.7,CLIC
1988-11-06,4.4,CLIC
1988-11-07,5.9,CLIC
1988-11-08,5.7,CLIC
1988-11-09,6.6,CLIC
1988-11-10,6.4,CLIC
1988-11-11,5.35,CLIC
1988-11-12,5.3,CLIC
1988-11-13,4.9,CLIC
1988-11-14,4.25,CLIC
1988-11-15,5.2,CLIC
1988-11-16,5.3,CLIC
1988-11-17,4.05,CLIC
1988-11-18,4,CLIC
1988-11-19,5.95,CLIC
1988-11-20,4.15,CLIC
1988-11-21,3.85,CLIC
1988-11-22,4.2,CLIC
1988-11-23,4.45,CLIC
1988-11-24,2.55,CLIC
1988-11-25,2.55,CLIC
1988-11-26,5.6,CLIC
1988-11-27,5.2,CLIC
1988-11-28,4.55,CLIC
1988-11-29,3.8,CLIC
1988-11-30,4,CLIC
1988-12-01,3.1,CLIC
1988-12-02,3.05,CLIC
1988-12-03,2.1,CLIC
1988-12-04,3.4,CLIC
1988-12-05,3.35,CLIC
1988-12-06,2.3,CLIC
1988-12-07,4.05,CLIC
1988-12-08,3.6,CLIC
1988-12-09,2.4,CLIC
1988-12-10,1.15,CLIC
1988-12-11,3.25,CLIC
1988-12-12,3.05,CLIC
1988-12-13,2.45,CLIC
1988-12-14,2.4,CLIC
1988-12-15,4.2,CLIC
1988-12-16,4.5,CLIC
1988-12-17,2.9,CLIC
1988-12-18,3.4,CLIC
1988-12-19,4.3,CLIC
1988-12-20,3.6,CLIC
1988-12-21,5.1,CLIC
1988-12-22,5.2,CLIC
1988-12-23,4.2,CLIC
1988-12-24,4.8,CLIC
1988-12-25,4.2,CLIC
1988-12-26,4.6,CLIC
1988-12-27,4.6,CLIC
1988-12-28,6.1,CLIC
1988-12-29,3.01,CLIC
1988-12-30,2.55,CLIC
1988-12-31,4.15,CLIC
1989-01-01,4.9,CLIC
1989-01-02,2.3,CLIC
1989-01-03,3.2,CLIC
1989-01-04,3,CLIC
1989-01-05,5.2,CLIC
1989-01-06,4.5,CLIC
1989-01-07,7.2,CLIC
1989-01-08,6.2,CLIC
1989-01-09,4.95,CLIC
1989-01-10,4,CLIC
1989-01-11,4.7,CLIC
1989-01-12,4.65,CLIC
1989-01-13,4.1,CLIC
1989-01-14,3.45,CLIC
1989-01-15,5.35,CLIC
1989-01-16,4.7,CLIC
1989-01-17,3.05,CLIC
1989-01-18,3.85,CLIC
1989-01-19,1.7,CLIC
1989-01-20,2.1,CLIC
1989-01-21,2,CLIC
1989-01-22,3,CLIC
1989-01-23,7.7,CLIC
1989-01-24,5.1,CLIC
1989-01-25,5.6,CLIC
1989-01-26,5.1,CLIC
1989-01-27,2.95,CLIC
1989-01-28,2.2,CLIC
1989-01-29,6.05,CLIC
1989-01-30,3.83,CLIC
1989-01-31,4.92,CLIC
1989-02-01,4.05,CLIC
1989-02-02,3.8,CLIC
1989-02-03,5.5,CLIC
1989-02-04,4.9,CLIC
1989-02-05,3.8,CLIC
1989-02-06,5.7,CLIC
1989-02-07,5.3,CLIC
1989-02-08,3.95,CLIC
1989-02-09,5.85,CLIC
1989-02-10,4.15,CLIC
1989-02-11,5.5,CLIC
1989-02-12,7.93,CLIC
1989-02-13,6.07,CLIC
1989-02-14,5.8,CLIC
1989-02-15,5.47,CLIC
1989-02-16,6.23,CLIC
1989-02-17,4.5,CLIC
1989-02-18,6.7,CLIC
1989-02-19,4,CLIC
1989-02-20,5.4,CLIC
1989-02-21,8.4,CLIC
1989-02-22,8.25,CLIC
1989-02-23,6.05,CLIC
1989-02-24,5.9,CLIC
1989-02-25,5.65,CLIC
1989-02-26,6.45,CLIC
1989-02-27,7.97,CLIC
1989-02-28,8.73,CLIC
1989-03-01,7.4,CLIC
1989-03-02,7.2,CLIC
1989-03-03,7.85,CLIC
1989-03-04,8.95,CLIC
1989-03-05,10,CLIC
1989-03-06,7.2,CLIC
1989-03-07,6.8,CLIC
1989-03-08,5.35,CLIC
1989-03-09,8.65,CLIC
1989-03-10,8,CLIC
1989-03-11,7.35,CLIC
1989-03-12,7.65,CLIC
1989-03-13,8.4,CLIC
1989-03-14,8.1,CLIC
1989-03-15,8.4,CLIC
1989-03-16,8.96,CLIC
1989-03-17,8.09,CLIC
1989-03-18,9.55,CLIC
1989-03-19,7.1,CLIC
1989-03-20,2.55,CLIC
1989-03-21,6,CLIC
1989-03-22,8.35,CLIC
1989-03-23,7.85,CLIC
1989-03-24,6.65,CLIC
1989-03-25,7.7,CLIC
1989-03-26,7.55,CLIC
1989-03-27,11.14,CLIC
1989-03-28,11.79,CLIC
1989-03-29,10.17,CLIC
1989-03-30,8.95,CLIC
1989-03-31,9.9,CLIC
1989-04-01,8.3,CLIC
1989-04-02,8,CLIC
1989-04-03,8.85,CLIC
1989-04-04,9.65,CLIC
1989-04-05,8.2,CLIC
1989-04-06,8.8,CLIC
1989-04-07,8.9,CLIC
1989-04-08,9.25,CLIC
1989-04-09,10.25,CLIC
1989-04-10,9,CLIC
1989-04-11,6.4,CLIC
1989-04-12,4,CLIC
1989-04-13,7.7,CLIC
1989-04-14,5.1,CLIC
1989-04-15,8.2,CLIC
1989-04-16,6.35,CLIC
1989-04-17,8.1,CLIC
1989-04-18,3.4,CLIC
1989-04-19,7,CLIC
1989-04-20,8,CLIC
1989-04-21,7.3,CLIC
1989-04-22,6,CLIC
1989-04-23,11,CLIC
1989-04-24,11.3,CLIC
1989-04-25,5.8,CLIC
1989-04-26,5.1,CLIC
1989-04-27,5.5,CLIC
1989-04-28,7.6,CLIC
1989-04-29,5.25,CLIC
1989-04-30,6.95,CLIC
1989-05-01,8.7,CLIC
1989-05-02,5.85,CLIC
1989-05-03,5.9,CLIC
1989-05-04,5.85,CLIC
1989-05-05,9.7,CLIC
1989-05-06,10.7,CLIC
1989-05-07,4,CLIC
1989-05-08,3.25,CLIC
1989-05-09,9.15,CLIC
1989-05-10,9.15,CLIC
1989-05-11,8.45,CLIC
1989-05-12,2.6,CLIC
1989-05-13,6,CLIC
1989-05-14,5,CLIC
1989-05-15,3.4,CLIC
1989-05-16,3.6,CLIC
1989-05-17,10.9,CLIC
1989-05-18,3.3,CLIC
1989-05-19,10.6,CLIC
1989-05-20,9.2,CLIC
1989-05-21,4,CLIC
1989-05-22,4.85,CLIC
1989-05-23,11.4,CLIC
1989-05-24,11.2,CLIC
1989-05-25,10.65,CLIC
1989-05-26,10.9,CLIC
1989-05-27,9.88,CLIC
1989-05-28,4.57,CLIC
1989-05-29,10.45,CLIC
1989-05-30,7.95,CLIC
1989-05-31,10.05,CLIC
1989-06-01,9.55,CLIC
1989-06-02,7.5,CLIC
1989-06-03,9.1,CLIC
1989-06-04,8.1,CLIC
1989-06-05,8.2,CLIC
1989-06-06,5.6,CLIC
1989-06-07,8.2,CLIC
1989-06-08,8.25,CLIC
1989-06-09,8.55,CLIC
1989-06-10,9.02,CLIC
1989-06-11,6.75,CLIC
1989-06-12,7.3,CLIC
1989-06-13,5.3,CLIC
1989-06-14,7.4,CLIC
1989-06-15,3,CLIC
1989-06-16,6,CLIC
1989-06-17,8.5,CLIC
1989-06-18,11.7,CLIC
1989-06-19,8.8,CLIC
1989-06-20,8.15,CLIC
1989-06-21,10.45,CLIC
1989-06-22,9.65,CLIC
1989-06-23,8.4,CLIC
1989-06-24,6.35,CLIC
1989-06-25,4.6,CLIC
1989-06-26,6.4,CLIC
1989-06-27,6.2,CLIC
1989-06-28,1.9,CLIC
1989-06-29,8.75,CLIC
1989-06-30,8.9,CLIC
1989-07-01,6.9,CLIC
1989-07-02,5.5,CLIC
1989-07-03,8.25,CLIC
1989-07-04,6.35,CLIC
1989-07-05,6,CLIC
1989-07-06,3.7,CLIC
1989-07-07,7.85,CLIC
1989-07-08,1.65,CLIC
1989-07-09,7.55,CLIC
1989-07-10,8.6,CLIC
1989-07-11,6.2,CLIC
1989-07-12,8.35,CLIC
1989-07-13,3.1,CLIC
1989-07-14,7.65,CLIC
1989-07-15,8.25,CLIC
1989-07-16,9.1,CLIC
1989-07-17,8.35,CLIC
1989-07-18,7.11,CLIC
1989-07-19,5.39,CLIC
1989-07-20,8.85,CLIC
1989-07-21,7.2,CLIC
1989-07-22,3.65,CLIC
1989-07-23,1.1,CLIC
1989-07-24,7.05,CLIC
1989-07-25,2.6,CLIC
1989-07-26,5.96,CLIC
1989-07-27,5.6,CLIC
1989-07-28,6.02,CLIC
1989-07-29,7.01,CLIC
1989-07-30,8.27,CLIC
1989-07-31,8.1,CLIC
1989-08-01,7.5,CLIC
1989-08-02,5.5,CLIC
1989-08-03,8.7,CLIC
1989-08-04,7.7,CLIC
1989-08-05,2.25,CLIC
1989-08-06,5.45,CLIC
1989-08-07,2.45,CLIC
1989-08-08,0.45,CLIC
1989-08-09,6.4,CLIC
1989-08-10,7.4,CLIC
1989-08-11,5.6,CLIC
1989-08-12,5.65,CLIC
1989-08-13,5.6,CLIC
1989-08-14,2.15,CLIC
1989-08-15,4.8,CLIC
1989-08-16,2.35,CLIC
1989-08-17,6.4,CLIC
1989-08-18,7.15,CLIC
1989-08-19,8.05,CLIC
1989-08-20,5.75,CLIC
1989-08-21,7.45,CLIC
1989-08-22,5.1,CLIC
1989-08-23,2.9,CLIC
1989-08-24,5.8,CLIC
