Estación: ,C19189,EL PASTOR
2006-02-15,1.78,CLIC
2006-02-16,2.36,CLIC
2006-02-17,0.05,CLIC
2006-02-18,0.09,CLIC
2006-02-19,0.19,CLIC
2006-02-20,1.43,CLIC
2006-02-21,1.38,CLIC
2006-02-22,2.55,CLIC
2006-02-23,1.37,CLIC
2006-02-24,0.53,CLIC
2006-02-25,1.12,CLIC
2006-02-26,2.13,CLIC
2006-02-27,1.95,CLIC
2006-02-28,0.6,CLIC
2006-03-01,2.13,CLIC
2006-03-02,2.17,CLIC
2006-03-03,2.1,CLIC
2006-03-04,2,CLIC
2006-03-05,2.81,CLIC
2006-03-06,3.1,CLIC
2006-03-07,2.17,CLIC
2006-03-08,4.2,CLIC
2006-03-09,3.43,CLIC
2006-03-10,2.38,CLIC
2006-03-11,5.3,CLIC
2006-03-12,4.42,CLIC
2006-03-13,5.11,CLIC
2006-03-14,6.57,CLIC
2006-03-15,3.21,CLIC
2006-03-16,5.45,CLIC
2006-03-17,3.8,CLIC
2006-03-18,5.33,CLIC
2006-03-19,7.45,CLIC
2006-03-20,5.41,CLIC
2006-03-21,6.42,CLIC
2006-03-22,2.67,CLIC
2006-03-23,0.16,CLIC
2006-03-24,4.18,CLIC
2006-03-25,4.11,CLIC
2006-03-26,3.09,CLIC
2006-03-27,2.89,CLIC
2006-03-28,2.39,CLIC
2006-03-29,2.29,CLIC
2006-03-30,2.13,CLIC
2006-03-31,7.31,CLIC
2006-04-01,3.04,CLIC
2006-04-02,4.06,CLIC
2006-04-03,5.08,CLIC
2006-04-04,6.22,CLIC
2006-04-05,7.63,CLIC
2006-04-06,6.75,CLIC
2006-04-07,4.8,CLIC
2006-04-08,4.7,CLIC
2006-04-09,3.65,CLIC
2006-04-10,6.16,CLIC
2006-04-11,3.06,CLIC
2006-04-12,3.12,CLIC
2006-04-13,5.75,CLIC
2006-04-14,5.84,CLIC
2006-04-15,5.51,CLIC
2006-04-16,9,CLIC
2006-04-17,7.2,CLIC
2006-04-18,8.47,CLIC
2006-04-19,7.31,CLIC
2006-04-20,6.7,CLIC
2006-04-21,7.34,CLIC
2006-04-22,6.76,CLIC
2006-04-23,3.76,CLIC
2006-04-24,4.1,CLIC
2006-04-25,5.3,CLIC
2006-04-26,3.6,CLIC
2006-04-27,4.26,CLIC
2006-04-28,3.43,CLIC
2006-04-29,2.74,CLIC
2006-04-30,3.1,CLIC
2006-05-01,6.84,CLIC
2006-05-02,5.8,CLIC
2006-05-03,4.04,CLIC
2006-05-04,3.31,CLIC
2006-05-05,2.95,CLIC
2006-05-06,3.06,CLIC
2006-05-07,3.58,CLIC
2006-05-08,2.09,CLIC
2006-05-09,3.13,CLIC
2006-05-10,1.69,CLIC
2006-05-11,7.1,CLIC
2006-05-12,6.49,CLIC
2006-05-13,7,CLIC
2006-05-14,7.1,CLIC
2006-05-15,3.1,CLIC
2006-05-16,5.1,CLIC
2006-05-17,4.93,CLIC
2006-05-18,4.75,CLIC
2006-05-19,3.92,CLIC
2006-05-20,5.04,CLIC
2006-05-21,6.15,CLIC
2006-05-22,6.05,CLIC
2006-05-23,6.36,CLIC
2006-05-24,5.05,CLIC
2006-05-25,4.93,CLIC
2006-05-26,5.58,CLIC
2006-05-27,4.46,CLIC
2006-05-28,4.57,CLIC
2006-05-29,4.67,CLIC
2006-05-30,5.93,CLIC
2006-05-31,3.4,CLIC
2006-06-01,3.45,CLIC
2006-06-02,9.59,CLIC
2006-06-03,4.2,CLIC
2006-06-04,5.21,CLIC
2006-06-05,7.92,CLIC
2006-06-06,5.26,CLIC
2006-06-07,7.14,CLIC
2006-06-08,4.6,CLIC
2006-06-09,3.78,CLIC
2006-06-10,5.93,CLIC
2006-06-11,4.77,CLIC
2006-06-12,2.4,CLIC
2006-06-13,6.62,CLIC
2006-06-14,6.64,CLIC
2006-06-15,8.2,CLIC
2006-06-16,7.56,CLIC
2006-06-17,6.9,CLIC
2006-06-18,7.6,CLIC
2006-06-19,8.3,CLIC
2006-06-20,5.4,CLIC
2006-06-21,5.9,CLIC
2006-06-22,6.15,CLIC
2006-06-23,4.83,CLIC
2006-06-24,6.02,CLIC
2006-06-25,8.12,CLIC
2006-06-26,7.08,CLIC
2006-06-27,4.49,CLIC
2006-06-28,6.9,CLIC
2006-06-29,7.21,CLIC
2006-06-30,8.02,CLIC
2006-07-01,7.9,CLIC
2006-07-02,6.12,CLIC
2006-07-03,7.26,CLIC
2006-07-04,4.74,CLIC
2006-07-05,5.46,CLIC
2006-07-06,6.17,CLIC
2006-07-07,5.12,CLIC
2006-07-08,1.22,CLIC
2006-07-09,1.99,CLIC
2006-07-10,2.75,CLIC
2006-07-11,2.15,CLIC
2006-07-12,3.1,CLIC
2006-07-13,2,CLIC
2006-07-14,2.25,CLIC
2006-07-15,2.08,CLIC
2006-07-16,1.5,CLIC
2006-07-17,5.1,CLIC
2006-07-18,4.05,CLIC
2006-07-19,3.25,CLIC
2006-07-20,4.15,CLIC
2006-07-21,8.15,CLIC
2006-07-22,7,CLIC
2006-07-23,5,CLIC
2006-07-24,6.9,CLIC
2006-07-25,8.3,CLIC
2006-07-26,5.7,CLIC
2006-07-27,3.98,CLIC
2006-07-28,3.44,CLIC
2006-07-29,2.89,CLIC
2006-07-30,2.42,CLIC
2006-07-31,3.36,CLIC
2006-08-01,3.91,CLIC
2006-08-02,3,CLIC
2006-08-03,3.46,CLIC
2006-08-04,3.6,CLIC
2006-08-05,3.74,CLIC
2006-08-06,3.7,CLIC
2006-08-07,3.78,CLIC
2006-08-08,3.85,CLIC
2006-08-09,4.44,CLIC
2006-08-10,6.18,CLIC
2006-08-11,4.08,CLIC
2006-08-12,3.83,CLIC
2006-08-13,3.17,CLIC
2006-08-14,4.8,CLIC
2006-08-15,4.14,CLIC
2006-08-16,4.1,CLIC
2006-08-17,4.17,CLIC
2006-08-18,4.24,CLIC
2006-08-19,4.67,CLIC
2006-08-20,3.92,CLIC
2006-08-21,2.08,CLIC
2006-08-22,3,CLIC
2006-08-23,4,CLIC
2006-08-24,5.25,CLIC
2006-08-25,0.5,CLIC
2006-08-26,6.54,CLIC
2006-08-27,5.61,CLIC
2006-08-28,6.51,CLIC
2006-08-29,3.01,CLIC
2006-08-30,2.96,CLIC
2006-08-31,3.09,CLIC
2006-09-01,4.2,CLIC
2006-09-02,5.1,CLIC
2006-09-03,5.84,CLIC
2006-09-04,7.5,CLIC
2006-09-05,3.93,CLIC
2006-09-06,3.2,CLIC
2006-09-07,2.08,CLIC
2006-09-08,3.5,CLIC
2006-09-09,0.78,CLIC
2006-09-10,1.18,CLIC
2006-09-11,0.8,CLIC
2006-09-12,4.63,CLIC
2006-09-13,2.83,CLIC
2006-09-14,4.54,CLIC
2006-09-15,3.2,CLIC
2006-09-16,3.71,CLIC
2006-09-17,1.1,CLIC
2006-09-18,3.51,CLIC
2006-09-19,2.61,CLIC
2006-09-20,3.9,CLIC
2006-09-21,3.43,CLIC
2006-09-22,2.03,CLIC
2006-09-23,1.14,CLIC
2006-09-24,3.04,CLIC
2006-09-25,4.21,CLIC
2006-09-26,5.73,CLIC
2006-09-27,2.68,CLIC
2006-09-28,3.83,CLIC
2006-09-29,2.95,CLIC
2006-09-30,3.67,CLIC
2006-10-01,4.1,CLIC
2006-10-02,4.05,CLIC
2006-10-03,6.03,CLIC
2006-10-04,3.6,CLIC
2006-10-05,3.3,CLIC
2006-10-06,1.85,CLIC
2006-10-07,2.8,CLIC
2006-10-08,2.85,CLIC
2006-10-09,2,CLIC
2006-10-10,3.81,CLIC
2006-10-11,5.8,CLIC
2006-10-12,2.33,CLIC
2006-10-13,1.83,CLIC
2006-10-14,2.1,CLIC
2006-10-15,3.25,CLIC
2006-10-16,0.45,CLIC
2006-10-17,3.5,CLIC
2006-10-18,5.6,CLIC
2006-10-19,1.15,CLIC
2006-10-20,4.71,CLIC
2006-10-21,2.36,CLIC
2006-10-22,1.96,CLIC
2006-10-23,1.15,CLIC
2006-10-24,0.74,CLIC
2006-10-25,2.76,CLIC
2006-10-26,2.6,CLIC
2006-10-27,2.52,CLIC
2006-10-28,2.16,CLIC
2006-10-29,1.3,CLIC
2006-10-30,2.45,CLIC
2006-10-31,3.38,CLIC
2006-11-01,1.1,CLIC
2006-11-02,1.1,CLIC
2006-11-03,1.29,CLIC
2006-11-04,0.97,CLIC
2006-11-05,2.07,CLIC
2006-11-06,1.84,CLIC
2006-11-07,0.94,CLIC
2006-11-08,2.08,CLIC
2006-11-09,1.88,CLIC
2006-11-10,1.92,CLIC
2006-11-11,1.96,CLIC
2006-11-12,3.29,CLIC
2006-11-13,4.62,CLIC
2006-11-14,1.73,CLIC
2006-11-15,2.55,CLIC
2006-11-16,3.73,CLIC
2006-11-17,3.18,CLIC
2006-11-18,2.09,CLIC
2006-11-19,2.05,CLIC
2006-11-20,2.01,CLIC
2006-11-21,2.02,CLIC
2006-11-22,2.03,CLIC
2006-11-23,1.57,CLIC
2006-11-24,1.1,CLIC
2006-11-25,1.95,CLIC
2006-11-26,1.15,CLIC
2006-11-27,0.1,CLIC
2006-11-28,0.84,CLIC
2006-11-29,0.2,CLIC
2006-11-30,1.48,CLIC
2006-12-01,2.19,CLIC
2006-12-02,2.36,CLIC
2006-12-03,2.01,CLIC
2006-12-04,3,CLIC
2006-12-05,3.99,CLIC
2006-12-06,2.81,CLIC
2006-12-07,1.49,CLIC
2006-12-08,1.17,CLIC
2006-12-09,0.84,CLIC
2006-12-10,1.87,CLIC
2006-12-11,2.85,CLIC
2006-12-12,1.05,CLIC
2006-12-13,1.1,CLIC
2006-12-14,1.55,CLIC
2006-12-15,2,CLIC
2006-12-16,2.7,CLIC
2006-12-17,2.3,CLIC
2006-12-18,0.92,CLIC
2006-12-19,1.1,CLIC
2006-12-20,0.94,CLIC
2006-12-21,1.95,CLIC
2006-12-22,2.25,CLIC
2006-12-23,2.54,CLIC
2006-12-24,1.69,CLIC
2006-12-25,0.84,CLIC
2006-12-26,2.06,CLIC
2006-12-27,2.09,CLIC
2006-12-28,2.93,CLIC
2006-12-29,2.1,CLIC
2006-12-30,2.01,CLIC
2006-12-31,2.15,CLIC
2007-01-01,1,CLIC
2007-01-02,0.15,CLIC
2007-01-03,0.1,CLIC
2007-01-04,0.41,CLIC
2007-01-05,0.72,CLIC
2007-01-06,0.82,CLIC
2007-01-07,4.36,CLIC
2007-01-08,2.23,CLIC
2007-01-09,0.1,CLIC
2007-01-10,0.8,CLIC
2007-01-11,1.1,CLIC
2007-01-12,0.9,CLIC
2007-01-13,0.6,CLIC
2007-01-14,1.4,CLIC
2007-01-15,0.42,CLIC
2007-01-16,6.76,CLIC
2007-01-17,2.44,CLIC
2007-01-18,3,CLIC
2007-01-19,1,CLIC
2007-01-20,2,CLIC
2007-01-21,1.5,CLIC
2007-01-22,0.1,CLIC
2007-01-23,1,CLIC
2007-01-24,1.29,CLIC
2007-01-25,0.91,CLIC
2007-01-26,1.68,CLIC
2007-01-27,0.14,CLIC
2007-01-28,0.89,CLIC
2007-01-29,1.04,CLIC
2007-01-30,0.74,CLIC
2007-01-31,0.82,CLIC
2007-02-01,2.25,CLIC
2007-02-02,2.02,CLIC
2007-02-03,2.43,CLIC
2007-02-04,4.3,CLIC
2007-02-05,2.14,CLIC
2007-02-06,1.84,CLIC
2007-02-07,2.1,CLIC
2007-02-08,0.35,CLIC
2007-02-09,0.63,CLIC
2007-02-10,2.28,CLIC
2007-02-11,2.44,CLIC
2007-02-12,3.12,CLIC
2007-02-13,2.7,CLIC
2007-02-14,1.13,CLIC
2007-02-15,1.84,CLIC
2007-02-16,2.02,CLIC
2007-02-17,2.29,CLIC
2007-02-18,3.79,CLIC
2007-02-19,4.49,CLIC
2007-02-20,1.42,CLIC
2007-02-21,4.54,CLIC
2007-02-22,2.42,CLIC
2007-02-23,1.72,CLIC
2007-02-24,2.65,CLIC
2007-02-25,3.67,CLIC
2007-02-26,2.85,CLIC
2007-02-27,0.91,CLIC
2007-02-28,1.87,CLIC
2007-03-01,1.71,CLIC
2007-03-02,2.7,CLIC
2007-03-03,1.1,CLIC
2007-03-04,2,CLIC
2007-03-05,2.75,CLIC
2007-03-06,3.1,CLIC
2007-03-07,1.8,CLIC
2007-03-08,2.35,CLIC
2007-03-09,1.65,CLIC
2007-03-10,1,CLIC
2007-03-11,1.4,CLIC
2007-03-12,1.9,CLIC
2007-03-13,1.19,CLIC
2007-03-14,3,CLIC
2007-03-15,2.81,CLIC
2007-03-16,3.9,CLIC
2007-03-17,3.1,CLIC
2007-03-18,1.6,CLIC
2007-03-19,1.68,CLIC
2007-03-20,1.3,CLIC
2007-03-21,1.75,CLIC
2007-03-22,4.98,CLIC
2007-03-23,3.9,CLIC
2007-03-24,5.4,CLIC
2007-03-25,3.8,CLIC
2007-03-26,2.6,CLIC
2007-03-27,2.05,CLIC
2007-03-28,4.15,CLIC
2007-03-29,3.35,CLIC
2007-03-30,1.2,CLIC
2007-03-31,2.35,CLIC
2007-04-01,1.95,CLIC
2007-04-02,2.1,CLIC
2007-04-03,1,CLIC
2007-04-04,3.19,CLIC
2007-04-05,2.23,CLIC
2007-04-06,0.8,CLIC
2007-04-07,1.8,CLIC
2007-04-08,2.48,CLIC
2007-04-09,2.9,CLIC
2007-04-10,2.1,CLIC
2007-04-11,3.7,CLIC
2007-04-12,2.3,CLIC
2007-04-13,2.9,CLIC
2007-04-14,3.1,CLIC
2007-04-15,4.1,CLIC
2007-04-16,3.8,CLIC
2007-04-17,3.1,CLIC
2007-04-18,2,CLIC
2007-04-19,3.9,CLIC
2007-04-20,5.11,CLIC
2007-04-21,3.98,CLIC
2007-04-22,3.45,CLIC
2007-04-23,3.9,CLIC
2007-04-24,2.12,CLIC
2007-04-25,6.7,CLIC
2007-04-26,6.4,CLIC
2007-04-27,3.75,CLIC
2007-04-28,5.88,CLIC
2007-04-29,5.21,CLIC
2007-04-30,5.63,CLIC
2007-05-01,2.9,CLIC
2007-05-02,1.8,CLIC
2007-05-03,0.5,CLIC
2007-05-04,1.6,CLIC
2007-05-05,2.1,CLIC
2007-05-06,2.4,CLIC
2007-05-07,2.1,CLIC
2007-05-08,5.2,CLIC
2007-05-09,3.1,CLIC
2007-05-10,3.9,CLIC
2007-05-11,2.6,CLIC
2007-05-12,2.1,CLIC
2007-05-13,3.2,CLIC
2007-05-14,3.6,CLIC
2007-05-15,4.1,CLIC
2007-05-16,3.3,CLIC
2007-05-17,2.7,CLIC
2007-05-18,3.3,CLIC
2007-05-19,2.4,CLIC
2007-05-20,1.8,CLIC
2007-05-21,2.5,CLIC
2007-05-22,4.3,CLIC
2007-05-23,3.4,CLIC
2007-05-24,3.3,CLIC
2007-05-25,3.1,CLIC
2007-05-26,2.1,CLIC
2007-05-27,0.8,CLIC
2007-05-28,2,CLIC
2007-05-29,2.2,CLIC
2007-05-30,3.1,CLIC
2007-05-31,2.6,CLIC
2007-06-01,0.88,CLIC
2007-06-02,0.65,CLIC
2007-06-03,0.2,CLIC
2007-06-04,1.1,CLIC
2007-06-05,2.1,CLIC
2007-06-06,2.2,CLIC
2007-06-07,0.6,CLIC
2007-06-08,3.8,CLIC
2007-06-09,3,CLIC
2007-06-10,1.1,CLIC
2007-06-11,2.1,CLIC
2007-06-12,3,CLIC
2007-06-13,4,CLIC
2007-06-14,2.1,CLIC
2007-06-15,2,CLIC
2007-06-16,2.2,CLIC
2007-06-17,3.2,CLIC
2007-06-18,3.2,CLIC
2007-06-19,2.84,CLIC
2007-06-20,1.96,CLIC
2007-06-21,0.7,CLIC
2007-06-22,1.9,CLIC
2007-06-23,2.1,CLIC
2007-06-24,3.1,CLIC
2007-06-25,4,CLIC
2007-06-26,1.3,CLIC
2007-06-27,3.2,CLIC
2007-06-28,3,CLIC
2007-06-29,2,CLIC
2007-06-30,5,CLIC
2007-07-01,1.9,CLIC
2007-07-02,3.1,CLIC
2007-07-03,5,CLIC
2007-07-04,5.1,CLIC
2007-07-05,4,CLIC
2007-07-06,2.4,CLIC
2007-07-07,2.9,CLIC
2007-07-08,2,CLIC
2007-07-09,4.1,CLIC
2007-07-10,2.1,CLIC
2007-07-11,3.1,CLIC
2007-07-12,4.9,CLIC
2007-07-13,5,CLIC
2007-07-14,5,CLIC
2007-07-15,5.4,CLIC
2007-07-16,2.6,CLIC
2007-07-17,2,CLIC
2007-07-18,2.3,CLIC
2007-07-19,2.1,CLIC
2007-07-20,2.2,CLIC
2007-07-21,3.3,CLIC
2007-07-22,4.5,CLIC
2007-07-23,5,CLIC
2007-07-24,4,CLIC
2007-07-25,4,CLIC
2007-07-26,3.5,CLIC
2007-07-27,2.9,CLIC
2007-07-28,0.4,CLIC
2007-07-29,3.3,CLIC
2007-07-30,1.9,CLIC
2007-07-31,3.1,CLIC
2007-08-01,3.2,CLIC
2007-08-02,1.7,CLIC
2007-08-03,3.4,CLIC
2007-08-04,1.2,CLIC
2007-08-05,6.6,CLIC
2007-08-06,3.1,CLIC
2007-08-07,3.1,CLIC
2007-08-08,4.1,CLIC
2007-08-09,4.7,CLIC
2007-08-10,2.1,CLIC
2007-08-11,2.8,CLIC
2007-08-12,5,CLIC
2007-08-13,6,CLIC
2007-08-14,3,CLIC
2007-08-15,4.5,CLIC
2007-08-16,2.2,CLIC
2007-08-17,3.6,CLIC
2007-08-18,2.2,CLIC
2007-08-19,5.87,CLIC
2007-08-20,2,CLIC
2007-08-21,3.94,CLIC
2007-08-22,2.97,CLIC
2007-08-23,2.04,CLIC
2007-08-24,1.1,CLIC
2007-08-25,1.7,CLIC
2007-08-26,2.3,CLIC
2007-08-27,2.04,CLIC
2007-08-28,1.78,CLIC
2007-08-29,2.45,CLIC
2007-08-30,3.8,CLIC
2007-08-31,1.1,CLIC
2007-09-03,2.8,CLIC
2007-09-04,2.9,CLIC
2007-09-05,3,CLIC
2007-09-06,4.5,CLIC
2007-09-07,4.4,CLIC
2007-09-08,5.1,CLIC
2007-09-09,4.6,CLIC
2007-09-10,2.79,CLIC
2007-09-11,1.81,CLIC
2007-09-12,3.29,CLIC
2007-09-13,2.57,CLIC
2007-09-14,1.85,CLIC
2007-09-15,1.45,CLIC
2007-09-16,1,CLIC
2007-09-17,3.9,CLIC
2007-09-18,1.95,CLIC
2007-09-19,1.45,CLIC
2007-09-20,2.15,CLIC
2007-09-21,1.31,CLIC
2007-09-22,2.49,CLIC
2007-09-23,2.15,CLIC
2007-09-24,1.9,CLIC
2007-09-25,1.2,CLIC
2007-09-26,1.2,CLIC
2007-09-27,0.75,CLIC
2007-09-28,0.44,CLIC
2007-09-29,2.06,CLIC
2007-09-30,2.1,CLIC
2007-10-01,1.6,CLIC
2007-10-02,1,CLIC
2007-10-03,1.7,CLIC
2007-10-04,1.3,CLIC
2007-10-05,1.1,CLIC
2007-10-06,2.1,CLIC
2007-10-07,2.3,CLIC
2007-10-08,2.5,CLIC
2007-10-09,2.5,CLIC
2007-10-10,1.9,CLIC
2007-10-11,1.5,CLIC
2007-10-12,3.5,CLIC
2007-10-13,2,CLIC
2007-10-14,1,CLIC
2007-10-15,0.9,CLIC
2007-10-16,1.8,CLIC
2007-10-17,2.72,CLIC
2007-10-18,1.24,CLIC
2007-10-19,2,CLIC
2007-10-20,1.1,CLIC
2007-10-21,2.1,CLIC
2007-10-22,2,CLIC
2007-10-23,0.9,CLIC
2007-10-24,1.1,CLIC
2007-10-25,1.5,CLIC
2007-10-26,0.7,CLIC
2007-10-27,1,CLIC
2007-10-28,1.2,CLIC
2007-10-29,0.7,CLIC
2007-10-30,0.52,CLIC
2007-10-31,0.88,CLIC
2007-11-01,1,CLIC
2007-11-02,1,CLIC
2007-11-03,1.3,CLIC
2007-11-04,0.2,CLIC
2007-11-05,1.7,CLIC
2007-11-06,0.7,CLIC
2007-11-07,0.1,CLIC
2007-11-08,0.5,CLIC
2007-11-09,0.79,CLIC
2007-11-10,1.08,CLIC
2007-11-11,1,CLIC
2007-11-12,1.9,CLIC
2007-11-13,1.4,CLIC
2007-11-14,1,CLIC
2007-11-15,1.1,CLIC
2007-11-16,1,CLIC
2007-11-17,2.9,CLIC
2007-11-18,3.1,CLIC
2007-11-19,1.86,CLIC
2007-11-20,1.74,CLIC
2007-11-21,2,CLIC
2007-11-22,2.2,CLIC
2007-11-23,1.1,CLIC
2007-11-24,2,CLIC
2007-11-25,1,CLIC
2007-11-26,2,CLIC
2007-11-27,1.5,CLIC
2007-11-28,1,CLIC
2007-11-29,1,CLIC
2007-11-30,3,CLIC
2008-01-01,1.06,CLIC
2008-01-02,0.61,CLIC
2008-01-03,2.3,CLIC
2008-01-04,1.8,CLIC
2008-01-05,4.65,CLIC
2008-01-06,4.15,CLIC
2008-01-07,4.9,CLIC
2008-01-08,3.93,CLIC
2008-01-09,4.71,CLIC
2008-01-10,6.09,CLIC
2008-01-11,3.09,CLIC
2008-01-12,2.06,CLIC
2008-01-13,5.02,CLIC
2008-01-14,2.85,CLIC
2008-01-15,1.73,CLIC
2008-01-16,3.24,CLIC
2008-01-17,3.14,CLIC
2008-01-18,0.8,CLIC
2008-01-19,5.08,CLIC
2008-01-20,0,CLIC
2008-01-21,1.8,CLIC
2008-01-22,1.28,CLIC
2008-01-23,3.99,CLIC
2008-01-24,1.91,CLIC
2008-01-25,2.05,CLIC
2008-01-26,3.89,CLIC
2008-01-27,1.06,CLIC
2008-01-28,1.89,CLIC
2008-01-29,4.02,CLIC
2008-01-30,3.95,CLIC
2008-01-31,2.8,CLIC
2008-02-01,0.95,CLIC
2008-02-02,2.05,CLIC
2008-02-03,2.02,CLIC
2008-02-04,1.93,CLIC
2008-02-05,3.05,CLIC
2008-02-06,4.95,CLIC
2008-02-07,6.05,CLIC
2008-02-08,3.92,CLIC
2008-02-09,1.93,CLIC
2008-02-10,2.48,CLIC
2008-02-11,5.51,CLIC
2008-02-12,2.58,CLIC
2008-02-13,1.8,CLIC
2008-02-14,2.05,CLIC
2008-02-15,1.95,CLIC
2008-02-16,4.35,CLIC
2008-02-17,2.85,CLIC
2008-02-18,1.42,CLIC
2008-02-19,3.83,CLIC
2008-02-20,3.79,CLIC
2008-02-21,1.04,CLIC
2008-02-22,4.18,CLIC
2008-02-23,3.91,CLIC
2008-02-24,1.19,CLIC
2008-02-25,3.39,CLIC
2008-02-26,1.5,CLIC
2008-02-27,1.45,CLIC
2008-02-28,1.55,CLIC
2008-02-29,4.45,CLIC
2008-03-01,1.3,CLIC
2008-03-02,0.7,CLIC
2008-03-03,4.85,CLIC
2008-03-04,4.35,CLIC
2008-03-05,4.05,CLIC
2008-03-06,4.95,CLIC
2008-03-07,2.9,CLIC
2008-03-08,2.02,CLIC
2008-03-09,5.94,CLIC
2008-03-10,2.09,CLIC
2008-03-11,3.5,CLIC
2008-03-12,5.55,CLIC
2008-03-13,3.9,CLIC
2008-03-14,3.88,CLIC
2008-03-15,2.87,CLIC
2008-03-16,7.1,CLIC
2008-03-17,7.86,CLIC
2008-03-18,6.05,CLIC
2008-03-19,5.93,CLIC
2008-03-20,4.72,CLIC
2008-03-21,3.99,CLIC
2008-03-22,5.33,CLIC
2008-03-23,4.94,CLIC
2008-03-24,1.73,CLIC
2008-03-25,2.19,CLIC
2008-03-26,1.85,CLIC
2008-03-27,5.95,CLIC
2008-03-28,4.97,CLIC
2008-03-29,4.08,CLIC
2008-03-30,4.82,CLIC
2008-03-31,2.23,CLIC
2008-04-01,9.23,CLIC
2008-04-02,6.35,CLIC
2008-04-03,5.7,CLIC
2008-04-04,5.87,CLIC
2008-04-05,4.98,CLIC
2008-04-06,1.4,CLIC
2008-04-07,1.2,CLIC
2008-04-08,2.15,CLIC
2008-04-09,7.7,CLIC
2008-04-10,7.7,CLIC
2008-04-11,6.17,CLIC
2008-04-12,7.93,CLIC
2008-04-13,3.05,CLIC
2008-04-14,4.95,CLIC
2008-04-15,8.1,CLIC
2008-04-16,8.9,CLIC
2008-04-17,7.9,CLIC
2008-04-18,9.05,CLIC
2008-04-19,3.22,CLIC
2008-04-20,3.93,CLIC
2008-04-21,6.11,CLIC
2008-04-22,6.9,CLIC
2008-04-23,2.95,CLIC
2008-04-24,4.75,CLIC
2008-04-25,2.1,CLIC
2008-04-26,4.05,CLIC
2008-04-27,1.85,CLIC
2008-04-28,1.2,CLIC
2008-04-29,1.7,CLIC
2008-04-30,7.1,CLIC
2008-05-01,7.3,CLIC
2008-05-02,8.75,CLIC
2008-05-03,8.95,CLIC
2008-05-04,2.95,CLIC
2008-05-05,1.7,CLIC
2008-05-06,1.25,CLIC
2008-05-07,3.45,CLIC
2008-05-08,2.35,CLIC
2008-05-09,4.85,CLIC
2008-05-10,4.05,CLIC
2008-05-11,6.75,CLIC
2008-05-12,8.45,CLIC
2008-05-13,5.74,CLIC
2008-05-14,7.16,CLIC
2008-05-15,5.87,CLIC
2008-05-16,3.55,CLIC
2008-05-17,1.25,CLIC
2008-05-18,1.8,CLIC
2008-05-19,2.25,CLIC
2008-05-20,5.83,CLIC
2008-05-21,4.17,CLIC
2008-05-22,5.94,CLIC
2008-05-23,5.07,CLIC
2008-05-24,7.78,CLIC
2008-05-25,7.13,CLIC
2008-05-26,5.23,CLIC
2008-05-27,6.68,CLIC
2008-05-28,4.17,CLIC
2008-05-29,4.91,CLIC
2008-05-30,3.84,CLIC
2008-05-31,3.76,CLIC
2008-06-01,9.41,CLIC
2008-06-02,8.07,CLIC
2008-06-03,8.73,CLIC
2008-06-04,2.95,CLIC
2008-06-05,2.85,CLIC
2008-06-06,3.73,CLIC
2008-06-07,4.1,CLIC
2008-06-08,5.19,CLIC
2008-06-09,7.91,CLIC
2008-06-10,7.88,CLIC
2008-06-11,6.99,CLIC
2008-06-12,4.14,CLIC
2008-06-13,4.41,CLIC
2008-06-14,2.38,CLIC
2008-06-15,3.99,CLIC
2008-06-16,2.33,CLIC
2008-06-17,1.89,CLIC
2008-06-18,2.93,CLIC
2008-06-19,2.87,CLIC
2008-06-20,5.13,CLIC
2008-06-21,6.71,CLIC
2008-06-22,4.34,CLIC
2008-06-23,3.93,CLIC
2008-06-24,3.12,CLIC
2008-06-25,2.81,CLIC
2008-06-26,4.39,CLIC
2008-06-27,8.65,CLIC
2008-06-28,8.07,CLIC
2008-06-29,1.77,CLIC
2008-06-30,4.42,CLIC
2008-07-01,4.42,CLIC
2008-07-02,6.57,CLIC
2008-07-03,4.03,CLIC
2008-07-04,7.7,CLIC
2008-07-05,1.33,CLIC
2008-07-06,2.38,CLIC
2008-07-07,1.95,CLIC
2008-07-08,2.31,CLIC
2008-07-09,3.16,CLIC
2008-07-10,1.94,CLIC
2008-07-11,6.41,CLIC
2008-07-12,7.8,CLIC
2008-07-13,5.58,CLIC
2008-07-14,2.2,CLIC
2008-07-15,8.08,CLIC
2008-07-16,5.73,CLIC
2008-07-17,6.64,CLIC
2008-07-18,6.09,CLIC
2008-07-19,5.72,CLIC
2008-07-20,4.65,CLIC
2008-07-21,5.85,CLIC
2008-07-22,4.64,CLIC
2008-07-23,5.86,CLIC
2008-07-24,5.68,CLIC
2008-07-25,3.88,CLIC
2008-07-26,3.55,CLIC
2008-07-27,1.92,CLIC
2008-07-28,4.37,CLIC
2008-07-29,4.12,CLIC
2008-07-30,5.03,CLIC
2008-07-31,5.28,CLIC
2008-08-01,5.61,CLIC
2008-08-02,6.81,CLIC
2008-08-03,4.82,CLIC
2008-08-04,6.91,CLIC
2008-08-05,5.95,CLIC
2008-08-06,4.14,CLIC
2008-08-07,4.92,CLIC
2008-08-08,5.73,CLIC
2008-08-09,6.36,CLIC
2008-08-10,4.91,CLIC
2008-08-11,5.31,CLIC
2008-08-12,5.67,CLIC
2008-08-13,4.72,CLIC
2008-08-14,6.45,CLIC
2008-08-15,5.49,CLIC
2008-08-16,4.27,CLIC
2008-08-17,5.13,CLIC
