Estación: ,C19109,UÑA DE GATO. CERRALVO
1986-04-17,1.45,CLIC
1986-04-18,2.55,CLIC
1986-04-19,4.65,CLIC
1986-04-20,7.94,CLIC
1986-04-21,7.96,CLIC
1986-04-22,10.36,CLIC
1986-04-23,6.01,CLIC
1986-04-24,5.96,CLIC
1986-04-25,5.92,CLIC
1986-04-26,6.2,CLIC
1986-04-27,6.33,CLIC
1986-04-28,7.65,CLIC
1986-04-29,5.35,CLIC
1986-04-30,3.5,CLIC
1986-05-01,6.65,CLIC
1986-05-02,3.35,CLIC
1986-05-03,5.79,CLIC
1986-05-04,4.17,CLIC
1986-05-05,3.64,CLIC
1986-05-06,6.06,CLIC
1986-05-07,5.46,CLIC
1986-05-08,4.46,CLIC
1986-05-09,5.73,CLIC
1986-05-10,4.92,CLIC
1986-05-11,5.13,CLIC
1986-05-12,9.95,CLIC
1986-05-13,4.35,CLIC
1986-05-14,2.22,CLIC
1986-05-15,3.11,CLIC
1986-05-16,12.11,CLIC
1986-05-17,1.56,CLIC
1986-05-18,0.77,CLIC
1986-05-19,6.53,CLIC
1986-05-20,9.34,CLIC
1986-05-21,10.22,CLIC
1986-05-22,1.64,CLIC
1986-05-23,4.33,CLIC
1986-05-24,12.67,CLIC
1986-05-25,10.15,CLIC
1986-05-26,9.85,CLIC
1986-05-27,8.45,CLIC
1986-05-28,6.55,CLIC
1986-05-29,9.15,CLIC
1986-05-30,9.25,CLIC
1986-05-31,9.25,CLIC
1986-06-01,9.24,CLIC
1986-06-02,4.35,CLIC
1986-06-03,5.75,CLIC
1986-06-04,3.85,CLIC
1986-06-05,9.5,CLIC
1986-06-06,10.7,CLIC
1986-06-07,11.45,CLIC
1986-06-08,10.65,CLIC
1986-06-09,6.75,CLIC
1986-06-10,4.2,CLIC
1986-06-11,8.2,CLIC
1986-06-12,6.3,CLIC
1986-06-13,5.25,CLIC
1986-06-14,6.1,CLIC
1986-06-15,4.15,CLIC
1986-06-16,5.3,CLIC
1986-06-17,7.8,CLIC
1986-06-18,6.25,CLIC
1986-06-19,7.4,CLIC
1986-06-20,5.65,CLIC
1986-06-21,4.3,CLIC
1986-06-22,6.15,CLIC
1986-06-23,3.5,CLIC
1986-06-24,2.8,CLIC
1986-06-25,1.9,CLIC
1986-06-26,1.35,CLIC
1986-06-27,7.24,CLIC
1986-06-28,6.75,CLIC
1986-06-29,6.9,CLIC
1986-06-30,7.3,CLIC
1986-07-01,4.9,CLIC
1986-07-02,9.99,CLIC
1986-07-03,7.72,CLIC
1986-07-04,6.02,CLIC
1986-07-05,8.03,CLIC
1986-07-06,4.97,CLIC
1986-07-07,0.44,CLIC
1986-07-08,6.68,CLIC
1986-07-09,5.01,CLIC
1986-07-10,5.13,CLIC
1986-07-11,5.39,CLIC
1986-07-12,8.12,CLIC
1986-07-13,2.43,CLIC
1986-07-14,6.25,CLIC
1986-07-15,6.73,CLIC
1986-07-16,7.02,CLIC
1986-07-17,9.3,CLIC
1986-07-18,2.85,CLIC
1986-07-19,4.85,CLIC
1986-07-20,5.65,CLIC
1986-07-21,7.19,CLIC
1986-07-22,8.36,CLIC
1986-07-23,10.45,CLIC
1986-07-24,6.15,CLIC
1986-07-25,4.75,CLIC
1986-07-26,6.41,CLIC
1986-07-27,4.39,CLIC
1986-07-28,6.15,CLIC
1986-07-29,3.99,CLIC
1986-07-30,5.36,CLIC
1986-07-31,4.25,CLIC
1986-08-01,5.36,CLIC
1986-08-02,14.92,CLIC
1986-08-03,4.52,CLIC
1986-08-04,9.95,CLIC
1986-08-05,12.57,CLIC
1986-08-06,14.56,CLIC
1986-08-07,1.57,CLIC
1986-08-08,7.61,CLIC
1986-08-09,6.5,CLIC
1986-08-10,4.72,CLIC
1986-08-11,7.15,CLIC
1986-08-12,9.87,CLIC
1986-08-13,8.01,CLIC
1986-08-14,7.08,CLIC
1986-08-15,2.21,CLIC
1986-08-16,7.38,CLIC
1986-08-17,10.21,CLIC
1986-08-18,7.55,CLIC
1986-08-19,4.1,CLIC
1986-08-20,5.1,CLIC
1986-08-21,5.67,CLIC
1986-08-22,11.88,CLIC
1986-08-23,0.7,CLIC
1986-08-24,2.92,CLIC
1986-08-25,8.76,CLIC
1986-08-26,10.19,CLIC
1986-08-27,9.13,CLIC
1986-08-28,6.92,CLIC
1986-08-29,6.93,CLIC
1986-08-30,5.11,CLIC
1986-08-31,5.29,CLIC
1986-09-01,1.18,CLIC
1986-09-02,7.77,CLIC
1986-09-03,5.4,CLIC
1986-09-04,6.75,CLIC
1986-09-05,6,CLIC
1986-09-06,5.65,CLIC
1986-09-07,3.35,CLIC
1986-09-08,3.7,CLIC
1986-09-09,4.3,CLIC
1986-09-10,6.95,CLIC
1986-09-11,3.1,CLIC
1986-09-12,4.85,CLIC
1986-09-13,5.2,CLIC
1986-09-14,5.83,CLIC
1986-09-15,6.59,CLIC
1986-09-16,6.15,CLIC
1986-09-17,4.82,CLIC
1986-09-18,6.48,CLIC
1986-09-19,2.5,CLIC
1986-09-20,7.2,CLIC
1986-09-21,4.85,CLIC
1986-09-22,6.45,CLIC
1986-09-23,4.74,CLIC
1986-09-24,2.76,CLIC
1986-09-25,3.45,CLIC
1986-09-26,5.3,CLIC
1986-09-27,6.8,CLIC
1986-09-28,7.35,CLIC
1986-09-29,6.4,CLIC
1986-10-01,6.38,CLIC
1986-10-02,3.17,CLIC
1986-10-03,4.25,CLIC
1986-10-04,6.68,CLIC
1986-10-05,4.27,CLIC
1986-10-06,5.65,CLIC
1986-10-07,3.2,CLIC
1986-10-08,2.3,CLIC
1986-10-09,1.85,CLIC
1986-10-10,1.2,CLIC
1986-10-11,2.35,CLIC
1986-10-12,1.75,CLIC
1986-10-13,2.5,CLIC
1986-10-14,2.1,CLIC
1986-10-15,4.45,CLIC
1986-10-16,3.08,CLIC
1986-10-17,3.32,CLIC
1986-10-18,0.24,CLIC
1986-10-19,2.26,CLIC
1986-10-20,2.35,CLIC
1986-10-21,3.45,CLIC
1986-10-22,3.75,CLIC
1986-10-23,4.35,CLIC
1986-10-24,5.4,CLIC
1986-10-25,6.59,CLIC
1986-10-26,3.36,CLIC
1986-10-27,2.5,CLIC
1986-10-28,2.45,CLIC
1986-10-29,5.1,CLIC
1986-10-30,10.35,CLIC
1986-10-31,5.35,CLIC
1986-11-01,2.19,CLIC
1986-11-02,7.1,CLIC
1986-11-03,4.45,CLIC
1986-11-04,3,CLIC
1986-11-05,4.45,CLIC
1986-11-06,4.35,CLIC
1986-11-07,1.4,CLIC
1986-11-08,3.27,CLIC
1986-11-09,5.08,CLIC
1986-11-10,1.6,CLIC
1986-11-11,3.5,CLIC
1986-11-12,2.1,CLIC
1986-11-13,2.07,CLIC
1986-11-14,2,CLIC
1986-11-15,1.92,CLIC
1986-11-16,1.73,CLIC
1986-11-17,1.63,CLIC
1986-11-18,2.55,CLIC
1986-11-19,2.45,CLIC
1986-11-20,2,CLIC
1986-11-21,2,CLIC
1986-11-22,3.03,CLIC
1986-11-23,3.51,CLIC
1986-11-24,3.69,CLIC
1986-11-25,2.15,CLIC
1986-11-26,2.08,CLIC
1986-11-27,2.77,CLIC
1986-11-28,3.43,CLIC
1986-11-29,3.73,CLIC
1986-11-30,4.51,CLIC
1986-12-01,4.73,CLIC
1986-12-02,3.82,CLIC
1986-12-03,3.14,CLIC
1986-12-04,4.09,CLIC
1986-12-05,3.95,CLIC
1986-12-06,4.15,CLIC
1986-12-07,2.6,CLIC
1986-12-08,3.5,CLIC
1986-12-09,1.55,CLIC
1986-12-10,0.6,CLIC
1986-12-11,1.45,CLIC
1986-12-12,4.35,CLIC
1986-12-13,1.5,CLIC
1986-12-14,2.5,CLIC
1986-12-15,1.7,CLIC
1986-12-16,3.95,CLIC
1986-12-17,4.01,CLIC
1986-12-18,4.01,CLIC
1986-12-19,5.03,CLIC
1986-12-20,4,CLIC
1986-12-21,4.15,CLIC
1986-12-22,4.23,CLIC
1986-12-23,2.57,CLIC
1986-12-24,3.65,CLIC
1986-12-25,3.06,CLIC
1986-12-26,3.55,CLIC
1986-12-27,5.99,CLIC
1986-12-28,3.7,CLIC
1986-12-29,4.2,CLIC
1986-12-30,3.6,CLIC
1986-12-31,3.9,CLIC
1992-01-01,0.05,CLIC
1992-01-02,1.5,CLIC
1992-01-03,0.11,CLIC
1992-01-04,1.88,CLIC
1992-01-05,4.6,CLIC
1992-01-06,0.2,CLIC
1992-01-07,1.94,CLIC
1992-01-08,1.88,CLIC
1992-01-09,0.28,CLIC
1992-01-10,2.92,CLIC
1992-01-11,2.28,CLIC
1992-01-12,1.84,CLIC
1992-01-13,3.42,CLIC
1992-01-14,1.74,CLIC
1992-01-15,0.77,CLIC
1992-01-16,1.36,CLIC
1992-01-17,0.21,CLIC
1992-01-18,0.28,CLIC
1992-01-19,3.63,CLIC
1992-01-20,0.92,CLIC
1992-01-21,3.24,CLIC
1992-01-22,4.02,CLIC
1992-01-23,1.95,CLIC
1992-01-24,0.24,CLIC
1992-01-25,2.1,CLIC
1992-01-26,8.26,CLIC
1992-01-27,3.73,CLIC
1992-01-28,0.26,CLIC
1992-01-29,1.59,CLIC
1992-01-30,2.46,CLIC
1992-01-31,2.4,CLIC
1992-02-01,1.29,CLIC
1992-02-02,1.51,CLIC
1992-02-03,1.83,CLIC
1992-02-04,5.02,CLIC
1992-02-05,4.79,CLIC
1992-02-06,2.66,CLIC
1992-02-07,3.1,CLIC
1992-02-08,5.24,CLIC
1992-02-09,3.11,CLIC
1992-02-10,1.35,CLIC
1992-02-11,1.89,CLIC
1992-02-12,1.56,CLIC
1992-02-13,6.55,CLIC
1992-02-14,3.9,CLIC
1992-02-15,3.87,CLIC
1992-02-16,1.56,CLIC
1992-02-17,4.86,CLIC
1992-02-18,3.81,CLIC
1992-02-19,3.4,CLIC
1992-02-20,1.8,CLIC
1992-02-21,0.89,CLIC
1992-02-22,2.38,CLIC
1992-02-23,3.82,CLIC
1992-02-24,5.89,CLIC
1992-02-25,5.98,CLIC
1992-02-26,5.33,CLIC
1992-02-27,5.41,CLIC
1992-02-28,5.77,CLIC
1992-02-29,5.1,CLIC
1997-07-01,10.5,CLIC
1997-07-02,10.35,CLIC
1997-07-03,7.9,CLIC
1997-07-04,8.65,CLIC
1997-07-05,5.55,CLIC
1997-07-06,9.3,CLIC
1997-07-07,9.4,CLIC
1997-07-08,10.24,CLIC
1997-07-09,11.16,CLIC
1997-07-10,9.2,CLIC
1997-07-11,13.2,CLIC
1997-07-12,8.8,CLIC
1997-07-13,8.9,CLIC
1997-07-14,9.54,CLIC
1997-07-15,10.11,CLIC
1997-07-16,7.2,CLIC
1997-07-17,10.2,CLIC
1997-07-18,7.5,CLIC
1997-07-19,8.7,CLIC
1997-07-20,7.25,CLIC
1997-07-21,2.15,CLIC
1997-07-22,4.4,CLIC
1997-07-23,7.65,CLIC
1997-07-24,8.65,CLIC
1997-07-25,8.65,CLIC
1997-07-26,9.25,CLIC
1997-07-27,10.5,CLIC
1997-07-28,9.95,CLIC
1997-07-29,7.1,CLIC
1997-07-30,8.8,CLIC
1997-07-31,5.4,CLIC
1997-08-01,5.7,CLIC
1997-08-02,3.4,CLIC
1997-08-03,5.4,CLIC
1997-08-04,5.8,CLIC
1997-08-05,4.85,CLIC
1997-08-06,9.95,CLIC
1997-08-07,8.5,CLIC
1997-08-08,7.6,CLIC
1997-08-09,12,CLIC
1997-08-10,7.3,CLIC
1997-08-11,14.4,CLIC
1997-08-12,9.7,CLIC
1997-08-13,7.9,CLIC
1997-08-14,10.1,CLIC
1997-08-15,4.4,CLIC
1997-08-16,6.3,CLIC
1997-08-17,6.6,CLIC
1997-08-18,10.4,CLIC
1997-08-19,14.1,CLIC
1997-08-20,9.1,CLIC
1997-08-21,10.5,CLIC
1997-08-22,9.65,CLIC
1997-08-23,7.8,CLIC
1997-08-24,8.6,CLIC
1997-08-25,5.9,CLIC
1997-08-26,8.75,CLIC
1997-08-27,8.8,CLIC
1997-08-28,6.75,CLIC
1997-08-29,9.6,CLIC
1997-08-30,10.6,CLIC
1997-08-31,9.95,CLIC
1997-09-01,10.15,CLIC
1997-09-02,8.2,CLIC
1997-09-03,6.6,CLIC
1997-09-04,6.6,CLIC
1997-09-05,4.8,CLIC
1997-09-06,5.85,CLIC
1997-09-07,4.95,CLIC
1997-09-08,11.4,CLIC
1997-09-09,8.9,CLIC
1997-09-10,6.8,CLIC
1997-09-11,6.3,CLIC
1997-09-12,11.8,CLIC
1997-09-13,9.7,CLIC
1997-09-14,7.4,CLIC
1997-09-15,10.2,CLIC
1997-09-16,8.7,CLIC
1997-09-17,10.6,CLIC
1997-09-18,7.5,CLIC
1997-09-19,8.8,CLIC
1997-09-20,1.7,CLIC
1997-09-21,3.4,CLIC
1997-09-22,4.3,CLIC
1997-09-23,8.2,CLIC
1997-09-24,4.9,CLIC
1997-09-25,8.2,CLIC
1997-09-26,5.8,CLIC
1997-09-27,4.55,CLIC
1997-09-28,6.65,CLIC
1997-09-29,4.7,CLIC
1997-09-30,8.2,CLIC
1997-10-01,3.9,CLIC
1997-10-02,7.5,CLIC
1997-10-03,5.15,CLIC
1997-10-04,5.4,CLIC
1997-10-05,4.5,CLIC
1997-10-06,0.95,CLIC
1997-10-07,12.6,CLIC
1997-10-08,5.9,CLIC
1997-10-09,1.5,CLIC
1997-10-10,10.3,CLIC
1997-10-11,3.7,CLIC
1997-10-12,4.1,CLIC
1997-10-13,3.9,CLIC
1997-10-14,8.6,CLIC
1997-10-15,3.4,CLIC
1997-10-16,13.3,CLIC
1997-10-17,2.8,CLIC
1997-10-18,5.5,CLIC
1997-10-19,3.65,CLIC
1997-10-20,3.15,CLIC
1997-10-21,2.45,CLIC
1997-10-22,5.15,CLIC
1997-10-23,5.5,CLIC
1997-10-24,3.95,CLIC
1997-10-25,4.3,CLIC
1997-10-26,2.9,CLIC
1997-10-27,3.8,CLIC
1997-10-28,4.4,CLIC
1997-10-29,3.2,CLIC
1997-10-30,1.65,CLIC
1997-10-31,4.15,CLIC
1997-11-01,1.7,CLIC
1997-11-02,5.2,CLIC
1997-11-03,4.4,CLIC
1997-11-04,3.8,CLIC
1997-11-05,5.2,CLIC
1997-11-06,4.4,CLIC
1997-11-07,1.9,CLIC
1997-11-08,4.1,CLIC
1997-11-09,3.9,CLIC
1997-11-10,2.9,CLIC
1997-11-11,10.7,CLIC
1997-11-12,3.55,CLIC
1997-11-13,5.1,CLIC
1997-11-14,3.15,CLIC
1997-11-15,1.85,CLIC
1997-11-16,2.95,CLIC
1997-11-17,3.2,CLIC
1997-11-18,1.9,CLIC
1997-11-19,5.1,CLIC
1997-11-20,4.85,CLIC
1997-11-21,2.3,CLIC
1997-11-22,2.95,CLIC
1997-11-23,3.9,CLIC
1997-11-24,2.9,CLIC
1997-11-25,3.3,CLIC
1997-11-26,4.2,CLIC
1997-11-27,2.25,CLIC
1997-11-28,2.95,CLIC
1997-11-29,4.45,CLIC
1997-11-30,3.6,CLIC
1997-12-01,2.15,CLIC
1997-12-02,3.2,CLIC
1997-12-03,3.5,CLIC
1997-12-04,3.4,CLIC
1997-12-05,3.55,CLIC
1997-12-06,1.2,CLIC
1997-12-07,3.9,CLIC
1997-12-08,3.9,CLIC
1997-12-09,2.6,CLIC
1997-12-10,5.5,CLIC
1997-12-11,4.15,CLIC
1997-12-12,1.4,CLIC
1997-12-13,0.4,CLIC
1997-12-14,1.7,CLIC
1997-12-15,1.6,CLIC
1997-12-16,3.3,CLIC
1997-12-17,2.6,CLIC
1997-12-18,3.15,CLIC
1997-12-19,4.15,CLIC
1997-12-20,3.1,CLIC
1997-12-21,3.7,CLIC
1997-12-22,4.5,CLIC
1997-12-23,4.25,CLIC
1997-12-24,8.15,CLIC
1997-12-25,2.85,CLIC
1997-12-26,4.15,CLIC
1997-12-27,3.75,CLIC
1997-12-28,3.1,CLIC
1997-12-29,7.3,CLIC
1997-12-30,3.2,CLIC
1997-12-31,4.1,CLIC
1998-08-01,10.4,CLIC
1998-08-02,10.9,CLIC
1998-08-03,9.1,CLIC
1998-08-04,8.8,CLIC
1998-08-05,6.2,CLIC
1998-08-06,2.6,CLIC
1998-08-07,6.6,CLIC
1998-08-08,9.3,CLIC
1998-08-09,9.6,CLIC
1998-08-10,10.5,CLIC
1998-08-11,11.6,CLIC
1998-08-12,9.4,CLIC
1998-08-13,10.6,CLIC
1998-08-14,8.1,CLIC
1998-08-15,4.7,CLIC
1998-08-16,8.5,CLIC
1998-08-17,8.1,CLIC
1998-08-18,4.1,CLIC
1998-08-19,3.2,CLIC
1998-08-20,2.9,CLIC
1998-08-21,2.7,CLIC
1998-08-22,6.9,CLIC
1998-08-23,5.1,CLIC
1998-08-24,5.9,CLIC
1998-08-25,6.7,CLIC
1998-08-26,9.2,CLIC
1998-08-27,4.2,CLIC
1998-08-28,5.9,CLIC
1998-08-29,5.1,CLIC
1998-08-30,4.6,CLIC
1998-08-31,6.2,CLIC
1998-09-01,2.8,CLIC
1998-09-02,6.3,CLIC
1998-09-03,6.9,CLIC
1998-09-04,4.8,CLIC
1998-09-06,0.1,CLIC
1998-09-07,5.05,CLIC
1998-09-08,2.55,CLIC
1998-09-10,5.5,CLIC
1998-09-11,14.8,CLIC
1998-09-12,3.8,CLIC
1998-09-13,4.1,CLIC
1998-09-14,7.1,CLIC
1998-09-19,5.1,CLIC
1998-09-20,4.5,CLIC
1998-09-21,3.8,CLIC
1998-09-22,3.2,CLIC
1998-09-23,2.9,CLIC
1998-09-24,3.2,CLIC
1998-09-25,2.9,CLIC
1998-09-26,2.95,CLIC
1998-09-27,2.75,CLIC
1998-09-28,5.1,CLIC
1998-09-29,4.2,CLIC
1998-09-30,2.5,CLIC
1998-10-01,2.9,CLIC
1998-10-02,5.4,CLIC
1998-10-03,3.9,CLIC
1998-10-04,4.8,CLIC
1998-10-05,15.4,CLIC
1998-10-06,3.9,CLIC
1998-10-07,4.2,CLIC
1998-10-08,2.7,CLIC
1998-10-09,4.3,CLIC
1998-10-10,4.1,CLIC
1998-10-11,3.9,CLIC
1998-10-12,2.8,CLIC
1998-10-13,3.1,CLIC
1998-10-14,4.85,CLIC
1998-10-15,3.95,CLIC
1998-10-16,4.2,CLIC
1998-10-17,5.1,CLIC
1998-10-18,0.5,CLIC
1998-10-19,4.25,CLIC
1998-10-20,4.15,CLIC
1998-10-22,2.4,CLIC
1998-10-23,2.4,CLIC
1998-10-24,4.5,CLIC
1998-10-25,4.7,CLIC
1998-10-26,2.5,CLIC
1998-10-27,4.35,CLIC
1998-10-28,2.85,CLIC
1998-10-29,5.15,CLIC
1998-10-30,4.95,CLIC
1998-10-31,3.85,CLIC
1998-11-01,5.15,CLIC
1998-11-02,3.65,CLIC
1998-11-04,4.6,CLIC
1998-11-05,5.9,CLIC
1998-11-07,3.9,CLIC
1998-11-08,3.05,CLIC
1998-11-09,3.95,CLIC
1998-11-10,3.65,CLIC
1998-11-11,4.45,CLIC
1998-11-12,1.9,CLIC
1998-11-14,2.7,CLIC
1998-11-15,4.05,CLIC
1998-11-16,2.45,CLIC
1998-11-17,2.5,CLIC
1998-11-18,3.05,CLIC
1998-11-19,3.05,CLIC
1998-11-20,3.95,CLIC
1998-11-21,4.25,CLIC
1998-11-22,3.6,CLIC
1998-11-23,5.4,CLIC
1998-11-24,3.95,CLIC
1998-11-25,4.85,CLIC
1998-11-26,4.4,CLIC
1998-11-27,3.65,CLIC
1998-11-28,3.7,CLIC
1998-11-29,4.9,CLIC
1998-11-30,3.8,CLIC
