Estación: ,C19001,Adjuntas. (Santiago N.L)
1964-04-09,0,CLIC
1964-04-10,0,CLIC
1964-04-11,0,CLIC
1964-04-12,0,CLIC
1964-04-13,15,CLIC
1964-04-14,14,CLIC
1964-04-15,5,CLIC
1964-04-16,4,CLIC
1964-04-17,0,CLIC
1964-04-18,0,CLIC
1964-04-19,0,CLIC
1964-04-20,0,CLIC
1964-04-21,0,CLIC
1964-04-22,0,CLIC
1964-04-23,0,CLIC
1964-04-24,0,CLIC
1964-04-25,0,CLIC
1964-04-26,0,CLIC
1964-04-27,0,CLIC
1964-04-28,0,CLIC
1964-04-29,0,CLIC
1964-04-30,0,CLIC
1964-05-01,0,CLIC
1964-05-02,0,CLIC
1964-05-03,0,CLIC
1964-05-04,0,CLIC
1964-05-05,0,CLIC
1964-05-06,0,CLIC
1964-05-07,0,CLIC
1964-05-08,0,CLIC
1964-05-09,0,CLIC
1964-05-10,0,CLIC
1964-05-11,19,CLIC
1964-05-12,24,CLIC
1964-05-13,0,CLIC
1964-05-14,0,CLIC
1964-05-15,0,CLIC
1964-05-16,0,CLIC
1964-05-17,0,CLIC
1964-05-18,0,CLIC
1964-05-19,33,CLIC
1964-05-20,5,CLIC
1964-05-21,17,CLIC
1964-05-22,2,CLIC
1964-05-23,0,CLIC
1964-05-24,8,CLIC
1964-05-25,2,CLIC
1964-05-26,0,CLIC
1964-05-27,0,CLIC
1964-05-28,0,CLIC
1964-05-29,5,CLIC
1964-05-30,0,CLIC
1964-05-31,7,CLIC
1964-06-01,0,CLIC
1964-06-02,0,CLIC
1964-06-03,0,CLIC
1964-06-04,0,CLIC
1964-06-05,0,CLIC
1964-06-06,0,CLIC
1964-06-07,0,CLIC
1964-06-08,0,CLIC
1964-06-09,0,CLIC
1964-06-10,0,CLIC
1964-06-11,0,CLIC
1964-06-12,0,CLIC
1964-06-13,0,CLIC
1964-06-14,3,CLIC
1964-06-15,0,CLIC
1964-06-16,0,CLIC
1964-06-17,0,CLIC
1964-06-18,0,CLIC
1964-06-19,0,CLIC
1964-06-20,0,CLIC
1964-06-21,0,CLIC
1964-06-22,0,CLIC
1964-06-23,23,CLIC
1964-06-24,0,CLIC
1964-06-25,20.5,CLIC
1964-06-26,12,CLIC
1964-06-27,3,CLIC
1964-06-28,0,CLIC
1964-06-29,0,CLIC
1964-06-30,0,CLIC
1964-07-01,0,CLIC
1964-07-02,0,CLIC
1964-07-03,0,CLIC
1964-07-04,0,CLIC
1964-07-05,0,CLIC
1964-07-06,0,CLIC
1964-07-07,0,CLIC
1964-07-08,0,CLIC
1964-07-09,0,CLIC
1964-07-10,0,CLIC
1964-07-11,0,CLIC
1964-07-12,0,CLIC
1964-07-13,0.9,CLIC
1964-07-14,0,CLIC
1964-07-15,0,CLIC
1964-07-16,58,CLIC
1964-07-17,17,CLIC
1964-07-18,87,CLIC
1964-07-19,18,CLIC
1964-07-20,0,CLIC
1964-07-21,0,CLIC
1964-07-22,0,CLIC
1964-07-23,0,CLIC
1964-07-24,0,CLIC
1964-07-25,0,CLIC
1964-07-26,0,CLIC
1964-07-27,0,CLIC
1964-07-28,0,CLIC
1964-07-29,0,CLIC
1964-07-30,0,CLIC
1964-07-31,0,CLIC
1964-08-01,0,CLIC
1964-08-02,0,CLIC
1964-08-03,3,CLIC
1964-08-04,0,CLIC
1964-08-05,0,CLIC
1964-08-06,0,CLIC
1964-08-07,8,CLIC
1964-08-08,0,CLIC
1964-08-09,1,CLIC
1964-08-10,0,CLIC
1964-08-11,0,CLIC
1964-08-12,0,CLIC
1964-08-13,0,CLIC
1964-08-14,0,CLIC
1964-08-15,0,CLIC
1964-08-16,0,CLIC
1964-08-17,0,CLIC
1964-08-18,0,CLIC
1964-08-19,0,CLIC
1964-08-20,0,CLIC
1964-08-21,0,CLIC
1964-08-22,0,CLIC
1964-08-23,24,CLIC
1964-08-24,3,CLIC
1964-08-25,0,CLIC
1964-08-26,0,CLIC
1964-08-27,0,CLIC
1964-08-28,0,CLIC
1964-08-29,0,CLIC
1964-08-30,0,CLIC
1964-08-31,0,CLIC
1964-09-01,0,CLIC
1964-09-02,39,CLIC
1964-09-03,0,CLIC
1964-09-04,25,CLIC
1964-09-05,4,CLIC
1964-09-06,0,CLIC
1964-09-07,11,CLIC
1964-09-08,4,CLIC
1964-09-09,0,CLIC
1964-09-10,0,CLIC
1964-09-11,0,CLIC
1964-09-12,104,CLIC
1964-09-13,0,CLIC
1964-09-14,5,CLIC
1964-09-15,2,CLIC
1964-09-16,3,CLIC
1964-09-17,12,CLIC
1964-09-18,0,CLIC
1964-09-19,0,CLIC
1964-09-20,0,CLIC
1964-09-21,0,CLIC
1964-09-22,0,CLIC
1964-09-23,12,CLIC
1964-09-24,18,CLIC
1964-09-25,0,CLIC
1964-09-26,0,CLIC
1964-09-27,12,CLIC
1964-09-28,0,CLIC
1964-09-29,0,CLIC
1964-09-30,4,CLIC
1964-10-01,3,CLIC
1964-10-02,12,CLIC
1964-10-03,0,CLIC
1964-10-04,1,CLIC
1964-10-05,0,CLIC
1964-10-06,0,CLIC
1964-10-07,0,CLIC
1964-10-08,0,CLIC
1964-10-09,0,CLIC
1964-10-10,0,CLIC
1964-10-11,0,CLIC
1964-10-12,0,CLIC
1964-10-13,2,CLIC
1964-10-14,0,CLIC
1964-10-15,0,CLIC
1964-10-16,0,CLIC
1964-10-17,0,CLIC
1964-10-18,49,CLIC
1964-10-19,0.2,CLIC
1964-10-20,0,CLIC
1964-10-21,0,CLIC
1964-10-22,0,CLIC
1964-10-23,0.5,CLIC
1964-10-24,0,CLIC
1964-10-25,0,CLIC
1964-10-26,0,CLIC
1964-10-27,0,CLIC
1964-10-28,0,CLIC
1964-10-29,0,CLIC
1964-10-30,0,CLIC
1964-10-31,0,CLIC
1964-11-01,0,CLIC
1964-11-02,0,CLIC
1964-11-03,0,CLIC
1964-11-04,0,CLIC
1964-11-05,3,CLIC
1964-11-06,0,CLIC
1964-11-07,0,CLIC
1964-11-08,0,CLIC
1964-11-09,0,CLIC
1964-11-10,0,CLIC
1964-11-11,0,CLIC
1964-11-12,0,CLIC
1964-11-13,0,CLIC
1964-11-14,0,CLIC
1964-11-15,0,CLIC
1964-11-16,0,CLIC
1964-11-17,0,CLIC
1964-11-18,0,CLIC
1964-11-19,0,CLIC
1964-11-20,1,CLIC
1964-11-21,16,CLIC
1964-11-22,0,CLIC
1964-11-23,0,CLIC
1964-11-24,0,CLIC
1964-11-25,0,CLIC
1964-11-26,0,CLIC
1964-11-27,0,CLIC
1964-11-28,0,CLIC
1964-11-29,0,CLIC
1964-11-30,2,CLIC
1964-12-01,2,CLIC
1964-12-02,0,CLIC
1964-12-03,0,CLIC
1964-12-04,0,CLIC
1964-12-05,0,CLIC
1964-12-06,0,CLIC
1964-12-07,0,CLIC
1964-12-08,1.2,CLIC
1964-12-09,3,CLIC
1964-12-10,2,CLIC
1964-12-11,0,CLIC
1964-12-12,0,CLIC
1964-12-13,0,CLIC
1964-12-14,0,CLIC
1964-12-15,0,CLIC
1964-12-16,0,CLIC
1964-12-17,0,CLIC
1964-12-18,0,CLIC
1964-12-19,0,CLIC
1964-12-20,0,CLIC
1964-12-21,0,CLIC
1964-12-22,0,CLIC
1964-12-23,0,CLIC
1964-12-24,0,CLIC
1964-12-25,0,CLIC
1964-12-26,0,CLIC
1964-12-27,0,CLIC
1964-12-28,0,CLIC
1964-12-29,0,CLIC
1964-12-30,0,CLIC
1964-12-31,0,CLIC
1965-01-01,0,CLIC
1965-01-02,0,CLIC
1965-01-03,6,CLIC
1965-01-04,0,CLIC
1965-01-05,0,CLIC
1965-01-06,0,CLIC
1965-01-07,0,CLIC
1965-01-08,0,CLIC
1965-01-09,0,CLIC
1965-01-10,0,CLIC
1965-01-11,0,CLIC
1965-01-12,0,CLIC
1965-01-13,0,CLIC
1965-01-14,0,CLIC
1965-01-15,5,CLIC
1965-01-16,0,CLIC
1965-01-17,0,CLIC
1965-01-18,0,CLIC
1965-01-19,0,CLIC
1965-01-20,0,CLIC
1965-01-21,5,CLIC
1965-01-22,0,CLIC
1965-01-23,0,CLIC
1965-01-24,0,CLIC
1965-01-25,0,CLIC
1965-01-26,0,CLIC
1965-01-27,0,CLIC
1965-01-28,0,CLIC
1965-01-29,0,CLIC
1965-01-30,0,CLIC
1965-01-31,0,CLIC
1965-02-01,0,CLIC
1965-02-02,0,CLIC
1965-02-03,0,CLIC
1965-02-04,0,CLIC
1965-02-05,0,CLIC
1965-02-06,0,CLIC
1965-02-07,23,CLIC
1965-02-08,0,CLIC
1965-02-09,0,CLIC
1965-02-10,0,CLIC
1965-02-11,0,CLIC
1965-02-12,0,CLIC
1965-02-13,8,CLIC
1965-02-14,0,CLIC
1965-02-15,0,CLIC
1965-02-16,0,CLIC
1965-02-17,2,CLIC
1965-02-18,0,CLIC
1965-02-19,12,CLIC
1965-02-20,0,CLIC
1965-02-21,0,CLIC
1965-02-22,0,CLIC
1965-02-23,0,CLIC
1965-02-24,0,CLIC
1965-02-25,0,CLIC
1965-02-26,0,CLIC
1965-02-27,0,CLIC
1965-02-28,0,CLIC
1965-04-01,0,CLIC
1965-04-02,0,CLIC
1965-04-03,0,CLIC
1965-04-04,0,CLIC
1965-04-05,0,CLIC
1965-04-06,0,CLIC
1965-04-07,23,CLIC
1965-04-08,0,CLIC
1965-04-09,0,CLIC
1965-04-10,0,CLIC
1965-04-11,0,CLIC
1965-04-12,0,CLIC
1965-04-13,8,CLIC
1965-04-14,0,CLIC
1965-04-15,0,CLIC
1965-04-16,0,CLIC
1965-04-17,2,CLIC
1965-04-18,0,CLIC
1965-04-19,12,CLIC
1965-04-20,0,CLIC
1965-04-21,0,CLIC
1965-04-22,0,CLIC
1965-04-23,0,CLIC
1965-04-24,0,CLIC
1965-04-25,0,CLIC
1965-04-26,0,CLIC
1965-04-27,0,CLIC
1965-04-28,2,CLIC
1965-04-29,0,CLIC
1965-04-30,0,CLIC
1965-05-01,0,CLIC
1965-05-02,0,CLIC
1965-05-03,0,CLIC
1965-05-04,0,CLIC
1965-05-05,0,CLIC
1965-05-06,0,CLIC
1965-05-07,1,CLIC
1965-05-08,5,CLIC
1965-05-09,0,CLIC
1965-05-10,0,CLIC
1965-05-11,4,CLIC
1965-05-12,0,CLIC
1965-05-13,0,CLIC
1965-05-14,0,CLIC
1965-05-15,0,CLIC
1965-05-16,7,CLIC
1965-05-17,35,CLIC
1965-05-18,0,CLIC
1965-05-19,0,CLIC
1965-05-20,0,CLIC
1965-05-21,0,CLIC
1965-05-22,0,CLIC
1965-05-23,0,CLIC
1965-05-24,0,CLIC
1965-05-25,0,CLIC
1965-05-26,0,CLIC
1965-05-27,0,CLIC
1965-05-28,0,CLIC
1965-05-29,0,CLIC
1965-05-30,0,CLIC
1965-05-31,0,CLIC
1965-06-01,0,CLIC
1965-06-02,0,CLIC
1965-06-03,0,CLIC
1965-06-04,0,CLIC
1965-06-05,1.1,CLIC
1965-06-06,0,CLIC
1965-06-07,0,CLIC
1965-06-08,0,CLIC
1965-06-09,0,CLIC
1965-06-10,0,CLIC
1965-06-11,0,CLIC
1965-06-12,0,CLIC
1965-06-13,0.4,CLIC
1965-06-14,0,CLIC
1965-06-15,0,CLIC
1965-06-16,9,CLIC
1965-06-17,3,CLIC
1965-06-18,10.9,CLIC
1965-06-19,8.8,CLIC
1965-06-20,0.2,CLIC
1965-06-21,0,CLIC
1965-06-22,0,CLIC
1965-06-23,0,CLIC
1965-06-24,0,CLIC
1965-06-25,0,CLIC
1965-06-26,0,CLIC
1965-06-27,0,CLIC
1965-06-28,0,CLIC
1965-06-29,0,CLIC
1965-06-30,0,CLIC
1965-07-01,0,CLIC
1965-07-02,0,CLIC
1965-07-03,0,CLIC
1965-07-04,0,CLIC
1965-07-05,0,CLIC
1965-07-06,0,CLIC
1965-07-07,0,CLIC
1965-07-08,0,CLIC
1965-07-09,0,CLIC
1965-07-10,0,CLIC
1965-07-11,0,CLIC
1965-07-12,0,CLIC
1965-07-13,0,CLIC
1965-07-14,0,CLIC
1965-07-15,0,CLIC
1965-07-16,4,CLIC
1965-07-17,0,CLIC
1965-07-18,0,CLIC
1965-07-19,0,CLIC
1965-07-20,4,CLIC
1965-07-21,0,CLIC
1965-07-22,0,CLIC
1965-07-23,0,CLIC
1965-07-24,0,CLIC
1965-07-25,0,CLIC
1965-07-26,0,CLIC
1965-07-27,0,CLIC
1965-07-28,10,CLIC
1965-07-29,0,CLIC
1965-07-30,8,CLIC
1965-07-31,0,CLIC
1965-08-01,0,CLIC
1965-08-02,5.7,CLIC
1965-08-03,9,CLIC
1965-08-04,3,CLIC
1965-08-05,1,CLIC
1965-08-06,8,CLIC
1965-08-07,0,CLIC
1965-08-08,8,CLIC
1965-08-09,0,CLIC
1965-08-10,4,CLIC
1965-08-11,68,CLIC
1965-08-12,0,CLIC
1965-08-13,1,CLIC
1965-08-14,0,CLIC
1965-08-15,0,CLIC
1965-08-16,0,CLIC
1965-08-17,0,CLIC
1965-08-18,0,CLIC
1965-08-19,0,CLIC
1965-08-20,0,CLIC
1965-08-21,0,CLIC
1965-08-22,0,CLIC
1965-08-23,0,CLIC
1965-08-24,0,CLIC
1965-08-25,0,CLIC
1965-08-26,0,CLIC
1965-08-27,0,CLIC
1965-08-28,3,CLIC
1965-08-29,0,CLIC
1965-08-30,0,CLIC
1965-08-31,0,CLIC
1965-09-01,5,CLIC
1965-09-02,0,CLIC
1965-09-03,0,CLIC
1965-09-04,0,CLIC
1965-09-05,0,CLIC
1965-09-06,0,CLIC
1965-09-07,0,CLIC
1965-09-08,10,CLIC
1965-09-09,0,CLIC
1965-09-10,0,CLIC
1965-09-11,0,CLIC
1965-09-12,0,CLIC
1965-09-13,0,CLIC
1965-09-14,0,CLIC
1965-09-15,0,CLIC
1965-09-16,0,CLIC
1965-09-17,0,CLIC
1965-09-18,0,CLIC
1965-09-19,0,CLIC
1965-09-20,0,CLIC
1965-09-21,0,CLIC
1965-09-22,20,CLIC
1965-09-23,20,CLIC
1965-09-24,20,CLIC
1965-09-25,13,CLIC
1965-09-26,4,CLIC
1965-09-27,4,CLIC
1965-09-28,0,CLIC
1965-09-29,0,CLIC
1965-09-30,8,CLIC
1965-10-01,8,CLIC
1965-10-02,5,CLIC
1965-10-03,1,CLIC
1965-10-04,0,CLIC
1965-10-05,0,CLIC
1965-10-06,0,CLIC
1965-10-07,0,CLIC
1965-10-08,0,CLIC
1965-10-09,0,CLIC
1965-10-10,0,CLIC
1965-10-11,0,CLIC
1965-10-12,6,CLIC
1965-10-13,0,CLIC
1965-10-14,0,CLIC
1965-10-15,0,CLIC
1965-10-16,0,CLIC
1965-10-17,2,CLIC
1965-10-18,0,CLIC
1965-10-19,0,CLIC
1965-10-20,20,CLIC
1965-10-21,0,CLIC
1965-10-22,0,CLIC
1965-10-23,0,CLIC
1965-10-24,0,CLIC
1965-10-25,0,CLIC
1965-10-26,0,CLIC
1965-10-27,0,CLIC
1965-10-28,0,CLIC
1965-10-29,0,CLIC
1965-10-30,0,CLIC
1965-10-31,0,CLIC
1965-11-01,0,CLIC
1965-11-02,0,CLIC
1965-11-03,0,CLIC
1965-11-04,0,CLIC
1965-11-05,0,CLIC
1965-11-06,3,CLIC
1965-11-07,2,CLIC
1965-11-08,0,CLIC
1965-11-09,11,CLIC
1965-11-10,10,CLIC
1965-11-11,1,CLIC
1965-11-12,0,CLIC
1965-11-13,0,CLIC
1965-11-14,0,CLIC
1965-11-15,0,CLIC
1965-11-16,0,CLIC
1965-11-17,0,CLIC
1965-11-18,0,CLIC
1965-11-19,0,CLIC
1965-11-20,0,CLIC
1965-11-21,0,CLIC
1965-11-22,0,CLIC
1965-11-23,0,CLIC
1965-11-24,0,CLIC
1965-11-25,0,CLIC
1965-11-26,0,CLIC
1965-11-27,0,CLIC
1965-11-28,0,CLIC
1965-11-29,0,CLIC
1965-11-30,0,CLIC
1965-12-01,0,CLIC
1965-12-02,19,CLIC
1965-12-03,15,CLIC
1965-12-04,0,CLIC
1965-12-05,0,CLIC
1965-12-06,0,CLIC
1965-12-07,0,CLIC
1965-12-08,0,CLIC
1965-12-09,0,CLIC
1965-12-10,0,CLIC
1965-12-11,0,CLIC
1965-12-12,0,CLIC
1965-12-13,0,CLIC
1965-12-14,0,CLIC
1965-12-15,5,CLIC
1965-12-16,1,CLIC
1965-12-17,2,CLIC
1965-12-18,2,CLIC
1965-12-19,0,CLIC
1965-12-20,0,CLIC
1965-12-21,0,CLIC
1965-12-22,0,CLIC
1965-12-23,0,CLIC
1965-12-24,0,CLIC
1965-12-25,0,CLIC
1965-12-26,0,CLIC
1965-12-27,0,CLIC
1965-12-28,0,CLIC
1965-12-29,0,CLIC
1965-12-30,0,CLIC
1965-12-31,0,CLIC
1966-01-01,0,CLIC
1966-01-02,1,CLIC
1966-01-03,0,CLIC
1966-01-04,1,CLIC
1966-01-05,0,CLIC
1966-01-06,0,CLIC
1966-01-07,0,CLIC
1966-01-08,0,CLIC
1966-01-09,0,CLIC
1966-01-10,0,CLIC
1966-01-11,0,CLIC
1966-01-12,0,CLIC
1966-01-13,13,CLIC
1966-01-14,0,CLIC
1966-01-15,0,CLIC
1966-01-16,4,CLIC
1966-01-17,4,CLIC
1966-01-18,0,CLIC
1966-01-19,0,CLIC
1966-01-20,17,CLIC
1966-01-21,0,CLIC
1966-01-22,0,CLIC
1966-01-23,0,CLIC
1966-01-24,9,CLIC
1966-01-25,19,CLIC
1966-01-26,4,CLIC
1966-01-27,0,CLIC
1966-01-28,0,CLIC
1966-01-29,0,CLIC
1966-01-30,0,CLIC
1966-01-31,0,CLIC
1966-02-01,0,CLIC
1966-02-02,0,CLIC
1966-02-03,0,CLIC
1966-02-04,0,CLIC
1966-02-05,0,CLIC
1966-02-06,0,CLIC
1966-02-07,0,CLIC
1966-02-08,4,CLIC
1966-02-09,1,CLIC
1966-02-10,0,CLIC
1966-02-11,0,CLIC
1966-02-12,0,CLIC
1966-02-13,0,CLIC
1966-02-14,0,CLIC
1966-02-15,0,CLIC
1966-02-16,0,CLIC
1966-02-17,2,CLIC
1966-02-18,0,CLIC
1966-02-19,0,CLIC
1966-02-20,2,CLIC
1966-02-21,0.5,CLIC
1966-02-22,0,CLIC
1966-02-23,0,CLIC
1966-02-24,0,CLIC
1966-02-25,0,CLIC
1966-02-26,0,CLIC
1966-02-27,0,CLIC
1966-02-28,0,CLIC
1966-03-01,0,CLIC
1966-03-02,0,CLIC
1966-03-03,0,CLIC
1966-03-04,0,CLIC
1966-03-05,0,CLIC
1966-03-06,0,CLIC
1966-03-07,0,CLIC
1966-03-08,0,CLIC
1966-03-09,1,CLIC
1966-03-10,0,CLIC
1966-03-11,0,CLIC
1966-03-12,0,CLIC
1966-03-13,0,CLIC
1966-03-14,0,CLIC
1966-03-15,0,CLIC
1966-03-16,0,CLIC
1966-03-17,0,CLIC
1966-03-18,6,CLIC
1966-03-19,0,CLIC
1966-03-20,0,CLIC
1966-03-21,0,CLIC
1966-03-22,0,CLIC
1966-03-23,0,CLIC
1966-03-24,2,CLIC
1966-03-25,0,CLIC
1966-03-26,0,CLIC
1966-03-27,0,CLIC
1966-03-28,1,CLIC
1966-03-29,3,CLIC
1966-03-30,1,CLIC
1966-03-31,0,CLIC
1966-04-01,0,CLIC
1966-04-02,0,CLIC
1966-04-03,0,CLIC
1966-04-04,0,CLIC
1966-04-05,0,CLIC
1966-04-06,0,CLIC
1966-04-07,0,CLIC
1966-04-08,0,CLIC
1966-04-09,0,CLIC
1966-04-10,0,CLIC
1966-04-11,0,CLIC
1966-04-12,0,CLIC
1966-04-13,4,CLIC
1966-04-14,2,CLIC
1966-04-15,4,CLIC
1966-04-16,3,CLIC
1966-04-17,0,CLIC
1966-04-18,0,CLIC
1966-04-19,0,CLIC
1966-04-20,0,CLIC
1966-04-21,1,CLIC
1966-04-22,5,CLIC
1966-04-23,4,CLIC
1966-04-24,0,CLIC
1966-04-25,0,CLIC
1966-04-26,0,CLIC
1966-04-27,0,CLIC
1966-04-28,0,CLIC
1966-04-29,0,CLIC
1966-05-01,42,CLIC
1966-05-02,35,CLIC
1966-05-03,47,CLIC
1966-05-04,5,CLIC
1966-05-05,0,CLIC
1966-05-06,0,CLIC
1966-05-07,0,CLIC
1966-05-08,0,CLIC
1966-05-09,0,CLIC
1966-05-10,0,CLIC
1966-05-11,0,CLIC
1966-05-12,0,CLIC
1966-05-13,7,CLIC
1966-05-14,2,CLIC
1966-05-15,4,CLIC
1966-05-16,0,CLIC
1966-05-17,0,CLIC
1966-05-18,6,CLIC
1966-05-19,19,CLIC
1966-05-20,0,CLIC
1966-05-21,0,CLIC
1966-05-22,0,CLIC
1966-05-23,0,CLIC
1966-05-24,13,CLIC
1966-05-25,0,CLIC
1966-05-26,9,CLIC
1966-05-27,0,CLIC
1966-05-28,2,CLIC
1966-05-29,0,CLIC
1966-05-30,0,CLIC
1966-06-01,0,CLIC
1966-06-02,0,CLIC
1966-06-03,0,CLIC
1966-06-04,0,CLIC
1966-06-05,0,CLIC
1966-06-06,0,CLIC
1966-06-07,0,CLIC
1966-06-08,0,CLIC
1966-06-09,0,CLIC
1966-06-10,0,CLIC
1966-06-11,0,CLIC
1966-06-12,0,CLIC
1966-06-13,0,CLIC
1966-06-14,34,CLIC
1966-06-15,1,CLIC
1966-06-16,0,CLIC
1966-06-17,0,CLIC
1966-06-18,36,CLIC
1966-06-19,39,CLIC
1966-06-20,8,CLIC
1966-06-21,3,CLIC
1966-06-22,0,CLIC
1966-06-23,51,CLIC
1966-06-24,27,CLIC
1966-06-25,67,CLIC
1966-06-26,87,CLIC
1966-06-27,16,CLIC
1966-06-28,3,CLIC
1966-06-29,2,CLIC
1966-06-30,0,CLIC
1966-07-01,0,CLIC
1966-07-02,0,CLIC
1966-07-03,6,CLIC
1966-07-04,1,CLIC
1966-07-05,0,CLIC
1966-07-06,0,CLIC
1966-07-07,0,CLIC
1966-07-08,0,CLIC
1966-07-09,0,CLIC
1966-07-10,0,CLIC
1966-07-11,0,CLIC
1966-07-12,59,CLIC
1966-07-13,4,CLIC
1966-07-14,0,CLIC
1966-07-15,0,CLIC
1966-07-16,9,CLIC
1966-07-17,0,CLIC
1966-07-18,0,CLIC
1966-07-19,0,CLIC
1966-07-20,0,CLIC
1966-07-21,0,CLIC
1966-07-22,0,CLIC
1966-07-23,0,CLIC
1966-07-24,0,CLIC
1966-07-25,0,CLIC
1966-07-26,0,CLIC
1966-07-27,2,CLIC
1966-07-28,0,CLIC
1966-07-29,9,CLIC
1966-07-30,0,CLIC
1966-08-01,0,CLIC
1966-08-02,0,CLIC
1966-08-03,30,CLIC
1966-08-04,0,CLIC
1966-08-05,0,CLIC
1966-08-06,0,CLIC
1966-08-07,30,CLIC
1966-08-08,3,CLIC
1966-08-09,8,CLIC
1966-08-10,0,CLIC
1966-08-11,0,CLIC
1966-08-12,0,CLIC
1966-08-13,0,CLIC
1966-08-14,1,CLIC
1966-08-15,0,CLIC
1966-08-16,0,CLIC
1966-08-17,0,CLIC
1966-08-18,0,CLIC
1966-08-19,0,CLIC
1966-08-20,0,CLIC
1966-08-21,0,CLIC
1966-08-22,0,CLIC
1966-08-23,0,CLIC
1966-08-24,71,CLIC
1966-08-25,47,CLIC
1966-08-26,15,CLIC
1966-08-27,3,CLIC
1966-08-28,21,CLIC
1966-08-29,0,CLIC
1966-08-30,0,CLIC
1966-09-01,0,CLIC
1966-09-02,0,CLIC
1966-09-03,0,CLIC
1966-09-04,4,CLIC
1966-09-05,0,CLIC
1966-09-06,0,CLIC
1966-09-07,20,CLIC
1966-09-08,7,CLIC
1966-09-09,0,CLIC
1966-09-10,0,CLIC
1966-09-11,0,CLIC
1966-09-12,0,CLIC
1966-09-13,0,CLIC
1966-09-14,0,CLIC
1966-09-15,0,CLIC
1966-09-16,0,CLIC
1966-09-17,59,CLIC
1966-09-18,7,CLIC
1966-09-19,54,CLIC
1966-09-20,7,CLIC
1966-09-21,0,CLIC
1966-09-22,0,CLIC
1966-09-23,0,CLIC
1966-09-24,0,CLIC
1966-09-25,0,CLIC
1966-09-26,0,CLIC
1966-09-27,0,CLIC
1966-09-28,0,CLIC
1966-09-29,0,CLIC
1966-09-30,0,CLIC
1966-10-01,0,CLIC
1966-10-02,0,CLIC
1966-10-03,0,CLIC
1966-10-04,0,CLIC
1966-10-05,7.2,CLIC
1966-10-06,0,CLIC
1966-10-07,0,CLIC
1966-10-08,0,CLIC
1966-10-09,7.7,CLIC
1966-10-10,40,CLIC
1966-10-11,8,CLIC
1966-10-12,0,CLIC
1966-10-13,4,CLIC
1966-10-14,2,CLIC
1966-10-15,8,CLIC
1966-10-16,0,CLIC
1966-10-17,0,CLIC
1966-10-18,2,CLIC
1966-10-19,2,CLIC
1966-10-20,0,CLIC
1966-10-21,0,CLIC
1966-10-22,0,CLIC
1966-10-23,0,CLIC
1966-10-24,10,CLIC
1966-10-25,0,CLIC
1966-10-26,0,CLIC
1966-10-27,0,CLIC
1966-10-28,0,CLIC
1966-10-29,0,CLIC
1966-10-30,0,CLIC
1966-10-31,0,CLIC
1967-01-01,0,CLIC
1967-01-02,0,CLIC
1967-01-03,0,CLIC
1967-01-04,0,CLIC
1967-01-05,0,CLIC
1967-01-06,0,CLIC
1967-01-07,0,CLIC
1967-01-08,0,CLIC
1967-01-09,0,CLIC
1967-01-10,13,CLIC
1967-01-11,0.3,CLIC
1967-01-12,3,CLIC
1967-01-13,0,CLIC
1967-01-14,0,CLIC
1967-01-15,0,CLIC
1967-01-16,0,CLIC
1967-01-17,0,CLIC
1967-01-18,0,CLIC
1967-01-19,0,CLIC
1967-01-20,0,CLIC
1967-01-21,0,CLIC
1967-01-22,0,CLIC
1967-01-23,0,CLIC
1967-01-24,0,CLIC
1967-01-25,0,CLIC
1967-01-26,0,CLIC
1967-01-27,0,CLIC
1967-01-28,0,CLIC
1967-01-29,0,CLIC
1967-01-30,0,CLIC
1967-01-31,0,CLIC
1967-02-01,0,CLIC
1967-02-02,0,CLIC
1967-02-03,0,CLIC
1967-02-04,0,CLIC
1967-02-05,3,CLIC
1967-02-06,0,CLIC
1967-02-07,0,CLIC
1967-02-08,0,CLIC
1967-02-09,0,CLIC
1967-02-10,0,CLIC
1967-02-11,0,CLIC
1967-02-12,0,CLIC
1967-02-13,0,CLIC
1967-02-14,0,CLIC
1967-02-15,0,CLIC
1967-02-16,0,CLIC
1967-02-17,0,CLIC
1967-02-18,0,CLIC
1967-02-19,0,CLIC
1967-02-20,0.8,CLIC
1967-02-21,0,CLIC
1967-02-22,0,CLIC
1967-02-23,0,CLIC
1967-02-24,1,CLIC
1967-02-25,1,CLIC
1967-02-26,0,CLIC
1967-02-27,0.5,CLIC
1967-02-28,11,CLIC
1967-03-01,7,CLIC
1967-03-02,0,CLIC
1967-03-03,0,CLIC
1967-03-04,0,CLIC
1967-03-05,0,CLIC
1967-03-06,0,CLIC
1967-03-07,0,CLIC
1967-03-08,0,CLIC
1967-03-09,0,CLIC
1967-03-10,0,CLIC
1967-03-11,0,CLIC
1967-03-12,0,CLIC
1967-03-13,0,CLIC
1967-03-14,0,CLIC
1967-03-15,5,CLIC
1967-03-16,3,CLIC
1967-03-17,5,CLIC
1967-03-18,1,CLIC
1967-03-19,2,CLIC
1967-03-20,0,CLIC
1967-03-21,0,CLIC
1967-03-22,0,CLIC
1967-03-23,0,CLIC
1967-03-24,0,CLIC
1967-03-25,0,CLIC
1967-03-26,0,CLIC
1967-03-27,0,CLIC
1967-03-28,0,CLIC
1967-03-29,0,CLIC
1967-03-30,0,CLIC
1967-03-31,0,CLIC
1967-05-01,0,CLIC
1967-05-02,7,CLIC
1967-05-03,0,CLIC
1967-05-04,0,CLIC
